1.5,2.5,3.5,4.5,5.5,6.5,7.5,8.5,9.5,10.5,11.5,12.5,13.5,14.5,15.5,16.5,17.5,18.5,19.5,20.5,21.5,22.5,23.5,24.5,25.5,26.5,27.5,28.5,29.5,30.5,31.5,32.5,33.5,34.5,35.5,36.5,37.5,38.5,39.5,40.5,41.5,42.5,43.5,44.5,45.5,46.5,47.5,48.5,49.5,50.5,51.5,52.5,53.5,54.5,55.5,56.5,57.5,58.5,59.5,60.5,61.5,62.5,63.5,64.5,65.5,66.5,67.5,68.5,69.5,70.5,71.5,72.5,73.5,74.5,75.5,76.5,77.5,78.5,79.5,80.5,81.5,82.5,83.5,84.5,85.5,86.5,87.5,88.5,89.5,90.5,91.5,92.5,93.5,94.5,95.5,96.5,97.5,98.5,99.5,100.5,101.5,102.5,103.5,104.5,105.5,106.5,107.5,108.5,109.5,110.5,111.5,112.5,113.5,114.5,115.5,116.5,117.5,118.5,119.5,120.5,121.5,122.5,123.5,124.5,125.5,126.5,127.5,128.5,129.5,130.5,131.5,132.5,133.5,134.5,135.5,136.5,137.5,138.5,139.5,140.5,141.5,142.5,143.5,144.5,145.5,146.5,147.5,148.5,149.5,150.5,151.5,152.5,153.5,154.5,155.5,156.5,157.5,158.5,159.5,160.5,161.5,162.5,163.5,164.5,165.5,166.5,167.5,168.5,169.5,170.5,171.5,172.5,173.5,174.5,175.5,176.5,177.5,178.5,179.5,180.5,181.5,182.5,183.5,184.5,185.5,186.5,187.5,188.5,189.5,190.5,191.5,192.5,193.5,194.5,195.5,196.5,197.5,198.5,199.5,200.5,201.5,202.5,203.5,204.5,205.5,206.5,207.5,208.5,209.5,210.5,211.5,212.5,213.5,214.5,215.5,216.5,217.5,218.5,219.5,220.5,221.5,222.5,223.5,224.5,225.5,226.5,227.5,228.5,229.5,230.5,231.5,232.5,233.5,234.5,235.5,236.5,237.5,238.5,239.5,240.5,241.5,242.5,243.5,244.5,245.5,246.5,247.5,248.5,249.5,250.5,251.5,252.5,253.5,254.5,255.5,256.5,257.5,258.5,259.5,260.5,261.5,262.5,263.5,264.5,265.5,266.5,267.5,268.5,269.5,270.5,271.5,272.5,273.5,274.5,275.5,276.5,277.5,278.5,279.5,280.5,281.5,282.5,283.5,284.5,285.5,286.5,287.5,288.5,289.5,290.5,291.5,292.5,293.5,294.5,295.5,296.5,297.5,298.5,299.5,300.5,301.5,302.5,303.5,304.5,305.5,306.5,307.5,308.5,309.5,310.5,311.5,312.5,313.5,314.5,315.5,316.5,317.5,318.5,319.5,320.5,321.5,322.5,323.5,324.5,325.5,326.5,327.5,328.5,329.5,330.5,331.5,332.5,333.5,334.5,335.5,336.5,337.5,338.5,339.5,340.5,341.5,342.5,343.5,344.5,345.5,346.5,347.5,348.5,349.5,350.5,351.5,352.5,353.5,354.5,355.5,356.5,357.5,358.5,359.5,360.5,361.5,362.5,363.5,364.5,365.5,366.5,367.5,368.5,369.5,370.5,371.5,372.5,373.5,374.5,375.5,376.5,377.5,378.5,379.5,380.5,381.5,382.5,383.5,384.5,385.5,386.5,387.5,388.5,389.5,390.5,391.5,392.5,393.5,394.5,395.5,396.5,397.5,398.5,399.5,400.5,401.5,402.5,403.5,404.5,405.5,406.5,407.5,408.5,409.5,410.5,411.5,412.5,413.5,414.5,415.5,416.5,417.5,418.5,419.5,420.5,421.5,422.5,423.5,424.5,425.5,426.5,427.5,428.5,429.5,430.5,431.5,432.5,433.5,434.5,435.5,436.5,437.5,438.5,439.5,440.5,441.5,442.5,443.5,444.5,445.5,446.5,447.5,448.5,449.5,450.5,451.5,452.5,453.5,454.5,455.5,456.5,457.5,458.5,459.5,460.5,461.5,462.5,463.5,464.5,465.5,466.5,467.5,468.5,469.5,470.5,471.5,472.5,473.5,474.5,475.5,476.5,477.5,478.5,479.5,480.5,481.5,482.5,483.5,484.5,485.5,486.5,487.5,488.5,489.5,490.5,491.5,492.5,493.5,494.5,495.5,496.5,497.5,498.5,499.5,
(1 489778.78),(2 851499.06),(3 1046232.3),(4 2097768),(5 2957714),(6 3495418),(7 4821352.5),(8 5896979.5),(9 6592876),(10 8085476.5),(11 9319927),(12 10285516),(13 12084460),(14 13701264),(15 15146447),(16 17403498),(17 19482954),(18 21165238),(19 23673990),(20 25795954),(21 27124390),(22 29130614),(23 30929238),(24 31889074),(25 33752990),(26 35454012),(27 36445104),(28 38415052),(29 40372108),(30 41472316),(31 43415572),(32 45375796),(33 46310652),(34 47878644),(35 49501316),(36 49937484),(37 51001900),(38 52039010),(39 52030948),(40 52634036),(41 53628628),(42 53732450),(43 54541612),(44 55748750),(45 55979124),(46 56506320),(47 57375540),(48 57133092),(49 57342484),(50 57887548),(51 57248052),(52 57197644),(53 57885532),(54 57319060),(55 57567500),(56 58499564),(57 58486596),(58 59222670),(59 60606304),(60 61002156),(61 62252144),(62 63786076),(63 64409068),(64 65786548),(65 67602300),(66 68473944),(67 70082280),(68 72160010),(69 73134890),(70 74655224),(71 76779784),(72 77730620),(73 79441760),(74 81236280),(75 81784250),(76 82696940),(77 84092344),(78 84016430),(79 84465704),
(1 145.44801),(2 168.23714),(3 178.88736),(4 185.62743),(5 190.83556),(6 194.21751),(7 198.38013),(8 202.70392),(9 204.83592),(10 203.99263),(11 205.31914),(12 209.46028),(13 212.17288),(14 211.43507),(15 212.08723),(16 212.46408),(17 214.79045),(18 218.8836),(19 220.33441),(20 221.26775),(21 218.53812),(22 220.62971),(23 225.83531),(24 222.70128),(25 224.78432),(26 224.13216),(27 226.50421),(28 226.67113),(29 225.54164),(30 226.0191),(31 226.688),(32 228.52377),(33 231.09341),(34 229.57216),(35 231.24234),(36 231.71516),(37 233.63512),(38 235.11891),(39 232.92142),(40 236.14465),(41 237.05724),(42 239.05513),(43 240.59045),(44 241.46507),(45 240.03093),(46 240.06265),(47 240.3244),(48 238.43451),(49 237.61118),(50 238.85944),(51 237.71645),(52 237.01485),(53 242.1816),(54 239.81131),(55 241.90915),(56 241.0939),(57 238.365),(58 240.50279),(59 239.05334),(60 241.7011),(61 241.36241),(62 242.74367),(63 243.96239),(64 247.41089),(65 248.72733),(66 250.66899),(67 252.69162),(68 251.13187),(69 253.2589),(70 252.80388),(71 251.24037),(72 256.2038),(73 256.70493),(74 255.31544),(75 257.3466),(76 256.69717),(77 254.38142),(78 257.08862),(79 256.80078),
(1 143.51305),(2 168.1935),(3 179.10674),(4 187.57262),(5 191.74289),(6 194.74379),(7 196.5686),(8 200.12308),(9 201.33365),(10 206.01341),(11 206.68785),(12 210.50845),(13 213.74176),(14 213.46616),(15 217.19164),(16 217.92787),(17 219.85013),(18 223.09895),(19 222.73566),(20 223.82527),(21 221.55588),(22 224.23392),(23 226.94243),(24 226.77821),(25 228.63542),(26 228.12709),(27 227.17914),(28 227.83168),(29 228.38538),(30 230.1018),(31 231.7907),(32 233.8343),(33 235.70096),(34 234.19084),(35 234.24925),(36 236.14517),(37 237.9762),(38 241.20316),(39 239.09271),(40 241.01665),(41 244.01532),(42 242.95592),(43 241.2689),(44 240.80017),(45 239.5235),(46 238.87085),(47 240.47717),(48 238.4347),(49 240.13448),(50 242.29839),(51 240.93362),(52 241.66608),(53 244.9566),(54 241.9273),(55 238.92699),(56 242.0847),(57 241.91101),(58 243.5232),(59 243.01704),(60 245.1204),(61 243.06606),(62 243.32336),(63 244.75818),(64 243.78647),(65 246.97833),(66 245.30458),(67 248.321),(68 250.71878),(69 252.60847),(70 253.31299),(71 253.87354),(72 255.46924),(73 254.71606),(74 254.77515),(75 256.5534),(76 257.4189),(77 258.27182),(78 259.93594),(79 262.0003),
(1 140.90575),(2 164.35712),(3 174.64114),(4 181.41646),(5 186.24783),(6 189.44673),(7 193.18015),(8 197.7335),(9 198.09666),(10 203.53728),(11 204.64569),(12 205.1466),(13 208.93777),(14 208.79626),(15 211.25772),(16 212.03958),(17 214.2442),(18 215.56512),(19 216.95387),(20 217.08432),(21 218.58603),(22 219.86679),(23 224.37346),(24 223.13213),(25 226.0847),(26 225.33688),(27 226.33296),(28 224.60301),(29 225.41573),(30 227.79866),(31 232.11986),(32 233.98395),(33 235.49268),(34 233.64494),(35 237.2762),(36 239.80736),(37 240.13583),(38 241.58453),(39 238.72067),(40 241.30722),(41 239.83057),(42 240.28304),(43 241.28963),(44 244.3483),(45 244.59798),(46 243.31856),(47 242.00533),(48 242.73827),(49 244.02654),(50 245.9471),(51 246.06404),(52 247.35686),(53 250.92169),(54 249.83948),(55 248.80405),(56 248.13908),(57 248.52037),(58 246.05002),(59 246.13837),(60 249.38852),(61 248.02057),(62 251.21014),(63 250.73602),(64 254.08331),(65 255.80228),(66 254.31128),(67 255.61635),(68 259.3059),(69 258.74435),(70 259.4439),(71 259.05597),(72 260.2549),(73 260.36517),(74 259.3787),(75 261.1633),(76 257.87708),(77 261.02676),(78 262.06256),(79 264.32864),
(1 137.33203),(2 162.69073),(3 172.10031),(4 178.11949),(5 182.73698),(6 186.46584),(7 189.00891),(8 194.69164),(9 194.4188),(10 197.60341),(11 197.75873),(12 201.8534),(13 204.69594),(14 205.08301),(15 208.91196),(16 210.5003),(17 210.06204),(18 211.44159),(19 214.09479),(20 216.83516),(21 214.8384),(22 219.30295),(23 222.86661),(24 220.75443),(25 222.24008),(26 222.71423),(27 224.32146),(28 227.75671),(29 227.65819),(30 226.96765),(31 227.18373),(32 229.5104),(33 233.24863),(34 234.44421),(35 236.36249),(36 235.34752),(37 235.18211),(38 238.43994),(39 238.52191),(40 238.75606),(41 236.95009),(42 238.17372),(43 237.14027),(44 235.45502),(45 235.68117),(46 235.65942),(47 236.0187),(48 237.64053),(49 236.03539),(50 236.26503),(51 235.47826),(52 237.76703),(53 239.20538),(54 240.20445),(55 237.50018),(56 238.03482),(57 237.14551),(58 236.51195),(59 237.3418),(60 240.79883),(61 239.24367),(62 240.40395),(63 243.57382),(64 242.24968),(65 247.25035),(66 247.42567),(67 247.62685),(68 251.17921),(69 251.16484),(70 252.10988),(71 253.62695),(72 256.89093),(73 256.6067),(74 258.03372),(75 260.53778),(76 261.05066),(77 261.37637),(78 259.817),(79 263.01044),
(1 138.43509),(2 161.69632),(3 171.60365),(4 177.49828),(5 179.13293),(6 186.04088),(7 187.40733),(8 189.0146),(9 192.35893),(10 193.76613),(11 194.26373),(12 196.47806),(13 198.92474),(14 201.58795),(15 203.03099),(16 204.6036),(17 208.02782),(18 210.44875),(19 212.93799),(20 214.33969),(21 216.09694),(22 218.17021),(23 220.79439),(24 221.69502),(25 222.3237),(26 226.17017),(27 228.01253),(28 226.99954),(29 225.06451),(30 228.39302),(31 229.67886),(32 234.4887),(33 233.5888),(34 231.42827),(35 232.30719),(36 233.86256),(37 233.47195),(38 235.15936),(39 235.37463),(40 234.32915),(41 235.17233),(42 234.56241),(43 236.29065),(44 235.95357),(45 235.02788),(46 235.23334),(47 236.768),(48 236.00992),(49 234.62964),(50 237.28828),(51 238.8483),(52 237.83235),(53 240.8835),(54 243.20537),(55 243.36229),(56 241.39278),(57 241.48994),(58 241.75877),(59 242.21019),(60 244.37564),(61 243.99774),(62 244.936),(63 247.2656),(64 246.6444),(65 249.55022),(66 251.0616),(67 251.25258),(68 256.6932),(69 256.45032),(70 258.49182),(71 261.96783),(72 262.963),(73 264.9262),(74 265.35434),(75 265.22287),(76 265.89816),(77 267.78735),(78 268.3441),(79 268.51147),
(1 135.26212),(2 158.17456),(3 167.45433),(4 170.4997),(5 174.40482),(6 177.63637),(7 180.48598),(8 183.67957),(9 184.73802),(10 188.09071),(11 189.33873),(12 192.01205),(13 192.9958),(14 194.27477),(15 194.56018),(16 197.41962),(17 200.52614),(18 203.10889),(19 207.28793),(20 209.45786),(21 211.20282),(22 212.54402),(23 216.14673),(24 215.29932),(25 214.5905),(26 216.7146),(27 217.43306),(28 221.47711),(29 221.36961),(30 221.39642),(31 221.26973),(32 220.80495),(33 221.45398),(34 225.33354),(35 226.59398),(36 230.08417),(37 230.59125),(38 232.6294),(39 230.16898),(40 231.67287),(41 232.78766),(42 232.41516),(43 233.00974),(44 232.1368),(45 233.15327),(46 234.9794),(47 234.44232),(48 231.65063),(49 230.99782),(50 234.03107),(51 230.61682),(52 229.52048),(53 234.17796),(54 233.11227),(55 234.0254),(56 232.43332),(57 234.55786),(58 234.00867),(59 234.12256),(60 239.04674),(61 242.46387),(62 238.27711),(63 243.66066),(64 243.79706),(65 245.91336),(66 246.5817),(67 248.35092),(68 251.24217),(69 251.65894),(70 253.37152),(71 254.0618),(72 255.46097),(73 256.74365),(74 256.27527),(75 258.5973),(76 260.41873),(77 261.32883),(78 257.6874),(79 259.473),
(1 136.01611),(2 159.5114),(3 169.3801),(4 175.36513),(5 179.2174),(6 186.91064),(7 187.50354),(8 191.00024),(9 192.37213),(10 195.78381),(11 197.06145),(12 197.57185),(13 200.28299),(14 201.99454),(15 203.94832),(16 204.19545),(17 203.8658),(18 210.36017),(19 214.44029),(20 214.60335),(21 215.26497),(22 215.69174),(23 217.33733),(24 216.97905),(25 217.30908),(26 219.58821),(27 217.99934),(28 220.24196),(29 221.89963),(30 224.58197),(31 224.24454),(32 227.68016),(33 230.72823),(34 232.8617),(35 233.65381),(36 235.99092),(37 235.75449),(38 236.68336),(39 236.14285),(40 239.17616),(41 238.02122),(42 237.80225),(43 237.36107),(44 236.81499),(45 239.433),(46 236.54591),(47 236.81259),(48 238.51485),(49 237.59367),(50 236.54443),(51 235.4947),(52 235.51755),(53 239.42686),(54 239.82602),(55 241.21645),(56 239.97795),(57 239.12233),(58 236.82748),(59 236.86295),(60 238.76666),(61 237.36118),(62 240.82529),(63 244.88326),(64 246.35606),(65 247.07277),(66 247.87012),(67 249.50258),(68 252.9375),(69 251.98163),(70 252.52895),(71 251.34225),(72 253.1676),(73 253.41484),(74 252.0044),(75 255.8057),(76 255.8842),(77 257.28525),(78 256.21338),(79 258.54776),
(1 133.52887),(2 157.96747),(3 164.69128),(4 171.0461),(5 173.892),(6 178.12021),(7 179.49107),(8 182.73994),(9 186.22296),(10 186.4314),(11 186.99788),(12 186.99129),(13 190.44167),(14 191.21112),(15 195.14204),(16 196.67157),(17 197.17412),(18 197.03531),(19 198.5792),(20 202.99881),(21 205.55795),(22 207.27863),(23 210.83809),(24 210.29971),(25 212.88234),(26 213.79489),(27 215.00336),(28 215.88106),(29 213.97774),(30 214.4127),(31 217.89413),(32 219.40576),(33 218.8816),(34 222.556),(35 224.5583),(36 224.04312),(37 224.19954),(38 226.47575),(39 227.69923),(40 228.81136),(41 231.23044),(42 232.32329),(43 228.46193),(44 228.13647),(45 229.58383),(46 229.06454),(47 227.36401),(48 225.15257),(49 224.5975),(50 225.73328),(51 224.73512),(52 223.63435),(53 225.53651),(54 226.82971),(55 226.6174),(56 226.24951),(57 226.77501),(58 225.55618),(59 224.81294),(60 227.45506),(61 228.38124),(62 229.75761),(63 231.44917),(64 233.01952),(65 233.92073),(66 235.50969),(67 239.18045),(68 239.5278),(69 241.18382),(70 242.54646),(71 242.51933),(72 247.40063),(73 248.30812),(74 248.7038),(75 249.72923),(76 249.45963),(77 248.15863),(78 247.83865),(79 251.37337),
(1 130.30048),(2 149.96588),(3 157.91393),(4 164.06842),(5 168.04794),(6 172.34312),(7 176.25241),(8 179.01118),(9 183.34015),(10 183.25647),(11 184.06197),(12 184.29512),(13 186.51694),(14 185.36238),(15 185.90825),(16 190.46811),(17 193.39453),(18 195.34048),(19 194.46968),(20 197.30885),(21 198.80446),(22 203.24405),(23 204.4893),(24 203.80948),(25 206.10802),(26 206.4691),(27 206.631),(28 208.31708),(29 208.27881),(30 207.88504),(31 208.16856),(32 210.12233),(33 211.11482),(34 212.77376),(35 214.15855),(36 214.93228),(37 217.6412),(38 218.87477),(39 219.01543),(40 220.78253),(41 218.28778),(42 218.12782),(43 220.75078),(44 217.63376),(45 216.43823),(46 215.31996),(47 212.13762),(48 211.82053),(49 212.21222),(50 213.98004),(51 214.69958),(52 215.0086),(53 218.94952),(54 220.37256),(55 221.27623),(56 222.71606),(57 221.87563),(58 222.78899),(59 219.78864),(60 223.2588),(61 222.4981),(62 223.69086),(63 227.60559),(64 228.04482),(65 231.07317),(66 231.66597),(67 234.52223),(68 234.06839),(69 237.09326),(70 237.77216),(71 238.7537),(72 237.47401),(73 237.96468),(74 236.29834),(75 238.09766),(76 239.48895),(77 239.072),(78 240.33766),(79 239.87831),
(1 131.88527),(2 152.19978),(3 159.16344),(4 166.64326),(5 170.08292),(6 172.68105),(7 179.44753),(8 183.28452),(9 182.89035),(10 184.46342),(11 186.3586),(12 186.92267),(13 189.77061),(14 190.95651),(15 193.7253),(16 194.23038),(17 197.503),(18 200.59416),(19 198.99069),(20 200.84425),(21 202.79471),(22 205.436),(23 206.5883),(24 204.01321),(25 204.66751),(26 207.25333),(27 211.1315),(28 209.74986),(29 209.62279),(30 210.61131),(31 213.08525),(32 215.26738),(33 217.36368),(34 218.36166),(35 220.30608),(36 221.2895),(37 224.87634),(38 222.93895),(39 224.31238),(40 224.68983),(41 224.43704),(42 223.12764),(43 223.06111),(44 224.14726),(45 222.53189),(46 221.86656),(47 219.00464),(48 223.91365),(49 222.35658),(50 222.58908),(51 220.00592),(52 218.81),(53 220.41066),(54 221.06871),(55 223.0643),(56 221.80057),(57 223.37537),(58 220.5745),(59 218.96686),(60 220.25893),(61 222.58434),(62 224.52043),(63 227.87074),(64 229.4739),(65 230.93733),(66 233.86458),(67 237.03876),(68 241.02138),(69 240.34439),(70 241.11296),(71 241.58203),(72 243.40881),(73 244.10457),(74 243.51414),(75 245.17218),(76 243.72873),(77 243.39275),(78 244.4908),(79 243.67412),
(1 129.85503),(2 149.39017),(3 157.77538),(4 165.8672),(5 167.42924),(6 169.27336),(7 173.1043),(8 177.68217),(9 178.76259),(10 180.74927),(11 180.30399),(12 181.31194),(13 183.85541),(14 183.30872),(15 187.02095),(16 190.67307),(17 193.06097),(18 193.12672),(19 193.32932),(20 193.98073),(21 193.97559),(22 196.49062),(23 196.88298),(24 196.58543),(25 196.24309),(26 199.34851),(27 200.40533),(28 198.09683),(29 199.97621),(30 201.01598),(31 202.13188),(32 201.63312),(33 203.28317),(34 204.22491),(35 204.67845),(36 209.62366),(37 211.97018),(38 212.09563),(39 213.04178),(40 214.87096),(41 214.46307),(42 215.19727),(43 217.05547),(44 218.00691),(45 217.71033),(46 215.09862),(47 213.96059),(48 215.95854),(49 216.89914),(50 215.68932),(51 215.23381),(52 216.63396),(53 219.25136),(54 218.0428),(55 220.39256),(56 219.92307),(57 217.85568),(58 216.64687),(59 215.8182),(60 215.0678),(61 213.19977),(62 216.15051),(63 218.38043),(64 219.17758),(65 220.59822),(66 220.49568),(67 222.97032),(68 225.9749),(69 226.5346),(70 227.1238),(71 228.57307),(72 228.14885),(73 229.72203),(74 228.61221),(75 229.22797),(76 227.97725),(77 227.68024),(78 228.73557),(79 229.9721),
(1 130.60199),(2 150.34372),(3 158.9823),(4 167.70316),(5 170.59413),(6 174.26344),(7 176.16106),(8 179.96129),(9 182.23308),(10 182.78859),(11 184.30017),(12 184.155),(13 185.06706),(14 189.69548),(15 189.84082),(16 191.939),(17 194.73325),(18 195.00726),(19 197.24338),(20 198.67963),(21 199.75014),(22 202.61014),(23 204.10838),(24 204.05267),(25 202.4657),(26 203.73541),(27 206.51558),(28 204.54799),(29 205.795),(30 207.99896),(31 207.2908),(32 208.37328),(33 206.55772),(34 208.06105),(35 209.94461),(36 210.81863),(37 212.55101),(38 211.7494),(39 212.2332),(40 213.9239),(41 213.83948),(42 214.5986),(43 215.67256),(44 216.60474),(45 216.22037),(46 215.87465),(47 213.6363),(48 212.41539),(49 212.2476),(50 213.01865),(51 215.12546),(52 215.47932),(53 216.32947),(54 217.26463),(55 219.62302),(56 218.28651),(57 218.9584),(58 218.06462),(59 218.80453),(60 220.38184),(61 220.22388),(62 223.81357),(63 224.23334),(64 225.34892),(65 225.88612),(66 227.39859),(67 230.5601),(68 234.2052),(69 235.66858),(70 236.66045),(71 235.50784),(72 237.60875),(73 238.37901),(74 237.86769),(75 235.35745),(76 237.27243),(77 236.88113),(78 236.4013),(79 235.36833),
(1 126.26859),(2 147.49646),(3 154.98381),(4 161.81894),(5 164.4117),(6 168.86275),(7 171.88847),(8 174.47542),(9 175.55908),(10 178.16982),(11 178.49763),(12 178.46317),(13 180.52975),(14 183.05028),(15 183.54453),(16 184.37958),(17 186.73625),(18 187.8141),(19 189.13863),(20 190.49077),(21 190.19325),(22 190.47572),(23 190.61333),(24 191.81175),(25 191.56604),(26 193.89336),(27 198.11827),(28 197.12201),(29 196.9569),(30 197.70427),(31 201.62949),(32 201.83531),(33 201.53433),(34 202.73286),(35 204.97418),(36 205.26378),(37 206.33754),(38 209.32361),(39 211.6537),(40 211.68652),(41 211.97),(42 212.38086),(43 211.59375),(44 213.04134),(45 211.49077),(46 212.2829),(47 211.31473),(48 210.24768),(49 211.59827),(50 211.39688),(51 209.22447),(52 209.79591),(53 214.27016),(54 212.6125),(55 213.55028),(56 213.63344),(57 214.46),(58 212.74493),(59 212.61688),(60 213.32422),(61 213.59947),(62 214.73534),(63 216.66376),(64 221.04158),(65 221.92119),(66 225.07855),(67 225.52678),(68 229.61269),(69 231.17163),(70 232.34914),(71 233.39606),(72 233.80191),(73 234.50424),(74 232.52867),(75 233.90326),(76 233.85641),(77 235.88739),(78 232.67912),(79 235.44238),
(1 124.84569),(2 145.9905),(3 151.40596),(4 158.21617),(5 162.45215),(6 169.61511),(7 169.11954),(8 172.48476),(9 173.96268),(10 176.85759),(11 179.04147),(12 179.43553),(13 179.85733),(14 183.57118),(15 185.51523),(16 185.48817),(17 185.34932),(18 185.98811),(19 186.52863),(20 190.25676),(21 188.55435),(22 188.75974),(23 191.57391),(24 192.82806),(25 190.78758),(26 192.13162),(27 193.51587),(28 192.71823),(29 192.4119),(30 192.36317),(31 193.4007),(32 194.94618),(33 195.4933),(34 198.26308),(35 199.08319),(36 197.67561),(37 200.41678),(38 203.66484),(39 203.17513),(40 203.49435),(41 201.39912),(42 203.73637),(43 206.24297),(44 207.87793),(45 204.22282),(46 202.76807),(47 203.33928),(48 202.99597),(49 202.45102),(50 206.33397),(51 205.20448),(52 203.78905),(53 205.41597),(54 205.56734),(55 205.18282),(56 203.05359),(57 204.16017),(58 203.21233),(59 205.61752),(60 205.9778),(61 203.50224),(62 206.9048),(63 208.17072),(64 211.02306),(65 213.06895),(66 215.25436),(67 218.36632),(68 223.30502),(69 223.61426),(70 224.00368),(71 222.2057),(72 223.45705),(73 224.01913),(74 225.44022),(75 225.72461),(76 226.79631),(77 226.54477),(78 227.1598),(79 226.41966),
(1 125.70899),(2 149.00377),(3 153.67513),(4 161.95319),(5 164.98318),(6 166.79422),(7 172.39667),(8 175.65875),(9 176.29865),(10 175.82448),(11 178.02707),(12 179.64159),(13 179.73296),(14 182.47435),(15 185.552),(16 186.43472),(17 186.83226),(18 190.36276),(19 191.21529),(20 193.95258),(21 195.39497),(22 194.94354),(23 197.89293),(24 198.01483),(25 198.29883),(26 198.80453),(27 204.03854),(28 205.01926),(29 202.15912),(30 200.12787),(31 203.1281),(32 205.13774),(33 205.7457),(34 207.06439),(35 208.93445),(36 210.45804),(37 213.219),(38 212.42891),(39 212.77245),(40 212.83484),(41 212.22807),(42 209.59352),(43 210.74374),(44 210.66089),(45 211.14911),(46 208.62036),(47 207.65927),(48 207.11887),(49 209.27234),(50 210.269),(51 210.51819),(52 212.40378),(53 212.99677),(54 212.96829),(55 213.39761),(56 211.43777),(57 212.34598),(58 213.89697),(59 214.63074),(60 214.96689),(61 213.31314),(62 215.43843),(63 218.83377),(64 220.39064),(65 221.41621),(66 223.04257),(67 226.6932),(68 228.29071),(69 230.8044),(70 232.68962),(71 232.41748),(72 232.82962),(73 232.01176),(74 233.2519),(75 234.45053),(76 232.84235),(77 231.6784),(78 233.31752),(79 234.76483),
(1 120.380554),(2 143.22295),(3 149.71231),(4 156.4383),(5 159.48206),(6 162.33179),(7 165.06837),(8 170.70871),(9 171.01123),(10 171.62155),(11 175.47958),(12 173.32352),(13 175.77829),(14 176.3274),(15 178.06305),(16 179.48077),(17 180.82602),(18 184.18628),(19 184.3553),(20 186.51498),(21 189.37067),(22 190.73102),(23 193.46909),(24 193.49553),(25 192.83199),(26 193.17407),(27 195.82312),(28 196.5426),(29 194.70172),(30 198.0125),(31 197.18654),(32 198.57272),(33 200.1649),(34 201.77043),(35 200.42026),(36 201.03049),(37 203.88937),(38 204.74756),(39 204.84901),(40 206.19946),(41 206.12042),(42 206.09958),(43 204.64345),(44 205.7388),(45 207.19313),(46 206.57584),(47 205.26689),(48 202.91727),(49 201.00989),(50 203.35861),(51 204.3055),(52 204.50822),(53 204.5308),(54 205.45248),(55 205.49231),(56 203.84628),(57 203.37387),(58 204.09442),(59 202.9453),(60 203.30801),(61 204.0815),(62 204.67125),(63 206.58632),(64 209.34824),(65 210.48709),(66 211.37675),(67 212.87886),(68 216.09218),(69 214.91725),(70 216.53232),(71 217.76729),(72 217.64394),(73 217.13235),(74 217.57204),(75 220.75098),(76 219.19884),(77 221.81429),(78 223.30019),(79 220.37569),
(1 121.440445),(2 141.43832),(3 147.15782),(4 152.76498),(5 156.6719),(6 161.8456),(7 162.9324),(8 168.33333),(9 168.9902),(10 170.72562),(11 173.37733),(12 171.37595),(13 175.6074),(14 176.36255),(15 179.20126),(16 179.02087),(17 181.40779),(18 181.45503),(19 182.52315),(20 184.2943),(21 188.06995),(22 189.24823),(23 189.60188),(24 190.7287),(25 194.58894),(26 195.20195),(27 196.10385),(28 196.81783),(29 196.18053),(30 197.45303),(31 198.78285),(32 199.2746),(33 200.56961),(34 198.93323),(35 200.6658),(36 200.38605),(37 205.83607),(38 204.57448),(39 203.12445),(40 206.04492),(41 208.00134),(42 208.24199),(43 207.06325),(44 202.94629),(45 203.86925),(46 202.87646),(47 203.71474),(48 204.03908),(49 204.03905),(50 206.32117),(51 204.33174),(52 205.37776),(53 209.45041),(54 209.60788),(55 211.29387),(56 210.47517),(57 210.74522),(58 211.58675),(59 212.68648),(60 214.30202),(61 215.78331),(62 216.66882),(63 217.7077),(64 218.81956),(65 220.50842),(66 220.02008),(67 223.69414),(68 224.34079),(69 224.95697),(70 228.00772),(71 226.9233),(72 225.90263),(73 227.46164),(74 224.8503),(75 228.11247),(76 229.56161),(77 228.01208),(78 230.08224),(79 230.3009),
(1 120.550026),(2 139.65036),(3 144.888),(4 150.43492),(5 153.26378),(6 156.78574),(7 160.57588),(8 164.69832),(9 164.39874),(10 168.61374),(11 171.00002),(12 172.00296),(13 175.1225),(14 177.18253),(15 177.60405),(16 178.80243),(17 182.10588),(18 182.4541),(19 184.55214),(20 188.75769),(21 187.29576),(22 191.04572),(23 193.79562),(24 192.96402),(25 194.98051),(26 192.56583),(27 196.00197),(28 195.98398),(29 194.94572),(30 194.8856),(31 197.5142),(32 198.14978),(33 199.82211),(34 203.36522),(35 204.85434),(36 204.80307),(37 205.25615),(38 206.26639),(39 205.52531),(40 205.8333),(41 205.98787),(42 204.86316),(43 204.03943),(44 204.88086),(45 202.54503),(46 203.27684),(47 203.90877),(48 203.51369),(49 206.40585),(50 206.09714),(51 206.80142),(52 206.81319),(53 208.39417),(54 207.42793),(55 209.96947),(56 209.93166),(57 209.94708),(58 208.83138),(59 206.09772),(60 208.80414),(61 208.63371),(62 210.06194),(63 214.22635),(64 216.12755),(65 218.23099),(66 220.07962),(67 222.21985),(68 224.85995),(69 225.42871),(70 227.06042),(71 228.467),(72 227.20927),(73 228.31223),(74 226.54553),(75 227.07385),(76 230.17455),(77 230.9436),(78 229.82922),(79 230.35709),
