1.5,2.5,3.5,4.5,5.5,6.5,7.5,8.5,9.5,10.5,11.5,12.5,13.5,14.5,15.5,16.5,17.5,18.5,19.5,20.5,21.5,22.5,23.5,24.5,25.5,26.5,27.5,28.5,29.5,30.5,31.5,32.5,33.5,34.5,35.5,36.5,37.5,38.5,39.5,40.5,41.5,42.5,43.5,44.5,45.5,46.5,47.5,48.5,49.5,50.5,51.5,52.5,53.5,54.5,55.5,56.5,57.5,58.5,59.5,60.5,61.5,62.5,63.5,64.5,65.5,66.5,67.5,68.5,69.5,70.5,71.5,72.5,73.5,74.5,75.5,76.5,77.5,78.5,79.5,80.5,81.5,82.5,83.5,84.5,85.5,86.5,87.5,88.5,89.5,90.5,91.5,92.5,93.5,94.5,95.5,96.5,97.5,98.5,99.5,100.5,101.5,102.5,103.5,104.5,105.5,106.5,107.5,108.5,109.5,110.5,111.5,112.5,113.5,114.5,115.5,116.5,117.5,118.5,119.5,120.5,121.5,122.5,123.5,124.5,125.5,126.5,127.5,128.5,129.5,130.5,131.5,132.5,133.5,134.5,135.5,136.5,137.5,138.5,139.5,140.5,141.5,142.5,143.5,144.5,145.5,146.5,147.5,148.5,149.5,150.5,151.5,152.5,153.5,154.5,155.5,156.5,157.5,158.5,159.5,160.5,161.5,162.5,163.5,164.5,165.5,166.5,167.5,168.5,169.5,170.5,171.5,172.5,173.5,174.5,175.5,176.5,177.5,178.5,179.5,180.5,181.5,182.5,183.5,184.5,185.5,186.5,187.5,188.5,189.5,190.5,191.5,192.5,193.5,194.5,195.5,196.5,197.5,198.5,199.5,200.5,201.5,202.5,203.5,204.5,205.5,206.5,207.5,208.5,209.5,210.5,211.5,212.5,213.5,214.5,215.5,216.5,217.5,218.5,219.5,220.5,221.5,222.5,223.5,224.5,225.5,226.5,227.5,228.5,229.5,230.5,231.5,232.5,233.5,234.5,235.5,236.5,237.5,238.5,239.5,240.5,241.5,242.5,243.5,244.5,245.5,246.5,247.5,248.5,249.5,250.5,251.5,252.5,253.5,254.5,255.5,256.5,257.5,258.5,259.5,260.5,261.5,262.5,263.5,264.5,265.5,266.5,267.5,268.5,269.5,270.5,271.5,272.5,273.5,274.5,275.5,276.5,277.5,278.5,279.5,280.5,281.5,282.5,283.5,284.5,285.5,286.5,287.5,288.5,289.5,290.5,291.5,292.5,293.5,294.5,295.5,296.5,297.5,298.5,299.5,300.5,301.5,302.5,303.5,304.5,305.5,306.5,307.5,308.5,309.5,310.5,311.5,312.5,313.5,314.5,315.5,316.5,317.5,318.5,319.5,320.5,321.5,322.5,323.5,324.5,325.5,326.5,327.5,328.5,329.5,330.5,331.5,332.5,333.5,334.5,335.5,336.5,337.5,338.5,339.5,340.5,341.5,342.5,343.5,344.5,345.5,346.5,347.5,348.5,349.5,350.5,351.5,352.5,353.5,354.5,355.5,356.5,357.5,358.5,359.5,360.5,361.5,362.5,363.5,364.5,365.5,366.5,367.5,368.5,369.5,370.5,371.5,372.5,373.5,374.5,375.5,376.5,377.5,378.5,379.5,380.5,381.5,382.5,383.5,384.5,385.5,386.5,387.5,388.5,389.5,390.5,391.5,392.5,393.5,394.5,395.5,396.5,397.5,398.5,399.5,400.5,401.5,402.5,403.5,404.5,405.5,406.5,407.5,408.5,409.5,410.5,411.5,412.5,413.5,414.5,415.5,416.5,417.5,418.5,419.5,420.5,421.5,422.5,423.5,424.5,425.5,426.5,427.5,428.5,429.5,430.5,431.5,432.5,433.5,434.5,435.5,436.5,437.5,438.5,439.5,440.5,441.5,442.5,443.5,444.5,445.5,446.5,447.5,448.5,449.5,450.5,451.5,452.5,453.5,454.5,455.5,456.5,457.5,458.5,459.5,460.5,461.5,462.5,463.5,464.5,465.5,466.5,467.5,468.5,469.5,470.5,471.5,472.5,473.5,474.5,475.5,476.5,477.5,478.5,479.5,480.5,481.5,482.5,483.5,484.5,485.5,486.5,487.5,488.5,489.5,490.5,491.5,492.5,493.5,494.5,495.5,496.5,497.5,498.5,499.5,
(1 105119.85),(2 383542.75),(3 790147.44),(4 1308824.1),(5 1935842),(6 2659544.3),(7 3500682.3),(8 4461846.5),(9 5466402.5),(10 6459394.5),(11 7467367.5),(12 8499078),(13 9580686),(14 10735294),(15 12029451),(16 13484265),(17 15023623),(18 16706335),(19 18399662),(20 19914742),(21 21464154),(22 23073536),(23 24714462),(24 26412838),(25 28266976),(26 30228832),(27 32257658),(28 34150964),(29 35829908),(30 37552224),(31 39402356),(32 41225188),(33 43079420),(34 45046476),(35 46878716),(36 48661790),(37 50211444),(38 51518540),(39 52510060),(40 53373972),(41 54247596),(42 55209250),(43 56150830),(44 56849536),(45 57419716),(46 57703852),(47 57821804),(48 57788796),(49 57971388),(50 58464204),(51 59289268),(52 60248948),(53 61439316),(54 62540450),(55 63855550),(56 65610948),(57 67759304),(58 70289270),(59 72770330),(60 75084230),(61 77504984),(62 79805690),(63 82138200),(64 84417220),(65 87472744),(66 91047070),(67 94609540),(68 98122264),(69 101575720),(70 105442616),(71 109411780),(72 113393704),(73 117048600),(74 120374936),(75 123608200),(76 126455960),(77 128834460),(78 130826696),(79 132405760),
(1 142.59892),(2 174.07007),(3 195.41232),(4 209.27025),(5 217.96925),(6 231.44162),(7 241.41492),(8 253.7428),(9 266.22726),(10 272.98224),(11 286.1954),(12 290.27597),(13 300.85745),(14 305.50757),(15 308.09683),(16 306.4011),(17 310.1442),(18 313.0951),(19 317.00784),(20 321.7805),(21 320.05374),(22 319.60794),(23 324.6515),(24 326.33307),(25 329.56915),(26 330.1099),(27 330.99054),(28 329.18402),(29 329.71182),(30 331.27957),(31 330.88397),(32 330.79013),(33 330.43863),(34 329.5748),(35 329.2464),(36 330.5465),(37 332.43625),(38 333.72632),(39 336.2094),(40 340.84494),(41 337.22995),(42 338.48334),(43 338.63126),(44 340.70886),(45 343.67358),(46 342.00198),(47 340.57544),(48 341.49625),(49 342.48712),(50 343.19504),(51 346.0327),(52 347.46643),(53 345.7632),(54 343.55713),(55 342.17688),(56 339.77277),(57 336.9468),(58 332.694),(59 331.7453),(60 327.86932),(61 329.20706),(62 329.79092),(63 325.77707),(64 322.4418),(65 323.50092),(66 320.36072),(67 316.8008),(68 319.31946),(69 317.15512),(70 316.56976),(71 315.23486),(72 313.60568),(73 312.54865),(74 312.9727),(75 310.51523),(76 308.4123),(77 308.69644),(78 308.88037),(79 308.84018),
(1 140.7373),(2 173.07425),(3 194.35411),(4 208.37912),(5 219.96844),(6 230.74152),(7 241.55127),(8 255.27974),(9 265.33878),(10 271.8861),(11 281.14594),(12 281.88187),(13 289.2695),(14 294.46814),(15 297.30603),(16 299.78156),(17 303.45346),(18 308.99927),(19 311.33154),(20 313.25977),(21 314.74396),(22 315.36615),(23 319.3543),(24 323.44678),(25 322.48285),(26 323.73312),(27 322.98935),(28 325.0341),(29 328.5722),(30 327.6152),(31 326.43454),(32 326.91052),(33 325.89124),(34 328.83472),(35 326.0804),(36 328.3501),(37 328.34485),(38 329.0443),(39 331.62244),(40 333.4916),(41 330.92487),(42 333.70532),(43 334.93124),(44 334.1267),(45 334.9619),(46 339.708),(47 337.91116),(48 338.57996),(49 335.43912),(50 335.34323),(51 338.40958),(52 334.6224),(53 333.92804),(54 330.22552),(55 327.31454),(56 325.7074),(57 324.44687),(58 325.8078),(59 325.13943),(60 326.8088),(61 325.44232),(62 323.19162),(63 320.81866),(64 317.25357),(65 318.2506),(66 313.9217),(67 310.3693),(68 309.67404),(69 309.37613),(70 306.1007),(71 305.07324),(72 302.38678),(73 299.02448),(74 298.3514),(75 296.51804),(76 295.43134),(77 295.13672),(78 293.78076),(79 291.64484),
(1 141.52155),(2 174.35733),(3 193.46103),(4 206.74092),(5 220.39583),(6 231.87448),(7 241.02113),(8 254.21414),(9 261.3685),(10 268.25708),(11 276.52277),(12 276.54825),(13 283.83862),(14 288.4382),(15 292.79117),(16 293.7576),(17 296.1733),(18 294.6964),(19 298.64905),(20 298.38928),(21 298.95575),(22 301.77875),(23 305.664),(24 307.44788),(25 306.97046),(26 310.4354),(27 305.66678),(28 307.10583),(29 310.0245),(30 309.42078),(31 310.35803),(32 310.8429),(33 313.50378),(34 314.52994),(35 316.24615),(36 319.6892),(37 318.17047),(38 320.8426),(39 322.68423),(40 323.52924),(41 321.6144),(42 322.94617),(43 318.21896),(44 320.7292),(45 324.53705),(46 323.23853),(47 320.9967),(48 324.07166),(49 323.84155),(50 325.86557),(51 330.56223),(52 324.21344),(53 327.8606),(54 326.82278),(55 326.8135),(56 323.04694),(57 326.75497),(58 322.03607),(59 318.67114),(60 315.6833),(61 314.73267),(62 315.1721),(63 312.01868),(64 310.47452),(65 309.94193),(66 308.6763),(67 305.96225),(68 304.2828),(69 302.88864),(70 298.1359),(71 300.20334),(72 299.3292),(73 296.1877),(74 293.30905),(75 292.09622),(76 288.89413),(77 288.4847),(78 290.31552),(79 290.79492),
(1 141.08344),(2 171.62958),(3 191.05415),(4 203.43513),(5 214.45703),(6 227.7579),(7 238.46031),(8 249.21565),(9 256.96558),(10 265.61343),(11 271.47803),(12 275.9433),(13 282.08215),(14 287.67676),(15 290.24072),(16 289.2281),(17 292.94232),(18 293.73032),(19 296.9675),(20 295.77383),(21 294.9587),(22 295.91318),(23 296.38522),(24 296.68045),(25 295.94922),(26 297.7035),(27 295.70197),(28 297.32977),(29 297.93277),(30 300.33264),(31 302.83423),(32 306.03162),(33 306.51617),(34 309.70142),(35 308.0945),(36 308.29282),(37 310.84506),(38 312.43463),(39 313.59485),(40 317.75583),(41 314.84036),(42 314.6574),(43 314.352),(44 313.24728),(45 318.38202),(46 318.28506),(47 319.5606),(48 320.08215),(49 321.51666),(50 324.89578),(51 327.25),(52 325.05765),(53 322.4781),(54 323.33896),(55 322.24664),(56 318.2751),(57 322.72583),(58 321.07248),(59 318.58524),(60 318.05783),(61 313.27817),(62 313.91553),(63 310.49176),(64 310.7757),(65 312.5082),(66 306.8535),(67 303.12592),(68 302.6561),(69 303.05566),(70 300.09586),(71 299.49072),(72 296.5191),(73 293.0334),(74 290.07565),(75 288.82446),(76 284.72122),(77 284.64792),(78 283.29633),(79 283.1011),
(1 139.769),(2 172.09013),(3 193.00342),(4 206.1572),(5 217.4635),(6 228.76755),(7 236.86462),(8 246.87817),(9 253.0905),(10 261.4067),(11 265.89432),(12 272.2291),(13 277.16202),(14 281.90872),(15 281.4433),(16 280.8789),(17 282.67538),(18 285.8165),(19 290.1854),(20 292.89734),(21 290.7269),(22 292.13495),(23 293.44846),(24 297.08362),(25 297.03635),(26 296.5274),(27 296.45737),(28 296.35657),(29 298.26788),(30 300.7088),(31 303.012),(32 307.1124),(33 308.4858),(34 309.3363),(35 311.0342),(36 310.91193),(37 313.45978),(38 315.88858),(39 316.92938),(40 318.70456),(41 316.88898),(42 318.73538),(43 319.13522),(44 316.96487),(45 320.2026),(46 320.51288),(47 323.61734),(48 322.05374),(49 323.24518),(50 325.70407),(51 324.6364),(52 325.29483),(53 325.92996),(54 322.33142),(55 321.82382),(56 319.3565),(57 318.87247),(58 319.74567),(59 319.92386),(60 319.69678),(61 317.5718),(62 319.3244),(63 317.5602),(64 314.4992),(65 315.90054),(66 313.1159),(67 311.62207),(68 311.06113),(69 313.58746),(70 311.51184),(71 310.73672),(72 309.7894),(73 308.4513),(74 306.01877),(75 304.8384),(76 303.9836),(77 304.66702),(78 304.0393),(79 304.9388),
(1 135.73227),(2 164.34462),(3 183.13014),(4 194.76125),(5 206.80814),(6 219.99637),(7 228.58118),(8 238.08118),(9 244.71129),(10 251.59218),(11 258.82864),(12 265.38937),(13 268.76874),(14 273.4647),(15 277.23325),(16 278.90103),(17 281.04257),(18 284.3402),(19 288.74606),(20 289.93063),(21 288.24582),(22 292.8915),(23 292.80664),(24 295.41132),(25 297.44724),(26 298.93677),(27 298.80154),(28 299.6401),(29 301.8963),(30 302.73328),(31 302.3948),(32 304.52203),(33 303.76898),(34 303.77707),(35 301.53146),(36 303.3658),(37 304.17392),(38 306.9652),(39 307.7369),(40 311.83884),(41 310.71075),(42 311.0432),(43 314.00104),(44 315.01007),(45 313.7115),(46 314.6978),(47 317.9417),(48 319.60638),(49 317.89624),(50 317.1357),(51 318.06033),(52 318.74136),(53 321.24237),(54 319.64297),(55 320.0197),(56 319.45776),(57 319.2945),(58 316.72543),(59 314.3478),(60 313.21304),(61 309.72397),(62 311.18924),(63 309.3831),(64 306.96634),(65 306.11386),(66 303.22583),(67 301.8187),(68 303.90692),(69 297.43097),(70 296.73065),(71 296.33466),(72 294.0093),(73 289.95654),(74 290.58337),(75 286.213),(76 285.88684),(77 284.70602),(78 285.1601),(79 283.4016),
(1 138.05672),(2 167.63518),(3 186.45294),(4 199.26353),(5 208.72546),(6 219.91173),(7 229.14551),(8 242.31616),(9 250.37247),(10 257.2159),(11 265.35864),(12 273.28143),(13 276.46933),(14 279.4254),(15 285.73138),(16 289.57358),(17 294.80023),(18 292.62067),(19 294.04587),(20 293.83182),(21 293.17273),(22 294.73987),(23 299.2434),(24 300.6895),(25 303.561),(26 307.88745),(27 306.31848),(28 306.4486),(29 305.95132),(30 305.61108),(31 303.0563),(32 304.64206),(33 306.95615),(34 307.54016),(35 308.10043),(36 310.21347),(37 313.554),(38 315.51697),(39 317.9779),(40 319.55704),(41 320.17798),(42 321.10907),(43 323.70596),(44 323.80823),(45 322.62598),(46 320.67413),(47 320.53003),(48 319.49454),(49 320.37756),(50 322.21225),(51 323.3139),(52 321.20908),(53 321.57806),(54 321.9495),(55 321.06754),(56 320.95688),(57 318.47095),(58 315.72986),(59 312.11993),(60 309.5473),(61 309.8198),(62 308.142),(63 307.33057),(64 308.22882),(65 305.5728),(66 303.28506),(67 302.5138),(68 301.91354),(69 300.5264),(70 298.613),(71 296.62363),(72 292.81152),(73 290.1814),(74 290.56552),(75 289.59708),(76 288.9809),(77 288.07886),(78 287.8402),(79 284.9792),
(1 136.13853),(2 164.0088),(3 182.29292),(4 195.15826),(5 205.18916),(6 213.3968),(7 223.4487),(8 235.22562),(9 239.64058),(10 247.60086),(11 253.17076),(12 258.3611),(13 264.0816),(14 265.8399),(15 267.2789),(16 273.13922),(17 276.8009),(18 276.38028),(19 275.01468),(20 278.82922),(21 278.16293),(22 277.44714),(23 284.0511),(24 283.52148),(25 284.53214),(26 285.87088),(27 286.62943),(28 286.31964),(29 286.04712),(30 286.9394),(31 285.62604),(32 287.8454),(33 289.82043),(34 289.3604),(35 287.98907),(36 293.29892),(37 292.87036),(38 293.99478),(39 297.05865),(40 299.7222),(41 301.40503),(42 300.15973),(43 302.73523),(44 303.91223),(45 306.10297),(46 305.41776),(47 302.80884),(48 302.27084),(49 301.17505),(50 301.6565),(51 301.82437),(52 303.14752),(53 303.2883),(54 300.18207),(55 298.12888),(56 295.25897),(57 292.91205),(58 291.26132),(59 290.54056),(60 290.22845),(61 290.4553),(62 288.43323),(63 288.59912),(64 287.41266),(65 286.19778),(66 283.44632),(67 281.70404),(68 286.25452),(69 286.24094),(70 286.9825),(71 287.5972),(72 287.08243),(73 288.09348),(74 285.26617),(75 281.84238),(76 280.98737),(77 281.91428),(78 280.9805),(79 280.7657),
(1 136.06204),(2 161.74026),(3 180.34586),(4 191.14261),(5 202.55896),(6 212.52805),(7 221.35478),(8 233.44969),(9 238.40341),(10 246.41669),(11 251.41925),(12 255.71646),(13 263.9127),(14 266.08478),(15 266.7034),(16 270.98865),(17 275.31073),(18 276.45328),(19 277.50412),(20 279.41867),(21 279.0466),(22 278.18433),(23 282.11517),(24 280.37088),(25 284.17557),(26 287.05133),(27 287.54047),(28 287.95068),(29 286.31662),(30 288.91003),(31 286.60507),(32 289.3029),(33 290.8626),(34 290.34778),(35 293.53),(36 292.24774),(37 293.47055),(38 296.09808),(39 297.79443),(40 299.73862),(41 302.90546),(42 302.11914),(43 304.0534),(44 302.6433),(45 306.56573),(46 305.12363),(47 304.83633),(48 305.5434),(49 307.21176),(50 308.21103),(51 308.67004),(52 308.93857),(53 311.51233),(54 309.5332),(55 309.51413),(56 304.36877),(57 302.80154),(58 301.46985),(59 298.517),(60 296.79187),(61 295.6688),(62 296.84723),(63 295.69162),(64 294.57587),(65 296.3942),(66 293.4709),(67 289.0205),(68 292.6266),(69 289.00665),(70 286.93747),(71 283.45102),(72 281.75592),(73 280.9965),(74 279.01892),(75 279.17368),(76 279.72308),(77 280.66583),(78 282.21793),(79 281.90924),
(1 132.42555),(2 159.82558),(3 177.86542),(4 187.40428),(5 200.04832),(6 208.28085),(7 216.75111),(8 229.4693),(9 235.7),(10 243.50023),(11 249.40588),(12 252.72324),(13 260.31552),(14 259.463),(15 261.61615),(16 264.17374),(17 268.1598),(18 270.41263),(19 271.8826),(20 274.6542),(21 276.8623),(22 276.80453),(23 278.35385),(24 276.10867),(25 275.6251),(26 274.1438),(27 275.11322),(28 273.8426),(29 272.98456),(30 274.16217),(31 274.65295),(32 276.6015),(33 277.2503),(34 272.69415),(35 275.73932),(36 275.56845),(37 279.14044),(38 280.69562),(39 281.14783),(40 280.74545),(41 283.5946),(42 285.03848),(43 284.2898),(44 284.44485),(45 289.18933),(46 284.23663),(47 288.27985),(48 287.9968),(49 290.68674),(50 289.44366),(51 290.77997),(52 290.38797),(53 292.23105),(54 293.61395),(55 291.67087),(56 292.06268),(57 289.85974),(58 288.43744),(59 289.21692),(60 287.4339),(61 288.57205),(62 287.69086),(63 289.6518),(64 288.99783),(65 288.2369),(66 287.36337),(67 286.6349),(68 289.53613),(69 288.07706),(70 284.0719),(71 282.87622),(72 281.89032),(73 280.1159),(74 279.33652),(75 276.5276),(76 276.0184),(77 278.2765),(78 278.0849),(79 275.99045),
(1 128.89087),(2 160.00276),(3 177.29694),(4 187.57434),(5 199.69739),(6 209.80252),(7 217.50607),(8 227.91852),(9 234.04805),(10 239.40108),(11 247.47636),(12 250.57695),(13 255.35907),(14 257.98056),(15 257.79926),(16 261.62717),(17 265.668),(18 265.23926),(19 268.0549),(20 270.0396),(21 274.25323),(22 275.3283),(23 277.7493),(24 278.5222),(25 278.47528),(26 276.9114),(27 275.63882),(28 277.51862),(29 276.23444),(30 276.53857),(31 275.5712),(32 279.92236),(33 279.83597),(34 281.74313),(35 282.3126),(36 283.3005),(37 285.82016),(38 288.8356),(39 289.40198),(40 289.87637),(41 288.45688),(42 292.0179),(43 293.46695),(44 293.966),(45 293.6212),(46 294.76627),(47 294.97614),(48 296.56488),(49 297.22318),(50 299.02826),(51 296.23886),(52 299.02502),(53 299.8855),(54 298.71756),(55 296.4727),(56 295.22455),(57 294.30524),(58 289.64233),(59 287.5328),(60 287.4358),(61 285.25687),(62 284.1829),(63 282.49484),(64 282.28055),(65 282.6763),(66 281.5885),(67 277.19934),(68 281.47116),(69 280.60648),(70 278.87668),(71 277.6328),(72 279.48444),(73 277.45825),(74 277.9335),(75 273.91595),(76 273.5624),(77 273.25583),(78 273.18634),(79 272.96286),
(1 127.854454),(2 157.82059),(3 176.5569),(4 187.80063),(5 198.6374),(6 209.18848),(7 218.24832),(8 228.89368),(9 236.2487),(10 242.27388),(11 249.44864),(12 252.63884),(13 257.23578),(14 260.48788),(15 260.8779),(16 266.8764),(17 268.3528),(18 267.55304),(19 267.52386),(20 270.75983),(21 272.72568),(22 272.46613),(23 275.40958),(24 275.76187),(25 272.91406),(26 271.57788),(27 271.61374),(28 271.09113),(29 271.7168),(30 273.56842),(31 272.79895),(32 273.3097),(33 275.35532),(34 275.49744),(35 278.45828),(36 277.36005),(37 282.1981),(38 283.42902),(39 285.6648),(40 285.62238),(41 286.83295),(42 290.48935),(43 291.29303),(44 290.73657),(45 295.35913),(46 293.9443),(47 297.07373),(48 298.24615),(49 300.82327),(50 302.32477),(51 301.88654),(52 304.36353),(53 307.01923),(54 305.75357),(55 307.10785),(56 304.07944),(57 303.9947),(58 301.87045),(59 300.41415),(60 298.67847),(61 298.3884),(62 295.66788),(63 295.06824),(64 292.63525),(65 294.00665),(66 291.8648),(67 288.8599),(68 291.10287),(69 286.9799),(70 287.2293),(71 287.0313),(72 282.91974),(73 281.82916),(74 283.36078),(75 280.82578),(76 282.1867),(77 282.67352),(78 281.10626),(79 281.50342),
(1 126.98062),(2 156.74353),(3 173.87865),(4 185.65993),(5 199.46246),(6 209.9916),(7 218.50195),(8 233.37854),(9 240.09529),(10 246.5715),(11 253.30429),(12 262.28616),(13 270.74835),(14 273.11285),(15 274.3097),(16 277.7605),(17 280.14685),(18 282.6323),(19 283.9877),(20 285.04352),(21 287.34106),(22 287.38144),(23 290.46426),(24 291.91776),(25 289.26065),(26 290.65933),(27 291.7784),(28 291.9049),(29 291.80923),(30 293.35144),(31 295.2001),(32 297.84497),(33 297.6184),(34 297.52493),(35 297.48416),(36 297.58405),(37 300.93692),(38 306.26102),(39 308.01773),(40 306.96994),(41 306.88617),(42 311.89008),(43 311.60406),(44 313.46536),(45 315.07773),(46 312.72812),(47 317.62222),(48 316.09808),(49 316.27426),(50 314.93777),(51 316.8706),(52 319.17462),(53 321.17078),(54 320.50714),(55 318.32492),(56 316.63052),(57 312.3213),(58 311.2845),(59 305.54294),(60 303.69934),(61 300.32544),(62 294.74615),(63 293.58914),(64 289.51855),(65 290.5081),(66 286.5601),(67 285.0374),(68 286.00388),(69 285.05185),(70 282.77603),(71 284.27057),(72 280.11456),(73 275.90753),(74 275.03766),(75 271.6149),(76 272.4451),(77 273.2411),(78 273.37744),(79 275.43423),
(1 125.52646),(2 155.43433),(3 172.49165),(4 185.7012),(5 196.60464),(6 207.10312),(7 217.63371),(8 230.76724),(9 237.1109),(10 242.93314),(11 250.62492),(12 256.92126),(13 262.1998),(14 266.18286),(15 269.59537),(16 272.8357),(17 277.09305),(18 279.47464),(19 283.5385),(20 285.0251),(21 286.86536),(22 288.78854),(23 292.69638),(24 293.5849),(25 294.81726),(26 293.74207),(27 295.02905),(28 295.90872),(29 294.1457),(30 294.26016),(31 297.1185),(32 298.01993),(33 298.70477),(34 298.5239),(35 296.84174),(36 298.77618),(37 301.2241),(38 299.49667),(39 300.16864),(40 300.22653),(41 301.5585),(42 305.9269),(43 304.98077),(44 306.09647),(45 306.3437),(46 305.71915),(47 305.80426),(48 306.21454),(49 306.57437),(50 306.85843),(51 304.6067),(52 307.59036),(53 309.44388),(54 309.1876),(55 307.066),(56 304.48523),(57 304.29456),(58 303.74493),(59 300.873),(60 299.95),(61 297.15564),(62 295.61774),(63 295.34113),(64 291.5349),(65 289.93207),(66 288.0166),(67 286.2864),(68 287.8184),(69 284.08005),(70 282.97763),(71 280.5264),(72 281.72797),(73 278.8262),(74 277.50104),(75 276.69165),(76 277.243),(77 279.40967),(78 279.9475),(79 278.91397),
(1 123.74495),(2 153.01732),(3 170.30714),(4 181.92598),(5 190.86192),(6 202.61232),(7 211.51372),(8 221.63026),(9 227.73367),(10 235.45987),(11 242.61623),(12 246.51814),(13 254.07994),(14 255.22363),(15 259.79294),(16 263.6093),(17 266.86398),(18 267.04388),(19 271.9993),(20 275.0291),(21 277.3542),(22 277.36588),(23 280.08414),(24 280.6721),(25 280.09857),(26 281.59216),(27 280.5818),(28 280.628),(29 277.93585),(30 277.54468),(31 280.56778),(32 283.39435),(33 282.0193),(34 283.07355),(35 287.00314),(36 287.27182),(37 290.8887),(38 292.577),(39 291.603),(40 292.922),(41 293.6386),(42 296.8316),(43 297.8079),(44 298.80493),(45 301.16278),(46 299.8504),(47 299.8822),(48 299.98404),(49 299.9402),(50 304.21902),(51 303.76715),(52 300.53918),(53 301.72354),(54 303.31158),(55 301.26797),(56 298.35052),(57 298.04675),(58 293.68613),(59 288.94846),(60 287.822),(61 287.16547),(62 284.1475),(63 282.07568),(64 281.11563),(65 281.4245),(66 279.889),(67 276.3335),(68 276.57004),(69 276.4317),(70 274.24496),(71 270.89267),(72 269.81302),(73 267.8602),(74 269.36612),(75 271.2471),(76 271.8946),(77 269.5053),(78 270.98373),(79 272.04883),
(1 125.81402),(2 154.43733),(3 170.68265),(4 179.58116),(5 187.82889),(6 197.34047),(7 205.23317),(8 214.79753),(9 222.32368),(10 229.11938),(11 233.34068),(12 237.77563),(13 245.42778),(14 245.9483),(15 251.17168),(16 253.14873),(17 255.10098),(18 256.1739),(19 258.46335),(20 260.6684),(21 263.62143),(22 264.48834),(23 266.65826),(24 266.04562),(25 263.98087),(26 264.53253),(27 262.83426),(28 259.74557),(29 261.52063),(30 262.82465),(31 260.59875),(32 262.84332),(33 261.4733),(34 262.47256),(35 267.43927),(36 267.3235),(37 267.7056),(38 271.20688),(39 272.1482),(40 271.47284),(41 274.5382),(42 276.23035),(43 278.42722),(44 280.91397),(45 280.35736),(46 281.69467),(47 283.19455),(48 285.20993),(49 284.33392),(50 284.8523),(51 285.37402),(52 285.31073),(53 288.83276),(54 285.7218),(55 282.84155),(56 280.10324),(57 279.73877),(58 280.2772),(59 277.84048),(60 276.51224),(61 278.8708),(62 281.2694),(63 279.92694),(64 277.30972),(65 276.75394),(66 272.13788),(67 274.7572),(68 277.02014),(69 278.2401),(70 276.6159),(71 275.56967),(72 274.45114),(73 272.36823),(74 269.35922),(75 269.27176),(76 267.55615),(77 268.85898),(78 267.33096),(79 267.98495),
(1 123.005875),(2 150.74509),(3 165.71964),(4 175.10312),(5 185.56522),(6 196.05377),(7 203.0515),(8 215.62433),(9 224.18846),(10 229.14267),(11 232.61021),(12 236.43854),(13 243.11467),(14 247.16396),(15 248.63133),(16 250.76704),(17 252.41371),(18 254.4298),(19 256.96286),(20 257.69415),(21 256.23135),(22 256.20068),(23 257.61853),(24 258.86166),(25 256.03827),(26 256.2396),(27 259.80624),(28 259.05316),(29 259.56104),(30 262.07315),(31 261.35574),(32 262.88528),(33 264.31918),(34 267.30905),(35 268.9294),(36 267.27573),(37 267.6608),(38 271.17947),(39 271.69263),(40 270.96286),(41 271.95044),(42 270.56354),(43 275.28943),(44 273.98706),(45 273.7707),(46 274.5784),(47 272.19028),(48 272.42023),(49 270.79803),(50 274.37198),(51 274.9398),(52 276.1142),(53 274.75153),(54 274.80392),(55 274.80438),(56 275.39478),(57 270.6694),(58 272.8624),(59 269.41498),(60 270.1399),(61 268.97427),(62 272.89136),(63 274.7918),(64 274.36343),(65 274.42145),(66 273.08215),(67 273.8536),(68 276.89554),(69 275.3052),(70 274.87277),(71 273.30533),(72 269.44202),(73 265.58453),(74 265.47208),(75 264.19107),(76 264.1604),(77 261.5768),(78 260.62958),(79 263.5654),
(1 118.38205),(2 144.3624),(3 157.00484),(4 166.9003),(5 175.33421),(6 183.86986),(7 190.9476),(8 197.83641),(9 205.43996),(10 212.70682),(11 217.1513),(12 219.64876),(13 223.13307),(14 224.79288),(15 228.65385),(16 232.67093),(17 233.46759),(18 233.64864),(19 233.24487),(20 234.37183),(21 236.235),(22 239.35648),(23 240.56633),(24 241.66956),(25 241.6241),(26 243.92873),(27 244.68803),(28 241.446),(29 239.95157),(30 241.60358),(31 240.80975),(32 242.98215),(33 241.74167),(34 243.90305),(35 244.92714),(36 243.59485),(37 243.83582),(38 247.88142),(39 249.7647),(40 249.3213),(41 252.13574),(42 253.8874),(43 254.23877),(44 254.0039),(45 255.07399),(46 256.65134),(47 258.5787),(48 258.70352),(49 258.6098),(50 258.79053),(51 259.6251),(52 258.01028),(53 262.0108),(54 262.36163),(55 261.76016),(56 262.25693),(57 260.6852),(58 261.59457),(59 260.49826),(60 260.83914),(61 262.31546),(62 262.29413),(63 264.077),(64 262.24664),(65 264.00156),(66 261.1376),(67 260.16635),(68 261.22064),(69 258.13132),(70 258.57486),(71 256.83362),(72 254.8366),(73 253.81859),(74 253.01604),(75 252.39818),(76 249.3523),(77 247.8666),(78 247.44824),(79 245.52408),
