1.5,2.5,3.5,4.5,5.5,6.5,7.5,8.5,9.5,10.5,11.5,12.5,13.5,14.5,15.5,16.5,17.5,18.5,19.5,20.5,21.5,22.5,23.5,24.5,25.5,26.5,27.5,28.5,29.5,30.5,31.5,32.5,33.5,34.5,35.5,36.5,37.5,38.5,39.5,40.5,41.5,42.5,43.5,44.5,45.5,46.5,47.5,48.5,49.5,50.5,51.5,52.5,53.5,54.5,55.5,56.5,57.5,58.5,59.5,60.5,61.5,62.5,63.5,64.5,65.5,66.5,67.5,68.5,69.5,70.5,71.5,72.5,73.5,74.5,75.5,76.5,77.5,78.5,79.5,80.5,81.5,82.5,83.5,84.5,85.5,86.5,87.5,88.5,89.5,90.5,91.5,92.5,93.5,94.5,95.5,96.5,97.5,98.5,99.5,100.5,101.5,102.5,103.5,104.5,105.5,106.5,107.5,108.5,109.5,110.5,111.5,112.5,113.5,114.5,115.5,116.5,117.5,118.5,119.5,120.5,121.5,122.5,123.5,124.5,125.5,126.5,127.5,128.5,129.5,130.5,131.5,132.5,133.5,134.5,135.5,136.5,137.5,138.5,139.5,140.5,141.5,142.5,143.5,144.5,145.5,146.5,147.5,148.5,149.5,150.5,151.5,152.5,153.5,154.5,155.5,156.5,157.5,158.5,159.5,160.5,161.5,162.5,163.5,164.5,165.5,166.5,167.5,168.5,169.5,170.5,171.5,172.5,173.5,174.5,175.5,176.5,177.5,178.5,179.5,180.5,181.5,182.5,183.5,184.5,185.5,186.5,187.5,188.5,189.5,190.5,191.5,192.5,193.5,194.5,195.5,196.5,197.5,198.5,199.5,200.5,201.5,202.5,203.5,204.5,205.5,206.5,207.5,208.5,209.5,210.5,211.5,212.5,213.5,214.5,215.5,216.5,217.5,218.5,219.5,220.5,221.5,222.5,223.5,224.5,225.5,226.5,227.5,228.5,229.5,230.5,231.5,232.5,233.5,234.5,235.5,236.5,237.5,238.5,239.5,240.5,241.5,242.5,243.5,244.5,245.5,246.5,247.5,248.5,249.5,250.5,251.5,252.5,253.5,254.5,255.5,256.5,257.5,258.5,259.5,260.5,261.5,262.5,263.5,264.5,265.5,266.5,267.5,268.5,269.5,270.5,271.5,272.5,273.5,274.5,275.5,276.5,277.5,278.5,279.5,280.5,281.5,282.5,283.5,284.5,285.5,286.5,287.5,288.5,289.5,290.5,291.5,292.5,293.5,294.5,295.5,296.5,297.5,298.5,299.5,300.5,301.5,302.5,303.5,304.5,305.5,306.5,307.5,308.5,309.5,310.5,311.5,312.5,313.5,314.5,315.5,316.5,317.5,318.5,319.5,320.5,321.5,322.5,323.5,324.5,325.5,326.5,327.5,328.5,329.5,330.5,331.5,332.5,333.5,334.5,335.5,336.5,337.5,338.5,339.5,340.5,341.5,342.5,343.5,344.5,345.5,346.5,347.5,348.5,349.5,350.5,351.5,352.5,353.5,354.5,355.5,356.5,357.5,358.5,359.5,360.5,361.5,362.5,363.5,364.5,365.5,366.5,367.5,368.5,369.5,370.5,371.5,372.5,373.5,374.5,375.5,376.5,377.5,378.5,379.5,380.5,381.5,382.5,383.5,384.5,385.5,386.5,387.5,388.5,389.5,390.5,391.5,392.5,393.5,394.5,395.5,396.5,397.5,398.5,399.5,400.5,401.5,402.5,403.5,404.5,405.5,406.5,407.5,408.5,409.5,410.5,411.5,412.5,413.5,414.5,415.5,416.5,417.5,418.5,419.5,420.5,421.5,422.5,423.5,424.5,425.5,426.5,427.5,428.5,429.5,430.5,431.5,432.5,433.5,434.5,435.5,436.5,437.5,438.5,439.5,440.5,441.5,442.5,443.5,444.5,445.5,446.5,447.5,448.5,449.5,450.5,451.5,452.5,453.5,454.5,455.5,456.5,457.5,458.5,459.5,460.5,461.5,462.5,463.5,464.5,465.5,466.5,467.5,468.5,469.5,470.5,471.5,472.5,473.5,474.5,475.5,476.5,477.5,478.5,479.5,480.5,481.5,482.5,483.5,484.5,485.5,486.5,487.5,488.5,489.5,490.5,491.5,492.5,493.5,494.5,495.5,496.5,497.5,498.5,499.5,
(1 33213.855),(2 75025.195),(3 120688.65),(4 210985.48),(5 305865.03),(6 395674.16),(7 529634.56),(8 673339.56),(9 808799.8),(10 979345.25),(11 1171606.6),(12 1339897.1),(13 1555535),(14 1779933.4),(15 1992041),(16 2225300.8),(17 2447550.3),(18 2629193.8),(19 2851365.3),(20 3061385.3),(21 3249289.3),(22 3479017),(23 3699746),(24 3870466.8),(25 4084592),(26 4271699),(27 4418308.5),(28 4615710),(29 4799177.5),(30 4935028.5),(31 5131132.5),(32 5287699.5),(33 5378388),(34 5507606),(35 5588674.5),(36 5608184),(37 5691800.5),(38 5729198),(39 5730804.5),(40 5777866),(41 5822493.5),(42 5803580),(43 5852676.5),(44 5856010.5),(45 5802332),(46 5817226.5),(47 5820552),(48 5776762.5),(49 5780932.5),(50 5743122.5),(51 5620889.5),(52 5570408),(53 5472834),(54 5318352.5),(55 5250413.5),(56 5164933.5),(57 5052503.5),(58 5030681),(59 4985744.5),(60 4876068),(61 4873158.5),(62 4829730.5),(63 4728872.5),(64 4726144),(65 4714505.5),(66 4633410),(67 4653644),(68 4647045.5),(69 4577639),(70 4593797.5),(71 4631774.5),(72 4605411.5),(73 4688881.5),(74 4762992.5),(75 4761488.5),(76 4863943.5),(77 4998761),(78 5040526.5),(79 5218821.5),
(1 48.09847),(2 56.55871),(3 61.206886),(4 64.372734),(5 66.441505),(6 68.083046),(7 71.17648),(8 71.63763),(9 73.087006),(10 73.66848),(11 75.33159),(12 76.20255),(13 78.145195),(14 78.064354),(15 79.088715),(16 79.855774),(17 80.924484),(18 80.95756),(19 81.73067),(20 81.41783),(21 82.07532),(22 82.1619),(23 82.596924),(24 83.13685),(25 82.32612),(26 82.7828),(27 82.36851),(28 81.63374),(29 80.96139),(30 82.37387),(31 81.16612),(32 81.00939),(33 81.11079),(34 81.325554),(35 80.17644),(36 80.896736),(37 81.30652),(38 80.95259),(39 81.45275),(40 81.234955),(41 82.28354),(42 81.82838),(43 81.35612),(44 81.64964),(45 82.05208),(46 82.31647),(47 83.0074),(48 82.955444),(49 82.30718),(50 83.390434),(51 84.94627),(52 83.96922),(53 84.1631),(54 83.770035),(55 84.23442),(56 83.63502),(57 83.17879),(58 83.99538),(59 83.37133),(60 82.885155),(61 82.800156),(62 82.04198),(63 82.765594),(64 83.703674),(65 84.255875),(66 83.42169),(67 83.08662),(68 83.593376),(69 82.022644),(70 82.17371),(71 82.34649),(72 82.20094),(73 82.64184),(74 82.62374),(75 83.699776),(76 83.51711),(77 83.56407),(78 84.13437),(79 84.48599),
(1 48.103382),(2 55.22781),(3 59.982513),(4 64.12382),(5 66.19168),(6 68.11448),(7 70.30364),(8 71.86774),(9 74.13112),(10 74.6698),(11 76.09197),(12 77.09417),(13 77.10835),(14 77.74445),(15 77.96977),(16 79.2768),(17 79.706345),(18 80.34248),(19 80.86373),(20 80.7551),(21 81.02257),(22 81.297646),(23 82.59569),(24 82.63246),(25 82.030396),(26 81.76518),(27 83.17022),(28 82.51802),(29 82.12162),(30 82.203064),(31 82.13497),(32 81.775894),(33 82.243454),(34 82.62225),(35 82.769485),(36 83.21155),(37 82.75971),(38 82.41185),(39 83.13448),(40 83.380516),(41 83.47995),(42 82.92693),(43 82.677345),(44 82.866196),(45 82.37435),(46 81.949),(47 82.244606),(48 82.43091),(49 82.02415),(50 82.11419),(51 82.57889),(52 82.29787),(53 81.53305),(54 81.885445),(55 82.06205),(56 82.33741),(57 82.71136),(58 82.14535),(59 81.61635),(60 81.47365),(61 81.18906),(62 81.76693),(63 82.28516),(64 81.446266),(65 82.020935),(66 82.20661),(67 82.3863),(68 81.79398),(69 81.166824),(70 81.579094),(71 81.05249),(72 81.130035),(73 80.427475),(74 81.87962),(75 81.980576),(76 81.32683),(77 82.5161),(78 83.47039),(79 83.157),
(1 47.272953),(2 55.34586),(3 60.346783),(4 63.21357),(5 65.21421),(6 67.995384),(7 70.08024),(8 71.37704),(9 72.59555),(10 73.87561),(11 74.86349),(12 76.08022),(13 77.369896),(14 77.55106),(15 78.17176),(16 78.743126),(17 78.8485),(18 80.14985),(19 80.26246),(20 80.94126),(21 81.11107),(22 80.72882),(23 81.33668),(24 81.54724),(25 81.77264),(26 82.01787),(27 81.68665),(28 82.14515),(29 82.12265),(30 83.11658),(31 82.92783),(32 83.19826),(33 83.12386),(34 83.56252),(35 83.31999),(36 83.374405),(37 83.699165),(38 83.398994),(39 84.004105),(40 83.88334),(41 84.32071),(42 84.29868),(43 84.17292),(44 84.96032),(45 85.30733),(46 84.34543),(47 84.8845),(48 84.2119),(49 83.71364),(50 83.886284),(51 84.070755),(52 83.44603),(53 83.33323),(54 82.75863),(55 82.92262),(56 82.70187),(57 81.94774),(58 82.5426),(59 82.19796),(60 81.575066),(61 80.71609),(62 81.9939),(63 82.10178),(64 81.934875),(65 82.30473),(66 82.304535),(67 82.35752),(68 81.94584),(69 82.085304),(70 82.13867),(71 82.5062),(72 82.2419),(73 81.90784),(74 82.07265),(75 83.416824),(76 82.75597),(77 83.86722),(78 84.4866),(79 84.11613),
(1 47.323563),(2 55.629635),(3 60.298325),(4 63.963634),(5 65.71764),(6 67.89016),(7 68.89093),(8 70.28096),(9 70.75742),(10 72.12822),(11 73.16518),(12 74.0425),(13 74.68136),(14 76.06631),(15 76.73387),(16 76.85734),(17 77.3053),(18 77.367744),(19 77.76708),(20 79.00421),(21 79.173805),(22 79.42912),(23 80.886604),(24 81.44742),(25 81.19574),(26 81.26107),(27 80.59567),(28 81.09592),(29 79.69485),(30 80.47293),(31 79.42258),(32 79.027565),(33 78.86762),(34 78.97836),(35 78.367935),(36 78.11189),(37 77.9002),(38 79.37726),(39 79.79745),(40 80.16073),(41 80.23559),(42 80.22473),(43 81.19263),(44 81.09231),(45 81.04922),(46 81.30807),(47 82.1917),(48 82.13708),(49 82.0016),(50 82.397446),(51 82.14489),(52 81.96123),(53 81.9128),(54 81.68657),(55 81.85951),(56 81.62522),(57 81.32582),(58 82.2449),(59 82.2434),(60 81.42436),(61 81.97652),(62 81.86168),(63 83.19042),(64 82.05063),(65 82.675385),(66 81.68274),(67 81.505226),(68 81.28736),(69 80.554634),(70 80.91226),(71 80.25047),(72 80.88687),(73 80.84699),(74 81.27054),(75 82.69783),(76 82.46126),(77 83.90987),(78 84.3263),(79 83.89427),
(1 46.59629),(2 54.90247),(3 58.815598),(4 61.96358),(5 64.44648),(6 66.09339),(7 68.180695),(8 69.41903),(9 70.83725),(10 71.97661),(11 73.4989),(12 74.05522),(13 75.190674),(14 76.25525),(15 76.806274),(16 77.31612),(17 77.32864),(18 78.0589),(19 78.35837),(20 77.7798),(21 78.58085),(22 78.225075),(23 78.43339),(24 78.877045),(25 79.529465),(26 79.81373),(27 79.15589),(28 79.42619),(29 79.371826),(30 79.65166),(31 80.05027),(32 79.747215),(33 80.26026),(34 80.98181),(35 79.793564),(36 79.94331),(37 80.079506),(38 81.45709),(39 80.913574),(40 80.75381),(41 81.42803),(42 81.49194),(43 82.86275),(44 82.612785),(45 82.170494),(46 82.79874),(47 82.72177),(48 82.51264),(49 82.231544),(50 82.88939),(51 82.94488),(52 82.419106),(53 82.09758),(54 81.50875),(55 81.82024),(56 82.14515),(57 81.66405),(58 80.2877),(59 80.313896),(60 80.07525),(61 80.40723),(62 80.27934),(63 81.66423),(64 81.526405),(65 80.6773),(66 80.91024),(67 80.82541),(68 80.43238),(69 79.970825),(70 80.43419),(71 79.70013),(72 79.66968),(73 80.409584),(74 80.947044),(75 81.31559),(76 81.4966),(77 81.60876),(78 82.61938),(79 82.839775),
(1 46.872784),(2 54.910976),(3 59.47163),(4 62.362114),(5 64.168915),(6 67.1334),(7 69.46861),(8 69.66864),(9 69.97983),(10 71.517624),(11 72.73925),(12 74.09887),(13 75.330055),(14 76.07349),(15 76.83028),(16 77.07561),(17 77.74019),(18 79.034355),(19 79.52265),(20 79.69359),(21 79.73019),(22 79.923706),(23 81.416084),(24 81.11853),(25 81.49315),(26 81.08739),(27 82.30284),(28 82.00303),(29 82.05243),(30 82.8152),(31 83.19819),(32 83.3306),(33 83.363846),(34 82.90643),(35 83.421844),(36 83.65549),(37 83.22587),(38 83.32185),(39 83.409225),(40 83.177345),(41 83.71948),(42 83.6916),(43 84.12558),(44 83.49779),(45 83.64333),(46 83.63441),(47 83.43329),(48 83.93489),(49 82.1651),(50 82.69294),(51 82.87989),(52 82.53695),(53 82.516815),(54 81.285126),(55 81.64509),(56 81.39406),(57 81.46408),(58 81.49365),(59 81.40378),(60 81.8611),(61 81.92807),(62 81.801994),(63 82.33182),(64 81.87115),(65 82.85862),(66 83.061455),(67 82.193695),(68 81.82224),(69 81.25368),(70 82.230446),(71 82.80756),(72 82.316025),(73 82.72984),(74 82.974754),(75 83.66867),(76 83.744),(77 84.20316),(78 84.43858),(79 84.33376),
(1 47.22321),(2 55.528057),(3 59.033756),(4 62.640553),(5 64.43638),(6 65.81428),(7 68.81274),(8 69.48807),(9 70.493454),(10 72.027954),(11 73.086),(12 74.091934),(13 75.02201),(14 75.76415),(15 76.01012),(16 76.52425),(17 77.18795),(18 77.59449),(19 79.330246),(20 78.79715),(21 79.59356),(22 78.682465),(23 79.40509),(24 79.27018),(25 79.33952),(26 79.8547),(27 80.677055),(28 80.72487),(29 80.386536),(30 80.16475),(31 79.65399),(32 79.16818),(33 78.66781),(34 79.439606),(35 78.41629),(36 78.13241),(37 77.878006),(38 77.637856),(39 78.235794),(40 78.25566),(41 79.43823),(42 78.028564),(43 78.785255),(44 79.75805),(45 79.85083),(46 80.10326),(47 79.754326),(48 79.82713),(49 79.70372),(50 79.81973),(51 80.32863),(52 79.83527),(53 79.395195),(54 78.8809),(55 78.872696),(56 78.73862),(57 79.05384),(58 77.979744),(59 78.74362),(60 79.42788),(61 79.0802),(62 79.13086),(63 80.35131),(64 80.12919),(65 79.537575),(66 80.46377),(67 80.07422),(68 79.449585),(69 79.72775),(70 79.71618),(71 79.93665),(72 79.86453),(73 81.29306),(74 80.771225),(75 81.86941),(76 82.415115),(77 82.167885),(78 81.861885),(79 82.11004),
(1 44.98225),(2 53.97518),(3 57.679096),(4 60.38089),(5 63.4175),(6 65.29115),(7 67.59256),(8 68.47615),(9 69.51162),(10 71.95332),(11 72.79523),(12 73.87658),(13 74.64737),(14 75.00395),(15 75.55483),(16 75.8583),(17 76.48486),(18 76.81914),(19 77.14748),(20 76.81195),(21 77.632164),(22 77.50011),(23 77.97785),(24 78.32727),(25 78.621956),(26 79.17347),(27 79.4402),(28 79.63498),(29 78.84439),(30 79.44482),(31 78.71077),(32 78.32772),(33 78.17824),(34 78.6163),(35 79.81537),(36 79.84544),(37 80.614334),(38 80.437744),(39 81.07271),(40 81.18432),(41 82.22034),(42 82.139046),(43 82.0695),(44 81.863396),(45 81.751595),(46 81.460686),(47 80.46953),(48 80.71074),(49 80.03987),(50 80.81114),(51 80.104065),(52 79.79641),(53 79.74847),(54 80.16424),(55 79.541664),(56 79.387054),(57 79.17678),(58 79.62068),(59 79.37392),(60 79.22521),(61 78.803314),(62 79.50284),(63 79.89009),(64 79.6088),(65 79.90288),(66 79.719376),(67 80.56145),(68 79.6533),(69 80.438576),(70 79.975174),(71 80.644196),(72 81.03686),(73 81.57366),(74 81.75709),(75 81.5174),(76 81.9025),(77 81.809265),(78 81.84055),(79 81.40511),
(1 45.186844),(2 52.815777),(3 56.96288),(4 59.529476),(5 62.120167),(6 63.68195),(7 65.79941),(8 66.45014),(9 67.248276),(10 68.2333),(11 69.534355),(12 70.922264),(13 72.07599),(14 72.85611),(15 73.66792),(16 74.41731),(17 74.919235),(18 74.37173),(19 74.443115),(20 74.9409),(21 75.60594),(22 76.43227),(23 77.23181),(24 77.19103),(25 77.44835),(26 78.00213),(27 79.13498),(28 79.723785),(29 79.36817),(30 79.99922),(31 78.298035),(32 78.26139),(33 78.748985),(34 78.426285),(35 78.72452),(36 79.82051),(37 80.05413),(38 80.15262),(39 80.199455),(40 81.11363),(41 80.678215),(42 80.99219),(43 81.801765),(44 81.75478),(45 81.567566),(46 80.692764),(47 81.04539),(48 80.81019),(49 79.755394),(50 79.90508),(51 80.29717),(52 80.137054),(53 80.04772),(54 80.10066),(55 79.23904),(56 79.370636),(57 79.1111),(58 79.03627),(59 78.87076),(60 78.59926),(61 78.847084),(62 78.64638),(63 79.033104),(64 79.1511),(65 78.92785),(66 78.77397),(67 78.12254),(68 78.50534),(69 78.19047),(70 78.279976),(71 78.570625),(72 78.96289),(73 79.51751),(74 79.68729),(75 80.82019),(76 80.22914),(77 80.81406),(78 80.72535),(79 80.533066),
(1 45.19722),(2 52.927204),(3 57.64301),(4 59.913853),(5 62.74413),(6 65.02845),(7 67.17279),(8 68.088356),(9 68.79155),(10 69.788765),(11 70.90684),(12 71.96358),(13 73.19931),(14 73.75655),(15 73.74307),(16 74.14645),(17 74.52554),(18 74.45687),(19 75.266205),(20 75.83003),(21 76.02439),(22 76.20898),(23 76.95155),(24 77.12844),(25 77.45071),(26 77.01022),(27 78.0667),(28 77.317856),(29 76.6853),(30 77.49274),(31 77.22463),(32 77.17438),(33 76.8651),(34 77.10542),(35 76.855194),(36 76.51136),(37 76.30313),(38 76.58247),(39 77.45577),(40 77.74914),(41 77.996635),(42 78.31019),(43 78.20613),(44 78.00079),(45 78.94881),(46 79.19157),(47 79.195656),(48 79.625404),(49 78.80857),(50 80.10566),(51 78.90331),(52 78.64659),(53 78.23371),(54 77.670944),(55 78.11668),(56 77.99564),(57 77.797874),(58 77.97751),(59 78.345085),(60 77.85223),(61 77.70792),(62 77.33096),(63 78.24017),(64 77.95157),(65 77.43636),(66 77.497246),(67 76.86529),(68 77.15672),(69 76.88149),(70 76.99386),(71 76.68201),(72 76.39584),(73 76.80479),(74 76.83798),(75 77.799),(76 78.1982),(77 79.00911),(78 79.22639),(79 79.267654),
(1 45.38934),(2 53.70668),(3 57.46155),(4 60.260445),(5 63.18735),(6 64.145454),(7 66.73388),(8 68.20062),(9 68.35454),(10 69.908714),(11 71.078964),(12 72.50699),(13 73.42617),(14 74.25319),(15 75.433586),(16 75.97995),(17 76.58502),(18 76.64108),(19 77.26547),(20 77.06358),(21 77.09086),(22 78.076805),(23 77.84844),(24 78.722595),(25 79.5177),(26 79.41757),(27 79.903694),(28 79.78997),(29 79.53029),(30 79.74581),(31 79.61251),(32 79.32729),(33 79.9059),(34 79.68191),(35 79.98344),(36 80.8427),(37 81.49276),(38 81.05296),(39 81.88512),(40 81.54392),(41 82.02902),(42 82.00316),(43 81.78555),(44 81.31344),(45 80.50631),(46 80.78089),(47 80.869156),(48 80.29057),(49 79.90674),(50 80.25701),(51 80.77359),(52 80.22167),(53 80.360825),(54 79.67558),(55 79.434204),(56 79.10961),(57 78.90525),(58 78.50321),(59 78.71239),(60 77.905235),(61 77.98566),(62 78.58913),(63 79.21971),(64 79.03212),(65 79.307846),(66 79.93769),(67 80.43167),(68 80.42222),(69 79.47696),(70 79.3707),(71 79.473404),(72 79.39926),(73 80.678566),(74 79.897064),(75 80.75586),(76 80.44156),(77 80.87503),(78 80.5904),(79 80.313484),
(1 44.70526),(2 52.940617),(3 56.49544),(4 59.286552),(5 61.037376),(6 62.523323),(7 65.82344),(8 66.9197),(9 66.94499),(10 68.7102),(11 70.465195),(12 71.56276),(13 72.44057),(14 73.01461),(15 74.1778),(16 74.60957),(17 74.713844),(18 74.560356),(19 75.448944),(20 75.84538),(21 76.17656),(22 76.81177),(23 77.928276),(24 77.29092),(25 77.74071),(26 77.81004),(27 78.10037),(28 78.83),(29 78.83098),(30 78.47084),(31 78.88369),(32 78.59808),(33 78.94557),(34 79.5758),(35 80.211266),(36 80.41857),(37 81.14207),(38 81.17346),(39 81.421906),(40 82.05236),(41 82.18228),(42 82.2356),(43 82.7905),(44 82.60574),(45 81.99622),(46 81.696686),(47 81.88728),(48 81.36268),(49 80.237076),(50 81.019325),(51 80.40775),(52 80.11431),(53 79.785225),(54 79.59225),(55 79.72106),(56 78.712166),(57 78.048485),(58 79.007256),(59 79.292755),(60 79.09891),(61 77.515594),(62 77.38152),(63 77.895355),(64 77.66219),(65 78.09949),(66 78.38679),(67 77.47093),(68 77.23373),(69 77.07304),(70 76.94309),(71 77.33199),(72 77.41012),(73 78.64495),(74 78.27551),(75 79.81455),(76 79.58472),(77 79.47871),(78 79.937),(79 80.01198),
(1 44.6315),(2 52.85281),(3 56.166893),(4 58.92866),(5 61.268066),(6 63.41728),(7 65.912865),(8 66.74994),(9 67.000946),(10 68.62465),(11 69.6964),(12 70.3546),(13 71.21871),(14 71.71975),(15 73.12869),(16 73.16839),(17 73.51436),(18 73.71235),(19 74.44249),(20 75.135124),(21 74.94919),(22 75.35767),(23 75.78247),(24 75.072876),(25 76.03972),(26 76.43393),(27 76.82513),(28 76.989365),(29 76.89796),(30 77.01617),(31 76.99243),(32 76.51611),(33 75.83828),(34 76.12584),(35 76.340675),(36 76.238525),(37 76.01661),(38 76.63968),(39 77.11462),(40 77.26507),(41 77.10019),(42 77.50527),(43 77.68974),(44 78.026764),(45 77.79897),(46 77.63804),(47 78.07798),(48 78.12381),(49 78.42257),(50 79.1258),(51 78.31424),(52 78.2333),(53 78.56719),(54 78.025856),(55 77.554695),(56 77.31268),(57 77.33299),(58 77.845116),(59 78.07279),(60 77.81057),(61 77.71433),(62 77.84672),(63 77.79601),(64 77.02455),(65 76.6693),(66 76.01916),(67 75.84601),(68 75.64653),(69 75.50498),(70 76.21659),(71 77.03357),(72 76.70325),(73 76.940315),(74 76.99359),(75 78.655136),(76 78.43359),(77 78.72757),(78 78.892426),(79 78.45648),
(1 43.917397),(2 51.12636),(3 55.617718),(4 58.243576),(5 60.55979),(6 62.88163),(7 64.15772),(8 65.752075),(9 66.29136),(10 67.59675),(11 68.85458),(12 70.1153),(13 71.36926),(14 72.08435),(15 72.39618),(16 72.93372),(17 72.91016),(18 73.15997),(19 74.2216),(20 75.01957),(21 74.931366),(22 75.5166),(23 76.36742),(24 75.572525),(25 75.66666),(26 76.74601),(27 77.073204),(28 76.99772),(29 77.07166),(30 76.51764),(31 76.391525),(32 77.00386),(33 76.0702),(34 76.000595),(35 76.31871),(36 75.78626),(37 75.9877),(38 76.66885),(39 77.25129),(40 76.70296),(41 76.85956),(42 77.2719),(43 77.7899),(44 77.10461),(45 76.85874),(46 77.230545),(47 77.51146),(48 77.5289),(49 77.985054),(50 77.82614),(51 76.81779),(52 77.23832),(53 77.96644),(54 77.75255),(55 77.08152),(56 76.68195),(57 76.2024),(58 75.893906),(59 75.401665),(60 75.645065),(61 75.39512),(62 75.87536),(63 75.48182),(64 75.57821),(65 75.614456),(66 75.380905),(67 75.30664),(68 75.54605),(69 75.38904),(70 75.41469),(71 75.17148),(72 75.55769),(73 75.39559),(74 75.51077),(75 76.00627),(76 76.73959),(77 76.43177),(78 77.45445),(79 77.96989),
(1 43.828777),(2 51.81672),(3 55.57009),(4 57.654064),(5 60.7763),(6 62.61162),(7 63.933147),(8 64.66299),(9 66.07723),(10 67.48522),(11 68.305984),(12 68.985596),(13 70.02836),(14 70.16697),(15 70.82854),(16 71.94471),(17 72.017166),(18 72.22866),(19 72.50728),(20 74.03243),(21 74.12392),(22 74.04491),(23 74.04492),(24 74.346214),(25 75.28881),(26 75.492775),(27 75.72304),(28 75.45492),(29 76.07197),(30 75.6882),(31 75.90387),(32 76.285965),(33 76.56864),(34 76.86682),(35 77.76776),(36 78.69524),(37 78.90505),(38 79.844604),(39 79.870995),(40 79.73929),(41 79.39896),(42 79.515076),(43 79.749054),(44 80.2086),(45 79.5534),(46 79.9103),(47 79.571396),(48 79.66057),(49 78.68019),(50 79.0884),(51 78.90209),(52 78.43074),(53 78.625336),(54 78.91769),(55 78.093605),(56 77.54063),(57 76.85352),(58 77.32287),(59 76.28571),(60 75.831184),(61 75.78046),(62 74.804184),(63 75.31307),(64 74.63742),(65 75.45839),(66 75.956985),(67 75.24092),(68 74.87049),(69 75.07725),(70 75.04668),(71 74.906975),(72 75.69186),(73 76.23558),(74 75.70726),(75 76.965294),(76 77.52457),(77 78.01496),(78 77.92884),(79 78.28772),
(1 44.83042),(2 53.334682),(3 57.20944),(4 60.647293),(5 63.251804),(6 64.938156),(7 67.09288),(8 68.48282),(9 70.11314),(10 71.58693),(11 73.02572),(12 74.17646),(13 74.62963),(14 74.8314),(15 75.117645),(16 75.368614),(17 74.85644),(18 75.93874),(19 76.888504),(20 77.65992),(21 77.38196),(22 77.78983),(23 77.68528),(24 77.60443),(25 78.24626),(26 78.458435),(27 79.11472),(28 79.3631),(29 79.12292),(30 78.47903),(31 78.559586),(32 77.65119),(33 77.86894),(34 78.30957),(35 77.80764),(36 77.69551),(37 77.842445),(38 78.10677),(39 78.02637),(40 78.37434),(41 79.02443),(42 78.797966),(43 78.49731),(44 79.19935),(45 77.866936),(46 78.77537),(47 78.662674),(48 78.13729),(49 77.94174),(50 78.637985),(51 78.52659),(52 78.16422),(53 78.33556),(54 77.87675),(55 77.6854),(56 77.34646),(57 76.78607),(58 76.61406),(59 77.02928),(60 76.89891),(61 77.35661),(62 78.03397),(63 77.5129),(64 78.32274),(65 78.309715),(66 78.6205),(67 79.27456),(68 78.09886),(69 78.47037),(70 78.87164),(71 78.72763),(72 78.301155),(73 78.87457),(74 78.33543),(75 79.12846),(76 79.89761),(77 80.07455),(78 79.97768),(79 79.73184),
(1 43.340256),(2 50.94517),(3 55.221592),(4 58.16023),(5 60.626812),(6 62.998203),(7 64.802505),(8 66.20178),(9 67.386604),(10 67.98181),(11 69.23288),(12 69.604034),(13 70.78941),(14 71.800316),(15 71.9224),(16 72.899216),(17 73.20753),(18 73.87675),(19 74.277756),(20 75.497635),(21 75.84319),(22 75.13883),(23 76.074875),(24 75.792175),(25 75.508064),(26 75.70219),(27 75.72242),(28 76.00707),(29 75.89006),(30 76.22493),(31 75.4437),(32 76.240814),(33 76.42115),(34 75.94361),(35 76.31528),(36 76.18985),(37 75.84726),(38 75.7419),(39 76.40893),(40 76.416954),(41 76.40708),(42 76.31004),(43 76.24238),(44 76.41462),(45 76.051506),(46 76.56344),(47 76.27399),(48 76.433395),(49 75.98982),(50 76.37624),(51 76.20822),(52 75.875824),(53 75.423676),(54 75.22716),(55 75.42826),(56 75.144394),(57 74.337036),(58 75.65572),(59 74.732254),(60 73.834785),(61 73.70479),(62 73.92902),(63 74.776634),(64 75.02418),(65 75.35397),(66 75.21183),(67 75.25411),(68 74.558876),(69 75.24412),(70 75.89823),(71 75.45714),(72 75.425316),(73 75.58101),(74 75.91515),(75 76.24714),(76 76.65548),(77 77.03857),(78 77.18345),(79 77.78283),
