1.5,2.5,3.5,4.5,5.5,6.5,7.5,8.5,9.5,10.5,11.5,12.5,13.5,14.5,15.5,16.5,17.5,18.5,19.5,20.5,21.5,22.5,23.5,24.5,25.5,26.5,27.5,28.5,29.5,30.5,31.5,32.5,33.5,34.5,35.5,36.5,37.5,38.5,39.5,40.5,41.5,42.5,43.5,44.5,45.5,46.5,47.5,48.5,49.5,50.5,51.5,52.5,53.5,54.5,55.5,56.5,57.5,58.5,59.5,60.5,61.5,62.5,63.5,64.5,65.5,66.5,67.5,68.5,69.5,70.5,71.5,72.5,73.5,74.5,75.5,76.5,77.5,78.5,79.5,80.5,81.5,82.5,83.5,84.5,85.5,86.5,87.5,88.5,89.5,90.5,91.5,92.5,93.5,94.5,95.5,96.5,97.5,98.5,99.5,100.5,101.5,102.5,103.5,104.5,105.5,106.5,107.5,108.5,109.5,110.5,111.5,112.5,113.5,114.5,115.5,116.5,117.5,118.5,119.5,120.5,121.5,122.5,123.5,124.5,125.5,126.5,127.5,128.5,129.5,130.5,131.5,132.5,133.5,134.5,135.5,136.5,137.5,138.5,139.5,140.5,141.5,142.5,143.5,144.5,145.5,146.5,147.5,148.5,149.5,150.5,151.5,152.5,153.5,154.5,155.5,156.5,157.5,158.5,159.5,160.5,161.5,162.5,163.5,164.5,165.5,166.5,167.5,168.5,169.5,170.5,171.5,172.5,173.5,174.5,175.5,176.5,177.5,178.5,179.5,180.5,181.5,182.5,183.5,184.5,185.5,186.5,187.5,188.5,189.5,190.5,191.5,192.5,193.5,194.5,195.5,196.5,197.5,198.5,199.5,200.5,201.5,202.5,203.5,204.5,205.5,206.5,207.5,208.5,209.5,210.5,211.5,212.5,213.5,214.5,215.5,216.5,217.5,218.5,219.5,220.5,221.5,222.5,223.5,224.5,225.5,226.5,227.5,228.5,229.5,230.5,231.5,232.5,233.5,234.5,235.5,236.5,237.5,238.5,239.5,240.5,241.5,242.5,243.5,244.5,245.5,246.5,247.5,248.5,249.5,250.5,251.5,252.5,253.5,254.5,255.5,256.5,257.5,258.5,259.5,260.5,261.5,262.5,263.5,264.5,265.5,266.5,267.5,268.5,269.5,270.5,271.5,272.5,273.5,274.5,275.5,276.5,277.5,278.5,279.5,280.5,281.5,282.5,283.5,284.5,285.5,286.5,287.5,288.5,289.5,290.5,291.5,292.5,293.5,294.5,295.5,296.5,297.5,298.5,299.5,300.5,301.5,302.5,303.5,304.5,305.5,306.5,307.5,308.5,309.5,310.5,311.5,312.5,313.5,314.5,315.5,316.5,317.5,318.5,319.5,320.5,321.5,322.5,323.5,324.5,325.5,326.5,327.5,328.5,329.5,330.5,331.5,332.5,333.5,334.5,335.5,336.5,337.5,338.5,339.5,340.5,341.5,342.5,343.5,344.5,345.5,346.5,347.5,348.5,349.5,350.5,351.5,352.5,353.5,354.5,355.5,356.5,357.5,358.5,359.5,360.5,361.5,362.5,363.5,364.5,365.5,366.5,367.5,368.5,369.5,370.5,371.5,372.5,373.5,374.5,375.5,376.5,377.5,378.5,379.5,380.5,381.5,382.5,383.5,384.5,385.5,386.5,387.5,388.5,389.5,390.5,391.5,392.5,393.5,394.5,395.5,396.5,397.5,398.5,399.5,400.5,401.5,402.5,403.5,404.5,405.5,406.5,407.5,408.5,409.5,410.5,411.5,412.5,413.5,414.5,415.5,416.5,417.5,418.5,419.5,420.5,421.5,422.5,423.5,424.5,425.5,426.5,427.5,428.5,429.5,430.5,431.5,432.5,433.5,434.5,435.5,436.5,437.5,438.5,439.5,440.5,441.5,442.5,443.5,444.5,445.5,446.5,447.5,448.5,449.5,450.5,451.5,452.5,453.5,454.5,455.5,456.5,457.5,458.5,459.5,460.5,461.5,462.5,463.5,464.5,465.5,466.5,467.5,468.5,469.5,470.5,471.5,472.5,473.5,474.5,475.5,476.5,477.5,478.5,479.5,480.5,481.5,482.5,483.5,484.5,485.5,486.5,487.5,488.5,489.5,490.5,491.5,492.5,493.5,494.5,495.5,496.5,497.5,498.5,499.5,
(1 8607.441),(2 7899.656),(3 19254.62),(4 20827.072),(5 34392.895),(6 40670.387),(7 54582.28),(8 61098.473),(9 74529.79),(10 81887.12),(11 95592.836),(12 102365.73),(13 115670.03),(14 124087.164),(15 138128.42),(16 148261.98),(17 164537.31),(18 178455.36),(19 195425.86),(20 211153.58),(21 231196.81),(22 248272.73),(23 264608.16),(24 280974.75),(25 299787.84),(26 319305.63),(27 336317.13),(28 357785.16),(29 378062.4),(30 399531.5),(31 424980.53),(32 447419.34),(33 471908.63),(34 491818.4),(35 514752.5),(36 537457.8),(37 570075.7),(38 592280.6),(39 619428.06),(40 642894.3),(41 671999.06),(42 696864.56),(43 725187.75),(44 757542.94),(45 788878.5),(46 825674.5),(47 860361.44),(48 902041.94),(49 939783.5),(50 979713.25),(51 1015989.06),(52 1050481.6),(53 1077785.4),(54 1110968.1),(55 1140014.5),(56 1179218.4),(57 1217184.4),(58 1257957.6),(59 1299306.5),(60 1342713.1),(61 1391372.6),(62 1442536),(63 1500900.1),(64 1553827.6),(65 1611783.1),(66 1671428),(67 1732620.4),(68 1794461.6),(69 1857538),(70 1923619.9),(71 1981188.6),(72 2047835.1),(73 2105914),(74 2172550.8),(75 2250135.3),(76 2319471.8),(77 2385170.8),(78 2446016.3),(79 2510850.8),
(1 11.427134),(2 11.95702),(3 12.6948595),(4 12.910281),(5 12.9734125),(6 13.170323),(7 13.108429),(8 13.277538),(9 13.352927),(10 13.360026),(11 13.287265),(12 13.274834),(13 13.250829),(14 13.204729),(15 13.4348955),(16 13.406466),(17 13.458281),(18 13.460463),(19 13.37661),(20 13.345998),(21 13.399111),(22 13.489752),(23 13.441002),(24 13.246443),(25 13.431995),(26 13.3898115),(27 13.4012165),(28 13.507776),(29 13.597405),(30 13.429472),(31 13.218093),(32 13.47801),(33 13.442967),(34 13.364044),(35 13.3483),(36 13.233117),(37 13.340508),(38 13.659201),(39 13.523334),(40 13.533154),(41 13.450678),(42 13.504732),(43 13.614765),(44 13.529262),(45 13.519021),(46 13.41266),(47 13.246421),(48 13.386539),(49 13.2506485),(50 13.413077),(51 13.37119),(52 13.425675),(53 13.295675),(54 13.210631),(55 12.957179),(56 13.078304),(57 13.095897),(58 12.965196),(59 13.138197),(60 13.179597),(61 13.062129),(62 13.140411),(63 13.338729),(64 13.324056),(65 13.25913),(66 13.195302),(67 13.215749),(68 13.328188),(69 13.343193),(70 13.342275),(71 13.406343),(72 13.3055105),(73 13.357643),(74 13.377148),(75 13.446483),(76 13.582198),(77 13.398937),(78 13.568978),(79 13.512103),
(1 11.426551),(2 12.000373),(3 12.701726),(4 12.83063),(5 12.851158),(6 13.024434),(7 13.189442),(8 13.108495),(9 13.308177),(10 13.433582),(11 13.300274),(12 13.158336),(13 13.260219),(14 13.110743),(15 13.19934),(16 13.376703),(17 13.412014),(18 13.302159),(19 13.395771),(20 13.443654),(21 13.298444),(22 13.306771),(23 13.259987),(24 13.205831),(25 13.30486),(26 13.11863),(27 13.22258),(28 13.10195),(29 13.425127),(30 13.549159),(31 13.394117),(32 13.402997),(33 13.385114),(34 13.167215),(35 13.339688),(36 13.435428),(37 13.389422),(38 13.643883),(39 13.366653),(40 13.36609),(41 13.323833),(42 13.382155),(43 13.405706),(44 13.558888),(45 13.327047),(46 13.34415),(47 13.283088),(48 13.361294),(49 13.246239),(50 13.235705),(51 13.252729),(52 13.361119),(53 13.45512),(54 13.316536),(55 13.281381),(56 13.247075),(57 13.301004),(58 13.191478),(59 13.225518),(60 13.193498),(61 13.3082285),(62 13.29672),(63 13.467547),(64 13.381853),(65 13.46393),(66 13.359408),(67 13.395942),(68 13.548129),(69 13.427126),(70 13.456482),(71 13.576495),(72 13.583889),(73 13.744493),(74 13.690956),(75 13.624619),(76 13.747075),(77 13.818068),(78 13.696433),(79 13.923452),
(1 11.336637),(2 11.694363),(3 12.578154),(4 12.722105),(5 12.640983),(6 12.880415),(7 12.86575),(8 12.913111),(9 12.95116),(10 13.005716),(11 13.033845),(12 13.024161),(13 13.001236),(14 13.05092),(15 13.305165),(16 13.316449),(17 13.401775),(18 13.260353),(19 13.159833),(20 13.366192),(21 13.324587),(22 13.3057575),(23 13.37336),(24 13.274651),(25 13.324326),(26 13.261957),(27 13.179755),(28 13.092156),(29 13.292709),(30 13.218365),(31 13.205601),(32 13.240966),(33 13.120494),(34 13.235399),(35 13.200457),(36 13.229993),(37 13.02576),(38 13.210662),(39 13.13583),(40 13.19769),(41 13.176079),(42 13.243395),(43 13.253301),(44 13.25785),(45 13.13413),(46 13.136136),(47 13.096303),(48 13.06503),(49 13.009983),(50 12.904189),(51 13.14134),(52 12.989044),(53 12.946542),(54 12.998069),(55 13.125807),(56 13.073216),(57 13.062739),(58 13.046562),(59 13.004936),(60 13.041747),(61 13.054504),(62 13.029656),(63 13.1763525),(64 13.131226),(65 13.16792),(66 13.1661825),(67 13.1182575),(68 13.183589),(69 13.033829),(70 13.150149),(71 13.2813635),(72 13.208283),(73 13.295273),(74 13.211748),(75 13.369413),(76 13.251913),(77 13.345686),(78 13.332249),(79 13.216053),
(1 11.274692),(2 11.768978),(3 12.19787),(4 12.56595),(5 12.545504),(6 12.402897),(7 12.709696),(8 12.956881),(9 12.849827),(10 13.054287),(11 13.041338),(12 12.85203),(13 12.9784565),(14 13.111918),(15 13.219307),(16 13.212075),(17 13.159087),(18 13.214282),(19 13.059003),(20 13.0086355),(21 13.190895),(22 13.142693),(23 13.141676),(24 13.002989),(25 13.035886),(26 13.050031),(27 13.182044),(28 13.292499),(29 13.3362665),(30 13.253817),(31 13.298695),(32 13.126203),(33 13.079617),(34 13.086376),(35 13.09165),(36 13.041004),(37 13.064392),(38 13.187853),(39 13.295832),(40 13.2992115),(41 13.236876),(42 13.125241),(43 13.200931),(44 13.191087),(45 13.208497),(46 13.069911),(47 13.094262),(48 13.152431),(49 13.0968075),(50 13.083854),(51 13.299387),(52 13.220013),(53 13.276462),(54 13.220152),(55 13.234871),(56 13.259413),(57 13.386693),(58 13.373419),(59 13.465237),(60 13.341004),(61 13.307305),(62 13.171316),(63 13.311037),(64 13.225257),(65 13.366134),(66 13.1528635),(67 13.24),(68 13.38074),(69 13.284636),(70 13.0735655),(71 13.166667),(72 13.207562),(73 13.285434),(74 13.186746),(75 13.476354),(76 13.3125105),(77 13.328704),(78 13.308076),(79 13.262943),
(1 11.386245),(2 11.916772),(3 12.55475),(4 12.549595),(5 12.883729),(6 12.964413),(7 12.945623),(8 13.018187),(9 13.060165),(10 13.060097),(11 13.166327),(12 12.924063),(13 13.123816),(14 13.154593),(15 13.244798),(16 13.044783),(17 13.072869),(18 13.287682),(19 13.0786495),(20 13.245979),(21 13.23671),(22 13.158294),(23 13.246622),(24 13.146108),(25 13.174458),(26 13.228272),(27 13.474706),(28 13.458907),(29 13.503402),(30 13.283479),(31 13.27082),(32 13.251365),(33 13.333063),(34 13.378279),(35 13.117283),(36 13.049993),(37 13.2125845),(38 13.546526),(39 13.551642),(40 13.494665),(41 13.370388),(42 13.26341),(43 13.341543),(44 13.2887125),(45 13.383041),(46 13.342728),(47 13.374264),(48 13.381484),(49 13.401458),(50 13.374563),(51 13.354573),(52 13.373156),(53 13.337806),(54 13.3692875),(55 13.602945),(56 13.356856),(57 13.421515),(58 13.340565),(59 13.297498),(60 13.227042),(61 13.103229),(62 13.220897),(63 13.291873),(64 13.337503),(65 13.366372),(66 13.423498),(67 13.191324),(68 13.3234825),(69 13.164613),(70 13.240903),(71 13.342787),(72 13.359425),(73 13.418886),(74 13.248648),(75 13.646787),(76 13.54714),(77 13.607488),(78 13.500388),(79 13.455122),
(1 11.269098),(2 11.819122),(3 12.3777),(4 12.459037),(5 12.76573),(6 12.84732),(7 12.994996),(8 13.13152),(9 13.088345),(10 13.171754),(11 13.302632),(12 13.236029),(13 13.309925),(14 13.199063),(15 13.372677),(16 13.442966),(17 13.347462),(18 13.312643),(19 12.984742),(20 13.286612),(21 13.07011),(22 13.031914),(23 13.355623),(24 13.08957),(25 13.165825),(26 13.138127),(27 13.340768),(28 13.275567),(29 13.344682),(30 13.166263),(31 13.064398),(32 13.138819),(33 13.222675),(34 13.18119),(35 13.009539),(36 13.058334),(37 13.120523),(38 13.284482),(39 13.330299),(40 13.160677),(41 13.273125),(42 13.132735),(43 13.218761),(44 13.185413),(45 13.153774),(46 13.1399975),(47 13.123335),(48 12.947639),(49 12.938318),(50 12.926327),(51 12.975066),(52 13.064805),(53 12.98139),(54 13.200832),(55 13.198612),(56 13.124336),(57 13.097455),(58 13.013738),(59 13.157119),(60 12.932594),(61 12.847299),(62 13.062597),(63 13.386741),(64 13.101709),(65 13.237058),(66 13.094475),(67 13.195213),(68 13.045921),(69 13.091384),(70 13.234881),(71 13.209726),(72 13.183563),(73 13.213732),(74 13.169755),(75 13.339886),(76 13.281883),(77 13.365509),(78 13.465615),(79 13.436692),
(1 11.092455),(2 11.65202),(3 12.189738),(4 12.3291235),(5 12.494366),(6 12.700117),(7 12.825791),(8 12.7656),(9 12.788213),(10 12.82275),(11 12.913835),(12 12.863607),(13 12.901388),(14 13.007874),(15 13.168419),(16 13.128023),(17 13.025363),(18 12.913746),(19 12.967153),(20 12.97638),(21 12.8841715),(22 12.852843),(23 12.985835),(24 12.820365),(25 12.8399105),(26 12.891888),(27 13.151523),(28 12.804809),(29 13.0205965),(30 12.767784),(31 12.868748),(32 12.821818),(33 12.889456),(34 12.945967),(35 12.945602),(36 12.934558),(37 12.8259325),(38 12.950475),(39 13.050251),(40 12.897736),(41 12.9396),(42 12.936286),(43 13.014037),(44 12.908045),(45 12.892871),(46 12.842844),(47 12.932545),(48 12.890014),(49 12.788374),(50 12.763471),(51 12.951361),(52 12.933335),(53 12.99311),(54 12.989933),(55 12.8821),(56 12.864338),(57 12.898129),(58 12.813486),(59 12.810778),(60 12.849879),(61 12.773122),(62 13.037829),(63 13.40594),(64 13.126727),(65 13.250124),(66 13.073817),(67 13.098839),(68 13.028321),(69 13.017597),(70 13.078849),(71 13.189833),(72 13.004587),(73 13.090623),(74 13.093707),(75 13.193091),(76 13.123685),(77 13.236324),(78 13.205078),(79 13.190953),
(1 11.351814),(2 11.823004),(3 12.498561),(4 12.65913),(5 12.854557),(6 12.944534),(7 13.118538),(8 13.24585),(9 13.201846),(10 13.079245),(11 13.292268),(12 13.104509),(13 13.03216),(14 13.226902),(15 13.295114),(16 13.292911),(17 13.255461),(18 13.230334),(19 13.263552),(20 13.291374),(21 13.082895),(22 13.165575),(23 13.1432495),(24 13.029606),(25 13.044518),(26 13.205601),(27 13.128574),(28 13.13678),(29 13.173912),(30 13.149583),(31 13.157115),(32 13.154421),(33 13.218275),(34 13.344247),(35 13.320585),(36 13.359248),(37 13.05324),(38 13.259806),(39 13.224557),(40 13.227575),(41 13.286825),(42 13.303555),(43 13.390073),(44 13.339462),(45 13.170519),(46 13.191092),(47 13.407105),(48 13.140468),(49 13.262552),(50 13.343763),(51 13.2685795),(52 13.369509),(53 13.410995),(54 13.327123),(55 13.28957),(56 13.118762),(57 13.225448),(58 13.036324),(59 13.148794),(60 13.106479),(61 12.951846),(62 13.152447),(63 13.271864),(64 13.05061),(65 13.15286),(66 13.076048),(67 13.3062935),(68 13.236016),(69 13.261197),(70 13.267478),(71 13.335486),(72 13.112433),(73 13.172156),(74 13.295907),(75 13.395603),(76 13.453726),(77 13.643821),(78 13.585816),(79 13.360279),
(1 10.845662),(2 11.398621),(3 12.150466),(4 12.212915),(5 12.594248),(6 12.547199),(7 12.689039),(8 12.806849),(9 12.726223),(10 12.724031),(11 12.784273),(12 12.77564),(13 12.911788),(14 12.837696),(15 13.082857),(16 13.0029545),(17 13.029822),(18 12.975794),(19 13.134338),(20 12.917747),(21 12.821442),(22 12.932659),(23 13.043384),(24 12.861075),(25 12.786799),(26 12.886355),(27 13.045327),(28 13.005988),(29 12.921168),(30 12.890859),(31 12.874894),(32 13.046539),(33 12.990283),(34 12.963603),(35 12.9342165),(36 12.874846),(37 12.723885),(38 12.868784),(39 12.853781),(40 12.885639),(41 13.017648),(42 13.109852),(43 13.062119),(44 12.895096),(45 12.845315),(46 12.9853115),(47 12.995595),(48 12.857616),(49 12.832696),(50 12.788432),(51 12.958423),(52 13.051759),(53 13.165598),(54 12.922097),(55 12.908396),(56 12.86077),(57 12.766911),(58 12.688504),(59 12.72366),(60 12.704964),(61 12.598648),(62 12.760334),(63 12.698414),(64 12.7200985),(65 12.8082695),(66 13.034883),(67 12.903868),(68 12.859802),(69 12.759943),(70 12.867439),(71 12.92367),(72 12.67946),(73 12.892439),(74 12.980406),(75 13.163399),(76 13.034768),(77 12.913518),(78 13.042365),(79 12.962573),
(1 11.286666),(2 11.79632),(3 12.341322),(4 12.580008),(5 12.853637),(6 12.857883),(7 13.0823965),(8 13.084192),(9 12.866896),(10 13.113587),(11 13.031709),(12 12.958308),(13 13.090443),(14 13.19518),(15 13.182035),(16 13.189641),(17 13.316781),(18 13.224175),(19 13.255904),(20 13.113543),(21 13.038015),(22 13.223647),(23 13.1727),(24 12.992751),(25 12.933768),(26 12.932287),(27 13.118923),(28 12.964691),(29 13.016404),(30 13.115882),(31 13.018152),(32 12.920558),(33 12.978377),(34 13.077905),(35 13.079377),(36 13.091459),(37 12.917263),(38 13.150532),(39 13.22793),(40 13.077165),(41 13.155035),(42 13.246932),(43 13.159415),(44 13.272078),(45 13.235487),(46 13.159843),(47 13.137898),(48 13.171754),(49 13.065978),(50 13.054852),(51 13.025644),(52 13.031171),(53 13.161969),(54 13.047041),(55 13.095664),(56 13.105965),(57 12.972595),(58 12.859617),(59 12.893447),(60 12.8166485),(61 12.856029),(62 12.950277),(63 13.057088),(64 13.127334),(65 13.077154),(66 13.065959),(67 13.111661),(68 13.114108),(69 13.1312),(70 13.104573),(71 13.058282),(72 13.092622),(73 13.035713),(74 13.175455),(75 13.184422),(76 13.242985),(77 13.270749),(78 13.210307),(79 13.228285),
(1 11.238443),(2 11.704187),(3 12.379499),(4 12.325291),(5 12.554195),(6 12.588383),(7 12.70558),(8 12.697147),(9 12.799689),(10 12.818129),(11 12.828445),(12 12.792749),(13 12.793519),(14 12.987346),(15 13.030061),(16 13.085171),(17 13.032532),(18 12.883788),(19 12.928775),(20 12.88155),(21 13.050528),(22 12.974485),(23 13.034729),(24 12.809018),(25 12.917421),(26 12.754859),(27 13.03522),(28 13.007573),(29 13.067616),(30 13.177775),(31 12.966506),(32 12.961935),(33 13.053446),(34 12.724732),(35 12.8949),(36 12.878764),(37 13.0005045),(38 12.906405),(39 12.902903),(40 12.806927),(41 12.868052),(42 12.835321),(43 12.909104),(44 13.003906),(45 12.927137),(46 12.930601),(47 12.983879),(48 12.908353),(49 12.983909),(50 12.836032),(51 13.057416),(52 13.082426),(53 13.217132),(54 13.1754465),(55 13.108846),(56 13.139516),(57 13.118622),(58 13.069199),(59 13.078747),(60 13.046034),(61 12.95745),(62 13.141368),(63 13.138408),(64 13.24939),(65 13.224986),(66 13.252794),(67 13.187514),(68 13.116753),(69 13.183138),(70 13.145367),(71 13.113461),(72 13.116726),(73 13.360997),(74 13.282022),(75 13.257913),(76 13.430434),(77 13.429656),(78 13.324809),(79 13.240609),
(1 10.8640585),(2 11.634229),(3 12.344858),(4 12.350284),(5 12.550329),(6 12.7006445),(7 12.805631),(8 12.723602),(9 12.934296),(10 12.809774),(11 12.985689),(12 12.855236),(13 13.014858),(14 13.01656),(15 13.062123),(16 13.118767),(17 13.017818),(18 12.928403),(19 12.958254),(20 12.9759035),(21 12.919341),(22 12.847098),(23 12.976323),(24 12.906314),(25 12.878923),(26 12.8993635),(27 12.968127),(28 12.911588),(29 12.978129),(30 12.759977),(31 12.831989),(32 12.672015),(33 12.741493),(34 12.8565445),(35 12.793523),(36 12.694782),(37 12.844196),(38 12.7989025),(39 12.87394),(40 12.902053),(41 12.795101),(42 12.771951),(43 12.749983),(44 12.798978),(45 12.906313),(46 12.986948),(47 12.839957),(48 12.929175),(49 12.812509),(50 12.798231),(51 12.928972),(52 12.972715),(53 13.018968),(54 12.970096),(55 12.966803),(56 12.936398),(57 12.9788685),(58 13.0300455),(59 12.965914),(60 12.835212),(61 12.927449),(62 13.076735),(63 13.087499),(64 13.121169),(65 13.107174),(66 13.142606),(67 13.172527),(68 12.982736),(69 13.139936),(70 13.068964),(71 13.164083),(72 13.119671),(73 13.150291),(74 13.023863),(75 13.200388),(76 13.207757),(77 13.377999),(78 13.328457),(79 13.342583),
(1 11.03793),(2 11.679528),(3 12.282409),(4 12.634581),(5 12.69626),(6 12.919234),(7 12.98776),(8 12.840777),(9 13.101282),(10 12.885297),(11 12.870286),(12 13.015736),(13 12.985373),(14 13.050325),(15 13.130879),(16 12.948743),(17 13.060941),(18 13.009664),(19 13.01741),(20 13.154664),(21 13.127158),(22 12.896182),(23 13.06445),(24 12.983129),(25 12.879118),(26 13.006274),(27 12.972338),(28 12.753553),(29 13.090627),(30 12.863331),(31 13.09652),(32 13.022278),(33 13.0512905),(34 13.000283),(35 12.849415),(36 12.733615),(37 12.986102),(38 12.991095),(39 12.990521),(40 13.064725),(41 13.05623),(42 13.153474),(43 13.07181),(44 13.032656),(45 13.1292515),(46 13.109059),(47 13.066742),(48 13.093309),(49 13.086673),(50 13.103678),(51 13.297037),(52 13.197675),(53 13.243714),(54 13.1657715),(55 13.181687),(56 13.1076355),(57 13.287942),(58 13.1812525),(59 13.259258),(60 13.225838),(61 13.095112),(62 13.339696),(63 13.293604),(64 13.321889),(65 13.361997),(66 13.387953),(67 13.443817),(68 13.3216715),(69 13.4102),(70 13.426043),(71 13.391337),(72 13.379998),(73 13.508575),(74 13.308389),(75 13.583888),(76 13.559614),(77 13.473102),(78 13.584752),(79 13.517703),
(1 10.849672),(2 11.396733),(3 12.037343),(4 12.158747),(5 12.284613),(6 12.396423),(7 12.529616),(8 12.48028),(9 12.731589),(10 12.643762),(11 12.856073),(12 12.7885275),(13 12.940109),(14 12.807519),(15 12.863606),(16 12.62375),(17 12.701503),(18 12.741265),(19 12.793671),(20 12.842978),(21 12.8572235),(22 12.736744),(23 12.843579),(24 12.746203),(25 12.743617),(26 12.793123),(27 12.876367),(28 12.7051935),(29 12.860142),(30 12.6964655),(31 12.791685),(32 12.886727),(33 12.737767),(34 12.816666),(35 12.811989),(36 12.726632),(37 12.901228),(38 12.855549),(39 12.831884),(40 12.943255),(41 12.913665),(42 12.767198),(43 13.01328),(44 12.874661),(45 12.8712845),(46 12.858307),(47 12.785519),(48 12.934145),(49 12.907546),(50 12.77895),(51 13.038327),(52 12.933674),(53 12.925662),(54 12.920963),(55 12.967724),(56 12.875929),(57 12.983743),(58 12.95593),(59 12.697537),(60 12.63511),(61 12.653195),(62 12.752378),(63 12.92939),(64 12.839871),(65 12.798602),(66 12.903414),(67 12.920066),(68 12.829528),(69 12.834063),(70 12.86914),(71 12.947196),(72 12.835868),(73 13.020639),(74 13.045175),(75 13.060663),(76 13.240782),(77 13.154301),(78 13.118209),(79 13.151297),
(1 10.963902),(2 11.560023),(3 12.178132),(4 12.455301),(5 12.52821),(6 12.722733),(7 12.779733),(8 12.724086),(9 12.856066),(10 12.941754),(11 12.912308),(12 12.706836),(13 12.917416),(14 12.998606),(15 12.990057),(16 12.918057),(17 13.126663),(18 12.891139),(19 12.956637),(20 13.00112),(21 12.840581),(22 13.027054),(23 13.0123005),(24 13.017131),(25 12.892221),(26 12.872815),(27 13.118801),(28 12.957365),(29 13.025911),(30 12.980366),(31 12.980882),(32 12.917789),(33 12.8934355),(34 12.908899),(35 12.8656),(36 12.914992),(37 12.87272),(38 12.962981),(39 12.907937),(40 13.02345),(41 13.0481),(42 13.009461),(43 13.022496),(44 12.995787),(45 12.937368),(46 12.796769),(47 12.879269),(48 12.89675),(49 12.838427),(50 12.727978),(51 12.882081),(52 12.8349905),(53 12.922241),(54 13.051082),(55 12.923273),(56 13.044752),(57 12.8238735),(58 12.894373),(59 12.953705),(60 12.788276),(61 12.827815),(62 12.975074),(63 13.10717),(64 12.959022),(65 12.951482),(66 12.960043),(67 13.0551195),(68 12.85154),(69 12.956979),(70 12.996638),(71 13.012026),(72 12.819181),(73 13.063302),(74 13.03627),(75 13.208555),(76 13.2997265),(77 13.157286),(78 13.097996),(79 13.124179),
(1 10.960149),(2 11.426037),(3 12.251841),(4 12.220609),(5 12.6306925),(6 12.727772),(7 12.791559),(8 12.613784),(9 12.669206),(10 12.83234),(11 12.814256),(12 12.909596),(13 13.00863),(14 13.078762),(15 13.205075),(16 13.017766),(17 12.894319),(18 12.866708),(19 12.942075),(20 12.887237),(21 12.882867),(22 12.812956),(23 12.980392),(24 12.807851),(25 12.725377),(26 12.814454),(27 12.874782),(28 12.742253),(29 12.96549),(30 12.9915495),(31 12.908666),(32 13.068653),(33 13.1911955),(34 12.9766),(35 12.8380995),(36 12.8283205),(37 12.94598),(38 12.739866),(39 12.782404),(40 12.742586),(41 12.82531),(42 12.894677),(43 12.8158865),(44 12.8338785),(45 12.813633),(46 12.811491),(47 12.903804),(48 12.886144),(49 13.084244),(50 12.865703),(51 13.117646),(52 12.981092),(53 12.899874),(54 12.941537),(55 13.023289),(56 12.780909),(57 12.931196),(58 12.761257),(59 12.882319),(60 12.777196),(61 12.922757),(62 12.833615),(63 13.007964),(64 12.87445),(65 12.945888),(66 12.840528),(67 12.875968),(68 12.893808),(69 12.909463),(70 12.995148),(71 13.051387),(72 12.955501),(73 13.071652),(74 13.053488),(75 13.249377),(76 13.153807),(77 13.168464),(78 13.174682),(79 13.127769),
(1 11.06276),(2 11.451438),(3 12.251202),(4 12.254626),(5 12.62417),(6 12.541484),(7 12.745749),(8 12.772071),(9 12.812156),(10 12.880745),(11 12.906622),(12 12.972453),(13 13.163151),(14 13.008138),(15 13.107436),(16 13.102424),(17 13.001115),(18 12.936892),(19 13.095003),(20 13.069796),(21 13.09716),(22 12.947717),(23 13.066642),(24 12.938418),(25 12.93198),(26 12.875272),(27 12.943525),(28 12.763469),(29 12.839872),(30 12.84831),(31 12.952815),(32 12.9185705),(33 12.96264),(34 12.913637),(35 12.653629),(36 12.615673),(37 12.73654),(38 12.651075),(39 12.7863455),(40 12.691551),(41 12.868332),(42 12.855511),(43 12.896068),(44 12.864326),(45 12.856585),(46 12.821162),(47 12.923713),(48 12.872274),(49 12.9203415),(50 12.956176),(51 13.126736),(52 12.951055),(53 13.161298),(54 12.951125),(55 13.026946),(56 12.902043),(57 13.010128),(58 13.101007),(59 13.012786),(60 12.99936),(61 12.950348),(62 12.9783),(63 13.142127),(64 12.993008),(65 12.982885),(66 12.933488),(67 13.022626),(68 12.908493),(69 12.983252),(70 12.832023),(71 12.82329),(72 13.0629835),(73 13.103474),(74 13.060868),(75 13.157764),(76 13.102412),(77 13.207822),(78 13.310351),(79 13.204922),
