1.5,2.5,3.5,4.5,5.5,6.5,7.5,8.5,9.5,10.5,11.5,12.5,13.5,14.5,15.5,16.5,17.5,18.5,19.5,20.5,21.5,22.5,23.5,24.5,25.5,26.5,27.5,28.5,29.5,30.5,31.5,32.5,33.5,34.5,35.5,36.5,37.5,38.5,39.5,40.5,41.5,42.5,43.5,44.5,45.5,46.5,47.5,48.5,49.5,50.5,51.5,52.5,53.5,54.5,55.5,56.5,57.5,58.5,59.5,60.5,61.5,62.5,63.5,64.5,65.5,66.5,67.5,68.5,69.5,70.5,71.5,72.5,73.5,74.5,75.5,76.5,77.5,78.5,79.5,80.5,81.5,82.5,83.5,84.5,85.5,86.5,87.5,88.5,89.5,90.5,91.5,92.5,93.5,94.5,95.5,96.5,97.5,98.5,99.5,100.5,101.5,102.5,103.5,104.5,105.5,106.5,107.5,108.5,109.5,110.5,111.5,112.5,113.5,114.5,115.5,116.5,117.5,118.5,119.5,120.5,121.5,122.5,123.5,124.5,125.5,126.5,127.5,128.5,129.5,130.5,131.5,132.5,133.5,134.5,135.5,136.5,137.5,138.5,139.5,140.5,141.5,142.5,143.5,144.5,145.5,146.5,147.5,148.5,149.5,150.5,151.5,152.5,153.5,154.5,155.5,156.5,157.5,158.5,159.5,160.5,161.5,162.5,163.5,164.5,165.5,166.5,167.5,168.5,169.5,170.5,171.5,172.5,173.5,174.5,175.5,176.5,177.5,178.5,179.5,180.5,181.5,182.5,183.5,184.5,185.5,186.5,187.5,188.5,189.5,190.5,191.5,192.5,193.5,194.5,195.5,196.5,197.5,198.5,199.5,200.5,201.5,202.5,203.5,204.5,205.5,206.5,207.5,208.5,209.5,210.5,211.5,212.5,213.5,214.5,215.5,216.5,217.5,218.5,219.5,220.5,221.5,222.5,223.5,224.5,225.5,226.5,227.5,228.5,229.5,230.5,231.5,232.5,233.5,234.5,235.5,236.5,237.5,238.5,239.5,240.5,241.5,242.5,243.5,244.5,245.5,246.5,247.5,248.5,249.5,250.5,251.5,252.5,253.5,254.5,255.5,256.5,257.5,258.5,259.5,260.5,261.5,262.5,263.5,264.5,265.5,266.5,267.5,268.5,269.5,270.5,271.5,272.5,273.5,274.5,275.5,276.5,277.5,278.5,279.5,280.5,281.5,282.5,283.5,284.5,285.5,286.5,287.5,288.5,289.5,290.5,291.5,292.5,293.5,294.5,295.5,296.5,297.5,298.5,299.5,300.5,301.5,302.5,303.5,304.5,305.5,306.5,307.5,308.5,309.5,310.5,311.5,312.5,313.5,314.5,315.5,316.5,317.5,318.5,319.5,320.5,321.5,322.5,323.5,324.5,325.5,326.5,327.5,328.5,329.5,330.5,331.5,332.5,333.5,334.5,335.5,336.5,337.5,338.5,339.5,340.5,341.5,342.5,343.5,344.5,345.5,346.5,347.5,348.5,349.5,350.5,351.5,352.5,353.5,354.5,355.5,356.5,357.5,358.5,359.5,360.5,361.5,362.5,363.5,364.5,365.5,366.5,367.5,368.5,369.5,370.5,371.5,372.5,373.5,374.5,375.5,376.5,377.5,378.5,379.5,380.5,381.5,382.5,383.5,384.5,385.5,386.5,387.5,388.5,389.5,390.5,391.5,392.5,393.5,394.5,395.5,396.5,397.5,398.5,399.5,400.5,401.5,402.5,403.5,404.5,405.5,406.5,407.5,408.5,409.5,410.5,411.5,412.5,413.5,414.5,415.5,416.5,417.5,418.5,419.5,420.5,421.5,422.5,423.5,424.5,425.5,426.5,427.5,428.5,429.5,430.5,431.5,432.5,433.5,434.5,435.5,436.5,437.5,438.5,439.5,440.5,441.5,442.5,443.5,444.5,445.5,446.5,447.5,448.5,449.5,450.5,451.5,452.5,453.5,454.5,455.5,456.5,457.5,458.5,459.5,460.5,461.5,462.5,463.5,464.5,465.5,466.5,467.5,468.5,469.5,470.5,471.5,472.5,473.5,474.5,475.5,476.5,477.5,478.5,479.5,480.5,481.5,482.5,483.5,484.5,485.5,486.5,487.5,488.5,489.5,490.5,491.5,492.5,493.5,494.5,495.5,496.5,497.5,498.5,499.5,
(1 14331.138),(2 47048.375),(3 108961.68),(4 193301.86),(5 291645.9),(6 395172),(7 490260),(8 546727.44),(9 628920.94),(10 726927.06),(11 819044.25),(12 897335.8),(13 980862.5),(14 1078047.6),(15 1225187.9),(16 1353845.6),(17 1462908.6),(18 1583857.6),(19 1720743.4),(20 1855927.6),(21 1995041.4),(22 2162110.3),(23 2306911),(24 2408134.3),(25 2474042),(26 2526092.3),(27 2580363.3),(28 2622453),(29 2680077.3),(30 2739666.3),(31 2803555.3),(32 2877247.3),(33 2958915.3),(34 3047794),(35 3120466),(36 3176410),(37 3219909.8),(38 3240272.3),(39 3249060.8),(40 3233873.3),(41 3214942),(42 3187131.8),(43 3137280.8),(44 3091402.3),(45 3059240.8),(46 3026081.3),(47 3027353.3),(48 3017258.3),(49 3050292.8),(50 3093062.8),(51 3152990.8),(52 3225188),(53 3313617),(54 3386406.8),(55 3454082),(56 3514492.3),(57 3560217.3),(58 3609378.3),(59 3667836.8),(60 3733969.3),(61 3859216.8),(62 4014860.8),(63 4201684),(64 4392871.5),(65 4568252.5),(66 4726569.5),(67 4907238.5),(68 5073629),(69 5251741),(70 5396811),(71 5524692.5),(72 5637458.5),(73 5750578.5),(74 5845965.5),(75 5931730.5),(76 6013621.5),(77 6101237.5),(78 6203814),(79 6319604),
(1 132.2129),(2 176.48204),(3 205.73906),(4 229.7217),(5 245.64519),(6 262.67075),(7 275.93613),(8 291.5383),(9 297.01105),(10 304.8994),(11 312.18808),(12 316.47046),(13 322.41397),(14 323.1262),(15 326.69077),(16 330.23862),(17 336.2596),(18 336.33133),(19 340.1616),(20 342.96716),(21 346.4072),(22 348.3264),(23 351.49127),(24 353.23422),(25 353.5217),(26 353.53278),(27 354.70383),(28 357.35025),(29 358.1744),(30 358.86835),(31 358.3237),(32 358.40976),(33 353.5252),(34 352.75412),(35 353.10773),(36 352.25565),(37 354.31854),(38 353.66705),(39 356.69855),(40 356.7264),(41 358.62415),(42 360.29904),(43 362.7215),(44 361.7618),(45 362.62918),(46 366.04535),(47 366.85785),(48 364.7907),(49 365.93335),(50 367.5083),(51 369.16745),(52 372.41586),(53 372.09186),(54 371.5298),(55 372.96667),(56 370.84116),(57 371.68903),(58 371.15405),(59 373.2883),(60 374.07553),(61 375.73685),(62 378.38788),(63 379.56146),(64 381.7695),(65 382.8803),(66 380.2044),(67 377.2952),(68 377.08774),(69 377.69904),(70 378.4455),(71 378.22824),(72 378.64987),(73 377.5643),(74 380.65488),(75 380.62988),(76 376.48984),(77 376.76273),(78 376.78766),(79 376.52182),
(1 132.77019),(2 175.98984),(3 205.1293),(4 227.3731),(5 244.73608),(6 259.0673),(7 272.3186),(8 285.73306),(9 296.0301),(10 304.99936),(11 312.5652),(12 318.70297),(13 324.3354),(14 325.1506),(15 325.54764),(16 326.94553),(17 332.6874),(18 338.30145),(19 340.74493),(20 344.581),(21 347.7797),(22 349.25653),(23 352.37662),(24 352.50418),(25 353.15485),(26 354.87628),(27 356.23935),(28 356.93585),(29 358.46542),(30 359.86343),(31 359.97147),(32 360.18317),(33 358.2796),(34 358.0481),(35 359.04504),(36 357.65527),(37 359.41696),(38 359.6797),(39 357.3856),(40 355.3219),(41 354.99988),(42 355.73407),(43 355.59644),(44 355.26935),(45 357.36932),(46 360.5207),(47 358.20575),(48 355.62012),(49 358.4594),(50 356.68973),(51 355.42856),(52 355.36176),(53 357.3996),(54 358.1074),(55 357.16302),(56 356.46857),(57 356.6178),(58 356.9216),(59 359.53223),(60 361.90997),(61 363.53897),(62 364.2447),(63 366.62738),(64 370.88803),(65 371.52307),(66 373.1388),(67 373.13107),(68 372.09012),(69 377.1653),(70 378.8556),(71 379.41998),(72 380.99594),(73 380.14285),(74 382.34677),(75 379.03522),(76 377.21744),(77 380.33105),(78 379.9879),(79 376.84702),
(1 130.88123),(2 172.04716),(3 198.96481),(4 219.28572),(5 238.97874),(6 252.13756),(7 263.20242),(8 277.72964),(9 290.65442),(10 302.09244),(11 311.0381),(12 317.18433),(13 323.75336),(14 326.82593),(15 333.3435),(16 335.77658),(17 345.069),(18 353.0765),(19 356.8459),(20 362.20142),(21 366.73044),(22 372.25272),(23 377.01624),(24 380.74985),(25 380.39294),(26 380.53622),(27 383.0595),(28 386.0093),(29 384.82727),(30 382.97638),(31 381.6346),(32 380.1228),(33 378.0461),(34 377.7661),(35 378.3885),(36 377.21213),(37 378.4493),(38 379.57767),(39 380.1599),(40 381.59448),(41 382.42062),(42 384.59708),(43 386.9936),(44 388.66937),(45 391.4945),(46 394.4269),(47 393.2312),(48 389.77026),(49 391.26578),(50 390.8091),(51 389.45688),(52 388.70218),(53 388.3593),(54 387.87567),(55 386.78973),(56 384.1655),(57 385.2329),(58 386.4427),(59 386.6321),(60 388.2849),(61 391.85345),(62 393.83435),(63 397.81686),(64 399.1969),(65 399.5038),(66 400.1438),(67 399.11044),(68 403.76712),(69 405.55338),(70 405.92194),(71 406.13678),(72 405.7027),(73 406.9319),(74 409.1231),(75 407.72656),(76 405.645),(77 406.9974),(78 406.96814),(79 404.9555),
(1 127.02461),(2 168.48804),(3 195.61856),(4 214.82248),(5 231.83214),(6 244.82773),(7 258.70468),(8 275.21628),(9 287.3844),(10 297.28958),(11 307.84976),(12 315.36597),(13 326.3006),(14 331.32205),(15 337.12286),(16 340.80228),(17 349.84268),(18 357.6289),(19 362.17657),(20 366.6878),(21 369.96378),(22 375.72253),(23 379.5872),(24 382.26608),(25 383.89685),(26 384.82236),(27 389.4064),(28 391.56366),(29 392.69574),(30 393.25824),(31 393.69592),(32 392.98447),(33 392.98938),(34 392.67828),(35 393.01266),(36 393.429),(37 395.6552),(38 394.5126),(39 396.44556),(40 396.52576),(41 396.8357),(42 399.97385),(43 399.39038),(44 399.05954),(45 402.27957),(46 403.9461),(47 399.84595),(48 397.9693),(49 396.6629),(50 396.88455),(51 396.79108),(52 396.24194),(53 395.79974),(54 394.3041),(55 390.68918),(56 389.10892),(57 389.1644),(58 387.4669),(59 386.01093),(60 385.08786),(61 384.9293),(62 384.27057),(63 386.50974),(64 386.81848),(65 389.30368),(66 386.17767),(67 382.16577),(68 384.86334),(69 382.45383),(70 379.3958),(71 380.1856),(72 377.86462),(73 381.3276),(74 381.54813),(75 381.94278),(76 379.55716),(77 380.1747),(78 378.62585),(79 378.17206),
(1 129.6072),(2 172.56622),(3 202.61835),(4 221.78847),(5 239.54353),(6 254.26187),(7 266.63144),(8 281.30707),(9 289.58463),(10 299.84494),(11 308.55792),(12 313.86472),(13 319.50327),(14 324.0998),(15 327.8124),(16 330.77118),(17 335.95255),(18 339.60498),(19 343.65015),(20 346.4532),(21 350.90723),(22 355.21725),(23 360.12622),(24 362.3548),(25 361.64392),(26 363.63037),(27 366.6206),(28 367.9853),(29 368.0313),(30 368.00592),(31 367.84525),(32 366.76895),(33 366.10892),(34 366.84552),(35 364.63373),(36 364.98126),(37 369.93005),(38 372.39047),(39 374.36996),(40 375.16638),(41 378.72906),(42 385.68073),(43 386.32248),(44 384.9953),(45 387.38123),(46 391.30722),(47 391.19623),(48 390.40656),(49 392.86926),(50 394.21518),(51 395.43118),(52 395.0652),(53 396.25357),(54 396.84174),(55 392.93536),(56 393.6801),(57 394.1061),(58 391.0524),(59 389.06293),(60 387.59467),(61 387.36664),(62 387.14264),(63 386.65723),(64 387.72546),(65 389.1678),(66 387.65036),(67 387.31277),(68 389.11063),(69 388.1511),(70 385.99768),(71 387.87552),(72 385.99518),(73 388.43103),(74 387.5634),(75 383.4527),(76 380.6747),(77 380.01575),(78 377.78305),(79 376.79507),
(1 128.36421),(2 169.43231),(3 198.04684),(4 217.85536),(5 233.34666),(6 248.22565),(7 259.70834),(8 275.05588),(9 280.5196),(10 287.96127),(11 295.29224),(12 301.83176),(13 306.24994),(14 310.2576),(15 315.90936),(16 321.3388),(17 328.51126),(18 333.00372),(19 336.0379),(20 338.88812),(21 340.6021),(22 345.96402),(23 350.60114),(24 353.02722),(25 352.20514),(26 352.3223),(27 355.23593),(28 353.7778),(29 355.44974),(30 354.27643),(31 354.5044),(32 351.7165),(33 349.08572),(34 349.4119),(35 350.10812),(36 350.42044),(37 352.36478),(38 354.52484),(39 356.2464),(40 356.3297),(41 359.74445),(42 363.4063),(43 365.27148),(44 364.84872),(45 367.00867),(46 370.91605),(47 372.9678),(48 373.87006),(49 376.46533),(50 377.02048),(51 378.5259),(52 380.02014),(53 380.87292),(54 380.18488),(55 375.93344),(56 376.4721),(57 374.05725),(58 375.47327),(59 373.37552),(60 371.90952),(61 371.36533),(62 370.4521),(63 371.80872),(64 372.95676),(65 372.4715),(66 370.49472),(67 371.23987),(68 373.363),(69 372.74185),(70 373.04276),(71 373.39426),(72 371.34613),(73 372.1207),(74 373.97504),(75 372.9007),(76 371.0947),(77 370.9315),(78 371.45984),(79 369.91608),
(1 125.65217),(2 167.36905),(3 195.90398),(4 215.23547),(5 230.41801),(6 246.80495),(7 259.95807),(8 274.74567),(9 285.11975),(10 294.07306),(11 304.73657),(12 310.98126),(13 319.78455),(14 323.6389),(15 329.70514),(16 333.20712),(17 340.20358),(18 346.18842),(19 346.83292),(20 351.375),(21 352.36),(22 358.61618),(23 360.87485),(24 365.07922),(25 364.40405),(26 363.57),(27 366.54074),(28 366.1187),(29 369.41904),(30 368.566),(31 368.00583),(32 366.32767),(33 367.13055),(34 365.90933),(35 368.35236),(36 371.08438),(37 373.86304),(38 377.1938),(39 379.89456),(40 379.3124),(41 381.41104),(42 384.67502),(43 384.40756),(44 385.8723),(45 384.67685),(46 384.6074),(47 384.61578),(48 386.0598),(49 386.82266),(50 384.63943),(51 386.96243),(52 387.95554),(53 386.6041),(54 385.9455),(55 384.93112),(56 382.64978),(57 379.8897),(58 378.22278),(59 376.56512),(60 375.44516),(61 377.14883),(62 377.4397),(63 374.99603),(64 378.08292),(65 376.44348),(66 378.14902),(67 378.92102),(68 383.13293),(69 383.25842),(70 384.78174),(71 386.09528),(72 385.7488),(73 385.3396),(74 386.0429),(75 387.13693),(76 386.59378),(77 389.0846),(78 388.07993),(79 388.20255),
(1 124.61089),(2 165.17348),(3 191.77182),(4 211.92764),(5 227.34113),(6 240.32706),(7 252.82019),(8 267.5036),(9 276.8045),(10 287.38687),(11 296.1524),(12 303.9975),(13 309.97482),(14 314.40134),(15 317.51822),(16 320.0482),(17 329.1788),(18 332.7225),(19 334.97675),(20 337.9614),(21 341.4773),(22 344.1328),(23 348.93484),(24 352.69046),(25 353.97037),(26 355.8362),(27 358.7216),(28 359.8808),(29 358.77347),(30 361.216),(31 360.1357),(32 360.00488),(33 359.41708),(34 357.24194),(35 358.82376),(36 360.9148),(37 362.09106),(38 366.0163),(39 366.88174),(40 365.8428),(41 365.9212),(42 367.54648),(43 367.7193),(44 369.2639),(45 370.0525),(46 370.1811),(47 370.01584),(48 370.56412),(49 371.4606),(50 370.7982),(51 374.2359),(52 374.1704),(53 373.98755),(54 374.69162),(55 373.5725),(56 372.7312),(57 373.8347),(58 373.10312),(59 371.49365),(60 368.11496),(61 369.83575),(62 371.42596),(63 370.16663),(64 372.1767),(65 371.59668),(66 370.14395),(67 369.2018),(68 371.6566),(69 370.6651),(70 371.8156),(71 369.93433),(72 366.20956),(73 364.92886),(74 369.92737),(75 370.58295),(76 370.65237),(77 371.16754),(78 369.5481),(79 369.19348),
(1 124.17812),(2 166.23282),(3 192.59785),(4 211.57304),(5 228.3183),(6 239.79932),(7 249.70633),(8 261.66034),(9 268.86087),(10 275.70865),(11 281.42087),(12 287.275),(13 291.44812),(14 294.67813),(15 297.63672),(16 299.62173),(17 306.79895),(18 312.13632),(19 316.18024),(20 318.19785),(21 321.4619),(22 324.13873),(23 327.93094),(24 329.48978),(25 330.22314),(26 332.92316),(27 337.22375),(28 338.93076),(29 338.57516),(30 339.74756),(31 338.9381),(32 338.78168),(33 337.52744),(34 338.94418),(35 336.32855),(36 336.9854),(37 337.29266),(38 341.18832),(39 342.13617),(40 343.1883),(41 344.75336),(42 345.4624),(43 344.87018),(44 346.29965),(45 347.87),(46 347.84012),(47 348.1261),(48 348.05786),(49 348.88458),(50 350.90103),(51 351.51965),(52 352.2625),(53 351.8699),(54 352.03732),(55 349.73587),(56 346.8318),(57 347.51465),(58 349.00287),(59 346.15265),(60 346.39554),(61 347.01984),(62 348.24234),(63 350.80728),(64 350.654),(65 352.03998),(66 351.95563),(67 351.85425),(68 354.231),(69 355.43704),(70 354.0478),(71 351.09607),(72 348.52466),(73 347.19812),(74 347.94104),(75 349.91336),(76 348.85208),(77 350.79074),(78 349.6996),(79 348.7795),
(1 120.928734),(2 160.7752),(3 185.03522),(4 202.99515),(5 219.19243),(6 230.64096),(7 239.4391),(8 251.08488),(9 259.08292),(10 265.6144),(11 272.08078),(12 277.5163),(13 280.03314),(14 281.62814),(15 282.60034),(16 285.62738),(17 290.6276),(18 296.61826),(19 298.47784),(20 299.98456),(21 303.6154),(22 303.79626),(23 306.4823),(24 307.53632),(25 309.88547),(26 309.96582),(27 312.00836),(28 314.42853),(29 314.50385),(30 313.4706),(31 315.1612),(32 313.36896),(33 312.50574),(34 316.5373),(35 316.44046),(36 315.31717),(37 317.08405),(38 321.34622),(39 322.21454),(40 322.6356),(41 321.42258),(42 322.20404),(43 320.1258),(44 320.9212),(45 322.57144),(46 324.55777),(47 324.66605),(48 325.10684),(49 325.66818),(50 324.41),(51 326.0035),(52 327.1649),(53 327.49838),(54 327.5848),(55 326.48706),(56 323.42355),(57 323.81003),(58 324.89624),(59 322.94543),(60 321.02267),(61 323.16605),(62 321.72626),(63 321.61218),(64 321.90945),(65 323.15472),(66 321.20218),(67 321.15897),(68 321.6701),(69 321.3656),(70 319.29227),(71 319.6285),(72 318.59314),(73 318.1411),(74 320.88107),(75 319.5723),(76 319.5858),(77 321.9137),(78 321.48355),(79 320.40076),
(1 119.39744),(2 158.98003),(3 185.44559),(4 202.50334),(5 217.95656),(6 229.76532),(7 241.18822),(8 253.69641),(9 263.5194),(10 272.46548),(11 280.18475),(12 286.2178),(13 290.4948),(14 294.45828),(15 298.75565),(16 301.6738),(17 307.89044),(18 310.75964),(19 313.41995),(20 316.4369),(21 320.64792),(22 321.10065),(23 322.95456),(24 327.81787),(25 327.12646),(26 327.10974),(27 328.034),(28 330.35458),(29 330.00006),(30 330.2867),(31 330.0619),(32 327.6516),(33 327.1213),(34 327.07697),(35 326.29977),(36 325.71863),(37 328.69827),(38 330.06552),(39 333.28207),(40 334.18076),(41 333.79016),(42 335.157),(43 338.04077),(44 339.28528),(45 339.95044),(46 340.73837),(47 341.87125),(48 342.56213),(49 341.98953),(50 340.5123),(51 340.27267),(52 339.45645),(53 340.40814),(54 340.01886),(55 339.67786),(56 338.35876),(57 337.72238),(58 337.105),(59 335.82498),(60 335.86963),(61 336.68124),(62 337.77118),(63 338.429),(64 338.912),(65 338.9931),(66 338.36475),(67 340.7595),(68 341.777),(69 342.90222),(70 343.25134),(71 342.02194),(72 339.19287),(73 338.30322),(74 341.86035),(75 339.7929),(76 337.1028),(77 336.6623),(78 337.43033),(79 333.9496),
(1 119.7578),(2 159.38806),(3 184.97414),(4 204.35019),(5 222.03769),(6 234.01842),(7 245.93823),(8 261.20874),(9 269.22748),(10 277.56146),(11 287.5464),(12 292.17938),(13 297.45166),(14 300.16653),(15 305.70477),(16 307.09454),(17 313.2643),(18 319.17746),(19 323.4386),(20 324.51648),(21 328.11792),(22 329.77182),(23 333.76974),(24 335.97717),(25 336.14047),(26 337.53442),(27 338.63245),(28 339.8471),(29 339.72543),(30 338.6368),(31 338.82712),(32 335.9123),(33 334.99368),(34 334.88995),(35 334.67007),(36 334.31967),(37 337.28894),(38 339.80225),(39 342.45154),(40 343.85764),(41 344.41245),(42 348.4317),(43 351.63553),(44 352.0919),(45 352.45587),(46 353.40265),(47 353.97147),(48 353.76904),(49 353.662),(50 354.24326),(51 355.00195),(52 354.13412),(53 353.90558),(54 353.20096),(55 351.89914),(56 350.46948),(57 348.13705),(58 346.32977),(59 343.5927),(60 343.20035),(61 343.40967),(62 342.90353),(63 345.17963),(64 346.9247),(65 345.5299),(66 345.96915),(67 346.3344),(68 348.256),(69 348.85507),(70 350.09033),(71 347.1213),(72 345.4237),(73 345.5271),(74 346.11566),(75 344.79294),(76 342.72784),(77 343.1992),(78 345.4061),(79 343.21558),
(1 119.24566),(2 157.16846),(3 183.6324),(4 203.01714),(5 220.96207),(6 235.01416),(7 248.50453),(8 261.61713),(9 270.01825),(10 278.36465),(11 286.64758),(12 290.57773),(13 291.9431),(14 292.53268),(15 296.47833),(16 298.37076),(17 301.66473),(18 307.27005),(19 309.23364),(20 310.52274),(21 312.86234),(22 315.20615),(23 316.85712),(24 317.51907),(25 317.9358),(26 319.55606),(27 322.75558),(28 325.08545),(29 324.2454),(30 322.6556),(31 321.55032),(32 322.35245),(33 322.63834),(34 321.57266),(35 321.2548),(36 322.0779),(37 324.9828),(38 327.85593),(39 328.83517),(40 328.77646),(41 330.813),(42 333.8765),(43 335.97745),(44 335.83347),(45 336.88956),(46 339.17786),(47 338.7964),(48 338.89038),(49 341.6943),(50 342.7902),(51 342.31546),(52 343.11453),(53 343.2141),(54 342.34152),(55 341.06583),(56 340.64117),(57 337.56073),(58 335.99652),(59 335.40686),(60 336.84204),(61 338.51236),(62 336.90903),(63 338.43304),(64 338.3867),(65 340.63437),(66 342.0107),(67 340.45743),(68 343.6785),(69 344.90448),(70 342.42032),(71 340.9421),(72 340.24286),(73 337.5401),(74 334.62323),(75 332.61536),(76 331.2647),(77 331.55048),(78 330.78693),(79 328.32526),
(1 117.17712),(2 154.91621),(3 180.67554),(4 198.75287),(5 215.93033),(6 229.16754),(7 239.15074),(8 253.19942),(9 260.27863),(10 270.29227),(11 278.90186),(12 283.4057),(13 285.57544),(14 285.7129),(15 290.3755),(16 291.124),(17 295.75916),(18 298.9257),(19 300.35727),(20 304.19836),(21 304.52295),(22 306.2484),(23 307.63858),(24 308.01648),(25 309.81772),(26 310.16312),(27 314.24542),(28 314.66718),(29 313.5901),(30 313.21808),(31 314.40817),(32 317.15488),(33 318.57614),(34 319.6626),(35 320.63132),(36 322.2733),(37 324.22876),(38 323.76392),(39 325.02917),(40 321.43478),(41 322.17377),(42 323.5448),(43 324.2347),(44 325.17825),(45 322.35275),(46 323.47812),(47 319.8157),(48 316.90152),(49 319.53735),(50 321.2965),(51 322.6485),(52 323.63382),(53 325.30576),(54 324.90076),(55 324.61353),(56 325.46164),(57 326.49823),(58 327.03433),(59 324.75638),(60 325.24216),(61 326.31815),(62 326.68362),(63 326.2157),(64 325.71454),(65 327.05566),(66 329.35596),(67 327.61887),(68 329.70917),(69 330.35382),(70 330.08313),(71 329.29083),(72 327.00912),(73 325.44565),(74 324.87207),(75 326.25757),(76 323.43716),(77 325.43198),(78 323.1476),(79 320.13788),
(1 116.99188),(2 153.28696),(3 179.6263),(4 196.15117),(5 212.24129),(6 224.92155),(7 235.28285),(8 249.32957),(9 259.4263),(10 268.96768),(11 275.89166),(12 281.88135),(13 288.96506),(14 292.40335),(15 294.8317),(16 297.93018),(17 303.58066),(18 306.55066),(19 312.89273),(20 316.7132),(21 319.89758),(22 321.74405),(23 326.29507),(24 327.5053),(25 328.21942),(26 329.60666),(27 333.48706),(28 334.19205),(29 332.29556),(30 332.70572),(31 331.33588),(32 332.325),(33 331.48218),(34 333.51785),(35 335.52628),(36 336.58386),(37 338.18558),(38 338.42908),(39 337.47528),(40 335.72055),(41 338.87534),(42 340.75998),(43 339.99338),(44 340.0748),(45 338.4748),(46 339.07965),(47 334.25674),(48 331.01273),(49 331.21112),(50 333.60263),(51 333.05853),(52 333.69763),(53 335.16415),(54 335.53925),(55 335.29828),(56 335.4877),(57 335.14548),(58 335.57278),(59 336.19662),(60 336.87805),(61 338.93372),(62 335.59344),(63 335.722),(64 335.7194),(65 335.59714),(66 334.76035),(67 334.7574),(68 335.21518),(69 332.77554),(70 331.39346),(71 328.37003),(72 327.00073),(73 324.2902),(74 326.6222),(75 329.73334),(76 331.42673),(77 331.46646),(78 331.13177),(79 330.09317),
(1 115.6432),(2 152.04362),(3 174.97987),(4 193.02435),(5 207.99854),(6 221.7103),(7 233.47717),(8 247.80925),(9 256.60754),(10 266.79166),(11 273.3272),(12 279.4893),(13 285.186),(14 288.3793),(15 290.65424),(16 292.14938),(17 297.82968),(18 299.54633),(19 303.18506),(20 306.21945),(21 309.84888),(22 314.33078),(23 319.65277),(24 321.87778),(25 321.58167),(26 323.5932),(27 326.10193),(28 326.78333),(29 326.07104),(30 326.2391),(31 325.9251),(32 325.96478),(33 323.62708),(34 324.4804),(35 323.56573),(36 324.91568),(37 325.6202),(38 325.64685),(39 326.2221),(40 326.4177),(41 328.52896),(42 331.99054),(43 332.80878),(44 330.90872),(45 330.07996),(46 329.21738),(47 326.52277),(48 324.97473),(49 325.7461),(50 327.45032),(51 325.07193),(52 324.63354),(53 323.77557),(54 321.35004),(55 320.2606),(56 321.3995),(57 321.1904),(58 320.63043),(59 321.6993),(60 321.09262),(61 322.93646),(62 324.53064),(63 325.16296),(64 327.20905),(65 326.72018),(66 326.60394),(67 328.70816),(68 328.59167),(69 328.852),(70 327.3654),(71 327.62775),(72 325.85025),(73 324.48083),(74 325.20563),(75 326.96707),(76 325.79944),(77 324.74402),(78 323.74118),(79 322.50922),
(1 115.328995),(2 151.66632),(3 175.40604),(4 195.9005),(5 209.59451),(6 223.8623),(7 233.9737),(8 245.39203),(9 254.30138),(10 263.4635),(11 272.16852),(12 275.3452),(13 280.17294),(14 284.40933),(15 287.20956),(16 288.19778),(17 294.45477),(18 299.4695),(19 302.8299),(20 304.24),(21 306.53055),(22 307.99902),(23 313.97937),(24 315.54373),(25 315.21832),(26 317.36066),(27 321.58163),(28 322.89096),(29 320.5818),(30 319.83694),(31 319.08963),(32 319.53864),(33 318.0359),(34 319.1102),(35 319.25537),(36 318.14496),(37 320.45047),(38 322.91245),(39 323.92154),(40 322.88757),(41 324.1914),(42 326.94257),(43 329.0496),(44 328.20233),(45 329.21274),(46 329.9136),(47 329.8926),(48 328.2651),(49 326.89047),(50 329.0781),(51 333.03635),(52 334.20016),(53 334.1277),(54 332.72717),(55 331.90677),(56 329.92847),(57 328.65784),(58 328.54385),(59 327.6407),(60 326.6015),(61 328.06897),(62 327.946),(63 328.8934),(64 329.77792),(65 329.7968),(66 330.6343),(67 333.10403),(68 333.21564),(69 333.33777),(70 333.1621),(71 333.16217),(72 334.1428),(73 334.52167),(74 334.6682),(75 333.48166),(76 330.09564),(77 328.50952),(78 330.8918),(79 328.74213),
