1.5,2.5,3.5,4.5,5.5,6.5,7.5,8.5,9.5,10.5,11.5,12.5,13.5,14.5,15.5,16.5,17.5,18.5,19.5,20.5,21.5,22.5,23.5,24.5,25.5,26.5,27.5,28.5,29.5,30.5,31.5,32.5,33.5,34.5,35.5,36.5,37.5,38.5,39.5,40.5,41.5,42.5,43.5,44.5,45.5,46.5,47.5,48.5,49.5,50.5,51.5,52.5,53.5,54.5,55.5,56.5,57.5,58.5,59.5,60.5,61.5,62.5,63.5,64.5,65.5,66.5,67.5,68.5,69.5,70.5,71.5,72.5,73.5,74.5,75.5,76.5,77.5,78.5,79.5,80.5,81.5,82.5,83.5,84.5,85.5,86.5,87.5,88.5,89.5,90.5,91.5,92.5,93.5,94.5,95.5,96.5,97.5,98.5,99.5,100.5,101.5,102.5,103.5,104.5,105.5,106.5,107.5,108.5,109.5,110.5,111.5,112.5,113.5,114.5,115.5,116.5,117.5,118.5,119.5,120.5,121.5,122.5,123.5,124.5,125.5,126.5,127.5,128.5,129.5,130.5,131.5,132.5,133.5,134.5,135.5,136.5,137.5,138.5,139.5,140.5,141.5,142.5,143.5,144.5,145.5,146.5,147.5,148.5,149.5,150.5,151.5,152.5,153.5,154.5,155.5,156.5,157.5,158.5,159.5,160.5,161.5,162.5,163.5,164.5,165.5,166.5,167.5,168.5,169.5,170.5,171.5,172.5,173.5,174.5,175.5,176.5,177.5,178.5,179.5,180.5,181.5,182.5,183.5,184.5,185.5,186.5,187.5,188.5,189.5,190.5,191.5,192.5,193.5,194.5,195.5,196.5,197.5,198.5,199.5,200.5,201.5,202.5,203.5,204.5,205.5,206.5,207.5,208.5,209.5,210.5,211.5,212.5,213.5,214.5,215.5,216.5,217.5,218.5,219.5,220.5,221.5,222.5,223.5,224.5,225.5,226.5,227.5,228.5,229.5,230.5,231.5,232.5,233.5,234.5,235.5,236.5,237.5,238.5,239.5,240.5,241.5,242.5,243.5,244.5,245.5,246.5,247.5,248.5,249.5,250.5,251.5,252.5,253.5,254.5,255.5,256.5,257.5,258.5,259.5,260.5,261.5,262.5,263.5,264.5,265.5,266.5,267.5,268.5,269.5,270.5,271.5,272.5,273.5,274.5,275.5,276.5,277.5,278.5,279.5,280.5,281.5,282.5,283.5,284.5,285.5,286.5,287.5,288.5,289.5,290.5,291.5,292.5,293.5,294.5,295.5,296.5,297.5,298.5,299.5,300.5,301.5,302.5,303.5,304.5,305.5,306.5,307.5,308.5,309.5,310.5,311.5,312.5,313.5,314.5,315.5,316.5,317.5,318.5,319.5,320.5,321.5,322.5,323.5,324.5,325.5,326.5,327.5,328.5,329.5,330.5,331.5,332.5,333.5,334.5,335.5,336.5,337.5,338.5,339.5,340.5,341.5,342.5,343.5,344.5,345.5,346.5,347.5,348.5,349.5,350.5,351.5,352.5,353.5,354.5,355.5,356.5,357.5,358.5,359.5,360.5,361.5,362.5,363.5,364.5,365.5,366.5,367.5,368.5,369.5,370.5,371.5,372.5,373.5,374.5,375.5,376.5,377.5,378.5,379.5,380.5,381.5,382.5,383.5,384.5,385.5,386.5,387.5,388.5,389.5,390.5,391.5,392.5,393.5,394.5,395.5,396.5,397.5,398.5,399.5,400.5,401.5,402.5,403.5,404.5,405.5,406.5,407.5,408.5,409.5,410.5,411.5,412.5,413.5,414.5,415.5,416.5,417.5,418.5,419.5,420.5,421.5,422.5,423.5,424.5,425.5,426.5,427.5,428.5,429.5,430.5,431.5,432.5,433.5,434.5,435.5,436.5,437.5,438.5,439.5,440.5,441.5,442.5,443.5,444.5,445.5,446.5,447.5,448.5,449.5,450.5,451.5,452.5,453.5,454.5,455.5,456.5,457.5,458.5,459.5,460.5,461.5,462.5,463.5,464.5,465.5,466.5,467.5,468.5,469.5,470.5,471.5,472.5,473.5,474.5,475.5,476.5,477.5,478.5,479.5,480.5,481.5,482.5,483.5,484.5,485.5,486.5,487.5,488.5,489.5,490.5,491.5,492.5,493.5,494.5,495.5,496.5,497.5,498.5,499.5,
(1 196009.19),(2 710338.2),(3 1457308),(4 2307633.8),(5 3225780),(6 4162388.8),(7 5049569.5),(8 5923892),(9 6726832),(10 7554110),(11 8528691),(12 9454508),(13 10412235),(14 11324301),(15 11991291),(16 12629123),(17 13236179),(18 13854272),(19 14420005),(20 14823036),(21 15261256),(22 15627435),(23 15709832),(24 15701704),(25 15633560),(26 15628277),(27 15687955),(28 15942365),(29 16379875),(30 17101696),(31 17923294),(32 18790328),(33 19381064),(34 19784264),(35 20170422),(36 20513216),(37 20707066),(38 20883256),(39 21300574),(40 21838496),(41 22642042),(42 23507760),(43 24391958),(44 25365534),(45 26340842),(46 27074362),(47 27673930),(48 27977994),(49 27876198),(50 27612822),(51 27383818),(52 27150726),(53 26992470),(54 26875144),(55 26871834),(56 27006402),(57 27394352),(58 27822848),(59 28306282),(60 28745554),(61 29114554),(62 29454474),(63 29795184),(64 29897630),(65 29971096),(66 29975090),(67 29858208),(68 29891606),(69 29818302),(70 29835526),(71 29963962),(72 30234306),(73 30643246),(74 31080814),(75 31560970),(76 32235830),(77 32982754),(78 33548784),(79 33895852),
(1 57.20668),(2 64.544106),(3 70.75906),(4 74.140144),(5 77.65513),(6 79.3274),(7 81.25913),(8 82.25739),(9 83.96361),(10 85.73671),(11 86.04768),(12 86.78829),(13 88.59152),(14 88.53455),(15 88.37439),(16 89.578316),(17 89.97529),(18 88.980484),(19 89.912445),(20 90.12622),(21 89.70826),(22 90.01359),(23 89.67616),(24 88.999146),(25 90.24379),(26 90.33648),(27 89.14521),(28 89.64637),(29 89.87404),(30 89.676796),(31 90.356384),(32 89.62935),(33 90.17675),(34 89.29067),(35 90.654),(36 91.22138),(37 92.09955),(38 92.97862),(39 92.04267),(40 92.60472),(41 92.96359),(42 93.56718),(43 93.01611),(44 93.76949),(45 94.32637),(46 94.11713),(47 93.227776),(48 95.46031),(49 96.26821),(50 95.12257),(51 95.11363),(52 95.173615),(53 95.48166),(54 95.18829),(55 94.94054),(56 95.65712),(57 94.978645),(58 95.4462),(59 94.60572),(60 94.60691),(61 92.81494),(62 92.47105),(63 92.40083),(64 93.54203),(65 93.182106),(66 94.40319),(67 94.39604),(68 95.13809),(69 95.03649),(70 94.600586),(71 93.7958),(72 94.48635),(73 94.137505),(74 94.27605),(75 94.023834),(76 93.69918),(77 93.42556),(78 93.92177),(79 93.653145),
(1 55.67374),(2 63.555088),(3 68.25682),(4 72.637764),(5 75.46364),(6 77.36214),(7 78.75703),(8 80.88868),(9 83.30376),(10 84.197556),(11 85.16731),(12 86.86281),(13 87.40332),(14 88.17151),(15 87.70687),(16 88.51639),(17 89.27253),(18 88.73513),(19 88.8919),(20 88.52859),(21 88.72554),(22 88.482475),(23 88.37754),(24 88.63052),(25 89.79114),(26 89.35559),(27 88.32687),(28 89.20623),(29 89.2958),(30 89.04121),(31 88.6457),(32 89.041245),(33 89.76168),(34 89.23756),(35 90.25472),(36 90.81869),(37 90.78618),(38 90.8192),(39 90.85486),(40 91.349144),(41 91.96644),(42 91.55919),(43 92.75848),(44 93.584656),(45 93.3071),(46 93.78212),(47 93.44933),(48 94.01284),(49 94.36432),(50 93.87125),(51 93.25185),(52 93.83892),(53 93.85648),(54 94.5668),(55 94.77495),(56 94.0412),(57 93.85517),(58 93.72044),(59 93.26994),(60 93.72365),(61 92.37825),(62 92.91562),(63 91.96093),(64 92.266846),(65 92.21657),(66 92.86308),(67 92.73033),(68 92.73699),(69 93.33549),(70 91.91199),(71 92.649345),(72 92.841225),(73 93.55859),(74 92.60558),(75 91.47735),(76 92.078926),(77 92.404106),(78 94.07141),(79 93.472916),
(1 56.672413),(2 63.86285),(3 68.79798),(4 72.31876),(5 75.05425),(6 77.388504),(7 79.96514),(8 81.426994),(9 82.683334),(10 83.95396),(11 86.42608),(12 87.18574),(13 88.6999),(14 89.50246),(15 88.76079),(16 88.887794),(17 88.36838),(18 89.768715),(19 89.8138),(20 89.07243),(21 89.682495),(22 89.951065),(23 89.13931),(24 90.32506),(25 90.51126),(26 90.92013),(27 90.858215),(28 91.36887),(29 90.3274),(30 90.40305),(31 91.03175),(32 90.27135),(33 91.638626),(34 91.48497),(35 91.79171),(36 92.186),(37 91.94759),(38 93.32257),(39 92.21171),(40 92.44737),(41 92.75063),(42 93.096855),(43 92.57334),(44 93.40101),(45 93.89178),(46 94.42019),(47 95.14222),(48 97.08895),(49 97.30088),(50 96.33041),(51 96.62561),(52 95.98214),(53 96.68581),(54 96.93419),(55 96.47757),(56 97.08245),(57 95.91802),(58 96.15522),(59 94.54899),(60 94.69872),(61 93.07729),(62 93.600685),(63 92.784256),(64 93.893074),(65 93.57359),(66 93.554634),(67 94.310265),(68 94.24863),(69 93.521576),(70 93.55223),(71 92.88956),(72 92.6219),(73 93.03193),(74 94.10228),(75 93.232834),(76 93.35165),(77 94.056816),(78 95.194336),(79 94.1984),
(1 55.34715),(2 62.85499),(3 67.41444),(4 71.50743),(5 74.56005),(6 77.64906),(7 79.312386),(8 81.370926),(9 82.887634),(10 83.3736),(11 85.07636),(12 86.56402),(13 87.77517),(14 89.12606),(15 88.323494),(16 89.65766),(17 89.891045),(18 90.790276),(19 91.5309),(20 91.15787),(21 90.95998),(22 91.56666),(23 90.848305),(24 90.999695),(25 91.029594),(26 91.00674),(27 89.69957),(28 88.90459),(29 89.170494),(30 88.949196),(31 88.68571),(32 88.230545),(33 89.3191),(34 88.78801),(35 89.97484),(36 89.81274),(37 90.12335),(38 91.05993),(39 89.41396),(40 90.43206),(41 90.57346),(42 90.79463),(43 90.70273),(44 92.44561),(45 92.637314),(46 92.70146),(47 92.53559),(48 94.15356),(49 94.19866),(50 94.72224),(51 94.9475),(52 94.642166),(53 94.73733),(54 95.02205),(55 94.2077),(56 94.60997),(57 94.361496),(58 94.105316),(59 93.457565),(60 93.631256),(61 93.10372),(62 92.642654),(63 92.61627),(64 92.857895),(65 92.82516),(66 91.92274),(67 93.24199),(68 92.83114),(69 92.636055),(70 91.79348),(71 92.506294),(72 93.09758),(73 92.95448),(74 93.00483),(75 92.68284),(76 93.50931),(77 94.37957),(78 93.893814),(79 93.167595),
(1 55.385376),(2 62.639908),(3 66.99539),(4 71.470924),(5 74.54964),(6 77.39024),(7 77.799164),(8 79.220856),(9 81.03804),(10 81.981384),(11 82.79417),(12 84.89638),(13 85.262245),(14 86.22865),(15 85.775375),(16 86.45482),(17 86.31921),(18 86.40224),(19 86.11718),(20 86.50811),(21 86.33518),(22 87.46212),(23 86.13555),(24 86.71643),(25 87.47011),(26 87.408875),(27 86.16277),(28 86.32592),(29 86.266495),(30 86.38719),(31 87.39828),(32 87.71329),(33 88.33756),(34 89.17627),(35 88.753555),(36 88.755745),(37 89.56409),(38 89.44797),(39 89.82884),(40 90.567406),(41 91.155106),(42 90.78918),(43 91.69246),(44 91.32026),(45 91.426926),(46 91.55968),(47 91.99484),(48 92.63164),(49 93.14496),(50 93.200066),(51 93.42302),(52 94.08088),(53 92.59196),(54 92.716385),(55 93.36149),(56 92.19124),(57 92.74282),(58 92.73667),(59 92.67812),(60 92.33788),(61 91.34638),(62 91.4641),(63 91.66756),(64 91.10597),(65 90.98694),(66 90.57193),(67 91.505974),(68 91.31133),(69 90.17263),(70 89.10253),(71 90.00882),(72 89.87173),(73 89.62776),(74 90.76792),(75 90.143845),(76 90.91695),(77 91.82728),(78 92.18679),(79 91.73335),
(1 54.885338),(2 62.93813),(3 66.7926),(4 70.584274),(5 73.98392),(6 77.07327),(7 78.23622),(8 78.81046),(9 80.05079),(10 80.67142),(11 82.43973),(12 84.13648),(13 84.80076),(14 85.352516),(15 84.63508),(16 85.690025),(17 85.90282),(18 87.17397),(19 86.91762),(20 87.32867),(21 87.452255),(22 87.407486),(23 86.638824),(24 87.11889),(25 88.03162),(26 87.78614),(27 86.81233),(28 87.43553),(29 87.3783),(30 87.10576),(31 88.18048),(32 87.22038),(33 87.80104),(34 88.406235),(35 88.32912),(36 88.25309),(37 89.58124),(38 89.75671),(39 90.12657),(40 90.77965),(41 90.92037),(42 90.65399),(43 91.850914),(44 92.30694),(45 92.14727),(46 93.18207),(47 92.15543),(48 93.87251),(49 95.01268),(50 95.36781),(51 95.62574),(52 95.56689),(53 94.3008),(54 94.65979),(55 95.149475),(56 93.79619),(57 94.042496),(58 93.64102),(59 93.54528),(60 93.09123),(61 92.29561),(62 92.94812),(63 93.54162),(64 93.83561),(65 93.557274),(66 93.460915),(67 94.00215),(68 93.50061),(69 92.42526),(70 92.63999),(71 92.38298),(72 92.1488),(73 91.90052),(74 92.55817),(75 91.85535),(76 92.08673),(77 91.79901),(78 91.41694),(79 91.781624),
(1 54.60285),(2 61.898914),(3 67.91831),(4 71.682915),(5 74.27715),(6 76.827255),(7 78.03593),(8 79.724365),(9 80.88548),(10 82.1229),(11 82.86881),(12 83.394745),(13 84.58846),(14 86.13532),(15 85.55962),(16 85.823),(17 86.58187),(18 87.5983),(19 87.95162),(20 86.6463),(21 87.60774),(22 87.72323),(23 86.82445),(24 87.528564),(25 87.285286),(26 86.88041),(27 86.26879),(28 86.67273),(29 86.83567),(30 87.5176),(31 87.14128),(32 87.21684),(33 87.45261),(34 86.823456),(35 86.27862),(36 86.69699),(37 86.444916),(38 87.5269),(39 87.09246),(40 87.63411),(41 88.64174),(42 88.823814),(43 89.19188),(44 89.983),(45 90.42749),(46 91.14878),(47 91.47837),(48 92.28668),(49 92.44037),(50 92.71957),(51 92.52044),(52 92.249565),(53 92.75319),(54 92.80738),(55 93.19414),(56 92.854904),(57 93.043),(58 92.79422),(59 92.104744),(60 91.99738),(61 91.483795),(62 90.854065),(63 91.297005),(64 90.262344),(65 90.78939),(66 91.34275),(67 91.67444),(68 91.07092),(69 90.84357),(70 90.81214),(71 90.07863),(72 90.269554),(73 91.31841),(74 91.455284),(75 91.0504),(76 91.46156),(77 92.53202),(78 91.18288),(79 90.901474),
(1 53.942707),(2 61.450916),(3 66.91967),(4 70.152565),(5 72.75336),(6 75.98609),(7 77.697815),(8 78.822945),(9 79.78418),(10 81.44412),(11 82.699715),(12 83.912056),(13 85.430664),(14 86.715744),(15 86.89792),(16 85.78059),(17 86.40493),(18 87.210495),(19 86.65784),(20 86.55955),(21 87.2848),(22 87.72504),(23 86.81571),(24 87.675575),(25 88.327484),(26 88.68673),(27 88.32781),(28 87.9436),(29 87.939064),(30 88.86024),(31 88.519875),(32 88.703705),(33 89.11701),(34 88.66725),(35 88.49825),(36 88.72775),(37 88.25534),(38 88.72298),(39 88.96854),(40 88.824104),(41 90.14942),(42 89.9542),(43 89.99664),(44 90.19276),(45 91.03052),(46 90.92083),(47 91.99436),(48 92.90035),(49 93.23808),(50 92.61649),(51 92.55527),(52 92.35402),(53 92.89186),(54 93.50372),(55 93.57641),(56 93.039154),(57 92.5768),(58 92.358925),(59 91.709755),(60 91.3239),(61 90.47096),(62 89.91046),(63 90.15269),(64 89.76353),(65 89.29723),(66 89.42384),(67 90.85358),(68 91.43817),(69 90.78148),(70 91.528305),(71 90.429474),(72 90.495766),(73 91.3116),(74 91.94049),(75 90.105286),(76 90.847664),(77 91.00087),(78 91.963066),(79 91.87517),
(1 53.412518),(2 61.072598),(3 66.38784),(4 70.082825),(5 73.11494),(6 75.00661),(7 77.392296),(8 79.05703),(9 80.6973),(10 82.22046),(11 81.78092),(12 83.21899),(13 84.48259),(14 85.07384),(15 85.50697),(16 86.360565),(17 86.59756),(18 86.92006),(19 87.1582),(20 88.3292),(21 88.01818),(22 87.664314),(23 87.44479),(24 87.96507),(25 88.79897),(26 88.094315),(27 88.31708),(28 88.234535),(29 87.55107),(30 88.257675),(31 89.069),(32 88.63036),(33 89.26211),(34 90.228165),(35 90.25117),(36 91.34351),(37 90.53831),(38 90.56004),(39 90.25734),(40 90.31573),(41 91.238785),(42 91.561295),(43 92.748665),(44 93.59858),(45 93.82536),(46 93.29501),(47 93.51011),(48 93.33128),(49 93.845924),(50 94.153854),(51 93.64459),(52 93.48683),(53 93.968414),(54 94.21788),(55 94.413765),(56 94.26846),(57 93.9755),(58 92.496796),(59 92.74461),(60 92.441025),(61 92.000084),(62 92.36214),(63 91.15709),(64 91.710846),(65 92.242935),(66 91.16848),(67 91.94649),(68 91.83133),(69 91.71391),(70 90.04278),(71 90.401955),(72 90.49741),(73 91.4387),(74 91.92425),(75 90.354515),(76 90.34487),(77 90.74371),(78 92.22551),(79 92.01541),
(1 53.32611),(2 61.39159),(3 67.35723),(4 70.88138),(5 73.58866),(6 76.27489),(7 78.463844),(8 79.56249),(9 80.40072),(10 80.58399),(11 82.523994),(12 82.76381),(13 84.23522),(14 84.645195),(15 84.22815),(16 85.29234),(17 85.51784),(18 84.826164),(19 86.10595),(20 86.45024),(21 86.38332),(22 86.984245),(23 86.88789),(24 86.50756),(25 86.862946),(26 86.80092),(27 87.29249),(28 86.56249),(29 86.611244),(30 87.01683),(31 87.38023),(32 86.49176),(33 87.31274),(34 86.83421),(35 86.51524),(36 87.00534),(37 87.63698),(38 87.981865),(39 87.80062),(40 88.564255),(41 88.69698),(42 89.26177),(43 89.50907),(44 90.06303),(45 90.121666),(46 90.27224),(47 91.27157),(48 91.94335),(49 92.54591),(50 92.32736),(51 91.69617),(52 92.10964),(53 92.12313),(54 91.84063),(55 91.72153),(56 91.11274),(57 90.71285),(58 90.62333),(59 90.12543),(60 90.22913),(61 89.88412),(62 89.54623),(63 88.60865),(64 88.72519),(65 89.795135),(66 89.767365),(67 90.71512),(68 91.43615),(69 90.907814),(70 90.44469),(71 89.509224),(72 89.51888),(73 90.505585),(74 90.425186),(75 90.118416),(76 90.881805),(77 90.536156),(78 92.338455),(79 92.03101),
(1 54.63617),(2 62.6465),(3 68.201866),(4 69.91015),(5 74.30074),(6 77.20705),(7 78.69278),(8 80.5586),(9 82.239075),(10 82.37489),(11 84.10089),(12 84.60718),(13 85.72928),(14 86.60492),(15 85.05831),(16 84.77247),(17 85.811424),(18 86.67659),(19 87.02367),(20 87.37848),(21 86.45661),(22 87.74842),(23 88.13538),(24 87.74683),(25 86.99757),(26 87.77558),(27 86.796364),(28 86.14227),(29 85.713875),(30 86.347466),(31 87.81094),(32 87.99228),(33 88.560036),(34 88.56123),(35 89.76089),(36 89.63612),(37 89.4857),(38 90.719666),(39 90.092545),(40 90.1211),(41 91.14821),(42 91.13913),(43 91.80694),(44 91.52695),(45 91.3049),(46 92.06941),(47 91.48605),(48 92.445595),(49 93.65592),(50 93.52048),(51 92.880585),(52 92.45943),(53 93.01384),(54 93.79708),(55 93.73805),(56 92.94485),(57 92.7823),(58 92.68306),(59 92.28472),(60 91.9168),(61 91.42497),(62 91.830345),(63 90.93267),(64 90.34265),(65 91.22487),(66 91.15658),(67 91.41752),(68 91.746284),(69 90.63725),(70 91.44317),(71 91.48987),(72 91.1832),(73 91.76496),(74 91.64793),(75 92.07399),(76 91.77129),(77 91.959625),(78 92.18077),(79 90.73536),
(1 52.72488),(2 60.010403),(3 65.82197),(4 68.75152),(5 72.203186),(6 73.44404),(7 74.06869),(8 76.07716),(9 77.78617),(10 78.62512),(11 79.439766),(12 81.048775),(13 82.54027),(14 82.459816),(15 82.3403),(16 82.333664),(17 82.199646),(18 83.42507),(19 83.39808),(20 82.79889),(21 83.59705),(22 83.13589),(23 83.758766),(24 83.14313),(25 83.9206),(26 84.66269),(27 84.34731),(28 84.85744),(29 84.05127),(30 84.59845),(31 84.72707),(32 83.99469),(33 84.624016),(34 83.27774),(35 84.54456),(36 84.89533),(37 84.930534),(38 85.89243),(39 85.85018),(40 85.954216),(41 85.866714),(42 86.839226),(43 86.3317),(44 86.78808),(45 87.314835),(46 87.9336),(47 88.008606),(48 88.147285),(49 88.89484),(50 89.0912),(51 88.06837),(52 87.49697),(53 88.15589),(54 88.34215),(55 88.83826),(56 88.50675),(57 87.90533),(58 88.43119),(59 87.36317),(60 87.573166),(61 87.7736),(62 87.37247),(63 86.29533),(64 86.86752),(65 87.37723),(66 88.08638),(67 87.70352),(68 87.94017),(69 87.63346),(70 86.72472),(71 86.806694),(72 86.723564),(73 87.16882),(74 87.488716),(75 86.70889),(76 86.773285),(77 87.29462),(78 87.07923),(79 86.669945),
(1 52.423813),(2 60.569023),(3 64.70704),(4 68.99705),(5 71.88572),(6 73.75191),(7 75.52192),(8 77.274506),(9 77.89665),(10 79.1864),(11 80.692726),(12 81.79551),(13 82.69422),(14 83.53185),(15 83.28125),(16 83.67942),(17 83.917175),(18 84.7215),(19 84.03513),(20 84.996864),(21 85.357605),(22 85.8209),(23 84.55662),(24 84.74639),(25 84.65355),(26 84.15919),(27 84.46533),(28 84.07425),(29 84.30314),(30 85.22228),(31 85.18746),(32 86.052086),(33 86.4304),(34 85.26875),(35 86.112175),(36 86.55371),(37 86.93152),(38 87.77537),(39 87.495476),(40 88.170135),(41 89.03935),(42 88.64841),(43 89.371185),(44 89.98531),(45 89.66325),(46 89.257805),(47 89.886986),(48 91.06366),(49 91.13452),(50 90.31621),(51 90.40752),(52 90.31983),(53 90.770164),(54 90.53976),(55 90.78972),(56 90.39444),(57 89.9242),(58 90.45078),(59 89.669266),(60 89.94822),(61 89.8283),(62 88.069244),(63 88.46971),(64 87.85039),(65 88.33016),(66 88.60632),(67 88.51582),(68 88.37369),(69 88.23822),(70 88.50133),(71 87.81131),(72 89.10051),(73 89.54971),(74 89.37946),(75 89.16849),(76 89.45076),(77 89.87518),(78 88.611374),(79 87.81401),
(1 52.573524),(2 60.414036),(3 65.7475),(4 68.8616),(5 71.90372),(6 73.362915),(7 75.11366),(8 76.78238),(9 77.90053),(10 79.41608),(11 80.54113),(12 81.88167),(13 83.4824),(14 84.32007),(15 83.556366),(16 83.36322),(17 83.61355),(18 83.293816),(19 83.73829),(20 84.210594),(21 84.30742),(22 84.782135),(23 84.829704),(24 84.5782),(25 84.14528),(26 84.36016),(27 83.89057),(28 83.92616),(29 83.53194),(30 83.3615),(31 83.38589),(32 83.80274),(33 85.20109),(34 84.81314),(35 85.104965),(36 85.05605),(37 85.431885),(38 85.7554),(39 85.268364),(40 85.63449),(41 86.87121),(42 86.43706),(43 86.644104),(44 88.16294),(45 87.98691),(46 88.47961),(47 89.16132),(48 89.323555),(49 89.60514),(50 90.01486),(51 90.184425),(52 89.964424),(53 90.45799),(54 89.67956),(55 89.678795),(56 89.6464),(57 89.28619),(58 89.04047),(59 89.32726),(60 89.61374),(61 89.262054),(62 88.70508),(63 88.10413),(64 88.40094),(65 89.043625),(66 88.04381),(67 88.37331),(68 88.31112),(69 87.63249),(70 87.75273),(71 88.28988),(72 87.85421),(73 88.536644),(74 89.4125),(75 88.15515),(76 87.5818),(77 87.899536),(78 88.637245),(79 88.75368),
(1 53.909527),(2 61.334103),(3 66.58909),(4 69.15087),(5 73.40633),(6 74.68337),(7 75.71736),(8 77.54633),(9 79.9305),(10 80.91366),(11 80.82523),(12 82.79002),(13 83.010376),(14 85.23184),(15 85.00299),(16 85.59026),(17 85.828354),(18 86.47819),(19 86.06428),(20 87.231705),(21 86.327675),(22 86.045395),(23 85.94146),(24 86.43953),(25 86.35383),(26 85.70032),(27 86.128586),(28 85.84236),(29 86.138466),(30 85.84027),(31 86.12246),(32 85.86552),(33 86.58826),(34 86.680374),(35 86.63381),(36 87.39882),(37 88.07926),(38 89.27086),(39 88.35333),(40 88.81474),(41 88.89717),(42 88.51535),(43 88.080894),(44 89.18691),(45 90.13932),(46 89.10566),(47 89.81437),(48 90.12427),(49 90.860306),(50 90.3903),(51 91.02332),(52 91.73303),(53 91.46354),(54 91.99824),(55 92.516785),(56 92.51102),(57 91.1483),(58 90.56807),(59 90.35942),(60 89.85425),(61 89.94398),(62 89.403786),(63 89.033844),(64 89.15919),(65 88.70289),(66 89.44451),(67 89.862625),(68 90.39417),(69 89.89771),(70 90.5863),(71 89.498795),(72 89.781136),(73 90.00692),(74 90.38175),(75 89.48151),(76 89.84863),(77 89.7304),(78 90.32764),(79 89.592636),
(1 53.327488),(2 60.667908),(3 65.6173),(4 69.15159),(5 73.2973),(6 76.61257),(7 76.86907),(8 77.89812),(9 80.09619),(10 80.53428),(11 81.894264),(12 82.62359),(13 83.72978),(14 84.86189),(15 85.25763),(16 84.97862),(17 84.6078),(18 85.361305),(19 85.501595),(20 85.427025),(21 84.245575),(22 84.55991),(23 84.565704),(24 84.265076),(25 85.14163),(26 84.597015),(27 84.96188),(28 85.207825),(29 84.25108),(30 84.13899),(31 84.48861),(32 84.57292),(33 85.19235),(34 85.49795),(35 85.78966),(36 86.20534),(37 86.50736),(38 86.562386),(39 85.26328),(40 85.353714),(41 85.593636),(42 87.05499),(43 87.56288),(44 87.35021),(45 87.81775),(46 88.58367),(47 88.10657),(48 88.4267),(49 88.93084),(50 89.13161),(51 89.633255),(52 90.02366),(53 90.38076),(54 90.919174),(55 91.101036),(56 90.52979),(57 89.45738),(58 89.17827),(59 89.06474),(60 89.70133),(61 88.983505),(62 88.650024),(63 88.81252),(64 88.91213),(65 88.56527),(66 88.38837),(67 88.89475),(68 89.38643),(69 89.387474),(70 89.75958),(71 89.23615),(72 88.56001),(73 89.235695),(74 89.546455),(75 89.48653),(76 89.7819),(77 90.06048),(78 90.67074),(79 89.53075),
(1 52.057034),(2 59.51496),(3 64.41525),(4 67.890625),(5 70.715866),(6 72.3279),(7 73.47558),(8 75.092255),(9 77.47981),(10 78.22025),(11 79.68578),(12 79.772514),(13 81.408905),(14 82.36598),(15 82.19205),(16 82.28656),(17 82.162155),(18 82.466774),(19 82.390144),(20 82.755844),(21 82.361595),(22 82.03367),(23 82.581726),(24 82.044365),(25 82.6856),(26 83.150116),(27 83.071754),(28 82.747925),(29 83.02051),(30 81.72749),(31 81.23293),(32 81.228966),(33 82.49862),(34 82.2459),(35 82.943275),(36 83.19136),(37 82.90827),(38 83.67551),(39 83.237595),(40 83.40136),(41 83.81192),(42 83.927315),(43 84.14132),(44 85.59121),(45 86.039894),(46 85.77042),(47 85.68102),(48 85.850876),(49 87.02574),(50 86.956276),(51 86.04884),(52 86.70944),(53 87.39131),(54 87.40234),(55 87.65769),(56 87.51026),(57 87.191895),(58 87.05728),(59 86.31769),(60 86.26717),(61 86.31239),(62 86.37112),(63 85.19587),(64 86.10222),(65 85.62538),(66 85.85282),(67 85.58081),(68 85.84281),(69 86.16946),(70 85.87563),(71 86.84842),(72 86.45066),(73 86.900055),(74 85.77771),(75 85.94779),(76 85.93234),(77 86.09176),(78 86.75743),(79 86.61473),
(1 52.950157),(2 60.592484),(3 65.936104),(4 70.166565),(5 73.08859),(6 76.600075),(7 77.54277),(8 78.961685),(9 80.37324),(10 82.29978),(11 82.67577),(12 83.72435),(13 83.65332),(14 85.16787),(15 85.55824),(16 84.946465),(17 85.354),(18 85.70764),(19 85.98394),(20 85.59018),(21 85.41596),(22 85.687225),(23 86.41438),(24 85.85106),(25 86.097946),(26 87.141846),(27 86.09581),(28 86.004395),(29 86.210014),(30 85.72192),(31 84.776),(32 84.974304),(33 85.51371),(34 86.022),(35 86.1413),(36 85.80278),(37 86.932144),(38 86.35889),(39 85.95818),(40 86.985725),(41 88.020454),(42 88.1613),(43 88.94737),(44 87.92367),(45 88.652596),(46 89.33319),(47 89.08535),(48 90.575584),(49 91.34874),(50 91.93489),(51 91.03784),(52 92.40444),(53 91.48365),(54 91.98341),(55 91.98037),(56 91.38309),(57 91.67144),(58 91.69515),(59 91.46125),(60 91.29078),(61 91.21301),(62 90.68961),(63 89.71353),(64 89.91417),(65 90.8317),(66 91.153984),(67 90.98022),(68 91.2988),(69 90.94374),(70 90.79416),(71 90.56067),(72 90.370384),(73 90.11973),(74 90.19055),(75 89.25341),(76 88.65298),(77 88.06201),(78 89.11096),(79 88.45354),
