1.5,2.5,3.5,4.5,5.5,6.5,7.5,8.5,9.5,10.5,11.5,12.5,13.5,14.5,15.5,16.5,17.5,18.5,19.5,20.5,21.5,22.5,23.5,24.5,25.5,26.5,27.5,28.5,29.5,30.5,31.5,32.5,33.5,34.5,35.5,36.5,37.5,38.5,39.5,40.5,41.5,42.5,43.5,44.5,45.5,46.5,47.5,48.5,49.5,50.5,51.5,52.5,53.5,54.5,55.5,56.5,57.5,58.5,59.5,60.5,61.5,62.5,63.5,64.5,65.5,66.5,67.5,68.5,69.5,70.5,71.5,72.5,73.5,74.5,75.5,76.5,77.5,78.5,79.5,80.5,81.5,82.5,83.5,84.5,85.5,86.5,87.5,88.5,89.5,90.5,91.5,92.5,93.5,94.5,95.5,96.5,97.5,98.5,99.5,100.5,101.5,102.5,103.5,104.5,105.5,106.5,107.5,108.5,109.5,110.5,111.5,112.5,113.5,114.5,115.5,116.5,117.5,118.5,119.5,120.5,121.5,122.5,123.5,124.5,125.5,126.5,127.5,128.5,129.5,130.5,131.5,132.5,133.5,134.5,135.5,136.5,137.5,138.5,139.5,140.5,141.5,142.5,143.5,144.5,145.5,146.5,147.5,148.5,149.5,150.5,151.5,152.5,153.5,154.5,155.5,156.5,157.5,158.5,159.5,160.5,161.5,162.5,163.5,164.5,165.5,166.5,167.5,168.5,169.5,170.5,171.5,172.5,173.5,174.5,175.5,176.5,177.5,178.5,179.5,180.5,181.5,182.5,183.5,184.5,185.5,186.5,187.5,188.5,189.5,190.5,191.5,192.5,193.5,194.5,195.5,196.5,197.5,198.5,199.5,200.5,201.5,202.5,203.5,204.5,205.5,206.5,207.5,208.5,209.5,210.5,211.5,212.5,213.5,214.5,215.5,216.5,217.5,218.5,219.5,220.5,221.5,222.5,223.5,224.5,225.5,226.5,227.5,228.5,229.5,230.5,231.5,232.5,233.5,234.5,235.5,236.5,237.5,238.5,239.5,240.5,241.5,242.5,243.5,244.5,245.5,246.5,247.5,248.5,249.5,250.5,251.5,252.5,253.5,254.5,255.5,256.5,257.5,258.5,259.5,260.5,261.5,262.5,263.5,264.5,265.5,266.5,267.5,268.5,269.5,270.5,271.5,272.5,273.5,274.5,275.5,276.5,277.5,278.5,279.5,280.5,281.5,282.5,283.5,284.5,285.5,286.5,287.5,288.5,289.5,290.5,291.5,292.5,293.5,294.5,295.5,296.5,297.5,298.5,299.5,300.5,301.5,302.5,303.5,304.5,305.5,306.5,307.5,308.5,309.5,310.5,311.5,312.5,313.5,314.5,315.5,316.5,317.5,318.5,319.5,320.5,321.5,322.5,323.5,324.5,325.5,326.5,327.5,328.5,329.5,330.5,331.5,332.5,333.5,334.5,335.5,336.5,337.5,338.5,339.5,340.5,341.5,342.5,343.5,344.5,345.5,346.5,347.5,348.5,349.5,350.5,351.5,352.5,353.5,354.5,355.5,356.5,357.5,358.5,359.5,360.5,361.5,362.5,363.5,364.5,365.5,366.5,367.5,368.5,369.5,370.5,371.5,372.5,373.5,374.5,375.5,376.5,377.5,378.5,379.5,380.5,381.5,382.5,383.5,384.5,385.5,386.5,387.5,388.5,389.5,390.5,391.5,392.5,393.5,394.5,395.5,396.5,397.5,398.5,399.5,400.5,401.5,402.5,403.5,404.5,405.5,406.5,407.5,408.5,409.5,410.5,411.5,412.5,413.5,414.5,415.5,416.5,417.5,418.5,419.5,420.5,421.5,422.5,423.5,424.5,425.5,426.5,427.5,428.5,429.5,430.5,431.5,432.5,433.5,434.5,435.5,436.5,437.5,438.5,439.5,440.5,441.5,442.5,443.5,444.5,445.5,446.5,447.5,448.5,449.5,450.5,451.5,452.5,453.5,454.5,455.5,456.5,457.5,458.5,459.5,460.5,461.5,462.5,463.5,464.5,465.5,466.5,467.5,468.5,469.5,470.5,471.5,472.5,473.5,474.5,475.5,476.5,477.5,478.5,479.5,480.5,481.5,482.5,483.5,484.5,485.5,486.5,487.5,488.5,489.5,490.5,491.5,492.5,493.5,494.5,495.5,496.5,497.5,498.5,499.5,
(1 59226.395),(2 83237.734),(3 196077.77),(4 272423.97),(5 396472.38),(6 493458.75),(7 627808.94),(8 751736.2),(9 894881.2),(10 1041486.8),(11 1206857.4),(12 1389469.6),(13 1581972),(14 1780224.9),(15 1991879.4),(16 2218068),(17 2430253.3),(18 2667893.8),(19 2894398.3),(20 3123809.8),(21 3358099.8),(22 3596132.8),(23 3838154.8),(24 4073779.3),(25 4309484),(26 4561691),(27 4814727.5),(28 5089818),(29 5380584),(30 5693463.5),(31 6049341.5),(32 6435304),(33 6835269.5),(34 7264499.5),(35 7717470),(36 8128674.5),(37 8526569),(38 8895612),(39 9207722),(40 9581803),(41 9938000),(42 10326504),(43 10700145),(44 11118923),(45 11551663),(46 12116312),(47 12605713),(48 13169005),(49 13693857),(50 14248869),(51 14748007),(52 15215896),(53 15578781),(54 15921837),(55 16164896),(56 16438051),(57 16762893),(58 17092018),(59 17436006),(60 17828254),(61 18258194),(62 18695842),(63 19134890),(64 19559092),(65 19987466),(66 20412732),(67 20800344),(68 21218506),(69 21573024),(70 21982746),(71 22376262),(72 22773208),(73 23135864),(74 23534608),(75 23916406),(76 24362142),(77 24770346),(78 25165856),(79 25524630),
(1 118.24417),(2 90.60386),(3 133.00916),(4 107.81248),(5 136.94742),(6 117.39826),(7 139.51755),(8 126.150505),(9 141.9124),(10 135.59666),(11 144.70845),(12 143.71815),(13 145.50291),(14 146.94046),(15 143.35675),(16 147.46483),(17 143.49179),(18 145.13795),(19 145.50633),(20 144.168),(21 145.46788),(22 145.38382),(23 144.71289),(24 147.98096),(25 145.76184),(26 142.015),(27 144.61563),(28 140.0573),(29 144.49617),(30 140.37625),(31 143.46774),(32 139.4913),(33 142.69247),(34 138.57477),(35 143.11601),(36 140.29555),(37 144.36993),(38 141.90044),(39 146.66876),(40 143.62253),(41 147.0036),(42 148.06435),(43 145.86021),(44 148.35222),(45 147.45473),(46 158.0363),(47 151.32245),(48 155.01088),(49 155.07205),(50 153.43454),(51 160.22037),(52 151.19077),(53 162.09322),(54 144.1863),(55 162.61743),(56 140.12888),(57 164.99759),(58 135.63121),(59 166.48349),(60 133.29596),(61 168.40132),(62 132.67165),(63 171.99754),(64 139.21223),(65 172.51433),(66 141.93834),(67 173.48338),(68 141.99368),(69 173.88095),(70 142.9013),(71 174.84091),(72 144.73486),(73 176.91064),(74 145.39449),(75 177.18443),(76 146.45667),(77 178.06305),(78 146.81934),(79 177.4097),
(1 118.47993),(2 92.230064),(3 132.80641),(4 108.265114),(5 136.92279),(6 118.07755),(7 139.25806),(8 127.32828),(9 141.79254),(10 135.00578),(11 144.34454),(12 143.0699),(13 146.20624),(14 147.34512),(15 145.11522),(16 148.03235),(17 143.41026),(18 145.76619),(19 144.79674),(20 144.51431),(21 145.58546),(22 143.95587),(23 143.7073),(24 147.49442),(25 145.49751),(26 141.66905),(27 144.07658),(28 140.22281),(29 144.27332),(30 139.63574),(31 142.37517),(32 138.59679),(33 143.05486),(34 139.04614),(35 144.05884),(36 139.91434),(37 143.89645),(38 141.1551),(39 146.07089),(40 141.80232),(41 144.90726),(42 145.46826),(43 143.16678),(44 147.15971),(45 144.96683),(46 156.73926),(47 150.67096),(48 156.8141),(49 153.83911),(50 153.64835),(51 158.1281),(52 149.7989),(53 160.6485),(54 146.50995),(55 163.1002),(56 141.73291),(57 165.78432),(58 139.0725),(59 167.69785),(60 137.34792),(61 170.25763),(62 134.43571),(63 173.71783),(64 138.99118),(65 173.48901),(66 144.14676),(67 175.38435),(68 147.06181),(69 176.00424),(70 147.46599),(71 176.83759),(72 147.36357),(73 178.35262),(74 148.38116),(75 180.77937),(76 150.7188),(77 181.09146),(78 150.78639),(79 180.09589),
(1 113.69759),(2 88.981514),(3 127.44559),(4 104.37452),(5 131.08698),(6 112.8347),(7 132.84186),(8 121.022934),(9 134.18907),(10 128.84793),(11 137.92548),(12 135.51929),(13 137.49338),(14 140.45178),(15 138.15967),(16 141.75075),(17 138.5202),(18 140.39511),(19 140.97543),(20 139.88252),(21 141.52097),(22 141.07556),(23 140.71567),(24 144.186),(25 142.37376),(26 139.76122),(27 143.509),(28 138.74097),(29 143.21951),(30 138.67992),(31 142.43867),(32 137.34824),(33 141.92801),(34 138.15924),(35 141.74974),(36 137.63145),(37 140.79709),(38 138.18048),(39 142.8803),(40 138.16403),(41 141.35506),(42 143.34851),(43 140.76712),(44 144.71255),(45 143.01904),(46 153.76788),(47 147.36887),(48 153.80319),(49 152.36113),(50 151.58984),(51 156.15309),(52 147.97844),(53 156.6241),(54 143.20624),(55 157.84943),(56 138.12593),(57 160.09862),(58 134.3131),(59 161.97862),(60 132.21346),(61 163.43542),(62 131.3953),(63 167.25002),(64 135.7669),(65 167.53787),(66 139.25362),(67 169.55771),(68 141.01811),(69 171.53778),(70 142.93524),(71 171.76822),(72 143.49344),(73 173.25284),(74 145.14159),(75 173.76395),(76 145.74817),(77 174.74434),(78 146.98384),(79 175.57692),
(1 116.68124),(2 90.08993),(3 131.08672),(4 106.38651),(5 135.89233),(6 116.577),(7 137.74188),(8 126.14345),(9 140.40091),(10 133.30367),(11 141.31119),(12 139.12245),(13 141.95201),(14 143.47906),(15 141.85463),(16 146.70758),(17 142.09917),(18 144.32736),(19 143.60739),(20 143.01355),(21 144.46),(22 144.32555),(23 144.53612),(24 147.10959),(25 144.68513),(26 141.15047),(27 145.53604),(28 139.56801),(29 143.21034),(30 137.92651),(31 141.80167),(32 136.85168),(33 142.13126),(34 137.83374),(35 142.81516),(36 137.85051),(37 142.03188),(38 137.43648),(39 143.15878),(40 139.34628),(41 142.6121),(42 143.58669),(43 141.60558),(44 143.94717),(45 142.52995),(46 154.14384),(47 145.93848),(48 151.62479),(49 149.76813),(50 147.86063),(51 152.30205),(52 145.49992),(53 156.09427),(54 141.42287),(55 157.4756),(56 136.31996),(57 160.96506),(58 133.62373),(59 162.722),(60 131.93881),(61 164.54805),(62 130.77917),(63 167.83467),(64 134.97664),(65 168.19804),(66 139.47455),(67 170.6464),(68 140.30884),(69 172.26393),(70 142.2012),(71 173.02885),(72 142.91817),(73 173.56377),(74 143.49893),(75 175.18651),(76 143.83096),(77 174.80797),(78 143.32309),(79 172.43456),
(1 113.74033),(2 88.023476),(3 127.75308),(4 104.45867),(5 131.03712),(6 113.731224),(7 134.15265),(8 122.519226),(9 135.69832),(10 128.6991),(11 136.81325),(12 135.42435),(13 139.09583),(14 140.73119),(15 139.36365),(16 143.01826),(17 138.6569),(18 140.55968),(19 140.38864),(20 139.65598),(21 140.33446),(22 139.0695),(23 139.50174),(24 143.71233),(25 141.1516),(26 137.35869),(27 141.06708),(28 136.174),(29 140.4552),(30 134.96866),(31 140.43713),(32 135.49367),(33 140.74818),(34 136.05836),(35 141.36922),(36 137.13936),(37 141.0695),(38 137.28929),(39 142.57776),(40 138.87968),(41 141.53949),(42 143.34485),(43 139.2577),(44 142.82976),(45 142.50752),(46 152.1516),(47 146.21184),(48 152.16362),(49 150.47742),(50 149.48314),(51 152.83644),(52 145.35258),(53 156.17778),(54 141.69226),(55 158.3751),(56 136.4546),(57 159.81723),(58 133.2992),(59 161.91536),(60 131.48529),(61 162.89813),(62 130.21382),(63 165.70096),(64 132.90607),(65 165.08113),(66 136.55852),(67 167.32803),(68 138.39061),(69 168.42638),(70 139.7483),(71 169.5113),(72 140.52516),(73 169.79587),(74 140.6785),(75 171.33316),(76 141.55994),(77 171.37982),(78 142.23297),(79 171.11766),
(1 112.713646),(2 86.34036),(3 127.85584),(4 102.8635),(5 131.72563),(6 113.09274),(7 134.85632),(8 122.756775),(9 136.59967),(10 130.66623),(11 139.59676),(12 137.74283),(13 140.00609),(14 141.4122),(15 139.04918),(16 143.19116),(17 137.68724),(18 139.9315),(19 140.5834),(20 139.9775),(21 140.34859),(22 140.56294),(23 142.29912),(24 145.9068),(25 143.42238),(26 139.64674),(27 143.66646),(28 137.76881),(29 142.31216),(30 137.00995),(31 141.49263),(32 137.33519),(33 142.27428),(34 137.0409),(35 141.9011),(36 137.58162),(37 142.85751),(38 139.73448),(39 143.96219),(40 140.60593),(41 143.42677),(42 146.25212),(43 142.62254),(44 145.57379),(45 144.54855),(46 154.90918),(47 149.18126),(48 155.70605),(49 152.97032),(50 151.22581),(51 156.34718),(52 148.49373),(53 158.40604),(54 143.42416),(55 159.86972),(56 137.95575),(57 160.78207),(58 133.68427),(59 162.48312),(60 131.32661),(61 164.81732),(62 128.71994),(63 166.17496),(64 133.415),(65 167.6444),(66 138.48123),(67 169.23506),(68 139.15453),(69 169.19852),(70 140.22896),(71 171.1243),(72 140.84975),(73 171.03227),(74 141.83676),(75 172.56812),(76 142.6503),(77 172.57332),(78 143.49005),(79 172.98871),
(1 112.553116),(2 86.37058),(3 126.30441),(4 101.052666),(5 130.18643),(6 113.03346),(7 133.98561),(8 122.17088),(9 136.30673),(10 129.72519),(11 137.15555),(12 135.91977),(13 137.0891),(14 140.1204),(15 136.9943),(16 140.89772),(17 135.10284),(18 138.27246),(19 137.64621),(20 137.01695),(21 137.72162),(22 137.8154),(23 138.73996),(24 142.91438),(25 140.46866),(26 136.50179),(27 140.2196),(28 135.06883),(29 139.39156),(30 135.00888),(31 138.34732),(32 134.80774),(33 138.74768),(34 133.34273),(35 137.32307),(36 132.38026),(37 135.98431),(38 132.97952),(39 137.41583),(40 134.18343),(41 137.74187),(42 139.48494),(43 136.25584),(44 140.20866),(45 138.0926),(46 148.0506),(47 142.00467),(48 147.82774),(49 146.14774),(50 145.1112),(51 150.4203),(52 143.76352),(53 153.05688),(54 139.73499),(55 155.32198),(56 135.84514),(57 157.41621),(58 131.17413),(59 159.69193),(60 129.58913),(61 161.88797),(62 127.379105),(63 164.17159),(64 130.65749),(65 164.29283),(66 135.70921),(67 165.20131),(68 136.10971),(69 164.74095),(70 136.29057),(71 166.28311),(72 137.553),(73 167.30586),(74 137.95268),(75 168.5767),(76 138.97005),(77 168.26268),(78 140.4911),(79 168.64702),
(1 110.61646),(2 84.76606),(3 124.47992),(4 99.868965),(5 127.51148),(6 109.36947),(7 130.16261),(8 118.4596),(9 131.6427),(10 126.32822),(11 133.08545),(12 132.21602),(13 133.56793),(14 135.24817),(15 132.23177),(16 136.45642),(17 131.19743),(18 133.285),(19 133.00763),(20 132.12552),(21 131.95128),(22 132.16115),(23 131.81638),(24 135.33603),(25 132.50952),(26 129.61852),(27 133.13673),(28 128.8433),(29 132.55804),(30 128.76897),(31 132.38535),(32 128.85373),(33 132.6461),(34 127.74585),(35 132.32933),(36 129.32346),(37 132.06151),(38 130.20755),(39 134.14694),(40 131.84216),(41 133.55745),(42 135.4532),(43 131.23578),(44 136.11562),(45 133.82584),(46 145.9478),(47 139.3581),(48 147.21248),(49 144.61188),(50 144.21762),(51 148.33154),(52 140.96562),(53 149.6813),(54 136.07793),(55 150.93706),(56 132.45607),(57 154.3964),(58 129.11603),(59 156.58453),(60 129.19539),(61 159.60117),(62 127.898155),(63 162.80219),(64 131.33221),(65 162.26352),(66 135.96925),(67 164.31372),(68 137.78049),(69 166.11124),(70 139.48145),(71 167.24033),(72 141.35721),(73 168.74554),(74 142.77289),(75 170.47441),(76 143.94531),(77 171.41652),(78 143.18126),(79 170.06488),
(1 110.488174),(2 84.604294),(3 124.17631),(4 100.68718),(5 128.82156),(6 111.329254),(7 131.98451),(8 119.7299),(9 132.37602),(10 127.25325),(11 133.37515),(12 132.43298),(13 133.95795),(14 136.20654),(15 133.16238),(16 137.83821),(17 132.2453),(18 134.32083),(19 133.54504),(20 133.63011),(21 133.82297),(22 134.0479),(23 134.26929),(24 137.34529),(25 134.6715),(26 132.22888),(27 135.96704),(28 131.55765),(29 135.95317),(30 132.52876),(31 135.69414),(32 131.51202),(33 135.24454),(34 131.77057),(35 136.34471),(36 132.54448),(37 135.50981),(38 133.23099),(39 137.08667),(40 133.68423),(41 135.89694),(42 138.32018),(43 134.83232),(44 139.96564),(45 138.25676),(46 149.07205),(47 143.64597),(48 149.49306),(49 148.1182),(50 145.85358),(51 151.2078),(52 143.09062),(53 153.04503),(54 138.69197),(55 155.3093),(56 134.41556),(57 156.84448),(58 131.02827),(59 159.19572),(60 129.90158),(61 161.01872),(62 127.634186),(63 162.70158),(64 130.88141),(65 163.04677),(66 134.60106),(67 163.28024),(68 135.8003),(69 164.33188),(70 137.0604),(71 166.26175),(72 138.27068),(73 166.89262),(74 140.0193),(75 168.9656),(76 141.2958),(77 169.98244),(78 141.7802),(79 169.98773),
(1 107.46065),(2 83.059364),(3 121.709274),(4 99.979004),(5 127.50604),(6 110.408394),(7 129.6871),(8 117.85558),(9 130.73236),(10 124.09973),(11 132.60104),(12 131.4922),(13 134.25337),(14 136.55125),(15 134.13582),(16 138.2238),(17 133.85883),(18 136.03749),(19 135.09758),(20 133.7996),(21 135.47458),(22 135.37576),(23 136.25374),(24 138.8463),(25 136.67252),(26 132.10194),(27 136.87776),(28 131.63206),(29 135.9563),(30 132.10294),(31 135.75511),(32 132.04283),(33 136.64876),(34 131.42226),(35 135.97519),(36 131.11243),(37 135.52858),(38 131.96463),(39 137.271),(40 134.29407),(41 137.73514),(42 137.91338),(43 135.89647),(44 139.8603),(45 138.94109),(46 147.47194),(47 142.74417),(48 147.46196),(49 145.65955),(50 143.8033),(51 148.4819),(52 141.29984),(53 150.79584),(54 136.882),(55 152.56989),(56 132.05441),(57 153.74716),(58 127.30537),(59 155.15102),(60 125.039444),(61 156.79092),(62 122.92536),(63 159.44902),(64 126.997856),(65 158.82625),(66 129.92233),(67 159.4527),(68 130.77281),(69 160.09958),(70 132.01614),(71 161.43063),(72 132.5521),(73 161.68973),(74 133.35188),(75 163.11703),(76 134.4277),(77 163.14793),(78 135.36357),(79 163.93315),
(1 109.708405),(2 83.085464),(3 122.9173),(4 100.23377),(5 126.93565),(6 108.02143),(7 129.30977),(8 116.551765),(9 130.12192),(10 123.05307),(11 131.44696),(12 129.04034),(13 131.01984),(14 131.90123),(15 130.65504),(16 135.3544),(17 130.86058),(18 133.48062),(19 132.75954),(20 131.95201),(21 132.70726),(22 131.58632),(23 131.83951),(24 135.90083),(25 134.12085),(26 130.12625),(27 133.84425),(28 128.28596),(29 133.71011),(30 128.85977),(31 133.85326),(32 129.39507),(33 134.06786),(34 129.91447),(35 133.33145),(36 128.92375),(37 132.0416),(38 128.25404),(39 132.86588),(40 130.42221),(41 132.83394),(42 134.0404),(43 131.71776),(44 134.92006),(45 133.69757),(46 144.60518),(47 137.78848),(48 144.56483),(49 142.39749),(50 141.8087),(51 145.69336),(52 139.04604),(53 148.87012),(54 134.90413),(55 150.59659),(56 131.0458),(57 152.84851),(58 127.35337),(59 154.92793),(60 126.68701),(61 157.47403),(62 124.35196),(63 160.88043),(64 128.7486),(65 160.54729),(66 132.39235),(67 161.4732),(68 133.58124),(69 162.21104),(70 133.62535),(71 161.75923),(72 132.85855),(73 161.42609),(74 134.56146),(75 163.60847),(76 136.07573),(77 165.42572),(78 135.86916),(79 164.19933),
(1 109.05103),(2 84.16713),(3 121.66772),(4 98.31896),(5 124.788284),(6 106.32963),(7 125.9039),(8 114.34638),(9 127.23877),(10 121.20349),(11 128.29088),(12 126.97128),(13 127.9739),(14 130.05919),(15 128.02283),(16 131.76422),(17 128.1861),(18 130.76363),(19 130.21716),(20 129.30305),(21 130.5983),(22 130.72797),(23 130.94365),(24 134.85602),(25 131.60301),(26 127.49316),(27 131.79985),(28 126.97069),(29 131.61313),(30 126.50009),(31 132.1379),(32 126.14106),(33 131.20541),(34 126.02803),(35 130.89258),(36 127.08896),(37 130.59007),(38 127.50292),(39 133.11945),(40 129.71962),(41 131.22786),(42 133.21315),(43 129.30501),(44 133.58456),(45 132.0457),(46 142.32945),(47 136.15402),(48 142.81253),(49 140.45471),(50 140.23811),(51 144.87457),(52 138.20972),(53 148.3591),(54 135.56876),(55 151.16623),(56 130.23889),(57 153.15933),(58 127.10166),(59 154.48618),(60 125.15616),(61 156.18243),(62 123.68075),(63 159.85162),(64 128.49445),(65 160.29967),(66 132.02931),(67 160.86543),(68 132.59697),(69 162.27133),(70 134.34131),(71 163.60663),(72 134.36256),(73 162.8321),(74 135.50789),(75 164.95116),(76 136.62604),(77 165.28511),(78 137.33374),(79 166.0076),
(1 107.71552),(2 81.98206),(3 120.203316),(4 96.81791),(5 124.016335),(6 106.71639),(7 126.532),(8 115.09533),(9 128.81679),(10 123.710434),(11 131.7233),(12 128.8285),(13 131.38406),(14 133.60374),(15 131.73367),(16 134.86504),(17 131.26132),(18 132.75578),(19 132.01788),(20 131.64496),(21 132.19624),(22 132.2321),(23 132.6505),(24 136.71452),(25 134.60437),(26 131.84947),(27 135.90857),(28 131.57454),(29 134.77747),(30 130.74014),(31 134.66396),(32 130.455),(33 134.94887),(34 130.15178),(35 134.84547),(36 129.20732),(37 133.56711),(38 130.5571),(39 135.35573),(40 131.38333),(41 133.69504),(42 135.63199),(43 132.37378),(44 135.50426),(45 133.78963),(46 144.01883),(47 136.84209),(48 141.28566),(49 140.26085),(50 139.79216),(51 143.91794),(52 136.49088),(53 145.3066),(54 131.9888),(55 147.95306),(56 127.925934),(57 149.81528),(58 123.24143),(59 151.51463),(60 120.79126),(61 151.7358),(62 118.58409),(63 154.59792),(64 122.15578),(65 153.54807),(66 125.582664),(67 155.30795),(68 127.37835),(69 157.28922),(70 129.37062),(71 157.62663),(72 129.12706),(73 158.562),(74 129.60214),(75 159.43272),(76 130.1312),(77 160.6116),(78 132.36348),(79 160.92729),
(1 108.666016),(2 82.4495),(3 121.10829),(4 96.50586),(5 123.04733),(6 105.6292),(7 124.94996),(8 112.91203),(9 126.04085),(10 120.42941),(11 128.43393),(12 125.56413),(13 128.24248),(14 130.57442),(15 129.00668),(16 133.95276),(17 129.47011),(18 133.16798),(19 131.44551),(20 131.40326),(21 132.54938),(22 132.85547),(23 132.91864),(24 136.34431),(25 134.30635),(26 131.72418),(27 135.61371),(28 131.47264),(29 135.12126),(30 130.9055),(31 135.78175),(32 131.6083),(33 135.68323),(34 130.81474),(35 135.62253),(36 131.05003),(37 135.26407),(38 131.21858),(39 136.04364),(40 131.91885),(41 133.62598),(42 135.77937),(43 132.4503),(44 136.34752),(45 134.1994),(46 143.87852),(47 136.9799),(48 142.92442),(49 141.10634),(50 140.65996),(51 144.51715),(52 136.82524),(53 146.29628),(54 131.97894),(55 149.41142),(56 128.70074),(57 150.77588),(58 124.41864),(59 153.73584),(60 122.94336),(61 154.29626),(62 121.41551),(63 157.52368),(64 124.199776),(65 157.29176),(66 129.79547),(67 158.71799),(68 131.7333),(69 159.7919),(70 132.88336),(71 160.17824),(72 132.1267),(73 160.28986),(74 131.8837),(75 160.4348),(76 133.14082),(77 161.31343),(78 134.18416),(79 162.61218),
(1 104.451195),(2 78.55737),(3 115.801476),(4 92.58375),(5 119.5986),(6 101.93308),(7 122.23098),(8 110.85279),(9 124.52163),(10 118.745995),(11 126.70488),(12 125.101456),(13 127.41025),(14 129.1),(15 126.00724),(16 129.88902),(17 124.875465),(18 127.916145),(19 127.31601),(20 127.17593),(21 127.12012),(22 126.51446),(23 126.52977),(24 131.04193),(25 128.29202),(26 125.10972),(27 128.77196),(28 124.02569),(29 127.848236),(30 123.89656),(31 127.4041),(32 123.90076),(33 128.49019),(34 124.62041),(35 128.48773),(36 125.80574),(37 129.96164),(38 127.95177),(39 132.68735),(40 129.68745),(41 129.7345),(42 132.14038),(43 128.32301),(44 132.67894),(45 131.804),(46 140.72574),(47 134.71823),(48 139.68665),(49 137.60968),(50 136.10765),(51 141.10449),(52 133.84164),(53 143.64539),(54 129.19838),(55 144.5079),(56 124.75727),(57 147.20393),(58 122.57941),(59 148.40225),(60 119.57157),(61 149.75925),(62 118.16148),(63 153.5825),(64 123.09399),(65 153.22096),(66 128.05376),(67 155.66162),(68 128.33934),(69 155.96762),(70 129.826),(71 156.80719),(72 129.27032),(73 156.16502),(74 129.73747),(75 158.2629),(76 131.03114),(77 158.76077),(78 132.33916),(79 158.79121),
(1 106.60156),(2 80.5299),(3 119.44237),(4 97.0818),(5 124.71445),(6 106.93195),(7 126.98805),(8 114.746056),(9 128.44673),(10 122.56248),(11 130.59259),(12 129.80782),(13 131.62363),(14 133.57033),(15 130.28511),(16 135.04958),(17 130.47734),(18 133.52596),(19 132.30804),(20 132.36455),(21 131.99345),(22 132.11244),(23 132.17535),(24 136.44542),(25 133.71378),(26 129.62633),(27 133.27876),(28 128.35527),(29 132.66158),(30 128.075),(31 132.13081),(32 128.04384),(33 131.42413),(34 126.91956),(35 131.0691),(36 126.94054),(37 130.5158),(38 128.15103),(39 133.03749),(40 129.72383),(41 131.20914),(42 133.06789),(43 130.77933),(44 134.0956),(45 133.03157),(46 144.0181),(47 136.95677),(48 142.93532),(49 141.51256),(50 140.79488),(51 145.04501),(52 138.28033),(53 147.06848),(54 133.58951),(55 147.75894),(56 127.99374),(57 150.50385),(58 125.197205),(59 152.51636),(60 123.23349),(61 153.24495),(62 120.31463),(63 155.55264),(64 123.41755),(65 153.81468),(66 126.60706),(67 155.25066),(68 127.23598),(69 156.633),(70 128.49762),(71 156.46248),(72 129.7303),(73 157.1701),(74 130.22456),(75 158.51979),(76 130.67628),(77 159.06795),(78 131.47469),(79 159.76767),
(1 104.56505),(2 78.691536),(3 116.50235),(4 93.715996),(5 120.58877),(6 104.15457),(7 121.97817),(8 110.66407),(9 122.71555),(10 117.72642),(11 124.907166),(12 124.14884),(13 124.51702),(14 128.10004),(15 124.75602),(16 130.0058),(17 123.91428),(18 127.96676),(19 126.31885),(20 126.22619),(21 126.23437),(22 126.37956),(23 126.258286),(24 130.9216),(25 128.12779),(26 125.09893),(27 129.33386),(28 124.66804),(29 128.32489),(30 124.16163),(31 128.30467),(32 124.01525),(33 128.80429),(34 125.20833),(35 129.55385),(36 125.92019),(37 130.25983),(38 126.393295),(39 132.84009),(40 128.33702),(41 129.43327),(42 132.06041),(43 128.21742),(44 132.6833),(45 130.18282),(46 140.72409),(47 133.79297),(48 140.18237),(49 137.40721),(50 138.24455),(51 140.92154),(52 134.39903),(53 143.51666),(54 132.05632),(55 145.97923),(56 127.742584),(57 148.60223),(58 124.174385),(59 151.19434),(60 122.7092),(61 152.5795),(62 119.93087),(63 154.30348),(64 123.16334),(65 153.91536),(66 127.02106),(67 154.99158),(68 127.943954),(69 154.72392),(70 128.7913),(71 155.53778),(72 129.33104),(73 155.73344),(74 131.0378),(75 156.75465),(76 130.03928),(77 157.39505),(78 130.08557),(79 158.08452),
(1 105.7592),(2 79.14211),(3 116.39278),(4 92.58685),(5 119.744354),(6 101.8851),(7 121.4032),(8 110.883514),(9 122.997116),(10 118.32288),(11 124.58499),(12 123.37546),(13 124.27286),(14 127.14444),(15 123.740364),(16 128.6083),(17 122.512695),(18 125.67525),(19 123.73858),(20 124.694534),(21 125.72049),(22 125.69124),(23 126.04297),(24 130.09938),(25 127.499245),(26 124.8775),(27 128.00078),(28 123.57641),(29 128.71051),(30 124.094086),(31 128.965),(32 125.50873),(33 129.96704),(34 125.90795),(35 129.99011),(36 125.943306),(37 129.25758),(38 127.12799),(39 130.99895),(40 128.4957),(41 130.60135),(42 131.99374),(43 127.494736),(44 131.69952),(45 130.66212),(46 139.91608),(47 133.77255),(48 140.02687),(49 137.50885),(50 136.3418),(51 140.2688),(52 133.32173),(53 143.56589),(54 130.31865),(55 145.08664),(56 124.49498),(57 147.70413),(58 122.24519),(59 150.00421),(60 120.4628),(61 151.28175),(62 119.06466),(63 153.48193),(64 122.420364),(65 153.30315),(66 125.8401),(67 154.29991),(68 126.839836),(69 154.95021),(70 128.40402),(71 155.9032),(72 129.04279),(73 156.90784),(74 131.23773),(75 159.21243),(76 131.78983),(77 160.01001),(78 133.94193),(79 160.29172),
