1.5,2.5,3.5,4.5,5.5,6.5,7.5,8.5,9.5,10.5,11.5,12.5,13.5,14.5,15.5,16.5,17.5,18.5,19.5,20.5,21.5,22.5,23.5,24.5,25.5,26.5,27.5,28.5,29.5,30.5,31.5,32.5,33.5,34.5,35.5,36.5,37.5,38.5,39.5,40.5,41.5,42.5,43.5,44.5,45.5,46.5,47.5,48.5,49.5,50.5,51.5,52.5,53.5,54.5,55.5,56.5,57.5,58.5,59.5,60.5,61.5,62.5,63.5,64.5,65.5,66.5,67.5,68.5,69.5,70.5,71.5,72.5,73.5,74.5,75.5,76.5,77.5,78.5,79.5,80.5,81.5,82.5,83.5,84.5,85.5,86.5,87.5,88.5,89.5,90.5,91.5,92.5,93.5,94.5,95.5,96.5,97.5,98.5,99.5,100.5,101.5,102.5,103.5,104.5,105.5,106.5,107.5,108.5,109.5,110.5,111.5,112.5,113.5,114.5,115.5,116.5,117.5,118.5,119.5,120.5,121.5,122.5,123.5,124.5,125.5,126.5,127.5,128.5,129.5,130.5,131.5,132.5,133.5,134.5,135.5,136.5,137.5,138.5,139.5,140.5,141.5,142.5,143.5,144.5,145.5,146.5,147.5,148.5,149.5,150.5,151.5,152.5,153.5,154.5,155.5,156.5,157.5,158.5,159.5,160.5,161.5,162.5,163.5,164.5,165.5,166.5,167.5,168.5,169.5,170.5,171.5,172.5,173.5,174.5,175.5,176.5,177.5,178.5,179.5,180.5,181.5,182.5,183.5,184.5,185.5,186.5,187.5,188.5,189.5,190.5,191.5,192.5,193.5,194.5,195.5,196.5,197.5,198.5,199.5,200.5,201.5,202.5,203.5,204.5,205.5,206.5,207.5,208.5,209.5,210.5,211.5,212.5,213.5,214.5,215.5,216.5,217.5,218.5,219.5,220.5,221.5,222.5,223.5,224.5,225.5,226.5,227.5,228.5,229.5,230.5,231.5,232.5,233.5,234.5,235.5,236.5,237.5,238.5,239.5,240.5,241.5,242.5,243.5,244.5,245.5,246.5,247.5,248.5,249.5,250.5,251.5,252.5,253.5,254.5,255.5,256.5,257.5,258.5,259.5,260.5,261.5,262.5,263.5,264.5,265.5,266.5,267.5,268.5,269.5,270.5,271.5,272.5,273.5,274.5,275.5,276.5,277.5,278.5,279.5,280.5,281.5,282.5,283.5,284.5,285.5,286.5,287.5,288.5,289.5,290.5,291.5,292.5,293.5,294.5,295.5,296.5,297.5,298.5,299.5,300.5,301.5,302.5,303.5,304.5,305.5,306.5,307.5,308.5,309.5,310.5,311.5,312.5,313.5,314.5,315.5,316.5,317.5,318.5,319.5,320.5,321.5,322.5,323.5,324.5,325.5,326.5,327.5,328.5,329.5,330.5,331.5,332.5,333.5,334.5,335.5,336.5,337.5,338.5,339.5,340.5,341.5,342.5,343.5,344.5,345.5,346.5,347.5,348.5,349.5,350.5,351.5,352.5,353.5,354.5,355.5,356.5,357.5,358.5,359.5,360.5,361.5,362.5,363.5,364.5,365.5,366.5,367.5,368.5,369.5,370.5,371.5,372.5,373.5,374.5,375.5,376.5,377.5,378.5,379.5,380.5,381.5,382.5,383.5,384.5,385.5,386.5,387.5,388.5,389.5,390.5,391.5,392.5,393.5,394.5,395.5,396.5,397.5,398.5,399.5,400.5,401.5,402.5,403.5,404.5,405.5,406.5,407.5,408.5,409.5,410.5,411.5,412.5,413.5,414.5,415.5,416.5,417.5,418.5,419.5,420.5,421.5,422.5,423.5,424.5,425.5,426.5,427.5,428.5,429.5,430.5,431.5,432.5,433.5,434.5,435.5,436.5,437.5,438.5,439.5,440.5,441.5,442.5,443.5,444.5,445.5,446.5,447.5,448.5,449.5,450.5,451.5,452.5,453.5,454.5,455.5,456.5,457.5,458.5,459.5,460.5,461.5,462.5,463.5,464.5,465.5,466.5,467.5,468.5,469.5,470.5,471.5,472.5,473.5,474.5,475.5,476.5,477.5,478.5,479.5,480.5,481.5,482.5,483.5,484.5,485.5,486.5,487.5,488.5,489.5,490.5,491.5,492.5,493.5,494.5,495.5,496.5,497.5,498.5,499.5,
(1 76868.48),(2 94049.18),(3 59496.09),(4 155310.77),(5 189477.67),(6 177662.56),(7 288586.53),(8 335287.53),(9 333109.72),(10 447847),(11 516985.16),(12 523105.1),(13 637128.75),(14 733638),(15 754731.75),(16 895260.25),(17 1034139.2),(18 1060840.9),(19 1191611.5),(20 1342071),(21 1378674.9),(22 1520409),(23 1699419),(24 1739688.4),(25 1883056.4),(26 2050391),(27 2070666),(28 2165428.8),(29 2316615.5),(30 2386037),(31 2499383.8),(32 2661469.3),(33 2683064.8),(34 2794855.3),(35 2938288.3),(36 2954333),(37 3027799.8),(38 3174979),(39 3180323),(40 3280059.8),(41 3408339.3),(42 3422759.8),(43 3493558.8),(44 3590593),(45 3583102.8),(46 3633538),(47 3703838),(48 3664378.8),(49 3718100.8),(50 3791939.8),(51 3747732.3),(52 3788770),(53 3857529.3),(54 3825960.3),(55 3884529.8),(56 3976998.8),(57 3959526.3),(58 3985380.8),(59 4079953),(60 4089348.8),(61 4151066.8),(62 4240202.5),(63 4237106),(64 4321174.5),(65 4472502.5),(66 4542913.5),(67 4687810.5),(68 4954552.5),(69 5091730.5),(70 5292711.5),(71 5602012),(72 5747410),(73 5885100),(74 6171166.5),(75 6268314.5),(76 6463388.5),(77 6717905.5),(78 6844988),(79 7016463.5),
(1 125.09664),(2 160.47565),(3 181.22197),(4 190.08684),(5 197.47565),(6 204.48135),(7 208.91293),(8 214.16484),(9 220.89337),(10 220.7032),(11 223.64977),(12 222.4855),(13 229.55777),(14 228.68488),(15 231.82095),(16 235.9085),(17 234.80542),(18 236.89804),(19 236.626),(20 235.68597),(21 233.6934),(22 236.31474),(23 236.57655),(24 237.49625),(25 238.15642),(26 236.56528),(27 237.65974),(28 238.07312),(29 238.89206),(30 238.99187),(31 239.25262),(32 237.84657),(33 240.05078),(34 239.02283),(35 241.05034),(36 240.10983),(37 242.86621),(38 244.06313),(39 246.02928),(40 246.49516),(41 247.05219),(42 248.15752),(43 250.84544),(44 249.06662),(45 248.48863),(46 250.86385),(47 251.58078),(48 252.43607),(49 252.66615),(50 253.34705),(51 255.01865),(52 253.42839),(53 255.99335),(54 254.7823),(55 254.00038),(56 251.30731),(57 253.23737),(58 254.38203),(59 249.64526),(60 250.43051),(61 253.4744),(62 254.54956),(63 256.2353),(64 255.15617),(65 253.86383),(66 252.9164),(67 250.93587),(68 250.34999),(69 249.3008),(70 248.3432),(71 248.4265),(72 246.76122),(73 253.60631),(74 252.92273),(75 257.37842),(76 258.20352),(77 255.7869),(78 255.84227),(79 258.03894),
(1 121.9538),(2 159.24533),(3 177.96887),(4 188.26877),(5 196.49376),(6 203.83612),(7 209.46628),(8 213.90752),(9 218.10532),(10 218.31738),(11 220.88773),(12 221.53877),(13 226.33452),(14 225.07063),(15 224.06563),(16 228.48775),(17 229.04025),(18 230.73189),(19 229.34883),(20 230.69022),(21 232.19785),(22 234.09888),(23 233.21956),(24 232.80168),(25 232.507),(26 233.71638),(27 233.64603),(28 234.66411),(29 233.79495),(30 231.96709),(31 234.52652),(32 234.27454),(33 234.72531),(34 233.65854),(35 233.86821),(36 234.94267),(37 235.04272),(38 234.87833),(39 238.45435),(40 240.7792),(41 240.12357),(42 239.38496),(43 240.79883),(44 240.82834),(45 243.86885),(46 246.50034),(47 245.44441),(48 244.28589),(49 244.95218),(50 246.96492),(51 248.3864),(52 247.76602),(53 249.1084),(54 247.44885),(55 246.74307),(56 243.53638),(57 242.07988),(58 243.34392),(59 243.13042),(60 242.13106),(61 245.731),(62 245.89966),(63 248.7362),(64 246.83015),(65 250.07414),(66 250.53452),(67 247.94084),(68 249.5347),(69 250.28821),(70 251.91238),(71 252.80635),(72 252.97949),(73 254.84592),(74 252.43103),(75 254.14551),(76 255.29765),(77 255.96358),(78 257.92557),(79 255.53658),
(1 123.43951),(2 161.23276),(3 182.3346),(4 192.34538),(5 198.84474),(6 205.23582),(7 210.55975),(8 215.18904),(9 218.784),(10 219.40308),(11 221.96774),(12 222.40543),(13 226.80559),(14 226.5053),(15 225.9605),(16 226.10204),(17 226.21725),(18 228.12442),(19 227.74321),(20 230.65808),(21 232.3594),(22 232.70178),(23 232.77501),(24 233.12904),(25 235.49396),(26 236.99261),(27 236.89082),(28 236.76057),(29 235.71788),(30 235.51028),(31 234.1342),(32 235.72961),(33 234.47575),(34 235.67508),(35 235.38066),(36 236.36388),(37 238.1537),(38 242.50092),(39 243.6138),(40 243.74059),(41 243.7465),(42 243.88388),(43 246.68321),(44 244.65495),(45 243.49104),(46 244.0761),(47 243.909),(48 244.1049),(49 245.30804),(50 245.20825),(51 245.75871),(52 247.70967),(53 248.69853),(54 247.02199),(55 244.79428),(56 244.42464),(57 243.03137),(58 245.19453),(59 243.82834),(60 244.28891),(61 242.63347),(62 243.71559),(63 245.66699),(64 248.40921),(65 249.31158),(66 249.23401),(67 249.07109),(68 250.96005),(69 250.83821),(70 252.1675),(71 255.0891),(72 256.23248),(73 255.11191),(74 254.52533),(75 254.3955),(76 255.47795),(77 254.07596),(78 255.64917),(79 254.29933),
(1 120.866974),(2 156.3732),(3 176.10683),(4 186.61021),(5 195.43019),(6 202.57486),(7 208.4349),(8 213.0257),(9 214.9755),(10 215.69148),(11 216.53128),(12 216.6482),(13 218.8665),(14 221.5627),(15 220.42099),(16 223.72112),(17 225.5232),(18 225.47151),(19 225.45447),(20 227.37704),(21 227.34564),(22 229.32173),(23 228.23735),(24 227.79034),(25 228.22337),(26 227.88936),(27 228.57672),(28 230.00131),(29 228.87051),(30 228.39252),(31 228.87758),(32 229.6709),(33 228.86678),(34 229.24588),(35 229.92252),(36 233.59734),(37 237.2249),(38 236.95648),(39 237.10603),(40 236.00296),(41 238.89032),(42 239.84439),(43 242.67133),(44 238.82826),(45 239.15897),(46 241.45184),(47 242.34206),(48 242.23828),(49 239.94534),(50 239.55734),(51 239.04591),(52 238.36343),(53 236.74046),(54 237.71376),(55 238.39197),(56 236.83163),(57 237.86743),(58 237.20558),(59 239.62842),(60 237.07639),(61 237.23218),(62 235.23099),(63 236.36526),(64 235.43051),(65 238.02364),(66 239.93361),(67 240.9372),(68 242.31651),(69 243.86043),(70 244.31963),(71 244.8175),(72 245.30936),(73 247.96553),(74 247.21736),(75 248.16109),(76 246.31216),(77 247.01787),(78 251.42223),(79 251.7193),
(1 119.14237),(2 154.06964),(3 174.50824),(4 184.02321),(5 192.15645),(6 198.04549),(7 201.11684),(8 204.18701),(9 208.0938),(10 212.01965),(11 213.45032),(12 212.88283),(13 219.1543),(14 219.90514),(15 218.034),(16 219.61406),(17 223.15012),(18 224.47867),(19 225.39171),(20 227.19164),(21 227.60117),(22 226.74896),(23 224.57076),(24 224.12392),(25 226.17613),(26 225.59251),(27 227.49075),(28 228.34511),(29 227.8551),(30 226.94267),(31 227.68323),(32 229.3552),(33 228.95035),(34 230.79419),(35 229.68208),(36 230.60129),(37 233.83334),(38 235.43364),(39 233.24094),(40 235.65645),(41 236.06033),(42 234.97762),(43 238.04303),(44 237.64983),(45 236.04367),(46 236.58846),(47 238.15974),(48 238.4572),(49 237.12688),(50 238.14024),(51 238.27318),(52 238.96439),(53 237.56511),(54 237.0153),(55 237.07042),(56 238.78093),(57 237.64833),(58 238.94366),(59 236.673),(60 234.14912),(61 234.0804),(62 233.7068),(63 238.16125),(64 238.7081),(65 238.2359),(66 237.98602),(67 239.07535),(68 239.51978),(69 240.9006),(70 239.64609),(71 238.92395),(72 239.81395),(73 246.24442),(74 249.0737),(75 249.46738),(76 246.14493),(77 244.06218),(78 243.95561),(79 242.27611),
(1 117.70445),(2 153.00256),(3 171.65485),(4 182.36374),(5 189.93193),(6 192.59576),(7 196.80865),(8 202.1511),(9 206.54604),(10 208.17133),(11 209.95216),(12 212.9184),(13 218.70537),(14 216.99588),(15 216.689),(16 215.89935),(17 219.26018),(18 221.49583),(19 221.43047),(20 221.67276),(21 224.59204),(22 224.19075),(23 224.30035),(24 225.32799),(25 227.71675),(26 228.55228),(27 228.75163),(28 229.85713),(29 226.21436),(30 228.16693),(31 228.3374),(32 229.99602),(33 230.01309),(34 229.97348),(35 229.77722),(36 228.47826),(37 233.89175),(38 234.39565),(39 233.85335),(40 232.9859),(41 233.67824),(42 233.80772),(43 236.8736),(44 234.70105),(45 236.23991),(46 236.36249),(47 237.74382),(48 239.39163),(49 236.81313),(50 235.04076),(51 234.75827),(52 235.52245),(53 233.69327),(54 231.93758),(55 232.18327),(56 229.2622),(57 228.84216),(58 232.64832),(59 230.76509),(60 228.0723),(61 228.7825),(62 230.59654),(63 233.8423),(64 234.9111),(65 235.73715),(66 236.83919),(67 236.3302),(68 234.45915),(69 233.07568),(70 231.79701),(71 234.96976),(72 234.17337),(73 237.27502),(74 238.00154),(75 237.67598),(76 238.96077),(77 240.44218),(78 238.40758),(79 237.25685),
(1 118.272415),(2 150.52998),(3 167.99693),(4 176.50807),(5 181.50002),(6 188.33017),(7 193.37276),(8 198.57271),(9 201.8065),(10 204.83934),(11 207.57718),(12 206.8018),(13 214.30392),(14 214.97433),(15 216.88109),(16 217.83417),(17 217.00328),(18 218.78236),(19 220.1413),(20 221.80946),(21 223.95628),(22 222.44337),(23 220.10492),(24 221.43654),(25 221.97762),(26 224.95325),(27 223.23262),(28 223.24387),(29 219.95325),(30 221.02017),(31 221.59708),(32 226.2363),(33 226.26259),(34 224.4453),(35 224.27013),(36 225.59093),(37 227.24545),(38 228.71938),(39 229.95825),(40 229.39847),(41 229.78299),(42 229.64484),(43 230.01103),(44 228.49434),(45 227.99596),(46 230.42825),(47 230.54584),(48 233.14532),(49 232.86626),(50 232.6157),(51 232.06863),(52 232.03592),(53 232.11208),(54 230.16829),(55 229.11583),(56 227.19688),(57 226.52605),(58 229.62341),(59 229.70595),(60 229.37965),(61 231.53246),(62 233.832),(63 236.37708),(64 238.70584),(65 237.76349),(66 239.81105),(67 239.6236),(68 241.40071),(69 239.76526),(70 240.17053),(71 240.42561),(72 240.11682),(73 243.45892),(74 242.24292),(75 242.46254),(76 243.62654),(77 244.49692),(78 243.79382),(79 240.07188),
(1 114.74882),(2 146.16583),(3 164.07025),(4 173.32108),(5 178.25333),(6 182.84457),(7 188.48242),(8 191.95953),(9 195.24612),(10 195.98639),(11 198.04568),(12 200.58841),(13 203.47789),(14 203.70187),(15 207.96664),(16 209.62291),(17 208.69664),(18 210.01395),(19 210.68892),(20 210.92018),(21 210.03143),(22 211.87437),(23 213.3932),(24 212.89183),(25 213.71466),(26 216.61372),(27 218.46082),(28 216.62337),(29 216.10576),(30 217.77676),(31 219.31638),(32 221.63745),(33 221.76884),(34 220.11766),(35 220.08105),(36 221.41895),(37 222.04144),(38 224.44595),(39 226.38974),(40 225.23532),(41 222.44138),(42 222.72507),(43 224.43764),(44 224.18945),(45 223.40282),(46 225.58075),(47 225.51517),(48 224.64249),(49 224.5929),(50 226.29384),(51 224.59714),(52 225.61089),(53 224.10898),(54 224.62294),(55 224.28712),(56 223.39507),(57 221.40651),(58 223.713),(59 224.78821),(60 224.2311),(61 224.04927),(62 224.47693),(63 224.65207),(64 227.33804),(65 227.3424),(66 230.769),(67 230.45486),(68 232.01346),(69 233.42616),(70 234.09705),(71 234.61372),(72 233.24055),(73 236.58267),(74 234.46559),(75 236.11455),(76 237.18073),(77 236.5662),(78 235.26567),(79 235.07785),
(1 112.36175),(2 145.3026),(3 163.68921),(4 175.32747),(5 184.1915),(6 188.84428),(7 194.94539),(8 198.85698),(9 203.03125),(10 204.60896),(11 207.19724),(12 209.27115),(13 212.10168),(14 211.81346),(15 214.23076),(16 217.12059),(17 217.72897),(18 217.37671),(19 217.22533),(20 217.39786),(21 218.72408),(22 219.84293),(23 220.864),(24 219.6184),(25 219.97923),(26 219.37343),(27 219.93924),(28 220.7779),(29 220.9566),(30 220.4702),(31 221.60414),(32 222.2589),(33 220.81541),(34 222.63103),(35 222.83495),(36 224.58215),(37 227.71265),(38 228.39635),(39 230.53),(40 229.34679),(41 227.78255),(42 229.43135),(43 227.96779),(44 228.38515),(45 228.02788),(46 229.56216),(47 230.44116),(48 230.76729),(49 228.29593),(50 229.32579),(51 228.89291),(52 229.56737),(53 228.36545),(54 229.92242),(55 230.21326),(56 229.6693),(57 230.66185),(58 232.62408),(59 231.25186),(60 228.51553),(61 229.97177),(62 230.23767),(63 228.90703),(64 227.28632),(65 228.02438),(66 230.46107),(67 230.60544),(68 232.12247),(69 232.18712),(70 235.56673),(71 233.6516),(72 233.01372),(73 234.03053),(74 234.68533),(75 233.2161),(76 233.30939),(77 234.1194),(78 234.13768),(79 235.62428),
(1 112.76198),(2 144.15813),(3 161.32922),(4 172.89374),(5 179.95709),(6 185.2363),(7 193.26816),(8 196.89076),(9 200.74713),(10 200.90932),(11 202.90044),(12 203.84116),(13 205.65324),(14 207.71352),(15 209.4336),(16 209.50244),(17 211.72035),(18 213.92828),(19 212.14925),(20 213.6709),(21 214.29395),(22 216.06438),(23 215.69568),(24 214.21013),(25 214.86598),(26 215.90729),(27 217.12228),(28 218.09706),(29 217.84224),(30 217.07654),(31 216.0677),(32 216.35188),(33 215.2614),(34 214.22144),(35 212.98317),(36 214.15195),(37 216.87183),(38 217.94629),(39 219.01718),(40 217.13443),(41 217.69742),(42 217.90022),(43 220.36588),(44 221.3696),(45 220.19945),(46 220.86038),(47 221.56293),(48 220.48366),(49 219.51126),(50 221.00578),(51 219.19453),(52 220.18303),(53 219.25824),(54 218.55614),(55 218.59102),(56 219.29037),(57 220.8179),(58 226.64473),(59 228.30365),(60 227.66547),(61 226.359),(62 227.28667),(63 223.92589),(64 222.15926),(65 223.4536),(66 224.09442),(67 225.3077),(68 228.18697),(69 227.13397),(70 227.042),(71 228.35136),(72 225.8394),(73 228.37965),(74 230.53209),(75 231.4011),(76 232.82076),(77 234.78229),(78 235.92163),(79 234.35254),
(1 111.46557),(2 143.42711),(3 162.59464),(4 170.22697),(5 176.89937),(6 182.7798),(7 189.31487),(8 192.91016),(9 196.16872),(10 199.7201),(11 203.14426),(12 204.61433),(13 209.55296),(14 211.34254),(15 211.23988),(16 210.92809),(17 211.84766),(18 212.16504),(19 213.7048),(20 217.14787),(21 218.33417),(22 220.35234),(23 219.43217),(24 219.42038),(25 218.22838),(26 220.357),(27 219.67683),(28 219.23724),(29 217.32166),(30 218.15466),(31 218.09283),(32 219.50983),(33 219.73103),(34 218.23137),(35 218.66083),(36 217.86674),(37 220.64713),(38 222.4949),(39 221.56963),(40 219.96738),(41 221.0143),(42 222.03975),(43 220.84138),(44 221.13354),(45 221.39104),(46 223.12259),(47 222.6145),(48 222.71764),(49 221.97554),(50 222.37404),(51 221.93976),(52 219.86237),(53 218.15346),(54 217.02441),(55 214.97751),(56 218.42146),(57 219.84566),(58 221.94125),(59 220.76765),(60 222.3432),(61 222.45267),(62 222.40475),(63 222.7932),(64 224.81725),(65 223.26888),(66 221.47624),(67 219.95395),(68 224.25012),(69 221.7867),(70 222.2005),(71 223.32025),(72 222.98462),(73 224.58145),(74 226.4916),(75 227.57458),(76 226.55432),(77 227.8262),(78 228.41272),(79 227.10492),
(1 110.00329),(2 140.2131),(3 157.61624),(4 168.12407),(5 174.67264),(6 179.22095),(7 182.99509),(8 187.77144),(9 190.71063),(10 192.0212),(11 194.99554),(12 195.216),(13 198.90869),(14 202.25644),(15 200.00378),(16 201.74324),(17 200.60867),(18 202.08943),(19 203.80234),(20 207.57573),(21 206.33517),(22 205.90218),(23 205.41252),(24 205.13298),(25 207.18323),(26 207.33255),(27 207.16354),(28 205.9569),(29 206.11023),(30 204.99129),(31 204.16531),(32 204.85077),(33 205.58212),(34 204.69807),(35 204.91252),(36 205.41277),(37 209.38455),(38 209.47922),(39 211.34602),(40 211.67108),(41 211.8674),(42 208.85786),(43 208.64867),(44 210.52953),(45 212.65346),(46 214.06578),(47 214.68524),(48 215.30913),(49 215.12721),(50 212.94865),(51 213.4641),(52 213.78218),(53 212.17165),(54 212.67848),(55 212.5355),(56 212.43997),(57 212.44722),(58 213.62512),(59 213.54674),(60 213.06512),(61 213.60812),(62 215.07385),(63 214.42761),(64 215.2493),(65 213.59676),(66 214.0719),(67 215.868),(68 217.49028),(69 218.14795),(70 220.2555),(71 220.50665),(72 216.40921),(73 221.11314),(74 222.06543),(75 222.61688),(76 226.18771),(77 225.56808),(78 225.45984),(79 226.67404),
(1 108.222145),(2 141.07907),(3 159.70673),(4 169.42055),(5 175.3143),(6 179.6229),(7 183.943),(8 189.13226),(9 193.49416),(10 193.4839),(11 196.34627),(12 195.53578),(13 199.30925),(14 202.21228),(15 204.08363),(16 206.05058),(17 204.91386),(18 207.6078),(19 207.40996),(20 207.7005),(21 207.58742),(22 208.18939),(23 207.02),(24 206.30357),(25 208.31473),(26 208.76721),(27 209.15044),(28 211.2166),(29 209.41881),(30 208.58783),(31 207.0343),(32 207.68146),(33 207.9149),(34 208.70763),(35 206.86455),(36 209.18825),(37 210.9056),(38 213.19556),(39 214.86217),(40 214.95483),(41 213.9298),(42 212.21706),(43 213.2905),(44 213.70671),(45 216.04245),(46 215.71962),(47 213.44287),(48 212.52736),(49 210.33531),(50 210.95198),(51 212.91263),(52 213.67639),(53 213.50687),(54 214.2239),(55 213.49522),(56 213.62701),(57 214.205),(58 215.15527),(59 213.92525),(60 214.64326),(61 216.90738),(62 216.0537),(63 218.39662),(64 218.67375),(65 218.31918),(66 217.72601),(67 218.20229),(68 218.59637),(69 218.80554),(70 219.5965),(71 220.11192),(72 217.85744),(73 222.78209),(74 222.66356),(75 221.45642),(76 220.05566),(77 218.66035),(78 221.53918),(79 222.40547),
(1 108.73238),(2 138.825),(3 156.35294),(4 165.04074),(5 172.29617),(6 177.81076),(7 183.62227),(8 186.76923),(9 188.79565),(10 191.29086),(11 193.4664),(12 193.13351),(13 199.02533),(14 201.0638),(15 201.32124),(16 203.16148),(17 202.93515),(18 205.47658),(19 202.32396),(20 202.58199),(21 202.92464),(22 205.63148),(23 203.82504),(24 203.45963),(25 204.94876),(26 204.19797),(27 203.8714),(28 207.66634),(29 206.19461),(30 206.48921),(31 208.18266),(32 209.40182),(33 210.2987),(34 210.90062),(35 209.1192),(36 208.05263),(37 207.25116),(38 208.74619),(39 211.84056),(40 207.74573),(41 206.1247),(42 206.8385),(43 210.11053),(44 211.53433),(45 211.83583),(46 212.25671),(47 213.24355),(48 212.84198),(49 211.46837),(50 211.8901),(51 210.81284),(52 211.28462),(53 210.95496),(54 208.1388),(55 207.31729),(56 206.7551),(57 205.19759),(58 210.1253),(59 212.56985),(60 213.20287),(61 214.68219),(62 214.1404),(63 218.70009),(64 216.16284),(65 215.92987),(66 214.9964),(67 214.06038),(68 215.47523),(69 216.2483),(70 218.0379),(71 219.26064),(72 220.3106),(73 223.57042),(74 221.1613),(75 221.40282),(76 221.42001),(77 221.64114),(78 221.90746),(79 222.67084),
(1 105.53057),(2 134.30962),(3 150.847),(4 159.4223),(5 165.62018),(6 169.35318),(7 173.432),(8 177.99022),(9 180.56888),(10 183.92233),(11 185.78441),(12 185.631),(13 189.04912),(14 188.94559),(15 189.8173),(16 189.64731),(17 189.482),(18 192.33322),(19 194.41983),(20 195.22144),(21 196.86461),(22 198.35216),(23 198.7482),(24 199.5295),(25 201.05573),(26 201.70674),(27 200.5044),(28 203.03923),(29 204.67381),(30 206.94226),(31 206.36404),(32 207.01999),(33 207.54515),(34 207.10294),(35 205.58247),(36 205.78938),(37 206.04494),(38 205.10776),(39 207.29372),(40 205.94937),(41 205.50604),(42 206.17596),(43 207.06995),(44 207.4591),(45 208.93846),(46 210.27866),(47 211.32816),(48 211.68353),(49 212.25916),(50 214.63),(51 214.59094),(52 212.28688),(53 212.14832),(54 212.57848),(55 212.268),(56 210.51013),(57 209.1129),(58 210.49046),(59 212.1739),(60 211.10606),(61 210.79587),(62 212.16405),(63 211.17984),(64 213.38454),(65 211.64203),(66 211.45857),(67 209.56381),(68 209.6176),(69 207.94926),(70 209.59189),(71 208.91315),(72 209.1463),(73 213.10104),(74 212.24336),(75 212.03401),(76 210.88344),(77 211.2135),(78 210.55176),(79 210.48358),
(1 105.497055),(2 133.4902),(3 148.04335),(4 158.96896),(5 164.70482),(6 170.96309),(7 175.04343),(8 181.21472),(9 183.93752),(10 185.54114),(11 188.97197),(12 188.49011),(13 191.6463),(14 191.02393),(15 190.8462),(16 189.30237),(17 188.95422),(18 191.37175),(19 194.85036),(20 197.93246),(21 201.02916),(22 201.62166),(23 202.21077),(24 200.89244),(25 199.85829),(26 200.61845),(27 199.2804),(28 199.4179),(29 199.53194),(30 200.24492),(31 199.52202),(32 202.1313),(33 202.40118),(34 201.3382),(35 201.81349),(36 202.57191),(37 202.304),(38 203.1635),(39 206.35472),(40 204.97318),(41 204.87924),(42 206.07413),(43 206.15433),(44 207.23106),(45 206.45839),(46 208.92946),(47 208.06671),(48 208.20781),(49 208.15205),(50 208.09702),(51 209.13933),(52 208.26341),(53 208.35802),(54 207.66406),(55 206.49596),(56 207.15639),(57 207.1355),(58 207.98329),(59 207.93044),(60 205.01724),(61 207.2891),(62 204.97237),(63 206.9784),(64 207.24501),(65 206.02005),(66 204.0817),(67 201.94969),(68 202.91559),(69 204.09573),(70 203.95218),(71 204.49834),(72 204.7159),(73 205.98805),(74 207.96255),(75 207.1331),(76 207.50188),(77 209.75127),(78 208.32271),(79 207.5372),
(1 103.44791),(2 130.72107),(3 145.93503),(4 155.48952),(5 161.08226),(6 164.98012),(7 167.82005),(8 172.91634),(9 175.4156),(10 177.31654),(11 180.30312),(12 178.39682),(13 183.05042),(14 184.84526),(15 185.33984),(16 186.29333),(17 187.83011),(18 189.39597),(19 190.39522),(20 191.30435),(21 193.08844),(22 192.30609),(23 192.60497),(24 192.99307),(25 191.54533),(26 192.72484),(27 191.82957),(28 191.57584),(29 189.81139),(30 189.19278),(31 190.48965),(32 191.90591),(33 193.07465),(34 193.88586),(35 195.20753),(36 197.98184),(37 199.60565),(38 199.125),(39 200.82071),(40 200.31279),(41 198.53818),(42 199.9793),(43 200.70459),(44 201.53404),(45 203.57758),(46 203.41504),(47 201.30379),(48 201.59064),(49 201.35544),(50 201.06685),(51 202.28615),(52 200.08208),(53 201.53123),(54 199.49014),(55 201.52768),(56 200.50316),(57 199.79018),(58 201.81593),(59 200.6363),(60 200.65207),(61 201.39636),(62 201.82399),(63 203.7775),(64 204.52441),(65 206.8772),(66 205.38475),(67 205.18246),(68 205.16023),(69 203.94016),(70 203.96783),(71 202.86987),(72 203.39746),(73 206.17953),(74 206.30319),(75 207.41753),(76 205.70183),(77 205.98431),(78 204.76286),(79 205.41788),
