1.5,2.5,3.5,4.5,5.5,6.5,7.5,8.5,9.5,10.5,11.5,12.5,13.5,14.5,15.5,16.5,17.5,18.5,19.5,20.5,21.5,22.5,23.5,24.5,25.5,26.5,27.5,28.5,29.5,30.5,31.5,32.5,33.5,34.5,35.5,36.5,37.5,38.5,39.5,40.5,41.5,42.5,43.5,44.5,45.5,46.5,47.5,48.5,49.5,50.5,51.5,52.5,53.5,54.5,55.5,56.5,57.5,58.5,59.5,60.5,61.5,62.5,63.5,64.5,65.5,66.5,67.5,68.5,69.5,70.5,71.5,72.5,73.5,74.5,75.5,76.5,77.5,78.5,79.5,80.5,81.5,82.5,83.5,84.5,85.5,86.5,87.5,88.5,89.5,90.5,91.5,92.5,93.5,94.5,95.5,96.5,97.5,98.5,99.5,100.5,101.5,102.5,103.5,104.5,105.5,106.5,107.5,108.5,109.5,110.5,111.5,112.5,113.5,114.5,115.5,116.5,117.5,118.5,119.5,120.5,121.5,122.5,123.5,124.5,125.5,126.5,127.5,128.5,129.5,130.5,131.5,132.5,133.5,134.5,135.5,136.5,137.5,138.5,139.5,140.5,141.5,142.5,143.5,144.5,145.5,146.5,147.5,148.5,149.5,150.5,151.5,152.5,153.5,154.5,155.5,156.5,157.5,158.5,159.5,160.5,161.5,162.5,163.5,164.5,165.5,166.5,167.5,168.5,169.5,170.5,171.5,172.5,173.5,174.5,175.5,176.5,177.5,178.5,179.5,180.5,181.5,182.5,183.5,184.5,185.5,186.5,187.5,188.5,189.5,190.5,191.5,192.5,193.5,194.5,195.5,196.5,197.5,198.5,199.5,200.5,201.5,202.5,203.5,204.5,205.5,206.5,207.5,208.5,209.5,210.5,211.5,212.5,213.5,214.5,215.5,216.5,217.5,218.5,219.5,220.5,221.5,222.5,223.5,224.5,225.5,226.5,227.5,228.5,229.5,230.5,231.5,232.5,233.5,234.5,235.5,236.5,237.5,238.5,239.5,240.5,241.5,242.5,243.5,244.5,245.5,246.5,247.5,248.5,249.5,250.5,251.5,252.5,253.5,254.5,255.5,256.5,257.5,258.5,259.5,260.5,261.5,262.5,263.5,264.5,265.5,266.5,267.5,268.5,269.5,270.5,271.5,272.5,273.5,274.5,275.5,276.5,277.5,278.5,279.5,280.5,281.5,282.5,283.5,284.5,285.5,286.5,287.5,288.5,289.5,290.5,291.5,292.5,293.5,294.5,295.5,296.5,297.5,298.5,299.5,300.5,301.5,302.5,303.5,304.5,305.5,306.5,307.5,308.5,309.5,310.5,311.5,312.5,313.5,314.5,315.5,316.5,317.5,318.5,319.5,320.5,321.5,322.5,323.5,324.5,325.5,326.5,327.5,328.5,329.5,330.5,331.5,332.5,333.5,334.5,335.5,336.5,337.5,338.5,339.5,340.5,341.5,342.5,343.5,344.5,345.5,346.5,347.5,348.5,349.5,350.5,351.5,352.5,353.5,354.5,355.5,356.5,357.5,358.5,359.5,360.5,361.5,362.5,363.5,364.5,365.5,366.5,367.5,368.5,369.5,370.5,371.5,372.5,373.5,374.5,375.5,376.5,377.5,378.5,379.5,380.5,381.5,382.5,383.5,384.5,385.5,386.5,387.5,388.5,389.5,390.5,391.5,392.5,393.5,394.5,395.5,396.5,397.5,398.5,399.5,400.5,401.5,402.5,403.5,404.5,405.5,406.5,407.5,408.5,409.5,410.5,411.5,412.5,413.5,414.5,415.5,416.5,417.5,418.5,419.5,420.5,421.5,422.5,423.5,424.5,425.5,426.5,427.5,428.5,429.5,430.5,431.5,432.5,433.5,434.5,435.5,436.5,437.5,438.5,439.5,440.5,441.5,442.5,443.5,444.5,445.5,446.5,447.5,448.5,449.5,450.5,451.5,452.5,453.5,454.5,455.5,456.5,457.5,458.5,459.5,460.5,461.5,462.5,463.5,464.5,465.5,466.5,467.5,468.5,469.5,470.5,471.5,472.5,473.5,474.5,475.5,476.5,477.5,478.5,479.5,480.5,481.5,482.5,483.5,484.5,485.5,486.5,487.5,488.5,489.5,490.5,491.5,492.5,493.5,494.5,495.5,496.5,497.5,498.5,499.5,
(1 36584.53),(2 52445.51),(3 57100.824),(4 116089.72),(5 145881.28),(6 165328.6),(7 234895.92),(8 265822.94),(9 286273.5),(10 352961.25),(11 379943.4),(12 391519.4),(13 455663.78),(14 471431.84),(15 475169.25),(16 534033.5),(17 536276.06),(18 545563.75),(19 597373.3),(20 587241.44),(21 575146.56),(22 609576.94),(23 584200.9),(24 577258.7),(25 623925.7),(26 600892.8),(27 590330.06),(28 630559.2),(29 608566.1),(30 606228.06),(31 659076.7),(32 652672.06),(33 703129),(34 773393),(35 789624.5),(36 838000.2),(37 937912.75),(38 973965.3),(39 1046399.3),(40 1155124),(41 1217866.9),(42 1319664.6),(43 1468280.6),(44 1539136.4),(45 1660954.4),(46 1816987),(47 1898694.6),(48 2027323.9),(49 2177143.3),(50 2234384.3),(51 2333895),(52 2456230.3),(53 2520535),(54 2615508.5),(55 2758421),(56 2838998.8),(57 2957898),(58 3103662),(59 3201806.8),(60 3311023.3),(61 3490328),(62 3603925.8),(63 3879276),(64 4076531.3),(65 4238932),(66 4483977.5),(67 4768297.5),(68 5162328.5),(69 5568489),(70 5938184),(71 6331193.5),(72 6740951.5),(73 7165580),(74 7560990.5),(75 8036585.5),(76 8465592),(77 8912737),(78 9431413),(79 9922895),
(1 129.85165),(2 172.72583),(3 205.2404),(4 221.04256),(5 232.08897),(6 244.01672),(7 252.4817),(8 260.9971),(9 264.2874),(10 265.59735),(11 270.4364),(12 271.00348),(13 270.83237),(14 272.47714),(15 276.10916),(16 276.98114),(17 277.89105),(18 281.356),(19 282.1422),(20 285.92407),(21 289.4412),(22 290.44968),(23 291.27045),(24 288.5742),(25 287.8188),(26 292.0084),(27 293.7535),(28 294.23856),(29 292.83936),(30 291.88528),(31 290.19247),(32 292.6972),(33 291.2173),(34 291.06058),(35 293.2484),(36 292.563),(37 290.4803),(38 289.13937),(39 289.3015),(40 286.70334),(41 283.86246),(42 287.48306),(43 288.13168),(44 290.7794),(45 290.5643),(46 291.58856),(47 293.684),(48 295.94174),(49 297.7509),(50 297.44763),(51 300.00845),(52 300.57938),(53 301.9821),(54 302.53616),(55 306.33035),(56 305.11456),(57 306.884),(58 306.6385),(59 309.4743),(60 304.5856),(61 305.35287),(62 305.85944),(63 308.02484),(64 308.84012),(65 311.69553),(66 313.26917),(67 316.5395),(68 318.9893),(69 321.94226),(70 326.2305),(71 330.00458),(72 328.151),(73 327.11722),(74 325.24393),(75 326.3033),(76 326.46426),(77 326.35614),(78 328.38382),(79 326.22144),
(1 127.941414),(2 168.3375),(3 197.07727),(4 212.77678),(5 226.1759),(6 236.08595),(7 244.74794),(8 252.83395),(9 257.06625),(10 261.20953),(11 264.9635),(12 262.42725),(13 262.0931),(14 262.68536),(15 262.68262),(16 264.03784),(17 265.47336),(18 269.451),(19 269.98813),(20 270.93387),(21 274.47287),(22 274.7026),(23 273.1426),(24 272.14154),(25 274.26382),(26 277.34164),(27 276.32443),(28 274.98032),(29 276.06662),(30 277.76556),(31 278.2873),(32 276.09644),(33 275.83878),(34 276.5251),(35 280.00745),(36 280.19104),(37 282.0222),(38 283.16757),(39 285.6236),(40 283.00046),(41 283.34024),(42 280.89133),(43 284.3076),(44 285.27725),(45 283.60907),(46 286.65262),(47 289.90524),(48 291.39484),(49 292.38028),(50 292.17303),(51 293.20172),(52 294.0916),(53 294.1168),(54 296.45355),(55 300.52133),(56 302.74136),(57 305.1735),(58 306.82727),(59 308.47116),(60 306.8174),(61 306.2436),(62 306.39902),(63 311.03488),(64 311.05255),(65 310.0289),(66 313.76712),(67 315.4358),(68 319.83978),(69 318.9547),(70 320.60727),(71 323.53107),(72 323.82288),(73 323.37308),(74 322.75476),(75 323.103),(76 321.76288),(77 322.51743),(78 323.71884),(79 322.20264),
(1 127.893745),(2 165.98248),(3 198.1843),(4 212.36461),(5 223.30324),(6 231.89706),(7 244.27142),(8 250.6536),(9 254.2548),(10 256.7829),(11 263.18628),(12 264.33444),(13 267.92267),(14 271.93927),(15 273.14877),(16 272.67514),(17 275.18204),(18 276.9422),(19 279.66714),(20 276.2802),(21 278.25616),(22 280.4826),(23 279.3785),(24 277.0056),(25 276.21893),(26 278.3943),(27 277.35394),(28 276.95758),(29 279.212),(30 281.9473),(31 283.59888),(32 281.73947),(33 281.38998),(34 280.36835),(35 280.30698),(36 279.56732),(37 279.61423),(38 280.9877),(39 281.53827),(40 283.51532),(41 285.09732),(42 285.66037),(43 286.76358),(44 285.7729),(45 283.49353),(46 288.3669),(47 289.63995),(48 290.78903),(49 290.12683),(50 288.97723),(51 290.18384),(52 290.4131),(53 290.74646),(54 291.6109),(55 293.75262),(56 293.4642),(57 296.43234),(58 300.82596),(59 301.30835),(60 301.3781),(61 301.33057),(62 301.20114),(63 304.62842),(64 304.20602),(65 301.58133),(66 302.75266),(67 303.07837),(68 303.18375),(69 302.01315),(70 301.5669),(71 303.996),(72 305.67032),(73 309.3096),(74 309.49252),(75 310.90735),(76 311.85147),(77 311.85223),(78 314.13943),(79 314.04898),
(1 125.09231),(2 164.50647),(3 195.4039),(4 213.12497),(5 221.38745),(6 231.01265),(7 238.99008),(8 245.58542),(9 249.55759),(10 253.9174),(11 258.72296),(12 263.76184),(13 264.52817),(14 265.60913),(15 266.91586),(16 264.7334),(17 266.88528),(18 267.35706),(19 268.58044),(20 272.28937),(21 272.79236),(22 274.33218),(23 272.0946),(24 271.29752),(25 267.08502),(26 269.31244),(27 269.86398),(28 270.18637),(29 270.43472),(30 272.66135),(31 273.4179),(32 273.0946),(33 275.90863),(34 273.30673),(35 271.72354),(36 269.50244),(37 271.20764),(38 276.2428),(39 278.8379),(40 276.54788),(41 274.2578),(42 274.19107),(43 275.73483),(44 275.01028),(45 273.96762),(46 273.7296),(47 272.28857),(48 277.55173),(49 277.43988),(50 276.74872),(51 277.0403),(52 276.47498),(53 281.09268),(54 282.2922),(55 283.89224),(56 284.40567),(57 288.69528),(58 290.02283),(59 291.0427),(60 293.75128),(61 296.88385),(62 296.83655),(63 302.31403),(64 301.46677),(65 302.19934),(66 305.1992),(67 303.6545),(68 306.5102),(69 302.87024),(70 300.9696),(71 302.70142),(72 302.1375),(73 301.8669),(74 300.83057),(75 300.27243),(76 301.13635),(77 304.15747),(78 306.9164),(79 307.77588),
(1 124.584175),(2 165.54639),(3 195.38246),(4 210.23834),(5 218.89883),(6 229.88045),(7 239.18738),(8 242.96791),(9 247.31685),(10 249.78572),(11 251.84201),(12 257.07858),(13 257.87988),(14 264.15305),(15 266.47705),(16 265.30682),(17 269.39398),(18 272.30154),(19 274.32886),(20 274.26324),(21 272.0665),(22 275.1228),(23 272.78104),(24 270.87814),(25 270.61703),(26 273.0252),(27 273.3152),(28 273.79355),(29 275.6017),(30 277.84167),(31 277.22018),(32 274.77267),(33 276.06012),(34 275.69595),(35 272.84164),(36 274.55606),(37 279.92514),(38 282.86197),(39 285.81815),(40 285.01312),(41 287.302),(42 284.58072),(43 283.192),(44 282.65234),(45 280.33777),(46 281.6792),(47 281.75198),(48 283.8287),(49 282.7332),(50 280.71475),(51 281.8342),(52 278.09708),(53 281.45654),(54 278.23294),(55 280.1892),(56 282.3194),(57 288.43332),(58 286.88272),(59 288.00244),(60 288.65652),(61 290.57086),(62 289.31186),(63 297.03714),(64 295.1976),(65 294.1467),(66 292.27487),(67 290.4993),(68 291.21884),(69 288.4095),(70 288.55536),(71 289.1852),(72 289.3448),(73 289.60916),(74 288.26602),(75 291.96732),(76 292.58948),(77 295.7466),(78 298.29135),(79 300.3389),
(1 121.227554),(2 161.03668),(3 188.07309),(4 202.44415),(5 212.26105),(6 222.07399),(7 230.77634),(8 232.863),(9 238.17674),(10 236.13618),(11 242.16318),(12 245.98834),(13 247.6423),(14 250.04704),(15 252.225),(16 252.02623),(17 253.2451),(18 255.95538),(19 257.47635),(20 256.07925),(21 256.47513),(22 258.01657),(23 257.76804),(24 257.07324),(25 256.95923),(26 260.42743),(27 261.2585),(28 262.36728),(29 265.62125),(30 264.94366),(31 267.50146),(32 266.7853),(33 270.8477),(34 267.63538),(35 269.25015),(36 270.37888),(37 272.66312),(38 274.67548),(39 278.1398),(40 277.48035),(41 275.8627),(42 278.21277),(43 277.051),(44 276.46317),(45 274.84604),(46 276.57993),(47 276.9138),(48 278.4427),(49 279.77255),(50 279.0344),(51 280.98184),(52 281.27206),(53 284.57394),(54 286.05798),(55 285.8203),(56 285.91916),(57 287.76157),(58 287.78284),(59 288.76416),(60 286.03296),(61 285.8546),(62 285.3363),(63 288.71304),(64 286.78638),(65 289.47873),(66 288.8796),(67 288.4531),(68 291.12244),(69 289.23242),(70 289.2726),(71 287.55887),(72 284.6065),(73 285.13556),(74 282.65778),(75 282.88248),(76 283.80664),(77 286.84006),(78 287.7172),(79 288.76694),
(1 121.62006),(2 161.21797),(3 187.53711),(4 201.52068),(5 210.24603),(6 219.82004),(7 227.72421),(8 231.76701),(9 236.2882),(10 240.6977),(11 245.07106),(12 245.36156),(13 246.29846),(14 248.86069),(15 251.1227),(16 253.39658),(17 253.44229),(18 255.65985),(19 255.67798),(20 253.78015),(21 255.52376),(22 256.94757),(23 258.65512),(24 256.25772),(25 258.02097),(26 257.6003),(27 258.60837),(28 259.41528),(29 259.33066),(30 261.89114),(31 264.32318),(32 267.1362),(33 271.10883),(34 271.1609),(35 267.97888),(36 265.95233),(37 267.7012),(38 269.15128),(39 268.5829),(40 267.62122),(41 269.3499),(42 270.90344),(43 273.27087),(44 272.78598),(45 272.21494),(46 274.12997),(47 274.65402),(48 280.03815),(49 281.47546),(50 281.4598),(51 283.54965),(52 285.88638),(53 288.17212),(54 289.75818),(55 291.07867),(56 290.4704),(57 290.0667),(58 289.44003),(59 289.15234),(60 285.64484),(61 288.54227),(62 289.3594),(63 293.5819),(64 293.504),(65 297.7312),(66 300.9631),(67 303.12137),(68 303.36502),(69 302.0271),(70 302.81097),(71 298.55118),(72 298.12573),(73 299.72333),(74 297.0043),(75 296.07635),(76 293.89822),(77 295.7333),(78 295.86542),(79 297.884),
(1 120.92943),(2 160.43051),(3 187.10683),(4 201.26515),(5 212.37056),(6 219.9824),(7 228.17204),(8 229.60257),(9 235.72516),(10 239.2561),(11 244.55038),(12 248.62866),(13 252.56131),(14 255.0948),(15 258.6988),(16 259.56586),(17 261.91638),(18 265.28653),(19 265.96588),(20 266.37332),(21 265.38748),(22 267.24426),(23 267.56027),(24 266.3263),(25 265.29172),(26 266.12338),(27 266.23056),(28 266.11493),(29 265.74042),(30 268.3804),(31 267.7284),(32 268.35928),(33 269.99487),(34 269.6342),(35 270.52167),(36 269.09613),(37 269.88834),(38 271.40405),(39 271.92215),(40 271.32755),(41 270.45117),(42 272.70468),(43 276.10846),(44 278.36),(45 276.6205),(46 277.6634),(47 276.17575),(48 280.0475),(49 281.82828),(50 284.22086),(51 287.8261),(52 290.13293),(53 291.08743),(54 291.37073),(55 293.79245),(56 295.55902),(57 296.93845),(58 297.30402),(59 297.72733),(60 299.04483),(61 299.2959),(62 300.96634),(63 300.29898),(64 298.1623),(65 299.23602),(66 302.51822),(67 304.896),(68 305.73856),(69 307.28525),(70 305.8072),(71 305.06543),(72 307.30908),(73 307.66678),(74 305.31082),(75 302.02017),(76 304.52167),(77 305.0845),(78 302.41745),(79 304.15482),
(1 118.75551),(2 158.48764),(3 182.68567),(4 198.46727),(5 211.73997),(6 220.41878),(7 225.28407),(8 228.49106),(9 233.4327),(10 236.90572),(11 240.5605),(12 243.67175),(13 246.33644),(14 247.35843),(15 250.23898),(16 252.07666),(17 253.88965),(18 256.40927),(19 255.6071),(20 256.64764),(21 256.43112),(22 260.40503),(23 258.71866),(24 256.54556),(25 255.7939),(26 254.57379),(27 255.33792),(28 256.83368),(29 256.934),(30 258.50934),(31 260.21793),(32 262.9493),(33 262.76758),(34 262.06018),(35 266.20715),(36 264.43973),(37 266.31403),(38 266.78473),(39 268.64877),(40 265.24286),(41 264.1735),(42 264.62122),(43 267.24405),(44 266.0556),(45 266.65698),(46 269.1396),(47 267.63513),(48 271.20117),(49 274.18527),(50 275.5448),(51 281.0072),(52 280.3558),(53 282.50455),(54 281.37286),(55 281.16684),(56 281.84784),(57 283.11526),(58 287.10834),(59 286.07455),(60 284.6444),(61 286.37296),(62 287.79584),(63 288.8202),(64 285.18842),(65 286.26517),(66 289.0519),(67 288.70804),(68 288.5668),(69 287.19147),(70 289.62933),(71 292.83527),(72 291.09048),(73 293.17285),(74 291.28653),(75 291.37692),(76 292.1067),(77 291.8541),(78 293.54294),(79 296.63724),
(1 116.86595),(2 152.69534),(3 177.98328),(4 192.17523),(5 203.55705),(6 213.92067),(7 219.36517),(8 222.59026),(9 228.58276),(10 229.66364),(11 234.51315),(12 238.74593),(13 241.083),(14 244.84811),(15 245.39612),(16 248.14717),(17 247.50427),(18 250.31198),(19 250.43266),(20 250.68286),(21 250.2429),(22 251.56522),(23 249.8964),(24 247.57176),(25 247.60728),(26 249.2626),(27 250.79567),(28 254.49501),(29 256.13293),(30 256.13354),(31 253.64561),(32 252.60498),(33 253.31415),(34 251.76752),(35 253.3465),(36 253.72833),(37 255.26791),(38 255.36923),(39 258.47998),(40 255.52142),(41 258.27222),(42 260.4025),(43 258.778),(44 261.35376),(45 264.89423),(46 265.53476),(47 264.4146),(48 266.57498),(49 267.0495),(50 271.71844),(51 276.2206),(52 278.46127),(53 281.16425),(54 280.2139),(55 282.15848),(56 285.03625),(57 284.94962),(58 288.68942),(59 287.49155),(60 284.9892),(61 284.6342),(62 282.9276),(63 288.3734),(64 289.23758),(65 288.68616),(66 287.7646),(67 291.63422),(68 292.35956),(69 291.30786),(70 293.25873),(71 294.07928),(72 292.05646),(73 293.1902),(74 292.2387),(75 293.18887),(76 292.44803),(77 292.64203),(78 295.80875),(79 296.11835),
(1 116.413605),(2 153.37874),(3 178.81773),(4 190.39073),(5 200.43057),(6 210.46524),(7 215.88283),(8 220.50067),(9 224.97002),(10 228.4235),(11 234.01694),(12 236.0038),(13 241.37167),(14 242.89203),(15 242.55449),(16 244.35881),(17 243.55904),(18 246.67224),(19 248.00441),(20 250.79332),(21 250.00671),(22 253.26566),(23 250.57268),(24 247.68948),(25 247.516),(26 247.79741),(27 247.61288),(28 251.72437),(29 254.70853),(30 257.9735),(31 255.77219),(32 254.59433),(33 258.33057),(34 255.33731),(35 258.05994),(36 257.4622),(37 261.15558),(38 260.3973),(39 261.23798),(40 256.71295),(41 258.64334),(42 257.33878),(43 256.84146),(44 256.21292),(45 256.23975),(46 254.41338),(47 256.66153),(48 259.334),(49 261.0296),(50 264.5625),(51 267.2444),(52 268.69354),(53 269.30023),(54 270.81613),(55 274.1213),(56 270.36618),(57 271.55667),(58 271.4537),(59 271.76834),(60 268.49982),(61 270.5138),(62 272.50406),(63 275.00043),(64 276.66022),(65 279.0657),(66 280.24548),(67 282.74133),(68 284.1684),(69 284.27667),(70 286.93842),(71 283.91852),(72 283.71692),(73 283.22037),(74 284.86682),(75 286.7808),(76 285.645),(77 287.1641),(78 285.1225),(79 286.9617),
(1 115.14838),(2 153.1857),(3 180.45808),(4 194.3998),(5 205.50534),(6 214.93988),(7 220.62619),(8 225.48422),(9 228.9218),(10 229.62178),(11 235.6589),(12 238.21883),(13 242.42915),(14 241.93523),(15 245.07501),(16 247.02036),(17 245.60675),(18 250.9065),(19 249.30013),(20 250.09077),(21 253.4087),(22 255.7182),(23 256.30588),(24 255.26605),(25 253.66591),(26 253.21506),(27 251.59766),(28 249.68576),(29 250.81567),(30 252.1178),(31 249.60901),(32 249.14159),(33 250.76138),(34 252.57478),(35 253.80908),(36 254.33334),(37 259.32413),(38 259.59485),(39 259.95734),(40 258.11438),(41 260.3472),(42 261.4913),(43 261.60126),(44 259.7692),(45 260.24643),(46 260.59573),(47 261.24448),(48 263.76733),(49 261.85086),(50 264.13477),(51 267.76102),(52 266.83972),(53 266.93637),(54 265.77167),(55 267.7043),(56 268.4332),(57 269.3929),(58 271.7771),(59 270.34778),(60 270.73355),(61 272.48846),(62 275.59055),(63 279.19296),(64 282.86298),(65 281.22076),(66 280.6146),(67 281.40894),(68 283.30518),(69 282.55548),(70 285.5039),(71 283.53894),(72 282.30127),(73 284.07),(74 284.26874),(75 284.93576),(76 283.3466),(77 279.89554),(78 279.07742),(79 279.8257),
(1 111.616844),(2 147.36555),(3 173.02528),(4 185.70306),(5 194.47267),(6 203.50052),(7 210.80113),(8 214.12395),(9 217.19264),(10 218.68445),(11 222.41924),(12 226.07756),(13 229.67793),(14 232.84535),(15 235.07701),(16 234.64882),(17 235.79277),(18 243.24252),(19 242.7658),(20 243.88998),(21 245.42119),(22 248.455),(23 249.77716),(24 250.144),(25 249.69006),(26 250.10664),(27 250.54253),(28 249.80856),(29 250.51985),(30 252.54646),(31 251.87065),(32 253.46872),(33 254.4435),(34 255.56062),(35 255.62497),(36 254.50453),(37 254.83298),(38 255.89722),(39 255.50507),(40 252.65999),(41 254.67287),(42 254.35635),(43 255.24394),(44 253.93658),(45 258.13623),(46 258.52313),(47 255.17197),(48 257.82535),(49 255.7674),(50 258.40292),(51 258.77386),(52 259.0236),(53 258.55533),(54 256.75867),(55 259.43878),(56 259.14847),(57 260.1571),(58 262.52005),(59 263.2799),(60 264.9305),(61 265.42),(62 267.12378),(63 272.1566),(64 272.9829),(65 272.51398),(66 268.48608),(67 270.3586),(68 269.42703),(69 269.07886),(70 268.86426),(71 269.76318),(72 269.75833),(73 271.60373),(74 273.4531),(75 275.8316),(76 276.09225),(77 274.9649),(78 275.78525),(79 275.46182),
(1 110.3871),(2 143.93584),(3 167.41704),(4 180.06355),(5 189.38692),(6 197.41191),(7 203.2538),(8 207.61475),(9 209.52145),(10 212.54945),(11 214.18378),(12 219.68146),(13 220.3449),(14 221.62344),(15 223.13028),(16 223.56726),(17 224.12897),(18 228.82864),(19 231.0122),(20 228.88004),(21 229.1408),(22 231.62195),(23 232.99341),(24 234.83374),(25 235.09291),(26 236.38707),(27 237.39594),(28 240.16542),(29 241.16145),(30 241.97069),(31 241.0908),(32 243.14046),(33 246.05994),(34 245.0324),(35 245.0709),(36 245.35825),(37 244.09169),(38 246.05959),(39 243.94496),(40 243.89114),(41 246.13696),(42 244.88538),(43 244.28694),(44 243.48805),(45 246.61292),(46 247.43538),(47 246.66832),(48 248.8242),(49 247.6308),(50 249.22455),(51 252.5112),(52 251.9207),(53 252.28392),(54 253.77449),(55 258.37485),(56 260.23788),(57 261.13943),(58 265.50107),(59 269.23132),(60 270.07935),(61 272.212),(62 272.64774),(63 275.80753),(64 275.63766),(65 274.38666),(66 272.08325),(67 276.34286),(68 277.7746),(69 277.06674),(70 277.022),(71 276.2455),(72 274.62878),(73 274.9268),(74 275.56424),(75 275.80563),(76 275.03137),(77 274.13986),(78 273.7232),(79 271.21307),
(1 110.435646),(2 144.77199),(3 169.31078),(4 183.99),(5 193.82202),(6 202.65076),(7 208.8346),(8 213.71796),(9 219.43933),(10 220.13342),(11 220.90198),(12 222.59607),(13 222.89778),(14 222.33228),(15 223.66776),(16 226.0606),(17 225.42482),(18 230.83875),(19 231.26797),(20 231.2793),(21 232.1375),(22 234.24884),(23 234.94984),(24 235.43555),(25 234.12828),(26 235.36316),(27 237.27994),(28 239.82086),(29 240.92775),(30 239.13927),(31 239.12665),(32 238.40112),(33 242.44263),(34 241.98055),(35 242.41711),(36 242.77469),(37 241.6988),(38 241.66835),(39 243.03221),(40 241.79651),(41 242.09807),(42 241.10754),(43 243.70949),(44 244.64993),(45 244.52225),(46 248.01666),(47 250.54155),(48 251.44005),(49 248.60942),(50 250.13206),(51 252.93323),(52 254.44273),(53 255.42029),(54 254.50952),(55 256.643),(56 256.63565),(57 255.77933),(58 256.41647),(59 258.39664),(60 259.8824),(61 258.7698),(62 261.68018),(63 266.21832),(64 263.867),(65 264.1568),(66 263.60397),(67 265.4631),(68 265.27917),(69 267.455),(70 269.17462),(71 270.7549),(72 268.93494),(73 268.0809),(74 268.91397),(75 272.10574),(76 272.89847),(77 272.18527),(78 273.86685),(79 273.04825),
(1 107.77733),(2 141.65808),(3 168.35435),(4 181.00102),(5 191.3518),(6 200.19995),(7 207.33331),(8 211.04596),(9 213.78311),(10 215.8557),(11 217.71695),(12 221.08098),(13 222.4911),(14 221.67604),(15 220.28558),(16 218.93855),(17 220.50325),(18 225.39842),(19 226.05324),(20 228.08533),(21 228.60963),(22 229.31032),(23 231.26538),(24 230.11072),(25 231.82501),(26 230.8482),(27 230.35213),(28 234.14249),(29 234.51627),(30 234.04192),(31 235.36931),(32 233.03754),(33 234.29857),(34 234.14694),(35 234.9853),(36 236.71284),(37 236.45537),(38 235.63802),(39 237.25778),(40 236.8617),(41 237.42831),(42 238.2398),(43 238.03609),(44 239.36893),(45 240.13165),(46 243.64415),(47 246.52518),(48 251.67503),(49 251.58372),(50 251.86038),(51 255.70503),(52 256.80164),(53 255.57445),(54 258.79395),(55 261.20297),(56 262.66977),(57 265.45865),(58 266.90356),(59 269.49164),(60 270.8715),(61 273.27765),(62 276.6286),(63 280.61282),(64 278.59497),(65 277.05325),(66 276.7238),(67 277.5548),(68 278.98465),(69 278.521),(70 278.05936),(71 276.9956),(72 273.41882),(73 272.29666),(74 273.9239),(75 274.45117),(76 275.3706),(77 273.90952),(78 273.75784),(79 271.9418),
(1 107.804054),(2 139.76118),(3 165.78397),(4 178.95306),(5 189.36215),(6 197.09587),(7 203.92836),(8 206.24338),(9 209.09338),(10 209.9239),(11 211.01193),(12 213.46065),(13 215.53987),(14 216.64522),(15 218.53235),(16 218.79643),(17 221.48885),(18 226.15967),(19 225.91963),(20 227.19778),(21 228.08562),(22 228.06033),(23 230.44077),(24 232.01553),(25 232.41336),(26 233.19641),(27 233.996),(28 233.14609),(29 233.65996),(30 233.9874),(31 233.06229),(32 231.3912),(33 231.07166),(34 231.44284),(35 231.8158),(36 231.64717),(37 233.4396),(38 234.21497),(39 235.2907),(40 232.77933),(41 236.47424),(42 235.98276),(43 237.90564),(44 236.82661),(45 235.52808),(46 239.01157),(47 242.75935),(48 245.22478),(49 246.39864),(50 245.02481),(51 248.28171),(52 251.75374),(53 252.92859),(54 254.24832),(55 254.83174),(56 256.23672),(57 256.40668),(58 256.66132),(59 258.29047),(60 259.97537),(61 260.71182),(62 261.62354),(63 265.11627),(64 263.71423),(65 263.8135),(66 264.68738),(67 265.7691),(68 269.75143),(69 269.11487),(70 270.62704),(71 270.06543),(72 268.7589),(73 266.22443),(74 268.02686),(75 266.4325),(76 268.53082),(77 268.52106),(78 270.17365),(79 269.60687),
(1 107.05784),(2 137.43303),(3 161.13625),(4 172.35634),(5 182.06413),(6 186.49431),(7 193.40369),(8 198.5989),(9 200.3277),(10 203.73529),(11 204.28099),(12 205.36629),(13 208.63),(14 211.31454),(15 213.54611),(16 214.32408),(17 214.18222),(18 218.61687),(19 217.36316),(20 223.33183),(21 222.13608),(22 223.14238),(23 224.37418),(24 228.15337),(25 230.06746),(26 231.5266),(27 230.91978),(28 232.241),(29 230.46791),(30 229.20584),(31 231.22517),(32 228.50357),(33 230.5463),(34 228.94508),(35 227.76479),(36 228.05246),(37 226.9714),(38 230.31038),(39 233.26054),(40 231.38838),(41 231.8072),(42 229.95471),(43 233.2344),(44 236.72607),(45 237.1747),(46 238.4255),(47 241.1157),(48 243.0013),(49 244.15599),(50 245.62059),(51 245.68755),(52 246.07196),(53 247.84618),(54 250.467),(55 250.31526),(56 254.92221),(57 252.21538),(58 251.28346),(59 252.72978),(60 251.41933),(61 252.67238),(62 255.60495),(63 259.16125),(64 257.2686),(65 256.27628),(66 257.16135),(67 258.06903),(68 260.2979),(69 259.7374),(70 262.44858),(71 261.1449),(72 259.4966),(73 259.157),(74 257.1594),(75 255.55104),(76 256.276),(77 256.28036),(78 256.61145),(79 256.73267),
