1.5,2.5,3.5,4.5,5.5,6.5,7.5,8.5,9.5,10.5,11.5,12.5,13.5,14.5,15.5,16.5,17.5,18.5,19.5,20.5,21.5,22.5,23.5,24.5,25.5,26.5,27.5,28.5,29.5,30.5,31.5,32.5,33.5,34.5,35.5,36.5,37.5,38.5,39.5,40.5,41.5,42.5,43.5,44.5,45.5,46.5,47.5,48.5,49.5,50.5,51.5,52.5,53.5,54.5,55.5,56.5,57.5,58.5,59.5,60.5,61.5,62.5,63.5,64.5,65.5,66.5,67.5,68.5,69.5,70.5,71.5,72.5,73.5,74.5,75.5,76.5,77.5,78.5,79.5,80.5,81.5,82.5,83.5,84.5,85.5,86.5,87.5,88.5,89.5,90.5,91.5,92.5,93.5,94.5,95.5,96.5,97.5,98.5,99.5,100.5,101.5,102.5,103.5,104.5,105.5,106.5,107.5,108.5,109.5,110.5,111.5,112.5,113.5,114.5,115.5,116.5,117.5,118.5,119.5,120.5,121.5,122.5,123.5,124.5,125.5,126.5,127.5,128.5,129.5,130.5,131.5,132.5,133.5,134.5,135.5,136.5,137.5,138.5,139.5,140.5,141.5,142.5,143.5,144.5,145.5,146.5,147.5,148.5,149.5,150.5,151.5,152.5,153.5,154.5,155.5,156.5,157.5,158.5,159.5,160.5,161.5,162.5,163.5,164.5,165.5,166.5,167.5,168.5,169.5,170.5,171.5,172.5,173.5,174.5,175.5,176.5,177.5,178.5,179.5,180.5,181.5,182.5,183.5,184.5,185.5,186.5,187.5,188.5,189.5,190.5,191.5,192.5,193.5,194.5,195.5,196.5,197.5,198.5,199.5,200.5,201.5,202.5,203.5,204.5,205.5,206.5,207.5,208.5,209.5,210.5,211.5,212.5,213.5,214.5,215.5,216.5,217.5,218.5,219.5,220.5,221.5,222.5,223.5,224.5,225.5,226.5,227.5,228.5,229.5,230.5,231.5,232.5,233.5,234.5,235.5,236.5,237.5,238.5,239.5,240.5,241.5,242.5,243.5,244.5,245.5,246.5,247.5,248.5,249.5,250.5,251.5,252.5,253.5,254.5,255.5,256.5,257.5,258.5,259.5,260.5,261.5,262.5,263.5,264.5,265.5,266.5,267.5,268.5,269.5,270.5,271.5,272.5,273.5,274.5,275.5,276.5,277.5,278.5,279.5,280.5,281.5,282.5,283.5,284.5,285.5,286.5,287.5,288.5,289.5,290.5,291.5,292.5,293.5,294.5,295.5,296.5,297.5,298.5,299.5,300.5,301.5,302.5,303.5,304.5,305.5,306.5,307.5,308.5,309.5,310.5,311.5,312.5,313.5,314.5,315.5,316.5,317.5,318.5,319.5,320.5,321.5,322.5,323.5,324.5,325.5,326.5,327.5,328.5,329.5,330.5,331.5,332.5,333.5,334.5,335.5,336.5,337.5,338.5,339.5,340.5,341.5,342.5,343.5,344.5,345.5,346.5,347.5,348.5,349.5,350.5,351.5,352.5,353.5,354.5,355.5,356.5,357.5,358.5,359.5,360.5,361.5,362.5,363.5,364.5,365.5,366.5,367.5,368.5,369.5,370.5,371.5,372.5,373.5,374.5,375.5,376.5,377.5,378.5,379.5,380.5,381.5,382.5,383.5,384.5,385.5,386.5,387.5,388.5,389.5,390.5,391.5,392.5,393.5,394.5,395.5,396.5,397.5,398.5,399.5,400.5,401.5,402.5,403.5,404.5,405.5,406.5,407.5,408.5,409.5,410.5,411.5,412.5,413.5,414.5,415.5,416.5,417.5,418.5,419.5,420.5,421.5,422.5,423.5,424.5,425.5,426.5,427.5,428.5,429.5,430.5,431.5,432.5,433.5,434.5,435.5,436.5,437.5,438.5,439.5,440.5,441.5,442.5,443.5,444.5,445.5,446.5,447.5,448.5,449.5,450.5,451.5,452.5,453.5,454.5,455.5,456.5,457.5,458.5,459.5,460.5,461.5,462.5,463.5,464.5,465.5,466.5,467.5,468.5,469.5,470.5,471.5,472.5,473.5,474.5,475.5,476.5,477.5,478.5,479.5,480.5,481.5,482.5,483.5,484.5,485.5,486.5,487.5,488.5,489.5,490.5,491.5,492.5,493.5,494.5,495.5,496.5,497.5,498.5,499.5,
(1 150216.56),(2 351625.4),(3 668817.3),(4 1105470.9),(5 1681877.6),(6 2458973.3),(7 3404882),(8 4995461.5),(9 6446648),(10 8088216.5),(11 9964053),(12 12087388),(13 14534379),(14 17646838),(15 20877764),(16 25103184),(17 29062944),(18 33424310),(19 39044316),(20 45574548),(21 51423092),(22 57581180),(23 66247860),(24 73546330),(25 82170570),(26 92526340),(27 102047784),(28 113503400),(29 126283240),(30 140291820),(31 156236720),(32 173664930),(33 192215760),(34 209161810),(35 228090510),(36 248512400),(37 269005380),(38 292841860),(39 311942560),(40 330158530),(41 347391460),(42 364830240),(43 382575740),(44 402556060),(45 421474400),(46 438410900),(47 452797100),(48 465058560),(49 475317340),(50 483931230),(51 488784480),(52 493249300),(53 493713250),(54 496453760),(55 497481470),(56 498741540),(57 497231740),(58 492036960),(59 482907100),(60 472705820),(61 462806940),(62 451392900),(63 438299870),(64 422220960),(65 402410270),(66 380823550),(67 359888400),(68 337136030),(69 315743940),(70 296671600),(71 277393860),(72 259281870),(73 241688450),(74 226701700),(75 211530510),(76 196838190),(77 182248400),(78 168376370),(79 156235060),
(1 74.25871),(2 78.809204),(3 86.364426),(4 88.77271),(5 95.19422),(6 98.530205),(7 100.66221),(8 105.54987),(9 108.80554),(10 111.16033),(11 112.56024),(12 113.59708),(13 116.30537),(14 118.00905),(15 118.41825),(16 119.46753),(17 122.24795),(18 122.332855),(19 124.41018),(20 125.98791),(21 129.67438),(22 129.25587),(23 131.72606),(24 132.216),(25 132.67645),(26 135.96672),(27 136.66951),(28 136.67085),(29 136.06921),(30 138.45764),(31 139.0237),(32 140.76485),(33 142.7743),(34 144.2581),(35 144.60547),(36 147.89314),(37 150.29453),(38 154.89348),(39 158.1857),(40 162.05066),(41 165.4054),(42 169.80463),(43 171.08853),(44 175.38148),(45 176.92908),(46 179.70885),(47 185.28078),(48 184.96155),(49 190.22491),(50 194.00041),(51 198.04514),(52 199.27107),(53 200.33894),(54 204.72345),(55 205.04869),(56 204.30113),(57 199.84883),(58 198.97502),(59 195.36307),(60 193.10895),(61 187.92377),(62 183.96461),(63 181.1982),(64 178.01506),(65 173.58557),(66 169.30858),(67 167.48737),(68 162.38046),(69 160.81285),(70 155.2081),(71 150.4266),(72 146.6273),(73 142.28612),(74 137.39142),(75 133.01582),(76 128.2551),(77 124.8733),(78 122.89809),(79 121.17821),
(1 74.12297),(2 78.319534),(3 86.50148),(4 89.89245),(5 95.17901),(6 99.38589),(7 101.40953),(8 106.26109),(9 109.87803),(10 111.96153),(11 114.579994),(12 118.08371),(13 116.737274),(14 120.64241),(15 121.86459),(16 122.69623),(17 124.38008),(18 125.00364),(19 125.783195),(20 126.70705),(21 129.9665),(22 129.64859),(23 131.37495),(24 131.78584),(25 131.5544),(26 132.84822),(27 134.63756),(28 135.88277),(29 134.07571),(30 135.51567),(31 134.72684),(32 137.27235),(33 137.29532),(34 137.60254),(35 139.0456),(36 140.03186),(37 141.96683),(38 143.81006),(39 145.80016),(40 147.61838),(41 152.0451),(42 152.69897),(43 155.10002),(44 157.67773),(45 159.68451),(46 160.56886),(47 165.19215),(48 164.72806),(49 168.13937),(50 171.1164),(51 173.56425),(52 175.42534),(53 175.43929),(54 176.40474),(55 176.60132),(56 175.02887),(57 172.45186),(58 171.1209),(59 168.79662),(60 166.23091),(61 164.35576),(62 161.24),(63 159.79782),(64 156.8329),(65 153.16898),(66 150.71532),(67 149.7249),(68 147.0859),(69 144.55028),(70 141.10963),(71 137.0513),(72 134.66422),(73 132.52238),(74 128.49936),(75 125.690796),(76 122.5839),(77 121.52606),(78 119.44833),(79 117.32346),
(1 72.95308),(2 76.73482),(3 84.17095),(4 88.42518),(5 92.5274),(6 95.7174),(7 98.51856),(8 103.65801),(9 106.19259),(10 107.409836),(11 108.36524),(12 112.341324),(13 111.38779),(14 113.871086),(15 115.31341),(16 115.730385),(17 117.72396),(18 118.91055),(19 120.22195),(20 121.970146),(21 123.54038),(22 124.56005),(23 127.32976),(24 126.59381),(25 127.71506),(26 128.5229),(27 129.11212),(28 129.98216),(29 128.99037),(30 130.79344),(31 132.0665),(32 132.52628),(33 135.5499),(34 135.46458),(35 136.18361),(36 140.38243),(37 141.03911),(38 145.9709),(39 146.89871),(40 149.0458),(41 150.71817),(42 153.12407),(43 155.58203),(44 157.35533),(45 159.61783),(46 162.49673),(47 165.25864),(48 168.70699),(49 173.80508),(50 172.98074),(51 176.106),(52 178.01584),(53 178.75081),(54 179.76747),(55 179.97935),(56 181.21864),(57 178.05649),(58 175.48674),(59 172.72714),(60 170.73563),(61 167.79356),(62 165.48326),(63 163.74222),(64 160.25424),(65 157.24121),(66 154.19965),(67 152.33968),(68 149.84563),(69 145.83525),(70 141.01506),(71 138.7443),(72 135.722),(73 131.96442),(74 128.89441),(75 125.261314),(76 123.03422),(77 120.87578),(78 119.307526),(79 116.09085),
(1 73.5765),(2 76.39233),(3 84.77127),(4 88.829544),(5 94.24163),(6 97.34418),(7 101.007256),(8 105.537865),(9 109.27904),(10 111.25892),(11 111.887245),(12 116.61501),(13 117.25185),(14 118.79438),(15 120.48158),(16 122.109184),(17 121.73571),(18 124.23071),(19 125.53552),(20 127.253716),(21 127.85863),(22 129.4047),(23 132.05086),(24 131.75862),(25 134.2907),(26 135.08487),(27 137.28603),(28 138.4932),(29 138.75429),(30 140.35521),(31 142.19604),(32 143.68408),(33 144.0555),(34 146.9994),(35 148.07735),(36 151.66144),(37 154.1791),(38 159.95534),(39 162.8882),(40 166.99284),(41 171.00267),(42 175.36548),(43 178.84363),(44 180.45503),(45 183.69482),(46 186.58492),(47 188.27501),(48 192.28723),(49 197.53615),(50 197.82481),(51 200.90382),(52 202.87524),(53 203.69821),(54 204.8832),(55 205.78673),(56 206.66927),(57 201.25427),(58 198.56435),(59 195.43991),(60 191.96439),(61 188.42581),(62 184.74648),(63 181.21988),(64 178.45189),(65 172.07803),(66 170.14023),(67 166.88388),(68 164.4594),(69 160.26675),(70 154.02863),(71 150.8635),(72 145.906),(73 142.00142),(74 137.40622),(75 133.1267),(76 130.9731),(77 126.99719),(78 123.49355),(79 121.632195),
(1 72.25112),(2 74.47236),(3 84.0549),(4 86.79857),(5 91.63937),(6 94.57467),(7 97.630646),(8 102.05652),(9 105.197624),(10 107.489334),(11 107.765305),(12 111.807205),(13 113.40288),(14 114.812485),(15 113.73861),(16 117.42709),(17 117.885445),(18 118.87837),(19 120.44774),(20 122.165215),(21 122.76266),(22 123.92857),(23 124.74888),(24 125.34402),(25 128.31032),(26 127.69281),(27 128.52863),(28 128.79408),(29 128.90646),(30 129.4785),(31 130.28082),(32 133.1525),(33 132.5937),(34 132.87875),(35 133.45235),(36 135.33142),(37 135.74388),(38 138.90987),(39 139.62633),(40 141.33041),(41 143.92116),(42 146.98688),(43 147.44165),(44 149.09663),(45 150.73238),(46 153.31058),(47 156.20695),(48 157.31168),(49 160.29732),(50 160.6216),(51 165.1382),(52 163.84511),(53 166.4954),(54 167.99886),(55 166.63599),(56 166.69196),(57 162.32706),(58 161.65741),(59 158.75299),(60 158.38278),(61 155.65092),(62 151.31718),(63 149.37347),(64 146.99023),(65 144.77985),(66 142.57152),(67 140.88846),(68 139.56749),(69 137.63858),(70 134.59485),(71 133.351),(72 129.80287),(73 128.21756),(74 123.5713),(75 120.798256),(76 119.20229),(77 117.62362),(78 116.22513),(79 114.87837),
(1 71.15268),(2 74.71653),(3 83.45955),(4 87.3655),(5 90.84534),(6 94.25833),(7 96.166245),(8 101.71535),(9 104.902756),(10 107.33467),(11 108.512276),(12 109.74211),(13 112.6843),(14 113.99367),(15 112.200775),(16 116.34814),(17 117.37506),(18 118.87518),(19 121.248695),(20 121.824905),(21 122.094574),(22 124.137985),(23 126.72829),(24 125.77475),(25 127.682755),(26 128.42403),(27 129.84857),(28 130.62823),(29 132.0718),(30 132.25198),(31 131.60672),(32 132.73625),(33 134.52805),(34 134.4745),(35 134.4998),(36 137.48695),(37 139.16907),(38 142.25432),(39 146.41553),(40 147.89134),(41 150.92381),(42 153.84828),(43 157.68463),(44 158.19748),(45 160.87563),(46 162.33992),(47 165.09615),(48 167.16678),(49 169.67236),(50 171.64787),(51 173.39316),(52 174.56793),(53 174.92047),(54 176.39731),(55 175.6827),(56 175.36256),(57 173.15599),(58 172.75237),(59 169.68488),(60 167.33243),(61 163.31041),(62 161.37404),(63 159.30563),(64 156.12672),(65 153.13744),(66 149.28485),(67 148.01941),(68 144.78722),(69 142.93396),(70 140.15248),(71 136.64981),(72 132.67049),(73 128.75941),(74 127.062386),(75 124.44566),(76 120.870575),(77 119.66169),(78 117.76845),(79 115.45586),
(1 71.001595),(2 74.641045),(3 83.135994),(4 87.7194),(5 92.2612),(6 95.85525),(7 97.22702),(8 101.44081),(9 106.39842),(10 107.86727),(11 111.22057),(12 111.69288),(13 113.761475),(14 116.98253),(15 114.79211),(16 117.48015),(17 119.02765),(18 119.6777),(19 122.45944),(20 123.34406),(21 124.82065),(22 125.4571),(23 127.30613),(24 127.403076),(25 127.05349),(26 130.88013),(27 131.152),(28 132.85263),(29 134.65295),(30 134.81386),(31 136.33553),(32 138.91707),(33 139.46846),(34 139.24039),(35 142.74539),(36 145.39073),(37 148.17769),(38 151.79292),(39 156.305),(40 159.59323),(41 163.8276),(42 167.33397),(43 170.53073),(44 172.43434),(45 174.35832),(46 179.46716),(47 183.03156),(48 185.89516),(49 187.97041),(50 191.29193),(51 193.03842),(52 195.26779),(53 194.83504),(54 195.90096),(55 197.3685),(56 196.96002),(57 192.79306),(58 191.87338),(59 188.82936),(60 185.15489),(61 181.4278),(62 178.18471),(63 174.53043),(64 171.36443),(65 168.0254),(66 164.81721),(67 162.45602),(68 156.9391),(69 154.20091),(70 150.25319),(71 146.02567),(72 141.73068),(73 135.8445),(74 132.84294),(75 129.33426),(76 124.64749),(77 122.718475),(78 121.02344),(79 119.651855),
(1 70.49044),(2 73.71606),(3 81.66244),(4 87.0755),(5 90.27403),(6 93.1101),(7 94.83132),(8 98.10812),(9 103.39688),(10 103.32626),(11 108.26547),(12 107.55888),(13 109.62817),(14 111.06791),(15 109.07874),(16 111.92469),(17 114.35334),(18 115.1469),(19 116.844315),(20 116.34985),(21 118.44496),(22 118.02447),(23 119.56909),(24 121.82359),(25 121.401924),(26 125.05542),(27 124.11938),(28 125.58547),(29 126.35053),(30 126.68514),(31 127.33995),(32 128.89471),(33 129.34875),(34 129.18413),(35 130.46945),(36 132.44899),(37 135.35216),(38 138.35251),(39 141.39883),(40 141.0817),(41 142.93321),(42 145.0127),(43 148.27682),(44 148.65881),(45 151.96452),(46 153.43439),(47 155.16963),(48 157.33426),(49 159.6031),(50 161.35698),(51 165.42471),(52 165.58186),(53 163.4322),(54 166.67465),(55 165.92058),(56 165.501),(57 161.65303),(58 161.68394),(59 158.91135),(60 156.94145),(61 154.08687),(62 151.67815),(63 148.10701),(64 147.1381),(65 144.29774),(66 142.40707),(67 139.49422),(68 138.1123),(69 136.7514),(70 134.01396),(71 129.82457),(72 127.671745),(73 125.17289),(74 122.65323),(75 119.038185),(76 116.454796),(77 115.151),(78 113.561935),(79 112.86325),
(1 69.790016),(2 74.34536),(3 81.637215),(4 87.10821),(5 91.02327),(6 94.111305),(7 95.5818),(8 98.49271),(9 103.15765),(10 104.024635),(11 108.38259),(12 108.25884),(13 110.24844),(14 111.25101),(15 111.14726),(16 112.14181),(17 114.27644),(18 114.61407),(19 118.476204),(20 118.713196),(21 121.2521),(22 120.05895),(23 124.01471),(24 123.68206),(25 124.60975),(26 126.16986),(27 125.758446),(28 125.86283),(29 127.61564),(30 128.41695),(31 128.78629),(32 130.43591),(33 130.09853),(34 130.5729),(35 132.16109),(36 134.09346),(37 136.69127),(38 141.9796),(39 144.11363),(40 144.06651),(41 147.50871),(42 150.50128),(43 152.54083),(44 153.25279),(45 156.46213),(46 157.56776),(47 162.74539),(48 165.62737),(49 165.68546),(50 169.34341),(51 170.5683),(52 172.2716),(53 172.44003),(54 172.96648),(55 172.80147),(56 172.609),(57 168.90288),(58 167.55235),(59 164.23346),(60 162.82382),(61 158.16698),(62 155.24423),(63 151.54025),(64 149.30765),(65 146.27597),(66 142.12904),(67 141.62686),(68 137.6337),(69 136.39569),(70 133.29448),(71 129.4825),(72 126.20206),(73 123.22137),(74 120.45247),(75 117.83973),(76 116.356964),(77 114.8659),(78 112.58143),(79 111.80603),
(1 67.71575),(2 71.583206),(3 78.887634),(4 84.04994),(5 87.17471),(6 90.957886),(7 93.51759),(8 96.61978),(9 101.205414),(10 101.526375),(11 105.93879),(12 106.439606),(13 108.32173),(14 109.51495),(15 109.82977),(16 109.856384),(17 112.14156),(18 111.88972),(19 115.86411),(20 115.99016),(21 117.659454),(22 117.704605),(23 118.9355),(24 119.32607),(25 121.20368),(26 122.60844),(27 122.583115),(28 123.24109),(29 124.94094),(30 127.70819),(31 128.11714),(32 130.23666),(33 130.69942),(34 131.66466),(35 134.65868),(36 137.42555),(37 141.74532),(38 148.72224),(39 149.54037),(40 152.541),(41 157.44676),(42 160.83076),(43 163.54297),(44 167.20442),(45 170.06502),(46 173.20923),(47 178.08873),(48 180.26448),(49 181.97307),(50 184.94078),(51 186.62065),(52 188.67357),(53 187.52585),(54 188.6436),(55 188.89972),(56 188.38126),(57 185.11705),(58 183.38652),(59 179.25383),(60 176.67348),(61 172.974),(62 169.72267),(63 165.74298),(64 161.72171),(65 157.82973),(66 153.21204),(67 151.00587),(68 147.2198),(69 143.31183),(70 139.77501),(71 135.67206),(72 131.67139),(73 127.99975),(74 125.0089),(75 121.539215),(76 119.52338),(77 116.46253),(78 113.89283),(79 113.11796),
(1 68.29595),(2 72.06651),(3 79.376656),(4 84.812996),(5 89.044334),(6 91.01449),(7 94.339714),(8 97.05493),(9 100.57456),(10 100.9701),(11 103.84572),(12 106.44318),(13 108.12395),(14 108.76811),(15 109.51012),(16 109.9773),(17 113.25903),(18 112.517296),(19 115.51828),(20 116.608376),(21 118.20723),(22 117.65545),(23 119.472206),(24 119.52745),(25 121.140755),(26 121.626945),(27 121.17444),(28 121.79273),(29 122.22918),(30 123.95144),(31 124.03871),(32 124.259224),(33 123.72304),(34 125.05167),(35 126.76573),(36 128.45906),(37 130.42892),(38 133.96916),(39 134.57672),(40 135.08658),(41 138.81216),(42 141.93954),(43 142.00157),(44 144.65019),(45 145.47633),(46 147.94202),(47 149.11201),(48 151.65688),(49 153.9832),(50 156.16838),(51 157.44058),(52 160.13113),(53 157.98926),(54 159.43184),(55 159.93626),(56 159.14073),(57 155.7854),(58 153.36938),(59 150.68614),(60 149.74982),(61 147.67728),(62 144.66534),(63 141.63124),(64 139.99503),(65 136.80644),(66 135.36491),(67 132.51251),(68 129.9727),(69 128.43686),(70 127.10676),(71 123.833046),(72 121.97181),(73 119.62355),(74 116.72257),(75 114.235634),(76 112.57295),(77 110.88452),(78 109.841705),(79 108.57939),
(1 66.85295),(2 70.737785),(3 77.24186),(4 82.22997),(5 86.959564),(6 88.80291),(7 92.633095),(8 95.66063),(9 98.361755),(10 99.35372),(11 101.74633),(12 104.0415),(13 105.47763),(14 106.064186),(15 106.35446),(16 108.339226),(17 110.79224),(18 110.66097),(19 112.559555),(20 114.78133),(21 116.207466),(22 115.05931),(23 117.33242),(24 115.8713),(25 117.48233),(26 118.15826),(27 118.467834),(28 120.673996),(29 119.85018),(30 121.373764),(31 121.9299),(32 123.85596),(33 122.9299),(34 124.71714),(35 125.87634),(36 128.38014),(37 130.81253),(38 135.00029),(39 135.82172),(40 137.20825),(41 139.01791),(42 143.47609),(43 144.89815),(44 148.53258),(45 149.99216),(46 154.36775),(47 156.40454),(48 157.07657),(49 159.06151),(50 161.17572),(51 162.557),(52 163.09203),(53 163.29791),(54 162.79228),(55 162.8569),(56 163.3048),(57 159.28305),(58 158.49931),(59 154.693),(60 152.57118),(61 150.20984),(62 147.98709),(63 144.71979),(64 144.17955),(65 140.2121),(66 137.73564),(67 133.38016),(68 132.213),(69 129.66998),(70 126.28601),(71 124.061165),(72 120.43468),(73 118.97175),(74 115.12557),(75 113.762146),(76 112.58231),(77 108.71034),(78 108.809746),(79 107.00878),
(1 65.33716),(2 70.26001),(3 77.825806),(4 82.4824),(5 86.633286),(6 88.41116),(7 91.55555),(8 95.61682),(9 97.70392),(10 100.191696),(11 101.93598),(12 103.69794),(13 104.63191),(14 107.119316),(15 106.935486),(16 107.308495),(17 108.9193),(18 110.7617),(19 111.88707),(20 114.362854),(21 115.337524),(22 115.7527),(23 117.83843),(24 118.175316),(25 120.09645),(26 121.57945),(27 120.957184),(28 122.1491),(29 122.39734),(30 124.62943),(31 125.27453),(32 126.84265),(33 127.73613),(34 129.01671),(35 131.73825),(36 135.21634),(37 137.00055),(38 142.04948),(39 143.93791),(40 146.14194),(41 150.32582),(42 153.9044),(43 159.24101),(44 161.46667),(45 163.88),(46 168.14734),(47 170.2524),(48 171.78369),(49 175.36485),(50 177.6039),(51 180.35089),(52 181.13231),(53 181.3783),(54 181.34998),(55 181.88132),(56 182.81152),(57 179.51804),(58 176.8606),(59 174.05333),(60 171.6952),(61 168.91862),(62 164.74966),(63 159.88768),(64 157.4694),(65 153.12067),(66 149.486),(67 145.41592),(68 142.45654),(69 139.4645),(70 135.22127),(71 132.21439),(72 127.00305),(73 124.79803),(74 120.72446),(75 116.66246),(76 114.02565),(77 110.86041),(78 110.368164),(79 108.72586),
(1 64.7889),(2 69.83419),(3 76.60995),(4 80.968796),(5 86.23542),(6 87.53457),(7 90.85414),(8 95.03172),(9 95.8677),(10 98.80799),(11 100.42369),(12 100.92925),(13 102.59619),(14 104.42395),(15 105.11941),(16 105.52866),(17 106.960266),(18 109.0813),(19 109.98511),(20 111.0922),(21 113.00015),(22 113.323906),(23 114.96599),(24 115.108635),(25 117.50734),(26 118.067665),(27 117.751434),(28 118.64053),(29 118.63433),(30 120.0458),(31 120.7869),(32 121.36768),(33 121.99822),(34 121.73439),(35 123.21822),(36 125.00862),(37 124.6326),(38 130.49777),(39 132.27702),(40 133.27115),(41 136.98923),(42 139.56094),(43 141.28383),(44 143.01866),(45 145.37009),(46 146.7644),(47 148.09293),(48 149.81511),(49 150.03354),(50 151.41231),(51 153.04997),(52 154.40858),(53 153.60326),(54 153.51338),(55 153.56946),(56 153.90543),(57 151.08089),(58 147.85124),(59 145.57712),(60 144.1893),(61 142.6623),(62 139.00732),(63 134.97786),(64 134.06174),(65 130.22258),(66 128.9031),(67 126.45485),(68 124.8065),(69 123.03308),(70 121.28573),(71 120.72473),(72 118.097176),(73 116.297386),(74 113.89624),(75 110.883194),(76 110.44318),(77 107.81324),(78 107.883415),(79 106.84554),
(1 63.37916),(2 68.62499),(3 75.54241),(4 79.7185),(5 83.823616),(6 85.933556),(7 89.821594),(8 94.79823),(9 95.042854),(10 96.9599),(11 97.379486),(12 99.98012),(13 100.77022),(14 102.12069),(15 104.596405),(16 105.671196),(17 107.6725),(18 109.021454),(19 109.05209),(20 110.52067),(21 112.25267),(22 113.03588),(23 114.44413),(24 114.48079),(25 116.66582),(26 117.04982),(27 116.28053),(28 117.48776),(29 117.824425),(30 117.85766),(31 119.456085),(32 121.322395),(33 120.24077),(34 121.45024),(35 122.742775),(36 124.55424),(37 124.62865),(38 129.95027),(39 130.88736),(40 134.06273),(41 137.11725),(42 139.32948),(43 141.7671),(44 144.94312),(45 147.09743),(46 147.32281),(47 149.28593),(48 151.77861),(49 153.67319),(50 154.00867),(51 156.99309),(52 156.00916),(53 156.65419),(54 157.33673),(55 157.05768),(56 156.70587),(57 153.37367),(58 151.62546),(59 148.3271),(60 146.70306),(61 143.62532),(62 140.33588),(63 136.84964),(64 134.36388),(65 131.18053),(66 130.19914),(67 128.22778),(68 125.10945),(69 123.138695),(70 121.094215),(71 119.64737),(72 114.80383),(73 114.471375),(74 111.01529),(75 107.786896),(76 107.29496),(77 104.70862),(78 104.10424),(79 102.968925),
(1 64.67006),(2 69.71623),(3 77.0927),(4 81.679565),(5 85.33654),(6 87.46553),(7 91.2321),(8 96.19412),(9 97.27871),(10 99.875946),(11 99.85662),(12 103.85836),(13 103.19562),(14 104.61915),(15 106.38897),(16 106.84119),(17 107.52155),(18 108.00704),(19 108.4263),(20 111.117676),(21 111.38645),(22 113.84859),(23 116.22004),(24 117.19548),(25 117.9595),(26 117.7068),(27 120.27648),(28 120.48195),(29 121.93644),(30 123.86631),(31 125.43316),(32 128.00525),(33 128.70398),(34 130.52946),(35 132.9343),(36 135.4305),(37 138.17743),(38 144.00758),(39 145.27724),(40 148.31071),(41 154.1398),(42 158.41978),(43 158.61366),(44 163.0017),(45 166.02463),(46 169.05139),(47 171.90405),(48 175.38617),(49 178.07068),(50 179.58142),(51 184.389),(52 184.05722),(53 183.9632),(54 184.70076),(55 184.43927),(56 184.27753),(57 181.79688),(58 179.58528),(59 175.31995),(60 172.9745),(61 169.50345),(62 165.52567),(63 160.93158),(64 157.07378),(65 152.99812),(66 149.41187),(67 145.89157),(68 143.03177),(69 140.10518),(70 136.00526),(71 132.13695),(72 127.604866),(73 124.23065),(74 120.99348),(75 117.3461),(76 115.97494),(77 112.70813),(78 110.56005),(79 107.94619),
(1 62.99726),(2 67.821434),(3 74.351234),(4 79.78947),(5 81.983406),(6 84.98029),(7 87.934494),(8 92.28189),(9 92.47057),(10 95.161705),(11 94.90994),(12 98.59117),(13 98.50177),(14 99.091736),(15 101.13632),(16 102.80955),(17 103.021095),(18 104.89916),(19 105.51149),(20 107.29731),(21 107.31789),(22 108.931564),(23 110.25088),(24 110.462616),(25 110.96184),(26 111.45205),(27 112.59921),(28 112.65136),(29 113.943115),(30 114.93276),(31 115.80253),(32 117.72987),(33 118.36315),(34 119.11545),(35 120.268715),(36 122.65045),(37 124.118484),(38 127.634735),(39 129.21329),(40 130.37054),(41 133.17995),(42 134.0301),(43 136.52592),(44 137.78706),(45 138.42557),(46 140.24742),(47 144.08864),(48 144.396),(49 146.64226),(50 148.3094),(51 149.13914),(52 150.65248),(53 149.34033),(54 149.66151),(55 149.93127),(56 150.07664),(57 146.44023),(58 144.70125),(59 141.9222),(60 139.78024),(61 138.3522),(62 136.35857),(63 133.2994),(64 129.99525),(65 127.672226),(66 125.90355),(67 124.713326),(68 123.34435),(69 121.023384),(70 119.223564),(71 117.19854),(72 114.194435),(73 112.4993),(74 110.43891),(75 107.75971),(76 106.36745),(77 103.0088),(78 102.41197),(79 101.95534),
(1 62.2668),(2 65.917015),(3 73.82818),(4 78.02583),(5 80.49911),(6 82.99397),(7 86.57899),(8 90.09343),(9 91.52287),(10 94.95161),(11 95.68369),(12 98.81871),(13 99.12411),(14 100.50267),(15 101.513306),(16 102.80886),(17 103.99849),(18 104.30435),(19 105.26536),(20 106.11897),(21 107.3142),(22 108.31216),(23 111.02059),(24 111.19314),(25 111.1247),(26 111.78986),(27 113.156105),(28 113.68398),(29 115.61903),(30 116.56149),(31 117.42509),(32 117.788475),(33 117.48606),(34 118.54007),(35 119.72337),(36 120.75954),(37 123.06934),(38 126.81485),(39 129.15695),(40 130.16136),(41 133.4262),(42 134.98798),(43 136.88852),(44 139.87209),(45 140.87225),(46 143.96765),(47 147.23643),(48 148.37386),(49 149.07808),(50 151.45618),(51 150.8201),(52 152.89604),(53 150.52237),(54 151.2249),(55 150.16557),(56 149.97697),(57 148.11418),(58 144.83713),(59 142.10167),(60 140.17273),(61 137.53581),(62 134.9051),(63 132.42241),(64 128.41196),(65 126.87805),(66 124.07607),(67 122.42189),(68 120.552414),(69 117.628395),(70 116.89245),(71 114.67485),(72 112.05131),(73 110.301636),(74 108.61574),(75 105.87717),(76 105.33905),(77 103.845276),(78 102.947235),(79 101.15326),
