1.5,2.5,3.5,4.5,5.5,6.5,7.5,8.5,9.5,10.5,11.5,12.5,13.5,14.5,15.5,16.5,17.5,18.5,19.5,20.5,21.5,22.5,23.5,24.5,25.5,26.5,27.5,28.5,29.5,30.5,31.5,32.5,33.5,34.5,35.5,36.5,37.5,38.5,39.5,40.5,41.5,42.5,43.5,44.5,45.5,46.5,47.5,48.5,49.5,50.5,51.5,52.5,53.5,54.5,55.5,56.5,57.5,58.5,59.5,60.5,61.5,62.5,63.5,64.5,65.5,66.5,67.5,68.5,69.5,70.5,71.5,72.5,73.5,74.5,75.5,76.5,77.5,78.5,79.5,80.5,81.5,82.5,83.5,84.5,85.5,86.5,87.5,88.5,89.5,90.5,91.5,92.5,93.5,94.5,95.5,96.5,97.5,98.5,99.5,100.5,101.5,102.5,103.5,104.5,105.5,106.5,107.5,108.5,109.5,110.5,111.5,112.5,113.5,114.5,115.5,116.5,117.5,118.5,119.5,120.5,121.5,122.5,123.5,124.5,125.5,126.5,127.5,128.5,129.5,130.5,131.5,132.5,133.5,134.5,135.5,136.5,137.5,138.5,139.5,140.5,141.5,142.5,143.5,144.5,145.5,146.5,147.5,148.5,149.5,150.5,151.5,152.5,153.5,154.5,155.5,156.5,157.5,158.5,159.5,160.5,161.5,162.5,163.5,164.5,165.5,166.5,167.5,168.5,169.5,170.5,171.5,172.5,173.5,174.5,175.5,176.5,177.5,178.5,179.5,180.5,181.5,182.5,183.5,184.5,185.5,186.5,187.5,188.5,189.5,190.5,191.5,192.5,193.5,194.5,195.5,196.5,197.5,198.5,199.5,200.5,201.5,202.5,203.5,204.5,205.5,206.5,207.5,208.5,209.5,210.5,211.5,212.5,213.5,214.5,215.5,216.5,217.5,218.5,219.5,220.5,221.5,222.5,223.5,224.5,225.5,226.5,227.5,228.5,229.5,230.5,231.5,232.5,233.5,234.5,235.5,236.5,237.5,238.5,239.5,240.5,241.5,242.5,243.5,244.5,245.5,246.5,247.5,248.5,249.5,250.5,251.5,252.5,253.5,254.5,255.5,256.5,257.5,258.5,259.5,260.5,261.5,262.5,263.5,264.5,265.5,266.5,267.5,268.5,269.5,270.5,271.5,272.5,273.5,274.5,275.5,276.5,277.5,278.5,279.5,280.5,281.5,282.5,283.5,284.5,285.5,286.5,287.5,288.5,289.5,290.5,291.5,292.5,293.5,294.5,295.5,296.5,297.5,298.5,299.5,300.5,301.5,302.5,303.5,304.5,305.5,306.5,307.5,308.5,309.5,310.5,311.5,312.5,313.5,314.5,315.5,316.5,317.5,318.5,319.5,320.5,321.5,322.5,323.5,324.5,325.5,326.5,327.5,328.5,329.5,330.5,331.5,332.5,333.5,334.5,335.5,336.5,337.5,338.5,339.5,340.5,341.5,342.5,343.5,344.5,345.5,346.5,347.5,348.5,349.5,350.5,351.5,352.5,353.5,354.5,355.5,356.5,357.5,358.5,359.5,360.5,361.5,362.5,363.5,364.5,365.5,366.5,367.5,368.5,369.5,370.5,371.5,372.5,373.5,374.5,375.5,376.5,377.5,378.5,379.5,380.5,381.5,382.5,383.5,384.5,385.5,386.5,387.5,388.5,389.5,390.5,391.5,392.5,393.5,394.5,395.5,396.5,397.5,398.5,399.5,400.5,401.5,402.5,403.5,404.5,405.5,406.5,407.5,408.5,409.5,410.5,411.5,412.5,413.5,414.5,415.5,416.5,417.5,418.5,419.5,420.5,421.5,422.5,423.5,424.5,425.5,426.5,427.5,428.5,429.5,430.5,431.5,432.5,433.5,434.5,435.5,436.5,437.5,438.5,439.5,440.5,441.5,442.5,443.5,444.5,445.5,446.5,447.5,448.5,449.5,450.5,451.5,452.5,453.5,454.5,455.5,456.5,457.5,458.5,459.5,460.5,461.5,462.5,463.5,464.5,465.5,466.5,467.5,468.5,469.5,470.5,471.5,472.5,473.5,474.5,475.5,476.5,477.5,478.5,479.5,480.5,481.5,482.5,483.5,484.5,485.5,486.5,487.5,488.5,489.5,490.5,491.5,492.5,493.5,494.5,495.5,496.5,497.5,498.5,499.5,
(1 27250.838),(2 61165.25),(3 104545.1),(4 185348.92),(5 265863.97),(6 350038.1),(7 472925.22),(8 587863.94),(9 713500.8),(10 881769.3),(11 1048224.2),(12 1225511.3),(13 1435808.4),(14 1655319.4),(15 1879238.4),(16 2133094),(17 2395378.5),(18 2650415.8),(19 2963627.3),(20 3253355.3),(21 3531192),(22 3842218.3),(23 4139713.3),(24 4401514),(25 4697228.5),(26 5009807.5),(27 5277302),(28 5579734.5),(29 5888609.5),(30 6143188),(31 6407365.5),(32 6658666.5),(33 6866189.5),(34 7108047.5),(35 7317350.5),(36 7481052),(37 7689424.5),(38 7868841.5),(39 8004968.5),(40 8140684.5),(41 8256725.5),(42 8325915.5),(43 8411247),(44 8476451),(45 8495715),(46 8521365),(47 8539363),(48 8516887),(49 8506336),(50 8493224),(51 8450426),(52 8424551),(53 8429122),(54 8384098),(55 8393483),(56 8403060),(57 8409791),(58 8435658),(59 8473579),(60 8498621),(61 8545326),(62 8628368),(63 8715452),(64 8802560),(65 8925683),(66 9052964),(67 9190276),(68 9342509),(69 9488795),(70 9650756),(71 9784952),(72 9924317),(73 10095203),(74 10292992),(75 10509865),(76 10722669),(77 10972943),(78 11254061),(79 11516577),
(1 75.65904),(2 88.53948),(3 96.79801),(4 103.41347),(5 106.80368),(6 110.572136),(7 112.96165),(8 114.10499),(9 118.726974),(10 120.550835),(11 122.027504),(12 123.70056),(13 124.10658),(14 124.00621),(15 127.732605),(16 128.96965),(17 129.92097),(18 131.48352),(19 131.16246),(20 132.38715),(21 133.48038),(22 132.37039),(23 133.58464),(24 134.36963),(25 133.85907),(26 133.58862),(27 134.16713),(28 136.26474),(29 136.46683),(30 137.203),(31 139.0354),(32 138.29744),(33 140.04819),(34 140.5391),(35 140.7148),(36 142.50035),(37 144.52795),(38 145.53653),(39 145.26167),(40 144.41994),(41 144.21487),(42 145.7204),(43 146.59677),(44 146.17422),(45 145.80333),(46 146.39853),(47 146.05125),(48 147.08813),(49 146.54744),(50 147.0242),(51 145.8216),(52 145.30803),(53 145.76997),(54 145.19183),(55 144.41899),(56 144.3356),(57 144.39343),(58 143.72559),(59 143.64871),(60 143.29749),(61 142.55318),(62 141.81004),(63 144.48216),(64 145.61014),(65 147.61201),(66 148.84201),(67 148.96008),(68 147.7121),(69 148.39648),(70 147.55916),(71 145.74036),(72 146.50793),(73 145.48259),(74 145.15128),(75 147.51749),(76 147.38182),(77 146.85497),(78 145.94197),(79 145.45515),
(1 74.73355),(2 88.6324),(3 97.95039),(4 104.5179),(5 107.67905),(6 111.48345),(7 113.33448),(8 116.149574),(9 116.953064),(10 119.20168),(11 120.647194),(12 123.97783),(13 124.22002),(14 126.222115),(15 129.09299),(16 128.61232),(17 129.50667),(18 129.80508),(19 129.82698),(20 130.9968),(21 131.271),(22 131.85878),(23 133.63438),(24 131.78548),(25 132.25798),(26 132.32146),(27 133.33334),(28 133.13968),(29 134.48218),(30 134.3347),(31 136.86452),(32 134.69627),(33 134.71024),(34 135.60503),(35 136.82501),(36 137.35815),(37 138.33846),(38 138.36902),(39 139.04616),(40 140.28426),(41 139.68216),(42 141.47713),(43 143.29936),(44 143.67807),(45 143.98398),(46 143.95),(47 143.3857),(48 144.05699),(49 142.9087),(50 144.07643),(51 144.2038),(52 144.93422),(53 145.15672),(54 146.12717),(55 146.7588),(56 145.55125),(57 146.7248),(58 144.2283),(59 142.08649),(60 142.54904),(61 144.75452),(62 143.37462),(63 145.55095),(64 144.97089),(65 144.61641),(66 144.1924),(67 144.23895),(68 143.33725),(69 143.42024),(70 143.66837),(71 142.99312),(72 141.75856),(73 140.23091),(74 141.30655),(75 142.42459),(76 142.88),(77 142.93556),(78 143.27399),(79 142.86505),
(1 71.0436),(2 84.51514),(3 92.87998),(4 99.11763),(5 103.794136),(6 106.08698),(7 108.39248),(8 110.941025),(9 113.54037),(10 114.28417),(11 113.93711),(12 115.806816),(13 116.147865),(14 117.93781),(15 119.60097),(16 120.37677),(17 120.20607),(18 123.240616),(19 124.05147),(20 123.59703),(21 123.43703),(22 124.677414),(23 126.44016),(24 125.93696),(25 126.89135),(26 125.59814),(27 127.915344),(28 128.56863),(29 128.81694),(30 129.02234),(31 130.16367),(32 129.28362),(33 129.89728),(34 130.99251),(35 130.00798),(36 132.76529),(37 133.99036),(38 134.46693),(39 135.53986),(40 134.52048),(41 135.40976),(42 135.31958),(43 137.38008),(44 136.47818),(45 138.90063),(46 138.84042),(47 139.44989),(48 138.35724),(49 138.6003),(50 138.72427),(51 138.42587),(52 139.62872),(53 140.0074),(54 140.2215),(55 141.1698),(56 140.74828),(57 139.54567),(58 139.3706),(59 138.6318),(60 137.5913),(61 138.51073),(62 137.97635),(63 138.60564),(64 138.96457),(65 140.04677),(66 139.47182),(67 138.9204),(68 138.61191),(69 138.77121),(70 137.82016),(71 136.90193),(72 136.32057),(73 135.34026),(74 135.63257),(75 137.19563),(76 136.58688),(77 136.72037),(78 136.69585),(79 136.01375),
(1 70.986465),(2 86.50412),(3 93.58847),(4 100.4361),(5 104.70497),(6 106.72433),(7 110.10464),(8 111.878685),(9 113.49354),(10 115.554924),(11 117.0376),(12 117.523796),(13 118.47035),(14 119.91742),(15 120.58669),(16 120.66678),(17 121.00746),(18 124.662025),(19 125.574066),(20 125.67739),(21 126.6419),(22 130.58907),(23 130.09653),(24 130.19048),(25 131.80643),(26 131.02078),(27 132.76028),(28 133.02896),(29 133.05254),(30 134.18423),(31 134.12679),(32 133.69937),(33 131.9709),(34 134.00114),(35 134.25104),(36 134.44643),(37 136.75977),(38 138.47125),(39 138.61563),(40 138.22827),(41 139.25735),(42 141.9324),(43 142.1879),(44 141.7041),(45 141.30975),(46 141.98286),(47 142.71985),(48 143.42729),(49 142.35243),(50 143.33273),(51 142.64702),(52 142.36636),(53 143.13283),(54 143.66252),(55 143.56401),(56 143.42642),(57 142.64197),(58 142.15823),(59 141.6108),(60 141.39304),(61 142.51903),(62 140.78108),(63 142.03333),(64 142.14632),(65 141.21951),(66 140.85292),(67 140.25427),(68 140.81886),(69 140.31564),(70 140.88649),(71 140.02638),(72 139.78598),(73 140.00261),(74 139.2382),(75 140.66754),(76 140.14609),(77 140.4523),(78 140.28314),(79 139.8504),
(1 70.93856),(2 85.99562),(3 93.232445),(4 99.83165),(5 103.39842),(6 105.95433),(7 110.43738),(8 111.671104),(9 112.13828),(10 113.52851),(11 114.76151),(12 115.01184),(13 116.88772),(14 117.60393),(15 118.91766),(16 120.22199),(17 121.130905),(18 123.61443),(19 125.790184),(20 124.18593),(21 124.85144),(22 125.65412),(23 127.08011),(24 126.947815),(25 127.82112),(26 127.10975),(27 126.09574),(28 127.09421),(29 128.65994),(30 128.59935),(31 128.41093),(32 127.886475),(33 128.85309),(34 129.60204),(35 131.56964),(36 131.58054),(37 131.5935),(38 131.14288),(39 132.47421),(40 131.57805),(41 132.28775),(42 132.84985),(43 132.72989),(44 131.75093),(45 131.87648),(46 132.97417),(47 132.3125),(48 132.87708),(49 133.85773),(50 134.67789),(51 135.6319),(52 134.3797),(53 135.41374),(54 136.22209),(55 135.48817),(56 135.69669),(57 134.9213),(58 134.59225),(59 135.73035),(60 135.09148),(61 135.05295),(62 134.1496),(63 134.47728),(64 134.24704),(65 134.20541),(66 135.22363),(67 134.81026),(68 135.90808),(69 135.93571),(70 136.60362),(71 136.03821),(72 134.29514),(73 134.4419),(74 134.34439),(75 135.77144),(76 136.09949),(77 135.44748),(78 135.95908),(79 135.08981),
(1 69.73112),(2 84.398315),(3 91.348366),(4 97.80284),(5 101.402405),(6 102.95859),(7 107.267586),(8 108.597725),(9 109.32978),(10 110.64152),(11 111.482765),(12 113.511246),(13 115.76685),(14 116.35589),(15 118.38051),(16 119.92049),(17 121.02693),(18 122.30391),(19 122.46536),(20 122.71912),(21 123.52162),(22 124.95914),(23 125.58123),(24 125.499695),(25 125.832695),(26 124.69808),(27 126.30942),(28 124.83161),(29 125.965775),(30 126.48509),(31 126.132774),(32 125.11082),(33 125.603195),(34 127.576836),(35 128.43498),(36 128.6033),(37 129.66014),(38 131.22163),(39 131.91682),(40 130.61018),(41 132.05733),(42 133.0458),(43 133.51147),(44 133.97282),(45 134.64102),(46 135.57628),(47 134.82465),(48 136.58559),(49 136.46693),(50 137.8869),(51 136.72559),(52 136.64763),(53 137.23607),(54 136.55933),(55 136.15152),(56 135.67535),(57 135.38136),(58 135.6518),(59 136.85854),(60 136.75508),(61 135.91144),(62 134.33966),(63 135.46599),(64 135.95375),(65 135.38533),(66 135.7286),(67 135.22948),(68 135.78732),(69 136.71909),(70 135.62642),(71 134.81023),(72 134.0218),(73 134.1965),(74 133.91911),(75 134.58212),(76 134.38255),(77 135.28455),(78 135.2349),(79 135.20169),
(1 68.61498),(2 81.98263),(3 91.35446),(4 97.29031),(5 100.3199),(6 103.39252),(7 106.19902),(8 110.05436),(9 111.44881),(10 112.95165),(11 112.859085),(12 115.44164),(13 117.4087),(14 118.04861),(15 118.86932),(16 119.79725),(17 121.69227),(18 121.04625),(19 122.1377),(20 122.4906),(21 122.93526),(22 124.31639),(23 125.06134),(24 124.83798),(25 124.18703),(26 125.11107),(27 123.76766),(28 122.992485),(29 123.92225),(30 123.52808),(31 124.31533),(32 124.46851),(33 125.5788),(34 127.18862),(35 127.76152),(36 127.526535),(37 129.01408),(38 129.02309),(39 128.33122),(40 128.38562),(41 129.70627),(42 129.06099),(43 130.43393),(44 131.45639),(45 129.73697),(46 131.78525),(47 132.43874),(48 133.6027),(49 133.94196),(50 133.34265),(51 134.96977),(52 134.83961),(53 136.16362),(54 135.59964),(55 134.98651),(56 136.13837),(57 137.00157),(58 136.3516),(59 136.93246),(60 136.00769),(61 136.14215),(62 136.56128),(63 137.87634),(64 137.09529),(65 135.9256),(66 136.20172),(67 136.31548),(68 136.36174),(69 135.81892),(70 135.06937),(71 133.36996),(72 133.11247),(73 131.2675),(74 132.24484),(75 132.00562),(76 132.59647),(77 131.97064),(78 132.07718),(79 131.6911),
(1 68.31336),(2 80.940834),(3 89.30089),(4 93.868904),(5 97.03427),(6 99.92743),(7 103.51537),(8 105.37454),(9 107.44692),(10 106.82417),(11 109.291),(12 110.00189),(13 111.89582),(14 111.58025),(15 112.70919),(16 113.03183),(17 115.057945),(18 116.78899),(19 117.43303),(20 118.117805),(21 118.475204),(22 119.540565),(23 120.91817),(24 119.80532),(25 120.39128),(26 118.2914),(27 119.94662),(28 119.84004),(29 120.66643),(30 121.7039),(31 122.15482),(32 121.10498),(33 121.94335),(34 123.46337),(35 123.33363),(36 123.677),(37 124.469986),(38 126.07907),(39 126.4757),(40 127.78453),(41 127.65101),(42 127.51288),(43 128.96097),(44 127.55699),(45 127.73959),(46 127.93581),(47 126.957436),(48 128.24628),(49 128.4821),(50 128.55064),(51 128.89136),(52 129.14331),(53 128.99162),(54 129.37714),(55 129.91669),(56 130.17358),(57 130.08044),(58 130.10713),(59 130.81926),(60 129.32068),(61 128.30719),(62 128.16628),(63 129.31026),(64 128.64424),(65 128.21176),(66 129.97919),(67 129.62961),(68 128.99696),(69 128.88985),(70 128.1473),(71 128.01302),(72 127.172455),(73 126.34082),(74 127.4945),(75 128.19493),(76 130.19356),(77 128.73189),(78 129.22687),(79 128.52773),
(1 66.892975),(2 80.41435),(3 88.044815),(4 93.92954),(5 97.42075),(6 99.40902),(7 103.07951),(8 106.70133),(9 107.71407),(10 108.46694),(11 108.76785),(12 110.32456),(13 112.3133),(14 113.06105),(15 115.351585),(16 115.41883),(17 116.3592),(18 116.07876),(19 116.94221),(20 117.94353),(21 118.03672),(22 120.19082),(23 120.82572),(24 119.60703),(25 121.98684),(26 121.38742),(27 121.494965),(28 121.33719),(29 123.75265),(30 124.175316),(31 124.80153),(32 124.851105),(33 125.04371),(34 127.10677),(35 127.75777),(36 126.97707),(37 128.0307),(38 129.51256),(39 131.18425),(40 132.04878),(41 132.0477),(42 131.4754),(43 133.35013),(44 133.12297),(45 133.53314),(46 135.67061),(47 134.78207),(48 136.60141),(49 136.4664),(50 137.51257),(51 138.22006),(52 138.98904),(53 140.17145),(54 140.041),(55 141.21156),(56 140.08327),(57 140.1967),(58 140.10432),(59 139.77094),(60 140.8536),(61 139.3512),(62 139.1235),(63 139.87396),(64 140.47148),(65 140.6607),(66 140.746),(67 138.98756),(68 137.42918),(69 138.33751),(70 137.33954),(71 135.63171),(72 134.44994),(73 133.38783),(74 133.33035),(75 132.48788),(76 132.48175),(77 132.4415),(78 132.33344),(79 130.47469),
(1 66.948944),(2 80.120125),(3 87.431526),(4 92.69336),(5 95.630356),(6 98.36688),(7 101.6886),(8 105.16865),(9 106.182274),(10 106.22773),(11 106.32951),(12 107.44054),(13 109.63558),(14 110.41826),(15 113.097626),(16 112.35006),(17 112.646164),(18 114.81425),(19 113.750336),(20 114.066536),(21 115.146706),(22 116.09915),(23 115.86128),(24 115.195045),(25 116.76635),(26 116.57824),(27 116.01731),(28 115.74319),(29 115.79053),(30 116.463875),(31 117.08132),(32 117.16408),(33 118.45438),(34 118.26185),(35 119.68248),(36 119.55527),(37 119.424164),(38 122.43471),(39 121.8689),(40 122.97134),(41 125.10636),(42 125.51468),(43 126.26774),(44 125.25886),(45 126.83162),(46 128.37042),(47 127.94063),(48 128.48526),(49 127.40352),(50 128.67781),(51 128.60892),(52 128.44977),(53 128.92957),(54 129.79488),(55 129.82726),(56 130.3582),(57 129.67157),(58 128.97981),(59 129.34726),(60 129.32893),(61 128.19435),(62 128.58249),(63 129.23239),(64 129.65698),(65 129.94598),(66 131.05225),(67 128.73482),(68 128.71744),(69 129.57974),(70 128.96814),(71 127.531876),(72 127.23853),(73 126.67314),(74 127.48747),(75 127.95901),(76 127.64941),(77 127.54778),(78 127.902115),(79 126.59764),
(1 64.520226),(2 77.68291),(3 85.91763),(4 89.40499),(5 92.51273),(6 94.00917),(7 96.61936),(8 100.15831),(9 100.18728),(10 102.048836),(11 102.038055),(12 104.55389),(13 106.346214),(14 107.11393),(15 108.19371),(16 108.67393),(17 109.70914),(18 111.51615),(19 111.35375),(20 111.214226),(21 112.44615),(22 113.89031),(23 114.18173),(24 113.06586),(25 114.97133),(26 115.52025),(27 114.71541),(28 113.37639),(29 115.256775),(30 117.4859),(31 116.90406),(32 114.87788),(33 115.31596),(34 117.0391),(35 118.419846),(36 118.11787),(37 118.725204),(38 118.88463),(39 120.84903),(40 120.84867),(41 121.19269),(42 122.17252),(43 123.157776),(44 122.8291),(45 122.60608),(46 123.97416),(47 124.520966),(48 125.026924),(49 124.47812),(50 125.92075),(51 124.79859),(52 126.16679),(53 126.365585),(54 125.623116),(55 126.63946),(56 125.63275),(57 124.7729),(58 124.68867),(59 124.98003),(60 125.73287),(61 126.16571),(62 126.18369),(63 126.59303),(64 126.42456),(65 126.12762),(66 125.84442),(67 124.79463),(68 125.11368),(69 125.57299),(70 125.592316),(71 124.415146),(72 123.995865),(73 122.878845),(74 123.07914),(75 124.433556),(76 122.119446),(77 122.68277),(78 121.21887),(79 121.46434),
(1 65.42234),(2 79.63912),(3 88.38275),(4 92.11088),(5 94.65852),(6 97.669815),(7 100.24047),(8 103.58421),(9 103.92108),(10 105.21341),(11 106.42867),(12 107.77046),(13 109.36789),(14 110.13081),(15 111.78181),(16 111.87226),(17 113.05587),(18 114.77555),(19 114.91863),(20 116.168495),(21 116.68245),(22 117.93402),(23 117.44087),(24 118.296776),(25 119.17457),(26 117.74315),(27 117.0615),(28 116.702705),(29 117.81798),(30 118.783005),(31 119.03201),(32 118.99447),(33 118.74333),(34 120.043655),(35 121.22475),(36 121.379616),(37 122.21368),(38 122.89192),(39 124.6889),(40 125.094154),(41 125.62006),(42 127.28641),(43 127.98208),(44 128.18196),(45 128.34944),(46 128.90956),(47 128.49977),(48 129.14247),(49 128.75507),(50 129.134),(51 129.11336),(52 128.49332),(53 127.741264),(54 127.29112),(55 127.4195),(56 125.75042),(57 125.78779),(58 125.50204),(59 126.1483),(60 125.2498),(61 125.16408),(62 125.81348),(63 125.48999),(64 126.21757),(65 126.34311),(66 125.72568),(67 125.18069),(68 124.890526),(69 126.02388),(70 125.895935),(71 126.249275),(72 125.64658),(73 125.91932),(74 126.39017),(75 127.73877),(76 126.82901),(77 127.33873),(78 128.01947),(79 128.22757),
(1 63.552532),(2 76.44164),(3 84.96712),(4 89.995),(5 92.73341),(6 95.017426),(7 97.772705),(8 99.84041),(9 100.63122),(10 101.771965),(11 103.37466),(12 104.43268),(13 105.49392),(14 106.900246),(15 108.159225),(16 108.24295),(17 108.04923),(18 110.75152),(19 110.75345),(20 111.506004),(21 113.46066),(22 113.788536),(23 113.09382),(24 112.60776),(25 113.42629),(26 112.784805),(27 112.99954),(28 112.57891),(29 114.199455),(30 114.83811),(31 115.04787),(32 114.813484),(33 113.232185),(34 114.5067),(35 117.6287),(36 116.88826),(37 118.64008),(38 118.734276),(39 119.820076),(40 119.389915),(41 120.21178),(42 120.17021),(43 121.166084),(44 121.23311),(45 121.24855),(46 121.59965),(47 121.171616),(48 120.881615),(49 122.215195),(50 122.995804),(51 123.856346),(52 124.389275),(53 125.57492),(54 125.1605),(55 125.54848),(56 125.860725),(57 125.237976),(58 124.77367),(59 124.90054),(60 124.07246),(61 124.64913),(62 125.17269),(63 124.62852),(64 125.06956),(65 125.49068),(66 125.89637),(67 124.57858),(68 124.785805),(69 125.016846),(70 124.00938),(71 125.226524),(72 123.962364),(73 122.231094),(74 123.13052),(75 122.854004),(76 121.58223),(77 120.59664),(78 121.19915),(79 121.08587),
(1 63.35898),(2 74.933655),(3 82.786415),(4 87.483864),(5 91.90225),(6 94.44078),(7 96.9558),(8 99.09978),(9 99.9335),(10 101.88868),(11 102.55162),(12 103.79292),(13 105.95432),(14 107.19131),(15 108.52645),(16 108.12648),(17 108.94112),(18 109.9026),(19 112.5558),(20 113.392105),(21 112.76848),(22 113.789734),(23 113.89931),(24 112.88169),(25 113.8764),(26 112.74892),(27 112.88302),(28 113.69084),(29 113.82054),(30 115.34218),(31 114.90383),(32 115.550255),(33 114.52388),(34 115.16058),(35 116.598045),(36 116.702286),(37 118.020996),(38 120.32937),(39 120.71041),(40 122.355995),(41 123.388794),(42 123.719765),(43 124.184006),(44 125.44562),(45 125.170975),(46 125.96912),(47 127.23142),(48 126.97044),(49 127.35549),(50 127.6411),(51 127.9012),(52 127.868835),(53 127.57909),(54 126.680374),(55 127.4553),(56 127.253296),(57 127.148476),(58 126.69521),(59 127.72627),(60 126.71919),(61 125.4127),(62 125.70793),(63 125.210655),(64 125.16923),(65 124.182594),(66 125.08789),(67 124.63705),(68 124.821976),(69 124.478836),(70 124.43994),(71 124.91753),(72 124.68971),(73 124.40263),(74 124.49158),(75 124.22276),(76 124.93325),(77 122.91582),(78 122.78325),(79 122.258934),
(1 62.52765),(2 75.77357),(3 83.605484),(4 87.1866),(5 90.86259),(6 93.6936),(7 98.43905),(8 99.26882),(9 100.26665),(10 101.44398),(11 102.13262),(12 103.88465),(13 104.78342),(14 106.720215),(15 108.53144),(16 108.89335),(17 109.319786),(18 110.59864),(19 111.59713),(20 111.82657),(21 114.42371),(22 113.74941),(23 114.33971),(24 114.44612),(25 115.86829),(26 115.00173),(27 114.430275),(28 114.26795),(29 115.31811),(30 115.262436),(31 114.536415),(32 115.7245),(33 115.61273),(34 115.97813),(35 116.490974),(36 116.58182),(37 117.90655),(38 118.53291),(39 119.45097),(40 119.24417),(41 120.135796),(42 119.999084),(43 120.18697),(44 119.843765),(45 120.64007),(46 120.69848),(47 119.77103),(48 119.264565),(49 120.71986),(50 120.65006),(51 121.823586),(52 122.43448),(53 122.72077),(54 123.44313),(55 124.198875),(56 124.04773),(57 123.87282),(58 122.835686),(59 124.18968),(60 123.291725),(61 123.11983),(62 124.112144),(63 124.87817),(64 124.61404),(65 124.29211),(66 124.02369),(67 124.8211),(68 125.22704),(69 125.49637),(70 125.41234),(71 125.69654),(72 126.17437),(73 125.274605),(74 125.81177),(75 125.317894),(76 125.44731),(77 124.75425),(78 123.43398),(79 123.57365),
(1 61.034203),(2 74.27345),(3 81.73857),(4 87.268524),(5 89.26108),(6 94.597404),(7 97.5305),(8 99.62245),(9 101.25523),(10 101.39495),(11 101.31085),(12 103.43104),(13 104.69721),(14 106.50644),(15 107.34925),(16 108.18511),(17 109.0943),(18 108.707214),(19 109.127266),(20 109.74437),(21 112.008),(22 110.22952),(23 111.39118),(24 111.678246),(25 113.0401),(26 113.68363),(27 113.41908),(28 113.41843),(29 113.58704),(30 114.07531),(31 114.453026),(32 114.8595),(33 115.495346),(34 115.76412),(35 116.797386),(36 116.51952),(37 118.19068),(38 119.60679),(39 119.24939),(40 119.67297),(41 120.462975),(42 121.64276),(43 121.41235),(44 121.84674),(45 123.19368),(46 123.03682),(47 123.62654),(48 123.07481),(49 124.73859),(50 123.74134),(51 123.587036),(52 123.14517),(53 123.9191),(54 122.40305),(55 123.8999),(56 124.59699),(57 123.577866),(58 123.488785),(59 123.324585),(60 122.221886),(61 122.033134),(62 122.39175),(63 122.08617),(64 121.8739),(65 121.673965),(66 121.5202),(67 121.14512),(68 119.93606),(69 119.28083),(70 118.4964),(71 118.13553),(72 117.64912),(73 116.636024),(74 116.528984),(75 117.55551),(76 118.67371),(77 117.8881),(78 118.30055),(79 117.594635),
(1 60.753235),(2 74.25233),(3 80.56899),(4 84.41735),(5 86.829155),(6 89.9546),(7 93.25209),(8 94.99383),(9 96.54766),(10 97.842316),(11 97.784775),(12 99.15294),(13 99.361435),(14 100.93178),(15 101.112366),(16 102.38633),(17 102.650986),(18 103.79851),(19 103.979256),(20 105.248566),(21 107.63867),(22 107.93574),(23 108.23222),(24 108.01231),(25 108.846855),(26 110.346275),(27 111.11732),(28 111.436005),(29 112.88635),(30 113.816765),(31 113.67954),(32 113.39446),(33 112.86615),(34 113.60726),(35 114.60639),(36 115.19156),(37 115.49484),(38 115.44216),(39 116.50829),(40 117.39786),(41 117.97661),(42 118.0593),(43 118.67148),(44 118.82182),(45 120.9163),(46 120.84398),(47 120.76784),(48 121.15544),(49 121.695816),(50 120.68161),(51 121.495),(52 121.915665),(53 122.05343),(54 121.169136),(55 121.270996),(56 122.3473),(57 121.24466),(58 119.90401),(59 119.57129),(60 118.89958),(61 117.9702),(62 117.47085),(63 118.72917),(64 117.81445),(65 117.07578),(66 117.40014),(67 116.24026),(68 115.27435),(69 115.298325),(70 115.20219),(71 115.41713),(72 114.98708),(73 113.96738),(74 114.181496),(75 114.14448),(76 114.77886),(77 114.47509),(78 115.21089),(79 115.36016),
(1 58.501423),(2 71.77685),(3 78.069374),(4 83.11577),(5 85.664246),(6 90.06674),(7 92.05707),(8 94.13185),(9 95.43976),(10 97.33524),(11 98.23999),(12 99.73502),(13 99.86318),(14 100.56013),(15 102.84676),(16 104.1783),(17 104.559944),(18 105.64621),(19 105.55872),(20 105.73042),(21 106.910194),(22 106.61029),(23 107.28364),(24 107.77645),(25 108.13587),(26 107.5068),(27 110.26037),(28 109.1063),(29 109.33009),(30 110.282555),(31 110.89758),(32 111.096375),(33 111.716125),(34 112.003654),(35 113.148),(36 112.90322),(37 114.01881),(38 114.428986),(39 116.14526),(40 114.83796),(41 115.945915),(42 115.97589),(43 116.68869),(44 118.7867),(45 119.22052),(46 118.79955),(47 118.453064),(48 119.04382),(49 119.70288),(50 119.684875),(51 120.30693),(52 120.03721),(53 120.16656),(54 120.37496),(55 120.33771),(56 121.0027),(57 120.957535),(58 120.832405),(59 120.46925),(60 120.052086),(61 119.078255),(62 119.3418),(63 120.03742),(64 119.44432),(65 118.611885),(66 118.81134),(67 118.692986),(68 119.57894),(69 118.402275),(70 117.92339),(71 117.88668),(72 117.73296),(73 117.45568),(74 116.74603),(75 116.84668),(76 117.28641),(77 118.65924),(78 117.86843),(79 117.82096),
