1.5,2.5,3.5,4.5,5.5,6.5,7.5,8.5,9.5,10.5,11.5,12.5,13.5,14.5,15.5,16.5,17.5,18.5,19.5,20.5,21.5,22.5,23.5,24.5,25.5,26.5,27.5,28.5,29.5,30.5,31.5,32.5,33.5,34.5,35.5,36.5,37.5,38.5,39.5,40.5,41.5,42.5,43.5,44.5,45.5,46.5,47.5,48.5,49.5,50.5,51.5,52.5,53.5,54.5,55.5,56.5,57.5,58.5,59.5,60.5,61.5,62.5,63.5,64.5,65.5,66.5,67.5,68.5,69.5,70.5,71.5,72.5,73.5,74.5,75.5,76.5,77.5,78.5,79.5,80.5,81.5,82.5,83.5,84.5,85.5,86.5,87.5,88.5,89.5,90.5,91.5,92.5,93.5,94.5,95.5,96.5,97.5,98.5,99.5,100.5,101.5,102.5,103.5,104.5,105.5,106.5,107.5,108.5,109.5,110.5,111.5,112.5,113.5,114.5,115.5,116.5,117.5,118.5,119.5,120.5,121.5,122.5,123.5,124.5,125.5,126.5,127.5,128.5,129.5,130.5,131.5,132.5,133.5,134.5,135.5,136.5,137.5,138.5,139.5,140.5,141.5,142.5,143.5,144.5,145.5,146.5,147.5,148.5,149.5,150.5,151.5,152.5,153.5,154.5,155.5,156.5,157.5,158.5,159.5,160.5,161.5,162.5,163.5,164.5,165.5,166.5,167.5,168.5,169.5,170.5,171.5,172.5,173.5,174.5,175.5,176.5,177.5,178.5,179.5,180.5,181.5,182.5,183.5,184.5,185.5,186.5,187.5,188.5,189.5,190.5,191.5,192.5,193.5,194.5,195.5,196.5,197.5,198.5,199.5,200.5,201.5,202.5,203.5,204.5,205.5,206.5,207.5,208.5,209.5,210.5,211.5,212.5,213.5,214.5,215.5,216.5,217.5,218.5,219.5,220.5,221.5,222.5,223.5,224.5,225.5,226.5,227.5,228.5,229.5,230.5,231.5,232.5,233.5,234.5,235.5,236.5,237.5,238.5,239.5,240.5,241.5,242.5,243.5,244.5,245.5,246.5,247.5,248.5,249.5,250.5,251.5,252.5,253.5,254.5,255.5,256.5,257.5,258.5,259.5,260.5,261.5,262.5,263.5,264.5,265.5,266.5,267.5,268.5,269.5,270.5,271.5,272.5,273.5,274.5,275.5,276.5,277.5,278.5,279.5,280.5,281.5,282.5,283.5,284.5,285.5,286.5,287.5,288.5,289.5,290.5,291.5,292.5,293.5,294.5,295.5,296.5,297.5,298.5,299.5,300.5,301.5,302.5,303.5,304.5,305.5,306.5,307.5,308.5,309.5,310.5,311.5,312.5,313.5,314.5,315.5,316.5,317.5,318.5,319.5,320.5,321.5,322.5,323.5,324.5,325.5,326.5,327.5,328.5,329.5,330.5,331.5,332.5,333.5,334.5,335.5,336.5,337.5,338.5,339.5,340.5,341.5,342.5,343.5,344.5,345.5,346.5,347.5,348.5,349.5,350.5,351.5,352.5,353.5,354.5,355.5,356.5,357.5,358.5,359.5,360.5,361.5,362.5,363.5,364.5,365.5,366.5,367.5,368.5,369.5,370.5,371.5,372.5,373.5,374.5,375.5,376.5,377.5,378.5,379.5,380.5,381.5,382.5,383.5,384.5,385.5,386.5,387.5,388.5,389.5,390.5,391.5,392.5,393.5,394.5,395.5,396.5,397.5,398.5,399.5,400.5,401.5,402.5,403.5,404.5,405.5,406.5,407.5,408.5,409.5,410.5,411.5,412.5,413.5,414.5,415.5,416.5,417.5,418.5,419.5,420.5,421.5,422.5,423.5,424.5,425.5,426.5,427.5,428.5,429.5,430.5,431.5,432.5,433.5,434.5,435.5,436.5,437.5,438.5,439.5,440.5,441.5,442.5,443.5,444.5,445.5,446.5,447.5,448.5,449.5,450.5,451.5,452.5,453.5,454.5,455.5,456.5,457.5,458.5,459.5,460.5,461.5,462.5,463.5,464.5,465.5,466.5,467.5,468.5,469.5,470.5,471.5,472.5,473.5,474.5,475.5,476.5,477.5,478.5,479.5,480.5,481.5,482.5,483.5,484.5,485.5,486.5,487.5,488.5,489.5,490.5,491.5,492.5,493.5,494.5,495.5,496.5,497.5,498.5,499.5,
(1 9481.581),(2 18127.023),(3 39478.32),(4 57872.375),(5 86120.914),(6 111008.336),(7 144494.45),(8 174072.73),(9 213735.77),(10 247733.42),(11 290072.6),(12 328987.44),(13 377512),(14 422453.5),(15 477876.66),(16 529414.9),(17 592132),(18 651562.8),(19 719114.3),(20 786711.8),(21 867741.06),(22 955897.2),(23 1060782.4),(24 1168005.9),(25 1289902.9),(26 1412208),(27 1554034.4),(28 1703572.6),(29 1875565.6),(30 2044097.4),(31 2235660.8),(32 2431278.3),(33 2621840.8),(34 2791202),(35 2964467.3),(36 3134525.3),(37 3309963),(38 3487600.8),(39 3679160),(40 3860073),(41 4051022),(42 4252239.5),(43 4449972.5),(44 4639570.5),(45 4828909),(46 5006564),(47 5205858.5),(48 5392168.5),(49 5579575.5),(50 5769668.5),(51 5958550.5),(52 6143808),(53 6333697.5),(54 6509206),(55 6716504),(56 6917448),(57 7120712),(58 7315674.5),(59 7494668),(60 7661336.5),(61 7842574.5),(62 7968258.5),(63 8093457.5),(64 8211676),(65 8312789.5),(66 8406401),(67 8486261),(68 8543316),(69 8587498),(70 8600792),(71 8612488),(72 8596220),(73 8569201),(74 8515993),(75 8464940),(76 8379668.5),(77 8308587.5),(78 8219953.5),(79 8156474.5),
(1 10.467415),(2 10.915727),(3 11.583144),(4 11.842328),(5 12.3168),(6 12.494565),(7 12.736892),(8 13.1381235),(9 13.329379),(10 13.495288),(11 13.752053),(12 13.8468895),(13 13.736879),(14 13.828309),(15 14.032466),(16 13.958861),(17 13.898972),(18 14.240712),(19 14.292763),(20 14.252981),(21 14.217439),(22 14.504065),(23 14.441378),(24 14.227352),(25 14.331694),(26 14.483449),(27 14.627566),(28 14.382218),(29 14.515526),(30 14.529088),(31 14.464065),(32 14.413556),(33 14.456512),(34 14.495254),(35 14.272091),(36 14.40693),(37 14.230012),(38 14.412765),(39 14.316678),(40 14.4234295),(41 14.413798),(42 14.326197),(43 14.255743),(44 14.179962),(45 14.204848),(46 14.130715),(47 14.2199135),(48 14.069091),(49 13.972811),(50 13.891141),(51 14.035311),(52 13.959158),(53 13.995781),(54 13.872198),(55 14.045734),(56 13.94121),(57 14.039179),(58 13.851083),(59 13.789463),(60 13.850308),(61 13.709357),(62 13.712772),(63 13.727367),(64 13.837771),(65 13.7122135),(66 13.874346),(67 13.833527),(68 13.885409),(69 13.896677),(70 13.853429),(71 13.684971),(72 13.77976),(73 13.757003),(74 13.933226),(75 13.953074),(76 13.946999),(77 13.82532),(78 14.144363),(79 14.204313),
(1 10.561044),(2 11.063649),(3 11.783349),(4 12.082931),(5 12.148705),(6 12.478469),(7 12.684689),(8 13.16264),(9 13.233765),(10 13.27368),(11 13.495921),(12 13.611884),(13 13.626721),(14 13.782681),(15 13.886168),(16 14.168314),(17 14.214041),(18 14.391238),(19 14.380579),(20 14.1688175),(21 14.509357),(22 14.454627),(23 14.407798),(24 14.330554),(25 14.524612),(26 14.401318),(27 14.692559),(28 14.601294),(29 14.487908),(30 14.595631),(31 14.544987),(32 14.468479),(33 14.659137),(34 14.479806),(35 14.35196),(36 14.302244),(37 14.147269),(38 14.278715),(39 14.117789),(40 14.345101),(41 14.056314),(42 14.310131),(43 14.147174),(44 14.24397),(45 13.944466),(46 13.989163),(47 14.04631),(48 13.871747),(49 13.876186),(50 13.71278),(51 13.945678),(52 13.5834875),(53 13.706199),(54 13.522723),(55 13.559993),(56 13.491208),(57 13.804095),(58 13.524587),(59 13.538092),(60 13.531129),(61 13.447196),(62 13.363012),(63 13.384704),(64 13.307053),(65 13.291816),(66 13.455565),(67 13.496547),(68 13.381682),(69 13.556741),(70 13.3976145),(71 13.358796),(72 13.342394),(73 13.436996),(74 13.483931),(75 13.567659),(76 13.641005),(77 13.79722),(78 13.728032),(79 13.8341875),
(1 10.61759),(2 10.898654),(3 11.721138),(4 12.046178),(5 12.243495),(6 12.71153),(7 12.962879),(8 13.259045),(9 13.448689),(10 13.597568),(11 13.851969),(12 13.734086),(13 13.777078),(14 13.720011),(15 13.953456),(16 13.826548),(17 14.044578),(18 13.83078),(19 14.07322),(20 13.911108),(21 14.023371),(22 14.155094),(23 14.264876),(24 14.188155),(25 14.474087),(26 14.450774),(27 14.789511),(28 14.534412),(29 14.796719),(30 14.755979),(31 14.82476),(32 14.874205),(33 14.692094),(34 14.634862),(35 14.502398),(36 14.489805),(37 14.261465),(38 14.275617),(39 14.551046),(40 14.467964),(41 14.433325),(42 14.49866),(43 14.392781),(44 14.537101),(45 14.384327),(46 14.462812),(47 14.426976),(48 14.197479),(49 14.0370245),(50 14.028855),(51 14.017174),(52 14.03891),(53 13.973444),(54 13.8582735),(55 13.936608),(56 14.098389),(57 14.0887),(58 13.798762),(59 13.932658),(60 13.763791),(61 13.687857),(62 13.675153),(63 13.6441965),(64 13.615548),(65 13.622991),(66 13.500523),(67 13.681469),(68 13.6141205),(69 13.689572),(70 13.878588),(71 13.822989),(72 13.908945),(73 13.913697),(74 13.943504),(75 14.006849),(76 13.956827),(77 13.874456),(78 14.057924),(79 14.231789),
(1 10.684092),(2 11.098646),(3 11.67592),(4 11.869117),(5 12.213288),(6 12.4937315),(7 12.816369),(8 12.999497),(9 13.339059),(10 13.515888),(11 13.638938),(12 13.560703),(13 13.695248),(14 13.564052),(15 14.071153),(16 13.953829),(17 14.095994),(18 14.120023),(19 13.941792),(20 14.235221),(21 14.095262),(22 14.265337),(23 14.316098),(24 14.223211),(25 14.435841),(26 14.386534),(27 14.566041),(28 14.384019),(29 14.563666),(30 14.588813),(31 14.419365),(32 14.515915),(33 14.436195),(34 14.357173),(35 14.406472),(36 14.342625),(37 14.296605),(38 14.44192),(39 14.536894),(40 14.538571),(41 14.261836),(42 14.489874),(43 14.107033),(44 14.044716),(45 13.938544),(46 13.868861),(47 13.978273),(48 14.055851),(49 13.852654),(50 13.954697),(51 14.024337),(52 14.175514),(53 13.728578),(54 13.860548),(55 13.704151),(56 13.850088),(57 13.851107),(58 13.627774),(59 13.638027),(60 13.493494),(61 13.44169),(62 13.540856),(63 13.606033),(64 13.728638),(65 13.598557),(66 13.588236),(67 13.761469),(68 13.771153),(69 13.74214),(70 13.803205),(71 13.593987),(72 13.494428),(73 13.734605),(74 13.787872),(75 14.069218),(76 13.992734),(77 14.136093),(78 14.115205),(79 14.357364),
(1 10.612597),(2 10.923748),(3 11.609633),(4 11.887564),(5 12.056579),(6 12.528392),(7 12.665265),(8 12.973618),(9 13.094273),(10 13.397309),(11 13.410199),(12 13.713065),(13 13.69344),(14 13.683003),(15 13.925256),(16 14.11738),(17 14.184545),(18 14.269231),(19 14.412508),(20 14.306193),(21 14.500271),(22 14.54545),(23 14.858122),(24 14.596068),(25 14.660343),(26 14.526009),(27 14.697199),(28 14.527272),(29 14.725),(30 14.775333),(31 14.50484),(32 14.597464),(33 14.572455),(34 14.527318),(35 14.548016),(36 14.448225),(37 14.227424),(38 14.479135),(39 14.501647),(40 14.524492),(41 14.380398),(42 14.192711),(43 14.05917),(44 14.144183),(45 14.180177),(46 14.089508),(47 14.0846),(48 14.054854),(49 13.895485),(50 14.149649),(51 14.0598),(52 14.011761),(53 13.831454),(54 13.991066),(55 13.763723),(56 13.94502),(57 13.8396435),(58 13.958903),(59 13.906814),(60 13.884856),(61 13.749069),(62 13.596592),(63 13.771507),(64 13.7548275),(65 13.5208645),(66 13.709055),(67 13.5863085),(68 13.712429),(69 13.599368),(70 13.98774),(71 13.809064),(72 13.979846),(73 13.902111),(74 13.920074),(75 13.910578),(76 13.950765),(77 14.032285),(78 13.93131),(79 14.10766),
(1 10.57116),(2 11.080161),(3 11.761343),(4 12.244701),(5 12.241049),(6 12.844185),(7 13.038801),(8 13.323027),(9 13.652267),(10 13.631252),(11 13.733282),(12 13.961698),(13 13.961605),(14 14.125288),(15 14.151782),(16 14.094315),(17 14.350178),(18 14.224585),(19 14.3901415),(20 14.284875),(21 14.365847),(22 14.2994375),(23 14.266094),(24 14.423848),(25 14.237528),(26 14.337339),(27 14.425849),(28 14.359991),(29 14.410115),(30 14.516702),(31 14.615919),(32 14.426169),(33 14.526946),(34 14.2111635),(35 14.445423),(36 14.171898),(37 14.330167),(38 14.291426),(39 14.384066),(40 14.380478),(41 14.351189),(42 14.128988),(43 14.214535),(44 14.206573),(45 14.128813),(46 14.2635975),(47 14.142821),(48 14.297605),(49 14.138181),(50 14.173753),(51 14.120521),(52 14.238775),(53 13.848694),(54 14.084521),(55 14.1268835),(56 14.168252),(57 14.096662),(58 13.897695),(59 14.031244),(60 13.834653),(61 13.617617),(62 13.772105),(63 13.775222),(64 13.798961),(65 13.839658),(66 13.780828),(67 14.089772),(68 13.976336),(69 13.962661),(70 14.0593815),(71 13.994037),(72 14.020154),(73 14.129046),(74 14.022951),(75 14.219729),(76 14.135724),(77 14.23435),(78 14.3568945),(79 14.296529),
(1 10.564394),(2 11.183274),(3 11.6534395),(4 11.838861),(5 12.301822),(6 12.32582),(7 12.62579),(8 13.097058),(9 13.268331),(10 13.415426),(11 13.420317),(12 13.64398),(13 13.434471),(14 13.784146),(15 13.707554),(16 13.696222),(17 13.9639845),(18 13.90276),(19 13.842635),(20 13.916665),(21 14.11627),(22 13.943442),(23 13.978423),(24 14.127676),(25 14.168573),(26 14.248978),(27 14.538789),(28 14.537444),(29 14.445533),(30 14.652361),(31 14.455613),(32 14.398695),(33 14.454964),(34 14.241171),(35 14.248518),(36 14.243647),(37 14.2361765),(38 14.134474),(39 14.451204),(40 14.3317995),(41 14.260952),(42 14.2339945),(43 14.083371),(44 14.249224),(45 14.102625),(46 14.070907),(47 14.172478),(48 14.071556),(49 13.9180565),(50 14.0811),(51 14.124224),(52 14.167809),(53 14.108735),(54 14.14707),(55 14.037264),(56 14.282143),(57 14.1231),(58 13.822583),(59 13.962808),(60 13.926517),(61 13.765043),(62 13.671434),(63 13.873181),(64 13.781276),(65 13.798504),(66 13.65805),(67 13.637873),(68 13.708611),(69 13.801072),(70 13.774533),(71 13.865979),(72 13.911464),(73 13.923725),(74 13.849198),(75 14.031157),(76 14.101872),(77 13.972814),(78 14.211908),(79 14.297282),
(1 10.574607),(2 10.963898),(3 11.853651),(4 12.0168495),(5 12.316984),(6 12.389031),(7 12.667461),(8 13.087675),(9 13.198145),(10 13.469482),(11 13.5254545),(12 13.561341),(13 13.725686),(14 13.98563),(15 14.050973),(16 14.117776),(17 14.075916),(18 14.305714),(19 14.436486),(20 14.409775),(21 14.464202),(22 14.289126),(23 14.444452),(24 14.375633),(25 14.574561),(26 14.665415),(27 14.768064),(28 14.637696),(29 14.802524),(30 14.745231),(31 14.711468),(32 14.59213),(33 14.47614),(34 14.380024),(35 14.551418),(36 14.443044),(37 14.253903),(38 14.27622),(39 14.542052),(40 14.42145),(41 14.150162),(42 14.315624),(43 14.148455),(44 14.198618),(45 14.093513),(46 14.0720415),(47 14.020431),(48 13.982583),(49 13.935232),(50 13.767811),(51 13.808184),(52 13.770099),(53 13.755329),(54 13.753376),(55 13.793597),(56 13.729359),(57 13.816439),(58 13.745289),(59 13.776434),(60 13.777232),(61 13.774102),(62 13.6979265),(63 13.840709),(64 13.984177),(65 13.87936),(66 14.013658),(67 13.9753475),(68 13.778488),(69 13.8907385),(70 13.911949),(71 14.035498),(72 13.999574),(73 14.01627),(74 13.776739),(75 14.123365),(76 14.047086),(77 14.214061),(78 14.202549),(79 14.212031),
(1 10.504067),(2 11.072915),(3 11.771943),(4 12.069796),(5 12.321603),(6 12.638605),(7 12.955675),(8 13.22201),(9 13.271137),(10 13.368113),(11 13.646421),(12 13.442613),(13 13.491104),(14 13.700156),(15 13.705098),(16 14.015782),(17 14.015981),(18 14.097782),(19 14.079738),(20 13.979406),(21 14.141423),(22 14.036122),(23 14.192099),(24 14.120513),(25 14.080686),(26 14.07745),(27 14.340865),(28 14.191017),(29 14.132695),(30 14.129791),(31 14.270866),(32 14.315356),(33 14.122648),(34 14.14004),(35 14.1657505),(36 14.120744),(37 14.09194),(38 14.101595),(39 14.25014),(40 14.114984),(41 14.127275),(42 14.205909),(43 14.044212),(44 14.026524),(45 13.993898),(46 14.001518),(47 13.892485),(48 13.801776),(49 13.649306),(50 13.783369),(51 13.883839),(52 13.745781),(53 13.587122),(54 13.587247),(55 13.732435),(56 13.883755),(57 13.720502),(58 13.689124),(59 13.594776),(60 13.643189),(61 13.345339),(62 13.353362),(63 13.449943),(64 13.549371),(65 13.503464),(66 13.559942),(67 13.56512),(68 13.5457),(69 13.618045),(70 13.757327),(71 13.713332),(72 13.804167),(73 13.754535),(74 13.683298),(75 13.962664),(76 13.958543),(77 13.855186),(78 14.079015),(79 14.0793495),
(1 10.57671),(2 11.123361),(3 11.736765),(4 12.089555),(5 12.292435),(6 12.59301),(7 12.747286),(8 13.228033),(9 13.305971),(10 13.557396),(11 13.620012),(12 13.600482),(13 13.847328),(14 13.864861),(15 14.110832),(16 14.195346),(17 14.146783),(18 14.331228),(19 14.366609),(20 14.257539),(21 14.459968),(22 14.543297),(23 14.571013),(24 14.54148),(25 14.582094),(26 14.691819),(27 14.754202),(28 14.743179),(29 14.77043),(30 14.751129),(31 14.819726),(32 14.784544),(33 14.740855),(34 14.741748),(35 14.567462),(36 14.764382),(37 14.500655),(38 14.63745),(39 14.684824),(40 14.606762),(41 14.503871),(42 14.678506),(43 14.669249),(44 14.474901),(45 14.348894),(46 14.516584),(47 14.417638),(48 14.28496),(49 14.298249),(50 14.307213),(51 14.143294),(52 14.059277),(53 14.17119),(54 14.085711),(55 14.194078),(56 14.172136),(57 14.078974),(58 13.994316),(59 14.257585),(60 14.105517),(61 14.009078),(62 13.954439),(63 13.911899),(64 13.710146),(65 13.931455),(66 13.7975235),(67 13.844955),(68 13.790621),(69 13.872039),(70 14.102741),(71 13.993213),(72 13.943314),(73 14.135939),(74 13.988086),(75 14.097937),(76 14.159273),(77 14.259756),(78 14.334602),(79 14.443115),
(1 10.59534),(2 11.074445),(3 11.585068),(4 11.758533),(5 12.209782),(6 12.491036),(7 12.92481),(8 13.158798),(9 13.209484),(10 13.46289),(11 13.426844),(12 13.576982),(13 13.805641),(14 13.832585),(15 14.055902),(16 14.217598),(17 14.180339),(18 14.3855295),(19 14.482477),(20 14.250894),(21 14.6692095),(22 14.484802),(23 14.636744),(24 14.683139),(25 14.751745),(26 14.659938),(27 14.814083),(28 14.775581),(29 14.759111),(30 14.555277),(31 14.599616),(32 14.566123),(33 14.3061),(34 14.362002),(35 14.301853),(36 14.185314),(37 14.491137),(38 14.282243),(39 14.357711),(40 14.355075),(41 14.114156),(42 14.196522),(43 14.212275),(44 14.304219),(45 14.296245),(46 14.246458),(47 14.005538),(48 13.896728),(49 13.700068),(50 13.7990465),(51 13.7612505),(52 13.766814),(53 13.806469),(54 13.674872),(55 13.740055),(56 13.905),(57 13.835296),(58 13.870316),(59 13.941262),(60 13.769756),(61 13.633827),(62 13.664862),(63 13.659283),(64 13.6271925),(65 13.684608),(66 13.760964),(67 13.805356),(68 13.680363),(69 13.769549),(70 14.000706),(71 14.08147),(72 13.975476),(73 14.001502),(74 13.986024),(75 14.058393),(76 14.023423),(77 14.166687),(78 14.054993),(79 14.207157),
(1 10.656084),(2 11.060927),(3 11.755622),(4 11.766209),(5 12.39304),(6 12.505224),(7 12.858214),(8 13.070024),(9 13.187463),(10 13.333335),(11 13.615673),(12 13.426937),(13 13.539787),(14 13.723097),(15 13.704028),(16 13.782084),(17 13.769238),(18 13.859203),(19 14.15518),(20 14.172054),(21 14.184408),(22 14.246493),(23 14.201932),(24 14.117829),(25 14.186032),(26 14.297483),(27 14.524539),(28 14.277589),(29 14.49952),(30 14.530445),(31 14.458415),(32 14.437094),(33 14.392295),(34 14.301498),(35 14.28829),(36 14.301495),(37 14.338756),(38 14.276021),(39 14.322814),(40 14.399898),(41 14.296249),(42 14.188051),(43 13.999793),(44 14.121156),(45 13.938307),(46 14.096451),(47 13.931665),(48 13.848012),(49 13.788106),(50 13.739254),(51 13.654591),(52 13.739381),(53 13.511413),(54 13.69065),(55 13.813353),(56 13.847052),(57 13.815067),(58 13.635842),(59 13.798125),(60 13.679391),(61 13.630453),(62 13.475623),(63 13.678973),(64 13.567893),(65 13.512754),(66 13.532472),(67 13.73422),(68 13.741414),(69 13.804619),(70 13.853587),(71 13.905675),(72 13.809319),(73 13.886729),(74 13.919334),(75 14.21012),(76 14.33897),(77 14.5197115),(78 14.406315),(79 14.571176),
(1 10.655422),(2 11.042336),(3 11.729021),(4 11.879124),(5 12.271669),(6 12.589815),(7 12.844157),(8 13.176293),(9 13.392634),(10 13.589194),(11 13.629261),(12 13.600182),(13 13.757351),(14 13.908429),(15 13.984221),(16 13.960485),(17 14.077057),(18 14.0825),(19 14.238845),(20 14.1027355),(21 14.286917),(22 14.373361),(23 14.457027),(24 14.407883),(25 14.433051),(26 14.407138),(27 14.746902),(28 14.582613),(29 14.640238),(30 14.566033),(31 14.4757),(32 14.479605),(33 14.488316),(34 14.36178),(35 14.472377),(36 14.236481),(37 14.392823),(38 14.476295),(39 14.592404),(40 14.452646),(41 14.596187),(42 14.2857065),(43 14.499596),(44 14.328208),(45 14.270351),(46 14.266209),(47 14.330029),(48 14.359654),(49 14.132115),(50 14.084652),(51 14.27483),(52 14.074051),(53 14.2018),(54 14.154268),(55 14.276045),(56 14.315802),(57 14.296322),(58 14.240806),(59 14.082034),(60 13.993164),(61 13.849304),(62 13.757802),(63 13.879946),(64 13.698439),(65 13.759865),(66 13.685067),(67 13.801429),(68 13.708197),(69 14.054625),(70 13.957578),(71 14.031643),(72 13.945237),(73 13.921742),(74 13.997528),(75 13.891968),(76 14.051011),(77 14.408854),(78 14.15424),(79 14.481384),
(1 10.676645),(2 11.178617),(3 11.73764),(4 12.012385),(5 12.33511),(6 12.701274),(7 13.01468),(8 13.160795),(9 13.391452),(10 13.405273),(11 13.509876),(12 13.491322),(13 13.839597),(14 13.739531),(15 14.017676),(16 14.097436),(17 14.247193),(18 14.188096),(19 14.504061),(20 14.471795),(21 14.613725),(22 14.646529),(23 14.651294),(24 14.551489),(25 14.380267),(26 14.606762),(27 14.6777525),(28 14.481275),(29 14.678282),(30 14.454994),(31 14.546935),(32 14.5868),(33 14.530447),(34 14.508129),(35 14.403393),(36 14.257136),(37 14.248541),(38 14.256494),(39 14.446561),(40 14.176696),(41 14.085591),(42 14.06832),(43 14.143756),(44 14.17032),(45 14.074879),(46 14.182812),(47 14.109961),(48 13.956647),(49 13.774162),(50 13.743256),(51 13.929167),(52 13.920864),(53 13.682013),(54 13.739335),(55 13.642886),(56 13.683003),(57 13.664125),(58 13.852069),(59 13.855034),(60 13.624744),(61 13.649574),(62 13.584158),(63 13.684707),(64 13.54519),(65 13.66354),(66 13.690174),(67 13.7581),(68 13.654395),(69 13.675303),(70 13.751398),(71 13.827835),(72 13.798214),(73 13.662894),(74 13.664829),(75 13.899973),(76 13.874443),(77 13.956024),(78 14.12333),(79 14.039),
(1 10.621305),(2 10.98614),(3 11.810779),(4 12.217271),(5 12.3449),(6 12.780885),(7 12.881353),(8 13.148988),(9 13.317018),(10 13.370222),(11 13.493913),(12 13.644307),(13 13.800439),(14 13.771804),(15 14.016507),(16 14.213999),(17 14.263333),(18 14.249375),(19 14.446054),(20 14.210233),(21 14.593753),(22 14.5518875),(23 14.590079),(24 14.463546),(25 14.684913),(26 14.759824),(27 14.7485075),(28 14.710847),(29 14.637376),(30 14.676819),(31 14.798564),(32 14.717592),(33 14.835468),(34 14.63539),(35 14.802107),(36 14.727855),(37 14.547641),(38 14.419638),(39 14.427949),(40 14.4250765),(41 14.368366),(42 14.419132),(43 14.2092085),(44 14.243229),(45 14.224764),(46 14.149943),(47 14.251715),(48 14.159552),(49 14.090756),(50 14.173811),(51 14.348721),(52 13.989611),(53 14.1432705),(54 14.188862),(55 14.102107),(56 14.201798),(57 14.153989),(58 14.0023365),(59 14.183389),(60 14.108421),(61 14.003765),(62 13.844098),(63 13.881038),(64 13.981111),(65 14.042621),(66 13.832028),(67 13.999451),(68 13.913275),(69 13.974834),(70 14.007498),(71 13.929373),(72 13.841226),(73 13.931534),(74 13.978345),(75 14.154572),(76 14.042827),(77 14.083938),(78 14.142546),(79 14.346821),
(1 10.524282),(2 10.895452),(3 11.589574),(4 11.998906),(5 12.3396),(6 12.359056),(7 12.857325),(8 13.083378),(9 13.263954),(10 13.338988),(11 13.362169),(12 13.247488),(13 13.738417),(14 13.582664),(15 13.897553),(16 13.840827),(17 13.900396),(18 13.929142),(19 13.929295),(20 14.1569195),(21 13.999035),(22 14.178662),(23 14.20948),(24 14.259592),(25 14.335993),(26 14.217532),(27 14.398279),(28 14.440495),(29 14.410453),(30 14.415312),(31 14.486774),(32 14.352332),(33 14.428822),(34 14.511168),(35 14.512562),(36 14.327783),(37 14.345561),(38 14.317104),(39 14.376695),(40 14.455521),(41 14.5245075),(42 14.395891),(43 14.327962),(44 14.244112),(45 14.385157),(46 14.317376),(47 14.423812),(48 14.251652),(49 14.306183),(50 14.08745),(51 14.080994),(52 14.158093),(53 14.134144),(54 14.219909),(55 14.131622),(56 14.022916),(57 13.933793),(58 13.873957),(59 13.9566965),(60 13.854776),(61 13.882877),(62 13.644965),(63 13.623586),(64 13.816423),(65 13.733782),(66 13.821156),(67 13.887793),(68 13.61884),(69 13.851352),(70 13.703898),(71 13.842756),(72 13.891305),(73 13.977293),(74 13.988745),(75 14.041593),(76 14.011664),(77 14.045345),(78 14.183895),(79 14.183994),
(1 10.510638),(2 10.793116),(3 11.576579),(4 11.937125),(5 12.180894),(6 12.423047),(7 12.728453),(8 12.98667),(9 13.175555),(10 13.17176),(11 13.324192),(12 13.398378),(13 13.611099),(14 13.540739),(15 13.860851),(16 13.765809),(17 14.025886),(18 14.057014),(19 14.070804),(20 14.20221),(21 14.064615),(22 14.127682),(23 14.084641),(24 14.293513),(25 14.325455),(26 14.451456),(27 14.542498),(28 14.373438),(29 14.425404),(30 14.480621),(31 14.367754),(32 14.352543),(33 14.28335),(34 14.360809),(35 14.452607),(36 14.075417),(37 14.116783),(38 14.09338),(39 14.299323),(40 14.223818),(41 14.192114),(42 14.148774),(43 14.170599),(44 14.227176),(45 14.129594),(46 13.880279),(47 13.95182),(48 13.813132),(49 14.019251),(50 13.852431),(51 14.017826),(52 13.762574),(53 13.859851),(54 13.73882),(55 13.715063),(56 13.812525),(57 13.811726),(58 13.742513),(59 13.667248),(60 13.563373),(61 13.41816),(62 13.504314),(63 13.613001),(64 13.46328),(65 13.600712),(66 13.627509),(67 13.728142),(68 13.658806),(69 13.739119),(70 13.513861),(71 13.61411),(72 13.440185),(73 13.498353),(74 13.624361),(75 13.700879),(76 13.618265),(77 13.756724),(78 13.726252),(79 13.857255),
