1.5,2.5,3.5,4.5,5.5,6.5,7.5,8.5,9.5,10.5,11.5,12.5,13.5,14.5,15.5,16.5,17.5,18.5,19.5,20.5,21.5,22.5,23.5,24.5,25.5,26.5,27.5,28.5,29.5,30.5,31.5,32.5,33.5,34.5,35.5,36.5,37.5,38.5,39.5,40.5,41.5,42.5,43.5,44.5,45.5,46.5,47.5,48.5,49.5,50.5,51.5,52.5,53.5,54.5,55.5,56.5,57.5,58.5,59.5,60.5,61.5,62.5,63.5,64.5,65.5,66.5,67.5,68.5,69.5,70.5,71.5,72.5,73.5,74.5,75.5,76.5,77.5,78.5,79.5,80.5,81.5,82.5,83.5,84.5,85.5,86.5,87.5,88.5,89.5,90.5,91.5,92.5,93.5,94.5,95.5,96.5,97.5,98.5,99.5,100.5,101.5,102.5,103.5,104.5,105.5,106.5,107.5,108.5,109.5,110.5,111.5,112.5,113.5,114.5,115.5,116.5,117.5,118.5,119.5,120.5,121.5,122.5,123.5,124.5,125.5,126.5,127.5,128.5,129.5,130.5,131.5,132.5,133.5,134.5,135.5,136.5,137.5,138.5,139.5,140.5,141.5,142.5,143.5,144.5,145.5,146.5,147.5,148.5,149.5,150.5,151.5,152.5,153.5,154.5,155.5,156.5,157.5,158.5,159.5,160.5,161.5,162.5,163.5,164.5,165.5,166.5,167.5,168.5,169.5,170.5,171.5,172.5,173.5,174.5,175.5,176.5,177.5,178.5,179.5,180.5,181.5,182.5,183.5,184.5,185.5,186.5,187.5,188.5,189.5,190.5,191.5,192.5,193.5,194.5,195.5,196.5,197.5,198.5,199.5,200.5,201.5,202.5,203.5,204.5,205.5,206.5,207.5,208.5,209.5,210.5,211.5,212.5,213.5,214.5,215.5,216.5,217.5,218.5,219.5,220.5,221.5,222.5,223.5,224.5,225.5,226.5,227.5,228.5,229.5,230.5,231.5,232.5,233.5,234.5,235.5,236.5,237.5,238.5,239.5,240.5,241.5,242.5,243.5,244.5,245.5,246.5,247.5,248.5,249.5,250.5,251.5,252.5,253.5,254.5,255.5,256.5,257.5,258.5,259.5,260.5,261.5,262.5,263.5,264.5,265.5,266.5,267.5,268.5,269.5,270.5,271.5,272.5,273.5,274.5,275.5,276.5,277.5,278.5,279.5,280.5,281.5,282.5,283.5,284.5,285.5,286.5,287.5,288.5,289.5,290.5,291.5,292.5,293.5,294.5,295.5,296.5,297.5,298.5,299.5,300.5,301.5,302.5,303.5,304.5,305.5,306.5,307.5,308.5,309.5,310.5,311.5,312.5,313.5,314.5,315.5,316.5,317.5,318.5,319.5,320.5,321.5,322.5,323.5,324.5,325.5,326.5,327.5,328.5,329.5,330.5,331.5,332.5,333.5,334.5,335.5,336.5,337.5,338.5,339.5,340.5,341.5,342.5,343.5,344.5,345.5,346.5,347.5,348.5,349.5,350.5,351.5,352.5,353.5,354.5,355.5,356.5,357.5,358.5,359.5,360.5,361.5,362.5,363.5,364.5,365.5,366.5,367.5,368.5,369.5,370.5,371.5,372.5,373.5,374.5,375.5,376.5,377.5,378.5,379.5,380.5,381.5,382.5,383.5,384.5,385.5,386.5,387.5,388.5,389.5,390.5,391.5,392.5,393.5,394.5,395.5,396.5,397.5,398.5,399.5,400.5,401.5,402.5,403.5,404.5,405.5,406.5,407.5,408.5,409.5,410.5,411.5,412.5,413.5,414.5,415.5,416.5,417.5,418.5,419.5,420.5,421.5,422.5,423.5,424.5,425.5,426.5,427.5,428.5,429.5,430.5,431.5,432.5,433.5,434.5,435.5,436.5,437.5,438.5,439.5,440.5,441.5,442.5,443.5,444.5,445.5,446.5,447.5,448.5,449.5,450.5,451.5,452.5,453.5,454.5,455.5,456.5,457.5,458.5,459.5,460.5,461.5,462.5,463.5,464.5,465.5,466.5,467.5,468.5,469.5,470.5,471.5,472.5,473.5,474.5,475.5,476.5,477.5,478.5,479.5,480.5,481.5,482.5,483.5,484.5,485.5,486.5,487.5,488.5,489.5,490.5,491.5,492.5,493.5,494.5,495.5,496.5,497.5,498.5,499.5,
(1 59108.8),(2 78669.65),(3 68071.86),(4 146341.05),(5 201460.89),(6 220042.92),(7 307908.06),(8 381273.4),(9 388765.22),(10 498230.6),(11 642296.44),(12 697813.94),(13 840934.06),(14 960951),(15 1014140.3),(16 1163041.5),(17 1271265.4),(18 1320989.6),(19 1447004),(20 1555239.9),(21 1603558.4),(22 1744504),(23 1876976.4),(24 1929126.5),(25 2075434.4),(26 2195303.3),(27 2249982.8),(28 2398073.8),(29 2495543),(30 2537784.3),(31 2687659.8),(32 2779249.8),(33 2788608.8),(34 2910044.8),(35 2991891.3),(36 3009532),(37 3145074.8),(38 3238131.3),(39 3253845),(40 3396923.8),(41 3507438),(42 3553832),(43 3721439),(44 3825260),(45 3873372.8),(46 4032419.3),(47 4160113.3),(48 4210441.5),(49 4375042),(50 4512070),(51 4597553.5),(52 4797761),(53 4975184.5),(54 5070390),(55 5279804.5),(56 5443605.5),(57 5535370.5),(58 5715626),(59 5864248.5),(60 5947752),(61 6141901.5),(62 6299973.5),(63 6387509.5),(64 6593404),(65 6740702.5),(66 6848274),(67 7052922.5),(68 7229432),(69 7346946.5),(70 7569500.5),(71 7735840),(72 7871044),(73 8088137.5),(74 8240083.5),(75 8381972),(76 8580481),(77 8721629),(78 8860059),(79 9094371),
(1 69.57074),(2 88.03178),(3 98.90068),(4 103.64754),(5 107.58085),(6 111.43572),(7 114.22454),(8 117.61818),(9 118.81047),(10 122.02595),(11 124.25045),(12 124.70963),(13 126.70432),(14 127.871445),(15 131.1941),(16 131.13553),(17 131.31712),(18 133.57483),(19 133.75298),(20 134.27963),(21 134.3794),(22 135.58342),(23 136.94113),(24 138.91057),(25 140.40123),(26 142.48012),(27 145.15564),(28 145.38875),(29 145.92145),(30 146.20862),(31 146.69571),(32 147.31221),(33 147.18877),(34 148.36754),(35 148.75223),(36 149.51564),(37 150.25386),(38 151.20807),(39 152.13037),(40 150.76297),(41 150.07048),(42 149.77908),(43 150.27592),(44 148.92102),(45 149.74977),(46 150.37038),(47 150.75769),(48 150.11424),(49 150.14725),(50 151.46483),(51 151.95215),(52 152.19162),(53 151.81313),(54 151.39798),(55 152.10368),(56 152.08153),(57 151.39653),(58 151.72255),(59 153.38762),(60 154.05254),(61 155.39622),(62 156.65219),(63 157.86473),(64 156.55595),(65 157.10654),(66 156.28726),(67 157.15996),(68 158.37128),(69 159.29482),(70 159.42548),(71 161.24759),(72 160.58556),(73 161.27916),(74 161.38943),(75 160.84335),(76 161.08035),(77 160.66539),(78 159.57646),(79 158.88538),
(1 71.07415),(2 89.94488),(3 100.59544),(4 106.43892),(5 110.24761),(6 114.08129),(7 117.27258),(8 122.08),(9 122.18471),(10 124.173836),(11 125.70605),(12 125.137184),(13 126.38589),(14 126.52351),(15 127.50862),(16 127.97441),(17 129.40987),(18 131.93712),(19 133.68576),(20 135.49191),(21 136.48068),(22 137.17244),(23 138.4893),(24 141.08432),(25 142.85016),(26 144.9893),(27 146.99374),(28 149.78871),(29 149.02142),(30 150.71222),(31 151.61375),(32 152.85396),(33 152.97513),(34 153.5243),(35 155.01274),(36 156.21277),(37 157.66315),(38 159.72485),(39 159.15944),(40 158.93553),(41 158.56311),(42 157.81947),(43 159.8016),(44 159.24634),(45 159.42886),(46 160.20232),(47 160.41719),(48 160.69096),(49 159.98738),(50 160.61293),(51 160.19093),(52 160.13594),(53 162.2609),(54 161.90088),(55 160.72902),(56 159.33516),(57 159.69464),(58 158.14859),(59 156.51491),(60 158.30861),(61 158.53459),(62 158.747),(63 159.95146),(64 158.40541),(65 158.99648),(66 160.58682),(67 159.61594),(68 158.7289),(69 159.66595),(70 158.86923),(71 160.8175),(72 161.18982),(73 161.3053),(74 160.61406),(75 160.43867),(76 159.5909),(77 159.57857),(78 160.33604),(79 161.75249),
(1 71.06111),(2 89.10587),(3 99.680565),(4 105.25605),(5 110.13499),(6 114.49959),(7 117.16705),(8 121.15118),(9 121.97815),(10 124.41629),(11 124.49717),(12 124.9458),(13 127.65038),(14 127.166306),(15 130.2267),(16 131.76506),(17 133.07513),(18 134.51637),(19 136.11276),(20 138.20035),(21 140.72789),(22 141.58101),(23 145.71121),(24 147.84529),(25 149.40138),(26 150.8728),(27 152.06134),(28 154.8648),(29 152.96202),(30 153.61894),(31 153.83499),(32 153.81758),(33 154.47443),(34 153.99751),(35 155.48775),(36 157.22504),(37 156.1981),(38 156.20067),(39 157.29291),(40 156.26105),(41 156.32068),(42 155.5872),(43 155.47258),(44 155.35344),(45 155.3071),(46 155.0567),(47 154.8422),(48 153.60158),(49 154.22925),(50 155.46677),(51 154.19221),(52 153.24925),(53 155.13457),(54 154.68982),(55 154.6123),(56 153.96178),(57 154.51563),(58 156.69908),(59 155.73843),(60 155.62067),(61 156.65103),(62 156.99359),(63 159.41028),(64 157.91919),(65 158.19595),(66 158.38379),(67 158.43651),(68 157.05101),(69 156.54288),(70 154.07657),(71 154.21957),(72 154.5833),(73 154.47044),(74 155.43283),(75 154.60474),(76 153.93289),(77 155.05325),(78 155.90976),(79 155.39586),
(1 69.9578),(2 88.29089),(3 99.73769),(4 106.01356),(5 109.60586),(6 113.39652),(7 115.821526),(8 118.609726),(9 121.16515),(10 122.83421),(11 124.15467),(12 125.192154),(13 127.28677),(14 127.31852),(15 130.17705),(16 130.79062),(17 131.5931),(18 132.56532),(19 133.50119),(20 136.16023),(21 139.37051),(22 140.06215),(23 141.84602),(24 141.9515),(25 143.07446),(26 144.583),(27 145.60356),(28 147.37053),(29 148.48256),(30 149.1296),(31 149.74425),(32 151.29361),(33 150.78224),(34 150.55627),(35 152.40831),(36 153.14111),(37 152.46606),(38 151.99828),(39 152.24641),(40 152.16936),(41 151.79405),(42 152.04446),(43 151.50186),(44 152.70055),(45 151.89229),(46 151.9881),(47 152.08743),(48 153.87318),(49 152.88332),(50 154.29814),(51 154.5137),(52 152.98836),(53 154.74097),(54 152.81993),(55 152.64537),(56 153.26451),(57 153.95642),(58 155.27953),(59 154.90826),(60 153.0305),(61 153.93008),(62 155.33),(63 155.29588),(64 154.72606),(65 154.15186),(66 155.05598),(67 154.87958),(68 154.40657),(69 153.08788),(70 151.59395),(71 152.48877),(72 152.90286),(73 153.65427),(74 154.56418),(75 154.92607),(76 153.92912),(77 153.72734),(78 153.90282),(79 153.61552),
(1 69.261406),(2 86.257805),(3 96.887375),(4 101.906395),(5 106.46051),(6 110.43578),(7 112.12662),(8 116.633995),(9 118.760735),(10 120.26719),(11 122.22632),(12 123.69296),(13 125.57795),(14 125.007645),(15 127.897736),(16 129.16469),(17 129.41397),(18 130.90034),(19 131.88048),(20 133.19482),(21 135.76764),(22 138.90536),(23 141.14055),(24 141.06091),(25 142.89156),(26 144.7158),(27 147.39719),(28 148.38393),(29 149.18071),(30 152.41089),(31 152.65541),(32 152.43098),(33 150.96245),(34 151.57327),(35 153.8235),(36 153.28944),(37 153.28738),(38 153.78548),(39 153.69363),(40 152.66058),(41 153.42043),(42 152.79507),(43 153.35677),(44 152.93353),(45 153.66623),(46 153.68764),(47 154.5633),(48 154.88454),(49 154.619),(50 154.15518),(51 153.51256),(52 151.60487),(53 153.58138),(54 151.59003),(55 151.06633),(56 149.17772),(57 150.25842),(58 150.1186),(59 149.86818),(60 149.37517),(61 150.29428),(62 151.5511),(63 153.19989),(64 153.32191),(65 153.89888),(66 155.28519),(67 156.26318),(68 156.96754),(69 155.22986),(70 154.60028),(71 155.22504),(72 155.47916),(73 156.66861),(74 156.27481),(75 155.26088),(76 155.11954),(77 154.60745),(78 153.11348),(79 153.24132),
(1 68.306885),(2 85.8404),(3 95.55366),(4 100.51159),(5 104.24361),(6 108.667946),(7 111.11224),(8 115.15814),(9 117.25694),(10 119.551476),(11 119.71373),(12 120.52323),(13 121.922585),(14 122.17937),(15 126.157074),(16 127.63297),(17 127.26344),(18 127.97212),(19 129.84421),(20 131.92902),(21 133.39143),(22 135.44954),(23 137.61488),(24 138.27635),(25 139.15361),(26 142.05112),(27 143.87047),(28 145.03163),(29 145.16057),(30 146.41917),(31 146.59941),(32 147.9045),(33 148.74362),(34 150.46175),(35 150.35855),(36 150.37996),(37 151.14322),(38 151.21484),(39 153.32951),(40 153.20074),(41 153.4459),(42 152.81177),(43 152.09895),(44 151.47362),(45 151.10458),(46 151.11946),(47 151.96794),(48 150.85722),(49 150.21155),(50 150.77075),(51 151.95006),(52 151.38194),(53 151.56566),(54 151.69939),(55 149.99173),(56 149.77585),(57 149.89633),(58 150.54633),(59 150.69165),(60 148.7412),(61 149.51337),(62 149.61488),(63 150.71968),(64 151.41855),(65 150.69727),(66 152.5914),(67 153.40207),(68 153.65236),(69 154.48332),(70 153.8828),(71 154.0032),(72 154.13086),(73 155.09286),(74 154.72832),(75 153.93326),(76 153.91939),(77 154.09239),(78 152.92392),(79 152.34778),
(1 68.07182),(2 84.97945),(3 94.4845),(4 100.22232),(5 105.27941),(6 108.10169),(7 111.22294),(8 114.99374),(9 117.10751),(10 119.10962),(11 118.56516),(12 120.44816),(13 122.5802),(14 122.73998),(15 123.84304),(16 125.68529),(17 125.80973),(18 127.46373),(19 128.98868),(20 131.43839),(21 132.94373),(22 132.99384),(23 136.70708),(24 137.93542),(25 138.96121),(26 141.77605),(27 143.23244),(28 145.5707),(29 145.69266),(30 147.04378),(31 148.12657),(32 149.89323),(33 151.11774),(34 152.1103),(35 152.88757),(36 153.866),(37 153.80034),(38 156.23825),(39 156.08649),(40 157.24815),(41 157.14894),(42 157.15747),(43 156.69788),(44 157.34943),(45 155.99698),(46 155.62874),(47 155.00427),(48 155.5581),(49 153.94337),(50 154.54031),(51 155.76717),(52 154.9027),(53 155.76425),(54 156.21812),(55 155.05792),(56 155.2529),(57 155.83214),(58 157.1879),(59 157.68141),(60 157.58968),(61 157.5066),(62 156.54196),(63 155.3897),(64 155.7724),(65 156.52455),(66 157.0583),(67 155.8237),(68 154.85193),(69 153.26938),(70 153.0666),(71 152.35979),(72 151.7206),(73 152.66911),(74 153.36786),(75 153.37045),(76 153.17839),(77 152.67743),(78 151.51927),(79 151.7178),
(1 66.904526),(2 84.017624),(3 94.092125),(4 100.227356),(5 103.516716),(6 106.82389),(7 109.72264),(8 113.575134),(9 115.38788),(10 117.559265),(11 117.39035),(12 118.67559),(13 120.26008),(14 121.41791),(15 122.94784),(16 123.018555),(17 122.992485),(18 122.872604),(19 123.461624),(20 125.34677),(21 125.55399),(22 127.73224),(23 130.31184),(24 131.23401),(25 132.7966),(26 133.89366),(27 135.74014),(28 136.8745),(29 137.81815),(30 138.90637),(31 138.94023),(32 138.64735),(33 137.56494),(34 139.66481),(35 140.06183),(36 139.84851),(37 140.61021),(38 142.23402),(39 143.60315),(40 143.80525),(41 145.16434),(42 145.5592),(43 145.83603),(44 146.84904),(45 147.03508),(46 147.09552),(47 147.60725),(48 148.70647),(49 149.08757),(50 148.98903),(51 147.71245),(52 147.27036),(53 147.98302),(54 147.03813),(55 146.54462),(56 146.39973),(57 146.01276),(58 147.05928),(59 148.1418),(60 148.92123),(61 149.6778),(62 150.89558),(63 149.7534),(64 149.07346),(65 147.34937),(66 147.559),(67 147.93866),(68 148.69812),(69 147.91016),(70 147.70055),(71 148.05307),(72 148.54338),(73 148.6935),(74 148.56647),(75 148.07962),(76 148.31122),(77 147.17368),(78 146.77),(79 147.00348),
(1 66.50376),(2 83.17158),(3 93.76485),(4 100.50414),(5 104.35573),(6 107.79203),(7 110.05739),(8 113.33781),(9 115.32704),(10 117.701454),(11 118.08041),(12 120.0808),(13 121.26796),(14 122.47126),(15 121.971535),(16 122.24307),(17 122.06691),(18 122.536385),(19 123.83604),(20 125.044624),(21 126.47468),(22 128.53107),(23 130.50587),(24 131.77168),(25 131.86052),(26 132.8851),(27 135.69635),(28 136.29102),(29 136.99269),(30 138.36827),(31 138.46895),(32 138.29753),(33 137.60686),(34 138.39798),(35 140.23189),(36 139.99057),(37 141.83289),(38 142.48085),(39 144.05621),(40 142.48642),(41 143.50604),(42 145.53378),(43 143.79721),(44 144.18169),(45 143.85568),(46 144.20914),(47 144.81349),(48 145.1898),(49 145.36256),(50 145.22995),(51 144.17545),(52 144.31303),(53 145.01869),(54 145.10953),(55 145.62444),(56 145.26053),(57 144.56064),(58 144.37102),(59 144.75203),(60 145.92578),(61 144.82869),(62 144.78215),(63 145.1932),(64 144.10097),(65 144.41368),(66 144.14995),(67 145.18802),(68 146.23885),(69 145.68806),(70 145.53249),(71 145.72699),(72 145.74602),(73 145.781),(74 146.17264),(75 145.39148),(76 144.88516),(77 146.65137),(78 147.04579),(79 146.60823),
(1 66.27599),(2 81.659874),(3 92.4195),(4 97.72237),(5 101.986534),(6 105.41907),(7 107.29309),(8 111.89082),(9 115.235405),(10 117.09587),(11 117.425415),(12 117.873215),(13 119.93747),(14 121.16473),(15 123.23274),(16 123.770065),(17 123.74105),(18 125.4267),(19 125.44214),(20 126.809),(21 126.942055),(22 128.84044),(23 131.47386),(24 132.3783),(25 133.82063),(26 135.0667),(27 137.46657),(28 139.10808),(29 139.48828),(30 139.45058),(31 139.8417),(32 139.11218),(33 139.49973),(34 140.0474),(35 139.80893),(36 139.85664),(37 141.93625),(38 141.84676),(39 143.0746),(40 142.30246),(41 141.50584),(42 141.50832),(43 141.00201),(44 140.79219),(45 140.5292),(46 139.6017),(47 139.70343),(48 139.59705),(49 140.18527),(50 140.76341),(51 141.85403),(52 142.71208),(53 143.46614),(54 143.19708),(55 142.79898),(56 142.55429),(57 143.41284),(58 141.78043),(59 142.90508),(60 143.07425),(61 143.84286),(62 144.25351),(63 145.40564),(64 146.19025),(65 146.6554),(66 147.87842),(67 148.48985),(68 149.445),(69 149.07378),(70 149.422),(71 148.66771),(72 147.70659),(73 147.02737),(74 147.21817),(75 149.52974),(76 148.3864),(77 149.80937),(78 150.7541),(79 150.18129),
(1 65.166794),(2 80.52987),(3 89.72699),(4 95.14375),(5 99.61155),(6 104.01749),(7 106.28736),(8 111.16322),(9 112.40972),(10 114.46141),(11 114.9543),(12 115.200195),(13 117.17958),(14 117.976036),(15 119.76304),(16 121.36277),(17 121.05476),(18 122.09837),(19 122.05683),(20 121.88528),(21 122.39125),(22 123.47138),(23 124.85438),(24 126.3922),(25 127.530014),(26 127.67997),(27 130.23193),(28 132.17448),(29 132.35086),(30 132.43068),(31 133.17772),(32 133.06097),(33 132.2243),(34 133.60738),(35 134.55614),(36 134.53268),(37 133.6462),(38 134.10495),(39 136.33763),(40 134.35095),(41 135.18706),(42 135.40462),(43 135.33902),(44 136.03287),(45 134.98268),(46 135.19386),(47 137.0012),(48 137.31897),(49 137.9146),(50 138.10425),(51 138.72015),(52 138.4054),(53 137.63089),(54 138.01219),(55 137.32158),(56 138.3932),(57 139.22441),(58 139.50647),(59 139.49683),(60 139.67532),(61 140.44604),(62 140.70201),(63 142.05211),(64 142.36443),(65 142.96056),(66 142.09506),(67 141.72145),(68 142.00641),(69 140.97882),(70 141.22153),(71 140.16331),(72 139.88332),(73 139.64052),(74 140.51546),(75 140.48648),(76 141.76645),(77 141.70798),(78 142.99567),(79 143.38843),
(1 65.43765),(2 80.90594),(3 91.20318),(4 97.04896),(5 101.146126),(6 104.60923),(7 106.365555),(8 108.62618),(9 110.49472),(10 113.14378),(11 114.73669),(12 115.01978),(13 116.512344),(14 117.70683),(15 120.58675),(16 121.89223),(17 122.69166),(18 123.547356),(19 123.964325),(20 125.05303),(21 125.80018),(22 127.84),(23 128.55626),(24 131.589),(25 134.56892),(26 134.53734),(27 136.93236),(28 138.23885),(29 140.37384),(30 142.51236),(31 142.41731),(32 142.40791),(33 140.81761),(34 142.18408),(35 144.24525),(36 143.48314),(37 143.61353),(38 144.41608),(39 143.87039),(40 144.20827),(41 144.23837),(42 144.38892),(43 143.26445),(44 143.56567),(45 143.39299),(46 143.28177),(47 144.0426),(48 144.90756),(49 144.218),(50 144.61322),(51 143.87465),(52 141.97185),(53 142.82828),(54 143.03505),(55 142.60132),(56 142.97643),(57 143.97006),(58 145.937),(59 145.417),(60 145.74625),(61 146.14487),(62 146.24525),(63 146.99245),(64 144.61778),(65 145.6491),(66 144.94049),(67 144.65372),(68 143.76642),(69 143.92639),(70 143.8569),(71 143.61281),(72 144.44095),(73 144.17824),(74 144.8638),(75 145.59842),(76 145.70502),(77 146.332),(78 145.67763),(79 145.24086),
(1 64.810196),(2 79.59393),(3 90.0343),(4 95.49659),(5 99.9295),(6 102.02777),(7 103.264786),(8 106.619026),(9 108.77751),(10 110.55993),(11 111.50344),(12 110.591835),(13 111.79445),(14 112.15952),(15 113.91096),(16 114.443985),(17 116.03658),(18 116.19293),(19 117.39939),(20 118.515335),(21 119.89232),(22 122.062004),(23 124.28268),(24 125.48464),(25 125.986244),(26 127.55926),(27 130.07802),(28 131.83022),(29 132.42259),(30 134.24428),(31 133.89587),(32 134.08463),(33 133.12497),(34 133.83382),(35 134.23647),(36 135.53072),(37 136.26631),(38 135.7399),(39 135.78996),(40 135.53929),(41 137.12982),(42 135.75076),(43 136.46538),(44 136.1993),(45 135.67422),(46 135.3959),(47 134.67679),(48 134.89886),(49 135.46706),(50 136.25452),(51 136.1227),(52 135.81122),(53 137.44713),(54 136.98521),(55 137.02751),(56 137.17561),(57 136.9217),(58 138.03651),(59 139.35635),(60 140.1221),(61 140.32884),(62 141.1295),(63 142.2392),(64 143.5672),(65 143.65283),(66 143.53482),(67 144.11044),(68 144.20961),(69 144.43445),(70 142.58014),(71 142.05864),(72 142.15575),(73 141.4566),(74 141.5057),(75 141.52892),(76 140.4017),(77 139.71545),(78 137.90044),(79 139.1376),
(1 65.18466),(2 80.865074),(3 91.34127),(4 96.46413),(5 99.84735),(6 103.07163),(7 104.44057),(8 107.08235),(9 109.22716),(10 111.87488),(11 112.068375),(12 113.23654),(13 114.27898),(14 114.17793),(15 114.67172),(16 116.26604),(17 117.26949),(18 118.21297),(19 119.67698),(20 121.52895),(21 122.58816),(22 124.45921),(23 126.416176),(24 126.63028),(25 126.664375),(26 128.33778),(27 131.31847),(28 132.86583),(29 131.55861),(30 132.65746),(31 133.59062),(32 133.73253),(33 134.46918),(34 134.65332),(35 135.30638),(36 135.15245),(37 135.98976),(38 136.7972),(39 137.71257),(40 137.4437),(41 136.90593),(42 135.59135),(43 136.74963),(44 136.94424),(45 136.91237),(46 136.48444),(47 136.24628),(48 136.75916),(49 136.93655),(50 138.2742),(51 136.87805),(52 136.48615),(53 137.42966),(54 137.7443),(55 138.63934),(56 137.68637),(57 138.78104),(58 139.75221),(59 139.2802),(60 140.28723),(61 141.10057),(62 141.98885),(63 142.79402),(64 143.78076),(65 143.13174),(66 143.45245),(67 144.4158),(68 145.26443),(69 145.01935),(70 144.89052),(71 145.18533),(72 145.76244),(73 145.68729),(74 144.97673),(75 145.21873),(76 144.41714),(77 144.95303),(78 144.58302),(79 143.89095),
(1 64.47263),(2 80.512146),(3 89.36516),(4 94.79838),(5 98.60649),(6 100.862),(7 103.80034),(8 106.635445),(9 110.40151),(10 112.31486),(11 112.8765),(12 114.01903),(13 115.31825),(14 115.59838),(15 116.80419),(16 117.24214),(17 116.64449),(18 117.74682),(19 118.05299),(20 117.52725),(21 119.01902),(22 121.81321),(23 122.735344),(24 124.25386),(25 125.069275),(26 126.34677),(27 128.0963),(28 129.01654),(29 128.21558),(30 128.68718),(31 129.55605),(32 130.94104),(33 132.40424),(34 132.34302),(35 133.91547),(36 133.71245),(37 133.47261),(38 134.67293),(39 135.62598),(40 135.50806),(41 136.02411),(42 136.78682),(43 136.33919),(44 136.54247),(45 135.76295),(46 135.3209),(47 134.74829),(48 135.21074),(49 135.19466),(50 134.88077),(51 134.58733),(52 135.53323),(53 136.3024),(54 136.2024),(55 135.48552),(56 135.23515),(57 135.00525),(58 134.69255),(59 134.11548),(60 134.7695),(61 135.53662),(62 136.68964),(63 137.83093),(64 138.72372),(65 139.53238),(66 139.7172),(67 141.16544),(68 142.29977),(69 142.51443),(70 143.54749),(71 143.53966),(72 143.01898),(73 141.79944),(74 141.96945),(75 143.58904),(76 142.75105),(77 142.89145),(78 141.0777),(79 140.72577),
(1 63.632088),(2 79.20608),(3 89.23833),(4 94.453224),(5 98.262924),(6 100.89359),(7 103.82883),(8 107.54594),(9 109.04809),(10 110.27113),(11 110.44178),(12 111.92211),(13 113.02504),(14 113.390175),(15 115.98625),(16 117.04894),(17 117.6127),(18 118.775345),(19 119.34862),(20 120.38008),(21 122.097466),(22 122.85388),(23 124.35951),(24 125.23604),(25 126.90789),(26 127.06879),(27 129.37704),(28 130.20259),(29 130.1231),(30 130.17079),(31 131.29633),(32 131.59792),(33 131.3926),(34 132.52565),(35 132.35393),(36 132.34499),(37 133.04468),(38 133.52043),(39 134.30899),(40 135.42242),(41 135.58229),(42 134.49863),(43 135.03506),(44 135.46243),(45 136.24661),(46 135.37495),(47 135.55801),(48 136.00325),(49 134.85657),(50 134.93286),(51 134.72122),(52 135.05528),(53 135.07939),(54 135.90704),(55 136.37245),(56 135.81592),(57 136.40335),(58 136.00742),(59 136.50226),(60 135.90591),(61 135.38522),(62 135.86769),(63 136.99576),(64 136.48682),(65 136.52069),(66 137.9345),(67 139.2112),(68 139.94342),(69 139.75478),(70 140.61024),(71 141.0809),(72 141.2238),(73 139.7235),(74 141.67157),(75 141.96191),(76 141.81976),(77 140.83734),(78 140.47545),(79 142.09181),
(1 64.361015),(2 79.42185),(3 89.20951),(4 94.210945),(5 97.90951),(6 100.760635),(7 103.989365),(8 105.84012),(9 108.31438),(10 108.24952),(11 108.016396),(12 109.225494),(13 110.24479),(14 110.77712),(15 112.12143),(16 113.90196),(17 114.95897),(18 114.88097),(19 115.90585),(20 117.22465),(21 119.702866),(22 120.71786),(23 123.129654),(24 123.74356),(25 124.125084),(26 125.4032),(27 127.99334),(28 129.18872),(29 128.43486),(30 129.24384),(31 129.49033),(32 131.05042),(33 131.27013),(34 132.5276),(35 133.65804),(36 133.86491),(37 135.06175),(38 134.91882),(39 135.98885),(40 134.42326),(41 135.35925),(42 135.37779),(43 135.68704),(44 135.84465),(45 136.17644),(46 136.14859),(47 135.39368),(48 136.39223),(49 136.33508),(50 137.21675),(51 137.69171),(52 136.36395),(53 137.04811),(54 136.48238),(55 137.31606),(56 136.5352),(57 136.66527),(58 135.89441),(59 136.41644),(60 136.52213),(61 136.15086),(62 135.11212),(63 135.89603),(64 136.1761),(65 136.61296),(66 137.86507),(67 137.498),(68 137.13177),(69 137.8794),(70 138.33275),(71 137.89932),(72 138.15439),(73 136.68324),(74 135.8982),(75 137.7115),(76 137.12668),(77 137.96622),(78 137.23573),(79 138.7859),
