1.5,2.5,3.5,4.5,5.5,6.5,7.5,8.5,9.5,10.5,11.5,12.5,13.5,14.5,15.5,16.5,17.5,18.5,19.5,20.5,21.5,22.5,23.5,24.5,25.5,26.5,27.5,28.5,29.5,30.5,31.5,32.5,33.5,34.5,35.5,36.5,37.5,38.5,39.5,40.5,41.5,42.5,43.5,44.5,45.5,46.5,47.5,48.5,49.5,50.5,51.5,52.5,53.5,54.5,55.5,56.5,57.5,58.5,59.5,60.5,61.5,62.5,63.5,64.5,65.5,66.5,67.5,68.5,69.5,70.5,71.5,72.5,73.5,74.5,75.5,76.5,77.5,78.5,79.5,80.5,81.5,82.5,83.5,84.5,85.5,86.5,87.5,88.5,89.5,90.5,91.5,92.5,93.5,94.5,95.5,96.5,97.5,98.5,99.5,100.5,101.5,102.5,103.5,104.5,105.5,106.5,107.5,108.5,109.5,110.5,111.5,112.5,113.5,114.5,115.5,116.5,117.5,118.5,119.5,120.5,121.5,122.5,123.5,124.5,125.5,126.5,127.5,128.5,129.5,130.5,131.5,132.5,133.5,134.5,135.5,136.5,137.5,138.5,139.5,140.5,141.5,142.5,143.5,144.5,145.5,146.5,147.5,148.5,149.5,150.5,151.5,152.5,153.5,154.5,155.5,156.5,157.5,158.5,159.5,160.5,161.5,162.5,163.5,164.5,165.5,166.5,167.5,168.5,169.5,170.5,171.5,172.5,173.5,174.5,175.5,176.5,177.5,178.5,179.5,180.5,181.5,182.5,183.5,184.5,185.5,186.5,187.5,188.5,189.5,190.5,191.5,192.5,193.5,194.5,195.5,196.5,197.5,198.5,199.5,200.5,201.5,202.5,203.5,204.5,205.5,206.5,207.5,208.5,209.5,210.5,211.5,212.5,213.5,214.5,215.5,216.5,217.5,218.5,219.5,220.5,221.5,222.5,223.5,224.5,225.5,226.5,227.5,228.5,229.5,230.5,231.5,232.5,233.5,234.5,235.5,236.5,237.5,238.5,239.5,240.5,241.5,242.5,243.5,244.5,245.5,246.5,247.5,248.5,249.5,250.5,251.5,252.5,253.5,254.5,255.5,256.5,257.5,258.5,259.5,260.5,261.5,262.5,263.5,264.5,265.5,266.5,267.5,268.5,269.5,270.5,271.5,272.5,273.5,274.5,275.5,276.5,277.5,278.5,279.5,280.5,281.5,282.5,283.5,284.5,285.5,286.5,287.5,288.5,289.5,290.5,291.5,292.5,293.5,294.5,295.5,296.5,297.5,298.5,299.5,300.5,301.5,302.5,303.5,304.5,305.5,306.5,307.5,308.5,309.5,310.5,311.5,312.5,313.5,314.5,315.5,316.5,317.5,318.5,319.5,320.5,321.5,322.5,323.5,324.5,325.5,326.5,327.5,328.5,329.5,330.5,331.5,332.5,333.5,334.5,335.5,336.5,337.5,338.5,339.5,340.5,341.5,342.5,343.5,344.5,345.5,346.5,347.5,348.5,349.5,350.5,351.5,352.5,353.5,354.5,355.5,356.5,357.5,358.5,359.5,360.5,361.5,362.5,363.5,364.5,365.5,366.5,367.5,368.5,369.5,370.5,371.5,372.5,373.5,374.5,375.5,376.5,377.5,378.5,379.5,380.5,381.5,382.5,383.5,384.5,385.5,386.5,387.5,388.5,389.5,390.5,391.5,392.5,393.5,394.5,395.5,396.5,397.5,398.5,399.5,400.5,401.5,402.5,403.5,404.5,405.5,406.5,407.5,408.5,409.5,410.5,411.5,412.5,413.5,414.5,415.5,416.5,417.5,418.5,419.5,420.5,421.5,422.5,423.5,424.5,425.5,426.5,427.5,428.5,429.5,430.5,431.5,432.5,433.5,434.5,435.5,436.5,437.5,438.5,439.5,440.5,441.5,442.5,443.5,444.5,445.5,446.5,447.5,448.5,449.5,450.5,451.5,452.5,453.5,454.5,455.5,456.5,457.5,458.5,459.5,460.5,461.5,462.5,463.5,464.5,465.5,466.5,467.5,468.5,469.5,470.5,471.5,472.5,473.5,474.5,475.5,476.5,477.5,478.5,479.5,480.5,481.5,482.5,483.5,484.5,485.5,486.5,487.5,488.5,489.5,490.5,491.5,492.5,493.5,494.5,495.5,496.5,497.5,498.5,499.5,
(1 11462.945),(2 37147.92),(3 75030.195),(4 119878.445),(5 173397.08),(6 229960.19),(7 291694.9),(8 355182.6),(9 418068.84),(10 476375.25),(11 531091.8),(12 577358.3),(13 614807.06),(14 652565),(15 685591),(16 709644.94),(17 735206),(18 742322.8),(19 759621.75),(20 776791.94),(21 790953.8),(22 804295.5),(23 813030.2),(24 827127.8),(25 848751.06),(26 869630.94),(27 899886),(28 934828.25),(29 990585.2),(30 1044786.2),(31 1104995.4),(32 1172073),(33 1244495.4),(34 1314836.4),(35 1391375.8),(36 1462138.6),(37 1541757.4),(38 1608717),(39 1680000),(40 1744774),(41 1821707.6),(42 1888564),(43 1960652.6),(44 2029661.4),(45 2084975.9),(46 2134579),(47 2170400),(48 2185609.3),(49 2214393.3),(50 2229915.3),(51 2257514.5),(52 2270373.8),(53 2294427.3),(54 2326912.8),(55 2378149.3),(56 2411373),(57 2445587.5),(58 2473102.3),(59 2505991.3),(60 2541535.8),(61 2577868),(62 2617213.5),(63 2646270.3),(64 2684767),(65 2725180.3),(66 2756269.5),(67 2819741.3),(68 2879114),(69 2938201.3),(70 2989674),(71 3040069.8),(72 3073438.8),(73 3111904.3),(74 3145615.3),(75 3167358.8),(76 3184993.3),(77 3209357.8),(78 3217822.8),(79 3248281.3),
(1 136.80743),(2 182.08759),(3 215.2655),(4 237.52295),(5 252.27594),(6 264.83893),(7 279.69858),(8 293.08698),(9 306.48605),(10 317.03708),(11 325.47345),(12 334.79593),(13 344.52444),(14 355.07526),(15 368.51907),(16 378.7925),(17 388.75653),(18 402.10803),(19 409.24478),(20 420.5271),(21 429.671),(22 434.5839),(23 441.03583),(24 442.41147),(25 442.10083),(26 446.88065),(27 449.17868),(28 450.88437),(29 453.86658),(30 457.50623),(31 455.15036),(32 459.8142),(33 464.86627),(34 471.26495),(35 473.28165),(36 479.10837),(37 480.206),(38 483.33856),(39 490.30713),(40 491.558),(41 492.72183),(42 492.69577),(43 496.11896),(44 498.18915),(45 499.20578),(46 499.1402),(47 497.16153),(48 495.5286),(49 492.54572),(50 492.88364),(51 491.91995),(52 485.73285),(53 483.98734),(54 481.95206),(55 479.56693),(56 476.62885),(57 470.6711),(58 469.2013),(59 467.46082),(60 462.58145),(61 459.57596),(62 452.63242),(63 454.66986),(64 453.35657),(65 453.09818),(66 449.3732),(67 446.20688),(68 440.98813),(69 439.42578),(70 438.40442),(71 436.83313),(72 435.48892),(73 432.80542),(74 431.98962),(75 433.54037),(76 431.43948),(77 431.37863),(78 430.4686),(79 431.16895),
(1 137.05974),(2 183.30354),(3 215.4101),(4 234.47202),(5 250.28224),(6 265.15823),(7 279.6162),(8 292.64014),(9 303.66666),(10 314.6856),(11 326.3171),(12 336.8769),(13 347.03168),(14 359.78244),(15 371.68982),(16 379.45847),(17 388.57428),(18 397.9392),(19 409.1378),(20 422.7864),(21 426.51877),(22 434.96698),(23 439.92468),(24 442.39578),(25 447.30115),(26 450.17487),(27 458.28613),(28 461.85355),(29 464.21555),(30 464.50693),(31 465.06583),(32 470.57727),(33 474.605),(34 479.0598),(35 482.5527),(36 487.55466),(37 489.97226),(38 494.61008),(39 495.84058),(40 499.33585),(41 502.67328),(42 504.4743),(43 503.99634),(44 505.09927),(45 507.99463),(46 507.66),(47 506.7934),(48 507.53894),(49 501.34515),(50 500.81055),(51 501.8636),(52 498.1365),(53 497.85385),(54 494.38446),(55 491.86276),(56 490.27237),(57 484.9068),(58 483.90012),(59 482.27676),(60 480.14786),(61 475.91357),(62 473.39227),(63 467.70724),(64 466.04993),(65 464.0279),(66 460.61188),(67 457.3908),(68 452.66602),(69 450.00955),(70 449.06073),(71 447.8888),(72 448.84113),(73 444.4343),(74 442.41122),(75 440.45996),(76 440.32294),(77 439.9848),(78 439.83755),(79 438.49463),
(1 134.42152),(2 178.93616),(3 212.93927),(4 233.64687),(5 250.31473),(6 261.0064),(7 272.16452),(8 283.16385),(9 296.1877),(10 306.46677),(11 317.84894),(12 327.3108),(13 340.05313),(14 351.60104),(15 362.612),(16 370.26404),(17 380.40417),(18 391.17426),(19 398.25885),(20 405.73117),(21 412.1777),(22 418.2979),(23 421.11096),(24 425.27945),(25 433.8367),(26 433.78503),(27 442.755),(28 449.50824),(29 456.26514),(30 461.17908),(31 465.83698),(32 471.56107),(33 474.9362),(34 480.3513),(35 486.76398),(36 492.43625),(37 492.89),(38 496.0638),(39 498.66748),(40 506.09985),(41 509.15485),(42 510.4677),(43 511.37476),(44 511.82758),(45 512.189),(46 512.44836),(47 511.55435),(48 509.08887),(49 505.92264),(50 504.46756),(51 502.19543),(52 499.81274),(53 499.81226),(54 496.20038),(55 493.41833),(56 488.03555),(57 485.4986),(58 480.88568),(59 480.36987),(60 479.69803),(61 475.19128),(62 475.16724),(63 469.4368),(64 464.48596),(65 461.46814),(66 460.05222),(67 458.90027),(68 453.26898),(69 452.91534),(70 451.22394),(71 446.7193),(72 447.4009),(73 444.9129),(74 444.10678),(75 444.39227),(76 441.4584),(77 440.55362),(78 439.28485),(79 438.3966),
(1 134.20729),(2 177.13686),(3 210.99913),(4 233.52553),(5 248.96051),(6 259.46115),(7 270.7026),(8 281.65277),(9 291.21786),(10 302.32486),(11 312.23712),(12 319.70822),(13 333.28702),(14 342.30963),(15 349.35233),(16 355.46893),(17 364.62415),(18 376.24536),(19 383.65494),(20 387.1708),(21 392.29077),(22 396.27173),(23 399.6366),(24 405.44916),(25 410.99457),(26 412.43668),(27 418.7185),(28 426.2328),(29 428.06628),(30 429.2843),(31 433.12878),(32 436.33212),(33 437.60062),(34 439.9122),(35 446.75818),(36 451.99924),(37 453.67752),(38 459.15033),(39 459.96002),(40 463.1917),(41 465.02045),(42 466.3444),(43 468.24573),(44 467.99878),(45 469.21884),(46 471.6561),(47 471.64017),(48 469.84012),(49 463.7843),(50 462.54108),(51 460.23633),(52 455.7344),(53 455.51764),(54 452.49554),(55 452.31384),(56 447.86377),(57 446.50357),(58 443.9876),(59 444.0286),(60 442.27258),(61 438.47916),(62 438.5568),(63 436.15988),(64 433.33478),(65 430.26147),(66 427.73468),(67 426.65335),(68 426.9446),(69 426.03226),(70 425.87772),(71 426.3284),(72 431.30728),(73 429.95004),(74 431.17587),(75 431.26904),(76 430.1349),(77 427.8894),(78 427.38745),(79 424.616),
(1 133.89095),(2 177.15839),(3 209.90799),(4 229.91913),(5 247.90334),(6 260.38177),(7 271.0888),(8 283.90488),(9 292.72644),(10 306.9479),(11 315.89963),(12 324.53574),(13 334.93665),(14 347.78445),(15 354.70923),(16 362.30948),(17 370.60965),(18 381.47684),(19 388.97113),(20 395.6959),(21 403.19897),(22 409.24106),(23 415.15732),(24 419.61954),(25 423.30566),(26 425.82397),(27 432.40027),(28 435.22806),(29 432.82663),(30 437.12906),(31 438.21033),(32 443.24197),(33 445.85083),(34 448.20142),(35 453.27512),(36 458.76828),(37 459.17813),(38 462.29715),(39 463.50204),(40 464.9802),(41 468.1666),(42 466.50153),(43 466.00397),(44 467.5411),(45 470.13113),(46 471.97772),(47 471.70255),(48 470.52356),(49 465.94244),(50 466.02774),(51 463.5583),(52 458.48138),(53 456.35965),(54 451.30923),(55 449.0291),(56 446.91132),(57 445.88962),(58 443.3551),(59 439.71014),(60 437.64734),(61 433.60498),(62 431.85748),(63 427.81833),(64 425.4856),(65 422.04626),(66 417.53134),(67 417.77502),(68 414.17166),(69 412.69562),(70 415.4352),(71 415.85352),(72 415.4583),(73 412.6526),(74 414.15393),(75 413.23096),(76 413.4216),(77 409.76392),(78 408.92484),(79 407.8917),
(1 130.17508),(2 175.38062),(3 206.91139),(4 226.86295),(5 242.52325),(6 253.73907),(7 265.19693),(8 278.13443),(9 285.15598),(10 297.7403),(11 309.70844),(12 320.60703),(13 334.48456),(14 343.23648),(15 353.81116),(16 359.02914),(17 370.28708),(18 382.02032),(19 389.90732),(20 396.78308),(21 403.51215),(22 409.9432),(23 414.74802),(24 418.33475),(25 422.25476),(26 426.00162),(27 428.6924),(28 433.47028),(29 435.49814),(30 438.667),(31 441.9717),(32 444.97653),(33 447.9527),(34 444.0788),(35 450.1736),(36 456.2181),(37 460.1614),(38 460.66928),(39 464.81323),(40 470.62274),(41 477.223),(42 478.4204),(43 480.08362),(44 478.93085),(45 480.58722),(46 483.478),(47 484.15128),(48 483.84216),(49 481.55713),(50 479.61288),(51 476.8383),(52 477.09055),(53 474.96628),(54 467.86688),(55 465.96234),(56 460.40277),(57 459.67603),(58 455.09686),(59 450.4878),(60 447.7317),(61 442.21933),(62 439.58542),(63 433.6515),(64 430.3199),(65 426.2696),(66 419.9244),(67 415.25232),(68 409.111),(69 404.10037),(70 402.68445),(71 399.0848),(72 400.33936),(73 398.7709),(74 397.14548),(75 399.41873),(76 399.2971),(77 398.9372),(78 398.66083),(79 398.2569),
(1 126.901184),(2 172.67787),(3 202.10617),(4 220.18903),(5 234.00272),(6 247.84093),(7 262.29395),(8 274.43674),(9 282.0472),(10 294.56992),(11 304.4403),(12 315.42764),(13 329.76022),(14 338.7474),(15 347.28714),(16 356.78384),(17 366.8064),(18 380.25793),(19 386.84235),(20 393.45575),(21 404.95935),(22 408.10886),(23 414.28262),(24 419.7425),(25 418.47873),(26 422.8757),(27 426.36493),(28 430.49957),(29 435.51773),(30 439.30783),(31 440.0094),(32 442.5566),(33 449.8613),(34 449.55295),(35 454.69052),(36 463.9458),(37 471.64267),(38 477.34967),(39 480.09064),(40 483.58884),(41 486.17432),(42 488.6625),(43 488.3),(44 490.183),(45 494.09088),(46 495.76538),(47 496.72104),(48 496.71463),(49 494.0776),(50 497.40555),(51 495.9084),(52 495.58588),(53 492.49677),(54 484.55017),(55 480.79395),(56 477.46173),(57 473.8716),(58 467.05728),(59 463.11945),(60 459.53378),(61 452.08954),(62 448.95032),(63 444.99814),(64 441.23428),(65 438.1793),(66 432.08423),(67 427.14526),(68 421.3093),(69 415.84317),(70 415.87238),(71 412.98834),(72 413.4385),(73 411.76215),(74 410.8141),(75 411.3975),(76 410.52734),(77 409.10455),(78 409.3609),(79 406.69284),
(1 127.647224),(2 171.6965),(3 201.44713),(4 219.09706),(5 234.25795),(6 248.86705),(7 263.27005),(8 277.04062),(9 287.3545),(10 300.16754),(11 309.2791),(12 318.33417),(13 333.52814),(14 343.97772),(15 355.14868),(16 358.81985),(17 366.0157),(18 375.4857),(19 381.0053),(20 388.98337),(21 396.08044),(22 399.41135),(23 403.64157),(24 406.9515),(25 410.03854),(26 411.59375),(27 414.73474),(28 416.1879),(29 414.70764),(30 412.76416),(31 413.1755),(32 413.57523),(33 416.86795),(34 418.17496),(35 420.72128),(36 424.01852),(37 426.06824),(38 428.623),(39 431.6557),(40 432.93988),(41 434.1305),(42 436.27444),(43 440.20795),(44 444.1066),(45 448.5503),(46 451.2843),(47 450.8021),(48 454.02408),(49 447.32584),(50 449.77567),(51 454.67993),(52 453.59845),(53 456.2667),(54 452.70358),(55 450.06897),(56 448.33646),(57 446.7688),(58 440.61038),(59 439.99954),(60 438.66345),(61 434.30237),(62 431.03293),(63 429.4821),(64 427.40506),(65 423.83426),(66 418.7417),(67 418.8276),(68 413.83853),(69 410.91406),(70 412.11795),(71 412.23267),(72 410.74814),(73 407.75873),(74 407.47296),(75 409.41504),(76 407.5217),(77 403.9437),(78 403.03476),(79 402.29797),
(1 125.16686),(2 165.68289),(3 196.70131),(4 215.51328),(5 229.32167),(6 243.67667),(7 258.87866),(8 271.0673),(9 279.45407),(10 289.76175),(11 299.00284),(12 306.6023),(13 319.8544),(14 326.7394),(15 337.42755),(16 345.1082),(17 352.75714),(18 360.27914),(19 364.12952),(20 371.46127),(21 372.74582),(22 374.9179),(23 375.61896),(24 378.019),(25 378.42062),(26 379.97556),(27 380.32684),(28 381.29755),(29 380.30646),(30 380.9899),(31 380.92194),(32 380.9898),(33 384.42682),(34 385.95163),(35 389.17615),(36 392.7918),(37 393.40674),(38 395.10715),(39 396.36697),(40 400.1892),(41 399.71262),(42 403.05423),(43 405.81604),(44 412.43372),(45 414.91888),(46 417.6934),(47 419.58658),(48 422.84027),(49 421.43533),(50 423.953),(51 423.24402),(52 424.04724),(53 424.53134),(54 422.08575),(55 422.0245),(56 418.37543),(57 415.93344),(58 413.42932),(59 410.18735),(60 406.9308),(61 402.68726),(62 402.8415),(63 404.17233),(64 403.7142),(65 400.57486),(66 398.51318),(67 397.04785),(68 393.63367),(69 391.5106),(70 394.1252),(71 389.2905),(72 388.17),(73 385.93723),(74 384.5739),(75 383.96997),(76 381.1101),(77 380.9605),(78 378.97424),(79 377.23782),
(1 123.12807),(2 165.25076),(3 194.05598),(4 210.06552),(5 226.54456),(6 241.09192),(7 254.07341),(8 267.3688),(9 274.72568),(10 285.3326),(11 294.08582),(12 304.84952),(13 315.91888),(14 324.94016),(15 332.35083),(16 343.76947),(17 354.62103),(18 365.9089),(19 369.3878),(20 378.549),(21 384.3088),(22 391.6808),(23 400.87396),(24 405.45758),(25 405.01376),(26 407.16318),(27 410.71088),(28 414.41156),(29 415.28214),(30 415.60385),(31 414.90765),(32 416.8814),(33 421.03833),(34 422.8813),(35 425.8498),(36 429.37677),(37 431.44864),(38 437.55606),(39 443.1126),(40 447.15298),(41 450.39908),(42 453.86768),(43 454.2868),(44 457.3709),(45 456.66885),(46 457.62988),(47 460.4545),(48 463.5306),(49 460.18878),(50 462.54306),(51 460.7474),(52 461.49796),(53 460.93057),(54 456.6269),(55 454.2215),(56 450.7482),(57 450.1057),(58 447.8015),(59 445.5861),(60 444.80737),(61 440.94537),(62 437.10538),(63 432.82764),(64 429.60605),(65 425.16675),(66 417.6639),(67 416.3423),(68 409.69644),(69 405.77844),(70 401.29684),(71 395.85077),(72 393.94165),(73 390.83084),(74 390.77484),(75 393.94244),(76 394.88922),(77 395.4584),(78 397.63275),(79 398.40594),
(1 120.932686),(2 163.2668),(3 191.5947),(4 209.30092),(5 227.57504),(6 242.05362),(7 256.31033),(8 267.8758),(9 275.0749),(10 285.88007),(11 295.78757),(12 305.86435),(13 315.50113),(14 327.02902),(15 336.63168),(16 344.8428),(17 352.38553),(18 363.6024),(19 369.06473),(20 376.75986),(21 383.35144),(22 388.49783),(23 397.80432),(24 401.38577),(25 401.06384),(26 404.9323),(27 404.12015),(28 406.09467),(29 404.39383),(30 405.61008),(31 405.8763),(32 408.94125),(33 412.02057),(34 411.26935),(35 412.6569),(36 416.00406),(37 417.40933),(38 423.98328),(39 431.65768),(40 435.11475),(41 435.38318),(42 438.537),(43 442.62177),(44 445.72415),(45 444.36008),(46 444.60684),(47 446.61285),(48 443.8567),(49 440.00125),(50 438.87784),(51 439.39856),(52 439.71094),(53 440.79132),(54 439.30576),(55 438.77066),(56 437.57257),(57 434.09332),(58 433.0848),(59 431.86652),(60 427.00842),(61 420.28976),(62 418.95242),(63 413.58932),(64 408.14584),(65 404.49643),(66 398.38983),(67 395.2861),(68 389.95346),(69 387.50327),(70 383.47598),(71 382.99524),(72 382.75058),(73 378.88498),(74 378.8403),(75 382.0346),(76 382.39255),(77 383.16406),(78 384.77322),(79 383.09677),
(1 122.87778),(2 162.77939),(3 192.10663),(4 210.19556),(5 225.2146),(6 235.90715),(7 248.94244),(8 260.52234),(9 269.36526),(10 281.6071),(11 289.03674),(12 298.85965),(13 307.17938),(14 315.9229),(15 324.32587),(16 330.4356),(17 340.51816),(18 350.97513),(19 354.6471),(20 361.40805),(21 366.33887),(22 371.96082),(23 374.80432),(24 377.3332),(25 378.9102),(26 382.15787),(27 385.63953),(28 388.0489),(29 390.39487),(30 390.5666),(31 392.7075),(32 393.3353),(33 396.80414),(34 399.92773),(35 403.36703),(36 407.52948),(37 413.4486),(38 416.91003),(39 422.4209),(40 424.62714),(41 425.48288),(42 430.42734),(43 431.6145),(44 431.1417),(45 430.90482),(46 431.50745),(47 429.7693),(48 432.2531),(49 428.2263),(50 426.58698),(51 425.4749),(52 422.80377),(53 422.13678),(54 415.64154),(55 414.9408),(56 413.84042),(57 413.36664),(58 410.32874),(59 410.01645),(60 406.3605),(61 398.8284),(62 399.7326),(63 395.8687),(64 391.11032),(65 389.42807),(66 385.84415),(67 385.77863),(68 380.21204),(69 377.69968),(70 375.0182),(71 373.20767),(72 370.41788),(73 369.5834),(74 368.82538),(75 373.31073),(76 372.32285),(77 371.91296),(78 373.10452),(79 372.1902),
(1 120.87954),(2 160.86009),(3 190.2263),(4 208.13657),(5 221.38481),(6 232.06648),(7 245.40964),(8 258.3256),(9 268.56836),(10 281.01807),(11 290.92053),(12 300.46176),(13 310.67923),(14 318.70526),(15 328.08636),(16 335.58813),(17 343.71774),(18 354.91812),(19 361.25903),(20 368.8828),(21 376.0526),(22 380.95526),(23 385.79773),(24 387.82172),(25 391.09296),(26 392.2239),(27 393.51874),(28 395.19867),(29 395.68005),(30 396.33643),(31 395.00616),(32 396.56314),(33 397.28848),(34 399.46683),(35 401.81708),(36 402.04837),(37 406.35858),(38 408.76126),(39 411.6308),(40 415.36893),(41 416.7712),(42 418.8657),(43 421.21243),(44 422.84482),(45 423.63553),(46 423.31723),(47 423.64746),(48 424.8933),(49 422.56897),(50 423.15958),(51 424.09647),(52 423.8222),(53 423.94763),(54 413.53308),(55 413.3797),(56 410.59674),(57 408.21368),(58 405.89774),(59 403.49002),(60 402.14505),(61 395.7452),(62 395.01456),(63 394.35504),(64 392.86057),(65 389.27957),(66 383.59375),(67 383.46356),(68 380.88965),(69 377.4138),(70 376.25272),(71 375.317),(72 374.81052),(73 374.84357),(74 373.5824),(75 376.91397),(76 376.26578),(77 376.998),(78 382.5551),(79 383.80728),
(1 120.44278),(2 159.77388),(3 188.12308),(4 203.58157),(5 220.21967),(6 232.52185),(7 244.01945),(8 254.88443),(9 262.86343),(10 274.6414),(11 284.54312),(12 293.63998),(13 303.4055),(14 312.60336),(15 322.4157),(16 330.18216),(17 336.97638),(18 347.96033),(19 350.09076),(20 354.1233),(21 360.1955),(22 365.1637),(23 371.4564),(24 372.02502),(25 378.79306),(26 380.35944),(27 382.66373),(28 385.1408),(29 384.87402),(30 387.43256),(31 389.64807),(32 391.78748),(33 392.9973),(34 392.98303),(35 392.42856),(36 395.92267),(37 396.95966),(38 397.4479),(39 398.23352),(40 400.62347),(41 401.9965),(42 401.69406),(43 402.67722),(44 405.20544),(45 410.1767),(46 409.2707),(47 410.35504),(48 409.6648),(49 405.60248),(50 405.10138),(51 406.2092),(52 404.97632),(53 402.7731),(54 397.34167),(55 395.69284),(56 392.14124),(57 390.1514),(58 388.49365),(59 386.54947),(60 384.27948),(61 381.4592),(62 381.44907),(63 377.3935),(64 375.3284),(65 370.58517),(66 365.32373),(67 363.7692),(68 360.33566),(69 359.3047),(70 358.15274),(71 357.9356),(72 357.27893),(73 359.33685),(74 359.89655),(75 362.95984),(76 360.9908),(77 359.76508),(78 365.1034),(79 367.04953),
(1 119.663666),(2 159.69998),(3 185.35083),(4 203.11072),(5 215.25676),(6 229.46275),(7 242.03265),(8 251.45871),(9 259.90945),(10 271.206),(11 280.27264),(12 287.94424),(13 299.6912),(14 308.60052),(15 317.61298),(16 321.89337),(17 331.90768),(18 340.57623),(19 345.20126),(20 352.26782),(21 360.09528),(22 364.12827),(23 369.80902),(24 371.71045),(25 374.46277),(26 377.23904),(27 379.6081),(28 379.6885),(29 379.6828),(30 381.46948),(31 381.43643),(32 382.35712),(33 385.08817),(34 386.58325),(35 386.6856),(36 390.25745),(37 389.75897),(38 388.90137),(39 390.36578),(40 391.55716),(41 392.66827),(42 391.6805),(43 391.84457),(44 394.2361),(45 397.45547),(46 397.50308),(47 398.08926),(48 398.13953),(49 396.36456),(50 398.39407),(51 399.4789),(52 402.70056),(53 403.17896),(54 400.9658),(55 398.49115),(56 395.05542),(57 395.0091),(58 396.79807),(59 396.27652),(60 392.30084),(61 390.35492),(62 391.52084),(63 392.1544),(64 387.99915),(65 383.7083),(66 380.42538),(67 378.25116),(68 375.8779),(69 374.66068),(70 372.32712),(71 372.65482),(72 372.3602),(73 372.61206),(74 371.0984),(75 375.94708),(76 372.2398),(77 371.6491),(78 375.81665),(79 375.75687),
(1 114.29467),(2 153.96196),(3 180.86066),(4 196.899),(5 211.19579),(6 221.5256),(7 234.23663),(8 245.93364),(9 253.1911),(10 261.82108),(11 273.76926),(12 281.75616),(13 292.50668),(14 302.29462),(15 311.02493),(16 318.8125),(17 329.57944),(18 337.97256),(19 344.8601),(20 356.67026),(21 364.09045),(22 368.20593),(23 375.08206),(24 377.7834),(25 380.5374),(26 383.96896),(27 384.92065),(28 388.66406),(29 389.5535),(30 392.49423),(31 394.72714),(32 394.8269),(33 396.76254),(34 397.47473),(35 398.51248),(36 399.42795),(37 399.53278),(38 397.40494),(39 399.72098),(40 402.3326),(41 405.12677),(42 406.0308),(43 405.79416),(44 405.3026),(45 405.81866),(46 405.02725),(47 403.9383),(48 403.7883),(49 399.5312),(50 401.6672),(51 400.28946),(52 398.97095),(53 398.5217),(54 396.87845),(55 394.59277),(56 392.3004),(57 390.09302),(58 388.18512),(59 386.20898),(60 383.7805),(61 381.2149),(62 380.11942),(63 380.9549),(64 379.87164),(65 377.89474),(66 374.82813),(67 373.35617),(68 371.13843),(69 369.63693),(70 368.8828),(71 367.47314),(72 364.59473),(73 364.73434),(74 365.10962),(75 365.9986),(76 363.84583),(77 361.26978),(78 364.08972),(79 362.53143),
(1 112.562805),(2 150.20876),(3 178.99438),(4 198.38123),(5 211.2038),(6 222.71378),(7 233.28969),(8 245.76169),(9 256.7156),(10 264.86472),(11 277.1493),(12 285.43375),(13 291.6038),(14 301.43896),(15 310.0449),(16 318.517),(17 328.49927),(18 336.0574),(19 340.48248),(20 347.17935),(21 350.78378),(22 357.09952),(23 362.60034),(24 366.51913),(25 368.66745),(26 374.10522),(27 376.94617),(28 379.68268),(29 383.1751),(30 385.7986),(31 388.68143),(32 389.2069),(33 395.0174),(34 394.98376),(35 395.68295),(36 395.6222),(37 398.23203),(38 397.82886),(39 402.48593),(40 407.29248),(41 410.78964),(42 413.32764),(43 411.56476),(44 412.39975),(45 413.25916),(46 413.76306),(47 413.81094),(48 414.05933),(49 406.86887),(50 406.35056),(51 406.79248),(52 404.57257),(53 406.55594),(54 401.86044),(55 398.7295),(56 393.41953),(57 390.8574),(58 387.6441),(59 385.91388),(60 379.6136),(61 372.60324),(62 371.64456),(63 367.65515),(64 365.6755),(65 363.68723),(66 359.61328),(67 358.69763),(68 354.98178),(69 351.96494),(70 352.4212),(71 351.07465),(72 351.92987),(73 354.6746),(74 354.89966),(75 356.50882),(76 355.78314),(77 354.72525),(78 356.8987),(79 357.0629),
