1.5,2.5,3.5,4.5,5.5,6.5,7.5,8.5,9.5,10.5,11.5,12.5,13.5,14.5,15.5,16.5,17.5,18.5,19.5,20.5,21.5,22.5,23.5,24.5,25.5,26.5,27.5,28.5,29.5,30.5,31.5,32.5,33.5,34.5,35.5,36.5,37.5,38.5,39.5,40.5,41.5,42.5,43.5,44.5,45.5,46.5,47.5,48.5,49.5,50.5,51.5,52.5,53.5,54.5,55.5,56.5,57.5,58.5,59.5,60.5,61.5,62.5,63.5,64.5,65.5,66.5,67.5,68.5,69.5,70.5,71.5,72.5,73.5,74.5,75.5,76.5,77.5,78.5,79.5,80.5,81.5,82.5,83.5,84.5,85.5,86.5,87.5,88.5,89.5,90.5,91.5,92.5,93.5,94.5,95.5,96.5,97.5,98.5,99.5,100.5,101.5,102.5,103.5,104.5,105.5,106.5,107.5,108.5,109.5,110.5,111.5,112.5,113.5,114.5,115.5,116.5,117.5,118.5,119.5,120.5,121.5,122.5,123.5,124.5,125.5,126.5,127.5,128.5,129.5,130.5,131.5,132.5,133.5,134.5,135.5,136.5,137.5,138.5,139.5,140.5,141.5,142.5,143.5,144.5,145.5,146.5,147.5,148.5,149.5,150.5,151.5,152.5,153.5,154.5,155.5,156.5,157.5,158.5,159.5,160.5,161.5,162.5,163.5,164.5,165.5,166.5,167.5,168.5,169.5,170.5,171.5,172.5,173.5,174.5,175.5,176.5,177.5,178.5,179.5,180.5,181.5,182.5,183.5,184.5,185.5,186.5,187.5,188.5,189.5,190.5,191.5,192.5,193.5,194.5,195.5,196.5,197.5,198.5,199.5,200.5,201.5,202.5,203.5,204.5,205.5,206.5,207.5,208.5,209.5,210.5,211.5,212.5,213.5,214.5,215.5,216.5,217.5,218.5,219.5,220.5,221.5,222.5,223.5,224.5,225.5,226.5,227.5,228.5,229.5,230.5,231.5,232.5,233.5,234.5,235.5,236.5,237.5,238.5,239.5,240.5,241.5,242.5,243.5,244.5,245.5,246.5,247.5,248.5,249.5,250.5,251.5,252.5,253.5,254.5,255.5,256.5,257.5,258.5,259.5,260.5,261.5,262.5,263.5,264.5,265.5,266.5,267.5,268.5,269.5,270.5,271.5,272.5,273.5,274.5,275.5,276.5,277.5,278.5,279.5,280.5,281.5,282.5,283.5,284.5,285.5,286.5,287.5,288.5,289.5,290.5,291.5,292.5,293.5,294.5,295.5,296.5,297.5,298.5,299.5,300.5,301.5,302.5,303.5,304.5,305.5,306.5,307.5,308.5,309.5,310.5,311.5,312.5,313.5,314.5,315.5,316.5,317.5,318.5,319.5,320.5,321.5,322.5,323.5,324.5,325.5,326.5,327.5,328.5,329.5,330.5,331.5,332.5,333.5,334.5,335.5,336.5,337.5,338.5,339.5,340.5,341.5,342.5,343.5,344.5,345.5,346.5,347.5,348.5,349.5,350.5,351.5,352.5,353.5,354.5,355.5,356.5,357.5,358.5,359.5,360.5,361.5,362.5,363.5,364.5,365.5,366.5,367.5,368.5,369.5,370.5,371.5,372.5,373.5,374.5,375.5,376.5,377.5,378.5,379.5,380.5,381.5,382.5,383.5,384.5,385.5,386.5,387.5,388.5,389.5,390.5,391.5,392.5,393.5,394.5,395.5,396.5,397.5,398.5,399.5,400.5,401.5,402.5,403.5,404.5,405.5,406.5,407.5,408.5,409.5,410.5,411.5,412.5,413.5,414.5,415.5,416.5,417.5,418.5,419.5,420.5,421.5,422.5,423.5,424.5,425.5,426.5,427.5,428.5,429.5,430.5,431.5,432.5,433.5,434.5,435.5,436.5,437.5,438.5,439.5,440.5,441.5,442.5,443.5,444.5,445.5,446.5,447.5,448.5,449.5,450.5,451.5,452.5,453.5,454.5,455.5,456.5,457.5,458.5,459.5,460.5,461.5,462.5,463.5,464.5,465.5,466.5,467.5,468.5,469.5,470.5,471.5,472.5,473.5,474.5,475.5,476.5,477.5,478.5,479.5,480.5,481.5,482.5,483.5,484.5,485.5,486.5,487.5,488.5,489.5,490.5,491.5,492.5,493.5,494.5,495.5,496.5,497.5,498.5,499.5,
(1 33709.457),(2 109627.336),(3 218473.45),(4 343965.53),(5 475726.72),(6 604158.06),(7 725759.5),(8 837764),(9 926765.8),(10 1006445),(11 1194194.6),(12 1326285),(13 1464932.6),(14 1617598.5),(15 1729854.1),(16 1827081),(17 1930079.6),(18 2016611.6),(19 2117807.3),(20 2262266.3),(21 2451417),(22 2661324.8),(23 2882262.8),(24 3119411.8),(25 3371878),(26 3731075.8),(27 4051103.8),(28 4409172.5),(29 4754698.5),(30 5076185.5),(31 5425989.5),(32 5650046),(33 5904113.5),(34 6089268),(35 6245179.5),(36 6393233.5),(37 6573114.5),(38 6726618.5),(39 6893431.5),(40 7056246),(41 7213167.5),(42 7302340),(43 7365591.5),(44 7373498.5),(45 7360206),(46 7315501.5),(47 7214145.5),(48 7070381.5),(49 6896466.5),(50 6685775.5),(51 6488110),(52 6312979.5),(53 6199714),(54 6070516),(55 6007944),(56 5947950.5),(57 5934900),(58 5895694.5),(59 5905712.5),(60 5891684),(61 5871789.5),(62 5875838.5),(63 5811412.5),(64 5783760),(65 5784414.5),(66 5763920),(67 5747651.5),(68 5653299.5),(69 5624061.5),(70 5550359),(71 5488422.5),(72 5450941.5),(73 5421197.5),(74 5403980),(75 5408117.5),(76 5429833.5),(77 5478410.5),(78 5461153),(79 5425200.5),
(1 25.565052),(2 32.7346),(3 36.00088),(4 38.773148),(5 41.011063),(6 42.953552),(7 44.00776),(8 44.944286),(9 46.000916),(10 46.562874),(11 46.84984),(12 47.813377),(13 47.817757),(14 48.856346),(15 49.433327),(16 50.02516),(17 50.930634),(18 51.51991),(19 52.20283),(20 52.961864),(21 53.1143),(22 53.179405),(23 53.80166),(24 54.088387),(25 54.043827),(26 54.930603),(27 55.502197),(28 55.593346),(29 55.61906),(30 55.749977),(31 56.26657),(32 56.49607),(33 56.815754),(34 56.64738),(35 56.58926),(36 56.272274),(37 56.594032),(38 57.653362),(39 57.331013),(40 57.797066),(41 57.86838),(42 57.92506),(43 58.649364),(44 59.039925),(45 58.77074),(46 59.03742),(47 59.092995),(48 58.70382),(49 58.923237),(50 59.83007),(51 59.49348),(52 59.493137),(53 60.019936),(54 60.08448),(55 60.70495),(56 61.306175),(57 61.30376),(58 61.514927),(59 61.22514),(60 61.392548),(61 61.594624),(62 61.797363),(63 62.08661),(64 62.44616),(65 62.745342),(66 62.629086),(67 62.64403),(68 62.610374),(69 62.864727),(70 62.51884),(71 61.821568),(72 61.816822),(73 61.656963),(74 61.596546),(75 61.240547),(76 61.400513),(77 61.72167),(78 61.339012),(79 61.10139),
(1 25.557585),(2 33.153942),(3 37.345535),(4 40.031105),(5 42.311226),(6 44.05411),(7 45.54243),(8 46.885857),(9 47.709507),(10 48.359013),(11 48.446003),(12 48.841988),(13 49.37112),(14 50.716515),(15 50.91662),(16 51.29432),(17 52.220844),(18 52.510223),(19 53.32681),(20 54.142967),(21 54.402122),(22 54.951904),(23 54.87238),(24 55.637577),(25 55.931168),(26 56.565548),(27 56.32132),(28 56.72669),(29 56.867813),(30 57.006794),(31 57.634506),(32 58.044235),(33 58.649014),(34 58.451756),(35 57.562866),(36 57.905716),(37 57.651806),(38 58.48652),(39 58.012863),(40 58.47633),(41 58.468975),(42 58.757294),(43 59.08068),(44 59.723003),(45 59.570557),(46 59.31763),(47 59.221237),(48 59.106636),(49 59.324284),(50 60.055206),(51 60.16927),(52 60.306416),(53 60.979496),(54 60.69961),(55 60.645382),(56 61.10146),(57 61.408215),(58 61.36221),(59 61.32195),(60 61.56798),(61 61.278503),(62 62.130806),(63 62.201344),(64 61.43474),(65 62.10846),(66 61.80198),(67 61.353493),(68 61.34197),(69 61.607437),(70 62.506756),(71 62.36302),(72 62.800797),(73 62.83827),(74 63.59287),(75 63.19988),(76 63.210728),(77 62.907146),(78 62.91634),(79 62.434814),
(1 25.453905),(2 33.048832),(3 36.78385),(4 39.856964),(5 42.368534),(6 43.87274),(7 45.42059),(8 46.457527),(9 47.59764),(10 48.138584),(11 49.093422),(12 49.25799),(13 49.526905),(14 50.8547),(15 50.824715),(16 51.285843),(17 52.16983),(18 52.53429),(19 53.321915),(20 54.04879),(21 54.27941),(22 54.69023),(23 54.841034),(24 55.051983),(25 55.502663),(26 56.294796),(27 55.59086),(28 56.389557),(29 56.293224),(30 56.57315),(31 56.835922),(32 56.856663),(33 56.952713),(34 57.16325),(35 57.188927),(36 57.151196),(37 57.400818),(38 58.344486),(39 57.81613),(40 58.241123),(41 58.2145),(42 58.643253),(43 58.944466),(44 59.816505),(45 59.787846),(46 60.183907),(47 60.282124),(48 60.017612),(49 60.116703),(50 61.139053),(51 60.69205),(52 60.835846),(53 61.38017),(54 61.79808),(55 61.965424),(56 61.791927),(57 61.704605),(58 61.98659),(59 61.819424),(60 62.165047),(61 61.877712),(62 62.8764),(63 62.605934),(64 62.450344),(65 62.427998),(66 62.415882),(67 61.983097),(68 62.26861),(69 62.951675),(70 62.998516),(71 63.6298),(72 63.00596),(73 63.51017),(74 63.98953),(75 63.370766),(76 62.769672),(77 62.814938),(78 62.83084),(79 62.17973),
(1 25.684475),(2 33.373272),(3 36.377686),(4 39.793655),(5 41.680416),(6 43.327545),(7 44.806442),(8 45.832306),(9 46.93962),(10 47.351357),(11 47.947067),(12 48.312542),(13 48.839844),(14 50.2683),(15 51.052578),(16 51.47125),(17 51.86546),(18 52.615963),(19 53.37307),(20 53.90629),(21 54.377235),(22 54.846466),(23 54.903996),(24 55.419132),(25 55.769382),(26 56.571705),(27 56.652454),(28 57.20264),(29 57.611515),(30 57.49719),(31 57.77826),(32 58.236496),(33 58.72318),(34 58.73433),(35 58.635143),(36 58.709442),(37 58.62855),(38 59.17391),(39 59.330467),(40 59.095646),(41 59.717022),(42 59.716305),(43 59.769535),(44 59.85536),(45 59.870888),(46 60.08078),(47 60.18654),(48 60.227776),(49 60.12144),(50 60.86681),(51 60.24444),(52 60.037045),(53 60.253822),(54 60.75109),(55 61.18586),(56 61.004913),(57 61.100143),(58 61.22223),(59 61.47404),(60 62.00834),(61 62.022636),(62 62.617355),(63 63.020424),(64 63.611187),(65 63.220646),(66 63.28027),(67 63.087936),(68 63.039574),(69 63.282093),(70 63.760624),(71 63.51077),(72 63.671764),(73 63.576385),(74 64.78892),(75 64.05217),(76 64.31384),(77 64.49348),(78 64.63692),(79 64.67846),
(1 25.012455),(2 32.399982),(3 36.526863),(4 39.638584),(5 42.034348),(6 43.70654),(7 44.781467),(8 46.263435),(9 46.845695),(10 46.64001),(11 47.029076),(12 47.562214),(13 48.028168),(14 49.134686),(15 49.66345),(16 49.652363),(17 50.32281),(18 50.93896),(19 51.339348),(20 51.667183),(21 52.64777),(22 53.025482),(23 53.122826),(24 53.17043),(25 53.523136),(26 54.648563),(27 54.453384),(28 54.62219),(29 54.981445),(30 55.414116),(31 56.00268),(32 56.21765),(33 56.36649),(34 56.4953),(35 55.8151),(36 55.464108),(37 55.555866),(38 56.34091),(39 56.484447),(40 56.969902),(41 56.995274),(42 57.252426),(43 57.39939),(44 58.237923),(45 58.26643),(46 58.339096),(47 58.364433),(48 58.353054),(49 58.422604),(50 59.260838),(51 59.37382),(52 59.28269),(53 59.76117),(54 60.822384),(55 60.962643),(56 61.317894),(57 61.54777),(58 61.67104),(59 61.251022),(60 61.65977),(61 61.516903),(62 62.609436),(63 62.54905),(64 62.550056),(65 62.5085),(66 62.248974),(67 62.709194),(68 62.707504),(69 62.55534),(70 62.827457),(71 62.7781),(72 62.79886),(73 62.83254),(74 63.334465),(75 63.10298),(76 62.62176),(77 62.57131),(78 62.685905),(79 62.53811),
(1 25.497093),(2 32.671894),(3 35.87672),(4 39.034588),(5 41.53871),(6 43.889904),(7 45.112183),(8 46.553513),(9 47.6923),(10 48.407383),(11 49.15096),(12 49.77729),(13 49.98836),(14 50.860703),(15 51.076683),(16 51.674404),(17 52.057827),(18 53.216644),(19 53.697937),(20 53.496723),(21 53.86454),(22 53.968746),(23 54.34554),(24 54.68796),(25 54.79721),(26 55.9016),(27 56.13181),(28 56.21034),(29 56.665928),(30 56.7631),(31 57.049694),(32 57.071358),(33 57.273537),(34 57.395275),(35 57.327023),(36 57.774998),(37 57.74715),(38 58.89509),(39 59.008106),(40 58.52736),(41 58.719574),(42 59.016277),(43 59.373844),(44 59.597168),(45 59.88895),(46 60.42411),(47 60.887543),(48 61.11868),(49 61.115498),(50 61.877567),(51 62.395985),(52 62.80066),(53 62.94786),(54 63.387844),(55 63.77182),(56 63.865986),(57 64.54822),(58 64.69433),(59 65.05229),(60 64.912025),(61 64.99548),(62 65.540955),(63 65.54105),(64 65.67441),(65 65.90083),(66 66.062836),(67 66.14377),(68 66.16166),(69 66.9503),(70 67.097824),(71 66.677216),(72 65.933975),(73 65.836655),(74 65.941536),(75 65.84474),(76 65.547165),(77 65.51262),(78 65.43542),(79 65.139404),
(1 25.632902),(2 33.23181),(3 36.93525),(4 39.990936),(5 42.283722),(6 44.352654),(7 46.41434),(8 47.09751),(9 48.18185),(10 48.68922),(11 48.769783),(12 48.907253),(13 49.61562),(14 50.900047),(15 50.49757),(16 51.095882),(17 51.468147),(18 52.14161),(19 52.51216),(20 53.050995),(21 53.427956),(22 53.073845),(23 53.928852),(24 54.085396),(25 54.786175),(26 55.662407),(27 55.824223),(28 55.975346),(29 56.64884),(30 57.06363),(31 57.496952),(32 57.47433),(33 57.512054),(34 57.43515),(35 57.32662),(36 57.208508),(37 57.44432),(38 57.68343),(39 57.709103),(40 57.924515),(41 57.7865),(42 57.8256),(43 58.307667),(44 57.797222),(45 57.8764),(46 57.989937),(47 58.516144),(48 58.084274),(49 57.93182),(50 58.43496),(51 58.436844),(52 58.528927),(53 58.646347),(54 58.576996),(55 58.957317),(56 59.136196),(57 60.136906),(58 60.302353),(59 60.948563),(60 60.28477),(61 60.577225),(62 61.61841),(63 61.740536),(64 61.996822),(65 61.715687),(66 61.871483),(67 62.01232),(68 62.609634),(69 62.702034),(70 63.26651),(71 63.12356),(72 63.31398),(73 63.216965),(74 64.042786),(75 64.48624),(76 64.3745),(77 64.02087),(78 64.17526),(79 63.330044),
(1 24.532015),(2 31.985962),(3 35.569767),(4 39.01282),(5 40.81102),(6 42.71793),(7 44.151283),(8 45.427868),(9 46.391865),(10 47.25924),(11 47.54378),(12 48.023396),(13 48.25368),(14 49.339157),(15 49.542965),(16 50.61338),(17 51.319225),(18 52.20569),(19 52.844173),(20 53.254482),(21 53.595562),(22 53.705704),(23 53.63109),(24 54.179035),(25 54.482113),(26 55.25786),(27 55.403286),(28 55.446198),(29 55.955917),(30 56.23171),(31 56.914627),(32 56.752346),(33 56.144337),(34 56.85792),(35 56.675777),(36 56.31189),(37 56.4668),(38 56.89811),(39 56.56038),(40 57.1414),(41 56.897186),(42 57.33045),(43 57.079243),(44 57.562515),(45 58.19488),(46 58.157272),(47 57.881653),(48 57.44012),(49 57.9402),(50 58.266094),(51 58.345394),(52 58.167915),(53 58.08065),(54 58.689346),(55 59.01027),(56 58.91707),(57 59.310856),(58 59.792526),(59 59.937813),(60 60.492943),(61 60.302895),(62 61.021366),(63 60.734238),(64 60.551655),(65 60.863636),(66 60.266056),(67 60.595654),(68 60.823032),(69 60.559757),(70 60.95043),(71 60.91659),(72 61.2291),(73 61.097313),(74 61.84436),(75 61.50323),(76 61.523357),(77 61.151764),(78 61.100307),(79 60.663795),
(1 24.901262),(2 32.37036),(3 35.85362),(4 38.683613),(5 40.951847),(6 42.81408),(7 44.40079),(8 45.532528),(9 45.729744),(10 46.3038),(11 46.545414),(12 47.29371),(13 47.68686),(14 49.036877),(15 49.128094),(16 49.805367),(17 50.508358),(18 50.64021),(19 51.566864),(20 51.904087),(21 52.815968),(22 53.129944),(23 53.149094),(24 53.17128),(25 53.688545),(26 54.160137),(27 54.07898),(28 54.43487),(29 54.481106),(30 54.270363),(31 54.422245),(32 54.407654),(33 54.388718),(34 54.535625),(35 54.094563),(36 54.43247),(37 54.278603),(38 55.541832),(39 55.007256),(40 54.75843),(41 54.89714),(42 54.912186),(43 55.034397),(44 55.004898),(45 55.7567),(46 55.78812),(47 55.74154),(48 55.686787),(49 55.526844),(50 56.304974),(51 56.470127),(52 56.66654),(53 57.110233),(54 57.913467),(55 58.114002),(56 58.31241),(57 58.449768),(58 58.85877),(59 59.124325),(60 59.188435),(61 59.890034),(62 60.41238),(63 60.40561),(64 60.636345),(65 60.378162),(66 60.882515),(67 61.062954),(68 61.183403),(69 61.8621),(70 62.64453),(71 62.528217),(72 61.958466),(73 61.47479),(74 62.118484),(75 61.490757),(76 61.303173),(77 61.596077),(78 61.671967),(79 61.720627),
(1 25.149305),(2 32.670895),(3 36.272182),(4 39.148823),(5 41.40683),(6 43.185062),(7 44.460808),(8 45.92541),(9 47.23315),(10 47.557735),(11 47.881725),(12 48.28397),(13 48.439068),(14 49.9751),(15 49.84684),(16 50.10926),(17 51.047455),(18 51.2596),(19 51.855087),(20 52.481396),(21 53.146137),(22 53.37762),(23 53.08759),(24 53.83247),(25 53.833908),(26 54.593693),(27 54.379517),(28 54.789417),(29 54.743954),(30 54.50355),(31 54.996548),(32 55.46961),(33 54.882233),(34 55.17938),(35 54.570503),(36 54.60866),(37 54.88588),(38 55.703854),(39 55.603058),(40 55.987244),(41 56.35532),(42 56.57916),(43 57.057076),(44 56.916332),(45 56.720722),(46 57.579628),(47 57.25603),(48 57.36755),(49 58.1365),(50 59.38872),(51 59.558037),(52 59.433006),(53 60.028893),(54 61.15172),(55 61.88423),(56 62.183693),(57 62.445995),(58 62.808376),(59 63.17429),(60 63.097755),(61 62.339127),(62 62.99782),(63 62.873886),(64 62.13594),(65 61.77557),(66 61.95217),(67 62.0715),(68 62.052643),(69 62.399506),(70 62.783726),(71 62.341263),(72 61.942883),(73 62.08126),(74 62.00708),(75 62.102135),(76 61.514793),(77 61.012527),(78 60.903694),(79 60.70939),
(1 24.733105),(2 31.860771),(3 35.84455),(4 38.41544),(5 40.731285),(6 42.620472),(7 43.80442),(8 44.852432),(9 45.734676),(10 46.22235),(11 46.295044),(12 46.681038),(13 47.278603),(14 48.964706),(15 48.92248),(16 49.32231),(17 49.759224),(18 50.24128),(19 50.542183),(20 51.121826),(21 51.460644),(22 51.905838),(23 51.68613),(24 52.26615),(25 52.510628),(26 53.06558),(27 53.105816),(28 53.849022),(29 53.804554),(30 54.117943),(31 54.061325),(32 54.324776),(33 54.38455),(34 54.356133),(35 54.175022),(36 54.292206),(37 54.625328),(38 55.281277),(39 54.30969),(40 54.62434),(41 54.82237),(42 55.100407),(43 55.814125),(44 56.106438),(45 56.4378),(46 56.785915),(47 57.600517),(48 57.382908),(49 58.151543),(50 58.783817),(51 58.577904),(52 58.719055),(53 59.18985),(54 59.28895),(55 59.742493),(56 59.771572),(57 60.13553),(58 59.677097),(59 60.285763),(60 60.52855),(61 60.95351),(62 61.784286),(63 61.735523),(64 61.708664),(65 61.937912),(66 61.797466),(67 61.90267),(68 62.42607),(69 62.645355),(70 62.742176),(71 62.528515),(72 62.997585),(73 62.679512),(74 62.995586),(75 62.39917),(76 62.730858),(77 61.92123),(78 61.85711),(79 61.89743),
(1 24.977697),(2 32.260494),(3 35.951427),(4 38.513264),(5 40.80668),(6 42.16423),(7 43.775448),(8 44.771816),(9 45.588436),(10 46.358814),(11 46.389503),(12 46.78496),(13 47.15375),(14 48.63221),(15 49.068302),(16 49.965023),(17 50.889015),(18 51.640812),(19 52.270203),(20 52.629204),(21 52.960785),(22 53.27779),(23 53.185192),(24 53.393875),(25 53.61659),(26 54.565346),(27 53.947098),(28 54.224216),(29 54.5617),(30 54.996696),(31 55.47092),(32 55.6798),(33 56.254894),(34 56.244205),(35 56.242123),(36 56.116623),(37 56.2151),(38 56.83407),(39 56.697193),(40 56.273396),(41 56.780636),(42 56.585163),(43 56.772724),(44 57.253826),(45 57.78711),(46 57.447643),(47 57.793434),(48 57.951054),(49 57.949368),(50 58.47992),(51 58.419334),(52 58.51173),(53 58.321815),(54 58.61324),(55 58.972797),(56 59.1815),(57 59.456474),(58 59.28626),(59 59.345703),(60 59.06983),(61 59.532627),(62 60.019657),(63 60.226997),(64 60.453888),(65 60.26282),(66 60.7823),(67 60.72035),(68 60.99837),(69 61.264755),(70 61.107418),(71 61.399204),(72 61.21076),(73 61.116684),(74 61.136715),(75 60.485233),(76 60.571114),(77 60.151295),(78 59.632866),(79 59.09014),
(1 24.513344),(2 31.858515),(3 34.897392),(4 37.614647),(5 39.884666),(6 41.850193),(7 42.906883),(8 45.026295),(9 45.783974),(10 46.052685),(11 46.40759),(12 46.968025),(13 47.245277),(14 48.795315),(15 48.786892),(16 49.050983),(17 49.528942),(18 50.1875),(19 50.29277),(20 50.459263),(21 51.150303),(22 51.711617),(23 51.760124),(24 52.390152),(25 52.830418),(26 53.29652),(27 52.880035),(28 52.86229),(29 52.929504),(30 53.246212),(31 53.85802),(32 53.5162),(33 54.028107),(34 53.822224),(35 53.51541),(36 53.21697),(37 53.222286),(38 53.589035),(39 53.498455),(40 53.497734),(41 54.054035),(42 53.742046),(43 54.030853),(44 53.726765),(45 53.857685),(46 54.012222),(47 54.14606),(48 54.449947),(49 54.767372),(50 55.36318),(51 55.667183),(52 55.48571),(53 55.54002),(54 55.682663),(55 55.89745),(56 56.946102),(57 56.388783),(58 56.609592),(59 57.14313),(60 57.363247),(61 57.597775),(62 58.276005),(63 58.730057),(64 59.0357),(65 58.781536),(66 58.71536),(67 58.244434),(68 58.629124),(69 58.335995),(70 58.72307),(71 58.692924),(72 59.00169),(73 59.04602),(74 60.016052),(75 60.134495),(76 59.794067),(77 59.895256),(78 59.426636),(79 59.349144),
(1 24.961815),(2 32.233803),(3 35.327793),(4 38.129196),(5 39.946487),(6 41.61209),(7 43.10062),(8 44.641598),(9 45.650753),(10 46.29264),(11 46.23388),(12 46.782814),(13 47.337124),(14 48.72025),(15 48.755398),(16 49.174534),(17 49.45931),(18 49.999043),(19 50.63443),(20 51.19833),(21 51.747566),(22 51.72302),(23 51.967503),(24 52.338165),(25 52.512188),(26 53.820602),(27 53.963173),(28 54.063816),(29 54.6345),(30 54.717373),(31 55.10055),(32 55.10033),(33 54.976738),(34 54.999115),(35 54.385937),(36 53.82262),(37 54.10465),(38 54.5098),(39 54.61172),(40 54.999416),(41 55.406418),(42 55.72636),(43 56.131485),(44 56.204224),(45 55.902687),(46 56.54732),(47 56.07718),(48 56.3497),(49 56.635227),(50 57.526215),(51 57.536877),(52 57.811832),(53 58.144215),(54 58.122066),(55 58.898224),(56 59.199245),(57 59.12659),(58 59.13662),(59 59.46036),(60 59.3964),(61 59.610607),(62 60.047314),(63 59.92186),(64 59.433804),(65 59.627174),(66 59.54264),(67 59.751217),(68 60.44785),(69 60.64602),(70 60.336082),(71 60.42698),(72 60.549133),(73 60.05684),(74 60.445152),(75 60.17706),(76 59.960995),(77 60.050377),(78 59.57077),(79 59.24148),
(1 24.216398),(2 31.27213),(3 34.242863),(4 36.872475),(5 38.96348),(6 40.527702),(7 41.903778),(8 43.136658),(9 44.210003),(10 45.020004),(11 45.04039),(12 45.54337),(13 46.037453),(14 46.892696),(15 47.057915),(16 47.78693),(17 48.71281),(18 49.266666),(19 50.218185),(20 50.21919),(21 50.56821),(22 51.18871),(23 51.037437),(24 51.382874),(25 51.863216),(26 52.752556),(27 53.33873),(28 53.535725),(29 54.108665),(30 54.242878),(31 54.200413),(32 54.804443),(33 54.66136),(34 54.742275),(35 54.616394),(36 54.23676),(37 54.11481),(38 54.67356),(39 54.781696),(40 54.27721),(41 54.255665),(42 54.506416),(43 54.555412),(44 54.822598),(45 55.040844),(46 55.208683),(47 55.026665),(48 55.377514),(49 55.548958),(50 56.253796),(51 56.618286),(52 56.624516),(53 56.909206),(54 57.506344),(55 57.70026),(56 58.17119),(57 58.974754),(58 58.86311),(59 59.2625),(60 59.319874),(61 59.380505),(62 60.132782),(63 60.43721),(64 59.89421),(65 60.219696),(66 60.474297),(67 60.149567),(68 60.042053),(69 60.390854),(70 60.50128),(71 60.455288),(72 60.836395),(73 61.135506),(74 61.379993),(75 61.420086),(76 61.029636),(77 61.02885),(78 60.579395),(79 60.497364),
(1 24.520187),(2 31.83587),(3 35.22384),(4 37.75255),(5 40.215157),(6 41.80494),(7 43.0658),(8 44.42246),(9 45.284893),(10 45.828),(11 45.914932),(12 46.051674),(13 46.65195),(14 48.38805),(15 48.1655),(16 48.279503),(17 49.28705),(18 49.569317),(19 50.225296),(20 50.619923),(21 51.323517),(22 51.723526),(23 52.005947),(24 51.848774),(25 52.568523),(26 52.962864),(27 52.86831),(28 53.139038),(29 53.613533),(30 53.985317),(31 54.4453),(32 54.450897),(33 54.825077),(34 54.942673),(35 54.60936),(36 54.60918),(37 54.91179),(38 55.104023),(39 55.192863),(40 55.511116),(41 55.403355),(42 55.32576),(43 55.53892),(44 55.973663),(45 56.196228),(46 55.93505),(47 55.678154),(48 55.816467),(49 55.851254),(50 56.641895),(51 56.431175),(52 56.7407),(53 56.59388),(54 57.044926),(55 57.06753),(56 57.285496),(57 57.089993),(58 57.428802),(59 57.204933),(60 57.390217),(61 57.58246),(62 58.267185),(63 58.41707),(64 58.57676),(65 58.72454),(66 58.903362),(67 59.32347),(68 59.840103),(69 59.829292),(70 60.383896),(71 59.954002),(72 59.943504),(73 60.021233),(74 61.02498),(75 60.863197),(76 61.093426),(77 61.23136),(78 61.144505),(79 61.241337),
(1 24.583002),(2 31.343817),(3 34.651134),(4 37.24683),(5 39.454144),(6 41.590607),(7 42.597763),(8 44.04866),(9 44.53573),(10 44.8598),(11 45.070496),(12 45.380703),(13 45.897),(14 47.05675),(15 47.043915),(16 47.674515),(17 48.168636),(18 49.27134),(19 49.570114),(20 49.71718),(21 50.512794),(22 50.89976),(23 51.07739),(24 51.349697),(25 51.885902),(26 52.70433),(27 52.269592),(28 52.514942),(29 53.406315),(30 53.7468),(31 53.728806),(32 54.434692),(33 54.5776),(34 55.06932),(35 54.80407),(36 54.140366),(37 54.180744),(38 54.830875),(39 54.1716),(40 53.8395),(41 54.2361),(42 54.341927),(43 54.155712),(44 54.63791),(45 54.967117),(46 55.220947),(47 55.2098),(48 55.51398),(49 55.890102),(50 55.72854),(51 55.360718),(52 55.91514),(53 56.279305),(54 56.524677),(55 57.13799),(56 57.511875),(57 57.53908),(58 58.077812),(59 58.250538),(60 58.76131),(61 59.147034),(62 59.333332),(63 59.40457),(64 59.631325),(65 59.984932),(66 59.962143),(67 59.44447),(68 59.377926),(69 59.472736),(70 60.616028),(71 59.87814),(72 59.86945),(73 59.48705),(74 59.7361),(75 59.621517),(76 59.278862),(77 59.536976),(78 58.988155),(79 59.13149),
