1.5,2.5,3.5,4.5,5.5,6.5,7.5,8.5,9.5,10.5,11.5,12.5,13.5,14.5,15.5,16.5,17.5,18.5,19.5,20.5,21.5,22.5,23.5,24.5,25.5,26.5,27.5,28.5,29.5,30.5,31.5,32.5,33.5,34.5,35.5,36.5,37.5,38.5,39.5,40.5,41.5,42.5,43.5,44.5,45.5,46.5,47.5,48.5,49.5,50.5,51.5,52.5,53.5,54.5,55.5,56.5,57.5,58.5,59.5,60.5,61.5,62.5,63.5,64.5,65.5,66.5,67.5,68.5,69.5,70.5,71.5,72.5,73.5,74.5,75.5,76.5,77.5,78.5,79.5,80.5,81.5,82.5,83.5,84.5,85.5,86.5,87.5,88.5,89.5,90.5,91.5,92.5,93.5,94.5,95.5,96.5,97.5,98.5,99.5,100.5,101.5,102.5,103.5,104.5,105.5,106.5,107.5,108.5,109.5,110.5,111.5,112.5,113.5,114.5,115.5,116.5,117.5,118.5,119.5,120.5,121.5,122.5,123.5,124.5,125.5,126.5,127.5,128.5,129.5,130.5,131.5,132.5,133.5,134.5,135.5,136.5,137.5,138.5,139.5,140.5,141.5,142.5,143.5,144.5,145.5,146.5,147.5,148.5,149.5,150.5,151.5,152.5,153.5,154.5,155.5,156.5,157.5,158.5,159.5,160.5,161.5,162.5,163.5,164.5,165.5,166.5,167.5,168.5,169.5,170.5,171.5,172.5,173.5,174.5,175.5,176.5,177.5,178.5,179.5,180.5,181.5,182.5,183.5,184.5,185.5,186.5,187.5,188.5,189.5,190.5,191.5,192.5,193.5,194.5,195.5,196.5,197.5,198.5,199.5,200.5,201.5,202.5,203.5,204.5,205.5,206.5,207.5,208.5,209.5,210.5,211.5,212.5,213.5,214.5,215.5,216.5,217.5,218.5,219.5,220.5,221.5,222.5,223.5,224.5,225.5,226.5,227.5,228.5,229.5,230.5,231.5,232.5,233.5,234.5,235.5,236.5,237.5,238.5,239.5,240.5,241.5,242.5,243.5,244.5,245.5,246.5,247.5,248.5,249.5,250.5,251.5,252.5,253.5,254.5,255.5,256.5,257.5,258.5,259.5,260.5,261.5,262.5,263.5,264.5,265.5,266.5,267.5,268.5,269.5,270.5,271.5,272.5,273.5,274.5,275.5,276.5,277.5,278.5,279.5,280.5,281.5,282.5,283.5,284.5,285.5,286.5,287.5,288.5,289.5,290.5,291.5,292.5,293.5,294.5,295.5,296.5,297.5,298.5,299.5,300.5,301.5,302.5,303.5,304.5,305.5,306.5,307.5,308.5,309.5,310.5,311.5,312.5,313.5,314.5,315.5,316.5,317.5,318.5,319.5,320.5,321.5,322.5,323.5,324.5,325.5,326.5,327.5,328.5,329.5,330.5,331.5,332.5,333.5,334.5,335.5,336.5,337.5,338.5,339.5,340.5,341.5,342.5,343.5,344.5,345.5,346.5,347.5,348.5,349.5,350.5,351.5,352.5,353.5,354.5,355.5,356.5,357.5,358.5,359.5,360.5,361.5,362.5,363.5,364.5,365.5,366.5,367.5,368.5,369.5,370.5,371.5,372.5,373.5,374.5,375.5,376.5,377.5,378.5,379.5,380.5,381.5,382.5,383.5,384.5,385.5,386.5,387.5,388.5,389.5,390.5,391.5,392.5,393.5,394.5,395.5,396.5,397.5,398.5,399.5,400.5,401.5,402.5,403.5,404.5,405.5,406.5,407.5,408.5,409.5,410.5,411.5,412.5,413.5,414.5,415.5,416.5,417.5,418.5,419.5,420.5,421.5,422.5,423.5,424.5,425.5,426.5,427.5,428.5,429.5,430.5,431.5,432.5,433.5,434.5,435.5,436.5,437.5,438.5,439.5,440.5,441.5,442.5,443.5,444.5,445.5,446.5,447.5,448.5,449.5,450.5,451.5,452.5,453.5,454.5,455.5,456.5,457.5,458.5,459.5,460.5,461.5,462.5,463.5,464.5,465.5,466.5,467.5,468.5,469.5,470.5,471.5,472.5,473.5,474.5,475.5,476.5,477.5,478.5,479.5,480.5,481.5,482.5,483.5,484.5,485.5,486.5,487.5,488.5,489.5,490.5,491.5,492.5,493.5,494.5,495.5,496.5,497.5,498.5,499.5,
(1 11790.065),(2 36594.67),(3 72158.445),(4 110662.43),(5 150138.77),(6 192808.7),(7 236365.92),(8 284523.03),(9 334768.06),(10 384643.16),(11 445370.13),(12 497921.88),(13 562668.3),(14 624126.06),(15 690301.2),(16 756456.06),(17 818312.5),(18 868651.5),(19 911127.56),(20 955635.7),(21 1005083.7),(22 1050274.1),(23 1096230.6),(24 1142843.9),(25 1187309.4),(26 1236738.3),(27 1269800.4),(28 1307204.5),(29 1349311),(30 1384902.4),(31 1416599.5),(32 1435152.4),(33 1464704),(34 1493715.4),(35 1529082),(36 1555532.4),(37 1580274.9),(38 1589772),(39 1604690),(40 1617752),(41 1637327.6),(42 1661101),(43 1684459.4),(44 1687903.6),(45 1704989.6),(46 1718164.6),(47 1742699),(48 1762717.1),(49 1793975.4),(50 1833960.6),(51 1890874.6),(52 1956579.4),(53 2033632.5),(54 2098077.8),(55 2182046.8),(56 2246608.3),(57 2315227),(58 2367534.3),(59 2412108.8),(60 2458222),(61 2511018),(62 2558702.3),(63 2623069.3),(64 2677804),(65 2760106.3),(66 2854778.3),(67 2961093),(68 3084493.3),(69 3212770.8),(70 3329463.3),(71 3452508),(72 3542863),(73 3635067),(74 3689759.8),(75 3740323.8),(76 3778448.3),(77 3817451.3),(78 3840953.8),(79 3882134.3),
(1 85.52099),(2 115.54107),(3 133.8052),(4 144.92247),(5 154.55202),(6 164.86067),(7 172.57925),(8 180.3327),(9 186.26549),(10 191.20433),(11 196.78102),(12 200.0237),(13 205.6513),(14 208.93619),(15 213.50934),(16 216.54877),(17 220.2778),(18 224.35199),(19 228.55003),(20 230.13846),(21 233.64102),(22 236.84148),(23 238.25284),(24 238.76035),(25 241.04012),(26 245.85793),(27 248.1795),(28 249.35599),(29 250.95496),(30 252.03494),(31 252.07819),(32 251.49298),(33 251.82018),(34 250.61125),(35 250.66835),(36 250.78981),(37 248.11131),(38 245.75386),(39 243.66536),(40 243.9015),(41 242.36874),(42 241.35622),(43 237.26065),(44 234.26335),(45 233.95381),(46 230.29266),(47 228.62152),(48 226.63026),(49 225.67677),(50 226.04355),(51 223.25455),(52 222.92308),(53 221.33311),(54 218.90643),(55 216.66747),(56 214.20439),(57 214.2935),(58 215.88094),(59 219.00504),(60 219.5118),(61 221.13496),(62 221.9554),(63 224.36906),(64 226.66702),(65 227.94963),(66 230.22266),(67 232.27768),(68 233.8568),(69 236.11145),(70 239.66284),(71 242.76247),(72 246.11566),(73 250.2504),(74 253.0984),(75 257.97476),(76 261.91513),(77 268.0255),(78 274.48993),(79 277.1734),
(1 83.8304),(2 113.67443),(3 132.01884),(4 143.28311),(5 153.0815),(6 163.22581),(7 171.47528),(8 178.97296),(9 184.20341),(10 189.4639),(11 194.55835),(12 198.18088),(13 204.1724),(14 209.28593),(15 215.2179),(16 219.05287),(17 224.54115),(18 228.14687),(19 233.31248),(20 238.32062),(21 240.0811),(22 243.65082),(23 244.97334),(24 247.38641),(25 249.1142),(26 254.50027),(27 257.0313),(28 260.08563),(29 262.42206),(30 263.70526),(31 263.96542),(32 263.9979),(33 265.7821),(34 265.32358),(35 266.75735),(36 264.81375),(37 263.5615),(38 260.7996),(39 258.16904),(40 255.31052),(41 254.09296),(42 254.24847),(43 249.73828),(44 247.5877),(45 246.73853),(46 242.95845),(47 241.66852),(48 238.12973),(49 236.28224),(50 233.1292),(51 231.968),(52 230.24518),(53 228.00108),(54 222.27393),(55 219.04642),(56 214.87027),(57 215.87401),(58 216.09027),(59 217.35667),(60 219.53409),(61 221.0556),(62 221.56038),(63 222.20921),(64 225.16083),(65 227.76944),(66 231.03474),(67 236.1691),(68 239.38147),(69 243.17953),(70 249.21658),(71 254.17876),(72 259.1697),(73 266.95993),(74 271.8169),(75 278.89127),(76 285.30173),(77 291.08707),(78 298.26886),(79 301.287),
(1 84.4115),(2 114.32537),(3 133.1856),(4 146.154),(5 153.85863),(6 161.82864),(7 170.15343),(8 176.82347),(9 181.47215),(10 187.23032),(11 193.50749),(12 197.69942),(13 203.92685),(14 209.55978),(15 214.9441),(16 219.27928),(17 225.3371),(18 229.6966),(19 236.45265),(20 241.38441),(21 243.19475),(22 248.28296),(23 253.34619),(24 254.05437),(25 256.41766),(26 261.8853),(27 265.46057),(28 267.88126),(29 269.17447),(30 270.37125),(31 271.1561),(32 269.58582),(33 272.483),(34 269.68454),(35 270.02042),(36 268.6459),(37 267.14517),(38 265.87885),(39 263.7336),(40 261.99945),(41 257.70688),(42 257.1999),(43 253.45984),(44 251.00952),(45 247.95221),(46 245.88466),(47 244.03677),(48 242.34268),(49 239.11308),(50 236.51843),(51 233.83011),(52 231.08188),(53 228.42348),(54 223.40175),(55 221.06342),(56 218.32559),(57 217.33595),(58 219.41733),(59 219.8087),(60 221.22945),(61 223.78438),(62 224.4398),(63 227.56871),(64 227.94974),(65 229.36194),(66 233.0351),(67 235.43535),(68 238.66246),(69 242.59834),(70 249.14352),(71 251.52132),(72 257.25528),(73 265.4615),(74 272.31198),(75 280.03223),(76 287.75504),(77 296.32858),(78 305.1844),(79 309.19186),
(1 83.600525),(2 112.194374),(3 130.7698),(4 143.0967),(5 151.97504),(6 161.50941),(7 169.52615),(8 176.8456),(9 183.04327),(10 187.93741),(11 190.66147),(12 195.63324),(13 202.6734),(14 206.47835),(15 210.10745),(16 216.04576),(17 221.22397),(18 225.69415),(19 229.34755),(20 233.71565),(21 235.99792),(22 240.76218),(23 242.90556),(24 244.7303),(25 248.17871),(26 250.83392),(27 252.53412),(28 255.14853),(29 255.70009),(30 257.2905),(31 256.64685),(32 257.54294),(33 259.4583),(34 257.46573),(35 258.537),(36 258.13516),(37 254.03937),(38 253.43907),(39 251.44179),(40 250.01575),(41 246.18404),(42 245.51875),(43 242.00381),(44 237.76979),(45 237.55478),(46 233.27225),(47 231.74828),(48 230.00224),(49 227.37332),(50 227.27853),(51 224.3393),(52 220.80664),(53 219.11111),(54 214.19371),(55 212.71811),(56 209.21173),(57 209.17607),(58 209.78543),(59 212.61919),(60 215.67715),(61 217.79051),(62 219.17397),(63 220.75241),(64 221.65457),(65 222.4017),(66 224.08995),(67 225.95142),(68 228.97806),(69 232.24472),(70 236.32436),(71 240.36526),(72 247.09769),(73 255.63301),(74 261.5326),(75 267.44305),(76 270.0922),(77 276.34863),(78 284.2014),(79 288.37762),
(1 81.69308),(2 110.5295),(3 130.53098),(4 142.87279),(5 150.36772),(6 157.93846),(7 165.88326),(8 173.63753),(9 178.84517),(10 184.42667),(11 187.41315),(12 192.36038),(13 198.32057),(14 203.3273),(15 208.25945),(16 213.16772),(17 216.711),(18 220.62148),(19 222.66188),(20 225.42526),(21 227.22539),(22 231.37433),(23 232.99901),(24 237.44366),(25 240.54251),(26 243.32602),(27 245.54277),(28 247.93286),(29 248.93477),(30 250.15253),(31 250.45308),(32 249.42537),(33 250.60416),(34 249.40816),(35 250.6024),(36 250.08644),(37 248.34453),(38 248.58138),(39 246.72784),(40 245.17932),(41 241.21434),(42 239.0776),(43 236.65086),(44 233.1377),(45 231.38208),(46 229.17972),(47 227.90692),(48 226.64722),(49 223.546),(50 221.62721),(51 220.50893),(52 219.41786),(53 216.35995),(54 210.90306),(55 207.4664),(56 205.20589),(57 205.06213),(58 205.90329),(59 207.61261),(60 210.24702),(61 212.6787),(62 214.3148),(63 217.4408),(64 217.51476),(65 219.21869),(66 220.69086),(67 223.63551),(68 225.94255),(69 231.96848),(70 234.96552),(71 238.80022),(72 242.78737),(73 250.4969),(74 255.36607),(75 262.26697),(76 266.09622),(77 270.65106),(78 274.6406),(79 278.59683),
(1 81.67726),(2 110.72837),(3 130.13881),(4 140.61752),(5 150.42072),(6 158.60867),(7 163.84041),(8 170.9776),(9 176.47533),(10 181.0704),(11 185.71234),(12 189.43492),(13 192.98958),(14 196.58734),(15 199.31757),(16 204.02727),(17 207.17719),(18 209.94226),(19 213.81578),(20 216.41508),(21 219.38809),(22 222.11925),(23 222.91785),(24 227.72514),(25 230.40794),(26 231.17018),(27 234.16707),(28 235.001),(29 236.12297),(30 237.28017),(31 237.67796),(32 237.11333),(33 238.12392),(34 238.57962),(35 238.38403),(36 236.82777),(37 233.80034),(38 233.06229),(39 232.69446),(40 231.31552),(41 230.96117),(42 228.51112),(43 227.84952),(44 226.98184),(45 224.04507),(46 222.50708),(47 220.72673),(48 219.27675),(49 217.81775),(50 218.7262),(51 215.57777),(52 214.29306),(53 210.80693),(54 204.9944),(55 200.97417),(56 199.15125),(57 198.67297),(58 200.443),(59 201.79257),(60 203.54901),(61 205.5012),(62 206.97824),(63 209.6017),(64 210.36574),(65 212.31706),(66 215.37564),(67 218.04399),(68 221.8),(69 225.69463),(70 227.90143),(71 230.38448),(72 233.24712),(73 238.77122),(74 243.40039),(75 248.46736),(76 252.527),(77 254.75366),(78 257.1445),(79 260.58408),
(1 81.15957),(2 109.44641),(3 129.0136),(4 139.72206),(5 148.98288),(6 156.22247),(7 162.64859),(8 168.25012),(9 174.29366),(10 178.14127),(11 182.29857),(12 185.6832),(13 189.98466),(14 191.7041),(15 195.84435),(16 197.45137),(17 200.4722),(18 203.76022),(19 208.2926),(20 211.23836),(21 213.77112),(22 217.78119),(23 221.16562),(24 221.38419),(25 224.34846),(26 226.08083),(27 225.51286),(28 227.86684),(29 228.43394),(30 228.34915),(31 229.62276),(32 231.96059),(33 232.60399),(34 230.51158),(35 230.7705),(36 229.43938),(37 227.89665),(38 228.32768),(39 226.4576),(40 226.40936),(41 225.42036),(42 223.9806),(43 221.67513),(44 219.69405),(45 217.23694),(46 215.53474),(47 214.22821),(48 212.5142),(49 210.78969),(50 211.03275),(51 208.8048),(52 206.0906),(53 203.52667),(54 199.15262),(55 199.8992),(56 196.61398),(57 197.35797),(58 196.84985),(59 197.6041),(60 198.0676),(61 199.3835),(62 201.83449),(63 203.7893),(64 205.5018),(65 207.32275),(66 208.78679),(67 212.97679),(68 214.6645),(69 219.3913),(70 221.4639),(71 224.85258),(72 226.66473),(73 230.31967),(74 233.47359),(75 237.04402),(76 240.90723),(77 242.67882),(78 245.06522),(79 247.90063),
(1 79.9168),(2 109.297386),(3 127.77307),(4 138.76332),(5 147.24507),(6 154.19131),(7 161.14299),(8 166.15276),(9 170.87122),(10 173.92896),(11 177.52759),(12 181.385),(13 184.95818),(14 187.84923),(15 194.5521),(16 198.33006),(17 200.1043),(18 203.21556),(19 206.83891),(20 210.8245),(21 213.33487),(22 216.1563),(23 219.5455),(24 223.33167),(25 224.15958),(26 227.11635),(27 228.75673),(28 231.25595),(29 232.25415),(30 233.19484),(31 232.60858),(32 232.79198),(33 233.813),(34 232.59007),(35 234.24294),(36 232.54494),(37 231.19147),(38 231.23245),(39 230.01305),(40 229.7189),(41 226.40714),(42 225.79776),(43 223.29753),(44 220.34595),(45 217.86172),(46 215.6065),(47 216.30531),(48 214.66414),(49 213.23727),(50 212.81505),(51 211.02396),(52 209.82394),(53 207.44493),(54 203.54037),(55 202.20834),(56 198.78319),(57 198.48337),(58 198.17427),(59 200.40456),(60 202.02701),(61 202.94968),(62 205.27765),(63 205.3289),(64 207.37514),(65 209.47133),(66 212.63011),(67 217.94968),(68 220.47098),(69 222.47423),(70 227.47258),(71 231.632),(72 233.06606),(73 238.63704),(74 239.63661),(75 245.16829),(76 249.99512),(77 253.3992),(78 256.55432),(79 259.96008),
(1 79.62142),(2 108.32446),(3 126.20176),(4 135.54222),(5 144.27963),(6 151.25891),(7 158.70363),(8 163.58907),(9 169.67668),(10 170.6983),(11 173.58073),(12 175.38693),(13 180.35667),(14 184.26071),(15 189.78438),(16 191.34062),(17 194.18878),(18 199.26013),(19 203.2109),(20 207.37468),(21 210.31273),(22 211.97737),(23 214.31139),(24 217.7275),(25 219.70535),(26 221.0939),(27 221.83298),(28 225.23955),(29 226.77142),(30 226.958),(31 227.89879),(32 228.12808),(33 228.0514),(34 227.59645),(35 226.95084),(36 226.12613),(37 225.20445),(38 225.36562),(39 224.0009),(40 224.06627),(41 221.07576),(42 219.19272),(43 216.26945),(44 212.61679),(45 211.91548),(46 208.99269),(47 208.5295),(48 208.28734),(49 206.15385),(50 205.27975),(51 201.98386),(52 200.0326),(53 198.31758),(54 195.99191),(55 194.31863),(56 192.8349),(57 193.3829),(58 194.24207),(59 196.63364),(60 198.16815),(61 198.59377),(62 201.15256),(63 201.81453),(64 201.89827),(65 205.33438),(66 209.6709),(67 211.63736),(68 213.19629),(69 216.33752),(70 222.0942),(71 226.20697),(72 227.4149),(73 231.89757),(74 234.15495),(75 239.80057),(76 244.21997),(77 247.70021),(78 253.4512),(79 255.39362),
(1 79.76158),(2 106.96574),(3 125.359764),(4 135.36743),(5 142.79762),(6 149.8667),(7 157.76709),(8 162.87521),(9 168.97723),(10 172.1171),(11 175.84618),(12 177.25806),(13 182.67776),(14 184.33423),(15 189.02678),(16 191.74075),(17 195.56322),(18 199.73854),(19 204.42932),(20 207.92249),(21 212.80971),(22 215.38402),(23 217.96901),(24 219.45062),(25 221.14226),(26 223.56752),(27 226.61247),(28 229.27156),(29 228.78769),(30 230.19638),(31 231.27821),(32 231.33757),(33 231.53908),(34 230.39838),(35 229.91496),(36 228.51805),(37 226.45023),(38 226.88448),(39 224.99359),(40 223.23708),(41 222.8853),(42 219.81322),(43 215.84293),(44 214.31421),(45 212.69136),(46 210.99553),(47 209.96738),(48 208.64313),(49 206.4042),(50 203.5589),(51 204.23769),(52 201.5069),(53 200.32701),(54 199.4865),(55 197.67776),(56 195.42374),(57 194.40872),(58 196.02791),(59 196.43365),(60 197.8175),(61 199.10318),(62 201.13469),(63 203.39984),(64 201.25537),(65 204.85059),(66 207.68893),(67 208.4935),(68 210.711),(69 213.50516),(70 215.9857),(71 220.50705),(72 223.9739),(73 228.25864),(74 232.13297),(75 236.84395),(76 242.3438),(77 246.46175),(78 249.91443),(79 252.51604),
(1 79.87182),(2 106.877426),(3 124.599144),(4 135.93544),(5 143.37094),(6 150.99385),(7 158.46611),(8 165.25363),(9 171.237),(10 174.74629),(11 177.33914),(12 181.04892),(13 186.09467),(14 189.46405),(15 192.72568),(16 197.79681),(17 199.14812),(18 202.25668),(19 205.75485),(20 208.17632),(21 211.216),(22 214.54521),(23 216.82745),(24 220.43405),(25 222.9835),(26 225.64908),(27 227.12152),(28 227.86176),(29 228.33304),(30 230.07407),(31 230.32965),(32 230.93436),(33 233.47284),(34 231.51624),(35 230.63466),(36 229.39043),(37 229.79869),(38 227.89644),(39 226.45142),(40 225.05794),(41 224.13765),(42 222.35239),(43 220.58395),(44 218.57736),(45 217.55151),(46 213.94933),(47 212.2106),(48 210.80814),(49 208.61676),(50 206.70107),(51 207.15692),(52 204.91019),(53 203.19211),(54 200.02661),(55 196.53575),(56 194.67078),(57 194.36327),(58 193.03282),(59 194.39648),(60 195.76086),(61 197.1285),(62 197.01622),(63 198.09213),(64 197.90988),(65 198.74356),(66 202.12752),(67 204.40297),(68 207.97002),(69 211.01457),(70 213.12318),(71 217.35802),(72 219.6246),(73 224.15234),(74 227.99176),(75 234.0269),(76 238.85625),(77 241.20433),(78 245.96158),(79 247.3879),
(1 77.82433),(2 104.22806),(3 120.108826),(4 132.3124),(5 139.5439),(6 147.98737),(7 153.34535),(8 159.85732),(9 164.67403),(10 169.73495),(11 172.97208),(12 176.76167),(13 183.39622),(14 188.49037),(15 193.03676),(16 197.09238),(17 201.77869),(18 205.5826),(19 209.02606),(20 212.31866),(21 215.51572),(22 218.63704),(23 222.31505),(24 224.35489),(25 228.8011),(26 231.17828),(27 232.70772),(28 233.72978),(29 235.54199),(30 235.95016),(31 236.37701),(32 236.84695),(33 236.31348),(34 234.2216),(35 233.61035),(36 231.60687),(37 229.92798),(38 229.55954),(39 229.09541),(40 227.4696),(41 225.61101),(42 222.39285),(43 219.1394),(44 216.1035),(45 214.66644),(46 210.1222),(47 208.53018),(48 205.65877),(49 202.75493),(50 201.0032),(51 199.30835),(52 198.1013),(53 196.38994),(54 192.8578),(55 189.85573),(56 186.46861),(57 185.90276),(58 186.38467),(59 188.3243),(60 189.52907),(61 191.36865),(62 193.59059),(63 192.44174),(64 194.20483),(65 195.48824),(66 200.51907),(67 202.98116),(68 204.86761),(69 208.819),(70 210.89017),(71 215.05147),(72 216.9108),(73 220.37964),(74 223.06293),(75 227.229),(76 232.9799),(77 236.95203),(78 242.22978),(79 244.82072),
(1 76.84495),(2 103.50473),(3 119.4183),(4 130.9985),(5 137.34918),(6 143.23248),(7 148.93045),(8 155.98985),(9 161.26743),(10 164.47168),(11 168.08626),(12 171.75443),(13 178.19629),(14 181.65643),(15 184.59267),(16 190.02931),(17 194.2911),(18 199.13364),(19 202.79797),(20 207.27849),(21 210.083),(22 213.2236),(23 216.29118),(24 217.86632),(25 222.33052),(26 225.97534),(27 226.59227),(28 228.84459),(29 229.04326),(30 229.44244),(31 230.5439),(32 232.27971),(33 232.80298),(34 230.36522),(35 230.59029),(36 230.29364),(37 229.84825),(38 229.81435),(39 226.96727),(40 224.8314),(41 224.08362),(42 221.66449),(43 218.7998),(44 215.7672),(45 213.65764),(46 211.7194),(47 210.25838),(48 208.62367),(49 207.86746),(50 204.52563),(51 202.61906),(52 202.25403),(53 198.78824),(54 194.96608),(55 192.06152),(56 188.40257),(57 189.29218),(58 189.31677),(59 190.70036),(60 193.4382),(61 196.3635),(62 197.25041),(63 199.35065),(64 199.72052),(65 200.97765),(66 204.17038),(67 207.25034),(68 211.53676),(69 213.67783),(70 216.19032),(71 218.32628),(72 220.9922),(73 225.65114),(74 229.02362),(75 233.64981),(76 237.64796),(77 241.47461),(78 246.89206),(79 249.64534),
(1 76.40141),(2 103.217964),(3 118.9474),(4 130.38939),(5 136.84843),(6 143.04956),(7 149.89511),(8 156.72075),(9 162.79266),(10 167.68738),(11 170.65662),(12 174.5551),(13 180.67102),(14 184.16046),(15 188.72113),(16 192.72101),(17 195.75586),(18 199.64818),(19 201.98048),(20 206.40189),(21 208.5208),(22 210.41434),(23 212.28574),(24 212.98125),(25 215.75084),(26 216.97075),(27 218.31868),(28 220.50528),(29 221.22476),(30 221.83574),(31 222.42604),(32 222.86137),(33 222.2535),(34 222.02556),(35 220.32755),(36 220.04779),(37 218.54665),(38 217.35722),(39 216.0531),(40 214.4551),(41 211.0217),(42 208.17595),(43 206.14105),(44 203.16252),(45 202.69891),(46 202.03351),(47 199.90695),(48 198.1669),(49 194.28763),(50 193.12459),(51 189.73978),(52 187.80911),(53 186.15407),(54 182.6282),(55 181.405),(56 179.05716),(57 177.93816),(58 180.89415),(59 182.72484),(60 185.57803),(61 188.27295),(62 189.65683),(63 193.64532),(64 194.81578),(65 195.72394),(66 198.67673),(67 202.30527),(68 205.46185),(69 209.68324),(70 212.24571),(71 213.6427),(72 216.42557),(73 220.02449),(74 222.43962),(75 226.04005),(76 229.31639),(77 232.26668),(78 235.8645),(79 238.10881),
(1 76.7274),(2 104.07972),(3 119.79245),(4 131.76778),(5 139.41316),(6 147.13031),(7 154.04184),(8 159.68213),(9 165.6825),(10 169.31143),(11 173.19821),(12 176.63478),(13 181.06621),(14 183.57346),(15 187.59232),(16 190.48741),(17 193.25504),(18 198.0164),(19 199.21375),(20 202.76512),(21 208.56734),(22 211.39122),(23 213.26743),(24 215.30652),(25 218.53989),(26 220.95128),(27 223.23463),(28 225.58205),(29 227.48584),(30 227.39854),(31 227.3332),(32 228.31367),(33 228.85966),(34 228.51176),(35 226.93382),(36 225.7068),(37 225.11304),(38 225.24095),(39 223.24237),(40 223.52992),(41 221.34114),(42 218.57814),(43 216.13559),(44 213.20058),(45 211.60446),(46 210.23946),(47 206.36308),(48 203.51297),(49 199.71577),(50 199.45978),(51 196.91821),(52 195.0673),(53 192.94606),(54 191.71141),(55 190.74245),(56 189.00793),(57 188.998),(58 191.47691),(59 193.23409),(60 194.77043),(61 195.58723),(62 196.42163),(63 199.81976),(64 201.49771),(65 201.95914),(66 205.04361),(67 209.18489),(68 212.10936),(69 216.08092),(70 218.75352),(71 221.51581),(72 225.35887),(73 228.56766),(74 231.34787),(75 234.34169),(76 240.98482),(77 243.26999),(78 247.5152),(79 249.15259),
(1 76.13068),(2 102.59078),(3 118.52008),(4 130.51344),(5 138.47514),(6 145.87889),(7 151.54738),(8 157.59908),(9 163.39877),(10 167.90572),(11 171.20848),(12 174.75215),(13 180.61089),(14 183.22345),(15 186.93985),(16 191.00095),(17 192.36325),(18 195.55872),(19 198.39804),(20 203.0874),(21 207.17493),(22 210.39308),(23 213.22441),(24 215.35014),(25 217.72424),(26 219.54773),(27 220.49211),(28 222.36087),(29 223.52623),(30 223.18135),(31 225.14725),(32 224.56705),(33 227.0946),(34 224.17036),(35 222.93028),(36 220.44902),(37 219.33943),(38 219.69182),(39 218.33249),(40 215.82921),(41 212.15341),(42 210.28276),(43 207.89926),(44 206.1617),(45 205.07683),(46 201.97531),(47 200.1444),(48 197.96484),(49 195.62158),(50 195.10521),(51 193.13261),(52 190.28027),(53 188.52107),(54 187.56592),(55 185.88109),(56 183.51765),(57 183.41078),(58 184.05945),(59 184.01068),(60 185.29404),(61 187.60457),(62 189.89946),(63 192.395),(64 194.18677),(65 195.88776),(66 198.66974),(67 200.9029),(68 203.64595),(69 206.65599),(70 210.91322),(71 214.45636),(72 217.13405),(73 221.43515),(74 224.57454),(75 227.01169),(76 230.22147),(77 232.44023),(78 236.56169),(79 239.08325),
(1 75.60223),(2 102.684715),(3 119.46323),(4 131.1718),(5 139.566),(6 147.27734),(7 152.73822),(8 159.21394),(9 165.0114),(10 168.81657),(11 172.03578),(12 175.30865),(13 181.45093),(14 184.70674),(15 187.89929),(16 191.70291),(17 193.14792),(18 195.42404),(19 198.07993),(20 202.20801),(21 205.54988),(22 207.20872),(23 210.83456),(24 209.82796),(25 212.22488),(26 213.67923),(27 214.74976),(28 217.26904),(29 218.23694),(30 216.93222),(31 218.58461),(32 217.55353),(33 218.12007),(34 216.65225),(35 216.53886),(36 215.04813),(37 214.46252),(38 214.27951),(39 213.76619),(40 212.72636),(41 209.04243),(42 206.45558),(43 203.35905),(44 201.6463),(45 200.22552),(46 199.4948),(47 199.13884),(48 198.35687),(49 196.87553),(50 196.22037),(51 193.41731),(52 191.56573),(53 190.49608),(54 187.60193),(55 185.40784),(56 182.56613),(57 182.16454),(58 181.87462),(59 182.152),(60 184.10701),(61 186.50645),(62 189.47198),(63 191.45674),(64 191.9137),(65 194.97252),(66 198.06105),(67 200.39276),(68 202.503),(69 205.40678),(70 208.34581),(71 210.42726),(72 210.52675),(73 212.88911),(74 215.45052),(75 218.47256),(76 222.7458),(77 224.69656),(78 227.16112),(79 228.63219),
