1.5,2.5,3.5,4.5,5.5,6.5,7.5,8.5,9.5,10.5,11.5,12.5,13.5,14.5,15.5,16.5,17.5,18.5,19.5,20.5,21.5,22.5,23.5,24.5,25.5,26.5,27.5,28.5,29.5,30.5,31.5,32.5,33.5,34.5,35.5,36.5,37.5,38.5,39.5,40.5,41.5,42.5,43.5,44.5,45.5,46.5,47.5,48.5,49.5,50.5,51.5,52.5,53.5,54.5,55.5,56.5,57.5,58.5,59.5,60.5,61.5,62.5,63.5,64.5,65.5,66.5,67.5,68.5,69.5,70.5,71.5,72.5,73.5,74.5,75.5,76.5,77.5,78.5,79.5,80.5,81.5,82.5,83.5,84.5,85.5,86.5,87.5,88.5,89.5,90.5,91.5,92.5,93.5,94.5,95.5,96.5,97.5,98.5,99.5,100.5,101.5,102.5,103.5,104.5,105.5,106.5,107.5,108.5,109.5,110.5,111.5,112.5,113.5,114.5,115.5,116.5,117.5,118.5,119.5,120.5,121.5,122.5,123.5,124.5,125.5,126.5,127.5,128.5,129.5,130.5,131.5,132.5,133.5,134.5,135.5,136.5,137.5,138.5,139.5,140.5,141.5,142.5,143.5,144.5,145.5,146.5,147.5,148.5,149.5,150.5,151.5,152.5,153.5,154.5,155.5,156.5,157.5,158.5,159.5,160.5,161.5,162.5,163.5,164.5,165.5,166.5,167.5,168.5,169.5,170.5,171.5,172.5,173.5,174.5,175.5,176.5,177.5,178.5,179.5,180.5,181.5,182.5,183.5,184.5,185.5,186.5,187.5,188.5,189.5,190.5,191.5,192.5,193.5,194.5,195.5,196.5,197.5,198.5,199.5,200.5,201.5,202.5,203.5,204.5,205.5,206.5,207.5,208.5,209.5,210.5,211.5,212.5,213.5,214.5,215.5,216.5,217.5,218.5,219.5,220.5,221.5,222.5,223.5,224.5,225.5,226.5,227.5,228.5,229.5,230.5,231.5,232.5,233.5,234.5,235.5,236.5,237.5,238.5,239.5,240.5,241.5,242.5,243.5,244.5,245.5,246.5,247.5,248.5,249.5,250.5,251.5,252.5,253.5,254.5,255.5,256.5,257.5,258.5,259.5,260.5,261.5,262.5,263.5,264.5,265.5,266.5,267.5,268.5,269.5,270.5,271.5,272.5,273.5,274.5,275.5,276.5,277.5,278.5,279.5,280.5,281.5,282.5,283.5,284.5,285.5,286.5,287.5,288.5,289.5,290.5,291.5,292.5,293.5,294.5,295.5,296.5,297.5,298.5,299.5,300.5,301.5,302.5,303.5,304.5,305.5,306.5,307.5,308.5,309.5,310.5,311.5,312.5,313.5,314.5,315.5,316.5,317.5,318.5,319.5,320.5,321.5,322.5,323.5,324.5,325.5,326.5,327.5,328.5,329.5,330.5,331.5,332.5,333.5,334.5,335.5,336.5,337.5,338.5,339.5,340.5,341.5,342.5,343.5,344.5,345.5,346.5,347.5,348.5,349.5,350.5,351.5,352.5,353.5,354.5,355.5,356.5,357.5,358.5,359.5,360.5,361.5,362.5,363.5,364.5,365.5,366.5,367.5,368.5,369.5,370.5,371.5,372.5,373.5,374.5,375.5,376.5,377.5,378.5,379.5,380.5,381.5,382.5,383.5,384.5,385.5,386.5,387.5,388.5,389.5,390.5,391.5,392.5,393.5,394.5,395.5,396.5,397.5,398.5,399.5,400.5,401.5,402.5,403.5,404.5,405.5,406.5,407.5,408.5,409.5,410.5,411.5,412.5,413.5,414.5,415.5,416.5,417.5,418.5,419.5,420.5,421.5,422.5,423.5,424.5,425.5,426.5,427.5,428.5,429.5,430.5,431.5,432.5,433.5,434.5,435.5,436.5,437.5,438.5,439.5,440.5,441.5,442.5,443.5,444.5,445.5,446.5,447.5,448.5,449.5,450.5,451.5,452.5,453.5,454.5,455.5,456.5,457.5,458.5,459.5,460.5,461.5,462.5,463.5,464.5,465.5,466.5,467.5,468.5,469.5,470.5,471.5,472.5,473.5,474.5,475.5,476.5,477.5,478.5,479.5,480.5,481.5,482.5,483.5,484.5,485.5,486.5,487.5,488.5,489.5,490.5,491.5,492.5,493.5,494.5,495.5,496.5,497.5,498.5,499.5,
(1 9452.156),(2 10069.163),(3 22993.408),(4 28413.828),(5 47781.83),(6 58589.08),(7 82826.18),(8 95184.76),(9 122192.414),(10 141165.83),(11 172110.14),(12 193896.38),(13 229366.58),(14 254127.83),(15 290725.3),(16 314517.72),(17 354182.16),(18 377816.25),(19 416394.03),(20 448489.9),(21 491644.34),(22 527664.7),(23 569416.2),(24 606584.5),(25 653270.2),(26 689599.8),(27 734017.06),(28 762819.2),(29 815849.7),(30 845444.7),(31 894504.5),(32 931028.8),(33 982442.06),(34 1024556.8),(35 1078376.5),(36 1119294.1),(37 1175103.4),(38 1219534.4),(39 1273574),(40 1326257.6),(41 1377232.4),(42 1417711),(43 1471717.4),(44 1514290.9),(45 1559303.1),(46 1597884.1),(47 1648844),(48 1686964),(49 1743571),(50 1785523),(51 1839427.6),(52 1884216.6),(53 1936114.9),(54 1976501.4),(55 2031311),(56 2072793.4),(57 2127005),(58 2180225.3),(59 2230846.8),(60 2285085.8),(61 2332541.8),(62 2385122.3),(63 2445606.5),(64 2501051.3),(65 2560867),(66 2618065.3),(67 2679763),(68 2737475.3),(69 2798046.8),(70 2853302.3),(71 2928103.3),(72 2993917.3),(73 3073081.3),(74 3136521.3),(75 3210883.3),(76 3280575.8),(77 3365275.3),(78 3450202.8),(79 3530651),
(1 10.684115),(2 11.185934),(3 11.750818),(4 11.810611),(5 11.916724),(6 12.01335),(7 12.083178),(8 12.123628),(9 12.2261095),(10 12.057803),(11 11.938924),(12 12.018321),(13 12.016781),(14 12.013282),(15 12.16704),(16 12.089715),(17 12.216067),(18 12.2619),(19 12.254422),(20 12.27188),(21 12.250301),(22 12.267714),(23 12.230661),(24 12.1110735),(25 12.066644),(26 12.16483),(27 12.265984),(28 12.084925),(29 12.138221),(30 11.931967),(31 11.99437),(32 11.889769),(33 12.059717),(34 11.795675),(35 11.86393),(36 11.924682),(37 11.941465),(38 11.899751),(39 11.971994),(40 11.997304),(41 12.006009),(42 11.982837),(43 11.941244),(44 12.06669),(45 11.914961),(46 11.791674),(47 11.721235),(48 11.866299),(49 11.866405),(50 12.00341),(51 12.033887),(52 12.068281),(53 12.149371),(54 12.20867),(55 12.209382),(56 12.282261),(57 12.3033495),(58 12.313984),(59 12.456131),(60 12.32806),(61 12.48096),(62 12.374856),(63 12.674385),(64 12.602642),(65 12.66351),(66 12.800783),(67 12.898361),(68 12.840263),(69 13.013714),(70 12.954893),(71 13.071495),(72 13.153122),(73 13.099583),(74 13.211467),(75 13.170182),(76 13.006619),(77 12.973821),(78 13.03618),(79 12.83537),
(1 10.584126),(2 10.885946),(3 11.482206),(4 11.612163),(5 11.822066),(6 11.824288),(7 11.992077),(8 11.873347),(9 11.968047),(10 11.963207),(11 11.964991),(12 12.001603),(13 11.942747),(14 12.049106),(15 12.100667),(16 11.955385),(17 12.121361),(18 12.186055),(19 12.110512),(20 12.094843),(21 12.003156),(22 12.055218),(23 12.103246),(24 11.985433),(25 11.950566),(26 11.978676),(27 12.019757),(28 12.016802),(29 11.790597),(30 11.9600525),(31 11.916127),(32 11.973425),(33 11.847089),(34 11.8065),(35 11.785289),(36 11.758393),(37 11.813466),(38 11.850682),(39 11.91783),(40 11.936656),(41 12.173612),(42 12.082329),(43 11.969373),(44 12.008993),(45 11.874232),(46 11.87753),(47 11.839206),(48 11.908727),(49 11.827293),(50 11.755527),(51 11.923853),(52 11.988969),(53 12.059744),(54 12.084053),(55 12.112556),(56 12.063374),(57 12.147868),(58 12.320964),(59 12.329917),(60 12.164414),(61 12.166819),(62 12.200029),(63 12.257732),(64 12.484794),(65 12.335069),(66 12.402306),(67 12.515196),(68 12.564882),(69 12.733437),(70 12.654621),(71 12.850169),(72 12.718935),(73 12.646021),(74 12.761813),(75 12.794386),(76 12.931941),(77 12.870916),(78 12.81182),(79 12.890843),
(1 10.475659),(2 10.944407),(3 11.558882),(4 11.633755),(5 11.855883),(6 11.886762),(7 12.042289),(8 11.800241),(9 11.940643),(10 12.034582),(11 11.878078),(12 11.948108),(13 12.002156),(14 12.043168),(15 12.027336),(16 12.09611),(17 12.161537),(18 12.161968),(19 12.154885),(20 12.112713),(21 12.220058),(22 12.126569),(23 12.052551),(24 11.989079),(25 11.844319),(26 11.935851),(27 11.896877),(28 11.872708),(29 12.036699),(30 11.81041),(31 11.79629),(32 11.724144),(33 11.751459),(34 11.788628),(35 11.735554),(36 11.7416725),(37 11.699086),(38 11.860541),(39 11.987378),(40 11.852959),(41 11.983245),(42 11.975483),(43 11.885521),(44 11.888573),(45 11.826226),(46 11.902474),(47 11.9584255),(48 11.856425),(49 11.847031),(50 11.885989),(51 11.902052),(52 12.067856),(53 12.097189),(54 12.169373),(55 12.120903),(56 12.209975),(57 12.190873),(58 12.441108),(59 12.2852),(60 12.141445),(61 12.370495),(62 12.608309),(63 12.65743),(64 12.565979),(65 12.543746),(66 12.547909),(67 12.608807),(68 12.853962),(69 12.806312),(70 12.858667),(71 12.749448),(72 12.9020815),(73 12.754949),(74 12.835451),(75 12.9038105),(76 12.838219),(77 12.957255),(78 12.846728),(79 12.940624),
(1 10.481466),(2 11.002398),(3 11.743564),(4 11.678579),(5 11.953793),(6 11.827415),(7 11.846615),(8 12.013583),(9 12.132209),(10 12.100861),(11 11.989367),(12 12.006899),(13 11.996417),(14 12.14988),(15 12.193695),(16 12.12664),(17 12.224134),(18 12.304384),(19 12.269469),(20 12.570816),(21 12.279603),(22 12.119106),(23 11.952505),(24 12.234124),(25 12.125016),(26 12.183669),(27 12.136963),(28 12.063193),(29 12.13274),(30 11.941595),(31 12.046954),(32 11.818285),(33 12.044308),(34 12.052834),(35 11.822863),(36 11.91779),(37 11.834303),(38 11.878462),(39 11.946061),(40 12.033568),(41 11.858758),(42 11.814012),(43 12.027237),(44 11.853718),(45 11.918931),(46 11.986628),(47 11.898574),(48 11.911124),(49 11.774826),(50 11.873136),(51 11.877048),(52 11.994492),(53 12.053959),(54 12.117351),(55 12.083077),(56 12.028996),(57 12.200116),(58 12.273269),(59 12.2870035),(60 12.056361),(61 12.336809),(62 12.224799),(63 12.418287),(64 12.404288),(65 12.500752),(66 12.52677),(67 12.474956),(68 12.59216),(69 12.523126),(70 12.7994175),(71 12.739249),(72 12.717639),(73 12.807441),(74 12.836525),(75 12.993064),(76 12.825855),(77 12.96676),(78 12.76009),(79 12.725405),
(1 10.279899),(2 10.825211),(3 11.32268),(4 11.301862),(5 11.56907),(6 11.62078),(7 11.612746),(8 11.865514),(9 11.713207),(10 11.733259),(11 11.784071),(12 11.776716),(13 11.866508),(14 11.688924),(15 11.934371),(16 11.821676),(17 11.839072),(18 11.934053),(19 11.872271),(20 12.023009),(21 11.886414),(22 11.947354),(23 11.828866),(24 11.782278),(25 11.827871),(26 11.973933),(27 12.031505),(28 11.909116),(29 11.801831),(30 11.893389),(31 11.928875),(32 11.795989),(33 11.732992),(34 11.692649),(35 11.549621),(36 11.672437),(37 11.552646),(38 11.636961),(39 11.693886),(40 11.695065),(41 11.692074),(42 11.717863),(43 11.606868),(44 11.634656),(45 11.713701),(46 11.617656),(47 11.544481),(48 11.598395),(49 11.725761),(50 11.713534),(51 11.878086),(52 11.971976),(53 11.945056),(54 11.968844),(55 12.1779),(56 12.222598),(57 12.131383),(58 12.313561),(59 12.32536),(60 12.274279),(61 12.333446),(62 12.446493),(63 12.457015),(64 12.491942),(65 12.467625),(66 12.5374975),(67 12.445759),(68 12.604027),(69 12.588154),(70 12.769067),(71 12.711254),(72 12.6931715),(73 12.726953),(74 12.686889),(75 12.969034),(76 12.755045),(77 12.736622),(78 12.619487),(79 12.826323),
(1 10.285405),(2 11.00316),(3 11.493385),(4 11.620136),(5 11.763872),(6 11.736989),(7 12.031017),(8 12.03987),(9 12.027381),(10 11.993784),(11 11.943977),(12 11.881504),(13 12.00271),(14 11.964521),(15 12.060869),(16 11.9168625),(17 12.034817),(18 12.035233),(19 12.216889),(20 12.149045),(21 12.194061),(22 12.150614),(23 11.9820595),(24 11.839025),(25 12.003166),(26 11.862016),(27 11.89699),(28 11.855921),(29 11.90922),(30 12.039044),(31 12.050616),(32 12.003329),(33 11.916355),(34 11.899036),(35 11.794625),(36 11.771679),(37 11.705087),(38 11.776561),(39 11.986266),(40 11.950014),(41 11.8255625),(42 11.9326725),(43 11.91411),(44 11.88311),(45 11.894658),(46 11.744033),(47 11.723498),(48 11.815643),(49 12.055029),(50 11.976627),(51 12.1205435),(52 12.070993),(53 12.001678),(54 12.281586),(55 12.180099),(56 12.302971),(57 12.100684),(58 12.355651),(59 12.111469),(60 12.049801),(61 12.146759),(62 12.259556),(63 12.494783),(64 12.3931675),(65 12.330911),(66 12.546661),(67 12.607063),(68 12.550911),(69 12.743414),(70 12.70031),(71 12.624612),(72 12.9015465),(73 12.809985),(74 12.913489),(75 13.117876),(76 12.893872),(77 13.092161),(78 12.90079),(79 12.992138),
(1 10.11758),(2 10.685512),(3 11.33448),(4 11.407324),(5 11.509516),(6 11.49273),(7 11.519778),(8 11.619469),(9 11.555708),(10 11.620349),(11 11.602709),(12 11.559367),(13 11.669859),(14 11.626158),(15 11.824383),(16 11.621421),(17 11.724013),(18 11.770256),(19 11.8889065),(20 11.806374),(21 11.78096),(22 11.799855),(23 11.627757),(24 11.669658),(25 11.616518),(26 11.635077),(27 11.707211),(28 11.625545),(29 11.499362),(30 11.503385),(31 11.426202),(32 11.497975),(33 11.497059),(34 11.557108),(35 11.39968),(36 11.437445),(37 11.348117),(38 11.434275),(39 11.610263),(40 11.622989),(41 11.531643),(42 11.511987),(43 11.423398),(44 11.406322),(45 11.491524),(46 11.469401),(47 11.518316),(48 11.382169),(49 11.554637),(50 11.467275),(51 11.595393),(52 11.732935),(53 11.845271),(54 11.94669),(55 11.898225),(56 11.981421),(57 11.856138),(58 12.066781),(59 11.9012),(60 11.866074),(61 12.009642),(62 12.0174885),(63 12.203571),(64 12.059227),(65 12.276729),(66 12.360364),(67 12.322147),(68 12.382715),(69 12.457421),(70 12.48682),(71 12.471373),(72 12.5356455),(73 12.487522),(74 12.683843),(75 12.613906),(76 12.543887),(77 12.52411),(78 12.549054),(79 12.667005),
(1 10.343105),(2 10.872111),(3 11.340283),(4 11.454382),(5 11.607818),(6 11.714741),(7 11.766006),(8 11.641253),(9 11.822263),(10 11.824096),(11 11.756992),(12 11.723789),(13 11.897819),(14 11.853884),(15 11.921457),(16 11.886947),(17 12.054079),(18 11.879368),(19 12.014984),(20 11.824165),(21 11.888025),(22 11.858309),(23 11.830471),(24 11.835053),(25 11.738703),(26 11.833459),(27 12.116288),(28 11.912171),(29 11.963751),(30 11.813474),(31 11.907134),(32 11.840048),(33 11.744279),(34 11.805421),(35 11.838521),(36 11.689703),(37 11.81929),(38 11.794098),(39 11.845431),(40 11.910185),(41 11.882741),(42 11.806268),(43 11.827393),(44 11.671581),(45 11.802819),(46 11.680485),(47 11.860374),(48 11.582709),(49 11.708185),(50 11.660683),(51 11.881107),(52 11.862484),(53 11.8025875),(54 11.807282),(55 11.859875),(56 11.97054),(57 11.950674),(58 12.175324),(59 12.123428),(60 11.897869),(61 12.233018),(62 12.258104),(63 12.397229),(64 12.439798),(65 12.455802),(66 12.443913),(67 12.493945),(68 12.473026),(69 12.558496),(70 12.681248),(71 12.685351),(72 12.552743),(73 12.688384),(74 12.831959),(75 12.960257),(76 12.9231825),(77 12.827559),(78 12.852798),(79 12.909862),
(1 10.267738),(2 10.696404),(3 11.2400465),(4 11.426186),(5 11.527671),(6 11.626767),(7 11.718339),(8 11.6355295),(9 11.728268),(10 11.737716),(11 11.6763),(12 11.722685),(13 11.821627),(14 11.903235),(15 11.957038),(16 12.058873),(17 11.91835),(18 11.88935),(19 12.078291),(20 11.982216),(21 11.967601),(22 12.0344925),(23 11.933951),(24 11.979727),(25 12.030514),(26 12.050773),(27 12.070878),(28 11.979696),(29 11.923428),(30 11.833546),(31 11.650438),(32 11.668157),(33 11.871269),(34 11.7063675),(35 11.814777),(36 11.653955),(37 11.760613),(38 11.647704),(39 11.745708),(40 11.7107935),(41 11.825634),(42 11.796573),(43 11.914175),(44 11.785793),(45 11.800937),(46 11.809821),(47 11.692262),(48 11.670921),(49 11.663953),(50 11.685265),(51 11.812054),(52 11.712743),(53 11.90764),(54 11.883579),(55 11.946692),(56 11.989784),(57 12.027145),(58 11.985499),(59 11.956992),(60 11.948671),(61 12.108774),(62 12.052443),(63 12.293448),(64 12.35165),(65 12.439271),(66 12.393323),(67 12.562972),(68 12.66986),(69 12.63524),(70 12.579475),(71 12.767078),(72 12.708948),(73 12.723498),(74 12.680026),(75 12.827786),(76 12.652181),(77 12.77116),(78 12.664347),(79 12.751034),
(1 10.17726),(2 10.666697),(3 11.0090885),(4 11.314236),(5 11.338215),(6 11.52286),(7 11.394687),(8 11.462237),(9 11.552625),(10 11.5593815),(11 11.59364),(12 11.468849),(13 11.563177),(14 11.619606),(15 11.647326),(16 11.614894),(17 11.644497),(18 11.491934),(19 11.617824),(20 11.648743),(21 11.715866),(22 11.836756),(23 11.781397),(24 11.560947),(25 11.704297),(26 11.767446),(27 11.815437),(28 11.743584),(29 11.591082),(30 11.682803),(31 11.477585),(32 11.456895),(33 11.427952),(34 11.535306),(35 11.433613),(36 11.418383),(37 11.500612),(38 11.557823),(39 11.796793),(40 11.704796),(41 11.643173),(42 11.595669),(43 11.704334),(44 11.536891),(45 11.59854),(46 11.607673),(47 11.5246525),(48 11.483853),(49 11.623609),(50 11.55089),(51 11.505884),(52 11.4233055),(53 11.614649),(54 11.598852),(55 11.696099),(56 11.654731),(57 11.778487),(58 11.969147),(59 11.811577),(60 11.661953),(61 11.870712),(62 12.019374),(63 12.174637),(64 12.097733),(65 12.265532),(66 12.075546),(67 12.195469),(68 12.274055),(69 12.332948),(70 12.283413),(71 12.378502),(72 12.309797),(73 12.25784),(74 12.386399),(75 12.475301),(76 12.553847),(77 12.509235),(78 12.402173),(79 12.484848),
(1 10.198593),(2 10.699754),(3 11.19035),(4 11.38877),(5 11.562),(6 11.501991),(7 11.613859),(8 11.654644),(9 11.631307),(10 11.770753),(11 11.616642),(12 11.620474),(13 11.580016),(14 11.592538),(15 11.845594),(16 11.931593),(17 11.988644),(18 11.991152),(19 12.001947),(20 12.026904),(21 11.811682),(22 11.798093),(23 11.817112),(24 11.717629),(25 11.924339),(26 11.983337),(27 12.136413),(28 11.900174),(29 11.905625),(30 11.84389),(31 11.814439),(32 11.696775),(33 11.661654),(34 11.650571),(35 11.647965),(36 11.593345),(37 11.731684),(38 11.5504265),(39 11.834248),(40 11.810648),(41 11.792992),(42 11.739058),(43 11.933846),(44 11.903365),(45 11.824413),(46 11.793977),(47 11.790395),(48 11.637816),(49 11.690496),(50 11.661622),(51 11.90262),(52 11.742576),(53 11.927217),(54 11.966591),(55 11.826159),(56 12.026255),(57 12.083216),(58 12.156335),(59 12.057678),(60 11.898282),(61 12.054585),(62 12.070006),(63 12.292462),(64 12.354602),(65 12.175475),(66 12.318987),(67 12.295755),(68 12.435313),(69 12.553596),(70 12.439259),(71 12.4175415),(72 12.438952),(73 12.526334),(74 12.575034),(75 12.530617),(76 12.645474),(77 12.627074),(78 12.658412),(79 12.446531),
(1 10.162738),(2 10.691092),(3 11.358812),(4 11.434031),(5 11.736547),(6 11.588448),(7 11.702151),(8 11.546892),(9 11.694481),(10 11.735327),(11 11.804688),(12 11.699712),(13 11.882491),(14 11.978504),(15 12.04294),(16 11.923759),(17 11.797556),(18 11.864281),(19 11.906134),(20 11.77997),(21 11.746235),(22 11.818524),(23 11.851027),(24 11.870738),(25 11.788134),(26 11.876445),(27 11.920803),(28 11.873814),(29 11.804177),(30 11.731177),(31 11.727067),(32 11.736048),(33 11.680556),(34 11.601964),(35 11.5962925),(36 11.468636),(37 11.445881),(38 11.631656),(39 11.841873),(40 11.738657),(41 11.786416),(42 11.845975),(43 11.740054),(44 11.713307),(45 11.791652),(46 11.709419),(47 11.733987),(48 11.563012),(49 11.559247),(50 11.6777115),(51 11.66942),(52 11.785501),(53 11.944572),(54 11.836724),(55 11.854721),(56 11.8293295),(57 11.947402),(58 12.0068865),(59 11.956898),(60 11.93983),(61 11.983522),(62 12.128119),(63 12.222318),(64 12.265728),(65 12.236484),(66 12.285051),(67 12.319349),(68 12.491038),(69 12.585701),(70 12.619773),(71 12.673548),(72 12.676182),(73 12.593681),(74 12.797846),(75 12.77285),(76 12.803065),(77 12.645884),(78 12.88274),(79 12.563697),
(1 10.350081),(2 10.729401),(3 11.358144),(4 11.484727),(5 11.536417),(6 11.547896),(7 11.557614),(8 11.523454),(9 11.531746),(10 11.787605),(11 11.601828),(12 11.579455),(13 11.806668),(14 11.829015),(15 11.877098),(16 11.911568),(17 11.745422),(18 11.902032),(19 11.899425),(20 11.936622),(21 11.805222),(22 11.955872),(23 11.877289),(24 11.771262),(25 11.80806),(26 11.9629545),(27 11.928701),(28 11.822622),(29 11.911234),(30 11.835911),(31 11.725141),(32 11.642464),(33 11.582147),(34 11.67396),(35 11.625579),(36 11.5708885),(37 11.72013),(38 11.746238),(39 11.822004),(40 11.897436),(41 11.627952),(42 11.435489),(43 11.517551),(44 11.511964),(45 11.5254965),(46 11.558331),(47 11.637423),(48 11.467983),(49 11.543638),(50 11.551426),(51 11.599775),(52 11.817931),(53 11.823009),(54 11.909276),(55 11.841557),(56 11.790972),(57 11.796562),(58 11.90074),(59 11.86253),(60 11.961015),(61 12.025874),(62 12.202559),(63 12.26258),(64 12.264275),(65 12.300208),(66 12.202765),(67 12.323117),(68 12.418193),(69 12.464121),(70 12.379694),(71 12.322842),(72 12.423998),(73 12.362324),(74 12.457377),(75 12.599517),(76 12.561953),(77 12.580089),(78 12.562915),(79 12.496434),
(1 10.17293),(2 10.656793),(3 11.185398),(4 11.303485),(5 11.4816675),(6 11.60014),(7 11.508994),(8 11.639682),(9 11.609936),(10 11.593436),(11 11.57871),(12 11.524478),(13 11.683256),(14 11.788834),(15 11.913205),(16 11.808536),(17 11.692015),(18 11.909327),(19 11.963561),(20 11.932321),(21 11.912874),(22 11.915755),(23 11.77901),(24 11.64131),(25 11.827922),(26 11.635035),(27 11.791616),(28 11.610814),(29 11.545875),(30 11.514696),(31 11.494813),(32 11.465999),(33 11.467697),(34 11.590911),(35 11.446009),(36 11.534507),(37 11.586469),(38 11.442259),(39 11.500172),(40 11.516342),(41 11.618012),(42 11.578332),(43 11.591147),(44 11.596145),(45 11.545182),(46 11.711571),(47 11.502688),(48 11.41102),(49 11.525935),(50 11.367233),(51 11.785269),(52 11.785623),(53 11.815159),(54 11.972601),(55 11.801413),(56 11.67553),(57 11.73513),(58 11.833697),(59 11.852342),(60 11.631281),(61 11.8059225),(62 11.94522),(63 12.286457),(64 12.22169),(65 12.304785),(66 12.331671),(67 12.462266),(68 12.541004),(69 12.530892),(70 12.532493),(71 12.539776),(72 12.536604),(73 12.622994),(74 12.63797),(75 12.7284775),(76 12.583707),(77 12.707523),(78 12.603004),(79 12.530744),
(1 10.067519),(2 10.351697),(3 10.825777),(4 10.9278555),(5 11.193713),(6 11.153511),(7 11.307081),(8 11.267424),(9 11.34304),(10 11.243016),(11 11.35726),(12 11.270194),(13 11.418295),(14 11.436325),(15 11.431225),(16 11.497251),(17 11.469053),(18 11.550851),(19 11.538489),(20 11.614059),(21 11.561518),(22 11.5395975),(23 11.468791),(24 11.376341),(25 11.3354225),(26 11.366284),(27 11.510066),(28 11.351498),(29 11.362379),(30 11.342939),(31 11.31015),(32 11.377343),(33 11.331813),(34 11.384948),(35 11.248469),(36 11.261462),(37 11.089651),(38 11.156785),(39 11.254601),(40 11.2524605),(41 11.240099),(42 11.135615),(43 11.30738),(44 11.189967),(45 11.188235),(46 11.168507),(47 11.101858),(48 11.066282),(49 11.145389),(50 11.181325),(51 11.253759),(52 11.427675),(53 11.354799),(54 11.430733),(55 11.508242),(56 11.545831),(57 11.496016),(58 11.444921),(59 11.563429),(60 11.46791),(61 11.60356),(62 11.587734),(63 11.808877),(64 11.845439),(65 11.805356),(66 11.970991),(67 12.013161),(68 12.060316),(69 12.1482315),(70 12.075305),(71 12.102929),(72 12.106883),(73 12.08078),(74 12.183746),(75 12.266096),(76 12.282847),(77 12.345418),(78 12.423653),(79 12.359064),
(1 10.279434),(2 10.688576),(3 11.336492),(4 11.332744),(5 11.620364),(6 11.61024),(7 11.633648),(8 11.620985),(9 11.773463),(10 11.757135),(11 11.754845),(12 11.547796),(13 11.591992),(14 11.596544),(15 11.746477),(16 11.69865),(17 11.747242),(18 11.736436),(19 11.790395),(20 11.888831),(21 11.849537),(22 11.907527),(23 11.828665),(24 11.808581),(25 11.859774),(26 11.7571125),(27 11.856979),(28 11.614102),(29 11.733183),(30 11.723553),(31 11.746782),(32 11.644525),(33 11.591546),(34 11.706128),(35 11.565775),(36 11.593411),(37 11.550778),(38 11.575383),(39 11.676095),(40 11.702361),(41 11.604004),(42 11.619214),(43 11.743559),(44 11.730103),(45 11.74317),(46 11.575657),(47 11.635506),(48 11.612313),(49 11.767621),(50 11.557965),(51 11.660476),(52 11.617205),(53 11.707007),(54 11.696816),(55 11.874715),(56 11.746298),(57 11.829192),(58 12.037512),(59 11.979124),(60 11.886595),(61 12.079306),(62 12.131508),(63 12.239218),(64 12.1054125),(65 12.145557),(66 12.236076),(67 12.352847),(68 12.280551),(69 12.381716),(70 12.425442),(71 12.560471),(72 12.463158),(73 12.400769),(74 12.30728),(75 12.540013),(76 12.591034),(77 12.523049),(78 12.476282),(79 12.586352),
(1 10.1076765),(2 10.611685),(3 11.087608),(4 11.273516),(5 11.254258),(6 11.308874),(7 11.323736),(8 11.502232),(9 11.533933),(10 11.561437),(11 11.616813),(12 11.517126),(13 11.479732),(14 11.470433),(15 11.63286),(16 11.519936),(17 11.545734),(18 11.647148),(19 11.712629),(20 11.712116),(21 11.585932),(22 11.719132),(23 11.52509),(24 11.495644),(25 11.520102),(26 11.425354),(27 11.59213),(28 11.390696),(29 11.463469),(30 11.420477),(31 11.4548235),(32 11.469386),(33 11.454578),(34 11.370024),(35 11.365151),(36 11.497296),(37 11.545612),(38 11.511566),(39 11.544305),(40 11.52297),(41 11.503981),(42 11.385654),(43 11.583568),(44 11.516987),(45 11.582884),(46 11.357912),(47 11.395874),(48 11.338542),(49 11.50896),(50 11.410076),(51 11.584698),(52 11.690206),(53 11.8622055),(54 11.73952),(55 11.894143),(56 11.739952),(57 11.790718),(58 11.839905),(59 11.839742),(60 11.863627),(61 11.901448),(62 12.017122),(63 12.048012),(64 12.110562),(65 12.048488),(66 12.104636),(67 12.257968),(68 12.394567),(69 12.407055),(70 12.322684),(71 12.495283),(72 12.547565),(73 12.492741),(74 12.455174),(75 12.350426),(76 12.453395),(77 12.402182),(78 12.395649),(79 12.400737),
