1.5,2.5,3.5,4.5,5.5,6.5,7.5,8.5,9.5,10.5,11.5,12.5,13.5,14.5,15.5,16.5,17.5,18.5,19.5,20.5,21.5,22.5,23.5,24.5,25.5,26.5,27.5,28.5,29.5,30.5,31.5,32.5,33.5,34.5,35.5,36.5,37.5,38.5,39.5,40.5,41.5,42.5,43.5,44.5,45.5,46.5,47.5,48.5,49.5,50.5,51.5,52.5,53.5,54.5,55.5,56.5,57.5,58.5,59.5,60.5,61.5,62.5,63.5,64.5,65.5,66.5,67.5,68.5,69.5,70.5,71.5,72.5,73.5,74.5,75.5,76.5,77.5,78.5,79.5,80.5,81.5,82.5,83.5,84.5,85.5,86.5,87.5,88.5,89.5,90.5,91.5,92.5,93.5,94.5,95.5,96.5,97.5,98.5,99.5,100.5,101.5,102.5,103.5,104.5,105.5,106.5,107.5,108.5,109.5,110.5,111.5,112.5,113.5,114.5,115.5,116.5,117.5,118.5,119.5,120.5,121.5,122.5,123.5,124.5,125.5,126.5,127.5,128.5,129.5,130.5,131.5,132.5,133.5,134.5,135.5,136.5,137.5,138.5,139.5,140.5,141.5,142.5,143.5,144.5,145.5,146.5,147.5,148.5,149.5,150.5,151.5,152.5,153.5,154.5,155.5,156.5,157.5,158.5,159.5,160.5,161.5,162.5,163.5,164.5,165.5,166.5,167.5,168.5,169.5,170.5,171.5,172.5,173.5,174.5,175.5,176.5,177.5,178.5,179.5,180.5,181.5,182.5,183.5,184.5,185.5,186.5,187.5,188.5,189.5,190.5,191.5,192.5,193.5,194.5,195.5,196.5,197.5,198.5,199.5,200.5,201.5,202.5,203.5,204.5,205.5,206.5,207.5,208.5,209.5,210.5,211.5,212.5,213.5,214.5,215.5,216.5,217.5,218.5,219.5,220.5,221.5,222.5,223.5,224.5,225.5,226.5,227.5,228.5,229.5,230.5,231.5,232.5,233.5,234.5,235.5,236.5,237.5,238.5,239.5,240.5,241.5,242.5,243.5,244.5,245.5,246.5,247.5,248.5,249.5,250.5,251.5,252.5,253.5,254.5,255.5,256.5,257.5,258.5,259.5,260.5,261.5,262.5,263.5,264.5,265.5,266.5,267.5,268.5,269.5,270.5,271.5,272.5,273.5,274.5,275.5,276.5,277.5,278.5,279.5,280.5,281.5,282.5,283.5,284.5,285.5,286.5,287.5,288.5,289.5,290.5,291.5,292.5,293.5,294.5,295.5,296.5,297.5,298.5,299.5,300.5,301.5,302.5,303.5,304.5,305.5,306.5,307.5,308.5,309.5,310.5,311.5,312.5,313.5,314.5,315.5,316.5,317.5,318.5,319.5,320.5,321.5,322.5,323.5,324.5,325.5,326.5,327.5,328.5,329.5,330.5,331.5,332.5,333.5,334.5,335.5,336.5,337.5,338.5,339.5,340.5,341.5,342.5,343.5,344.5,345.5,346.5,347.5,348.5,349.5,350.5,351.5,352.5,353.5,354.5,355.5,356.5,357.5,358.5,359.5,360.5,361.5,362.5,363.5,364.5,365.5,366.5,367.5,368.5,369.5,370.5,371.5,372.5,373.5,374.5,375.5,376.5,377.5,378.5,379.5,380.5,381.5,382.5,383.5,384.5,385.5,386.5,387.5,388.5,389.5,390.5,391.5,392.5,393.5,394.5,395.5,396.5,397.5,398.5,399.5,400.5,401.5,402.5,403.5,404.5,405.5,406.5,407.5,408.5,409.5,410.5,411.5,412.5,413.5,414.5,415.5,416.5,417.5,418.5,419.5,420.5,421.5,422.5,423.5,424.5,425.5,426.5,427.5,428.5,429.5,430.5,431.5,432.5,433.5,434.5,435.5,436.5,437.5,438.5,439.5,440.5,441.5,442.5,443.5,444.5,445.5,446.5,447.5,448.5,449.5,450.5,451.5,452.5,453.5,454.5,455.5,456.5,457.5,458.5,459.5,460.5,461.5,462.5,463.5,464.5,465.5,466.5,467.5,468.5,469.5,470.5,471.5,472.5,473.5,474.5,475.5,476.5,477.5,478.5,479.5,480.5,481.5,482.5,483.5,484.5,485.5,486.5,487.5,488.5,489.5,490.5,491.5,492.5,493.5,494.5,495.5,496.5,497.5,498.5,499.5,
(1 37235.387),(2 102886.94),(3 228776.44),(4 382162.1),(5 582398.3),(6 819424.7),(7 1095051.9),(8 1425914),(9 1798262),(10 2209231.3),(11 2657125.8),(12 3154875.8),(13 3696426.8),(14 4287250.5),(15 4929974),(16 5621954.5),(17 6397879.5),(18 7219202.5),(19 8091105.5),(20 8996882),(21 9993415),(22 11000178),(23 12058931),(24 13128681),(25 14199968),(26 15304184),(27 16477683),(28 17617328),(29 18818520),(30 20000930),(31 21211278),(32 22497856),(33 23831264),(34 25193168),(35 26531018),(36 27878618),(37 29350182),(38 30839618),(39 32368114),(40 33953572),(41 35587900),(42 37274196),(43 38915996),(44 40571576),(45 42172830),(46 43656028),(47 45093828),(48 46463264),(49 47779508),(50 49072496),(51 50258156),(52 51366964),(53 52378612),(54 53309984),(55 54127604),(56 54899780),(57 55635840),(58 56349524),(59 56951564),(60 57469844),(61 57853804),(62 58159044),(63 58379772),(64 58514508),(65 58656076),(66 58818560),(67 59001984),(68 59328320),(69 59650564),(70 60035732),(71 60436210),(72 60948770),(73 61538668),(74 62264416),(75 63070932),(76 63903508),(77 64791980),(78 65715490),(79 66682644),
(1 41.700497),(2 51.379593),(3 56.31472),(4 58.47165),(5 60.8691),(6 62.037384),(7 62.211803),(8 64.20185),(9 65.17946),(10 65.299736),(11 65.92823),(12 67.1078),(13 67.33284),(14 67.945076),(15 68.57896),(16 69.01811),(17 69.27353),(18 69.928696),(19 70.43883),(20 70.03641),(21 70.11564),(22 71.10825),(23 71.8615),(24 72.658226),(25 72.46562),(26 72.250786),(27 72.62485),(28 72.00808),(29 72.09262),(30 72.31752),(31 72.48649),(32 73.06492),(33 72.93846),(34 73.37395),(35 74.11154),(36 74.94282),(37 74.00574),(38 75.816284),(39 76.06725),(40 75.56398),(41 76.00012),(42 76.03917),(43 77.19967),(44 77.75632),(45 77.54143),(46 77.956),(47 77.19569),(48 78.02852),(49 77.70148),(50 77.479),(51 78.742035),(52 78.485886),(53 78.472885),(54 78.27358),(55 78.08372),(56 77.72748),(57 77.27439),(58 77.62073),(59 76.50602),(60 74.850174),(61 74.03142),(62 74.32643),(63 74.61548),(64 73.648735),(65 73.83901),(66 73.939255),(67 72.46421),(68 72.34755),(69 71.3097),(70 71.154396),(71 70.9296),(72 69.988976),(73 70.03895),(74 70.05597),(75 69.602486),(76 68.833565),(77 68.7888),(78 68.9851),(79 68.36379),
(1 42.583633),(2 51.31927),(3 56.129738),(4 58.57236),(5 60.19757),(6 61.885963),(7 62.88833),(8 66.00921),(9 66.314224),(10 66.52049),(11 66.33846),(12 67.05392),(13 67.51133),(14 68.13534),(15 69.0624),(16 69.54182),(17 69.56941),(18 70.430214),(19 70.95014),(20 71.40141),(21 71.47554),(22 72.49631),(23 73.48096),(24 73.2696),(25 73.365234),(26 73.45598),(27 74.05469),(28 73.878105),(29 73.74392),(30 74.349915),(31 74.529526),(32 74.2781),(33 74.23437),(34 74.50666),(35 76.241585),(36 75.52957),(37 76.32786),(38 76.53475),(39 76.45052),(40 76.81091),(41 77.430954),(42 77.66933),(43 77.57958),(44 77.51164),(45 78.353065),(46 78.82522),(47 78.427185),(48 79.02085),(49 79.07277),(50 78.06609),(51 78.40585),(52 78.05751),(53 78.2096),(54 77.92717),(55 77.47542),(56 77.04933),(57 75.77906),(58 76.29276),(59 75.48449),(60 74.64268),(61 74.86376),(62 73.99815),(63 73.93473),(64 73.566765),(65 73.49175),(66 72.92869),(67 71.53357),(68 70.76772),(69 70.49978),(70 70.342705),(71 70.3746),(72 69.809875),(73 69.37978),(74 69.69336),(75 68.987305),(76 68.145935),(77 68.30871),(78 68.52285),(79 68.900085),
(1 41.2408),(2 49.525143),(3 53.92444),(4 56.618015),(5 59.625774),(6 60.812016),(7 61.890278),(8 64.45198),(9 64.662636),(10 65.025154),(11 65.67536),(12 66.170044),(13 66.52173),(14 66.5928),(15 66.985),(16 66.80044),(17 66.69711),(18 68.345406),(19 68.338425),(20 69.016106),(21 69.888596),(22 70.2798),(23 71.718925),(24 71.282326),(25 71.38485),(26 71.00379),(27 71.52896),(28 71.33549),(29 71.5084),(30 72.71648),(31 73.21723),(32 73.198204),(33 72.1476),(34 72.72039),(35 73.166916),(36 73.09377),(37 73.87725),(38 74.48619),(39 73.92536),(40 73.82875),(41 73.54525),(42 73.78088),(43 74.1086),(44 73.767685),(45 74.671814),(46 73.96337),(47 74.363686),(48 73.89667),(49 74.13127),(50 74.43183),(51 74.67805),(52 74.65648),(53 73.96188),(54 73.43598),(55 74.149605),(56 73.802795),(57 73.6457),(58 73.590805),(59 73.67282),(60 73.347755),(61 73.10412),(62 71.82098),(63 70.82943),(64 70.61769),(65 70.61077),(66 70.23194),(67 69.243324),(68 68.858604),(69 68.60163),(70 68.57582),(71 68.4655),(72 67.655624),(73 68.01703),(74 67.74399),(75 67.42827),(76 67.14454),(77 66.72874),(78 66.55291),(79 66.242714),
(1 41.25287),(2 49.003784),(3 53.980225),(4 56.95),(5 59.18925),(6 60.643257),(7 62.50387),(8 64.44029),(9 64.81084),(10 65.04416),(11 65.853355),(12 65.679886),(13 66.78311),(14 67.073586),(15 67.47689),(16 66.911156),(17 67.659836),(18 69.36991),(19 69.117935),(20 68.85323),(21 69.3884),(22 69.48515),(23 70.568825),(24 70.573845),(25 71.13568),(26 71.20512),(27 72.047935),(28 72.657036),(29 72.93933),(30 73.19772),(31 73.44614),(32 73.66619),(33 73.67099),(34 73.51998),(35 74.16066),(36 74.353226),(37 74.38468),(38 75.0579),(39 74.65763),(40 74.374115),(41 74.59637),(42 75.592804),(43 76.306625),(44 76.29311),(45 75.757034),(46 75.576294),(47 75.28814),(48 75.38835),(49 75.62175),(50 75.1866),(51 75.45836),(52 74.59062),(53 74.59206),(54 74.26578),(55 74.344696),(56 74.27852),(57 73.48584),(58 73.436165),(59 73.01737),(60 72.68314),(61 72.26022),(62 72.35918),(63 72.343),(64 72.17935),(65 72.11211),(66 71.585175),(67 70.64803),(68 70.228905),(69 69.79027),(70 69.61621),(71 68.427574),(72 68.086914),(73 67.781),(74 67.27011),(75 67.752686),(76 67.11593),(77 66.56686),(78 66.77033),(79 65.99468),
(1 40.77328),(2 48.147396),(3 53.57255),(4 55.750717),(5 57.213566),(6 58.28229),(7 59.9393),(8 62.398815),(9 63.00523),(10 63.84628),(11 65.10421),(12 64.83909),(13 65.508125),(14 65.7252),(15 66.27655),(16 66.054756),(17 65.95523),(18 66.21243),(19 66.029465),(20 66.72962),(21 67.69453),(22 67.89559),(23 67.862854),(24 67.67568),(25 68.47233),(26 68.22434),(27 69.18392),(28 68.862816),(29 68.2549),(30 69.259766),(31 69.41961),(32 69.555534),(33 69.69852),(34 70.23326),(35 71.49732),(36 71.26495),(37 71.32484),(38 72.03887),(39 71.998795),(40 72.208244),(41 72.48561),(42 73.366554),(43 73.23528),(44 72.78219),(45 73.11985),(46 72.63514),(47 72.81463),(48 72.99904),(49 72.42433),(50 73.14309),(51 72.56335),(52 72.46599),(53 72.507355),(54 72.61907),(55 72.386314),(56 72.94165),(57 71.811775),(58 72.03821),(59 71.11682),(60 70.977356),(61 70.398056),(62 70.56388),(63 70.71045),(64 70.13382),(65 69.98482),(66 70.43402),(67 68.75001),(68 68.86914),(69 68.3913),(70 68.20212),(71 67.44263),(72 67.296844),(73 67.05699),(74 66.3188),(75 65.977745),(76 65.84604),(77 65.17596),(78 63.94942),(79 64.526695),
(1 39.96076),(2 47.839256),(3 52.62458),(4 55.045326),(5 57.570774),(6 58.559906),(7 60.70449),(8 62.900772),(9 62.777973),(10 63.636524),(11 64.02009),(12 63.947502),(13 64.91964),(14 65.607),(15 66.24229),(16 66.36633),(17 67.49564),(18 67.55847),(19 67.5665),(20 67.92285),(21 68.48364),(22 68.89715),(23 68.8967),(24 67.87817),(25 69.3813),(26 69.959145),(27 70.44215),(28 70.38),(29 69.4337),(30 69.894066),(31 70.5543),(32 69.76939),(33 70.58383),(34 70.1431),(35 70.8052),(36 71.124825),(37 71.137695),(38 72.22099),(39 72.97367),(40 72.75579),(41 73.19853),(42 73.603546),(43 73.77232),(44 73.29562),(45 73.37639),(46 73.630135),(47 73.6583),(48 73.625885),(49 74.29984),(50 73.82472),(51 74.376686),(52 73.9556),(53 74.55497),(54 74.15969),(55 73.55477),(56 73.457565),(57 73.31104),(58 72.73143),(59 71.9794),(60 71.02156),(61 70.638306),(62 70.746475),(63 71.00879),(64 70.37741),(65 69.69392),(66 69.83019),(67 69.574585),(68 70.18716),(69 69.737305),(70 68.571434),(71 67.76759),(72 67.6297),(73 66.72965),(74 66.163376),(75 65.95029),(76 65.93293),(77 65.60748),(78 64.12635),(79 64.66629),
(1 40.11278),(2 47.904003),(3 52.52446),(4 54.887054),(5 57.30127),(6 57.775333),(7 59.30899),(8 61.244896),(9 61.985622),(10 62.79894),(11 63.012222),(12 62.932922),(13 62.918293),(14 64.07613),(15 65.547874),(16 65.3303),(17 66.04054),(18 66.4892),(19 67.10897),(20 67.10783),(21 67.68507),(22 66.98486),(23 67.873795),(24 67.45534),(25 68.90462),(26 69.26986),(27 69.4953),(28 68.81849),(29 69.339874),(30 70.00442),(31 70.03488),(32 70.080666),(33 70.579155),(34 70.62413),(35 70.864494),(36 71.77062),(37 71.73388),(38 72.3579),(39 73.001495),(40 73.15174),(41 73.87223),(42 74.350334),(43 75.47444),(44 74.63839),(45 74.11331),(46 74.739525),(47 74.01285),(48 73.805275),(49 73.47433),(50 73.241745),(51 73.64521),(52 73.07103),(53 73.71964),(54 72.229034),(55 72.02611),(56 71.599686),(57 71.793205),(58 71.6613),(59 70.74214),(60 70.503296),(61 70.55796),(62 70.46718),(63 70.41361),(64 69.39494),(65 69.44954),(66 68.9999),(67 68.10077),(68 67.90716),(69 67.71842),(70 67.47919),(71 66.86955),(72 66.83972),(73 66.37264),(74 65.78836),(75 65.84556),(76 65.7677),(77 65.11892),(78 64.22002),(79 64.098045),
(1 40.214783),(2 47.933006),(3 52.271423),(4 54.74783),(5 56.52493),(6 57.689816),(7 58.823498),(8 60.915226),(9 61.08125),(10 62.16788),(11 62.695244),(12 62.794773),(13 63.15628),(14 64.058),(15 65.67475),(16 66.012955),(17 65.814865),(18 66.69857),(19 67.00707),(20 67.28223),(21 67.13313),(22 67.60112),(23 68.65751),(24 68.85266),(25 69.700035),(26 68.96563),(27 69.37076),(28 68.72086),(29 68.682846),(30 69.556625),(31 69.318924),(32 69.89552),(33 69.922104),(34 70.44437),(35 70.993546),(36 71.07111),(37 72.139534),(38 72.74533),(39 72.60194),(40 72.65527),(41 73.08431),(42 73.701485),(43 74.22776),(44 74.422386),(45 74.66433),(46 74.94225),(47 73.861015),(48 73.95312),(49 74.202),(50 73.96592),(51 75.32428),(52 74.63734),(53 74.56126),(54 74.41301),(55 74.09243),(56 73.493996),(57 73.32437),(58 73.98583),(59 72.88188),(60 72.00466),(61 71.12688),(62 70.62094),(63 70.026665),(64 69.8619),(65 69.86047),(66 69.658714),(67 67.99383),(68 67.81846),(69 66.87772),(70 67.08196),(71 66.331215),(72 66.85045),(73 66.20995),(74 65.60685),(75 65.367386),(76 65.543915),(77 64.888954),(78 64.92557),(79 64.2418),
(1 40.34309),(2 48.69451),(3 53.177082),(4 55.13898),(5 56.994404),(6 58.698288),(7 60.2673),(8 61.815266),(9 62.533825),(10 63.19739),(11 62.92056),(12 63.771233),(13 64.3481),(14 65.008125),(15 65.5618),(16 66.03901),(17 66.25785),(18 67.33319),(19 68.072395),(20 68.14112),(21 67.95476),(22 67.781425),(23 69.21293),(24 69.161476),(25 68.87214),(26 69.09532),(27 69.63853),(28 69.29751),(29 68.593605),(30 68.55535),(31 69.582184),(32 70.659935),(33 69.57875),(34 70.53257),(35 70.65863),(36 71.406105),(37 71.01331),(38 71.527176),(39 72.23821),(40 72.44269),(41 72.757805),(42 73.57335),(43 73.48307),(44 73.00948),(45 74.40117),(46 74.35454),(47 74.08965),(48 75.16618),(49 75.00336),(50 75.140526),(51 75.55105),(52 74.23924),(53 74.65921),(54 74.33952),(55 74.120926),(56 74.55969),(57 73.13024),(58 73.27589),(59 72.58689),(60 71.45098),(61 71.629005),(62 71.51931),(63 70.98886),(64 70.93777),(65 70.95296),(66 70.92631),(67 69.769196),(68 69.569115),(69 68.37636),(70 68.30712),(71 68.06089),(72 68.098404),(73 68.29978),(74 68.44511),(75 67.48941),(76 67.601006),(77 65.83969),(78 66.78646),(79 66.28914),
(1 39.656498),(2 47.791126),(3 51.858555),(4 54.852486),(5 57.114254),(6 58.34935),(7 59.429592),(8 60.51557),(9 61.887863),(10 62.326153),(11 62.61758),(12 63.308205),(13 63.2395),(14 63.927063),(15 64.268135),(16 64.159874),(17 63.98304),(18 65.32352),(19 65.70481),(20 66.319244),(21 66.3107),(22 66.00789),(23 66.30985),(24 66.09421),(25 66.48246),(26 67.14585),(27 67.717155),(28 67.757355),(29 67.73184),(30 67.22444),(31 68.04178),(32 68.475296),(33 68.68024),(34 68.06891),(35 69.02271),(36 70.173515),(37 70.53712),(38 70.701515),(39 71.48561),(40 72.08896),(41 72.73969),(42 72.84617),(43 73.75406),(44 72.55251),(45 73.386765),(46 72.68193),(47 72.55836),(48 72.61744),(49 72.92523),(50 71.93655),(51 72.3463),(52 71.56987),(53 73.22631),(54 72.430275),(55 72.37512),(56 71.65416),(57 70.74123),(58 71.43985),(59 71.086365),(60 70.2008),(61 69.529686),(62 68.40712),(63 69.00262),(64 68.64895),(65 67.74684),(66 67.06929),(67 65.61537),(68 66.23903),(69 66.25948),(70 65.53743),(71 65.01773),(72 64.707726),(73 64.79934),(74 64.1972),(75 64.39135),(76 63.827927),(77 62.634594),(78 63.3265),(79 61.56268),
(1 39.912655),(2 47.686935),(3 52.15327),(4 54.588333),(5 56.907387),(6 57.997486),(7 58.639397),(8 59.874023),(9 60.19081),(10 61.709915),(11 61.989445),(12 62.799736),(13 63.479053),(14 64.52164),(15 65.629364),(16 66.31911),(17 66.05172),(18 67.037315),(19 68.02451),(20 67.63848),(21 68.10866),(22 67.770775),(23 68.01832),(24 67.4399),(25 67.724266),(26 68.08751),(27 68.180466),(28 67.86589),(29 67.84548),(30 66.988716),(31 67.61692),(32 68.31562),(33 68.32939),(34 68.09254),(35 68.79364),(36 69.185265),(37 69.55923),(38 70.12435),(39 70.655716),(40 70.23834),(41 70.3834),(42 70.650986),(43 71.23759),(44 70.604805),(45 71.133446),(46 70.65351),(47 70.17323),(48 70.81239),(49 71.18214),(50 71.14032),(51 71.66336),(52 70.88645),(53 71.39794),(54 71.25745),(55 71.24971),(56 71.585754),(57 71.0303),(58 70.73284),(59 69.792564),(60 68.505974),(61 68.48968),(62 68.407684),(63 68.57328),(64 68.45215),(65 67.984276),(66 67.48648),(67 66.96014),(68 66.18127),(69 66.97435),(70 66.09043),(71 65.56275),(72 65.04617),(73 64.94277),(74 64.90858),(75 64.364624),(76 64.355484),(77 63.678448),(78 63.48996),(79 62.70154),
(1 39.147236),(2 46.90419),(3 51.375217),(4 53.369354),(5 55.88147),(6 56.925434),(7 57.45174),(8 58.977814),(9 60.638298),(10 60.955227),(11 60.87777),(12 62.40302),(13 62.342327),(14 62.849216),(15 63.71406),(16 63.760403),(17 63.68838),(18 63.888683),(19 64.58999),(20 64.36597),(21 64.97778),(22 64.99787),(23 65.05153),(24 64.80491),(25 65.44699),(26 66.38258),(27 65.83414),(28 66.60746),(29 66.32526),(30 66.53723),(31 66.78528),(32 67.310455),(33 67.10198),(34 67.97521),(35 67.90733),(36 68.140686),(37 67.81801),(38 68.05601),(39 68.496735),(40 68.363106),(41 68.893616),(42 69.2154),(43 70.0195),(44 69.28176),(45 69.248436),(46 69.71632),(47 69.41735),(48 69.96707),(49 69.469185),(50 69.13072),(51 69.8109),(52 69.428856),(53 69.74391),(54 69.352325),(55 69.78601),(56 70.14126),(57 69.13114),(58 68.899925),(59 68.41961),(60 67.82392),(61 68.12472),(62 67.88269),(63 68.40901),(64 67.11788),(65 67.24044),(66 67.010506),(67 66.615364),(68 66.78365),(69 65.5667),(70 65.33522),(71 65.40828),(72 65.105736),(73 63.8499),(74 64.19613),(75 64.43993),(76 63.50817),(77 63.610332),(78 63.522655),(79 62.63222),
(1 38.627106),(2 45.835384),(3 49.886414),(4 52.719543),(5 54.666756),(6 55.552135),(7 56.60762),(8 57.94966),(9 58.595665),(10 59.0369),(11 60.10612),(12 61.257225),(13 62.075138),(14 62.84074),(15 63.24528),(16 63.808598),(17 63.10639),(18 63.807747),(19 65.16445),(20 64.223976),(21 63.842342),(22 64.70439),(23 65.10955),(24 65.605354),(25 65.58079),(26 65.56438),(27 65.344475),(28 65.682335),(29 66.26333),(30 66.39961),(31 67.38132),(32 67.13024),(33 66.74897),(34 66.536415),(35 67.44848),(36 67.58726),(37 67.80311),(38 67.33096),(39 68.59943),(40 68.69738),(41 69.784386),(42 69.312546),(43 69.74503),(44 69.5733),(45 70.579315),(46 69.572205),(47 68.98295),(48 69.37107),(49 69.66412),(50 69.312096),(51 70.48746),(52 70.21441),(53 70.57529),(54 69.82484),(55 69.68336),(56 69.13392),(57 68.863205),(58 68.36524),(59 67.50347),(60 67.30891),(61 67.7167),(62 66.60486),(63 67.45068),(64 66.3038),(65 66.20705),(66 65.590065),(67 65.10792),(68 65.12714),(69 64.88503),(70 64.04939),(71 64.433685),(72 62.900475),(73 62.7445),(74 61.824642),(75 61.970207),(76 60.611298),(77 60.81756),(78 59.736645),(79 59.776318),
(1 38.91175),(2 46.236202),(3 50.583176),(4 54.148273),(5 55.13246),(6 56.229786),(7 56.68565),(8 58.096558),(9 58.460106),(10 59.32618),(11 60.162193),(12 60.799145),(13 61.27506),(14 61.903408),(15 62.252872),(16 63.654503),(17 63.617256),(18 63.516037),(19 64.77802),(20 63.32751),(21 63.68549),(22 64.74208),(23 65.26593),(24 65.16937),(25 65.281555),(26 65.09106),(27 65.652596),(28 66.39275),(29 65.817566),(30 66.149124),(31 66.63768),(32 66.99379),(33 66.86162),(34 66.529305),(35 66.936485),(36 67.711845),(37 68.305),(38 68.78075),(39 69.33828),(40 68.34553),(41 69.27064),(42 69.538185),(43 70.38227),(44 69.73856),(45 69.71024),(46 69.58478),(47 69.587326),(48 70.24611),(49 70.45326),(50 69.59254),(51 70.14281),(52 69.32127),(53 69.04499),(54 68.69327),(55 68.35691),(56 67.87841),(57 67.254616),(58 66.99192),(59 67.20091),(60 66.95844),(61 66.80523),(62 66.1508),(63 65.60676),(64 65.07995),(65 65.37212),(66 65.31232),(67 64.456795),(68 64.9075),(69 64.10961),(70 63.87421),(71 63.67973),(72 63.315094),(73 62.353035),(74 61.568447),(75 61.895016),(76 61.745125),(77 61.86121),(78 60.88624),(79 60.45045),
(1 38.045906),(2 44.664776),(3 49.893406),(4 52.349632),(5 52.895058),(6 54.666992),(7 55.84475),(8 56.799088),(9 57.866135),(10 58.556866),(11 58.550285),(12 58.979816),(13 59.394985),(14 60.131),(15 60.120384),(16 60.663616),(17 60.775116),(18 61.75041),(19 63.005253),(20 62.372723),(21 62.288433),(22 63.135647),(23 63.6675),(24 64.14276),(25 64.65512),(26 64.50629),(27 64.796486),(28 65.425156),(29 65.03819),(30 64.887375),(31 65.45801),(32 65.25723),(33 65.17281),(34 64.86634),(35 65.65337),(36 65.83285),(37 65.62832),(38 67.03967),(39 68.07709),(40 68.06178),(41 68.2498),(42 67.65628),(43 67.33066),(44 67.76464),(45 66.9925),(46 66.92962),(47 66.69604),(48 66.80463),(49 67.33646),(50 67.39388),(51 67.31448),(52 67.32966),(53 67.008),(54 66.96325),(55 66.47601),(56 66.04637),(57 65.3707),(58 65.49935),(59 65.425415),(60 65.37112),(61 64.985405),(62 64.222435),(63 64.38767),(64 63.540478),(65 62.990967),(66 63.146793),(67 63.011982),(68 62.7295),(69 61.954792),(70 61.939236),(71 62.724224),(72 61.656162),(73 61.40208),(74 60.606953),(75 60.23),(76 61.018116),(77 60.300354),(78 60.111336),(79 59.72513),
(1 38.08951),(2 45.744514),(3 51.17257),(4 53.3293),(5 55.29189),(6 56.51775),(7 57.32262),(8 58.96705),(9 59.467648),(10 60.005947),(11 60.311462),(12 61.72303),(13 62.570393),(14 63.277344),(15 63.700092),(16 63.25176),(17 63.80324),(18 63.839138),(19 63.41556),(20 63.845833),(21 64.429436),(22 65.32386),(23 65.748055),(24 65.24962),(25 65.838326),(26 65.951775),(27 66.67017),(28 66.181786),(29 65.81814),(30 66.1702),(31 66.528824),(32 66.74822),(33 66.741714),(34 67.0634),(35 66.68495),(36 67.26598),(37 67.65619),(38 67.35276),(39 68.041695),(40 67.90792),(41 67.93698),(42 68.62532),(43 68.48482),(44 68.65232),(45 68.744576),(46 68.94369),(47 69.105576),(48 68.6737),(49 69.423225),(50 70.0555),(51 69.65801),(52 69.00326),(53 68.69496),(54 68.740036),(55 68.76706),(56 69.05295),(57 68.2297),(58 68.38452),(59 67.30949),(60 66.73908),(61 66.79449),(62 66.0361),(63 65.25816),(64 64.62661),(65 65.05964),(66 64.555565),(67 63.61457),(68 63.683334),(69 63.066097),(70 63.29995),(71 63.65724),(72 62.875336),(73 62.187172),(74 62.09824),(75 61.351093),(76 61.1913),(77 60.833984),(78 60.64862),(79 60.797035),
(1 37.561337),(2 45.028915),(3 50.016464),(4 51.850887),(5 53.39568),(6 54.417664),(7 55.470863),(8 57.28783),(9 57.83895),(10 57.49526),(11 57.83047),(12 58.587395),(13 58.91138),(14 59.184223),(15 59.869324),(16 59.64178),(17 60.52444),(18 60.937294),(19 60.733852),(20 61.33559),(21 61.491734),(22 61.788174),(23 61.888752),(24 61.955254),(25 62.190228),(26 62.283672),(27 63.156208),(28 63.258743),(29 62.96883),(30 63.723534),(31 63.83314),(32 64.281876),(33 64.82332),(34 65.37982),(35 65.776596),(36 65.60014),(37 66.14803),(38 66.81315),(39 66.37306),(40 66.67221),(41 66.863625),(42 66.94157),(43 66.74389),(44 67.10004),(45 67.16755),(46 66.77667),(47 67.08639),(48 67.77847),(49 68.4631),(50 67.9256),(51 67.87203),(52 67.908394),(53 68.34539),(54 67.47564),(55 67.7721),(56 67.256256),(57 66.61089),(58 66.61497),(59 65.95616),(60 65.83919),(61 65.22712),(62 65.07681),(63 64.86759),(64 63.722797),(65 63.15616),(66 63.188564),(67 62.86839),(68 62.852486),(69 62.038445),(70 61.761993),(71 61.159508),(72 60.978176),(73 60.430206),(74 59.950283),(75 60.167793),(76 59.951538),(77 59.498604),(78 59.857937),(79 58.53237),
(1 37.90371),(2 45.368885),(3 49.19613),(4 51.78494),(5 52.512535),(6 54.115376),(7 54.494755),(8 56.3995),(9 57.350613),(10 57.79776),(11 58.63066),(12 58.751854),(13 59.86883),(14 60.534256),(15 61.045177),(16 61.103596),(17 62.168785),(18 62.02465),(19 62.707928),(20 62.943687),(21 63.113907),(22 63.662113),(23 63.65135),(24 63.592884),(25 64.28532),(26 64.46969),(27 64.72396),(28 64.348465),(29 64.11346),(30 64.99316),(31 64.42567),(32 64.6436),(33 64.79927),(34 65.77449),(35 66.07037),(36 65.62376),(37 66.26823),(38 66.73875),(39 66.71513),(40 67.30487),(41 66.83223),(42 66.7386),(43 67.517),(44 67.436195),(45 67.130554),(46 67.77272),(47 68.48394),(48 68.74884),(49 68.76656),(50 68.88662),(51 68.99418),(52 68.82632),(53 68.96067),(54 68.12938),(55 67.76664),(56 67.20399),(57 66.955864),(58 66.99006),(59 65.77872),(60 64.949524),(61 64.70007),(62 63.95896),(63 63.743275),(64 62.751183),(65 62.36334),(66 61.956352),(67 61.892776),(68 61.542343),(69 61.35457),(70 60.996048),(71 60.50836),(72 60.018513),(73 59.369366),(74 59.825283),(75 60.191742),(76 59.20595),(77 58.98259),(78 59.229034),(79 58.126427),
