1.5,2.5,3.5,4.5,5.5,6.5,7.5,8.5,9.5,10.5,11.5,12.5,13.5,14.5,15.5,16.5,17.5,18.5,19.5,20.5,21.5,22.5,23.5,24.5,25.5,26.5,27.5,28.5,29.5,30.5,31.5,32.5,33.5,34.5,35.5,36.5,37.5,38.5,39.5,40.5,41.5,42.5,43.5,44.5,45.5,46.5,47.5,48.5,49.5,50.5,51.5,52.5,53.5,54.5,55.5,56.5,57.5,58.5,59.5,60.5,61.5,62.5,63.5,64.5,65.5,66.5,67.5,68.5,69.5,70.5,71.5,72.5,73.5,74.5,75.5,76.5,77.5,78.5,79.5,80.5,81.5,82.5,83.5,84.5,85.5,86.5,87.5,88.5,89.5,90.5,91.5,92.5,93.5,94.5,95.5,96.5,97.5,98.5,99.5,100.5,101.5,102.5,103.5,104.5,105.5,106.5,107.5,108.5,109.5,110.5,111.5,112.5,113.5,114.5,115.5,116.5,117.5,118.5,119.5,120.5,121.5,122.5,123.5,124.5,125.5,126.5,127.5,128.5,129.5,130.5,131.5,132.5,133.5,134.5,135.5,136.5,137.5,138.5,139.5,140.5,141.5,142.5,143.5,144.5,145.5,146.5,147.5,148.5,149.5,150.5,151.5,152.5,153.5,154.5,155.5,156.5,157.5,158.5,159.5,160.5,161.5,162.5,163.5,164.5,165.5,166.5,167.5,168.5,169.5,170.5,171.5,172.5,173.5,174.5,175.5,176.5,177.5,178.5,179.5,180.5,181.5,182.5,183.5,184.5,185.5,186.5,187.5,188.5,189.5,190.5,191.5,192.5,193.5,194.5,195.5,196.5,197.5,198.5,199.5,200.5,201.5,202.5,203.5,204.5,205.5,206.5,207.5,208.5,209.5,210.5,211.5,212.5,213.5,214.5,215.5,216.5,217.5,218.5,219.5,220.5,221.5,222.5,223.5,224.5,225.5,226.5,227.5,228.5,229.5,230.5,231.5,232.5,233.5,234.5,235.5,236.5,237.5,238.5,239.5,240.5,241.5,242.5,243.5,244.5,245.5,246.5,247.5,248.5,249.5,250.5,251.5,252.5,253.5,254.5,255.5,256.5,257.5,258.5,259.5,260.5,261.5,262.5,263.5,264.5,265.5,266.5,267.5,268.5,269.5,270.5,271.5,272.5,273.5,274.5,275.5,276.5,277.5,278.5,279.5,280.5,281.5,282.5,283.5,284.5,285.5,286.5,287.5,288.5,289.5,290.5,291.5,292.5,293.5,294.5,295.5,296.5,297.5,298.5,299.5,300.5,301.5,302.5,303.5,304.5,305.5,306.5,307.5,308.5,309.5,310.5,311.5,312.5,313.5,314.5,315.5,316.5,317.5,318.5,319.5,320.5,321.5,322.5,323.5,324.5,325.5,326.5,327.5,328.5,329.5,330.5,331.5,332.5,333.5,334.5,335.5,336.5,337.5,338.5,339.5,340.5,341.5,342.5,343.5,344.5,345.5,346.5,347.5,348.5,349.5,350.5,351.5,352.5,353.5,354.5,355.5,356.5,357.5,358.5,359.5,360.5,361.5,362.5,363.5,364.5,365.5,366.5,367.5,368.5,369.5,370.5,371.5,372.5,373.5,374.5,375.5,376.5,377.5,378.5,379.5,380.5,381.5,382.5,383.5,384.5,385.5,386.5,387.5,388.5,389.5,390.5,391.5,392.5,393.5,394.5,395.5,396.5,397.5,398.5,399.5,400.5,401.5,402.5,403.5,404.5,405.5,406.5,407.5,408.5,409.5,410.5,411.5,412.5,413.5,414.5,415.5,416.5,417.5,418.5,419.5,420.5,421.5,422.5,423.5,424.5,425.5,426.5,427.5,428.5,429.5,430.5,431.5,432.5,433.5,434.5,435.5,436.5,437.5,438.5,439.5,440.5,441.5,442.5,443.5,444.5,445.5,446.5,447.5,448.5,449.5,450.5,451.5,452.5,453.5,454.5,455.5,456.5,457.5,458.5,459.5,460.5,461.5,462.5,463.5,464.5,465.5,466.5,467.5,468.5,469.5,470.5,471.5,472.5,473.5,474.5,475.5,476.5,477.5,478.5,479.5,480.5,481.5,482.5,483.5,484.5,485.5,486.5,487.5,488.5,489.5,490.5,491.5,492.5,493.5,494.5,495.5,496.5,497.5,498.5,499.5,
(1 76690.66),(2 95744.9),(3 79649.46),(4 177868.75),(5 214952.67),(6 194637.55),(7 373091.34),(8 455458.66),(9 494075.47),(10 618638),(11 699254.06),(12 735061),(13 854533.2),(14 926090.3),(15 975468.2),(16 1130615.1),(17 1238981.1),(18 1328382.6),(19 1493616.5),(20 1622970.6),(21 1703521),(22 1880635),(23 2003346.6),(24 2079502.6),(25 2251832.8),(26 2341640.3),(27 2398095.5),(28 2522905),(29 2569546.3),(30 2580517.3),(31 2713173.8),(32 2771675.3),(33 2831038.8),(34 2988170.8),(35 3090798),(36 3152736.8),(37 3362865.3),(38 3493060),(39 3604169),(40 3830513.3),(41 3998673.8),(42 4159090.8),(43 4435742.5),(44 4643945),(45 4832269.5),(46 5112370.5),(47 5340747.5),(48 5610278),(49 5957070),(50 6222931.5),(51 6508616),(52 6921814.5),(53 7022194.5),(54 7251874.5),(55 7594549.5),(56 7860425.5),(57 8108798.5),(58 8452159),(59 8709208),(60 8927563),(61 9274244),(62 9477505),(63 9744624),(64 10047738),(65 10258910),(66 10470845),(67 10786050),(68 11048595),(69 11289753),(70 11619648),(71 11872603),(72 12109248),(73 12409772),(74 12704303),(75 13001631),(76 13380561),(77 13705952),(78 14029228),(79 14277891),
(1 140.49272),(2 176.9298),(3 206.58759),(4 219.34178),(5 226.99335),(6 235.48502),(7 241.73592),(8 247.29086),(9 251.06458),(10 253.96658),(11 258.8069),(12 260.415),(13 265.0389),(14 268.4692),(15 270.69983),(16 272.7702),(17 274.06448),(18 276.80334),(19 280.02765),(20 281.09152),(21 280.99738),(22 280.33893),(23 279.02277),(24 280.4207),(25 281.09448),(26 279.82556),(27 281.6415),(28 280.09967),(29 283.57034),(30 283.57114),(31 282.26773),(32 278.6163),(33 282.9832),(34 280.89188),(35 284.818),(36 286.73578),(37 285.12152),(38 285.36975),(39 281.50278),(40 278.9566),(41 276.91647),(42 277.02127),(43 274.7642),(44 274.66263),(45 278.31525),(46 278.4744),(47 277.90442),(48 280.2669),(49 280.65918),(50 279.99332),(51 277.9922),(52 279.3227),(53 277.67197),(54 276.76062),(55 279.6996),(56 278.43457),(57 277.1217),(58 277.9176),(59 277.99194),(60 277.24506),(61 282.09265),(62 282.50803),(63 284.64627),(64 283.63474),(65 286.01776),(66 288.35367),(67 287.8684),(68 285.87747),(69 285.35062),(70 285.2244),(71 287.04306),(72 287.92926),(73 287.20267),(74 288.17288),(75 290.41055),(76 288.78076),(77 290.11984),(78 295.49002),(79 292.99164),
(1 135.30066),(2 174.8489),(3 201.23846),(4 214.35745),(5 222.75351),(6 229.44228),(7 234.31279),(8 238.67105),(9 242.133),(10 247.03716),(11 250.2823),(12 253.56564),(13 258.26898),(14 260.97867),(15 265.47223),(16 264.49704),(17 266.68573),(18 271.76477),(19 272.73203),(20 276.51727),(21 272.1156),(22 274.16342),(23 275.2009),(24 275.53397),(25 272.78516),(26 268.87335),(27 272.98456),(28 274.57538),(29 276.3381),(30 276.87646),(31 275.83435),(32 275.37384),(33 281.09235),(34 279.2625),(35 280.90292),(36 281.5117),(37 282.00293),(38 280.34732),(39 277.21265),(40 273.8817),(41 272.3026),(42 273.42822),(43 274.8745),(44 274.9316),(45 274.40387),(46 276.4528),(47 274.37003),(48 273.9783),(49 273.62366),(50 271.89105),(51 272.4652),(52 274.6826),(53 274.68256),(54 274.4272),(55 273.7752),(56 271.43176),(57 271.58255),(58 272.02017),(59 271.29172),(60 270.39215),(61 276.2312),(62 276.41214),(63 280.514),(64 279.19385),(65 280.6602),(66 282.3277),(67 281.58145),(68 283.70947),(69 284.88132),(70 285.27118),(71 284.27512),(72 285.30344),(73 286.59927),(74 286.918),(75 290.0591),(76 291.54218),(77 290.03415),(78 292.94678),(79 291.64236),
(1 134.15697),(2 171.27441),(3 195.47801),(4 207.65927),(5 216.31046),(6 223.77893),(7 228.36327),(8 231.37622),(9 236.29887),(10 240.69061),(11 243.5782),(12 246.27965),(13 249.1572),(14 253.3997),(15 258.2801),(16 259.73138),(17 263.70853),(18 266.62094),(19 273.90112),(20 275.83807),(21 275.3201),(22 276.6436),(23 275.0383),(24 277.65427),(25 277.42764),(26 274.789),(27 275.61957),(28 275.43765),(29 277.9521),(30 275.12558),(31 278.1862),(32 280.15106),(33 285.1522),(34 284.27206),(35 282.39703),(36 281.78784),(37 279.40958),(38 279.13528),(39 277.48392),(40 276.1734),(41 273.65265),(42 271.5109),(43 270.72986),(44 267.03015),(45 269.3001),(46 269.7035),(47 270.56937),(48 270.049),(49 274.01535),(50 271.63525),(51 270.97473),(52 274.10684),(53 273.74417),(54 274.1293),(55 275.39413),(56 274.5524),(57 273.41235),(58 275.2981),(59 272.85074),(60 271.03876),(61 272.799),(62 277.66467),(63 280.81207),(64 278.32434),(65 279.67508),(66 279.71948),(67 282.60822),(68 283.9517),(69 283.03268),(70 282.74643),(71 282.28757),(72 282.84232),(73 283.7443),(74 283.0023),(75 281.7648),(76 281.875),(77 282.5921),(78 285.503),(79 282.0959),
(1 131.51349),(2 168.17696),(3 195.10287),(4 206.5155),(5 215.12958),(6 221.2944),(7 225.41148),(8 227.11775),(9 229.64297),(10 232.97015),(11 236.7241),(12 239.16458),(13 241.9694),(14 243.72665),(15 245.35516),(16 247.93866),(17 251.85881),(18 257.81952),(19 261.4845),(20 261.954),(21 260.2707),(22 261.14996),(23 262.75357),(24 265.82086),(25 266.80527),(26 266.0481),(27 267.06302),(28 269.28564),(29 267.85654),(30 267.98538),(31 267.0145),(32 267.0841),(33 269.40808),(34 270.50974),(35 269.88483),(36 269.48206),(37 268.37646),(38 265.55386),(39 264.16183),(40 263.71628),(41 261.59027),(42 263.17603),(43 264.97675),(44 264.6375),(45 264.243),(46 263.5537),(47 260.36237),(48 262.1912),(49 265.14856),(50 264.88312),(51 263.5115),(52 264.1428),(53 262.14633),(54 259.74747),(55 260.35538),(56 260.93332),(57 261.5362),(58 259.3135),(59 260.62323),(60 256.09323),(61 256.42096),(62 260.42685),(63 265.4637),(64 263.34277),(65 265.27777),(66 265.9479),(67 268.02335),(68 267.82465),(69 266.84183),(70 265.6212),(71 265.40097),(72 266.75418),(73 266.164),(74 267.6602),(75 268.70645),(76 267.01157),(77 264.67426),(78 267.55264),(79 269.05704),
(1 132.83253),(2 169.95026),(3 195.0055),(4 207.01805),(5 214.12262),(6 219.66122),(7 224.93443),(8 226.80334),(9 230.32855),(10 231.36893),(11 236.34811),(12 239.56087),(13 243.16992),(14 247.23021),(15 247.90991),(16 250.56445),(17 254.04573),(18 258.1352),(19 259.6362),(20 261.1743),(21 261.44687),(22 263.44543),(23 263.60464),(24 267.53244),(25 269.73364),(26 273.39487),(27 273.90472),(28 273.4503),(29 275.18155),(30 271.11884),(31 269.9365),(32 272.21918),(33 270.42712),(34 270.19766),(35 267.00162),(36 264.3928),(37 263.44174),(38 262.80215),(39 260.69012),(40 259.33954),(41 260.27917),(42 260.81302),(43 261.5673),(44 259.1932),(45 264.31714),(46 267.4961),(47 263.72955),(48 263.86578),(49 263.2228),(50 261.98816),(51 259.91138),(52 259.93365),(53 257.27557),(54 256.84665),(55 257.2739),(56 258.49902),(57 258.2755),(58 258.3219),(59 260.31506),(60 259.17337),(61 259.80194),(62 261.25848),(63 262.63043),(64 262.48883),(65 263.24777),(66 264.4374),(67 264.9824),(68 263.63113),(69 259.96252),(70 259.1242),(71 258.31546),(72 261.96323),(73 261.55942),(74 266.3912),(75 265.24365),(76 264.88766),(77 262.87784),(78 264.89426),(79 264.57333),
(1 130.7612),(2 167.40509),(3 195.0999),(4 206.8092),(5 214.54234),(6 220.62102),(7 226.939),(8 227.97679),(9 231.58543),(10 236.26222),(11 239.48714),(12 241.52599),(13 245.57635),(14 248.2661),(15 250.01787),(16 252.33354),(17 255.81326),(18 258.46463),(19 258.39923),(20 259.1985),(21 257.10754),(22 257.23843),(23 257.55945),(24 259.15918),(25 261.13104),(26 260.94608),(27 262.85226),(28 264.09546),(29 264.1713),(30 263.94336),(31 262.79092),(32 265.66138),(33 267.1849),(34 267.25537),(35 265.43655),(36 266.20764),(37 267.40732),(38 267.3823),(39 268.67276),(40 269.67523),(41 269.81314),(42 269.71976),(43 271.036),(44 267.8917),(45 269.27252),(46 270.208),(47 264.95618),(48 265.17453),(49 263.654),(50 259.40964),(51 257.82587),(52 257.9266),(53 256.60025),(54 256.34335),(55 257.5899),(56 256.6312),(57 255.49477),(58 253.87021),(59 256.4997),(60 256.30872),(61 254.98277),(62 256.01987),(63 259.37424),(64 256.88928),(65 259.13907),(66 260.22043),(67 259.67892),(68 260.57397),(69 259.6067),(70 261.20444),(71 261.972),(72 263.0499),(73 262.75046),(74 265.06348),(75 265.1746),(76 263.5021),(77 264.6333),(78 265.77112),(79 265.85745),
(1 129.87077),(2 167.32494),(3 190.54701),(4 201.42355),(5 206.77719),(6 212.43353),(7 218.67412),(8 223.85959),(9 226.35388),(10 229.63104),(11 234.67635),(12 236.22104),(13 240.33983),(14 244.0672),(15 248.22112),(16 246.62112),(17 252.70212),(18 254.51543),(19 256.38406),(20 256.67877),(21 255.20477),(22 257.53262),(23 257.09555),(24 259.85724),(25 262.01764),(26 262.43445),(27 264.12515),(28 260.63724),(29 264.7746),(30 266.8995),(31 268.03928),(32 268.2329),(33 271.57144),(34 272.46375),(35 270.084),(36 266.95963),(37 264.88937),(38 264.38998),(39 266.02582),(40 268.1148),(41 265.6379),(42 270.31183),(43 269.74606),(44 267.25388),(45 263.52658),(46 264.7668),(47 263.36118),(48 262.9832),(49 260.50006),(50 255.77632),(51 250.97563),(52 253.1834),(53 253.57153),(54 255.06308),(55 252.65169),(56 253.19519),(57 255.12077),(58 255.04636),(59 254.55476),(60 253.81174),(61 253.05583),(62 251.84131),(63 253.47893),(64 253.16072),(65 254.7756),(66 256.39536),(67 258.0007),(68 256.3121),(69 255.73434),(70 254.63472),(71 256.12695),(72 256.38177),(73 258.7117),(74 259.16693),(75 259.1086),(76 258.36868),(77 258.70505),(78 263.10245),(79 260.06824),
(1 125.951225),(2 162.16054),(3 187.55602),(4 197.4704),(5 205.64098),(6 209.9369),(7 213.89893),(8 216.43126),(9 219.57149),(10 221.05214),(11 225.56941),(12 228.0121),(13 229.86194),(14 235.80923),(15 237.0568),(16 238.21727),(17 240.0605),(18 242.16428),(19 246.28029),(20 246.17874),(21 247.73956),(22 249.68825),(23 250.40033),(24 250.27397),(25 251.26134),(26 252.28424),(27 253.32333),(28 255.5068),(29 258.94928),(30 260.95187),(31 261.46338),(32 261.32138),(33 266.8251),(34 264.8724),(35 261.15103),(36 263.55972),(37 261.8475),(38 260.7904),(39 260.20502),(40 262.7231),(41 261.58725),(42 263.38965),(43 261.18854),(44 260.0543),(45 257.33118),(46 255.89793),(47 251.1429),(48 252.23026),(49 250.51869),(50 250.89001),(51 246.05084),(52 246.98354),(53 245.66351),(54 246.71527),(55 248.9847),(56 251.22092),(57 250.4341),(58 252.33432),(59 253.50923),(60 254.6479),(61 252.64346),(62 253.97482),(63 255.41045),(64 255.63312),(65 255.23782),(66 256.50934),(67 255.33423),(68 253.78416),(69 251.59207),(70 254.37619),(71 252.97011),(72 254.39993),(73 254.67903),(74 257.23804),(75 256.10477),(76 255.85054),(77 256.10376),(78 256.7291),(79 255.29555),
(1 124.14941),(2 156.7595),(3 178.37355),(4 191.37242),(5 196.54063),(6 204.15932),(7 209.09628),(8 213.50957),(9 215.48311),(10 219.95499),(11 221.89874),(12 224.31805),(13 227.13586),(14 232.00446),(15 233.09334),(16 234.06169),(17 235.35918),(18 236.88495),(19 239.74002),(20 243.56628),(21 244.19905),(22 245.15439),(23 246.67052),(24 248.62646),(25 250.86514),(26 251.50003),(27 253.10823),(28 253.09782),(29 255.98778),(30 255.63506),(31 257.47733),(32 256.95108),(33 256.0963),(34 253.9302),(35 251.66946),(36 252.36865),(37 251.06885),(38 250.44147),(39 252.17441),(40 251.69714),(41 249.86292),(42 250.82234),(43 249.64969),(44 247.04764),(45 247.52519),(46 247.26402),(47 245.9285),(48 245.39874),(49 244.25842),(50 242.80252),(51 241.24182),(52 241.64917),(53 240.99654),(54 240.94972),(55 244.99203),(56 246.4894),(57 246.06325),(58 245.98471),(59 243.28166),(60 243.65167),(61 244.25017),(62 247.14082),(63 249.31181),(64 248.77003),(65 251.07915),(66 253.11809),(67 253.2396),(68 251.78549),(69 251.00232),(70 251.09189),(71 249.2425),(72 248.52573),(73 247.42711),(74 251.35028),(75 249.0513),(76 247.71011),(77 250.6781),(78 250.86212),(79 251.72891),
(1 123.7261),(2 156.10727),(3 179.31152),(4 189.8751),(5 195.72586),(6 202.92575),(7 207.04526),(8 211.27551),(9 214.61504),(10 218.64548),(11 219.41841),(12 220.904),(13 221.382),(14 224.74785),(15 228.51518),(16 229.8805),(17 232.95969),(18 235.62704),(19 237.03098),(20 236.40518),(21 237.01047),(22 241.22823),(23 243.99031),(24 243.86563),(25 244.67668),(26 247.26213),(27 246.96968),(28 252.19803),(29 254.36137),(30 251.8689),(31 252.96045),(32 255.33554),(33 256.99426),(34 257.2242),(35 256.8158),(36 256.21826),(37 256.1469),(38 253.281),(39 252.62798),(40 252.85995),(41 253.73892),(42 254.5791),(43 253.0604),(44 250.98286),(45 252.3634),(46 250.53963),(47 248.05594),(48 249.29675),(49 247.32849),(50 243.81136),(51 243.92929),(52 244.28122),(53 248.44258),(54 246.40451),(55 247.73982),(56 247.20662),(57 247.3143),(58 243.01787),(59 242.94609),(60 241.92514),(61 242.58952),(62 243.06259),(63 244.91121),(64 242.75504),(65 245.71089),(66 247.2583),(67 247.26314),(68 247.50644),(69 247.14262),(70 244.85991),(71 246.67911),(72 245.91231),(73 247.2386),(74 248.2181),(75 245.72763),(76 245.31528),(77 246.31216),(78 250.7292),(79 251.35739),
(1 121.825165),(2 153.28606),(3 175.08693),(4 188.46045),(5 196.0972),(6 202.39383),(7 204.56876),(8 204.86403),(9 206.3908),(10 209.36555),(11 213.0257),(12 214.85492),(13 218.24634),(14 220.57341),(15 221.81567),(16 221.28442),(17 226.85374),(18 231.70255),(19 234.25926),(20 235.30458),(21 236.92558),(22 237.51674),(23 237.75299),(24 238.43471),(25 239.42139),(26 241.65411),(27 240.88759),(28 246.2982),(29 250.76576),(30 250.98972),(31 249.95825),(32 251.62189),(33 251.4415),(34 251.80318),(35 248.92162),(36 246.43295),(37 246.86145),(38 244.7033),(39 244.12083),(40 243.6382),(41 242.68254),(42 244.1135),(43 243.50375),(44 243.64749),(45 242.70642),(46 241.20515),(47 238.65536),(48 240.02061),(49 236.64816),(50 235.01329),(51 234.24232),(52 233.07953),(53 234.21068),(54 235.32314),(55 236.04257),(56 236.83882),(57 234.68109),(58 233.9148),(59 236.73372),(60 234.54729),(61 235.0897),(62 235.22954),(63 238.01154),(64 237.3005),(65 239.89912),(66 240.08858),(67 242.06195),(68 242.43459),(69 242.15042),(70 242.52104),(71 245.9447),(72 245.7988),(73 247.39224),(74 248.83221),(75 250.2272),(76 253.88557),(77 254.60678),(78 256.59418),(79 255.61682),
(1 119.00971),(2 150.82574),(3 174.82892),(4 188.06586),(5 195.05745),(6 199.2505),(7 203.27155),(8 203.10464),(9 204.30394),(10 205.78731),(11 208.79439),(12 212.90367),(13 215.25665),(14 219.35426),(15 220.23676),(16 221.27713),(17 222.78862),(18 225.6342),(19 225.90916),(20 229.98726),(21 228.81068),(22 227.57495),(23 225.89172),(24 229.92409),(25 231.11508),(26 235.67032),(27 235.61732),(28 239.78027),(29 241.84264),(30 239.72765),(31 242.52396),(32 241.56355),(33 241.11443),(34 240.28815),(35 238.7502),(36 236.61696),(37 236.19449),(38 235.11339),(39 233.73793),(40 233.5364),(41 233.29692),(42 233.82767),(43 236.87576),(44 235.96756),(45 235.0458),(46 234.61777),(47 231.88927),(48 232.0813),(49 232.38187),(50 231.12552),(51 230.58015),(52 231.58258),(53 231.8854),(54 232.23543),(55 234.11803),(56 234.32104),(57 233.06526),(58 233.2696),(59 231.22133),(60 232.01443),(61 233.46326),(62 232.91391),(63 234.80449),(64 236.37001),(65 234.32646),(66 237.60684),(67 239.26991),(68 239.87999),(69 240.25462),(70 239.34802),(71 241.56178),(72 241.28264),(73 241.24144),(74 244.35307),(75 245.84912),(76 249.22705),(77 248.58257),(78 250.84023),(79 251.03044),
(1 117.58821),(2 149.2638),(3 170.59056),(4 183.75952),(5 192.82034),(6 197.35431),(7 202.1947),(8 204.23273),(9 204.54724),(10 207.80591),(11 209.24619),(12 211.80824),(13 216.74673),(14 219.01932),(15 219.444),(16 222.91422),(17 225.04828),(18 228.9702),(19 229.06651),(20 230.40321),(21 229.68878),(22 229.33112),(23 232.23462),(24 232.05777),(25 233.6507),(26 235.66068),(27 231.7234),(28 232.99179),(29 233.29443),(30 233.291),(31 234.68332),(32 232.28784),(33 235.84776),(34 236.43608),(35 235.83678),(36 234.72078),(37 234.04079),(38 233.35437),(39 229.98856),(40 228.81796),(41 229.23006),(42 228.55156),(43 229.28485),(44 228.94368),(45 226.85863),(46 228.37766),(47 227.15161),(48 227.51662),(49 226.7929),(50 225.6596),(51 224.68767),(52 224.37103),(53 229.21771),(54 227.7579),(55 229.977),(56 231.60577),(57 233.85307),(58 233.4305),(59 233.32133),(60 234.75966),(61 237.27098),(62 236.57912),(63 239.59604),(64 240.32648),(65 242.19388),(66 242.49425),(67 243.73232),(68 244.61066),(69 248.69086),(70 247.00626),(71 249.37196),(72 250.70068),(73 249.52147),(74 252.20892),(75 252.27623),(76 252.60808),(77 252.07158),(78 253.04576),(79 254.99527),
(1 116.12911),(2 148.12698),(3 171.33957),(4 180.71692),(5 188.04794),(6 193.37784),(7 197.11198),(8 199.73412),(9 200.72379),(10 203.92708),(11 208.62488),(12 208.76479),(13 212.64578),(14 216.67897),(15 216.27563),(16 217.17615),(17 219.55466),(18 221.44879),(19 222.95143),(20 224.0984),(21 226.45088),(22 229.47389),(23 231.5379),(24 233.1311),(25 233.63658),(26 234.32045),(27 231.3043),(28 231.55199),(29 232.13065),(30 230.66331),(31 230.6909),(32 231.48138),(33 233.34189),(34 234.25583),(35 234.88315),(36 234.93709),(37 233.36876),(38 234.38025),(39 232.90384),(40 232.50998),(41 229.80753),(42 229.91414),(43 229.144),(44 227.53403),(45 227.9804),(46 228.1565),(47 226.97298),(48 228.81848),(49 229.40675),(50 229.40611),(51 230.41049),(52 231.09975),(53 231.0382),(54 229.56163),(55 231.17937),(56 229.03549),(57 231.41524),(58 233.87495),(59 229.71492),(60 228.86623),(61 228.74428),(62 230.6217),(63 231.89964),(64 235.39523),(65 239.57741),(66 239.75325),(67 239.91087),(68 242.50134),(69 245.66272),(70 246.84819),(71 249.2108),(72 247.72157),(73 248.2081),(74 250.29854),(75 252.51208),(76 251.96309),(77 250.24467),(78 253.1311),(79 251.5787),
(1 116.283),(2 146.94708),(3 168.84677),(4 179.36813),(5 187.79337),(6 192.99634),(7 195.7175),(8 199.16075),(9 202.46529),(10 204.59254),(11 205.58653),(12 207.5085),(13 208.92801),(14 211.61014),(15 214.26016),(16 213.52467),(17 217.32883),(18 219.90297),(19 220.15747),(20 221.29362),(21 224.22641),(22 228.87534),(23 229.95209),(24 229.71474),(25 229.0298),(26 230.46692),(27 228.79247),(28 228.87685),(29 229.37143),(30 227.74507),(31 229.41512),(32 228.89043),(33 231.23447),(34 231.65475),(35 231.24586),(36 230.29942),(37 232.64708),(38 232.33838),(39 230.15645),(40 227.91504),(41 227.52654),(42 229.17934),(43 228.34834),(44 226.12982),(45 224.22972),(46 224.05376),(47 223.20358),(48 221.58974),(49 221.2137),(50 222.06789),(51 220.0371),(52 218.41963),(53 215.4069),(54 214.75755),(55 216.84161),(56 215.9636),(57 221.23991),(58 220.73897),(59 222.335),(60 220.56308),(61 221.61296),(62 223.37262),(63 224.73897),(64 225.7873),(65 225.86234),(66 227.70724),(67 228.97508),(68 230.96365),(69 231.35925),(70 233.55328),(71 236.68875),(72 236.46764),(73 235.80551),(74 238.5997),(75 241.01982),(76 238.78812),(77 236.42583),(78 238.32976),(79 237.14014),
(1 113.83037),(2 143.96242),(3 165.6752),(4 176.28676),(5 183.50642),(6 188.36818),(7 195.2813),(8 196.98087),(9 197.43082),(10 200.52654),(11 201.2723),(12 202.36809),(13 204.2487),(14 207.48949),(15 210.1377),(16 212.00201),(17 214.76099),(18 217.83138),(19 217.7175),(20 218.79897),(21 219.6096),(22 219.41399),(23 220.28775),(24 219.49687),(25 220.05806),(26 219.51389),(27 219.30907),(28 217.94379),(29 220.30925),(30 219.15865),(31 219.44943),(32 218.78824),(33 219.79095),(34 218.8161),(35 218.07024),(36 217.45886),(37 216.77618),(38 215.89285),(39 213.40308),(40 213.63809),(41 213.47694),(42 214.02399),(43 213.49973),(44 215.28967),(45 216.1224),(46 217.20721),(47 217.57613),(48 217.05965),(49 218.4566),(50 218.69093),(51 216.5543),(52 217.2542),(53 216.41739),(54 215.46861),(55 213.48926),(56 215.22423),(57 214.86348),(58 214.53992),(59 215.93689),(60 214.66512),(61 214.7414),(62 215.15237),(63 219.33107),(64 220.9071),(65 219.0816),(66 217.25307),(67 220.05573),(68 223.29312),(69 222.26086),(70 223.1472),(71 225.74924),(72 226.58356),(73 228.22552),(74 228.73187),(75 230.34363),(76 231.61084),(77 231.2577),(78 231.55635),(79 230.96701),
(1 112.44544),(2 142.8264),(3 162.25897),(4 172.42575),(5 179.07451),(6 184.13878),(7 188.69058),(8 192.42252),(9 195.40445),(10 198.54425),(11 201.71643),(12 204.96768),(13 208.02002),(14 211.25656),(15 212.64857),(16 215.73695),(17 217.7522),(18 221.24385),(19 221.74532),(20 223.79352),(21 223.9466),(22 225.94872),(23 228.13335),(24 228.20563),(25 226.82535),(26 227.31654),(27 230.12163),(28 228.29024),(29 227.00989),(30 229.04225),(31 229.54605),(32 230.03748),(33 232.3479),(34 232.03145),(35 231.41426),(36 230.1054),(37 229.95683),(38 229.891),(39 226.87102),(40 226.28636),(41 226.33257),(42 226.71135),(43 225.98828),(44 224.04393),(45 222.69934),(46 221.36307),(47 222.69577),(48 221.4036),(49 222.7768),(50 221.52226),(51 221.71144),(52 222.90463),(53 219.23596),(54 219.21251),(55 220.1514),(56 221.66006),(57 221.76006),(58 221.43024),(59 220.61798),(60 217.72194),(61 218.26001),(62 217.03038),(63 217.10788),(64 219.04013),(65 220.68011),(66 221.86053),(67 221.32056),(68 221.76387),(69 221.66344),(70 221.75198),(71 222.92532),(72 223.33133),(73 226.8465),(74 230.29875),(75 230.23753),(76 230.94777),(77 232.22372),(78 235.83652),(79 235.22478),
(1 110.74975),(2 141.58063),(3 161.66267),(4 172.22792),(5 177.2634),(6 181.83331),(7 185.72287),(8 188.34978),(9 190.94557),(10 193.31355),(11 196.4007),(12 198.33144),(13 200.60094),(14 204.2104),(15 208.45233),(16 207.30719),(17 209.75401),(18 212.2959),(19 213.40076),(20 212.915),(21 211.29337),(22 214.24672),(23 215.27698),(24 217.02975),(25 215.53314),(26 216.57285),(27 216.40584),(28 215.48912),(29 215.00432),(30 214.38081),(31 214.49756),(32 214.22574),(33 218.17242),(34 216.12404),(35 217.44751),(36 217.63695),(37 217.5763),(38 216.89893),(39 213.56134),(40 215.92415),(41 213.83633),(42 212.94492),(43 213.52802),(44 211.55382),(45 210.96477),(46 211.06245),(47 209.35217),(48 211.01534),(49 211.27936),(50 210.39854),(51 208.36813),(52 211.08293),(53 209.14854),(54 210.74594),(55 212.10733),(56 212.25058),(57 210.19815),(58 210.71059),(59 209.32176),(60 208.67221),(61 209.35925),(62 209.44785),(63 211.07759),(64 210.7702),(65 212.34816),(66 213.4952),(67 214.72008),(68 215.47398),(69 215.63782),(70 216.36557),(71 218.39009),(72 218.23253),(73 217.63887),(74 220.77414),(75 219.55734),(76 218.68822),(77 219.84056),(78 221.47586),(79 220.15762),
