1.5,2.5,3.5,4.5,5.5,6.5,7.5,8.5,9.5,10.5,11.5,12.5,13.5,14.5,15.5,16.5,17.5,18.5,19.5,20.5,21.5,22.5,23.5,24.5,25.5,26.5,27.5,28.5,29.5,30.5,31.5,32.5,33.5,34.5,35.5,36.5,37.5,38.5,39.5,40.5,41.5,42.5,43.5,44.5,45.5,46.5,47.5,48.5,49.5,50.5,51.5,52.5,53.5,54.5,55.5,56.5,57.5,58.5,59.5,60.5,61.5,62.5,63.5,64.5,65.5,66.5,67.5,68.5,69.5,70.5,71.5,72.5,73.5,74.5,75.5,76.5,77.5,78.5,79.5,80.5,81.5,82.5,83.5,84.5,85.5,86.5,87.5,88.5,89.5,90.5,91.5,92.5,93.5,94.5,95.5,96.5,97.5,98.5,99.5,100.5,101.5,102.5,103.5,104.5,105.5,106.5,107.5,108.5,109.5,110.5,111.5,112.5,113.5,114.5,115.5,116.5,117.5,118.5,119.5,120.5,121.5,122.5,123.5,124.5,125.5,126.5,127.5,128.5,129.5,130.5,131.5,132.5,133.5,134.5,135.5,136.5,137.5,138.5,139.5,140.5,141.5,142.5,143.5,144.5,145.5,146.5,147.5,148.5,149.5,150.5,151.5,152.5,153.5,154.5,155.5,156.5,157.5,158.5,159.5,160.5,161.5,162.5,163.5,164.5,165.5,166.5,167.5,168.5,169.5,170.5,171.5,172.5,173.5,174.5,175.5,176.5,177.5,178.5,179.5,180.5,181.5,182.5,183.5,184.5,185.5,186.5,187.5,188.5,189.5,190.5,191.5,192.5,193.5,194.5,195.5,196.5,197.5,198.5,199.5,200.5,201.5,202.5,203.5,204.5,205.5,206.5,207.5,208.5,209.5,210.5,211.5,212.5,213.5,214.5,215.5,216.5,217.5,218.5,219.5,220.5,221.5,222.5,223.5,224.5,225.5,226.5,227.5,228.5,229.5,230.5,231.5,232.5,233.5,234.5,235.5,236.5,237.5,238.5,239.5,240.5,241.5,242.5,243.5,244.5,245.5,246.5,247.5,248.5,249.5,250.5,251.5,252.5,253.5,254.5,255.5,256.5,257.5,258.5,259.5,260.5,261.5,262.5,263.5,264.5,265.5,266.5,267.5,268.5,269.5,270.5,271.5,272.5,273.5,274.5,275.5,276.5,277.5,278.5,279.5,280.5,281.5,282.5,283.5,284.5,285.5,286.5,287.5,288.5,289.5,290.5,291.5,292.5,293.5,294.5,295.5,296.5,297.5,298.5,299.5,300.5,301.5,302.5,303.5,304.5,305.5,306.5,307.5,308.5,309.5,310.5,311.5,312.5,313.5,314.5,315.5,316.5,317.5,318.5,319.5,320.5,321.5,322.5,323.5,324.5,325.5,326.5,327.5,328.5,329.5,330.5,331.5,332.5,333.5,334.5,335.5,336.5,337.5,338.5,339.5,340.5,341.5,342.5,343.5,344.5,345.5,346.5,347.5,348.5,349.5,350.5,351.5,352.5,353.5,354.5,355.5,356.5,357.5,358.5,359.5,360.5,361.5,362.5,363.5,364.5,365.5,366.5,367.5,368.5,369.5,370.5,371.5,372.5,373.5,374.5,375.5,376.5,377.5,378.5,379.5,380.5,381.5,382.5,383.5,384.5,385.5,386.5,387.5,388.5,389.5,390.5,391.5,392.5,393.5,394.5,395.5,396.5,397.5,398.5,399.5,400.5,401.5,402.5,403.5,404.5,405.5,406.5,407.5,408.5,409.5,410.5,411.5,412.5,413.5,414.5,415.5,416.5,417.5,418.5,419.5,420.5,421.5,422.5,423.5,424.5,425.5,426.5,427.5,428.5,429.5,430.5,431.5,432.5,433.5,434.5,435.5,436.5,437.5,438.5,439.5,440.5,441.5,442.5,443.5,444.5,445.5,446.5,447.5,448.5,449.5,450.5,451.5,452.5,453.5,454.5,455.5,456.5,457.5,458.5,459.5,460.5,461.5,462.5,463.5,464.5,465.5,466.5,467.5,468.5,469.5,470.5,471.5,472.5,473.5,474.5,475.5,476.5,477.5,478.5,479.5,480.5,481.5,482.5,483.5,484.5,485.5,486.5,487.5,488.5,489.5,490.5,491.5,492.5,493.5,494.5,495.5,496.5,497.5,498.5,499.5,
(1 1470166.4),(2 1670623.1),(3 545811.6),(4 2241146),(5 2622938.8),(6 1570018.6),(7 3263461.3),(8 3768659.3),(9 2870363.3),(10 4408740.5),(11 4980217.5),(12 4202848.5),(13 5655276),(14 6226492),(15 5420386),(16 6855815.5),(17 7361890.5),(18 6592413.5),(19 7787273.5),(20 8232952.5),(21 7237159.5),(22 8232480),(23 8565133),(24 7502405.5),(25 8258808),(26 8543644),(27 7524649.5),(28 8218038.5),(29 8611129),(30 7733113.5),(31 8584483),(32 9135812),(33 8704915),(34 9527925),(35 10249145),(36 9988683),(37 10880884),(38 11760467),(39 11715085),(40 12701293),(41 13711551),(42 13790712),(43 14715293),(44 15541085),(45 15396841),(46 15962120),(47 16566717),(48 16556672),(49 16989018),(50 17559682),(51 17365134),(52 17869224),(53 18510472),(54 18270950),(55 18805756),(56 19384944),(57 19063162),(58 19803854),(59 20509426),(60 20329218),(61 21341146),(62 22283994),(63 22751702),(64 23635704),(65 24761606),(66 25030310),(67 26352656),(68 27723310),(69 27961968),(70 29271878),(71 30453798),(72 30970414),(73 32213198),(74 33401102),(75 33743372),(76 34617710),(77 35695350),(78 36209116),(79 37155612),
(1 59.591526),(2 69.861855),(3 75.09313),(4 79.395515),(5 81.53847),(6 83.74287),(7 86.30411),(8 88.3865),(9 90.28218),(10 92.111275),(11 93.11357),(12 93.88506),(13 95.271255),(14 95.88368),(15 95.9886),(16 98.10801),(17 98.95928),(18 100.66479),(19 101.645256),(20 102.1315),(21 102.644196),(22 103.56012),(23 103.451324),(24 103.822525),(25 103.56936),(26 104.19284),(27 101.15975),(28 101.2466),(29 101.17289),(30 100.11602),(31 100.723854),(32 100.72676),(33 101.55134),(34 100.439224),(35 101.448425),(36 101.83192),(37 102.33025),(38 102.31919),(39 101.66449),(40 101.63246),(41 101.01956),(42 102.04766),(43 102.361694),(44 101.02074),(45 100.79963),(46 102.167015),(47 101.61062),(48 102.30878),(49 103.39558),(50 103.41832),(51 103.47051),(52 104.02498),(53 103.15007),(54 103.20389),(55 103.20736),(56 102.84443),(57 102.445946),(58 103.16232),(59 102.31433),(60 102.18111),(61 101.93221),(62 101.94979),(63 101.48209),(64 101.16727),(65 102.023674),(66 101.689606),(67 102.14122),(68 102.484505),(69 102.07408),(70 101.890526),(71 102.1067),(72 102.76294),(73 103.20398),(74 103.33297),(75 102.1524),(76 102.70554),(77 103.306206),(78 104.85301),(79 104.554),
(1 58.986626),(2 68.36893),(3 73.30163),(4 77.7685),(5 79.6146),(6 81.96661),(7 83.201),(8 85.63667),(9 86.861755),(10 87.671074),(11 88.38238),(12 89.56693),(13 91.11312),(14 92.68116),(15 92.79257),(16 94.110344),(17 94.98779),(18 96.0639),(19 97.519714),(20 98.10415),(21 97.753494),(22 97.92442),(23 98.24492),(24 98.09386),(25 98.60342),(26 99.14201),(27 96.855606),(28 97.22924),(29 97.485146),(30 96.932594),(31 96.98532),(32 96.83219),(33 97.50336),(34 97.23156),(35 98.50181),(36 98.43584),(37 98.9631),(38 99.711464),(39 98.10268),(40 98.86183),(41 99.1016),(42 98.54354),(43 98.460236),(44 98.12865),(45 98.37561),(46 98.57725),(47 97.989685),(48 98.66767),(49 100.04282),(50 99.36843),(51 97.63564),(52 98.38334),(53 100.19286),(54 100.00661),(55 99.72232),(56 98.78414),(57 99.005936),(58 99.16386),(59 98.80951),(60 98.367386),(61 97.88193),(62 97.99311),(63 96.8981),(64 96.259094),(65 97.30907),(66 97.446754),(67 97.22351),(68 98.203255),(69 98.217636),(70 97.581825),(71 98.52345),(72 99.439316),(73 100.07421),(74 99.67681),(75 99.22953),(76 100.191124),(77 100.45187),(78 100.76667),(79 101.18339),
(1 57.51587),(2 67.74729),(3 72.5303),(4 76.986244),(5 79.57814),(6 81.35136),(7 82.9004),(8 85.220184),(9 86.67369),(10 88.02386),(11 89.49337),(12 90.34123),(13 90.572495),(14 92.19941),(15 91.08586),(16 92.22072),(17 93.42178),(18 94.76194),(19 96.27263),(20 96.32936),(21 97.15956),(22 97.17867),(23 98.45801),(24 97.94874),(25 99.71597),(26 99.515396),(27 98.06985),(28 97.89974),(29 97.66076),(30 97.2086),(31 96.749306),(32 96.39688),(33 96.929634),(34 97.10751),(35 95.81603),(36 97.006485),(37 97.67162),(38 97.684845),(39 96.35279),(40 96.65536),(41 97.02661),(42 96.45691),(43 96.53566),(44 97.12219),(45 96.436165),(46 96.91238),(47 96.27178),(48 97.28077),(49 96.86688),(50 97.31392),(51 97.15075),(52 96.67421),(53 97.07238),(54 96.832115),(55 97.46605),(56 97.09851),(57 97.527664),(58 96.2992),(59 96.77537),(60 96.98847),(61 97.0646),(62 96.19605),(63 95.73901),(64 95.91246),(65 95.55867),(66 96.122475),(67 96.847725),(68 97.563324),(69 96.31178),(70 97.58659),(71 98.386826),(72 99.416466),(73 100.25289),(74 100.38936),(75 100.83023),(76 100.99116),(77 102.66342),(78 102.72114),(79 104.10152),
(1 58.196945),(2 67.827415),(3 72.28489),(4 76.54209),(5 78.15312),(6 80.11386),(7 82.49841),(8 83.23508),(9 85.72575),(10 87.55182),(11 87.68576),(12 88.351974),(13 90.2233),(14 91.69918),(15 91.46829),(16 93.05264),(17 94.79083),(18 94.88616),(19 94.92482),(20 96.95344),(21 97.03024),(22 97.50687),(23 97.968346),(24 97.188576),(25 98.507484),(26 98.75586),(27 97.33931),(28 97.21234),(29 98.3429),(30 97.0278),(31 96.46062),(32 96.32424),(33 96.61372),(34 96.99795),(35 96.65341),(36 97.72761),(37 98.51009),(38 98.98785),(39 98.283554),(40 97.660904),(41 97.71979),(42 98.80764),(43 98.19154),(44 98.547134),(45 98.582726),(46 98.44424),(47 98.44241),(48 97.80709),(49 98.63095),(50 99.3159),(51 99.20912),(52 99.03734),(53 99.30114),(54 98.69205),(55 98.95267),(56 98.63207),(57 98.766716),(58 97.56306),(59 96.95377),(60 97.11334),(61 97.5324),(62 97.56555),(63 96.534),(64 96.11096),(65 96.34685),(66 96.35163),(67 96.654625),(68 97.04549),(69 96.65872),(70 96.65606),(71 96.800156),(72 96.93296),(73 97.026184),(74 97.67145),(75 96.827774),(76 97.58969),(77 98.56561),(78 98.723366),(79 98.60422),
(1 56.837578),(2 66.43376),(3 71.24602),(4 76.04939),(5 78.26573),(6 81.00939),(7 82.475075),(8 84.167885),(9 86.15429),(10 86.73917),(11 87.60267),(12 88.663795),(13 90.387596),(14 90.90853),(15 90.9728),(16 92.97284),(17 93.59183),(18 95.26078),(19 95.34032),(20 95.26404),(21 96.815315),(22 96.9126),(23 97.383026),(24 98.14319),(25 98.09694),(26 98.55808),(27 95.61696),(28 95.807495),(29 96.025024),(30 95.012146),(31 95.33111),(32 95.67461),(33 95.945076),(34 95.13205),(35 96.11312),(36 97.00739),(37 97.07433),(38 97.33483),(39 95.9717),(40 95.74579),(41 95.71472),(42 95.78104),(43 96.49993),(44 96.67941),(45 97.149254),(46 97.58789),(47 97.37088),(48 97.424225),(49 96.84443),(50 97.314804),(51 97.17916),(52 97.55788),(53 97.68444),(54 97.369286),(55 97.59095),(56 98.9888),(57 98.14795),(58 97.76155),(59 97.155205),(60 97.7953),(61 97.425575),(62 97.904755),(63 96.63161),(64 97.32555),(65 97.252106),(66 97.41589),(67 98.584785),(68 98.759926),(69 97.957054),(70 98.55777),(71 99.11957),(72 99.026215),(73 99.97846),(74 100.662575),(75 99.94518),(76 100.56075),(77 101.6852),(78 102.18316),(79 101.90619),
(1 56.171947),(2 65.14756),(3 70.02253),(4 74.713356),(5 76.85504),(6 79.03044),(7 80.92834),(8 82.55158),(9 84.486565),(10 85.59366),(11 86.37928),(12 88.544014),(13 88.51498),(14 89.570076),(15 88.96969),(16 90.1855),(17 91.37865),(18 92.720085),(19 94.29145),(20 94.390785),(21 95.53755),(22 95.03835),(23 95.92537),(24 95.87171),(25 96.610504),(26 96.71165),(27 94.87296),(28 95.56829),(29 95.3497),(30 94.71524),(31 94.479576),(32 94.447365),(33 94.52702),(34 95.0878),(35 95.01523),(36 96.36854),(37 96.508224),(38 96.481346),(39 95.16383),(40 94.82934),(41 94.32224),(42 94.42407),(43 94.43716),(44 93.53967),(45 93.3951),(46 93.42873),(47 93.29842),(48 93.55693),(49 93.386795),(50 94.29597),(51 92.81801),(52 93.602394),(53 93.63591),(54 93.88483),(55 93.69273),(56 93.44628),(57 93.338394),(58 92.85149),(59 92.81664),(60 92.57829),(61 92.921906),(62 93.07026),(63 93.0864),(64 91.449135),(65 92.429535),(66 92.42252),(67 94.09186),(68 94.46979),(69 94.60208),(70 93.738434),(71 94.54745),(72 94.7923),(73 97.09651),(74 97.104836),(75 96.85666),(76 97.69458),(77 99.10551),(78 100.258675),(79 100.28343),
(1 55.913208),(2 65.320206),(3 69.227615),(4 73.6755),(5 74.24548),(6 77.37327),(7 79.48247),(8 81.42297),(9 82.54105),(10 83.98056),(11 85.5698),(12 86.290535),(13 87.149216),(14 88.37022),(15 87.5166),(16 88.63696),(17 89.7903),(18 90.844986),(19 92.05487),(20 91.98139),(21 92.081),(22 92.834015),(23 93.189),(24 93.35078),(25 93.68517),(26 94.32356),(27 93.38473),(28 92.49159),(29 91.73977),(30 92.38982),(31 92.75538),(32 92.088135),(33 92.60349),(34 92.02642),(35 92.05993),(36 92.88467),(37 93.83175),(38 94.112816),(39 92.61262),(40 92.4161),(41 91.85628),(42 92.77547),(43 93.415634),(44 93.36778),(45 93.65418),(46 93.306526),(47 93.524796),(48 94.11957),(49 94.30601),(50 94.591576),(51 93.73919),(52 94.233574),(53 94.340195),(54 93.521),(55 93.883705),(56 92.93218),(57 92.96615),(58 93.87147),(59 93.06308),(60 92.93007),(61 92.97863),(62 93.49825),(63 93.70061),(64 93.05396),(65 93.1591),(66 93.76969),(67 94.1696),(68 94.05488),(69 93.853004),(70 93.83323),(71 94.50864),(72 94.20139),(73 95.54396),(74 95.26235),(75 95.46912),(76 95.52378),(77 96.41858),(78 97.35903),(79 98.24442),
(1 55.350014),(2 65.38442),(3 69.36893),(4 74.07347),(5 75.82232),(6 78.322426),(7 79.9111),(8 81.78215),(9 83.618935),(10 84.51414),(11 85.50776),(12 86.031715),(13 88.09414),(14 88.230125),(15 87.564545),(16 89.71068),(17 91.177315),(18 92.1574),(19 93.7069),(20 93.99757),(21 94.70588),(22 94.151665),(23 93.98701),(24 94.38133),(25 95.378845),(26 94.949684),(27 93.062126),(28 93.6646),(29 93.2836),(30 93.01833),(31 93.3317),(32 92.33995),(33 92.60832),(34 93.543144),(35 94.50184),(36 94.91627),(37 94.64858),(38 95.46701),(39 94.242485),(40 93.52535),(41 94.264565),(42 94.77837),(43 95.61854),(44 95.23311),(45 94.91996),(46 95.26328),(47 94.519264),(48 95.00352),(49 96.21934),(50 95.56656),(51 94.18684),(52 95.44064),(53 94.46705),(54 94.52269),(55 93.68423),(56 94.35356),(57 94.22398),(58 93.84444),(59 93.854744),(60 93.66314),(61 94.58106),(62 93.8439),(63 92.68589),(64 91.39519),(65 91.589386),(66 91.929565),(67 92.1633),(68 93.547066),(69 93.12689),(70 93.49423),(71 94.011826),(72 94.93564),(73 95.043236),(74 95.828545),(75 95.38484),(76 95.80259),(77 95.54068),(78 96.958786),(79 96.37408),
(1 54.650326),(2 64.10203),(3 68.96354),(4 72.96623),(5 75.15294),(6 76.63231),(7 78.571686),(8 81.3972),(9 81.56152),(10 83.10313),(11 85.24285),(12 85.38486),(13 86.67999),(14 87.17591),(15 86.40058),(16 87.21835),(17 87.345726),(18 89.9091),(19 90.99626),(20 91.11189),(21 91.91571),(22 92.16286),(23 92.54807),(24 91.98386),(25 91.177666),(26 92.11448),(27 91.135086),(28 91.31482),(29 90.7204),(30 89.85606),(31 89.90018),(32 90.200165),(33 89.68894),(34 90.29813),(35 90.167274),(36 91.06507),(37 90.31344),(38 91.17679),(39 90.15362),(40 89.89452),(41 90.14912),(42 89.90885),(43 90.2257),(44 89.85837),(45 90.29643),(46 91.09018),(47 90.40034),(48 91.44188),(49 90.79485),(50 91.23884),(51 90.53153),(52 90.58774),(53 90.5148),(54 90.928345),(55 90.25617),(56 89.357956),(57 88.50854),(58 88.66765),(59 89.223564),(60 88.5486),(61 89.85),(62 90.17358),(63 89.471825),(64 89.452835),(65 89.73988),(66 90.578285),(67 90.88655),(68 90.902885),(69 91.14227),(70 91.100815),(71 92.16767),(72 92.89368),(73 93.97245),(74 94.064415),(75 93.736694),(76 94.254845),(77 95.690025),(78 96.434326),(79 97.21492),
(1 54.073845),(2 63.53994),(3 68.08903),(4 72.19887),(5 73.316895),(6 76.09509),(7 77.90771),(8 79.4161),(9 80.53687),(10 81.22903),(11 82.531395),(12 83.7722),(13 84.61117),(14 85.41549),(15 85.80812),(16 86.42765),(17 87.502846),(18 88.63295),(19 90.058205),(20 89.81549),(21 89.7487),(22 91.098694),(23 91.57705),(24 91.18815),(25 92.430466),(26 92.16772),(27 91.002426),(28 90.4404),(29 90.23362),(30 90.01764),(31 90.578186),(32 90.245865),(33 89.55041),(34 89.96006),(35 90.173935),(36 91.60633),(37 92.109184),(38 92.24555),(39 90.91644),(40 90.85022),(41 90.07129),(42 90.691765),(43 91.43499),(44 90.10293),(45 91.31946),(46 91.0792),(47 90.58198),(48 91.07038),(49 91.25093),(50 90.24195),(51 90.395584),(52 90.622604),(53 91.25385),(54 91.69037),(55 91.206215),(56 90.39692),(57 89.8908),(58 89.79962),(59 90.08128),(60 90.000336),(61 90.76306),(62 90.45946),(63 89.10685),(64 88.80402),(65 89.85942),(66 89.92934),(67 90.115814),(68 90.85126),(69 90.58683),(70 91.2382),(71 91.50337),(72 91.580956),(73 91.35604),(74 92.27728),(75 92.25591),(76 93.23268),(77 93.6027),(78 94.079834),(79 94.30668),
(1 55.487404),(2 64.310715),(3 68.894005),(4 72.73002),(5 74.50926),(6 76.67948),(7 78.072624),(8 78.993546),(9 81.134766),(10 82.03671),(11 83.25758),(12 84.94666),(13 85.25858),(14 85.77405),(15 85.367645),(16 87.19597),(17 87.650215),(18 89.50586),(19 90.636185),(20 92.19475),(21 93.26104),(22 92.76008),(23 92.43089),(24 92.48165),(25 92.60902),(26 92.54299),(27 90.69608),(28 91.02716),(29 90.22712),(30 88.88327),(31 89.749886),(32 90.25079),(33 90.44078),(34 89.83139),(35 90.64887),(36 91.05006),(37 92.14237),(38 91.87139),(39 91.07719),(40 91.65292),(41 91.78643),(42 92.02669),(43 92.09365),(44 91.33725),(45 92.069244),(46 92.03861),(47 92.24619),(48 92.380775),(49 93.63583),(50 94.13551),(51 93.33541),(52 93.33782),(53 93.21064),(54 91.77904),(55 91.54088),(56 92.19685),(57 90.925316),(58 91.35186),(59 91.61118),(60 91.684326),(61 91.784744),(62 92.02411),(63 90.833954),(64 90.33266),(65 91.89258),(66 91.07347),(67 90.70923),(68 91.02018),(69 90.52461),(70 91.30593),(71 92.05924),(72 92.026276),(73 93.264206),(74 94.66576),(75 93.59122),(76 94.456955),(77 95.04796),(78 95.65805),(79 95.51412),
(1 53.70204),(2 62.711258),(3 66.479935),(4 70.911224),(5 73.527275),(6 74.7169),(7 77.06875),(8 78.30435),(9 79.85499),(10 80.65694),(11 81.39093),(12 82.51187),(13 83.07639),(14 84.28864),(15 83.57739),(16 84.90393),(17 85.466896),(18 87.58519),(19 87.48215),(20 88.41356),(21 89.23256),(22 89.76712),(23 88.89408),(24 89.246635),(25 90.58029),(26 89.40822),(27 88.84367),(28 87.97134),(29 88.07936),(30 87.427666),(31 87.66378),(32 88.49868),(33 88.100685),(34 88.68392),(35 88.80131),(36 89.31316),(37 89.755714),(38 89.5476),(39 88.41008),(40 87.911316),(41 88.34453),(42 88.074646),(43 88.44276),(44 87.4196),(45 88.33256),(46 88.24117),(47 88.064),(48 88.61231),(49 89.00095),(50 89.16824),(51 88.82713),(52 88.205666),(53 88.47387),(54 88.57561),(55 88.667175),(56 88.34029),(57 87.15556),(58 87.11573),(59 86.781815),(60 87.836174),(61 87.30185),(62 87.71025),(63 86.737595),(64 86.1918),(65 86.818794),(66 87.570946),(67 87.65375),(68 88.16299),(69 88.51172),(70 88.681595),(71 89.07156),(72 88.80069),(73 90.55932),(74 91.06714),(75 90.56914),(76 92.132195),(77 92.80555),(78 93.472336),(79 94.508255),
(1 54.009068),(2 62.426117),(3 67.46858),(4 71.50306),(5 73.39425),(6 76.07084),(7 78.31282),(8 79.51497),(9 80.652084),(10 81.62257),(11 82.49485),(12 83.457886),(13 85.07918),(14 86.013374),(15 86.08694),(16 87.885185),(17 89.51734),(18 89.44807),(19 90.87759),(20 91.88609),(21 92.58005),(22 92.190056),(23 91.36179),(24 91.445145),(25 92.05748),(26 91.61829),(27 90.23739),(28 90.180786),(29 89.77936),(30 89.89418),(31 89.98151),(32 89.24766),(33 89.62498),(34 90.221146),(35 90.901924),(36 90.98814),(37 91.60795),(38 92.49268),(39 91.370514),(40 91.846306),(41 91.76669),(42 91.298584),(43 91.69775),(44 92.44958),(45 93.091446),(46 93.323814),(47 92.82102),(48 92.95657),(49 92.87614),(50 94.13109),(51 93.19142),(52 93.24904),(53 93.24855),(54 93.24045),(55 92.66973),(56 92.74097),(57 91.08431),(58 91.04041),(59 91.2264),(60 90.80912),(61 90.48004),(62 90.624435),(63 89.784485),(64 89.81005),(65 89.67819),(66 89.944084),(67 89.81285),(68 90.42944),(69 90.39678),(70 90.56031),(71 91.29103),(72 92.19133),(73 92.32587),(74 92.81561),(75 92.08882),(76 93.82092),(77 94.13333),(78 94.2231),(79 95.33343),
(1 53.04785),(2 61.78032),(3 65.72224),(4 70.23915),(5 71.801),(6 73.93881),(7 75.26248),(8 77.045),(9 78.68855),(10 80.34126),(11 82.0582),(12 82.07828),(13 83.04589),(14 84.15982),(15 83.8417),(16 84.58262),(17 85.60773),(18 87.06257),(19 88.110596),(20 88.797485),(21 89.28385),(22 90.50442),(23 89.5356),(24 89.83761),(25 90.79111),(26 90.77215),(27 88.77301),(28 88.529434),(29 88.870316),(30 88.9316),(31 88.416985),(32 87.33592),(33 88.81992),(34 89.07752),(35 88.597565),(36 88.72622),(37 89.157974),(38 89.70048),(39 88.571266),(40 88.19356),(41 88.79057),(42 88.47744),(43 88.491684),(44 88.587074),(45 89.39614),(46 88.86268),(47 89.03372),(48 89.30765),(49 90.03861),(50 89.778824),(51 89.66116),(52 90.0338),(53 89.61236),(54 88.93631),(55 89.49245),(56 89.61482),(57 88.1186),(58 89.058495),(59 88.362366),(60 88.37709),(61 88.63883),(62 89.15432),(63 88.30723),(64 88.16799),(65 88.559875),(66 88.54227),(67 90.39536),(68 90.23603),(69 89.79413),(70 90.461975),(71 90.11966),(72 90.144966),(73 91.43253),(74 91.84974),(75 90.87586),(76 92.270004),(77 92.677444),(78 93.29499),(79 93.19892),
(1 52.899952),(2 61.994144),(3 66.19739),(4 70.379906),(5 71.87089),(6 74.185196),(7 76.483025),(8 76.919876),(9 77.820244),(10 79.10361),(11 80.98719),(12 81.95414),(13 82.70964),(14 83.76242),(15 82.81278),(16 83.91234),(17 84.72772),(18 86.21675),(19 87.098404),(20 87.828964),(21 88.43523),(22 88.35111),(23 88.19808),(24 88.81573),(25 89.98592),(26 89.7604),(27 87.935135),(28 87.11108),(29 87.25402),(30 87.09086),(31 87.84319),(32 87.732834),(33 88.12651),(34 87.81495),(35 88.5112),(36 88.945145),(37 89.4706),(38 89.23148),(39 88.32344),(40 89.22281),(41 88.0097),(42 87.98523),(43 88.11641),(44 88.38362),(45 87.678505),(46 87.60215),(47 87.59967),(48 88.49574),(49 88.060074),(50 87.85208),(51 87.65712),(52 88.02409),(53 87.61305),(54 87.78711),(55 87.5109),(56 88.15833),(57 87.88451),(58 88.20521),(59 88.251015),(60 88.0661),(61 88.18809),(62 87.91342),(63 87.02634),(64 86.38394),(65 86.690094),(66 86.591324),(67 87.38264),(68 88.19577),(69 88.52336),(70 88.3657),(71 88.95027),(72 90.02646),(73 91.021),(74 91.32335),(75 90.66795),(76 91.679886),(77 91.97551),(78 94.23756),(79 93.78255),
(1 52.317684),(2 61.646233),(3 65.72569),(4 69.425545),(5 71.39191),(6 74.20904),(7 76.399925),(8 77.73428),(9 79.51778),(10 81.66095),(11 81.4123),(12 82.78068),(13 83.07566),(14 84.613815),(15 84.77179),(16 84.80186),(17 86.39535),(18 87.03426),(19 87.653366),(20 88.54746),(21 89.47877),(22 89.42963),(23 89.20918),(24 89.370285),(25 89.23637),(26 89.178055),(27 87.6653),(28 87.93171),(29 87.60918),(30 87.06024),(31 88.05597),(32 87.27646),(33 87.30253),(34 87.49783),(35 87.750534),(36 88.669785),(37 89.09802),(38 88.52381),(39 87.73554),(40 89.06126),(41 89.1132),(42 88.90998),(43 89.525375),(44 89.59513),(45 89.72258),(46 89.741516),(47 89.47606),(48 90.69006),(49 91.55114),(50 90.89648),(51 91.46744),(52 90.743935),(53 90.85965),(54 90.84248),(55 90.63793),(56 90.91065),(57 90.20164),(58 89.93905),(59 89.48176),(60 89.6722),(61 89.450325),(62 89.840454),(63 88.7422),(64 89.15081),(65 89.38434),(66 88.90816),(67 88.86253),(68 89.94706),(69 88.99444),(70 88.71711),(71 89.09579),(72 90.04093),(73 90.94674),(74 91.21596),(75 89.75694),(76 90.622986),(77 91.24617),(78 91.53624),(79 91.47801),
(1 52.720047),(2 60.795307),(3 64.192154),(4 67.92469),(5 69.967606),(6 71.888054),(7 73.892784),(8 75.245705),(9 76.40309),(10 78.70017),(11 78.79751),(12 80.076225),(13 80.626114),(14 81.789474),(15 82.53521),(16 83.487526),(17 84.05439),(18 85.53128),(19 86.15418),(20 87.13301),(21 86.81771),(22 86.634766),(23 86.72219),(24 87.763054),(25 87.74898),(26 88.545235),(27 87.469345),(28 86.86582),(29 86.5739),(30 85.10011),(31 85.88446),(32 85.60612),(33 85.302986),(34 85.299706),(35 86.20162),(36 86.779785),(37 87.07736),(38 87.26116),(39 85.69167),(40 85.89207),(41 85.79845),(42 86.69888),(43 87.18838),(44 86.85214),(45 86.61996),(46 86.14076),(47 86.5654),(48 87.43322),(49 87.580345),(50 88.18209),(51 87.82687),(52 87.43593),(53 88.05665),(54 87.773254),(55 88.12056),(56 87.49084),(57 87.720024),(58 87.35857),(59 87.50675),(60 87.35526),(61 87.11773),(62 86.65411),(63 85.56603),(64 85.27875),(65 85.36685),(66 85.08888),(67 86.31543),(68 86.72981),(69 86.21721),(70 86.62863),(71 87.43009),(72 87.991684),(73 88.676254),(74 90.208206),(75 88.25637),(76 89.44139),(77 89.989136),(78 90.0108),(79 91.18205),
(1 52.483192),(2 60.937008),(3 65.144264),(4 69.46143),(5 71.60978),(6 73.37776),(7 75.69799),(8 76.35748),(9 78.140884),(10 78.98823),(11 80.193726),(12 80.0672),(13 80.51749),(14 81.61196),(15 81.48931),(16 82.83273),(17 84.744896),(18 85.4653),(19 86.63041),(20 88.089035),(21 88.25575),(22 88.69827),(23 88.01036),(24 89.07657),(25 88.70768),(26 88.43329),(27 87.755554),(28 86.923355),(29 86.716515),(30 86.893135),(31 87.350815),(32 86.21299),(33 86.68366),(34 86.06211),(35 86.38026),(36 86.938545),(37 87.068794),(38 87.27555),(39 85.90412),(40 85.92201),(41 85.409904),(42 85.78692),(43 86.151276),(44 85.65635),(45 86.15158),(46 86.266136),(47 86.16984),(48 85.732185),(49 86.14652),(50 86.33927),(51 86.247375),(52 86.05441),(53 85.61098),(54 86.07239),(55 85.88033),(56 85.83442),(57 87.04232),(58 86.46609),(59 85.94413),(60 86.260025),(61 86.34205),(62 86.63936),(63 85.12306),(64 84.95426),(65 85.421234),(66 85.918434),(67 85.71785),(68 86.919846),(69 86.40755),(70 87.3182),(71 87.79434),(72 88.24367),(73 89.57531),(74 90.08656),(75 89.92703),(76 90.56196),(77 91.266),(78 91.8557),(79 91.771355),
