1.5,2.5,3.5,4.5,5.5,6.5,7.5,8.5,9.5,10.5,11.5,12.5,13.5,14.5,15.5,16.5,17.5,18.5,19.5,20.5,21.5,22.5,23.5,24.5,25.5,26.5,27.5,28.5,29.5,30.5,31.5,32.5,33.5,34.5,35.5,36.5,37.5,38.5,39.5,40.5,41.5,42.5,43.5,44.5,45.5,46.5,47.5,48.5,49.5,50.5,51.5,52.5,53.5,54.5,55.5,56.5,57.5,58.5,59.5,60.5,61.5,62.5,63.5,64.5,65.5,66.5,67.5,68.5,69.5,70.5,71.5,72.5,73.5,74.5,75.5,76.5,77.5,78.5,79.5,80.5,81.5,82.5,83.5,84.5,85.5,86.5,87.5,88.5,89.5,90.5,91.5,92.5,93.5,94.5,95.5,96.5,97.5,98.5,99.5,100.5,101.5,102.5,103.5,104.5,105.5,106.5,107.5,108.5,109.5,110.5,111.5,112.5,113.5,114.5,115.5,116.5,117.5,118.5,119.5,120.5,121.5,122.5,123.5,124.5,125.5,126.5,127.5,128.5,129.5,130.5,131.5,132.5,133.5,134.5,135.5,136.5,137.5,138.5,139.5,140.5,141.5,142.5,143.5,144.5,145.5,146.5,147.5,148.5,149.5,150.5,151.5,152.5,153.5,154.5,155.5,156.5,157.5,158.5,159.5,160.5,161.5,162.5,163.5,164.5,165.5,166.5,167.5,168.5,169.5,170.5,171.5,172.5,173.5,174.5,175.5,176.5,177.5,178.5,179.5,180.5,181.5,182.5,183.5,184.5,185.5,186.5,187.5,188.5,189.5,190.5,191.5,192.5,193.5,194.5,195.5,196.5,197.5,198.5,199.5,200.5,201.5,202.5,203.5,204.5,205.5,206.5,207.5,208.5,209.5,210.5,211.5,212.5,213.5,214.5,215.5,216.5,217.5,218.5,219.5,220.5,221.5,222.5,223.5,224.5,225.5,226.5,227.5,228.5,229.5,230.5,231.5,232.5,233.5,234.5,235.5,236.5,237.5,238.5,239.5,240.5,241.5,242.5,243.5,244.5,245.5,246.5,247.5,248.5,249.5,250.5,251.5,252.5,253.5,254.5,255.5,256.5,257.5,258.5,259.5,260.5,261.5,262.5,263.5,264.5,265.5,266.5,267.5,268.5,269.5,270.5,271.5,272.5,273.5,274.5,275.5,276.5,277.5,278.5,279.5,280.5,281.5,282.5,283.5,284.5,285.5,286.5,287.5,288.5,289.5,290.5,291.5,292.5,293.5,294.5,295.5,296.5,297.5,298.5,299.5,300.5,301.5,302.5,303.5,304.5,305.5,306.5,307.5,308.5,309.5,310.5,311.5,312.5,313.5,314.5,315.5,316.5,317.5,318.5,319.5,320.5,321.5,322.5,323.5,324.5,325.5,326.5,327.5,328.5,329.5,330.5,331.5,332.5,333.5,334.5,335.5,336.5,337.5,338.5,339.5,340.5,341.5,342.5,343.5,344.5,345.5,346.5,347.5,348.5,349.5,350.5,351.5,352.5,353.5,354.5,355.5,356.5,357.5,358.5,359.5,360.5,361.5,362.5,363.5,364.5,365.5,366.5,367.5,368.5,369.5,370.5,371.5,372.5,373.5,374.5,375.5,376.5,377.5,378.5,379.5,380.5,381.5,382.5,383.5,384.5,385.5,386.5,387.5,388.5,389.5,390.5,391.5,392.5,393.5,394.5,395.5,396.5,397.5,398.5,399.5,400.5,401.5,402.5,403.5,404.5,405.5,406.5,407.5,408.5,409.5,410.5,411.5,412.5,413.5,414.5,415.5,416.5,417.5,418.5,419.5,420.5,421.5,422.5,423.5,424.5,425.5,426.5,427.5,428.5,429.5,430.5,431.5,432.5,433.5,434.5,435.5,436.5,437.5,438.5,439.5,440.5,441.5,442.5,443.5,444.5,445.5,446.5,447.5,448.5,449.5,450.5,451.5,452.5,453.5,454.5,455.5,456.5,457.5,458.5,459.5,460.5,461.5,462.5,463.5,464.5,465.5,466.5,467.5,468.5,469.5,470.5,471.5,472.5,473.5,474.5,475.5,476.5,477.5,478.5,479.5,480.5,481.5,482.5,483.5,484.5,485.5,486.5,487.5,488.5,489.5,490.5,491.5,492.5,493.5,494.5,495.5,496.5,497.5,498.5,499.5,
(1 43891.28),(2 66007.43),(3 74909.914),(4 141367.5),(5 184815.39),(6 185850.52),(7 246803.88),(8 313454.66),(9 309973.13),(10 412610.13),(11 459639.53),(12 463045.4),(13 550666.5),(14 634484.8),(15 656411.8),(16 802254),(17 920463.5),(18 965466.8),(19 1103558.4),(20 1225542.6),(21 1277080.1),(22 1445458.6),(23 1582513.5),(24 1624952),(25 1786148),(26 1914547.1),(27 1957578.6),(28 2140567.8),(29 2281226.3),(30 2341255),(31 2522289.8),(32 2672555.5),(33 2716915.3),(34 2892246.8),(35 3022980),(36 3092723),(37 3254176.8),(38 3409078),(39 3477534.8),(40 3664103.3),(41 3832965.8),(42 3942700.3),(43 4156728.8),(44 4355818.5),(45 4440533.5),(46 4656583.5),(47 4835585),(48 4921824),(49 5094343.5),(50 5249298.5),(51 5288212),(52 5489221.5),(53 5651610.5),(54 5682782),(55 5811678.5),(56 5948146.5),(57 5969630.5),(58 6126442),(59 6268182.5),(60 6287397.5),(61 6416568),(62 6558341.5),(63 6574737.5),(64 6695389.5),(65 6791903.5),(66 6774688.5),(67 6817296.5),(68 6920456),(69 6880093.5),(70 6945725.5),(71 7011297.5),(72 6978500),(73 7018670.5),(74 7080434),(75 7011388.5),(76 7067264),(77 7106010.5),(78 7066382),(79 7095684.5),
(1 74.97343),(2 95.99018),(3 109.9557),(4 117.58954),(5 123.74175),(6 127.156586),(7 130.5957),(8 134.9225),(9 136.9821),(10 137.91118),(11 139.03693),(12 138.03542),(13 138.95412),(14 140.14708),(15 140.21425),(16 139.67683),(17 140.102),(18 140.05411),(19 140.77338),(20 143.18622),(21 143.50919),(22 144.62599),(23 145.04466),(24 146.10205),(25 147.4434),(26 147.28842),(27 150.29605),(28 150.80023),(29 151.32143),(30 151.8894),(31 153.02591),(32 152.73807),(33 153.62677),(34 153.9765),(35 153.70834),(36 154.85605),(37 155.48741),(38 156.28275),(39 155.87218),(40 155.28412),(41 157.46361),(42 156.49165),(43 156.63858),(44 154.79137),(45 155.70158),(46 158.47528),(47 159.43439),(48 161.4955),(49 160.02805),(50 160.40445),(51 159.23222),(52 158.80083),(53 159.44681),(54 158.57014),(55 158.86047),(56 159.31311),(57 160.64584),(58 162.17554),(59 162.52496),(60 162.2617),(61 163.51645),(62 165.81476),(63 166.79591),(64 167.65698),(65 168.50902),(66 168.54536),(67 169.64935),(68 169.30324),(69 168.74834),(70 168.80304),(71 169.15753),(72 169.42967),(73 169.15381),(74 168.7013),(75 169.77269),(76 170.57848),(77 170.42458),(78 170.20787),(79 169.87375),
(1 72.84288),(2 93.29802),(3 105.88375),(4 114.15493),(5 120.83061),(6 124.22914),(7 128.06133),(8 131.0796),(9 133.04628),(10 133.87772),(11 134.07954),(12 133.5319),(13 132.71571),(14 135.36926),(15 135.0572),(16 136.56268),(17 137.22304),(18 137.90868),(19 140.18472),(20 140.31606),(21 139.30067),(22 141.08696),(23 143.30508),(24 144.32713),(25 145.36841),(26 146.02182),(27 146.99461),(28 147.63925),(29 149.22176),(30 149.13461),(31 149.58235),(32 151.1915),(33 151.98277),(34 151.76875),(35 150.42752),(36 150.20192),(37 149.2238),(38 149.48634),(39 148.905),(40 149.91563),(41 149.8512),(42 150.69662),(43 150.37979),(44 149.51144),(45 151.78401),(46 152.90607),(47 155.53828),(48 156.71104),(49 157.19083),(50 157.70456),(51 156.26053),(52 155.98093),(53 156.58897),(54 155.83621),(55 155.6329),(56 156.74396),(57 158.36829),(58 159.16791),(59 159.63402),(60 160.13127),(61 160.14018),(62 162.62181),(63 163.75017),(64 162.00961),(65 163.0064),(66 163.0618),(67 164.38461),(68 166.01698),(69 164.2304),(70 163.47575),(71 163.95175),(72 163.8058),(73 163.9451),(74 164.0978),(75 165.19354),(76 165.82564),(77 165.01414),(78 164.20825),(79 165.28963),
(1 73.17107),(2 92.87573),(3 106.1945),(4 114.255005),(5 120.89861),(6 124.7384),(7 126.60214),(8 131.72635),(9 132.45935),(10 133.17116),(11 133.22409),(12 133.36761),(13 135.29974),(14 136.31232),(15 136.08823),(16 136.41713),(17 137.40195),(18 137.40405),(19 138.76552),(20 140.29474),(21 140.60158),(22 142.29126),(23 143.56818),(24 145.43611),(25 147.29903),(26 147.47874),(27 147.51775),(28 147.81679),(29 149.31528),(30 149.61998),(31 150.07826),(32 150.52917),(33 151.35129),(34 151.75922),(35 151.15318),(36 150.59668),(37 150.21059),(38 150.99493),(39 150.94171),(40 150.55237),(41 150.6647),(42 150.28731),(43 149.48059),(44 150.07872),(45 150.59497),(46 151.08708),(47 153.4853),(48 155.51277),(49 157.28242),(50 157.28531),(51 157.3475),(52 157.00023),(53 156.9766),(54 156.96759),(55 158.45467),(56 159.86894),(57 160.95236),(58 161.11395),(59 161.89107),(60 162.47336),(61 162.86096),(62 166.30022),(63 168.80804),(64 166.31494),(65 167.5469),(66 169.27968),(67 168.20796),(68 168.11572),(69 166.67235),(70 166.25679),(71 166.59406),(72 166.26132),(73 166.92717),(74 168.08334),(75 167.74426),(76 168.75284),(77 167.39098),(78 166.99467),(79 167.52469),
(1 73.356926),(2 93.321304),(3 107.33108),(4 114.86613),(5 120.10845),(6 124.9514),(7 128.56387),(8 131.67215),(9 133.4769),(10 134.82764),(11 135.25833),(12 135.1472),(13 137.16956),(14 138.48328),(15 139.42049),(16 139.66676),(17 139.50165),(18 139.21715),(19 138.91127),(20 138.97618),(21 138.6559),(22 138.65842),(23 140.39357),(24 141.05786),(25 141.94644),(26 142.89565),(27 142.80823),(28 144.17424),(29 145.2974),(30 145.40253),(31 146.91745),(32 147.21112),(33 147.65399),(34 149.21613),(35 148.83487),(36 149.21358),(37 149.33763),(38 151.13017),(39 151.70403),(40 151.94391),(41 150.65366),(42 151.46706),(43 150.19543),(44 150.073),(45 150.33421),(46 152.47102),(47 153.7549),(48 155.85541),(49 157.2402),(50 157.51837),(51 157.70152),(52 158.19746),(53 159.45592),(54 159.99437),(55 160.1096),(56 161.91737),(57 163.64651),(58 163.08054),(59 164.31073),(60 165.3604),(61 166.40099),(62 169.3181),(63 169.64607),(64 169.48904),(65 171.39182),(66 171.7115),(67 172.0258),(68 172.7395),(69 172.97725),(70 173.30785),(71 173.54399),(72 172.33699),(73 172.07687),(74 172.94966),(75 172.11542),(76 171.89528),(77 170.14516),(78 170.05374),(79 169.76366),
(1 70.970825),(2 90.45797),(3 103.80744),(4 110.54656),(5 116.5207),(6 120.708725),(7 123.46267),(8 127.19198),(9 128.53285),(10 129.71443),(11 130.80577),(12 129.86546),(13 130.42397),(14 130.41502),(15 130.7749),(16 130.67494),(17 131.26108),(18 130.74321),(19 131.6852),(20 132.39482),(21 132.06483),(22 131.06522),(23 132.46913),(24 133.1802),(25 134.87396),(26 135.58742),(27 136.05006),(28 137.46529),(29 137.71088),(30 137.55504),(31 138.69304),(32 139.88144),(33 141.02379),(34 141.38011),(35 142.0023),(36 142.65948),(37 143.79356),(38 145.4861),(39 145.55278),(40 145.9269),(41 145.54472),(42 145.88068),(43 145.39821),(44 145.02798),(45 146.11748),(46 147.96843),(47 148.95496),(48 150.34732),(49 150.02249),(50 151.78717),(51 151.84091),(52 152.31804),(53 154.24428),(54 153.67616),(55 153.82597),(56 154.24545),(57 153.23431),(58 154.36537),(59 154.26804),(60 156.06696),(61 156.34964),(62 156.98804),(63 158.74483),(64 157.40863),(65 157.74138),(66 157.99321),(67 157.88774),(68 159.12794),(69 158.62825),(70 158.4692),(71 159.82768),(72 159.40146),(73 158.5109),(74 159.45193),(75 160.46039),(76 159.76239),(77 158.65285),(78 159.51173),(79 158.4747),
(1 71.413376),(2 90.51374),(3 103.32561),(4 110.29262),(5 114.77136),(6 119.05355),(7 122.74998),(8 127.1289),(9 128.89044),(10 129.50844),(11 130.60886),(12 129.88016),(13 131.61784),(14 131.48325),(15 132.7354),(16 133.65213),(17 135.78976),(18 133.65439),(19 133.49852),(20 134.17203),(21 133.04971),(22 132.21703),(23 133.80164),(24 134.59526),(25 135.3576),(26 136.55414),(27 137.14195),(28 137.4384),(29 137.431),(30 137.25777),(31 137.98375),(32 138.42825),(33 139.93762),(34 141.37877),(35 141.73796),(36 140.88434),(37 142.25299),(38 144.06679),(39 145.68106),(40 146.51985),(41 148.77066),(42 148.62704),(43 148.03758),(44 147.68936),(45 146.78375),(46 148.44717),(47 148.76706),(48 149.3515),(49 149.788),(50 148.90596),(51 149.30522),(52 150.26158),(53 152.67963),(54 153.49504),(55 153.27025),(56 153.1373),(57 152.52188),(58 153.57654),(59 154.31354),(60 154.83038),(61 156.00339),(62 156.03514),(63 155.68626),(64 154.7331),(65 156.31117),(66 156.52824),(67 158.75179),(68 159.0176),(69 158.5307),(70 158.02147),(71 158.64275),(72 158.54926),(73 159.14352),(74 159.77722),(75 159.69531),(76 159.98926),(77 162.89867),(78 163.78963),(79 161.37338),
(1 70.72054),(2 89.44466),(3 102.92104),(4 110.38906),(5 116.54809),(6 120.246605),(7 124.38276),(8 128.88167),(9 129.62921),(10 129.25883),(11 131.01622),(12 131.18375),(13 131.89658),(14 132.26254),(15 134.3625),(16 134.4381),(17 135.99928),(18 135.07887),(19 134.66147),(20 134.79251),(21 134.7275),(22 134.39615),(23 136.40765),(24 136.86044),(25 136.84023),(26 138.3814),(27 140.18613),(28 141.74467),(29 141.32063),(30 140.9657),(31 140.30559),(32 140.52827),(33 140.32202),(34 140.6075),(35 140.22762),(36 139.49197),(37 140.40291),(38 141.6759),(39 142.59346),(40 143.53789),(41 145.2346),(42 145.59634),(43 146.33559),(44 147.54283),(45 147.30334),(46 149.22215),(47 149.56543),(48 150.75891),(49 152.1729),(50 153.05882),(51 153.35521),(52 155.13995),(53 156.07156),(54 156.73624),(55 158.16486),(56 158.25078),(57 158.4855),(58 158.43713),(59 158.58865),(60 159.40862),(61 160.6306),(62 160.04001),(63 162.21454),(64 162.33223),(65 164.54886),(66 165.87775),(67 166.54019),(68 166.48268),(69 163.96823),(70 163.7516),(71 162.54002),(72 162.96729),(73 163.30582),(74 163.24043),(75 162.88525),(76 163.71233),(77 164.89949),(78 165.55035),(79 165.9178),
(1 69.79),(2 87.54585),(3 100.66512),(4 108.70992),(5 114.14168),(6 116.35105),(7 118.99452),(8 124.932724),(9 125.729324),(10 126.636246),(11 129.0052),(12 128.49251),(13 130.46571),(14 129.77628),(15 131.75523),(16 131.68613),(17 133.60818),(18 134.85992),(19 136.63737),(20 136.85571),(21 137.43074),(22 136.4525),(23 137.16576),(24 137.30669),(25 138.43274),(26 140.53287),(27 140.28908),(28 139.82237),(29 140.11163),(30 139.19676),(31 139.49886),(32 139.80281),(33 139.40422),(34 140.38084),(35 140.96701),(36 141.2465),(37 141.45981),(38 143.66074),(39 144.32286),(40 144.88174),(41 146.9671),(42 147.47015),(43 147.53914),(44 148.86465),(45 148.82283),(46 151.07748),(47 152.85652),(48 153.53992),(49 154.46252),(50 153.7162),(51 154.08391),(52 152.5507),(53 152.70964),(54 154.16168),(55 154.50708),(56 154.12373),(57 155.07234),(58 155.73137),(59 155.84465),(60 156.13475),(61 157.26077),(62 158.72394),(63 159.15164),(64 158.82642),(65 159.99706),(66 160.96478),(67 161.3764),(68 160.78436),(69 160.42276),(70 160.44489),(71 161.12454),(72 161.31898),(73 161.86081),(74 162.49481),(75 161.56421),(76 160.69324),(77 159.32266),(78 158.92368),(79 159.00537),
(1 68.44169),(2 86.72787),(3 98.65989),(4 105.472496),(5 111.15761),(6 114.480125),(7 117.81675),(8 122.06382),(9 123.01872),(10 124.55426),(11 125.285095),(12 125.39589),(13 125.53934),(14 124.810524),(15 126.54661),(16 125.38212),(17 126.37381),(18 127.20828),(19 128.62189),(20 129.92159),(21 130.42241),(22 130.41757),(23 132.46518),(24 133.18915),(25 135.33954),(26 137.13376),(27 136.39842),(28 138.04868),(29 137.80621),(30 138.67737),(31 139.63911),(32 139.85237),(33 139.08955),(34 140.04411),(35 139.05354),(36 139.50145),(37 138.4332),(38 140.65219),(39 141.5895),(40 141.57324),(41 142.34093),(42 143.34247),(43 143.96239),(44 145.03235),(45 144.69589),(46 145.31041),(47 146.65175),(48 146.51695),(49 146.03908),(50 146.70471),(51 147.09862),(52 148.43074),(53 150.01273),(54 152.07803),(55 151.38007),(56 152.43066),(57 153.86478),(58 155.39232),(59 155.98407),(60 156.74184),(61 158.08841),(62 158.37347),(63 159.90294),(64 159.72519),(65 160.47374),(66 161.01933),(67 161.00226),(68 161.42616),(69 160.93979),(70 160.88188),(71 161.0368),(72 159.48042),(73 160.318),(74 161.40501),(75 160.68063),(76 158.2691),(77 157.31035),(78 156.92593),(79 156.30037),
(1 68.02625),(2 85.41315),(3 97.497574),(4 103.582085),(5 108.96687),(6 112.94745),(7 115.738884),(8 119.53412),(9 120.369545),(10 121.27172),(11 121.924194),(12 122.263535),(13 122.52761),(14 121.63055),(15 123.917336),(16 123.39876),(17 123.94948),(18 124.04371),(19 126.21568),(20 126.84977),(21 126.306465),(22 125.13141),(23 126.763214),(24 127.748505),(25 128.40977),(26 129.30615),(27 129.1182),(28 129.6184),(29 131.26149),(30 131.22398),(31 133.21622),(32 134.53975),(33 134.56593),(34 135.94841),(35 135.46892),(36 135.71046),(37 136.30243),(38 139.01598),(39 139.48598),(40 138.58733),(41 139.57454),(42 140.3463),(43 140.12813),(44 140.76688),(45 141.57608),(46 142.83852),(47 143.08217),(48 145.03053),(49 144.96254),(50 146.12592),(51 147.10553),(52 147.76913),(53 149.35323),(54 149.32051),(55 149.09286),(56 150.33224),(57 150.23244),(58 151.15529),(59 151.4253),(60 151.69397),(61 150.59064),(62 151.69394),(63 152.75275),(64 153.28651),(65 153.61246),(66 153.71617),(67 155.85104),(68 156.29192),(69 155.75363),(70 155.13124),(71 156.41258),(72 154.4223),(73 154.46669),(74 155.39143),(75 154.3087),(76 153.27374),(77 153.33253),(78 151.81404),(79 151.31726),
(1 68.76445),(2 87.340004),(3 99.181305),(4 105.53443),(5 112.344505),(6 115.33805),(7 120.22159),(8 123.86339),(9 125.40471),(10 125.78027),(11 126.70842),(12 126.972626),(13 128.27174),(14 127.843376),(15 130.5035),(16 131.0543),(17 131.14806),(18 132.05443),(19 131.59918),(20 131.51051),(21 130.65932),(22 130.17201),(23 129.97487),(24 129.19276),(25 130.31714),(26 130.5561),(27 131.027),(28 130.7807),(29 131.76646),(30 132.90063),(31 135.11888),(32 134.33017),(33 134.21695),(34 135.2582),(35 134.08072),(36 134.22449),(37 135.13971),(38 136.1989),(39 136.62477),(40 137.05933),(41 138.95386),(42 140.30319),(43 139.27046),(44 139.32922),(45 142.02402),(46 143.9108),(47 144.56409),(48 147.72812),(49 147.61583),(50 149.03784),(51 149.24657),(52 150.10521),(53 150.81358),(54 150.45032),(55 151.07246),(56 150.94572),(57 151.47229),(58 150.37563),(59 150.19052),(60 150.62756),(61 150.37215),(62 152.30997),(63 154.73958),(64 154.86948),(65 155.91853),(66 156.28305),(67 156.69644),(68 157.22601),(69 156.9496),(70 156.20764),(71 156.86134),(72 155.03908),(73 155.66577),(74 154.80357),(75 155.63919),(76 154.56554),(77 154.58836),(78 153.18292),(79 152.58295),
(1 67.58526),(2 85.93541),(3 97.96608),(4 104.683945),(5 109.95349),(6 113.303535),(7 117.276634),(8 121.02693),(9 122.31192),(10 122.85599),(11 124.11553),(12 124.703094),(13 125.45534),(14 125.764275),(15 126.77484),(16 127.9969),(17 129.78586),(18 129.20544),(19 128.77704),(20 129.38516),(21 128.97638),(22 127.55909),(23 129.39816),(24 128.8816),(25 129.37244),(26 129.93929),(27 132.18927),(28 132.81282),(29 133.05609),(30 133.70442),(31 134.63394),(32 134.18513),(33 134.75937),(34 134.90944),(35 134.76375),(36 134.37605),(37 134.31708),(38 134.0646),(39 134.6059),(40 137.36127),(41 138.11432),(42 137.1634),(43 137.777),(44 137.83289),(45 139.40933),(46 141.26817),(47 141.45647),(48 144.75735),(49 143.72766),(50 144.99348),(51 143.81601),(52 143.76689),(53 145.39377),(54 145.2671),(55 144.95267),(56 145.72942),(57 146.13055),(58 145.99187),(59 145.50388),(60 145.3598),(61 146.76364),(62 149.00569),(63 150.6908),(64 151.87935),(65 153.32928),(66 153.06102),(67 154.20088),(68 154.7145),(69 153.44124),(70 153.00171),(71 152.7905),(72 150.67928),(73 150.95921),(74 150.58154),(75 149.88368),(76 149.0822),(77 147.81212),(78 145.96884),(79 147.03128),
(1 66.7402),(2 84.40655),(3 95.98034),(4 102.789856),(5 107.04491),(6 110.57545),(7 114.20947),(8 117.6049),(9 119.69483),(10 119.64571),(11 120.075485),(12 121.71262),(13 122.682785),(14 122.64817),(15 124.911736),(16 123.60752),(17 124.67893),(18 124.21012),(19 125.02839),(20 126.2456),(21 124.65124),(22 125.1041),(23 126.53414),(24 126.46154),(25 127.85164),(26 128.6297),(27 128.69417),(28 128.812),(29 128.836),(30 129.68887),(31 130.46468),(32 130.19872),(33 131.0539),(34 132.77583),(35 132.92912),(36 133.05986),(37 134.28685),(38 137.11237),(39 137.14195),(40 137.10594),(41 138.04044),(42 137.29146),(43 136.73894),(44 137.00562),(45 138.9013),(46 140.92506),(47 141.21469),(48 142.86595),(49 143.626),(50 145.0454),(51 146.17505),(52 147.02393),(53 148.82607),(54 148.86183),(55 151.19795),(56 151.47128),(57 151.5147),(58 151.91292),(59 152.31407),(60 153.03839),(61 154.4611),(62 155.18051),(63 155.20052),(64 155.76427),(65 155.81256),(66 156.39676),(67 157.88655),(68 158.33838),(69 157.6783),(70 157.77542),(71 157.54846),(72 155.78229),(73 157.5807),(74 157.5626),(75 157.51424),(76 154.7801),(77 154.33475),(78 151.92189),(79 150.17076),
(1 66.428024),(2 82.96351),(3 94.432655),(4 101.46433),(5 105.54285),(6 108.96558),(7 111.5784),(8 116.22716),(9 117.712204),(10 117.645195),(11 119.385025),(12 119.6168),(13 121.6749),(14 121.098236),(15 121.187004),(16 121.700554),(17 121.77086),(18 121.45072),(19 122.49926),(20 122.27659),(21 122.62134),(22 123.75077),(23 124.62265),(24 124.89768),(25 126.25075),(26 127.83885),(27 127.5971),(28 128.88188),(29 128.50015),(30 128.94398),(31 130.23352),(32 131.10277),(33 131.83315),(34 132.05971),(35 133.66913),(36 132.74197),(37 134.17488),(38 135.025),(39 135.53204),(40 136.58853),(41 136.85216),(42 136.76015),(43 137.00826),(44 138.1406),(45 138.14154),(46 139.87721),(47 139.54137),(48 141.02574),(49 142.83588),(50 144.07779),(51 145.49467),(52 144.79843),(53 146.64554),(54 148.18767),(55 149.49068),(56 150.1971),(57 150.8572),(58 151.14923),(59 151.82146),(60 150.52794),(61 151.5731),(62 152.05824),(63 152.20282),(64 152.15454),(65 151.38487),(66 152.44562),(67 153.07507),(68 153.42435),(69 151.62025),(70 150.96678),(71 149.73073),(72 149.1334),(73 149.53622),(74 149.03767),(75 149.48578),(76 147.5301),(77 147.03902),(78 146.57022),(79 146.16913),
(1 64.57474),(2 82.18236),(3 93.23596),(4 99.481865),(5 103.51976),(6 106.20315),(7 110.45423),(8 115.14223),(9 116.438484),(10 115.917175),(11 117.0938),(12 117.51852),(13 118.366165),(14 118.01815),(15 119.42773),(16 119.35353),(17 119.60955),(18 119.53674),(19 119.85323),(20 119.391594),(21 119.97472),(22 120.923676),(23 121.83615),(24 121.79578),(25 124.2586),(26 125.4503),(27 125.81112),(28 126.33693),(29 125.68028),(30 126.83141),(31 127.91101),(32 128.67131),(33 128.30054),(34 129.76384),(35 130.3961),(36 131.04167),(37 130.3562),(38 131.70883),(39 132.26488),(40 131.02298),(41 131.59875),(42 132.30017),(43 132.93393),(44 133.78621),(45 133.30247),(46 134.87784),(47 134.59625),(48 135.04408),(49 137.77335),(50 138.27959),(51 139.7177),(52 138.2071),(53 140.90785),(54 141.16104),(55 141.24155),(56 142.57002),(57 142.63335),(58 143.20227),(59 144.05896),(60 144.07526),(61 145.0567),(62 145.63028),(63 145.11813),(64 144.3254),(65 144.13379),(66 144.14835),(67 145.79251),(68 146.27042),(69 145.64233),(70 143.44807),(71 143.31567),(72 141.47557),(73 141.37163),(74 143.0235),(75 143.8957),(76 142.32912),(77 142.73633),(78 142.97903),(79 141.81192),
(1 65.82722),(2 83.84278),(3 95.32585),(4 101.90194),(5 107.8463),(6 111.33977),(7 115.63448),(8 118.96535),(9 120.58884),(10 121.21536),(11 121.79703),(12 121.506256),(13 122.25595),(14 121.86225),(15 121.74169),(16 123.1445),(17 123.13489),(18 123.7247),(19 124.24013),(20 124.08493),(21 124.56352),(22 124.050156),(23 125.78398),(24 125.90096),(25 127.59613),(26 128.44896),(27 128.83215),(28 130.19804),(29 129.33966),(30 129.24522),(31 130.64769),(32 132.94682),(33 134.98799),(34 135.1203),(35 136.52716),(36 136.4874),(37 135.51204),(38 136.17769),(39 136.78615),(40 135.3521),(41 136.30746),(42 136.78284),(43 137.7372),(44 137.036),(45 137.56804),(46 137.67162),(47 137.18178),(48 138.38385),(49 140.21269),(50 141.22865),(51 143.40291),(52 141.922),(53 143.10072),(54 143.18803),(55 144.92427),(56 146.16373),(57 146.52576),(58 145.86414),(59 147.1983),(60 148.38791),(61 148.60768),(62 150.11002),(63 149.4805),(64 150.80563),(65 152.00266),(66 152.41524),(67 153.38345),(68 153.30573),(69 151.88142),(70 152.38756),(71 152.37836),(72 150.0627),(73 150.57912),(74 150.27747),(75 150.61948),(76 149.12631),(77 149.5225),(78 149.15564),(79 148.16022),
(1 64.601234),(2 81.87525),(3 92.87776),(4 99.87287),(5 105.53931),(6 109.247536),(7 113.10218),(8 115.71251),(9 117.318825),(10 118.44471),(11 119.70867),(12 119.61711),(13 120.170204),(14 119.12095),(15 119.73627),(16 120.30064),(17 119.722755),(18 119.38871),(19 119.10908),(20 120.93422),(21 121.55598),(22 121.587204),(23 122.933174),(24 122.606316),(25 123.27511),(26 124.97077),(27 126.15387),(28 127.76444),(29 127.5928),(30 128.09436),(31 128.59653),(32 129.9888),(33 131.57384),(34 131.78467),(35 132.7819),(36 132.92873),(37 133.89717),(38 134.49112),(39 134.57173),(40 135.48495),(41 135.11676),(42 134.29538),(43 134.64848),(44 133.42203),(45 132.72389),(46 134.35538),(47 134.17322),(48 135.58987),(49 136.66591),(50 138.2669),(51 139.29211),(52 139.22627),(53 141.51456),(54 141.67416),(55 141.30237),(56 142.85506),(57 143.3425),(58 142.37082),(59 141.86626),(60 142.76117),(61 142.14177),(62 142.60008),(63 142.97856),(64 141.67278),(65 141.49104),(66 141.97647),(67 142.69913),(68 143.38962),(69 143.2138),(70 143.36522),(71 143.81842),(72 141.96748),(73 141.4512),(74 140.50426),(75 140.03786),(76 139.22816),(77 138.35303),(78 137.45955),(79 137.88567),
