1.5,2.5,3.5,4.5,5.5,6.5,7.5,8.5,9.5,10.5,11.5,12.5,13.5,14.5,15.5,16.5,17.5,18.5,19.5,20.5,21.5,22.5,23.5,24.5,25.5,26.5,27.5,28.5,29.5,30.5,31.5,32.5,33.5,34.5,35.5,36.5,37.5,38.5,39.5,40.5,41.5,42.5,43.5,44.5,45.5,46.5,47.5,48.5,49.5,50.5,51.5,52.5,53.5,54.5,55.5,56.5,57.5,58.5,59.5,60.5,61.5,62.5,63.5,64.5,65.5,66.5,67.5,68.5,69.5,70.5,71.5,72.5,73.5,74.5,75.5,76.5,77.5,78.5,79.5,80.5,81.5,82.5,83.5,84.5,85.5,86.5,87.5,88.5,89.5,90.5,91.5,92.5,93.5,94.5,95.5,96.5,97.5,98.5,99.5,100.5,101.5,102.5,103.5,104.5,105.5,106.5,107.5,108.5,109.5,110.5,111.5,112.5,113.5,114.5,115.5,116.5,117.5,118.5,119.5,120.5,121.5,122.5,123.5,124.5,125.5,126.5,127.5,128.5,129.5,130.5,131.5,132.5,133.5,134.5,135.5,136.5,137.5,138.5,139.5,140.5,141.5,142.5,143.5,144.5,145.5,146.5,147.5,148.5,149.5,150.5,151.5,152.5,153.5,154.5,155.5,156.5,157.5,158.5,159.5,160.5,161.5,162.5,163.5,164.5,165.5,166.5,167.5,168.5,169.5,170.5,171.5,172.5,173.5,174.5,175.5,176.5,177.5,178.5,179.5,180.5,181.5,182.5,183.5,184.5,185.5,186.5,187.5,188.5,189.5,190.5,191.5,192.5,193.5,194.5,195.5,196.5,197.5,198.5,199.5,200.5,201.5,202.5,203.5,204.5,205.5,206.5,207.5,208.5,209.5,210.5,211.5,212.5,213.5,214.5,215.5,216.5,217.5,218.5,219.5,220.5,221.5,222.5,223.5,224.5,225.5,226.5,227.5,228.5,229.5,230.5,231.5,232.5,233.5,234.5,235.5,236.5,237.5,238.5,239.5,240.5,241.5,242.5,243.5,244.5,245.5,246.5,247.5,248.5,249.5,250.5,251.5,252.5,253.5,254.5,255.5,256.5,257.5,258.5,259.5,260.5,261.5,262.5,263.5,264.5,265.5,266.5,267.5,268.5,269.5,270.5,271.5,272.5,273.5,274.5,275.5,276.5,277.5,278.5,279.5,280.5,281.5,282.5,283.5,284.5,285.5,286.5,287.5,288.5,289.5,290.5,291.5,292.5,293.5,294.5,295.5,296.5,297.5,298.5,299.5,300.5,301.5,302.5,303.5,304.5,305.5,306.5,307.5,308.5,309.5,310.5,311.5,312.5,313.5,314.5,315.5,316.5,317.5,318.5,319.5,320.5,321.5,322.5,323.5,324.5,325.5,326.5,327.5,328.5,329.5,330.5,331.5,332.5,333.5,334.5,335.5,336.5,337.5,338.5,339.5,340.5,341.5,342.5,343.5,344.5,345.5,346.5,347.5,348.5,349.5,350.5,351.5,352.5,353.5,354.5,355.5,356.5,357.5,358.5,359.5,360.5,361.5,362.5,363.5,364.5,365.5,366.5,367.5,368.5,369.5,370.5,371.5,372.5,373.5,374.5,375.5,376.5,377.5,378.5,379.5,380.5,381.5,382.5,383.5,384.5,385.5,386.5,387.5,388.5,389.5,390.5,391.5,392.5,393.5,394.5,395.5,396.5,397.5,398.5,399.5,400.5,401.5,402.5,403.5,404.5,405.5,406.5,407.5,408.5,409.5,410.5,411.5,412.5,413.5,414.5,415.5,416.5,417.5,418.5,419.5,420.5,421.5,422.5,423.5,424.5,425.5,426.5,427.5,428.5,429.5,430.5,431.5,432.5,433.5,434.5,435.5,436.5,437.5,438.5,439.5,440.5,441.5,442.5,443.5,444.5,445.5,446.5,447.5,448.5,449.5,450.5,451.5,452.5,453.5,454.5,455.5,456.5,457.5,458.5,459.5,460.5,461.5,462.5,463.5,464.5,465.5,466.5,467.5,468.5,469.5,470.5,471.5,472.5,473.5,474.5,475.5,476.5,477.5,478.5,479.5,480.5,481.5,482.5,483.5,484.5,485.5,486.5,487.5,488.5,489.5,490.5,491.5,492.5,493.5,494.5,495.5,496.5,497.5,498.5,499.5,
(1 79968.5),(2 287553.34),(3 640973.9),(4 1111552.9),(5 1710631.1),(6 2453861.8),(7 3313199.8),(8 4320218.5),(9 5494197),(10 6846318.5),(11 8387188),(12 10069677),(13 11898195),(14 13872037),(15 15899707),(16 17921342),(17 20020182),(18 22022088),(19 24213294),(20 26380534),(21 28526650),(22 30733712),(23 33042440),(24 35233404),(25 37494820),(26 39685050),(27 41890860),(28 44160948),(29 46418436),(30 48585196),(31 50680684),(32 52646524),(33 54641876),(34 56541108),(35 58317180),(36 60120212),(37 62060140),(38 63999904),(39 66142196),(40 68131750),(41 70288970),(42 72712776),(43 75359510),(44 78035280),(45 80679704),(46 83507400),(47 86574920),(48 90051800),(49 93386376),(50 96836344),(51 100344310),(52 103803130),(53 107344960),(54 111064260),(55 114724184),(56 118458530),(57 122194090),(58 125825410),(59 129769090),(60 133703144),(61 137699140),(62 141749060),(63 146303000),(64 150635870),(65 154837490),(66 159026510),(67 162896860),(68 166535550),(69 169629860),(70 172510500),(71 175399730),(72 177938050),(73 180311150),(74 182514480),(75 184564420),(76 186591700),(77 188452220),(78 190081740),(79 191178930),
(1 53.351078),(2 62.82656),(3 67.55934),(4 71.38916),(5 73.29864),(6 75.45167),(7 77.77766),(8 79.66412),(9 82.17225),(10 83.501205),(11 85.34421),(12 85.8578),(13 88.14068),(14 89.58055),(15 89.5265),(16 91.12681),(17 91.41015),(18 91.89112),(19 90.89716),(20 91.450485),(21 92.570404),(22 92.47444),(23 91.21171),(24 91.52031),(25 91.679245),(26 92.53472),(27 92.64084),(28 93.013306),(29 94.71215),(30 94.81831),(31 95.453354),(32 95.58381),(33 95.7914),(34 95.64304),(35 96.036865),(36 95.65818),(37 96.1023),(38 95.45948),(39 96.87583),(40 97.291756),(41 97.38528),(42 96.78146),(43 96.32753),(44 96.816284),(45 96.621155),(46 96.07177),(47 96.71637),(48 96.75552),(49 96.755684),(50 97.17247),(51 96.74251),(52 95.96791),(53 95.00191),(54 95.18768),(55 95.09871),(56 95.32419),(57 95.51354),(58 94.76573),(59 96.188934),(60 96.20704),(61 95.54576),(62 96.06805),(63 97.494545),(64 98.34252),(65 98.85511),(66 100.13465),(67 100.53149),(68 99.89789),(69 98.807045),(70 99.804016),(71 99.35545),(72 99.08218),(73 99.91298),(74 100.62887),(75 100.73155),(76 100.77207),(77 100.980835),(78 102.35603),(79 103.130905),
(1 51.91333),(2 60.11262),(3 65.4933),(4 68.86412),(5 71.51499),(6 74.10107),(7 76.171295),(8 77.60254),(9 79.06779),(10 80.32581),(11 82.3048),(12 83.0636),(13 84.35456),(14 85.86292),(15 86.154816),(16 86.58063),(17 87.87672),(18 88.279274),(19 87.69078),(20 88.398285),(21 88.142395),(22 89.14951),(23 88.413666),(24 89.462326),(25 89.79466),(26 90.07844),(27 90.17092),(28 90.67812),(29 92.63249),(30 92.86943),(31 94.260155),(32 95.06377),(33 95.371155),(34 94.89746),(35 95.74998),(36 95.37503),(37 95.470665),(38 94.35692),(39 95.04334),(40 94.46255),(41 94.67316),(42 95.22559),(43 94.66951),(44 95.27492),(45 94.49093),(46 94.654236),(47 94.589584),(48 96.18411),(49 95.212906),(50 95.71162),(51 96.84961),(52 97.368645),(53 96.1913),(54 96.701324),(55 95.86959),(56 95.99841),(57 95.873314),(58 96.653404),(59 96.152695),(60 95.73168),(61 96.8362),(62 96.81173),(63 97.727196),(64 97.81852),(65 98.49951),(66 98.82591),(67 99.1914),(68 98.92767),(69 97.800606),(70 98.877525),(71 98.95064),(72 98.97961),(73 97.6326),(74 98.26429),(75 97.766624),(76 97.20043),(77 97.66263),(78 98.77229),(79 98.848526),
(1 52.54518),(2 61.896545),(3 67.9808),(4 70.80878),(5 73.721954),(6 76.56148),(7 78.31989),(8 80.66474),(9 81.5716),(10 82.69059),(11 84.19464),(12 85.29109),(13 86.11354),(14 87.23708),(15 87.588776),(16 87.58153),(17 88.88562),(18 89.52674),(19 88.633446),(20 89.57985),(21 88.62266),(22 88.87757),(23 90.14191),(24 90.309296),(25 91.03834),(26 92.389015),(27 92.011795),(28 92.82297),(29 93.173485),(30 94.0353),(31 94.96898),(32 95.64303),(33 96.12647),(34 95.152115),(35 95.42595),(36 96.40657),(37 96.544655),(38 95.98791),(39 96.45403),(40 96.311584),(41 96.48615),(42 97.137215),(43 96.198586),(44 96.385895),(45 95.293976),(46 94.99118),(47 94.33511),(48 95.51448),(49 94.66899),(50 94.287704),(51 94.08165),(52 94.02492),(53 94.16298),(54 93.85544),(55 93.54764),(56 93.64341),(57 94.13153),(58 93.64041),(59 94.50547),(60 94.3158),(61 94.611855),(62 95.16619),(63 95.630585),(64 95.854935),(65 96.17744),(66 96.691414),(67 97.07046),(68 95.7245),(69 96.05564),(70 96.41282),(71 97.14564),(72 97.62608),(73 96.96126),(74 97.532425),(75 97.83269),(76 98.204254),(77 98.34349),(78 99.30376),(79 100.11614),
(1 52.23032),(2 60.6197),(3 66.773506),(4 69.402954),(5 71.46362),(6 73.77452),(7 75.72287),(8 77.22008),(9 79.93018),(10 80.8837),(11 81.89542),(12 82.79168),(13 83.57049),(14 85.50702),(15 86.16359),(16 85.887596),(17 86.10234),(18 87.35378),(19 87.87125),(20 88.047005),(21 89.28202),(22 89.23252),(23 90.4754),(24 89.46564),(25 89.63897),(26 90.68389),(27 90.923065),(28 91.1017),(29 92.61932),(30 92.5732),(31 93.54896),(32 93.927925),(33 95.11244),(34 94.180435),(35 95.61716),(36 95.40146),(37 95.666405),(38 95.893326),(39 95.1429),(40 95.10527),(41 96.04585),(42 95.85089),(43 95.086296),(44 94.580956),(45 94.31705),(46 94.23976),(47 94.09406),(48 94.77704),(49 94.845345),(50 94.55432),(51 94.49821),(52 94.44035),(53 94.20024),(54 92.995605),(55 92.38983),(56 93.339874),(57 92.55513),(58 93.03736),(59 92.82661),(60 92.809814),(61 93.048904),(62 93.03505),(63 92.98564),(64 93.013756),(65 92.73305),(66 94.9645),(67 94.67211),(68 94.528206),(69 94.98608),(70 94.34926),(71 94.82196),(72 95.81158),(73 95.87091),(74 96.12063),(75 96.41798),(76 96.225395),(77 95.91455),(78 97.118004),(79 97.37374),
(1 51.052387),(2 60.1121),(3 65.94375),(4 70.017624),(5 72.48853),(6 74.51695),(7 77.20933),(8 78.58195),(9 80.5938),(10 82.20116),(11 83.70452),(12 83.62318),(13 86.1069),(14 87.090935),(15 88.40182),(16 88.27856),(17 87.619705),(18 89.27243),(19 89.86398),(20 90.03177),(21 89.9553),(22 90.71548),(23 90.60992),(24 90.83454),(25 91.50313),(26 91.24805),(27 91.92211),(28 91.80111),(29 93.060524),(30 93.99047),(31 95.67281),(32 95.78236),(33 96.08294),(34 96.30363),(35 96.8641),(36 96.491875),(37 96.051674),(38 96.01281),(39 96.49993),(40 96.94743),(41 97.19014),(42 96.69036),(43 97.38045),(44 96.99759),(45 95.987236),(46 96.54568),(47 97.17388),(48 97.47312),(49 97.10574),(50 97.357346),(51 96.50169),(52 95.46679),(53 95.8576),(54 95.65198),(55 96.03108),(56 95.583435),(57 96.040146),(58 96.73117),(59 96.326515),(60 96.553185),(61 96.25482),(62 96.304504),(63 95.45069),(64 95.998344),(65 97.60209),(66 98.679214),(67 98.98995),(68 98.167465),(69 98.05744),(70 97.78442),(71 97.16635),(72 97.344604),(73 98.241425),(74 99.33398),(75 98.34065),(76 97.21823),(77 99.512535),(78 100.451614),(79 100.297676),
(1 50.95632),(2 59.0823),(3 63.872852),(4 67.58466),(5 69.83819),(6 72.156075),(7 74.88838),(8 76.86677),(9 78.40585),(10 79.83099),(11 80.22867),(12 80.09239),(13 82.68028),(14 83.508736),(15 85.12556),(16 85.06424),(17 85.56731),(18 88.011055),(19 87.82243),(20 88.34891),(21 87.53631),(22 88.688484),(23 88.50425),(24 88.38695),(25 89.35399),(26 89.37878),(27 89.592804),(28 90.28599),(29 91.73679),(30 92.67461),(31 93.63296),(32 93.78031),(33 95.10248),(34 95.005035),(35 95.83315),(36 95.80422),(37 95.83881),(38 95.69235),(39 97.11323),(40 96.04548),(41 97.18854),(42 97.760185),(43 98.14025),(44 97.35687),(45 96.19078),(46 95.93936),(47 97.79058),(48 97.4255),(49 96.75482),(50 96.355255),(51 96.18276),(52 94.48947),(53 94.472725),(54 94.141884),(55 93.58612),(56 93.07055),(57 93.36434),(58 93.710304),(59 94.36845),(60 92.45522),(61 93.37502),(62 92.768105),(63 93.17252),(64 93.389435),(65 93.61509),(66 94.64773),(67 95.40217),(68 94.85673),(69 94.54704),(70 94.696396),(71 94.792755),(72 95.23328),(73 95.79193),(74 96.27327),(75 96.71876),(76 97.71758),(77 98.16739),(78 98.65626),(79 98.84697),
(1 48.99894),(2 56.872078),(3 62.147026),(4 65.149956),(5 66.93216),(6 69.478004),(7 71.28555),(8 74.20048),(9 75.29604),(10 76.717804),(11 77.159836),(12 77.38924),(13 78.98613),(14 80.964966),(15 81.61402),(16 82.672134),(17 83.6697),(18 83.22657),(19 83.292175),(20 84.06004),(21 83.53513),(22 84.26809),(23 84.90442),(24 85.29514),(25 86.1528),(26 87.16374),(27 86.97375),(28 87.44065),(29 89.219925),(30 90.45736),(31 90.80861),(32 90.427),(33 91.084526),(34 90.99302),(35 91.22457),(36 91.38805),(37 90.82275),(38 90.603714),(39 91.303764),(40 91.11194),(41 91.48763),(42 91.23013),(43 91.46136),(44 90.255356),(45 89.34262),(46 89.1956),(47 89.79833),(48 89.53562),(49 89.25412),(50 89.17714),(51 90.19796),(52 89.31273),(53 89.17512),(54 89.55881),(55 89.237816),(56 88.588455),(57 89.44841),(58 89.793495),(59 89.60627),(60 89.13281),(61 88.94138),(62 89.348145),(63 89.020515),(64 90.549515),(65 89.96403),(66 90.62985),(67 91.73684),(68 91.7065),(69 91.51495),(70 92.00539),(71 91.90699),(72 91.87488),(73 92.44081),(74 92.303635),(75 92.55166),(76 92.206505),(77 93.14373),(78 94.09767),(79 94.61927),
(1 49.003563),(2 58.159943),(3 62.961777),(4 66.22645),(5 68.08799),(6 70.96499),(7 72.97767),(8 75.77822),(9 76.78727),(10 78.7839),(11 79.630486),(12 80.21452),(13 81.9316),(14 81.91973),(15 82.91163),(16 83.40477),(17 83.93206),(18 84.761856),(19 84.95453),(20 85.190506),(21 84.38045),(22 85.59465),(23 85.36707),(24 84.94227),(25 84.95179),(26 86.22685),(27 86.46773),(28 85.96548),(29 87.45595),(30 88.574715),(31 89.86925),(32 90.00028),(33 91.66468),(34 91.097755),(35 91.02062),(36 91.648),(37 91.24934),(38 91.77229),(39 93.003944),(40 92.11843),(41 93.38988),(42 93.62424),(43 93.60265),(44 92.9202),(45 92.36545),(46 92.017914),(47 92.1022),(48 91.91198),(49 91.989456),(50 92.149826),(51 91.3896),(52 90.641235),(53 89.807175),(54 88.60109),(55 88.367065),(56 88.77358),(57 88.1066),(58 88.41875),(59 88.22952),(60 87.68012),(61 88.09418),(62 88.07754),(63 87.86895),(64 89.15802),(65 89.548805),(66 91.01907),(67 91.8493),(68 91.87591),(69 91.50754),(70 92.08655),(71 92.6546),(72 91.63361),(73 92.14378),(74 92.834305),(75 92.293846),(76 92.76166),(77 92.82124),(78 93.29131),(79 93.130325),
(1 49.283768),(2 56.728233),(3 62.099117),(4 66.10496),(5 68.04497),(6 70.283554),(7 71.81451),(8 73.96964),(9 75.37839),(10 76.27146),(11 78.42081),(12 79.29915),(13 79.87543),(14 80.50715),(15 81.32533),(16 82.343735),(17 82.51623),(18 83.30441),(19 83.19645),(20 83.11666),(21 83.21274),(22 83.71471),(23 83.501366),(24 84.29833),(25 84.25232),(26 84.85545),(27 84.36666),(28 84.221375),(29 85.575645),(30 86.37596),(31 87.185074),(32 87.98407),(33 88.55506),(34 88.67094),(35 88.92068),(36 88.89994),(37 88.56604),(38 89.58184),(39 89.59517),(40 89.59721),(41 89.52359),(42 89.60221),(43 90.125694),(44 89.73127),(45 89.39656),(46 89.776024),(47 89.71704),(48 90.39429),(49 89.93465),(50 89.63415),(51 89.89119),(52 89.146454),(53 89.12881),(54 88.42669),(55 88.78432),(56 89.0352),(57 88.50747),(58 88.40204),(59 89.02197),(60 89.17979),(61 90.588806),(62 89.62168),(63 89.67388),(64 90.811615),(65 90.97549),(66 92.230255),(67 92.31566),(68 92.509964),(69 92.4747),(70 92.46341),(71 92.400246),(72 92.48695),(73 92.72879),(74 92.85057),(75 92.473236),(76 93.624825),(77 94.13185),(78 94.428),(79 94.26222),
(1 48.560616),(2 57.07934),(3 61.403873),(4 65.13539),(5 66.826096),(6 70.53844),(7 71.91727),(8 74.162674),(9 75.66743),(10 76.90133),(11 78.7107),(12 78.93716),(13 79.50437),(14 81.1934),(15 82.18264),(16 82.79235),(17 82.90158),(18 83.64298),(19 83.56207),(20 83.553154),(21 84.44698),(22 84.80459),(23 84.19137),(24 85.21288),(25 85.435),(26 86.57049),(27 86.94773),(28 86.22729),(29 87.27729),(30 88.15751),(31 88.50151),(32 88.13389),(33 89.41975),(34 88.95851),(35 89.67968),(36 89.40537),(37 89.16011),(38 89.301895),(39 89.94096),(40 89.65026),(41 90.96492),(42 90.82945),(43 90.71206),(44 90.18248),(45 89.986786),(46 89.84329),(47 89.523476),(48 90.36099),(49 90.706856),(50 90.42223),(51 90.20706),(52 89.6681),(53 89.80894),(54 90.47018),(55 90.253746),(56 89.45744),(57 89.47248),(58 89.99658),(59 90.55619),(60 90.5438),(61 90.5543),(62 90.509026),(63 91.79578),(64 91.47846),(65 92.91658),(66 93.112526),(67 93.45914),(68 93.657974),(69 92.60456),(70 93.12357),(71 93.61092),(72 93.49985),(73 93.884094),(74 94.104866),(75 94.86304),(76 94.17448),(77 95.143486),(78 95.26509),(79 96.063705),
(1 49.221622),(2 57.68661),(3 62.554073),(4 66.38535),(5 69.005875),(6 71.18289),(7 72.753105),(8 74.64528),(9 77.61996),(10 79.186226),(11 79.610695),(12 80.59627),(13 81.92208),(14 83.801384),(15 85.441),(16 85.44949),(17 86.0055),(18 87.00744),(19 86.57741),(20 85.67242),(21 84.47318),(22 84.69126),(23 85.13477),(24 86.82737),(25 87.8866),(26 87.726166),(27 89.670654),(28 88.863365),(29 90.444626),(30 91.03555),(31 92.31724),(32 93.29141),(33 93.80652),(34 93.48099),(35 93.329155),(36 93.39526),(37 93.008835),(38 93.389595),(39 93.815),(40 93.76753),(41 95.453125),(42 95.60161),(43 95.59979),(44 95.32602),(45 95.10635),(46 95.422386),(47 94.20158),(48 94.70136),(49 94.30427),(50 93.62088),(51 94.12443),(52 93.24195),(53 91.93944),(54 91.93662),(55 92.31003),(56 92.642784),(57 92.49633),(58 92.75665),(59 92.23027),(60 92.00527),(61 93.24981),(62 92.240166),(63 93.216286),(64 93.37946),(65 94.76431),(66 95.25436),(67 95.51412),(68 96.217674),(69 95.060104),(70 95.133156),(71 94.8111),(72 94.90248),(73 95.81386),(74 95.55035),(75 96.79333),(76 96.216705),(77 95.81591),(78 97.37664),(79 98.332695),
(1 46.916893),(2 55.0856),(3 60.29937),(4 63.829964),(5 66.16876),(6 68.41445),(7 70.21499),(8 71.78447),(9 73.66291),(10 74.133446),(11 76.041855),(12 77.28713),(13 77.54468),(14 79.46432),(15 80.59803),(16 81.13842),(17 80.81504),(18 82.344185),(19 81.6294),(20 82.12212),(21 82.321594),(22 82.03206),(23 82.08382),(24 83.04475),(25 83.85457),(26 83.55188),(27 84.346634),(28 84.16529),(29 85.17475),(30 85.72517),(31 86.30092),(32 86.648506),(33 87.80574),(34 87.14836),(35 88.75781),(36 87.72582),(37 87.36493),(38 86.765945),(39 86.980865),(40 86.97637),(41 87.608055),(42 87.8554),(43 87.700676),(44 87.433716),(45 87.06517),(46 87.114204),(47 87.333534),(48 87.473434),(49 87.07705),(50 86.53548),(51 86.64601),(52 85.75927),(53 85.40292),(54 84.62848),(55 85.20688),(56 84.51802),(57 85.08988),(58 85.60599),(59 85.40001),(60 84.54803),(61 85.47504),(62 85.95874),(63 86.981384),(64 87.50229),(65 88.30181),(66 89.36514),(67 89.38207),(68 89.934654),(69 89.890686),(70 88.95031),(71 88.92719),(72 88.64636),(73 90.10821),(74 89.598274),(75 89.779205),(76 90.24208),(77 90.66047),(78 90.782326),(79 90.601265),
(1 47.504868),(2 55.699844),(3 60.733795),(4 63.49433),(5 66.21326),(6 68.23151),(7 69.92142),(8 71.96496),(9 74.34022),(10 74.75246),(11 76.5038),(12 78.257675),(13 79.61796),(14 80.299644),(15 80.61996),(16 82.18622),(17 81.31303),(18 83.22404),(19 82.37591),(20 82.709015),(21 82.930756),(22 82.962654),(23 83.06435),(24 84.158165),(25 84.4203),(26 85.48222),(27 85.273506),(28 85.02351),(29 86.54961),(30 86.78186),(31 87.16246),(32 87.421394),(33 88.244934),(34 87.80836),(35 88.72308),(36 88.08924),(37 88.35385),(38 87.106415),(39 88.19339),(40 88.88617),(41 89.20984),(42 89.26232),(43 89.61153),(44 88.72583),(45 87.52438),(46 87.757645),(47 88.0552),(48 88.49151),(49 88.92534),(50 88.73701),(51 88.585846),(52 87.192696),(53 87.248726),(54 87.163734),(55 86.907616),(56 86.6009),(57 86.72199),(58 85.814575),(59 86.189644),(60 86.61378),(61 86.38632),(62 87.03604),(63 87.55142),(64 88.06536),(65 87.54277),(66 88.02065),(67 88.16198),(68 88.349045),(69 87.96809),(70 87.48478),(71 87.855194),(72 87.42335),(73 88.11248),(74 88.71141),(75 88.850136),(76 88.263374),(77 89.07731),(78 89.480385),(79 89.7462),
(1 47.66712),(2 55.8274),(3 60.457474),(4 63.358532),(5 65.96878),(6 68.20378),(7 70.35521),(8 72.52828),(9 74.97657),(10 75.10499),(11 76.39907),(12 77.47663),(13 78.99707),(14 80.46868),(15 80.4555),(16 82.08525),(17 81.08627),(18 82.23743),(19 81.78369),(20 82.88356),(21 83.41944),(22 82.705284),(23 82.426926),(24 82.76148),(25 83.53463),(26 83.14397),(27 83.53711),(28 83.24272),(29 84.4591),(30 85.907104),(31 87.13594),(32 87.46663),(33 87.941185),(34 87.70195),(35 88.16192),(36 87.925026),(37 88.58927),(38 87.80775),(39 86.99339),(40 86.79235),(41 87.86762),(42 88.71479),(43 88.911995),(44 88.052925),(45 87.19333),(46 87.30123),(47 87.56798),(48 87.73729),(49 88.4638),(50 88.77587),(51 87.97466),(52 87.21823),(53 87.36573),(54 87.12353),(55 86.55693),(56 87.07946),(57 86.52362),(58 86.47146),(59 87.31148),(60 87.05645),(61 87.75347),(62 88.15988),(63 88.17721),(64 89.20981),(65 89.472435),(66 90.60821),(67 90.97884),(68 90.792206),(69 91.56802),(70 90.480255),(71 90.607025),(72 90.530815),(73 90.27352),(74 89.693245),(75 90.13546),(76 89.36862),(77 89.087),(78 90.24042),(79 89.99237),
(1 47.32833),(2 55.29823),(3 60.867264),(4 63.68104),(5 65.01756),(6 66.628075),(7 68.64607),(8 70.61451),(9 72.73797),(10 73.86489),(11 75.13336),(12 75.66804),(13 77.24244),(14 79.46097),(15 80.32986),(16 81.07728),(17 81.10146),(18 81.230965),(19 81.20116),(20 82.176834),(21 82.23305),(22 81.93706),(23 81.80126),(24 82.84994),(25 83.08038),(26 82.93159),(27 83.116234),(28 82.80743),(29 83.78483),(30 84.05425),(31 85.68329),(32 86.6568),(33 86.83791),(34 86.29397),(35 86.51712),(36 85.58926),(37 86.62246),(38 85.69861),(39 85.57331),(40 86.969864),(41 87.224045),(42 88.374535),(43 88.55128),(44 88.57032),(45 87.98443),(46 87.93716),(47 88.397446),(48 87.51421),(49 87.94416),(50 87.8574),(51 88.03514),(52 86.84759),(53 86.14784),(54 86.143135),(55 85.76112),(56 85.6106),(57 86.60182),(58 85.15592),(59 85.54609),(60 85.167274),(61 85.7729),(62 85.620056),(63 85.32056),(64 85.84731),(65 86.66192),(66 86.61389),(67 87.21454),(68 86.91213),(69 87.49362),(70 88.42099),(71 88.58408),(72 87.98406),(73 88.156044),(74 87.98685),(75 88.58754),(76 87.90696),(77 88.02954),(78 88.86867),(79 88.854004),
(1 46.610687),(2 54.78971),(3 59.299118),(4 62.070953),(5 63.49437),(6 65.38614),(7 67.220764),(8 68.88527),(9 71.12646),(10 71.95247),(11 73.9321),(12 74.85933),(13 75.58611),(14 77.396866),(15 77.89195),(16 78.96371),(17 79.03134),(18 80.12186),(19 79.49896),(20 81.249756),(21 80.47207),(22 81.32994),(23 81.72275),(24 82.09371),(25 81.796684),(26 82.472946),(27 83.30555),(28 83.630585),(29 84.27756),(30 85.0916),(31 86.18557),(32 86.641464),(33 87.13645),(34 86.77483),(35 86.68498),(36 87.013214),(37 88.17887),(38 87.79694),(39 87.80291),(40 88.47496),(41 88.601166),(42 88.75844),(43 89.28105),(44 89.68537),(45 89.40685),(46 89.035675),(47 88.43878),(48 88.91154),(49 88.98506),(50 88.256134),(51 87.545235),(52 87.28225),(53 86.23551),(54 84.89781),(55 85.00989),(56 85.02602),(57 85.785934),(58 85.2746),(59 84.85528),(60 84.98395),(61 86.09726),(62 86.43856),(63 86.1838),(64 85.7749),(65 86.81728),(66 86.72429),(67 86.60631),(68 86.31129),(69 86.468895),(70 86.418076),(71 86.45804),(72 85.8526),(73 86.5465),(74 86.354095),(75 87.94073),(76 87.37967),(77 87.36531),(78 88.41102),(79 88.754906),
(1 45.727516),(2 53.88077),(3 59.352535),(4 62.298615),(5 64.407074),(6 66.50644),(7 68.632385),(8 69.30096),(9 71.77486),(10 73.63566),(11 74.03052),(12 74.7731),(13 75.93514),(14 77.317085),(15 78.6671),(16 78.31247),(17 77.90662),(18 79.25865),(19 79.35929),(20 79.5702),(21 79.5372),(22 80.357),(23 80.39095),(24 81.30815),(25 80.69072),(26 80.94275),(27 81.575775),(28 81.8609),(29 82.578766),(30 82.637215),(31 83.25375),(32 83.542656),(33 83.29892),(34 83.335365),(35 84.05664),(36 83.30679),(37 83.76704),(38 83.61399),(39 83.70519),(40 84.15095),(41 85.23833),(42 84.896515),(43 84.173164),(44 84.41802),(45 83.767944),(46 83.40466),(47 84.606544),(48 84.98442),(49 85.23594),(50 84.809975),(51 86.32427),(52 85.120255),(53 85.170876),(54 84.13351),(55 84.45087),(56 84.19742),(57 84.113),(58 84.73285),(59 85.17125),(60 85.21833),(61 85.1652),(62 85.294815),(63 85.779015),(64 85.475525),(65 85.735435),(66 86.15742),(67 86.439896),(68 86.53056),(69 85.26432),(70 85.658844),(71 86.34522),(72 85.85376),(73 86.37106),(74 86.50131),(75 85.87374),(76 85.89156),(77 85.80706),(78 87.21057),(79 87.78949),
(1 45.021698),(2 52.93837),(3 58.757374),(4 60.935272),(5 63.687622),(6 65.20825),(7 67.37804),(8 69.1321),(9 71.21467),(10 73.16905),(11 74.37253),(12 74.886475),(13 75.86204),(14 77.237564),(15 78.58954),(16 77.23904),(17 77.5926),(18 78.39175),(19 78.201675),(20 78.67029),(21 79.2713),(22 78.86578),(23 78.70052),(24 80.00471),(25 80.86882),(26 80.28386),(27 81.24954),(28 80.449974),(29 80.574),(30 81.0297),(31 81.393875),(32 81.3161),(33 81.79128),(34 82.57048),(35 83.741806),(36 82.40236),(37 83.062454),(38 83.52723),(39 82.928986),(40 83.8806),(41 84.2716),(42 83.86015),(43 84.462524),(44 84.52353),(45 84.0807),(46 84.067535),(47 84.40426),(48 85.367),(49 85.80472),(50 84.99452),(51 85.54714),(52 84.85452),(53 84.33542),(54 84.771065),(55 84.18625),(56 83.62448),(57 84.22651),(58 84.05668),(59 83.68771),(60 84.004),(61 83.86745),(62 84.016304),(63 84.43145),(64 85.0392),(65 85.40136),(66 86.887474),(67 87.90126),(68 87.17206),(69 87.0737),(70 86.49019),(71 86.93726),(72 86.80967),(73 86.847404),(74 87.781425),(75 87.7617),(76 87.38925),(77 88.42618),(78 88.79567),(79 88.909966),
