1.5,2.5,3.5,4.5,5.5,6.5,7.5,8.5,9.5,10.5,11.5,12.5,13.5,14.5,15.5,16.5,17.5,18.5,19.5,20.5,21.5,22.5,23.5,24.5,25.5,26.5,27.5,28.5,29.5,30.5,31.5,32.5,33.5,34.5,35.5,36.5,37.5,38.5,39.5,40.5,41.5,42.5,43.5,44.5,45.5,46.5,47.5,48.5,49.5,50.5,51.5,52.5,53.5,54.5,55.5,56.5,57.5,58.5,59.5,60.5,61.5,62.5,63.5,64.5,65.5,66.5,67.5,68.5,69.5,70.5,71.5,72.5,73.5,74.5,75.5,76.5,77.5,78.5,79.5,80.5,81.5,82.5,83.5,84.5,85.5,86.5,87.5,88.5,89.5,90.5,91.5,92.5,93.5,94.5,95.5,96.5,97.5,98.5,99.5,100.5,101.5,102.5,103.5,104.5,105.5,106.5,107.5,108.5,109.5,110.5,111.5,112.5,113.5,114.5,115.5,116.5,117.5,118.5,119.5,120.5,121.5,122.5,123.5,124.5,125.5,126.5,127.5,128.5,129.5,130.5,131.5,132.5,133.5,134.5,135.5,136.5,137.5,138.5,139.5,140.5,141.5,142.5,143.5,144.5,145.5,146.5,147.5,148.5,149.5,150.5,151.5,152.5,153.5,154.5,155.5,156.5,157.5,158.5,159.5,160.5,161.5,162.5,163.5,164.5,165.5,166.5,167.5,168.5,169.5,170.5,171.5,172.5,173.5,174.5,175.5,176.5,177.5,178.5,179.5,180.5,181.5,182.5,183.5,184.5,185.5,186.5,187.5,188.5,189.5,190.5,191.5,192.5,193.5,194.5,195.5,196.5,197.5,198.5,199.5,200.5,201.5,202.5,203.5,204.5,205.5,206.5,207.5,208.5,209.5,210.5,211.5,212.5,213.5,214.5,215.5,216.5,217.5,218.5,219.5,220.5,221.5,222.5,223.5,224.5,225.5,226.5,227.5,228.5,229.5,230.5,231.5,232.5,233.5,234.5,235.5,236.5,237.5,238.5,239.5,240.5,241.5,242.5,243.5,244.5,245.5,246.5,247.5,248.5,249.5,250.5,251.5,252.5,253.5,254.5,255.5,256.5,257.5,258.5,259.5,260.5,261.5,262.5,263.5,264.5,265.5,266.5,267.5,268.5,269.5,270.5,271.5,272.5,273.5,274.5,275.5,276.5,277.5,278.5,279.5,280.5,281.5,282.5,283.5,284.5,285.5,286.5,287.5,288.5,289.5,290.5,291.5,292.5,293.5,294.5,295.5,296.5,297.5,298.5,299.5,300.5,301.5,302.5,303.5,304.5,305.5,306.5,307.5,308.5,309.5,310.5,311.5,312.5,313.5,314.5,315.5,316.5,317.5,318.5,319.5,320.5,321.5,322.5,323.5,324.5,325.5,326.5,327.5,328.5,329.5,330.5,331.5,332.5,333.5,334.5,335.5,336.5,337.5,338.5,339.5,340.5,341.5,342.5,343.5,344.5,345.5,346.5,347.5,348.5,349.5,350.5,351.5,352.5,353.5,354.5,355.5,356.5,357.5,358.5,359.5,360.5,361.5,362.5,363.5,364.5,365.5,366.5,367.5,368.5,369.5,370.5,371.5,372.5,373.5,374.5,375.5,376.5,377.5,378.5,379.5,380.5,381.5,382.5,383.5,384.5,385.5,386.5,387.5,388.5,389.5,390.5,391.5,392.5,393.5,394.5,395.5,396.5,397.5,398.5,399.5,400.5,401.5,402.5,403.5,404.5,405.5,406.5,407.5,408.5,409.5,410.5,411.5,412.5,413.5,414.5,415.5,416.5,417.5,418.5,419.5,420.5,421.5,422.5,423.5,424.5,425.5,426.5,427.5,428.5,429.5,430.5,431.5,432.5,433.5,434.5,435.5,436.5,437.5,438.5,439.5,440.5,441.5,442.5,443.5,444.5,445.5,446.5,447.5,448.5,449.5,450.5,451.5,452.5,453.5,454.5,455.5,456.5,457.5,458.5,459.5,460.5,461.5,462.5,463.5,464.5,465.5,466.5,467.5,468.5,469.5,470.5,471.5,472.5,473.5,474.5,475.5,476.5,477.5,478.5,479.5,480.5,481.5,482.5,483.5,484.5,485.5,486.5,487.5,488.5,489.5,490.5,491.5,492.5,493.5,494.5,495.5,496.5,497.5,498.5,499.5,
(1 98721.94),(2 313428.53),(3 603777.25),(4 1044225.8),(5 1569419.9),(6 2139041),(7 2855123.3),(8 3632546),(9 4405339.5),(10 5258122),(11 6173908),(12 7028678.5),(13 8030824),(14 9090117),(15 10144415),(16 11349228),(17 12656679),(18 13979643),(19 15467091),(20 16954530),(21 18352778),(22 19885558),(23 21423966),(24 22869914),(25 24445974),(26 25995136),(27 27518016),(28 29200104),(29 30834558),(30 32485632),(31 34309770),(32 36077844),(33 37871468),(34 39862944),(35 41839796),(36 43758852),(37 45844348),(38 47982092),(39 50173012),(40 52614412),(41 54924000),(42 57132304),(43 59596256),(44 62082212),(45 64613664),(46 67396890),(47 70260376),(48 73048910),(49 75982040),(50 78823656),(51 81557816),(52 84470264),(53 87417224),(54 90346500),(55 93538090),(56 96676070),(57 99820136),(58 103334460),(59 106500760),(60 109241690),(61 112163336),(62 114945960),(63 117415896),(64 119901530),(65 122258280),(66 124300010),(67 126604440),(68 128702330),(69 130628860),(70 133108310),(71 135513020),(72 137577010),(73 140024320),(74 142373650),(75 144344900),(76 146694640),(77 149026900),(78 151196260),(79 153763600),
(1 87.50049),(2 107.85791),(3 118.46582),(4 125.65789),(5 132.09595),(6 134.02939),(7 139.25282),(8 143.01207),(9 146.68056),(10 148.57431),(11 150.74133),(12 154.89182),(13 158.16893),(14 159.7219),(15 160.64476),(16 162.15427),(17 162.18),(18 163.32146),(19 165.36078),(20 166.8438),(21 167.77208),(22 169.55411),(23 170.39847),(24 171.42245),(25 172.43211),(26 171.64525),(27 171.13904),(28 173.79156),(29 172.6061),(30 172.35602),(31 174.52254),(32 175.58554),(33 176.54857),(34 175.7664),(35 177.31215),(36 178.78752),(37 179.48476),(38 179.07265),(39 181.10138),(40 180.137),(41 180.63066),(42 182.30243),(43 182.35776),(44 182.07602),(45 183.12943),(46 184.64355),(47 186.441),(48 185.64407),(49 188.31665),(50 188.87059),(51 188.14888),(52 187.53795),(53 187.52278),(54 186.37431),(55 187.631),(56 188.34663),(57 187.34122),(58 188.95169),(59 187.36533),(60 188.10986),(61 186.6285),(62 187.07681),(63 186.42899),(64 185.24802),(65 184.79019),(66 186.23384),(67 184.50098),(68 185.32434),(69 184.6495),(70 187.56525),(71 188.3325),(72 188.2479),(73 190.61038),(74 192.03557),(75 192.81798),(76 192.47318),(77 191.90889),(78 195.45883),(79 194.79683),
(1 86.65647),(2 106.84118),(3 117.7887),(4 125.499275),(5 132.27792),(6 135.9431),(7 139.15765),(8 143.69154),(9 146.01431),(10 150.13834),(11 153.10443),(12 155.54817),(13 157.27805),(14 157.21774),(15 159.43558),(16 161.41542),(17 161.82175),(18 161.18828),(19 162.44867),(20 162.18817),(21 162.29466),(22 165.62184),(23 166.21764),(24 166.29588),(25 166.57422),(26 165.0841),(27 165.72415),(28 168.86409),(29 167.81548),(30 168.94627),(31 168.9996),(32 169.84172),(33 170.94833),(34 171.86433),(35 172.66542),(36 173.429),(37 174.46901),(38 174.48615),(39 175.29733),(40 175.85722),(41 175.78801),(42 177.6247),(43 179.85641),(44 180.47691),(45 181.48572),(46 181.79637),(47 182.16273),(48 183.17981),(49 182.90466),(50 183.25916),(51 184.35907),(52 182.12064),(53 184.14742),(54 185.81963),(55 186.15532),(56 188.02809),(57 187.60762),(58 188.74535),(59 187.91638),(60 187.71167),(61 188.59042),(62 188.8561),(63 187.04892),(64 188.38309),(65 187.22015),(66 186.68803),(67 185.63521),(68 184.47997),(69 185.6926),(70 186.9432),(71 186.16924),(72 187.3845),(73 188.46628),(74 189.6942),(75 189.53194),(76 188.88965),(77 188.46292),(78 189.57088),(79 191.33727),
(1 86.49037),(2 106.39129),(3 115.63838),(4 121.701126),(5 128.91165),(6 132.08838),(7 135.78357),(8 139.14513),(9 142.39977),(10 145.5033),(11 146.80168),(12 149.5432),(13 150.1163),(14 152.0151),(15 154.74167),(16 156.13132),(17 155.2301),(18 156.95662),(19 157.24722),(20 159.61084),(21 160.26381),(22 162.4943),(23 165.2153),(24 165.25769),(25 167.00291),(26 167.03563),(27 169.28812),(28 172.24812),(29 171.5649),(30 171.53958),(31 174.17143),(32 176.51628),(33 177.5392),(34 177.32272),(35 178.05536),(36 180.14919),(37 180.7697),(38 182.08696),(39 182.33203),(40 182.21777),(41 183.39832),(42 184.70996),(43 186.64479),(44 188.34361),(45 185.47606),(46 186.16893),(47 186.6708),(48 188.07843),(49 188.5028),(50 187.18382),(51 188.19913),(52 187.24152),(53 186.84389),(54 185.99557),(55 187.80226),(56 187.2525),(57 186.81456),(58 186.50037),(59 185.8235),(60 183.65228),(61 185.24161),(62 183.96126),(63 183.1003),(64 180.62738),(65 182.67949),(66 184.008),(67 185.99585),(68 188.64008),(69 189.8911),(70 190.21231),(71 191.3839),(72 190.9587),(73 195.67773),(74 193.31822),(75 191.91592),(76 191.8693),(77 191.52997),(78 192.6101),(79 190.94267),
(1 85.067825),(2 105.80949),(3 117.01234),(4 123.82497),(5 129.48647),(6 132.59473),(7 136.62213),(8 140.01274),(9 143.60692),(10 147.11821),(11 149.80312),(12 150.80963),(13 152.13252),(14 153.13698),(15 154.73146),(16 156.23666),(17 157.92715),(18 157.22531),(19 159.11566),(20 160.16672),(21 161.9712),(22 162.2616),(23 165.03215),(24 164.9423),(25 166.3915),(26 165.8698),(27 168.00409),(28 170.49493),(29 169.62685),(30 169.86847),(31 169.5281),(32 171.65308),(33 172.12566),(34 175.31938),(35 175.6294),(36 176.17581),(37 175.41148),(38 175.62587),(39 174.63219),(40 175.95895),(41 176.32526),(42 177.09319),(43 178.03455),(44 179.1128),(45 179.96562),(46 181.13007),(47 181.41776),(48 185.09334),(49 187.11955),(50 186.83511),(51 188.05669),(52 189.24338),(53 188.274),(54 188.16266),(55 186.69688),(56 185.92374),(57 185.21541),(58 188.16542),(59 187.9928),(60 185.80396),(61 184.95369),(62 184.81499),(63 185.91664),(64 184.62428),(65 184.84964),(66 184.12398),(67 183.65051),(68 183.73393),(69 185.3702),(70 184.44951),(71 185.20592),(72 184.22003),(73 187.49817),(74 187.51134),(75 189.27887),(76 188.29893),(77 187.67207),(78 192.64989),(79 190.4598),
(1 85.32548),(2 106.0491),(3 117.76774),(4 124.09702),(5 129.45515),(6 132.64685),(7 134.60829),(8 139.66853),(9 142.2676),(10 145.70374),(11 148.62413),(12 150.40527),(13 150.9173),(14 152.269),(15 153.23268),(16 153.79262),(17 156.159),(18 157.09003),(19 157.85435),(20 157.4035),(21 157.82408),(22 159.28368),(23 160.61661),(24 162.05171),(25 163.06393),(26 162.41788),(27 163.60133),(28 166.75363),(29 167.51257),(30 165.3884),(31 165.82173),(32 168.14197),(33 165.64069),(34 167.33925),(35 168.17198),(36 170.17552),(37 171.13922),(38 172.35118),(39 171.349),(40 170.51573),(41 170.81715),(42 170.9045),(43 172.35524),(44 175.24716),(45 176.06874),(46 178.34227),(47 178.64685),(48 181.19748),(49 181.38391),(50 179.46008),(51 179.241),(52 179.1689),(53 179.01823),(54 178.56372),(55 178.17401),(56 178.5032),(57 177.07106),(58 179.55025),(59 180.5369),(60 178.45563),(61 178.67407),(62 177.22668),(63 178.06589),(64 176.24435),(65 177.63379),(66 177.1711),(67 176.8521),(68 178.04968),(69 178.76935),(70 180.18752),(71 181.2797),(72 180.83243),(73 182.76651),(74 183.3522),(75 185.26552),(76 184.769),(77 186.31161),(78 186.78596),(79 185.40378),
(1 83.14557),(2 102.96992),(3 113.60591),(4 119.83666),(5 124.68563),(6 129.12886),(7 132.9291),(8 136.5683),(9 138.80037),(10 142.98676),(11 144.27057),(12 145.63371),(13 149.14723),(14 149.42427),(15 151.94176),(16 154.20145),(17 155.62364),(18 154.50603),(19 155.94685),(20 156.8513),(21 155.28062),(22 155.69672),(23 156.9764),(24 158.17683),(25 158.17632),(26 160.24237),(27 160.90883),(28 163.06558),(29 162.05788),(30 161.59222),(31 162.67206),(32 164.33582),(33 164.94145),(34 165.64969),(35 165.69684),(36 166.97234),(37 166.83226),(38 167.15962),(39 168.2925),(40 166.484),(41 167.32909),(42 166.72867),(43 169.46463),(44 171.53839),(45 172.31436),(46 172.1645),(47 173.56926),(48 175.587),(49 177.16887),(50 177.32115),(51 177.44885),(52 176.83727),(53 178.40715),(54 178.69878),(55 179.80846),(56 179.79405),(57 176.64268),(58 178.27933),(59 179.99619),(60 177.78328),(61 177.18985),(62 177.45879),(63 177.6458),(64 175.9083),(65 176.45274),(66 176.89558),(67 176.06288),(68 177.05484),(69 174.9994),(70 178.04736),(71 178.8469),(72 179.00276),(73 179.75116),(74 178.3104),(75 180.22055),(76 181.63246),(77 182.99841),(78 182.98105),(79 181.25548),
(1 81.34284),(2 101.44751),(3 111.663734),(4 117.920746),(5 122.514786),(6 124.718056),(7 129.0867),(8 130.75726),(9 133.6488),(10 138.49947),(11 141.53764),(12 143.7778),(13 147.66707),(14 148.72517),(15 149.83829),(16 151.20052),(17 151.13455),(18 152.78145),(19 153.3118),(20 154.2258),(21 155.26425),(22 156.6758),(23 157.36905),(24 159.64772),(25 160.79817),(26 163.24976),(27 163.84935),(28 166.53856),(29 166.0935),(30 165.88469),(31 165.89168),(32 166.6337),(33 165.31801),(34 166.98709),(35 166.40385),(36 165.69174),(37 166.08981),(38 165.09435),(39 165.3662),(40 167.05295),(41 169.868),(42 169.98967),(43 173.8077),(44 172.5671),(45 171.84909),(46 172.49965),(47 172.77135),(48 173.14594),(49 173.02104),(50 171.0977),(51 172.9081),(52 172.66837),(53 173.46295),(54 172.24994),(55 172.61363),(56 171.9456),(57 172.62366),(58 176.25313),(59 176.42116),(60 175.18568),(61 176.12363),(62 175.69907),(63 175.44595),(64 175.2229),(65 173.9165),(66 172.4416),(67 173.62111),(68 174.22342),(69 173.81319),(70 177.05203),(71 176.73314),(72 177.97446),(73 181.47058),(74 181.54308),(75 181.84904),(76 182.9372),(77 183.54187),(78 185.02736),(79 185.31618),
(1 81.591095),(2 101.773125),(3 111.47552),(4 117.68573),(5 123.187035),(6 127.06229),(7 130.15086),(8 134.04214),(9 135.15012),(10 137.46577),(11 139.03702),(12 140.22815),(13 142.82538),(14 144.21535),(15 144.29616),(16 143.93375),(17 145.09933),(18 146.7709),(19 148.72159),(20 149.702),(21 149.81442),(22 151.87102),(23 151.9257),(24 153.44315),(25 154.99756),(26 156.46869),(27 157.13846),(28 157.02007),(29 156.2781),(30 156.98676),(31 156.91943),(32 159.59544),(33 159.32074),(34 158.67833),(35 160.55421),(36 160.45348),(37 161.8938),(38 163.09291),(39 163.39081),(40 164.29964),(41 166.5719),(42 168.08978),(43 169.40479),(44 170.57472),(45 171.4012),(46 173.53041),(47 171.86896),(48 173.84714),(49 174.51102),(50 173.29079),(51 174.10696),(52 173.0006),(53 173.23967),(54 172.85043),(55 172.12756),(56 170.39372),(57 171.44682),(58 173.44662),(59 170.77028),(60 170.69504),(61 170.27483),(62 171.24861),(63 169.80128),(64 169.36414),(65 167.8425),(66 166.40984),(67 166.48846),(68 168.30135),(69 167.50334),(70 169.55736),(71 171.2406),(72 171.88853),(73 171.8414),(74 173.36903),(75 174.2959),(76 174.159),(77 174.85197),(78 177.48073),(79 178.04962),
(1 80.62484),(2 100.847626),(3 112.97975),(4 118.579796),(5 122.48345),(6 124.96427),(7 128.96153),(8 131.95483),(9 134.72249),(10 137.09377),(11 139.21739),(12 140.3135),(13 144.02899),(14 145.8252),(15 146.72122),(16 148.20901),(17 150.61766),(18 151.84427),(19 151.88472),(20 152.42146),(21 152.5261),(22 154.02512),(23 156.71638),(24 156.91176),(25 157.15324),(26 159.68982),(27 160.69339),(28 162.76955),(29 162.74554),(30 163.27165),(31 162.62915),(32 164.30223),(33 164.44109),(34 163.48141),(35 162.99847),(36 164.52148),(37 163.71712),(38 162.97153),(39 164.20584),(40 165.9989),(41 166.53299),(42 166.08775),(43 170.52498),(44 169.94095),(45 170.18816),(46 171.53296),(47 170.34279),(48 170.01418),(49 171.14168),(50 171.98532),(51 173.71588),(52 172.88283),(53 173.90799),(54 174.25688),(55 175.04338),(56 175.20714),(57 177.0054),(58 177.01566),(59 176.41852),(60 176.62433),(61 175.90926),(62 175.76486),(63 176.38203),(64 175.03987),(65 172.47076),(66 173.56174),(67 174.36777),(68 175.72409),(69 175.26057),(70 177.13016),(71 176.0352),(72 176.59073),(73 177.48947),(74 178.47545),(75 181.64278),(76 181.8702),(77 180.14963),(78 180.57825),(79 182.3755),
(1 83.029594),(2 102.80209),(3 114.0392),(4 119.18984),(5 125.43612),(6 129.37132),(7 132.20528),(8 133.93031),(9 136.34634),(10 140.411),(11 141.54677),(12 142.82487),(13 143.1992),(14 145.61241),(15 146.687),(16 147.1465),(17 147.91698),(18 148.24837),(19 151.70049),(20 152.6043),(21 154.5685),(22 156.07579),(23 157.58754),(24 159.53441),(25 161.99275),(26 161.54439),(27 160.8027),(28 162.62964),(29 164.28976),(30 165.31223),(31 166.1941),(32 165.8831),(33 166.52078),(34 165.43857),(35 164.82103),(36 165.01816),(37 164.63039),(38 164.75987),(39 166.78554),(40 166.26122),(41 168.75298),(42 169.1788),(43 170.95876),(44 171.34631),(45 170.57147),(46 170.53987),(47 172.43571),(48 172.74362),(49 172.74516),(50 174.36479),(51 175.8928),(52 174.06401),(53 174.86116),(54 174.23378),(55 174.19263),(56 176.02094),(57 177.73112),(58 178.37352),(59 177.80573),(60 175.26527),(61 175.83199),(62 175.38512),(63 176.36899),(64 174.50133),(65 171.64319),(66 172.27068),(67 173.23653),(68 172.91663),(69 173.2507),(70 173.86281),(71 176.21577),(72 177.09851),(73 179.96786),(74 179.55841),(75 181.45569),(76 183.48764),(77 182.70183),(78 181.4932),(79 179.80418),
(1 78.023865),(2 96.433395),(3 107.049484),(4 111.142654),(5 117.05032),(6 120.544235),(7 122.76012),(8 125.174675),(9 125.6399),(10 127.87191),(11 129.31418),(12 130.77519),(13 132.77672),(14 133.8933),(15 136.01152),(16 136.81592),(17 138.00725),(18 138.64145),(19 139.96696),(20 141.62599),(21 140.82176),(22 140.73769),(23 143.39063),(24 144.3927),(25 144.73825),(26 144.37976),(27 145.32777),(28 146.84369),(29 148.01611),(30 149.22008),(31 149.82837),(32 150.14883),(33 149.65399),(34 148.45999),(35 149.54495),(36 148.72835),(37 150.18965),(38 150.07468),(39 151.33694),(40 151.75264),(41 151.77834),(42 151.78531),(43 156.33685),(44 156.1314),(45 155.85735),(46 156.51834),(47 157.67876),(48 158.39119),(49 157.48596),(50 158.73332),(51 159.28705),(52 156.83669),(53 155.6697),(54 157.77078),(55 158.85425),(56 157.07024),(57 156.60638),(58 155.9665),(59 156.19087),(60 154.866),(61 155.3584),(62 155.92552),(63 156.3195),(64 154.4384),(65 154.71571),(66 156.0134),(67 155.43771),(68 157.0543),(69 157.67589),(70 157.03668),(71 158.78635),(72 158.98853),(73 159.83632),(74 160.54796),(75 161.14398),(76 163.74667),(77 162.45338),(78 162.94781),(79 161.54866),
(1 78.62025),(2 96.785614),(3 106.61575),(4 113.657776),(5 118.67126),(6 122.28749),(7 124.46861),(8 126.77757),(9 129.23576),(10 131.88405),(11 132.4395),(12 133.74248),(13 135.69165),(14 137.5026),(15 140.72754),(16 141.24109),(17 145.2648),(18 146.07156),(19 147.64172),(20 149.30804),(21 148.76987),(22 149.18275),(23 149.70306),(24 150.85869),(25 151.03569),(26 153.5906),(27 154.2308),(28 157.34349),(29 156.56189),(30 158.94392),(31 157.37273),(32 158.6929),(33 158.59709),(34 157.95285),(35 158.74399),(36 159.75095),(37 160.4911),(38 162.33456),(39 162.273),(40 163.08554),(41 162.6857),(42 163.14207),(43 165.62874),(44 165.2439),(45 165.92738),(46 168.1089),(47 168.85732),(48 169.06776),(49 171.789),(50 172.58173),(51 173.24707),(52 171.39154),(53 170.04337),(54 169.90108),(55 169.96574),(56 170.59665),(57 170.52037),(58 170.73734),(59 168.59735),(60 168.80115),(61 169.69112),(62 168.17679),(63 168.43925),(64 168.17587),(65 168.0398),(66 168.5025),(67 168.3339),(68 168.33246),(69 169.31252),(70 169.12411),(71 170.44398),(72 170.13882),(73 169.00941),(74 169.17764),(75 169.17096),(76 169.41054),(77 169.64757),(78 169.79276),(79 170.97421),
(1 76.92162),(2 93.971596),(3 104.22686),(4 111.80721),(5 116.132645),(6 119.55801),(7 123.69032),(8 124.75425),(9 127.02644),(10 130.03511),(11 131.64061),(12 132.86887),(13 135.83917),(14 136.74332),(15 138.30241),(16 139.39871),(17 139.72203),(18 142.35646),(19 143.27495),(20 143.51364),(21 142.84029),(22 143.9943),(23 144.36601),(24 145.14632),(25 146.86),(26 147.22867),(27 148.32013),(28 148.84099),(29 150.42754),(30 151.3106),(31 152.46342),(32 153.26657),(33 153.53337),(34 154.7616),(35 155.68062),(36 156.48645),(37 155.95105),(38 157.4954),(39 158.21211),(40 158.53357),(41 159.40778),(42 159.83746),(43 161.73134),(44 162.94618),(45 165.30344),(46 164.33401),(47 164.33963),(48 165.49426),(49 166.27263),(50 166.06375),(51 166.40167),(52 165.32251),(53 165.4395),(54 166.03548),(55 167.04678),(56 166.09311),(57 166.47495),(58 166.05879),(59 165.69041),(60 164.10675),(61 162.19785),(62 162.82465),(63 163.18625),(64 163.95544),(65 163.85457),(66 163.14368),(67 162.45421),(68 163.37422),(69 163.39879),(70 164.14613),(71 164.17526),(72 165.11343),(73 165.08902),(74 165.20949),(75 164.62839),(76 165.5261),(77 167.06833),(78 166.51915),(79 168.2746),
(1 77.33769),(2 93.69914),(3 103.783165),(4 110.30922),(5 116.90657),(6 120.54187),(7 124.259346),(8 126.99323),(9 129.79431),(10 131.93962),(11 132.87675),(12 134.98123),(13 136.14294),(14 136.9592),(15 138.80739),(16 139.44691),(17 142.5155),(18 141.47319),(19 142.89874),(20 143.71179),(21 143.45802),(22 143.90143),(23 145.01205),(24 146.56409),(25 147.77144),(26 149.03949),(27 150.79973),(28 151.83041),(29 153.66264),(30 153.82288),(31 154.7654),(32 154.20808),(33 154.23752),(34 152.33386),(35 153.94876),(36 153.72253),(37 154.19977),(38 154.85269),(39 155.03091),(40 154.4135),(41 154.28891),(42 155.5861),(43 158.02403),(44 159.10338),(45 161.8816),(46 162.55405),(47 162.0282),(48 163.48344),(49 164.55777),(50 167.07506),(51 167.42728),(52 167.37428),(53 166.02377),(54 164.41081),(55 165.75777),(56 165.27177),(57 165.99315),(58 165.59288),(59 164.79047),(60 164.46413),(61 164.55608),(62 164.40692),(63 164.76537),(64 162.61298),(65 162.7372),(66 162.5826),(67 163.4598),(68 163.75615),(69 165.21902),(70 164.25475),(71 164.47139),(72 165.88965),(73 167.72072),(74 167.13104),(75 170.89645),(76 170.79784),(77 173.49632),(78 172.51192),(79 172.44246),
(1 76.30052),(2 94.41215),(3 105.41031),(4 111.1147),(5 115.786156),(6 120.51102),(7 122.46458),(8 125.59368),(9 128.90259),(10 131.403),(11 132.47333),(12 133.57462),(13 137.21114),(14 138.844),(15 139.8598),(16 141.31306),(17 143.34793),(18 143.17807),(19 144.1422),(20 143.51712),(21 143.45523),(22 144.50616),(23 146.54047),(24 147.41402),(25 148.3739),(26 148.4317),(27 148.80656),(28 150.48102),(29 151.37231),(30 150.24104),(31 151.60037),(32 151.85397),(33 152.69676),(34 154.7804),(35 154.02432),(36 155.9351),(37 156.93834),(38 158.14227),(39 158.46806),(40 158.13017),(41 159.51929),(42 158.67366),(43 160.18394),(44 159.80891),(45 160.5906),(46 162.19214),(47 162.95152),(48 162.83183),(49 163.65285),(50 162.56313),(51 162.8136),(52 164.31862),(53 166.33119),(54 164.65956),(55 167.00337),(56 167.33284),(57 167.95337),(58 170.67616),(59 168.72241),(60 168.87752),(61 168.29428),(62 169.0503),(63 169.131),(64 169.46783),(65 168.29065),(66 167.86258),(67 168.516),(68 170.23354),(69 170.01064),(70 170.45238),(71 169.94412),(72 170.23239),(73 171.0544),(74 169.02795),(75 169.4003),(76 168.89091),(77 169.14072),(78 169.9701),(79 171.08679),
(1 74.95602),(2 92.22236),(3 103.47589),(4 107.71471),(5 112.81809),(6 114.11902),(7 116.83703),(8 118.872116),(9 121.26056),(10 123.54419),(11 126.24117),(12 128.98636),(13 130.98238),(14 131.0983),(15 132.3827),(16 133.15855),(17 133.2948),(18 135.11743),(19 137.13248),(20 137.48906),(21 137.59473),(22 137.9632),(23 138.78636),(24 138.44136),(25 140.81595),(26 141.68402),(27 142.59613),(28 143.51411),(29 144.07402),(30 145.48395),(31 145.90631),(32 145.48637),(33 147.36888),(34 146.30545),(35 147.84337),(36 148.19),(37 148.6728),(38 149.4317),(39 149.91554),(40 150.0829),(41 150.33),(42 151.28896),(43 153.38953),(44 152.5002),(45 155.1868),(46 156.63739),(47 157.21751),(48 158.57657),(49 159.26091),(50 158.69041),(51 159.09355),(52 160.27591),(53 159.95853),(54 159.30492),(55 162.4652),(56 162.66144),(57 162.47453),(58 161.83002),(59 162.06136),(60 159.63756),(61 160.7365),(62 160.02231),(63 160.23161),(64 161.50241),(65 161.2644),(66 160.50368),(67 160.42758),(68 160.26372),(69 162.29997),(70 164.27165),(71 163.3819),(72 162.9998),(73 163.4216),(74 163.66187),(75 163.43034),(76 163.70042),(77 164.28539),(78 162.64664),(79 162.18645),
(1 76.01051),(2 93.589966),(3 103.958046),(4 110.807655),(5 114.926445),(6 118.60464),(7 120.47966),(8 121.25443),(9 122.719666),(10 125.30382),(11 127.04972),(12 129.86464),(13 133.42406),(14 135.03554),(15 136.45589),(16 137.92827),(17 139.13087),(18 139.64226),(19 141.781),(20 142.16537),(21 144.01674),(22 142.55078),(23 142.36337),(24 141.7306),(25 143.34062),(26 142.94492),(27 144.94675),(28 146.88872),(29 147.41522),(30 148.90257),(31 149.44408),(32 149.40872),(33 150.32422),(34 150.23407),(35 150.5671),(36 152.21147),(37 152.33653),(38 151.35489),(39 152.24205),(40 150.7496),(41 151.37),(42 152.83003),(43 155.3065),(44 154.92159),(45 156.71414),(46 159.53644),(47 159.24289),(48 160.90842),(49 163.32286),(50 162.24857),(51 162.70148),(52 163.26561),(53 164.18044),(54 162.94576),(55 163.55481),(56 164.30524),(57 163.71034),(58 163.81844),(59 163.12016),(60 163.16156),(61 162.60165),(62 162.02155),(63 163.05211),(64 163.04973),(65 162.89531),(66 163.09074),(67 162.6406),(68 164.11281),(69 162.76913),(70 164.64291),(71 164.3227),(72 164.37628),(73 165.02516),(74 165.23485),(75 166.82059),(76 167.58057),(77 166.81204),(78 166.91888),(79 166.19556),
(1 74.03062),(2 90.92245),(3 100.613846),(4 106.93967),(5 112.07901),(6 114.56298),(7 117.08932),(8 120.00815),(9 121.23367),(10 123.924126),(11 125.156654),(12 126.71321),(13 129.07103),(14 131.65073),(15 131.98001),(16 133.2456),(17 133.95747),(18 135.40889),(19 136.99812),(20 138.06444),(21 139.06033),(22 138.34839),(23 139.56584),(24 138.02696),(25 140.57814),(26 140.23929),(27 141.94843),(28 144.3559),(29 144.85817),(30 144.4299),(31 145.49428),(32 146.46535),(33 146.27373),(34 146.12175),(35 147.6811),(36 147.50208),(37 148.60999),(38 149.71957),(39 149.8713),(40 148.79654),(41 149.34828),(42 151.52692),(43 154.0247),(44 153.32019),(45 154.29193),(46 155.08434),(47 156.49843),(48 157.9542),(49 158.36055),(50 157.65527),(51 158.74554),(52 159.76129),(53 159.35196),(54 159.58977),(55 160.82014),(56 160.67265),(57 159.85905),(58 159.89413),(59 159.34415),(60 158.98647),(61 158.3082),(62 157.41554),(63 158.05652),(64 157.30453),(65 158.09058),(66 159.27457),(67 158.8649),(68 159.59708),(69 158.31973),(70 157.91168),(71 159.42598),(72 160.88545),(73 162.20998),(74 165.4161),(75 164.2501),(76 163.11467),(77 163.75494),(78 163.9113),(79 163.76225),
