1.5,2.5,3.5,4.5,5.5,6.5,7.5,8.5,9.5,10.5,11.5,12.5,13.5,14.5,15.5,16.5,17.5,18.5,19.5,20.5,21.5,22.5,23.5,24.5,25.5,26.5,27.5,28.5,29.5,30.5,31.5,32.5,33.5,34.5,35.5,36.5,37.5,38.5,39.5,40.5,41.5,42.5,43.5,44.5,45.5,46.5,47.5,48.5,49.5,50.5,51.5,52.5,53.5,54.5,55.5,56.5,57.5,58.5,59.5,60.5,61.5,62.5,63.5,64.5,65.5,66.5,67.5,68.5,69.5,70.5,71.5,72.5,73.5,74.5,75.5,76.5,77.5,78.5,79.5,80.5,81.5,82.5,83.5,84.5,85.5,86.5,87.5,88.5,89.5,90.5,91.5,92.5,93.5,94.5,95.5,96.5,97.5,98.5,99.5,100.5,101.5,102.5,103.5,104.5,105.5,106.5,107.5,108.5,109.5,110.5,111.5,112.5,113.5,114.5,115.5,116.5,117.5,118.5,119.5,120.5,121.5,122.5,123.5,124.5,125.5,126.5,127.5,128.5,129.5,130.5,131.5,132.5,133.5,134.5,135.5,136.5,137.5,138.5,139.5,140.5,141.5,142.5,143.5,144.5,145.5,146.5,147.5,148.5,149.5,150.5,151.5,152.5,153.5,154.5,155.5,156.5,157.5,158.5,159.5,160.5,161.5,162.5,163.5,164.5,165.5,166.5,167.5,168.5,169.5,170.5,171.5,172.5,173.5,174.5,175.5,176.5,177.5,178.5,179.5,180.5,181.5,182.5,183.5,184.5,185.5,186.5,187.5,188.5,189.5,190.5,191.5,192.5,193.5,194.5,195.5,196.5,197.5,198.5,199.5,200.5,201.5,202.5,203.5,204.5,205.5,206.5,207.5,208.5,209.5,210.5,211.5,212.5,213.5,214.5,215.5,216.5,217.5,218.5,219.5,220.5,221.5,222.5,223.5,224.5,225.5,226.5,227.5,228.5,229.5,230.5,231.5,232.5,233.5,234.5,235.5,236.5,237.5,238.5,239.5,240.5,241.5,242.5,243.5,244.5,245.5,246.5,247.5,248.5,249.5,250.5,251.5,252.5,253.5,254.5,255.5,256.5,257.5,258.5,259.5,260.5,261.5,262.5,263.5,264.5,265.5,266.5,267.5,268.5,269.5,270.5,271.5,272.5,273.5,274.5,275.5,276.5,277.5,278.5,279.5,280.5,281.5,282.5,283.5,284.5,285.5,286.5,287.5,288.5,289.5,290.5,291.5,292.5,293.5,294.5,295.5,296.5,297.5,298.5,299.5,300.5,301.5,302.5,303.5,304.5,305.5,306.5,307.5,308.5,309.5,310.5,311.5,312.5,313.5,314.5,315.5,316.5,317.5,318.5,319.5,320.5,321.5,322.5,323.5,324.5,325.5,326.5,327.5,328.5,329.5,330.5,331.5,332.5,333.5,334.5,335.5,336.5,337.5,338.5,339.5,340.5,341.5,342.5,343.5,344.5,345.5,346.5,347.5,348.5,349.5,350.5,351.5,352.5,353.5,354.5,355.5,356.5,357.5,358.5,359.5,360.5,361.5,362.5,363.5,364.5,365.5,366.5,367.5,368.5,369.5,370.5,371.5,372.5,373.5,374.5,375.5,376.5,377.5,378.5,379.5,380.5,381.5,382.5,383.5,384.5,385.5,386.5,387.5,388.5,389.5,390.5,391.5,392.5,393.5,394.5,395.5,396.5,397.5,398.5,399.5,400.5,401.5,402.5,403.5,404.5,405.5,406.5,407.5,408.5,409.5,410.5,411.5,412.5,413.5,414.5,415.5,416.5,417.5,418.5,419.5,420.5,421.5,422.5,423.5,424.5,425.5,426.5,427.5,428.5,429.5,430.5,431.5,432.5,433.5,434.5,435.5,436.5,437.5,438.5,439.5,440.5,441.5,442.5,443.5,444.5,445.5,446.5,447.5,448.5,449.5,450.5,451.5,452.5,453.5,454.5,455.5,456.5,457.5,458.5,459.5,460.5,461.5,462.5,463.5,464.5,465.5,466.5,467.5,468.5,469.5,470.5,471.5,472.5,473.5,474.5,475.5,476.5,477.5,478.5,479.5,480.5,481.5,482.5,483.5,484.5,485.5,486.5,487.5,488.5,489.5,490.5,491.5,492.5,493.5,494.5,495.5,496.5,497.5,498.5,499.5,
(1 3688.8962),(2 9294.407),(3 15611.237),(4 22432.25),(5 29780.666),(6 37683.86),(7 47253.24),(8 57758.965),(9 70020.586),(10 82446.164),(11 94369.23),(12 107312.68),(13 123683.21),(14 140292.83),(15 158418.48),(16 178718.38),(17 196260.2),(18 217242.31),(19 242310.5),(20 265022.84),(21 287613.9),(22 315614.75),(23 345011.53),(24 368343.25),(25 399978.88),(26 425003.03),(27 447532.66),(28 469306.78),(29 485618.34),(30 500332.34),(31 510392.25),(32 520801.53),(33 531118.25),(34 537778.1),(35 544912),(36 550306.56),(37 549189.56),(38 548283.2),(39 543884),(40 538470.94),(41 530782.56),(42 523282.25),(43 509458.9),(44 499308.34),(45 489112.25),(46 476881.16),(47 460892.84),(48 442004.72),(49 420440.16),(50 403067.9),(51 385499.78),(52 371585.6),(53 358970.53),(54 349765.25),(55 346954.56),(56 346899.5),(57 351344.25),(58 347647.13),(59 355690),(60 368246.72),(61 385505.16),(62 403931.1),(63 422198.03),(64 451976.34),(65 478305.84),(66 505318),(67 538502.06),(68 572933.75),(69 613231.44),(70 650179.44),(71 691681.44),(72 736318.3),(73 782400.94),(74 818518.25),(75 858887.7),(76 904604.06),(77 941821.44),(78 969749),(79 999842),
(1 151.54836),(2 218.91595),(3 274.25763),(4 303.95084),(5 330.73865),(6 351.8741),(7 369.35745),(8 384.50027),(9 397.8768),(10 411.2753),(11 422.75867),(12 434.23535),(13 450.89102),(14 462.08856),(15 473.90073),(16 476.5728),(17 478.06134),(18 479.77844),(19 482.73825),(20 488.66492),(21 490.63522),(22 494.87573),(23 497.12543),(24 501.26578),(25 502.97897),(26 509.06854),(27 512.14215),(28 510.69247),(29 510.1373),(30 512.86835),(31 517.45685),(32 517.8999),(33 518.9526),(34 517.46606),(35 520.0216),(36 523.0383),(37 525.72003),(38 525.07294),(39 528.619),(40 528.8167),(41 531.72314),(42 530.4757),(43 536.141),(44 537.50024),(45 541.5063),(46 545.2488),(47 544.8563),(48 544.715),(49 545.8958),(50 547.06165),(51 547.26184),(52 544.9927),(53 544.7058),(54 544.91113),(55 545.4374),(56 546.1278),(57 548.5758),(58 548.7063),(59 551.81866),(60 551.0406),(61 556.9291),(62 558.7095),(63 562.6876),(64 563.0422),(65 569.77716),(66 570.8536),(67 571.53595),(68 574.97687),(69 579.7551),(70 581.9666),(71 580.6232),(72 579.6219),(73 581.1787),(74 580.286),(75 578.795),(76 582.8878),(77 580.67926),(78 579.23157),(79 584.53546),
(1 149.92073),(2 217.66821),(3 269.6068),(4 300.27002),(5 324.96884),(6 344.24106),(7 364.6989),(8 380.1512),(9 394.20374),(10 407.09),(11 417.80646),(12 426.84637),(13 446.5579),(14 456.43985),(15 465.61346),(16 468.75397),(17 471.3933),(18 476.5289),(19 482.81717),(20 486.71677),(21 492.28793),(22 495.7075),(23 495.675),(24 500.4394),(25 503.59512),(26 507.27817),(27 510.63632),(28 509.08826),(29 509.83762),(30 511.15482),(31 514.71405),(32 516.0834),(33 517.7499),(34 517.684),(35 515.2565),(36 518.2827),(37 518.6447),(38 519.0751),(39 523.8189),(40 524.1377),(41 522.9858),(42 523.11316),(43 528.6185),(44 531.28406),(45 533.5204),(46 537.3857),(47 541.5359),(48 542.9851),(49 546.82654),(50 545.2063),(51 544.6785),(52 543.56476),(53 545.3506),(54 546.32056),(55 549.7742),(56 547.0461),(57 547.501),(58 547.6808),(59 546.8097),(60 547.8948),(61 551.17053),(62 552.4591),(63 558.9981),(64 557.67737),(65 561.8441),(66 563.825),(67 563.9775),(68 561.8023),(69 565.63),(70 571.4154),(71 567.9165),(72 566.676),(73 564.67413),(74 566.6384),(75 562.41815),(76 563.4903),(77 566.77924),(78 568.3592),(79 568.8771),
(1 146.91034),(2 214.16515),(3 266.2935),(4 296.027),(5 320.64572),(6 338.94052),(7 357.55304),(8 372.08228),(9 385.16943),(10 397.69357),(11 412.055),(12 418.1718),(13 439.20056),(14 445.4229),(15 456.28198),(16 461.69415),(17 464.69647),(18 473.18475),(19 478.2996),(20 482.06143),(21 484.68384),(22 487.8621),(23 487.1301),(24 493.0396),(25 493.73602),(26 497.72812),(27 502.5809),(28 500.6439),(29 500.17078),(30 502.22696),(31 504.48254),(32 502.91162),(33 509.087),(34 509.90677),(35 511.39435),(36 516.15533),(37 515.8221),(38 516.45703),(39 517.7757),(40 513.7832),(41 511.52325),(42 511.38602),(43 508.82532),(44 509.2719),(45 509.40244),(46 512.4452),(47 515.8579),(48 517.6771),(49 519.1296),(50 521.7149),(51 523.14374),(52 524.2365),(53 525.6774),(54 522.1702),(55 525.0176),(56 524.1492),(57 527.28),(58 525.5278),(59 526.21185),(60 529.6649),(61 529.00665),(62 529.00464),(63 531.84985),(64 533.3098),(65 532.4141),(66 532.7716),(67 531.9241),(68 530.95465),(69 529.6942),(70 531.33105),(71 528.43304),(72 528.26855),(73 529.9405),(74 527.1497),(75 528.15295),(76 529.49176),(77 534.84985),(78 535.5313),(79 536.951),
(1 145.29166),(2 212.25586),(3 263.10336),(4 295.17203),(5 320.09766),(6 342.79056),(7 360.45218),(8 375.41653),(9 387.75674),(10 400.35617),(11 412.0582),(12 419.19098),(13 437.5411),(14 447.86136),(15 458.83057),(16 461.47598),(17 460.85684),(18 465.12698),(19 470.04428),(20 475.99023),(21 477.5624),(22 481.16226),(23 481.72336),(24 487.33798),(25 490.09985),(26 491.47687),(27 495.23944),(28 494.98007),(29 495.91544),(30 494.90128),(31 496.98532),(32 494.6875),(33 499.49573),(34 500.46716),(35 501.62973),(36 503.038),(37 502.68097),(38 507.0769),(39 510.07028),(40 509.41504),(41 509.05283),(42 511.14978),(43 510.6005),(44 511.01962),(45 512.4719),(46 513.4328),(47 516.77045),(48 517.26636),(49 520.18976),(50 524.3863),(51 524.7905),(52 523.9942),(53 528.76465),(54 528.2348),(55 531.27246),(56 533.18823),(57 532.213),(58 528.2952),(59 527.20447),(60 530.02954),(61 531.3637),(62 533.4406),(63 539.5076),(64 537.237),(65 535.985),(66 537.87964),(67 537.78125),(68 537.309),(69 536.21875),(70 539.55585),(71 539.2667),(72 538.52466),(73 541.23083),(74 540.2921),(75 545.07996),(76 545.42566),(77 545.73737),(78 545.60443),(79 547.2229),
(1 147.62657),(2 212.28693),(3 262.31094),(4 293.1793),(5 317.77985),(6 337.41888),(7 357.9236),(8 370.83514),(9 381.12067),(10 394.77063),(11 405.3064),(12 411.25122),(13 424.45776),(14 432.0193),(15 443.39438),(16 442.8278),(17 441.59305),(18 447.94406),(19 450.4963),(20 456.21368),(21 461.3085),(22 463.9551),(23 469.26578),(24 475.46176),(25 476.70377),(26 477.93448),(27 482.82196),(28 483.72177),(29 484.86545),(30 487.04224),(31 487.44412),(32 485.49655),(33 487.70743),(34 487.11456),(35 488.80048),(36 488.44122),(37 487.97275),(38 491.45612),(39 494.44885),(40 492.52805),(41 497.25122),(42 499.52765),(43 503.42288),(44 502.79663),(45 506.24088),(46 507.35236),(47 510.51605),(48 511.64294),(49 514.64374),(50 515.02844),(51 516.7281),(52 516.14044),(53 515.1259),(54 517.06354),(55 518.6941),(56 520.8657),(57 522.36926),(58 519.24225),(59 521.0503),(60 522.17096),(61 523.6314),(62 528.35706),(63 536.07074),(64 530.82025),(65 529.14154),(66 531.05316),(67 531.9394),(68 534.3678),(69 536.6534),(70 538.8194),(71 539.68414),(72 542.415),(73 545.12115),(74 545.1414),(75 546.5736),(76 545.9246),(77 546.41144),(78 550.61035),(79 552.16174),
(1 143.60179),(2 204.25996),(3 255.29921),(4 284.1851),(5 308.637),(6 328.3976),(7 350.27826),(8 364.56967),(9 376.29166),(10 388.8565),(11 399.10147),(12 408.60526),(13 423.8459),(14 431.56146),(15 442.81345),(16 443.5068),(17 444.90585),(18 449.9737),(19 453.3846),(20 459.25052),(21 464.22897),(22 467.17203),(23 470.31958),(24 472.60892),(25 475.36948),(26 478.24155),(27 481.14856),(28 479.11548),(29 478.49377),(30 479.93958),(31 481.4125),(32 481.27188),(33 482.84122),(34 481.34485),(35 481.09708),(36 482.85837),(37 482.03165),(38 485.03223),(39 487.18323),(40 488.0816),(41 493.0768),(42 494.02997),(43 493.5849),(44 493.94244),(45 494.61313),(46 496.48422),(47 499.26862),(48 501.9442),(49 506.11163),(50 511.0326),(51 513.84796),(52 512.69446),(53 513.85504),(54 512.5089),(55 513.877),(56 510.59015),(57 513.8864),(58 511.22894),(59 511.53778),(60 514.79395),(61 517.6645),(62 520.7817),(63 524.4101),(64 525.62524),(65 526.57306),(66 528.3846),(67 527.4673),(68 528.64374),(69 529.056),(70 527.80347),(71 528.6204),(72 529.1524),(73 530.6103),(74 533.845),(75 536.0053),(76 536.72327),(77 537.3287),(78 539.2211),(79 542.86194),
(1 140.60649),(2 202.42699),(3 249.50885),(4 277.1024),(5 298.34958),(6 317.77258),(7 337.05206),(8 349.9138),(9 362.27386),(10 373.1876),(11 384.07977),(12 394.46432),(13 415.53088),(14 426.31467),(15 434.87662),(16 435.0801),(17 439.14294),(18 442.61044),(19 445.51587),(20 447.68784),(21 450.15518),(22 453.5881),(23 458.9826),(24 461.5968),(25 466.60077),(26 466.47546),(27 468.88443),(28 467.32275),(29 467.2043),(30 473.10873),(31 473.45377),(32 474.1128),(33 476.86792),(34 477.894),(35 480.10733),(36 481.95737),(37 485.1926),(38 486.85733),(39 492.4761),(40 494.8266),(41 496.31287),(42 498.66135),(43 495.01266),(44 494.5148),(45 494.6542),(46 498.03934),(47 502.33405),(48 507.05945),(49 508.54282),(50 511.38754),(51 519.4035),(52 519.71783),(53 520.78467),(54 517.9439),(55 517.4599),(56 517.3191),(57 517.0264),(58 519.55023),(59 521.0335),(60 522.9302),(61 521.9105),(62 522.477),(63 523.62933),(64 523.2752),(65 523.07916),(66 523.2703),(67 522.5502),(68 523.1377),(69 520.8801),(70 520.91205),(71 522.93555),(72 521.48926),(73 522.9326),(74 521.01526),(75 517.86316),(76 520.2451),(77 522.56055),(78 526.1617),(79 528.7712),
(1 138.34848),(2 202.7873),(3 251.30775),(4 277.31012),(5 298.8956),(6 319.14935),(7 335.79944),(8 350.9871),(9 364.1166),(10 376.58722),(11 389.5877),(12 398.13507),(13 412.5854),(14 424.5753),(15 434.92654),(16 436.49142),(17 439.4781),(18 440.80154),(19 444.6702),(20 445.58902),(21 448.36987),(22 451.0671),(23 455.6896),(24 458.8572),(25 460.9272),(26 460.66846),(27 462.93295),(28 462.00107),(29 459.46262),(30 461.24194),(31 462.3681),(32 463.27896),(33 466.27896),(34 470.47366),(35 471.83478),(36 472.5603),(37 476.20288),(38 480.96652),(39 482.44897),(40 481.8087),(41 481.12616),(42 483.06873),(43 483.66833),(44 487.2826),(45 485.86786),(46 488.06415),(47 492.15222),(48 493.81143),(49 493.47348),(50 495.70944),(51 499.8361),(52 499.03314),(53 499.61285),(54 499.64798),(55 502.21298),(56 503.12613),(57 504.85617),(58 504.64413),(59 506.17087),(60 508.27637),(61 511.06586),(62 513.01794),(63 513.0249),(64 511.42993),(65 509.27863),(66 512.06885),(67 511.6483),(68 512.5096),(69 507.3298),(70 505.29858),(71 506.65768),(72 507.1436),(73 509.49878),(74 511.35788),(75 509.91397),(76 508.2354),(77 511.9709),(78 514.01227),(79 516.032),
(1 137.68456),(2 201.05188),(3 251.25027),(4 278.33908),(5 301.7437),(6 321.42667),(7 338.4817),(8 354.02615),(9 365.90607),(10 376.75342),(11 385.79785),(12 392.96848),(13 405.76),(14 411.9021),(15 423.79437),(16 428.8894),(17 430.8713),(18 436.67154),(19 441.17136),(20 442.46606),(21 444.81476),(22 446.41525),(23 450.51486),(24 450.50223),(25 452.97757),(26 451.8653),(27 453.185),(28 454.24088),(29 454.44885),(30 454.95316),(31 458.1292),(32 461.86197),(33 463.64822),(34 464.47272),(35 468.14267),(36 468.9102),(37 470.58203),(38 471.19183),(39 471.41272),(40 473.45227),(41 474.74106),(42 474.30258),(43 476.06216),(44 476.9366),(45 478.04285),(46 482.50485),(47 487.31024),(48 491.09048),(49 490.4921),(50 491.5208),(51 493.9518),(52 492.15942),(53 492.26804),(54 495.4572),(55 495.49677),(56 497.6461),(57 496.967),(58 496.32202),(59 497.90482),(60 498.7222),(61 500.4546),(62 498.8323),(63 503.8314),(64 503.7411),(65 504.27393),(66 500.88547),(67 499.3724),(68 497.99423),(69 498.4738),(70 494.8604),(71 499.35178),(72 496.2013),(73 496.0346),(74 496.80414),(75 497.78268),(76 497.9221),(77 498.78906),(78 500.90237),(79 503.51495),
(1 136.31241),(2 194.83734),(3 241.71268),(4 268.921),(5 291.1076),(6 308.4374),(7 325.44876),(8 338.83426),(9 351.55762),(10 362.4261),(11 374.09494),(12 380.1274),(13 391.69275),(14 397.55045),(15 409.3354),(16 413.78503),(17 415.893),(18 421.38345),(19 426.69183),(20 429.95908),(21 433.75247),(22 434.95416),(23 438.7688),(24 439.19034),(25 439.02054),(26 441.3515),(27 444.03864),(28 446.82153),(29 448.82928),(30 450.52905),(31 451.63522),(32 455.39032),(33 455.00003),(34 454.79803),(35 456.9156),(36 459.89038),(37 463.3376),(38 463.7767),(39 465.08206),(40 464.4055),(41 464.54828),(42 466.43942),(43 462.8276),(44 464.5036),(45 463.76318),(46 468.63644),(47 472.43988),(48 473.77896),(49 472.61237),(50 472.45868),(51 472.5828),(52 472.68808),(53 473.28897),(54 475.3128),(55 475.9478),(56 477.55548),(57 477.43085),(58 476.78262),(59 477.93375),(60 476.35138),(61 478.02478),(62 477.13895),(63 481.07938),(64 483.83536),(65 484.396),(66 487.31525),(67 485.16522),(68 484.5658),(69 485.70877),(70 484.04562),(71 483.52838),(72 482.4741),(73 480.6047),(74 482.77582),(75 488.39648),(76 488.13257),(77 486.63672),(78 486.72577),(79 488.39777),
(1 133.98584),(2 191.3381),(3 237.17294),(4 267.11942),(5 288.93768),(6 308.79333),(7 324.13657),(8 336.7779),(9 352.7336),(10 360.03976),(11 372.5323),(12 381.6156),(13 394.3784),(14 403.12845),(15 413.3618),(16 418.08896),(17 420.1063),(18 423.8308),(19 426.90778),(20 429.55588),(21 430.96915),(22 433.5485),(23 436.07053),(24 438.081),(25 439.1939),(26 439.02426),(27 441.00385),(28 444.51163),(29 445.61954),(30 445.8424),(31 447.45712),(32 450.46872),(33 451.7457),(34 454.65195),(35 457.9928),(36 462.6336),(37 467.2241),(38 469.9623),(39 473.29144),(40 473.70514),(41 475.76013),(42 476.41995),(43 471.05884),(44 471.38815),(45 469.16653),(46 472.71686),(47 478.25058),(48 479.893),(49 477.93195),(50 476.53632),(51 479.75266),(52 479.19434),(53 479.7405),(54 477.51575),(55 477.10562),(56 476.32724),(57 478.8286),(58 478.15146),(59 478.38467),(60 478.42416),(61 478.55807),(62 477.40115),(63 477.82),(64 478.9995),(65 480.81708),(66 483.01138),(67 483.09),(68 483.5557),(69 483.8974),(70 483.29834),(71 482.84375),(72 481.6712),(73 482.25415),(74 481.6426),(75 482.20276),(76 480.6596),(77 481.313),(78 483.95496),(79 485.44104),
(1 133.38028),(2 193.22585),(3 238.13287),(4 267.8604),(5 290.02744),(6 308.8082),(7 325.33716),(8 338.89233),(9 349.01813),(10 361.23767),(11 373.93204),(12 383.0893),(13 400.24576),(14 409.58566),(15 418.72433),(16 421.4795),(17 420.6018),(18 423.81253),(19 425.77512),(20 428.22403),(21 431.86978),(22 432.8658),(23 436.53146),(24 438.79144),(25 439.45383),(26 442.58292),(27 444.27728),(28 443.1673),(29 444.37558),(30 443.46494),(31 451.16397),(32 452.18954),(33 451.30432),(34 454.33032),(35 456.64706),(36 459.74747),(37 462.59485),(38 465.4021),(39 469.80505),(40 469.66052),(41 470.867),(42 472.55862),(43 472.05936),(44 472.86505),(45 470.30127),(46 471.39594),(47 471.41254),(48 475.3645),(49 475.05276),(50 475.9404),(51 482.3493),(52 484.94205),(53 483.80536),(54 481.60526),(55 482.18118),(56 481.17523),(57 485.5575),(58 483.88754),(59 484.3939),(60 485.70892),(61 489.5367),(62 492.087),(63 495.02228),(64 497.66095),(65 499.4118),(66 499.35513),(67 497.48148),(68 496.84372),(69 497.877),(70 496.77142),(71 497.19193),(72 493.60785),(73 491.81277),(74 492.34003),(75 492.30045),(76 492.44724),(77 493.50522),(78 493.4104),(79 495.13074),
(1 130.37782),(2 190.82321),(3 234.52805),(4 260.45078),(5 281.73358),(6 298.0691),(7 315.9425),(8 329.69815),(9 340.4448),(10 351.40555),(11 359.86807),(12 367.65887),(13 384.23627),(14 393.29916),(15 401.3529),(16 404.8422),(17 407.1135),(18 409.52686),(19 413.80383),(20 416.6396),(21 420.96838),(22 423.6252),(23 426.50467),(24 428.72565),(25 429.16022),(26 430.2605),(27 432.48444),(28 433.83145),(29 435.47583),(30 435.45374),(31 441.35706),(32 441.2412),(33 443.7379),(34 443.41357),(35 444.70413),(36 447.879),(37 448.7633),(38 448.56482),(39 451.59113),(40 452.21405),(41 451.13794),(42 453.1503),(43 452.60767),(44 452.67105),(45 451.21),(46 450.72702),(47 453.14554),(48 455.70892),(49 457.88034),(50 461.47507),(51 463.03192),(52 463.9366),(53 463.1995),(54 464.6459),(55 463.1173),(56 462.90793),(57 464.6149),(58 465.2219),(59 466.26703),(60 465.3645),(61 466.24384),(62 465.33414),(63 468.40213),(64 469.0011),(65 471.18604),(66 470.69803),(67 472.1306),(68 473.57343),(69 474.41055),(70 474.94107),(71 474.1959),(72 473.8168),(73 473.3177),(74 473.4422),(75 477.19266),(76 477.3535),(77 483.41455),(78 484.1583),(79 484.7947),
(1 129.0012),(2 188.39667),(3 231.35167),(4 258.39648),(5 280.71823),(6 295.80994),(7 313.45807),(8 327.27206),(9 339.1769),(10 348.7219),(11 355.81604),(12 364.3253),(13 379.14566),(14 388.76984),(15 399.6812),(16 402.45743),(17 406.2804),(18 411.21555),(19 413.8551),(20 415.15005),(21 418.9995),(22 420.4909),(23 423.33438),(24 425.37048),(25 430.19965),(26 432.32785),(27 436.19873),(28 436.2076),(29 438.45883),(30 440.52164),(31 442.1614),(32 441.3746),(33 442.51566),(34 444.2556),(35 441.41177),(36 441.1491),(37 442.47107),(38 443.98355),(39 445.72775),(40 445.8384),(41 444.612),(42 445.67917),(43 445.86993),(44 444.03024),(45 445.73428),(46 448.88303),(47 449.60645),(48 451.36612),(49 454.25552),(50 456.76984),(51 455.4766),(52 459.52856),(53 457.4279),(54 459.32318),(55 459.98755),(56 462.30045),(57 461.8388),(58 460.04877),(59 460.29312),(60 460.1032),(61 461.16617),(62 461.72952),(63 463.8624),(64 465.00122),(65 464.70862),(66 468.1483),(67 469.21463),(68 470.32782),(69 469.08194),(70 467.31277),(71 466.34143),(72 467.60742),(73 468.52432),(74 470.667),(75 470.83008),(76 472.7095),(77 470.86703),(78 472.39484),(79 475.13828),
(1 127.73629),(2 185.33769),(3 228.55112),(4 253.9763),(5 275.03033),(6 290.7676),(7 308.98788),(8 321.42093),(9 334.31424),(10 342.04938),(11 350.78848),(12 358.3013),(13 371.47464),(14 380.3575),(15 387.10413),(16 389.13266),(17 394.48895),(18 400.86755),(19 402.6877),(20 407.26712),(21 413.25854),(22 415.1),(23 420.15723),(24 421.2916),(25 424.2804),(26 428.92697),(27 432.92975),(28 429.91788),(29 430.42502),(30 434.0675),(31 438.72757),(32 440.315),(33 439.58386),(34 440.432),(35 440.23294),(36 439.96738),(37 438.90463),(38 439.54507),(39 441.34326),(40 439.90115),(41 439.98444),(42 440.2795),(43 439.518),(44 438.7774),(45 439.8803),(46 442.1505),(47 444.50998),(48 445.42926),(49 448.72226),(50 450.19757),(51 455.43488),(52 459.61368),(53 458.477),(54 460.0389),(55 458.6853),(56 460.2437),(57 462.56378),(58 461.00964),(59 463.40433),(60 463.43268),(61 464.34518),(62 464.51132),(63 467.54694),(64 466.7919),(65 465.22128),(66 466.53598),(67 467.38232),(68 469.12976),(69 468.20337),(70 469.5302),(71 468.8628),(72 468.9851),(73 464.32733),(74 467.12326),(75 467.11612),(76 470.80966),(77 469.96747),(78 470.98502),(79 470.28027),
(1 126.18212),(2 183.11154),(3 225.14482),(4 250.60262),(5 272.54303),(6 289.68393),(7 306.63596),(8 319.3827),(9 331.5077),(10 340.72983),(11 350.50302),(12 356.82944),(13 373.0003),(14 381.75238),(15 391.1443),(16 396.26352),(17 402.60492),(18 407.6755),(19 410.0013),(20 411.9157),(21 416.6401),(22 420.3092),(23 425.36093),(24 427.86737),(25 426.43835),(26 427.80392),(27 429.30618),(28 428.75314),(29 430.98953),(30 431.13867),(31 434.66446),(32 434.8828),(33 436.09216),(34 435.60696),(35 438.24744),(36 437.94644),(37 441.53958),(38 440.58145),(39 444.4912),(40 442.95126),(41 444.94666),(42 444.61166),(43 445.43475),(44 446.265),(45 448.50217),(46 447.4871),(47 450.12762),(48 451.23892),(49 452.31824),(50 453.11356),(51 456.6164),(52 455.53104),(53 456.10114),(54 457.5584),(55 458.9894),(56 456.537),(57 459.29126),(58 457.79712),(59 458.67645),(60 458.96017),(61 458.7873),(62 458.11887),(63 456.74936),(64 457.57724),(65 457.52664),(66 457.83054),(67 458.67926),(68 459.2583),(69 460.94193),(70 462.92032),(71 462.95706),(72 461.65598),(73 462.71353),(74 463.81128),(75 464.35272),(76 468.04727),(77 469.5712),(78 470.80722),(79 472.06125),
(1 126.19412),(2 183.35455),(3 226.85341),(4 250.9711),(5 271.33194),(6 288.06772),(7 303.59827),(8 317.86206),(9 329.5126),(10 338.68164),(11 345.84998),(12 352.62686),(13 367.41776),(14 375.01602),(15 383.72244),(16 385.42282),(17 389.85828),(18 393.59515),(19 397.0703),(20 399.27365),(21 399.7943),(22 402.77637),(23 405.05508),(24 407.07904),(25 411.37134),(26 414.30264),(27 414.7832),(28 413.08472),(29 414.04276),(30 413.4339),(31 414.6331),(32 417.85303),(33 421.45163),(34 423.98007),(35 425.82935),(36 426.7999),(37 430.12537),(38 431.60056),(39 437.86722),(40 441.1588),(41 444.19385),(42 446.56903),(43 447.29056),(44 447.1524),(45 448.77686),(46 447.05954),(47 449.39835),(48 454.43),(49 455.1283),(50 454.80975),(51 458.99762),(52 460.967),(53 463.3489),(54 461.51974),(55 460.77795),(56 459.82825),(57 464.3353),(58 463.92334),(59 463.72552),(60 462.49133),(61 462.41415),(62 460.75552),(63 460.69833),(64 458.5191),(65 459.50146),(66 458.98206),(67 456.06314),(68 456.22443),(69 457.3911),(70 456.12747),(71 456.66562),(72 455.01648),(73 453.75424),(74 454.72333),(75 457.62003),(76 459.94037),(77 458.68384),(78 459.46176),(79 460.62408),
(1 123.29626),(2 178.28094),(3 218.73355),(4 243.34666),(5 264.88013),(6 281.58316),(7 295.22717),(8 307.55585),(9 318.21805),(10 327.94745),(11 336.6683),(12 341.64148),(13 352.77158),(14 360.0153),(15 367.89368),(16 372.04514),(17 375.9995),(18 380.71136),(19 384.76056),(20 388.25052),(21 388.9021),(22 392.09277),(23 395.67853),(24 397.33154),(25 400.78638),(26 403.6164),(27 405.91116),(28 403.95273),(29 403.0475),(30 405.91635),(31 406.1135),(32 407.8419),(33 410.9476),(34 412.9763),(35 414.09424),(36 415.68936),(37 417.61417),(38 415.92603),(39 419.66254),(40 423.07266),(41 424.64975),(42 427.27695),(43 424.05667),(44 425.40665),(45 427.3731),(46 426.7367),(47 426.54596),(48 429.8423),(49 429.20895),(50 432.29398),(51 435.75613),(52 437.16315),(53 439.08737),(54 439.62146),(55 440.88953),(56 441.96088),(57 445.81827),(58 445.97137),(59 446.62146),(60 446.44495),(61 446.80725),(62 444.90268),(63 447.42618),(64 447.23056),(65 447.8589),(66 451.42685),(67 452.48193),(68 455.4461),(69 455.7527),(70 454.24896),(71 455.91568),(72 455.30615),(73 454.54288),(74 452.10522),(75 451.55014),(76 449.8434),(77 450.45374),(78 451.10956),(79 451.145),
