1.5,2.5,3.5,4.5,5.5,6.5,7.5,8.5,9.5,10.5,11.5,12.5,13.5,14.5,15.5,16.5,17.5,18.5,19.5,20.5,21.5,22.5,23.5,24.5,25.5,26.5,27.5,28.5,29.5,30.5,31.5,32.5,33.5,34.5,35.5,36.5,37.5,38.5,39.5,40.5,41.5,42.5,43.5,44.5,45.5,46.5,47.5,48.5,49.5,50.5,51.5,52.5,53.5,54.5,55.5,56.5,57.5,58.5,59.5,60.5,61.5,62.5,63.5,64.5,65.5,66.5,67.5,68.5,69.5,70.5,71.5,72.5,73.5,74.5,75.5,76.5,77.5,78.5,79.5,80.5,81.5,82.5,83.5,84.5,85.5,86.5,87.5,88.5,89.5,90.5,91.5,92.5,93.5,94.5,95.5,96.5,97.5,98.5,99.5,100.5,101.5,102.5,103.5,104.5,105.5,106.5,107.5,108.5,109.5,110.5,111.5,112.5,113.5,114.5,115.5,116.5,117.5,118.5,119.5,120.5,121.5,122.5,123.5,124.5,125.5,126.5,127.5,128.5,129.5,130.5,131.5,132.5,133.5,134.5,135.5,136.5,137.5,138.5,139.5,140.5,141.5,142.5,143.5,144.5,145.5,146.5,147.5,148.5,149.5,150.5,151.5,152.5,153.5,154.5,155.5,156.5,157.5,158.5,159.5,160.5,161.5,162.5,163.5,164.5,165.5,166.5,167.5,168.5,169.5,170.5,171.5,172.5,173.5,174.5,175.5,176.5,177.5,178.5,179.5,180.5,181.5,182.5,183.5,184.5,185.5,186.5,187.5,188.5,189.5,190.5,191.5,192.5,193.5,194.5,195.5,196.5,197.5,198.5,199.5,200.5,201.5,202.5,203.5,204.5,205.5,206.5,207.5,208.5,209.5,210.5,211.5,212.5,213.5,214.5,215.5,216.5,217.5,218.5,219.5,220.5,221.5,222.5,223.5,224.5,225.5,226.5,227.5,228.5,229.5,230.5,231.5,232.5,233.5,234.5,235.5,236.5,237.5,238.5,239.5,240.5,241.5,242.5,243.5,244.5,245.5,246.5,247.5,248.5,249.5,250.5,251.5,252.5,253.5,254.5,255.5,256.5,257.5,258.5,259.5,260.5,261.5,262.5,263.5,264.5,265.5,266.5,267.5,268.5,269.5,270.5,271.5,272.5,273.5,274.5,275.5,276.5,277.5,278.5,279.5,280.5,281.5,282.5,283.5,284.5,285.5,286.5,287.5,288.5,289.5,290.5,291.5,292.5,293.5,294.5,295.5,296.5,297.5,298.5,299.5,300.5,301.5,302.5,303.5,304.5,305.5,306.5,307.5,308.5,309.5,310.5,311.5,312.5,313.5,314.5,315.5,316.5,317.5,318.5,319.5,320.5,321.5,322.5,323.5,324.5,325.5,326.5,327.5,328.5,329.5,330.5,331.5,332.5,333.5,334.5,335.5,336.5,337.5,338.5,339.5,340.5,341.5,342.5,343.5,344.5,345.5,346.5,347.5,348.5,349.5,350.5,351.5,352.5,353.5,354.5,355.5,356.5,357.5,358.5,359.5,360.5,361.5,362.5,363.5,364.5,365.5,366.5,367.5,368.5,369.5,370.5,371.5,372.5,373.5,374.5,375.5,376.5,377.5,378.5,379.5,380.5,381.5,382.5,383.5,384.5,385.5,386.5,387.5,388.5,389.5,390.5,391.5,392.5,393.5,394.5,395.5,396.5,397.5,398.5,399.5,400.5,401.5,402.5,403.5,404.5,405.5,406.5,407.5,408.5,409.5,410.5,411.5,412.5,413.5,414.5,415.5,416.5,417.5,418.5,419.5,420.5,421.5,422.5,423.5,424.5,425.5,426.5,427.5,428.5,429.5,430.5,431.5,432.5,433.5,434.5,435.5,436.5,437.5,438.5,439.5,440.5,441.5,442.5,443.5,444.5,445.5,446.5,447.5,448.5,449.5,450.5,451.5,452.5,453.5,454.5,455.5,456.5,457.5,458.5,459.5,460.5,461.5,462.5,463.5,464.5,465.5,466.5,467.5,468.5,469.5,470.5,471.5,472.5,473.5,474.5,475.5,476.5,477.5,478.5,479.5,480.5,481.5,482.5,483.5,484.5,485.5,486.5,487.5,488.5,489.5,490.5,491.5,492.5,493.5,494.5,495.5,496.5,497.5,498.5,499.5,
(1 66292.805),(2 84721.9),(3 49769.49),(4 127652.75),(5 155575.83),(6 124768.9),(7 203755.67),(8 246352.5),(9 205140.06),(10 283483.72),(11 311983.22),(12 283493.25),(13 372274.34),(14 382246.13),(15 346697.78),(16 424197.9),(17 452925.6),(18 421610.72),(19 504061.84),(20 528511.7),(21 496923.47),(22 577643),(23 647810.5),(24 598639.2),(25 694920.06),(26 752571.3),(27 727022.94),(28 837315.94),(29 898859.7),(30 863505.8),(31 979123.8),(32 1052100.4),(33 1031276.44),(34 1143472.8),(35 1238548.5),(36 1215229.6),(37 1349159.6),(38 1494794),(39 1470079.5),(40 1604021.1),(41 1719586.9),(42 1708392),(43 1855952),(44 1971279.4),(45 1985034),(46 2142359.5),(47 2289405.3),(48 2313432.3),(49 2479145.8),(50 2640170.3),(51 2685763),(52 2881170),(53 3109619.8),(54 3153779.8),(55 3367962),(56 3553165.8),(57 3631363),(58 3781772.8),(59 3942202.3),(60 4002759.3),(61 4187044),(62 4366251.5),(63 4446550),(64 4633640),(65 4813984.5),(66 4894544),(67 5062742.5),(68 5282247.5),(69 5336976.5),(70 5491710.5),(71 5633272.5),(72 5663090.5),(73 5800301.5),(74 5888817.5),(75 5895992.5),(76 5993356),(77 6108322.5),(78 6098696.5),(79 6238019.5),
(1 165.83737),(2 215.57332),(3 244.76785),(4 262.20605),(5 274.4111),(6 285.01215),(7 287.83795),(8 302.6775),(9 304.78485),(10 311.55423),(11 315.41043),(12 314.1426),(13 315.2695),(14 316.5075),(15 319.77618),(16 322.63998),(17 326.1876),(18 331.45422),(19 331.96408),(20 333.7363),(21 334.1769),(22 332.18094),(23 335.75897),(24 330.5466),(25 330.6309),(26 333.2375),(27 331.8376),(28 332.3735),(29 333.18143),(30 331.981),(31 330.15646),(32 332.162),(33 334.72623),(34 334.92447),(35 337.3726),(36 336.70056),(37 339.59042),(38 347.44305),(39 348.7764),(40 349.9142),(41 349.29443),(42 353.6398),(43 351.0962),(44 353.0008),(45 348.9684),(46 347.76324),(47 348.06064),(48 351.1522),(49 352.4387),(50 353.01398),(51 357.01193),(52 357.9685),(53 361.82892),(54 363.2074),(55 361.59998),(56 360.28598),(57 357.0897),(58 356.7908),(59 357.48764),(60 355.5938),(61 356.61902),(62 358.56177),(63 357.58173),(64 358.70212),(65 356.45938),(66 358.02994),(67 361.4951),(68 365.7837),(69 366.42935),(70 366.75867),(71 365.05664),(72 365.07306),(73 362.95105),(74 359.18884),(75 355.7069),(76 353.89267),(77 354.17142),(78 355.44025),(79 356.91043),
(1 163.80031),(2 208.79626),(3 234.22226),(4 254.3716),(5 266.3383),(6 272.99747),(7 277.74612),(8 289.11386),(9 294.885),(10 296.7399),(11 302.99872),(12 304.77124),(13 306.3023),(14 305.26852),(15 308.6073),(16 314.27664),(17 315.12497),(18 319.36578),(19 320.3139),(20 321.85764),(21 322.05133),(22 323.0192),(23 325.7711),(24 323.14676),(25 321.47125),(26 321.12396),(27 321.55203),(28 320.45444),(29 322.7586),(30 324.01874),(31 325.1171),(32 324.38416),(33 326.60495),(34 324.58273),(35 325.06357),(36 328.08917),(37 326.3243),(38 333.0865),(39 338.03616),(40 343.11526),(41 340.01492),(42 345.74362),(43 344.03464),(44 343.94122),(45 343.03857),(46 345.5749),(47 346.8927),(48 349.24536),(49 350.0912),(50 350.8499),(51 349.71368),(52 350.307),(53 355.79446),(54 358.6533),(55 355.61517),(56 355.8405),(57 354.99756),(58 353.62045),(59 351.5416),(60 351.5611),(61 356.35892),(62 357.23834),(63 358.62927),(64 359.75424),(65 358.67657),(66 360.11057),(67 364.5361),(68 363.3661),(69 361.85373),(70 363.86664),(71 363.1283),(72 363.04578),(73 364.86777),(74 361.24692),(75 363.4895),(76 360.1299),(77 358.35855),(78 360.24142),(79 359.81833),
(1 163.62346),(2 211.87305),(3 238.72452),(4 256.575),(5 272.71475),(6 281.3081),(7 286.9369),(8 299.14526),(9 303.3691),(10 309.44965),(11 312.39816),(12 313.34198),(13 315.24646),(14 311.6967),(15 313.72324),(16 313.42938),(17 317.47998),(18 319.85022),(19 320.78308),(20 324.64096),(21 328.25787),(22 323.24258),(23 324.60297),(24 320.54257),(25 320.57086),(26 320.86115),(27 321.31522),(28 321.67047),(29 318.10077),(30 317.70435),(31 318.73352),(32 317.24954),(33 320.0705),(34 321.6798),(35 324.9368),(36 327.89127),(37 327.27966),(38 328.9774),(39 331.3794),(40 330.02625),(41 330.4598),(42 330.40497),(43 334.37448),(44 331.26703),(45 334.7322),(46 336.46915),(47 337.52078),(48 335.31036),(49 338.00504),(50 341.77902),(51 343.38754),(52 339.83243),(53 346.24524),(54 350.1849),(55 350.354),(56 348.97726),(57 347.25635),(58 347.16196),(59 347.0581),(60 346.89063),(61 349.9598),(62 353.7858),(63 350.82904),(64 353.32892),(65 354.10773),(66 354.47754),(67 358.28177),(68 357.8206),(69 356.56442),(70 363.2292),(71 363.22104),(72 362.1609),(73 365.1075),(74 363.48557),(75 363.85904),(76 359.23083),(77 356.85455),(78 354.2899),(79 351.38498),
(1 161.41035),(2 210.71086),(3 240.18318),(4 257.5323),(5 268.5547),(6 280.00186),(7 285.521),(8 295.27908),(9 298.20966),(10 300.23544),(11 303.96472),(12 306.6394),(13 307.97134),(14 304.81848),(15 305.9906),(16 307.60944),(17 311.68863),(18 316.45795),(19 318.74142),(20 320.03503),(21 317.48322),(22 317.45978),(23 318.5582),(24 311.9021),(25 310.91965),(26 311.1043),(27 310.85223),(28 305.1269),(29 303.76727),(30 301.97745),(31 303.8018),(32 306.53873),(33 307.26346),(34 310.60403),(35 318.2906),(36 317.91733),(37 321.8843),(38 324.2554),(39 325.7705),(40 325.21936),(41 323.70486),(42 324.36475),(43 325.6229),(44 328.09653),(45 329.0912),(46 331.88007),(47 337.5312),(48 338.86713),(49 339.9794),(50 341.43246),(51 341.3764),(52 338.05872),(53 340.49185),(54 345.16635),(55 344.73846),(56 342.60666),(57 343.2154),(58 343.04825),(59 346.56055),(60 348.73877),(61 348.3666),(62 350.25458),(63 348.03775),(64 348.18976),(65 350.80478),(66 351.43066),(67 351.9538),(68 353.8251),(69 353.78955),(70 356.68518),(71 356.7062),(72 353.287),(73 354.16226),(74 349.7137),(75 346.29922),(76 344.72345),(77 343.47327),(78 343.4956),(79 341.43396),
(1 160.38287),(2 207.80054),(3 234.5354),(4 250.17468),(5 259.495),(6 270.13922),(7 276.7346),(8 285.85687),(9 289.35083),(10 294.56192),(11 298.69238),(12 300.03772),(13 302.67407),(14 302.25357),(15 304.16336),(16 305.53796),(17 306.82016),(18 307.87094),(19 306.95453),(20 306.79034),(21 305.01736),(22 305.4484),(23 306.31763),(24 301.97632),(25 306.85428),(26 308.72174),(27 310.2548),(28 308.92288),(29 306.40195),(30 307.91248),(31 311.57648),(32 313.65933),(33 314.11655),(34 317.94147),(35 323.08234),(36 328.3975),(37 329.22406),(38 334.29514),(39 334.92047),(40 337.21103),(41 334.17465),(42 337.03333),(43 338.59396),(44 334.96396),(45 332.85242),(46 330.75998),(47 333.9052),(48 336.67035),(49 335.78693),(50 341.3766),(51 342.01056),(52 341.56174),(53 344.35645),(54 347.9611),(55 348.8146),(56 346.1981),(57 342.3008),(58 343.80286),(59 343.74295),(60 346.14517),(61 345.14755),(62 349.6785),(63 349.82004),(64 351.09305),(65 353.06036),(66 351.9213),(67 350.69482),(68 352.21002),(69 353.27206),(70 352.4665),(71 352.74313),(72 353.44266),(73 353.64993),(74 350.9681),(75 350.38037),(76 350.8134),(77 350.8361),(78 348.80377),(79 345.92645),
(1 157.6592),(2 204.61197),(3 230.62535),(4 243.50868),(5 252.5217),(6 259.8583),(7 266.59137),(8 276.78995),(9 283.49384),(10 289.9897),(11 289.0721),(12 293.85132),(13 295.2065),(14 293.884),(15 296.6499),(16 296.81763),(17 299.8406),(18 298.01837),(19 298.68863),(20 302.4366),(21 301.04486),(22 298.62222),(23 301.3551),(24 298.46835),(25 297.381),(26 297.48694),(27 299.70804),(28 301.75403),(29 306.19772),(30 307.69775),(31 306.97458),(32 311.17358),(33 309.88354),(34 314.24753),(35 318.33118),(36 319.4305),(37 317.88474),(38 320.57425),(39 323.89493),(40 325.77213),(41 331.2653),(42 329.34644),(43 335.95676),(44 330.8153),(45 330.95306),(46 327.73),(47 329.3194),(48 330.1398),(49 335.57776),(50 338.01065),(51 336.4611),(52 336.40308),(53 339.23044),(54 340.28287),(55 343.87103),(56 345.96213),(57 341.4329),(58 344.70453),(59 343.92105),(60 345.9329),(61 343.53677),(62 346.69763),(63 348.8082),(64 345.7968),(65 349.83325),(66 347.23404),(67 346.4883),(68 346.2116),(69 345.07104),(70 345.32965),(71 345.92554),(72 347.81705),(73 351.52844),(74 348.3328),(75 347.45615),(76 346.6011),(77 345.54507),(78 342.19635),(79 338.8089),
(1 155.07758),(2 200.7137),(3 226.6283),(4 247.01407),(5 259.34763),(6 266.6804),(7 272.129),(8 284.20963),(9 287.10242),(10 290.8907),(11 290.99408),(12 294.77203),(13 294.5212),(14 291.50342),(15 294.09448),(16 296.54626),(17 296.69394),(18 298.5381),(19 298.58322),(20 302.6875),(21 301.3411),(22 301.70984),(23 303.06378),(24 299.1533),(25 301.8617),(26 300.96848),(27 303.68494),(28 304.63818),(29 306.30057),(30 309.41605),(31 310.04495),(32 311.1485),(33 310.84274),(34 311.15375),(35 312.38516),(36 315.03735),(37 315.0208),(38 316.43625),(39 316.47424),(40 317.62402),(41 324.15802),(42 325.52423),(43 328.93414),(44 331.466),(45 333.19196),(46 328.91162),(47 328.06088),(48 326.51828),(49 329.82382),(50 333.38028),(51 331.07272),(52 334.18243),(53 335.49866),(54 335.8754),(55 337.56342),(56 341.33182),(57 340.30505),(58 340.89172),(59 341.7737),(60 342.7677),(61 343.15195),(62 345.28482),(63 343.1477),(64 344.7931),(65 343.63712),(66 340.44388),(67 339.39877),(68 341.56253),(69 341.58533),(70 343.5751),(71 342.39542),(72 342.67178),(73 346.3812),(74 343.5402),(75 348.06577),(76 343.41846),(77 338.18405),(78 338.21017),(79 337.82324),
(1 149.75386),(2 194.3236),(3 218.75125),(4 236.00261),(5 247.06876),(6 256.3052),(7 262.04028),(8 272.43683),(9 276.71982),(10 280.94263),(11 284.86566),(12 285.17307),(13 286.3399),(14 285.37445),(15 290.1753),(16 294.71344),(17 295.2441),(18 297.09436),(19 297.0823),(20 295.84924),(21 295.97134),(22 293.81424),(23 293.50076),(24 293.17535),(25 294.6345),(26 294.445),(27 296.3212),(28 296.59143),(29 299.60956),(30 300.1175),(31 301.88815),(32 303.54715),(33 303.5594),(34 303.11646),(35 304.0649),(36 307.30548),(37 305.01837),(38 310.42685),(39 309.78024),(40 308.07776),(41 312.64572),(42 312.69275),(43 314.62097),(44 314.58966),(45 320.02917),(46 317.13507),(47 317.9456),(48 320.3312),(49 321.76596),(50 325.45233),(51 323.71918),(52 325.3561),(53 325.40073),(54 326.24765),(55 327.50983),(56 327.8274),(57 327.80365),(58 329.23218),(59 324.6339),(60 323.02216),(61 324.38416),(62 325.123),(63 322.5801),(64 326.3996),(65 325.66406),(66 324.0182),(67 322.2997),(68 325.6971),(69 326.83124),(70 327.53928),(71 327.42682),(72 325.9457),(73 322.75052),(74 319.02148),(75 320.00674),(76 318.36703),(77 320.54688),(78 323.1879),(79 320.29163),
(1 151.895),(2 195.52292),(3 218.32411),(4 236.46278),(5 249.71223),(6 260.72635),(7 261.96353),(8 272.38226),(9 275.27603),(10 278.53928),(11 280.5262),(12 282.02383),(13 283.13052),(14 282.7201),(15 284.86594),(16 283.2392),(17 285.7734),(18 290.82358),(19 294.12344),(20 293.90106),(21 291.23056),(22 289.7767),(23 295.3833),(24 293.3812),(25 295.4185),(26 297.45007),(27 298.1836),(28 301.18906),(29 301.02173),(30 302.90057),(31 303.98083),(32 305.02725),(33 304.26877),(34 302.9889),(35 304.40652),(36 304.727),(37 307.9765),(38 312.1212),(39 310.90164),(40 311.34363),(41 315.5021),(42 315.43167),(43 317.46655),(44 316.94162),(45 320.3622),(46 317.59247),(47 319.38177),(48 324.2247),(49 327.7357),(50 330.22766),(51 329.47864),(52 327.5886),(53 332.0451),(54 334.1628),(55 334.0828),(56 335.01895),(57 333.41818),(58 332.49368),(59 331.28674),(60 335.37872),(61 335.10165),(62 336.6428),(63 335.87875),(64 338.71893),(65 333.05353),(66 331.86865),(67 330.68906),(68 329.6916),(69 327.57864),(70 327.67603),(71 329.04175),(72 329.20923),(73 329.1332),(74 330.5026),(75 330.0804),(76 328.81226),(77 325.18335),(78 326.93433),(79 329.63217),
(1 149.46538),(2 191.89581),(3 218.01282),(4 234.88658),(5 248.18326),(6 258.5378),(7 262.40924),(8 273.17017),(9 272.88797),(10 277.37854),(11 281.789),(12 283.0285),(13 284.0668),(14 282.98593),(15 283.20294),(16 285.3108),(17 287.12018),(18 289.3313),(19 293.26382),(20 294.34958),(21 292.9298),(22 293.63275),(23 296.9727),(24 292.3412),(25 293.97293),(26 292.65326),(27 292.99707),(28 295.10608),(29 295.46072),(30 295.69995),(31 297.63104),(32 298.62335),(33 298.27487),(34 297.9312),(35 300.66312),(36 299.39972),(37 298.40692),(38 300.67206),(39 303.63644),(40 304.3943),(41 309.15918),(42 308.39954),(43 309.39337),(44 311.94934),(45 315.71765),(46 313.11282),(47 315.58087),(48 317.16428),(49 321.76416),(50 320.5052),(51 317.7406),(52 321.11954),(53 325.53372),(54 327.90643),(55 324.9054),(56 322.43127),(57 322.17368),(58 324.8673),(59 322.38928),(60 326.82437),(61 330.3927),(62 330.39648),(63 331.5559),(64 330.9058),(65 328.49548),(66 331.39545),(67 333.39496),(68 333.2915),(69 333.23538),(70 335.85205),(71 335.38486),(72 335.835),(73 334.76242),(74 331.63406),(75 330.8209),(76 329.6521),(77 330.05316),(78 331.0438),(79 331.50256),
(1 146.63196),(2 189.21849),(3 212.4709),(4 230.72252),(5 243.58241),(6 253.42346),(7 260.0543),(8 269.9884),(9 273.22217),(10 274.38327),(11 279.01782),(12 277.92783),(13 278.94363),(14 279.5209),(15 280.12015),(16 280.47986),(17 281.38986),(18 283.06647),(19 281.02423),(20 283.08582),(21 285.41168),(22 287.0771),(23 291.45435),(24 288.9516),(25 292.03796),(26 291.9905),(27 291.8752),(28 289.76996),(29 290.70734),(30 289.66742),(31 291.71747),(32 292.02536),(33 292.2221),(34 291.86093),(35 294.4172),(36 293.68765),(37 295.35135),(38 298.5786),(39 297.9978),(40 300.3838),(41 300.26605),(42 299.74536),(43 303.38477),(44 298.32678),(45 300.91675),(46 298.79254),(47 300.88202),(48 302.77167),(49 306.99753),(50 303.59833),(51 302.5777),(52 303.6794),(53 309.71466),(54 310.81372),(55 309.30933),(56 309.87335),(57 306.68124),(58 308.74097),(59 307.74588),(60 307.32764),(61 311.08932),(62 313.5991),(63 316.12476),(64 315.64398),(65 314.4622),(66 313.3344),(67 314.09268),(68 319.11115),(69 319.95236),(70 319.84155),(71 320.73987),(72 318.69647),(73 319.3825),(74 316.34174),(75 317.5961),(76 318.2077),(77 316.1592),(78 317.4082),(79 316.78235),
(1 146.50397),(2 187.04236),(3 212.25769),(4 227.52841),(5 239.83911),(6 249.39426),(7 255.21187),(8 263.16644),(9 266.11554),(10 268.55762),(11 269.5788),(12 270.31836),(13 271.8575),(14 270.04782),(15 272.20535),(16 270.75732),(17 273.0566),(18 274.9007),(19 277.28888),(20 282.21518),(21 283.94882),(22 284.10706),(23 286.605),(24 286.9823),(25 284.84967),(26 282.4788),(27 282.94025),(28 285.8622),(29 285.37125),(30 286.17126),(31 286.37195),(32 287.43295),(33 288.02075),(34 288.20087),(35 290.14063),(36 290.55),(37 294.26477),(38 296.48288),(39 295.28442),(40 293.10107),(41 292.926),(42 290.90567),(43 295.33798),(44 291.22397),(45 290.935),(46 293.0438),(47 294.81134),(48 295.85226),(49 296.0583),(50 299.99112),(51 300.7451),(52 301.39404),(53 306.32028),(54 307.61227),(55 307.8985),(56 311.9185),(57 311.1526),(58 311.64786),(59 307.8507),(60 306.83603),(61 311.16022),(62 313.26172),(63 313.5824),(64 317.27966),(65 316.73108),(66 315.95587),(67 315.55707),(68 318.88205),(69 322.1181),(70 323.42398),(71 326.0123),(72 325.42355),(73 324.17184),(74 322.2781),(75 322.98526),(76 324.1373),(77 323.51138),(78 323.48526),(79 321.32263),
(1 143.02196),(2 184.8883),(3 208.16559),(4 223.23497),(5 234.72028),(6 240.4096),(7 244.9943),(8 253.9495),(9 257.7392),(10 259.86703),(11 263.14996),(12 263.96066),(13 264.44653),(14 265.42004),(15 267.51727),(16 268.76813),(17 269.11868),(18 270.75546),(19 272.1668),(20 273.71722),(21 272.3842),(22 273.2601),(23 275.8822),(24 272.354),(25 269.0259),(26 267.32007),(27 271.02658),(28 271.09467),(29 269.20972),(30 271.08145),(31 271.29642),(32 270.8119),(33 273.22498),(34 270.82657),(35 268.12857),(36 273.58105),(37 274.56158),(38 280.66306),(39 281.4776),(40 280.10852),(41 280.6531),(42 280.8741),(43 284.52203),(44 286.65356),(45 283.5525),(46 284.1216),(47 283.0733),(48 285.7681),(49 288.5687),(50 289.88297),(51 289.60425),(52 290.13162),(53 296.7393),(54 294.55685),(55 293.01303),(56 297.9904),(57 299.93484),(58 297.89566),(59 294.84375),(60 296.71326),(61 298.52844),(62 299.6515),(63 301.45633),(64 305.53214),(65 304.9529),(66 304.5023),(67 300.68048),(68 307.90012),(69 306.4322),(70 305.68024),(71 308.9639),(72 309.81354),(73 310.804),(74 309.28662),(75 307.66714),(76 305.54855),(77 306.7473),(78 305.71307),(79 305.0651),
(1 141.76064),(2 183.06404),(3 207.7743),(4 221.39568),(5 232.2878),(6 237.01128),(7 243.55482),(8 249.58775),(9 252.94223),(10 258.30966),(11 261.52942),(12 263.94226),(13 262.90097),(14 261.9792),(15 267.57196),(16 267.60748),(17 270.22458),(18 274.7952),(19 273.95877),(20 272.72412),(21 273.37518),(22 269.93362),(23 273.12567),(24 272.79407),(25 272.55405),(26 273.187),(27 276.54007),(28 276.71234),(29 274.71313),(30 274.4528),(31 274.0238),(32 275.40125),(33 275.50998),(34 275.38223),(35 275.91785),(36 273.81232),(37 274.348),(38 279.22687),(39 282.00662),(40 284.20853),(41 286.44873),(42 286.93704),(43 289.72275),(44 289.4604),(45 291.3549),(46 290.65973),(47 292.89514),(48 290.9396),(49 291.44168),(50 293.7688),(51 295.0683),(52 294.55673),(53 294.71454),(54 294.50986),(55 294.712),(56 297.0397),(57 300.14017),(58 299.81384),(59 298.5306),(60 299.11786),(61 300.36887),(62 301.27756),(63 298.9406),(64 300.2456),(65 299.89594),(66 298.29095),(67 298.0011),(68 304.23718),(69 300.57367),(70 301.49887),(71 302.82977),(72 305.13528),(73 308.66068),(74 306.46112),(75 305.70483),(76 303.68762),(77 305.17255),(78 305.0952),(79 306.98227),
(1 141.56207),(2 182.50209),(3 205.85889),(4 223.47537),(5 232.43126),(6 237.54956),(7 244.58275),(8 251.01851),(9 256.07996),(10 260.0089),(11 260.767),(12 263.3636),(13 265.04114),(14 263.049),(15 264.771),(16 265.30682),(17 267.02295),(18 270.2311),(19 270.25653),(20 273.10983),(21 272.6658),(22 271.75592),(23 272.06647),(24 272.79227),(25 270.92294),(26 273.45416),(27 277.08936),(28 279.58356),(29 277.81903),(30 276.0096),(31 274.93738),(32 276.82962),(33 280.36545),(34 279.32556),(35 280.06616),(36 281.13138),(37 281.14954),(38 286.94452),(39 287.20676),(40 286.7823),(41 290.7441),(42 292.15958),(43 293.33386),(44 295.9475),(45 297.18875),(46 298.06616),(47 302.31287),(48 304.46466),(49 303.40933),(50 302.11844),(51 299.87204),(52 297.80814),(53 301.6695),(54 299.3084),(55 302.6762),(56 301.16702),(57 303.15256),(58 302.95035),(59 302.2103),(60 300.52835),(61 302.40234),(62 300.90143),(63 301.87534),(64 300.56195),(65 300.43298),(66 299.8126),(67 297.8052),(68 301.52182),(69 298.24576),(70 297.49033),(71 300.61465),(72 302.83734),(73 303.4491),(74 302.83118),(75 305.62747),(76 304.59756),(77 305.96817),(78 305.9952),(79 308.12894),
(1 137.2029),(2 179.69136),(3 202.99423),(4 217.91998),(5 226.16441),(6 235.72061),(7 240.24037),(8 246.32341),(9 250.36845),(10 254.3988),(11 256.19806),(12 260.20782),(13 262.76593),(14 261.7901),(15 262.33612),(16 262.07224),(17 261.42288),(18 264.58725),(19 266.73248),(20 264.96716),(21 266.3674),(22 265.06366),(23 264.1694),(24 267.00363),(25 266.26694),(26 269.84076),(27 271.31866),(28 274.3827),(29 274.5032),(30 277.07144),(31 275.9391),(32 276.9312),(33 280.25616),(34 277.33316),(35 277.08774),(36 276.44962),(37 273.8106),(38 278.49133),(39 281.4974),(40 280.48175),(41 283.0823),(42 284.72946),(43 288.0253),(44 290.58878),(45 294.3007),(46 292.76285),(47 293.3015),(48 295.316),(49 293.1888),(50 292.8346),(51 293.0036),(52 294.4145),(53 298.14996),(54 297.0904),(55 302.08984),(56 300.9496),(57 299.51862),(58 300.50037),(59 298.30197),(60 298.05206),(61 295.5575),(62 293.8407),(63 297.095),(64 295.19843),(65 293.60547),(66 293.16354),(67 291.65622),(68 295.59778),(69 291.51703),(70 295.108),(71 296.68985),(72 298.956),(73 296.58035),(74 297.51965),(75 297.4622),(76 297.2613),(77 295.19128),(78 294.90402),(79 293.1767),
(1 136.76112),(2 177.56712),(3 199.74745),(4 214.90134),(5 224.11055),(6 230.6783),(7 238.25233),(8 241.40625),(9 243.058),(10 250.85815),(11 252.08081),(12 254.30536),(13 256.93356),(14 257.51398),(15 258.2224),(16 259.22107),(17 260.65298),(18 262.58932),(19 264.95764),(20 266.94278),(21 269.0303),(22 269.70605),(23 270.54068),(24 272.70593),(25 270.79068),(26 269.88925),(27 272.10352),(28 271.4556),(29 274.48672),(30 279.20352),(31 278.95508),(32 279.0533),(33 282.29694),(34 278.99344),(35 279.5714),(36 277.2449),(37 277.16168),(38 283.3648),(39 282.81354),(40 284.4275),(41 283.349),(42 283.69235),(43 286.08887),(44 286.54367),(45 289.15503),(46 288.08957),(47 289.26846),(48 285.56656),(49 284.7592),(50 284.89938),(51 288.2818),(52 290.00482),(53 292.9303),(54 293.84952),(55 297.50638),(56 296.81427),(57 294.30594),(58 296.11954),(59 294.8701),(60 296.04263),(61 296.72293),(62 291.66882),(63 294.03842),(64 295.80667),(65 295.49194),(66 296.9016),(67 294.74866),(68 293.44836),(69 294.61923),(70 294.3201),(71 295.89163),(72 295.59973),(73 294.25653),(74 291.51523),(75 293.34967),(76 291.1669),(77 291.82047),(78 291.13333),(79 291.879),
