1.5,2.5,3.5,4.5,5.5,6.5,7.5,8.5,9.5,10.5,11.5,12.5,13.5,14.5,15.5,16.5,17.5,18.5,19.5,20.5,21.5,22.5,23.5,24.5,25.5,26.5,27.5,28.5,29.5,30.5,31.5,32.5,33.5,34.5,35.5,36.5,37.5,38.5,39.5,40.5,41.5,42.5,43.5,44.5,45.5,46.5,47.5,48.5,49.5,50.5,51.5,52.5,53.5,54.5,55.5,56.5,57.5,58.5,59.5,60.5,61.5,62.5,63.5,64.5,65.5,66.5,67.5,68.5,69.5,70.5,71.5,72.5,73.5,74.5,75.5,76.5,77.5,78.5,79.5,80.5,81.5,82.5,83.5,84.5,85.5,86.5,87.5,88.5,89.5,90.5,91.5,92.5,93.5,94.5,95.5,96.5,97.5,98.5,99.5,100.5,101.5,102.5,103.5,104.5,105.5,106.5,107.5,108.5,109.5,110.5,111.5,112.5,113.5,114.5,115.5,116.5,117.5,118.5,119.5,120.5,121.5,122.5,123.5,124.5,125.5,126.5,127.5,128.5,129.5,130.5,131.5,132.5,133.5,134.5,135.5,136.5,137.5,138.5,139.5,140.5,141.5,142.5,143.5,144.5,145.5,146.5,147.5,148.5,149.5,150.5,151.5,152.5,153.5,154.5,155.5,156.5,157.5,158.5,159.5,160.5,161.5,162.5,163.5,164.5,165.5,166.5,167.5,168.5,169.5,170.5,171.5,172.5,173.5,174.5,175.5,176.5,177.5,178.5,179.5,180.5,181.5,182.5,183.5,184.5,185.5,186.5,187.5,188.5,189.5,190.5,191.5,192.5,193.5,194.5,195.5,196.5,197.5,198.5,199.5,200.5,201.5,202.5,203.5,204.5,205.5,206.5,207.5,208.5,209.5,210.5,211.5,212.5,213.5,214.5,215.5,216.5,217.5,218.5,219.5,220.5,221.5,222.5,223.5,224.5,225.5,226.5,227.5,228.5,229.5,230.5,231.5,232.5,233.5,234.5,235.5,236.5,237.5,238.5,239.5,240.5,241.5,242.5,243.5,244.5,245.5,246.5,247.5,248.5,249.5,250.5,251.5,252.5,253.5,254.5,255.5,256.5,257.5,258.5,259.5,260.5,261.5,262.5,263.5,264.5,265.5,266.5,267.5,268.5,269.5,270.5,271.5,272.5,273.5,274.5,275.5,276.5,277.5,278.5,279.5,280.5,281.5,282.5,283.5,284.5,285.5,286.5,287.5,288.5,289.5,290.5,291.5,292.5,293.5,294.5,295.5,296.5,297.5,298.5,299.5,300.5,301.5,302.5,303.5,304.5,305.5,306.5,307.5,308.5,309.5,310.5,311.5,312.5,313.5,314.5,315.5,316.5,317.5,318.5,319.5,320.5,321.5,322.5,323.5,324.5,325.5,326.5,327.5,328.5,329.5,330.5,331.5,332.5,333.5,334.5,335.5,336.5,337.5,338.5,339.5,340.5,341.5,342.5,343.5,344.5,345.5,346.5,347.5,348.5,349.5,350.5,351.5,352.5,353.5,354.5,355.5,356.5,357.5,358.5,359.5,360.5,361.5,362.5,363.5,364.5,365.5,366.5,367.5,368.5,369.5,370.5,371.5,372.5,373.5,374.5,375.5,376.5,377.5,378.5,379.5,380.5,381.5,382.5,383.5,384.5,385.5,386.5,387.5,388.5,389.5,390.5,391.5,392.5,393.5,394.5,395.5,396.5,397.5,398.5,399.5,400.5,401.5,402.5,403.5,404.5,405.5,406.5,407.5,408.5,409.5,410.5,411.5,412.5,413.5,414.5,415.5,416.5,417.5,418.5,419.5,420.5,421.5,422.5,423.5,424.5,425.5,426.5,427.5,428.5,429.5,430.5,431.5,432.5,433.5,434.5,435.5,436.5,437.5,438.5,439.5,440.5,441.5,442.5,443.5,444.5,445.5,446.5,447.5,448.5,449.5,450.5,451.5,452.5,453.5,454.5,455.5,456.5,457.5,458.5,459.5,460.5,461.5,462.5,463.5,464.5,465.5,466.5,467.5,468.5,469.5,470.5,471.5,472.5,473.5,474.5,475.5,476.5,477.5,478.5,479.5,480.5,481.5,482.5,483.5,484.5,485.5,486.5,487.5,488.5,489.5,490.5,491.5,492.5,493.5,494.5,495.5,496.5,497.5,498.5,499.5,
(1 80120.06),(2 216411.8),(3 407789.34),(4 701719.7),(5 985827.8),(6 1287097.6),(7 1648004),(8 1994989),(9 2330686.5),(10 2710764.8),(11 3060194.8),(12 3384686.8),(13 3726406.3),(14 4049348.8),(15 4348848),(16 4681786.5),(17 5017947.5),(18 5311162),(19 5681136.5),(20 6096229.5),(21 6520672),(22 7045890.5),(23 7600447.5),(24 8136474),(25 8756471),(26 9427535),(27 10135456),(28 11002026),(29 11832800),(30 12629225),(31 13489179),(32 14402467),(33 15250984),(34 16210903),(35 17147934),(36 18048524),(37 19011562),(38 20028058),(39 20950142),(40 21856258),(41 22783054),(42 23608494),(43 24395552),(44 25322922),(45 26202378),(46 27085514),(47 28008694),(48 28843970),(49 29712954),(50 30743736),(51 31686352),(52 32726040),(53 34060080),(54 35329092),(55 36885760),(56 38683080),(57 40417412),(58 42374236),(59 44374390),(60 46251132),(61 48325540),(62 50453120),(63 52368400),(64 54520588),(65 56727004),(66 58775332),(67 60861492),(68 62826804),(69 64252492),(70 65734484),(71 67286840),(72 68697704),(73 70319800),(74 71872616),(75 73099290),(76 74409390),(77 75625610),(78 76544050),(79 77440024),
(1 73.166115),(2 88.86383),(3 97.343704),(4 104.74004),(5 110.22087),(6 113.43935),(7 117.208405),(8 121.59117),(9 123.87609),(10 125.51906),(11 127.66914),(12 128.9334),(13 128.22313),(14 130.60501),(15 132.81036),(16 133.48724),(17 134.31178),(18 135.63557),(19 137.58565),(20 138.1018),(21 136.88864),(22 137.30571),(23 138.95576),(24 138.4177),(25 137.8114),(26 138.40198),(27 138.16788),(28 138.75781),(29 139.24474),(30 141.17375),(31 141.41629),(32 141.46619),(33 143.13492),(34 144.06772),(35 144.38052),(36 145.14468),(37 146.08263),(38 146.18413),(39 145.64172),(40 145.57538),(41 148.02544),(42 148.19644),(43 150.99548),(44 150.72942),(45 151.35289),(46 149.73747),(47 151.4386),(48 152.7445),(49 153.1836),(50 154.33423),(51 153.6545),(52 151.1601),(53 152.72935),(54 153.9228),(55 153.01318),(56 152.30759),(57 153.32603),(58 151.47662),(59 153.08989),(60 153.60393),(61 155.08707),(62 154.90172),(63 154.49109),(64 155.34029),(65 154.54884),(66 154.76614),(67 154.94882),(68 156.62617),(69 156.22128),(70 156.09299),(71 155.0047),(72 155.05031),(73 156.07823),(74 154.28735),(75 154.58792),(76 154.40112),(77 156.21802),(78 154.94832),(79 156.03625),
(1 72.6443),(2 87.83446),(3 96.1998),(4 105.24904),(5 111.617775),(6 115.06255),(7 119.71735),(8 122.15886),(9 125.93655),(10 127.68191),(11 128.28749),(12 128.81837),(13 130.34665),(14 131.39496),(15 131.684),(16 133.16249),(17 134.71223),(18 133.86685),(19 135.19516),(20 135.00587),(21 134.95807),(22 134.48074),(23 135.63245),(24 135.2492),(25 137.39807),(26 138.88275),(27 141.3913),(28 141.43285),(29 139.96289),(30 140.72115),(31 141.56366),(32 141.2853),(33 141.83888),(34 143.51569),(35 144.27188),(36 145.15804),(37 147.01091),(38 147.10884),(39 148.30124),(40 148.87834),(41 149.44994),(42 151.39192),(43 150.92763),(44 150.21152),(45 152.8103),(46 151.9327),(47 152.41832),(48 152.03075),(49 153.19193),(50 151.7721),(51 151.27464),(52 150.21288),(53 152.00655),(54 151.48415),(55 152.95425),(56 152.52815),(57 152.65817),(58 152.86612),(59 152.21007),(60 152.89595),(61 153.23106),(62 154.11693),(63 152.49364),(64 153.37126),(65 152.25739),(66 153.12045),(67 151.9959),(68 154.2379),(69 154.46744),(70 152.90755),(71 153.14568),(72 152.82214),(73 155.06154),(74 153.92021),(75 152.97919),(76 153.21985),(77 153.13043),(78 152.7397),(79 153.83704),
(1 70.606575),(2 86.1225),(3 95.2023),(4 101.68737),(5 106.36501),(6 108.71134),(7 113.17225),(8 117.1003),(9 120.81384),(10 123.657585),(11 123.98173),(12 125.280685),(13 126.33033),(14 129.14842),(15 129.64432),(16 131.18292),(17 131.97516),(18 133.771),(19 134.4296),(20 134.67354),(21 135.77757),(22 135.30814),(23 136.78241),(24 135.3538),(25 136.22523),(26 136.40523),(27 136.83745),(28 137.79448),(29 137.62677),(30 138.3883),(31 137.33293),(32 137.46281),(33 138.19499),(34 140.03094),(35 141.30106),(36 142.1707),(37 143.87561),(38 143.99883),(39 143.88731),(40 143.83699),(41 142.94089),(42 146.38448),(43 147.28423),(44 149.05968),(45 149.35258),(46 149.59787),(47 148.9049),(48 148.97131),(49 148.64124),(50 148.49054),(51 148.96524),(52 149.01201),(53 149.96884),(54 148.93756),(55 149.72539),(56 150.56613),(57 150.98709),(58 152.09764),(59 152.66335),(60 151.28737),(61 153.09831),(62 153.98598),(63 154.69112),(64 154.88213),(65 155.3683),(66 155.60023),(67 155.40622),(68 157.8273),(69 158.24591),(70 157.9515),(71 157.48715),(72 157.54408),(73 156.67198),(74 155.20729),(75 155.71678),(76 154.75601),(77 156.12547),(78 156.13332),(79 157.01842),
(1 70.318565),(2 85.5108),(3 95.39002),(4 101.03389),(5 105.59974),(6 107.58784),(7 111.19156),(8 114.29667),(9 116.50745),(10 119.55677),(11 120.846924),(12 120.87523),(13 120.56888),(14 121.86446),(15 123.13986),(16 125.29413),(17 126.243904),(18 127.61705),(19 128.20645),(20 128.18488),(21 129.24542),(22 128.49452),(23 128.6316),(24 128.85411),(25 129.52953),(26 128.24463),(27 128.89023),(28 129.96655),(29 130.24713),(30 131.14395),(31 131.381),(32 131.4114),(33 132.71718),(34 134.00775),(35 134.36867),(36 137.07822),(37 137.97122),(38 138.88899),(39 138.84752),(40 139.40573),(41 137.9288),(42 139.31972),(43 138.72278),(44 138.46457),(45 138.57623),(46 138.88106),(47 139.61293),(48 138.78941),(49 140.78511),(50 140.69089),(51 142.08646),(52 142.22127),(53 143.4225),(54 145.00531),(55 144.77621),(56 144.95244),(57 146.86798),(58 146.23271),(59 146.79347),(60 146.66296),(61 147.57932),(62 146.52858),(63 146.73326),(64 147.37979),(65 148.06902),(66 148.95184),(67 148.83296),(68 151.07376),(69 151.81671),(70 150.79413),(71 149.41904),(72 150.4382),(73 150.58467),(74 148.67679),(75 147.41328),(76 147.53947),(77 148.58302),(78 147.32951),(79 147.9469),
(1 68.863655),(2 83.9989),(3 93.52326),(4 98.66282),(5 104.61527),(6 109.59728),(7 113.26824),(8 118.52201),(9 120.910385),(10 121.566376),(11 122.466675),(12 123.16804),(13 123.4856),(14 125.117485),(15 125.66642),(16 128.08478),(17 130.14713),(18 130.57442),(19 131.89166),(20 133.68076),(21 133.77928),(22 133.56522),(23 134.1823),(24 133.81479),(25 133.9597),(26 135.31717),(27 136.35829),(28 136.54524),(29 135.81639),(30 136.26018),(31 136.19757),(32 137.98895),(33 138.96034),(34 140.14627),(35 140.64487),(36 141.72229),(37 141.7063),(38 143.92706),(39 144.55608),(40 145.35558),(41 145.33028),(42 146.09941),(43 146.62619),(44 148.06589),(45 149.29373),(46 148.31364),(47 148.63672),(48 147.60095),(49 148.92656),(50 149.79265),(51 150.6411),(52 150.49275),(53 153.80147),(54 153.89651),(55 157.10786),(56 157.11746),(57 158.6263),(58 157.97346),(59 157.46243),(60 156.59773),(61 157.63184),(62 154.75583),(63 154.1718),(64 153.49883),(65 153.46095),(66 154.51868),(67 153.19322),(68 153.49783),(69 152.22888),(70 153.28175),(71 153.25293),(72 153.31038),(73 153.07272),(74 150.93579),(75 150.3917),(76 149.65254),(77 150.63318),(78 150.50568),(79 152.78772),
(1 68.24174),(2 82.70179),(3 91.16841),(4 98.62999),(5 102.64033),(6 106.356125),(7 109.71798),(8 114.21665),(9 116.401215),(10 117.671265),(11 117.94185),(12 118.83418),(13 120.41276),(14 121.63386),(15 122.65974),(16 123.849724),(17 124.58631),(18 127.53471),(19 127.921555),(20 128.89806),(21 128.59859),(22 127.16814),(23 128.15074),(24 128.84009),(25 128.40941),(26 128.0625),(27 129.5074),(28 130.72903),(29 129.25655),(30 130.89581),(31 132.25728),(32 132.07329),(33 133.32552),(34 133.43846),(35 133.41786),(36 134.12871),(37 134.14532),(38 134.30383),(39 133.92136),(40 134.4297),(41 135.03549),(42 137.0366),(43 138.40495),(44 139.91562),(45 139.37973),(46 139.32126),(47 140.14204),(48 139.5984),(49 139.76447),(50 140.8442),(51 141.56628),(52 140.5857),(53 141.30206),(54 143.3209),(55 144.62224),(56 146.00513),(57 147.6187),(58 147.94669),(59 146.70226),(60 147.15567),(61 147.90994),(62 149.08228),(63 148.59038),(64 148.74155),(65 146.47649),(66 147.67938),(67 148.20474),(68 148.50258),(69 149.41461),(70 149.70285),(71 149.99608),(72 150.24303),(73 149.5731),(74 149.329),(75 149.75319),(76 149.06784),(77 148.2236),(78 148.97174),(79 148.72751),
(1 66.55274),(2 81.95936),(3 91.380424),(4 98.263824),(5 103.483505),(6 107.04947),(7 111.01665),(8 116.30139),(9 118.84047),(10 120.84711),(11 121.029045),(12 121.83398),(13 122.91438),(14 124.16768),(15 124.81287),(16 125.76581),(17 127.69138),(18 130.12941),(19 130.10234),(20 131.614),(21 132.98071),(22 132.56541),(23 131.64838),(24 132.34406),(25 132.7203),(26 134.40218),(27 134.57089),(28 134.7828),(29 135.73352),(30 136.1372),(31 136.74356),(32 136.67592),(33 136.92447),(34 138.9595),(35 139.05066),(36 140.02861),(37 140.21811),(38 139.9173),(39 140.32384),(40 140.67569),(41 141.78886),(42 142.80771),(43 143.3136),(44 143.82999),(45 144.8663),(46 145.22505),(47 146.57785),(48 146.34052),(49 146.8055),(50 146.92638),(51 147.07285),(52 146.1557),(53 147.10397),(54 148.20439),(55 148.0801),(56 147.84273),(57 149.32753),(58 150.08922),(59 152.36388),(60 152.40532),(61 151.7654),(62 152.36581),(63 151.56534),(64 151.74553),(65 149.85341),(66 150.16496),(67 150.77994),(68 150.28334),(69 150.07674),(70 151.66562),(71 151.51933),(72 150.65276),(73 150.3069),(74 149.10251),(75 149.01953),(76 148.34837),(77 148.66006),(78 149.85606),(79 150.1186),
(1 66.34774),(2 80.49618),(3 89.82247),(4 97.64155),(5 103.054344),(6 106.84849),(7 109.32812),(8 114.08751),(9 115.71577),(10 116.42762),(11 117.64895),(12 118.35336),(13 118.811554),(14 119.144745),(15 119.59373),(16 120.17193),(17 121.50024),(18 123.08617),(19 123.13019),(20 123.16757),(21 123.33591),(22 123.10543),(23 122.896835),(24 124.04042),(25 124.61205),(26 125.01026),(27 124.45879),(28 125.77427),(29 125.16327),(30 125.03896),(31 125.54524),(32 124.923805),(33 125.79095),(34 126.62675),(35 129.3611),(36 129.1708),(37 129.47876),(38 131.30797),(39 131.52347),(40 133.0589),(41 134.92055),(42 135.96518),(43 138.30203),(44 138.64558),(45 138.70528),(46 138.99916),(47 139.72975),(48 140.9128),(49 140.77219),(50 141.6714),(51 140.17455),(52 140.03316),(53 140.77742),(54 141.832),(55 140.07593),(56 142.72052),(57 141.98183),(58 143.41277),(59 143.14293),(60 144.35701),(61 145.0575),(62 145.28505),(63 144.87782),(64 145.44038),(65 144.87758),(66 144.966),(67 144.56331),(68 144.9363),(69 145.02875),(70 145.32254),(71 144.67007),(72 144.5435),(73 143.7669),(74 144.43813),(75 144.00958),(76 144.10526),(77 144.08234),(78 145.21617),(79 145.17308),
(1 66.65703),(2 80.66459),(3 88.95785),(4 96.42875),(5 101.16931),(6 105.77616),(7 110.06513),(8 115.125305),(9 118.68787),(10 120.319145),(11 120.277954),(12 121.25287),(13 122.28862),(14 123.31845),(15 124.55288),(16 124.345345),(17 127.75065),(18 130.05595),(19 129.81804),(20 130.62679),(21 130.12518),(22 131.63411),(23 131.87172),(24 132.22794),(25 131.85704),(26 132.08841),(27 134.03815),(28 133.21275),(29 133.03427),(30 132.19801),(31 131.18446),(32 130.25142),(33 129.2776),(34 129.96323),(35 130.64404),(36 131.48637),(37 131.97746),(38 133.74675),(39 134.483),(40 135.63779),(41 134.96785),(42 136.7188),(43 137.48146),(44 137.57872),(45 138.56236),(46 138.00914),(47 138.5732),(48 138.10489),(49 138.81915),(50 137.97365),(51 138.4319),(52 138.82735),(53 140.06128),(54 142.9741),(55 142.66249),(56 144.30067),(57 145.72318),(58 146.85715),(59 148.22023),(60 148.92146),(61 150.08496),(62 151.18558),(63 151.44464),(64 149.54642),(65 147.79576),(66 147.97878),(67 149.11896),(68 150.25731),(69 150.05046),(70 148.3677),(71 147.96114),(72 149.12076),(73 149.14659),(74 149.2637),(75 150.60718),(76 150.69095),(77 150.381),(78 150.72394),(79 151.77504),
(1 66.64249),(2 80.45623),(3 88.69413),(4 95.03423),(5 100.67233),(6 105.02053),(7 110.30755),(8 116.14579),(9 118.48698),(10 120.24612),(11 121.83751),(12 123.70953),(13 123.683235),(14 123.90129),(15 125.60354),(16 127.42343),(17 128.42537),(18 129.15828),(19 129.45499),(20 129.43756),(21 128.02663),(22 127.67868),(23 127.617195),(24 126.95734),(25 127.731415),(26 128.46472),(27 127.62164),(28 129.96886),(29 130.07983),(30 128.43013),(31 129.5839),(32 129.32333),(33 129.36136),(34 132.04816),(35 132.04132),(36 132.85426),(37 134.09999),(38 135.61967),(39 137.5551),(40 137.83487),(41 138.15927),(42 139.14381),(43 139.23749),(44 140.92963),(45 141.79318),(46 142.20406),(47 142.35268),(48 143.66505),(49 143.87135),(50 144.39249),(51 144.38011),(52 144.41467),(53 144.55981),(54 145.0736),(55 147.67725),(56 147.24168),(57 147.13165),(58 148.90448),(59 150.6907),(60 150.90402),(61 150.47023),(62 149.57469),(63 150.05914),(64 148.35779),(65 148.58917),(66 149.50114),(67 149.49663),(68 150.008),(69 150.58101),(70 149.39595),(71 149.5227),(72 149.57191),(73 150.92854),(74 149.70654),(75 149.23761),(76 150.34525),(77 149.57738),(78 150.84622),(79 151.50314),
(1 63.96518),(2 77.172195),(3 85.89132),(4 93.03893),(5 97.06388),(6 99.86968),(7 103.99348),(8 108.36467),(9 109.802666),(10 112.0217),(11 114.99121),(12 115.33085),(13 117.07834),(14 120.09972),(15 119.2797),(16 122.29258),(17 122.80572),(18 122.73915),(19 125.47875),(20 127.39233),(21 125.70696),(22 124.88179),(23 127.58231),(24 127.14715),(25 125.989586),(26 126.72601),(27 125.827126),(28 125.983475),(29 127.17126),(30 127.03108),(31 127.51144),(32 127.52366),(33 127.72967),(34 129.3541),(35 129.76825),(36 129.02753),(37 129.61931),(38 131.98512),(39 131.88994),(40 131.78937),(41 131.37416),(42 133.1344),(43 132.56049),(44 133.79846),(45 133.91829),(46 132.47594),(47 132.98335),(48 134.2325),(49 135.40004),(50 133.80989),(51 134.31932),(52 134.49898),(53 136.3495),(54 137.09967),(55 136.61754),(56 136.3825),(57 136.39435),(58 137.19844),(59 138.67964),(60 137.89635),(61 138.63095),(62 139.30125),(63 139.0241),(64 139.87251),(65 139.96953),(66 138.85385),(67 139.12137),(68 138.27826),(69 139.36853),(70 138.8683),(71 139.60117),(72 140.54294),(73 139.7043),(74 138.06613),(75 137.30415),(76 138.05667),(77 137.78926),(78 138.92134),(79 138.73863),
(1 65.81162),(2 79.78857),(3 88.216255),(4 95.23479),(5 99.73794),(6 102.09158),(7 105.96398),(8 109.927826),(9 111.459366),(10 112.916016),(11 114.09927),(12 114.83754),(13 116.14931),(14 117.529755),(15 118.587326),(16 118.52455),(17 119.475174),(18 121.335464),(19 121.90762),(20 122.14665),(21 123.444695),(22 124.11858),(23 125.20683),(24 123.90888),(25 126.25024),(26 125.588234),(27 124.54862),(28 125.487495),(29 125.07117),(30 125.06941),(31 125.84388),(32 125.98093),(33 126.46136),(34 127.22648),(35 128.4447),(36 129.59155),(37 129.4533),(38 132.28497),(39 132.96324),(40 134.15356),(41 134.4123),(42 134.94952),(43 133.77014),(44 133.78348),(45 133.6501),(46 134.11298),(47 133.135),(48 132.8602),(49 133.6249),(50 134.79588),(51 136.96768),(52 136.77492),(53 137.24838),(54 138.17287),(55 139.32433),(56 141.17845),(57 140.72061),(58 140.95705),(59 141.29503),(60 140.11119),(61 140.43977),(62 139.99055),(63 141.86884),(64 141.52396),(65 142.17897),(66 142.06921),(67 141.13591),(68 142.01529),(69 142.9765),(70 141.50865),(71 140.489),(72 141.00934),(73 141.71304),(74 142.1977),(75 142.43661),(76 143.16193),(77 145.31207),(78 143.88628),(79 144.28009),
(1 64.37953),(2 78.082466),(3 87.73782),(4 94.18443),(5 99.85235),(6 102.86963),(7 106.19839),(8 110.74567),(9 112.499214),(10 115.963806),(11 116.32772),(12 117.72638),(13 118.671005),(14 119.511215),(15 120.754944),(16 120.934074),(17 122.96984),(18 124.792946),(19 124.17895),(20 124.0309),(21 125.73057),(22 124.49669),(23 125.67617),(24 124.38793),(25 125.23059),(26 126.29346),(27 125.218445),(28 124.436905),(29 124.72135),(30 124.90033),(31 125.09545),(32 126.50416),(33 127.051674),(34 127.88237),(35 128.02847),(36 128.14992),(37 129.01913),(38 131.85835),(39 133.20862),(40 134.23921),(41 134.23112),(42 135.0743),(43 135.90086),(44 136.55858),(45 137.43883),(46 137.146),(47 136.71465),(48 136.42142),(49 136.62428),(50 136.25035),(51 137.22559),(52 138.11395),(53 138.60777),(54 138.33864),(55 139.3936),(56 139.37694),(57 139.38844),(58 139.30772),(59 139.89857),(60 140.2621),(61 139.71284),(62 139.265),(63 139.69777),(64 140.0866),(65 140.60017),(66 139.95876),(67 140.81975),(68 142.04689),(69 142.68402),(70 142.364),(71 142.99887),(72 142.67545),(73 142.96361),(74 142.90413),(75 142.71463),(76 143.70686),(77 142.47304),(78 141.47385),(79 141.51007),
(1 64.26773),(2 78.79286),(3 86.838745),(4 93.07142),(5 98.271774),(6 101.79524),(7 105.97343),(8 109.49035),(9 111.092285),(10 114.61727),(11 116.984985),(12 116.84412),(13 117.84518),(14 119.16484),(15 121.06012),(16 121.9104),(17 122.21881),(18 123.50443),(19 124.820145),(20 124.83003),(21 125.19331),(22 124.52303),(23 124.923),(24 125.0167),(25 126.35644),(26 126.004524),(27 125.520706),(28 123.32615),(29 124.10585),(30 124.46274),(31 124.64563),(32 124.761925),(33 126.38024),(34 127.13437),(35 128.28842),(36 129.0577),(37 128.2119),(38 131.1442),(39 130.61852),(40 132.49783),(41 132.85095),(42 135.57903),(43 136.19424),(44 135.60222),(45 136.23547),(46 136.04805),(47 136.68446),(48 136.1701),(49 136.9717),(50 136.71461),(51 136.22412),(52 135.371),(53 137.54253),(54 137.5608),(55 138.45598),(56 140.0622),(57 141.09094),(58 140.11818),(59 142.00885),(60 140.5921),(61 142.3135),(62 141.624),(63 142.85301),(64 143.589),(65 143.06125),(66 143.13727),(67 141.59583),(68 141.89352),(69 141.18307),(70 141.55125),(71 141.08752),(72 142.03503),(73 141.80347),(74 141.57191),(75 142.06792),(76 141.05896),(77 141.7675),(78 141.81755),(79 143.17038),
(1 64.74116),(2 78.63273),(3 85.22675),(4 92.02177),(5 96.54792),(6 99.9425),(7 103.0047),(8 107.11694),(9 109.91148),(10 111.54486),(11 111.87299),(12 112.68127),(13 114.77891),(14 116.45159),(15 117.543686),(16 118.61686),(17 120.15055),(18 120.62094),(19 120.73107),(20 121.740685),(21 121.71572),(22 121.6018),(23 123.666374),(24 123.90665),(25 124.48053),(26 123.39199),(27 123.661934),(28 124.604355),(29 124.1493),(30 125.02977),(31 125.16094),(32 125.811615),(33 126.02392),(34 126.502205),(35 126.64349),(36 126.47844),(37 127.39569),(38 128.09741),(39 128.66663),(40 128.68706),(41 129.28088),(42 129.89827),(43 132.21841),(44 131.2515),(45 131.26189),(46 131.30853),(47 131.63976),(48 134.03265),(49 133.12944),(50 133.28796),(51 134.7244),(52 134.7152),(53 134.24257),(54 135.69174),(55 136.04109),(56 138.34496),(57 139.28322),(58 140.9874),(59 141.40811),(60 142.71965),(61 143.67883),(62 143.86111),(63 144.07513),(64 144.79335),(65 144.11887),(66 146.0657),(67 145.6695),(68 146.09682),(69 146.28584),(70 144.38748),(71 144.05876),(72 143.87544),(73 143.24507),(74 143.64952),(75 144.04678),(76 143.1621),(77 143.99971),(78 145.7171),(79 145.41432),
(1 63.666317),(2 76.792595),(3 84.865005),(4 91.1282),(5 95.77268),(6 98.50544),(7 102.14412),(8 106.37163),(9 108.14588),(10 109.99823),(11 112.05211),(12 110.88715),(13 112.263504),(14 113.12271),(15 113.47614),(16 113.92341),(17 115.57748),(18 116.3413),(19 116.891205),(20 117.31077),(21 118.35877),(22 118.21386),(23 120.95383),(24 121.765045),(25 121.33961),(26 120.44118),(27 120.88193),(28 120.806015),(29 121.110214),(30 121.44581),(31 122.75133),(32 123.05747),(33 124.29735),(34 125.55105),(35 126.95053),(36 127.152695),(37 128.52464),(38 130.59337),(39 129.88326),(40 129.75229),(41 131.34474),(42 133.21559),(43 133.155),(44 133.3458),(45 132.80637),(46 135.41464),(47 135.01036),(48 135.22015),(49 135.64229),(50 137.06772),(51 137.57164),(52 136.5291),(53 136.79782),(54 137.71056),(55 137.61333),(56 138.7045),(57 141.03574),(58 141.67966),(59 141.89664),(60 142.3023),(61 143.72202),(62 143.7512),(63 144.26645),(64 144.21033),(65 144.53743),(66 143.86478),(67 143.40349),(68 143.35168),(69 143.36583),(70 142.34177),(71 141.69682),(72 141.37253),(73 141.4601),(74 141.56009),(75 141.92398),(76 140.62175),(77 141.44641),(78 141.10336),(79 141.72919),
(1 63.58379),(2 77.131035),(3 86.16863),(4 92.649796),(5 98.275826),(6 103.33291),(7 106.49099),(8 111.16907),(9 113.802864),(10 116.28357),(11 118.61623),(12 119.04342),(13 120.84099),(14 122.03698),(15 121.77201),(16 123.309044),(17 124.052605),(18 124.890755),(19 124.64441),(20 126.03427),(21 125.31417),(22 124.96408),(23 128.12793),(24 127.45973),(25 125.92006),(26 126.24074),(27 125.929276),(28 126.90449),(29 127.38546),(30 127.21758),(31 126.33836),(32 126.01838),(33 127.052635),(34 127.76281),(35 129.37149),(36 129.44072),(37 129.39342),(38 132.04416),(39 132.13437),(40 131.68259),(41 132.35318),(42 133.53082),(43 134.67027),(44 135.16539),(45 135.3628),(46 135.38847),(47 135.6465),(48 135.87718),(49 136.39749),(50 137.59819),(51 138.62817),(52 138.33264),(53 139.74379),(54 140.05754),(55 139.61757),(56 138.914),(57 139.74693),(58 141.35478),(59 141.75754),(60 141.39923),(61 141.93965),(62 141.48509),(63 142.00218),(64 141.34329),(65 139.74397),(66 140.41061),(67 140.5075),(68 140.78658),(69 139.90678),(70 139.61975),(71 138.6712),(72 138.68233),(73 139.95787),(74 139.53139),(75 139.9689),(76 138.83023),(77 138.95561),(78 140.22887),(79 140.80692),
(1 62.555965),(2 75.95247),(3 85.265144),(4 91.31426),(5 95.55436),(6 99.0168),(7 101.49055),(8 106.62331),(9 108.33736),(10 109.605095),(11 109.56415),(12 110.56549),(13 113.3333),(14 114.18281),(15 115.78899),(16 116.98895),(17 117.95077),(18 118.17642),(19 118.86379),(20 120.770996),(21 120.50515),(22 120.57804),(23 122.73209),(24 122.431175),(25 123.70599),(26 123.12799),(27 123.092735),(28 123.25268),(29 123.009315),(30 122.28851),(31 123.421074),(32 122.32566),(33 121.84515),(34 122.40035),(35 122.95546),(36 123.460144),(37 123.44078),(38 125.13155),(39 126.081696),(40 126.63249),(41 126.76206),(42 126.15518),(43 127.2315),(44 126.384026),(45 126.16752),(46 127.0394),(47 127.19892),(48 127.99901),(49 128.80591),(50 128.98326),(51 130.16628),(52 131.20071),(53 132.28543),(54 133.20152),(55 134.46669),(56 134.13179),(57 134.52052),(58 134.88905),(59 136.63376),(60 137.18475),(61 137.6667),(62 138.72145),(63 140.0638),(64 139.64534),(65 140.6365),(66 140.59753),(67 140.70789),(68 140.93394),(69 140.60051),(70 142.75441),(71 141.69496),(72 143.0408),(73 143.3851),(74 143.12444),(75 143.0086),(76 141.38081),(77 141.40045),(78 142.98239),(79 143.3082),
