1.5,2.5,3.5,4.5,5.5,6.5,7.5,8.5,9.5,10.5,11.5,12.5,13.5,14.5,15.5,16.5,17.5,18.5,19.5,20.5,21.5,22.5,23.5,24.5,25.5,26.5,27.5,28.5,29.5,30.5,31.5,32.5,33.5,34.5,35.5,36.5,37.5,38.5,39.5,40.5,41.5,42.5,43.5,44.5,45.5,46.5,47.5,48.5,49.5,50.5,51.5,52.5,53.5,54.5,55.5,56.5,57.5,58.5,59.5,60.5,61.5,62.5,63.5,64.5,65.5,66.5,67.5,68.5,69.5,70.5,71.5,72.5,73.5,74.5,75.5,76.5,77.5,78.5,79.5,80.5,81.5,82.5,83.5,84.5,85.5,86.5,87.5,88.5,89.5,90.5,91.5,92.5,93.5,94.5,95.5,96.5,97.5,98.5,99.5,100.5,101.5,102.5,103.5,104.5,105.5,106.5,107.5,108.5,109.5,110.5,111.5,112.5,113.5,114.5,115.5,116.5,117.5,118.5,119.5,120.5,121.5,122.5,123.5,124.5,125.5,126.5,127.5,128.5,129.5,130.5,131.5,132.5,133.5,134.5,135.5,136.5,137.5,138.5,139.5,140.5,141.5,142.5,143.5,144.5,145.5,146.5,147.5,148.5,149.5,150.5,151.5,152.5,153.5,154.5,155.5,156.5,157.5,158.5,159.5,160.5,161.5,162.5,163.5,164.5,165.5,166.5,167.5,168.5,169.5,170.5,171.5,172.5,173.5,174.5,175.5,176.5,177.5,178.5,179.5,180.5,181.5,182.5,183.5,184.5,185.5,186.5,187.5,188.5,189.5,190.5,191.5,192.5,193.5,194.5,195.5,196.5,197.5,198.5,199.5,200.5,201.5,202.5,203.5,204.5,205.5,206.5,207.5,208.5,209.5,210.5,211.5,212.5,213.5,214.5,215.5,216.5,217.5,218.5,219.5,220.5,221.5,222.5,223.5,224.5,225.5,226.5,227.5,228.5,229.5,230.5,231.5,232.5,233.5,234.5,235.5,236.5,237.5,238.5,239.5,240.5,241.5,242.5,243.5,244.5,245.5,246.5,247.5,248.5,249.5,250.5,251.5,252.5,253.5,254.5,255.5,256.5,257.5,258.5,259.5,260.5,261.5,262.5,263.5,264.5,265.5,266.5,267.5,268.5,269.5,270.5,271.5,272.5,273.5,274.5,275.5,276.5,277.5,278.5,279.5,280.5,281.5,282.5,283.5,284.5,285.5,286.5,287.5,288.5,289.5,290.5,291.5,292.5,293.5,294.5,295.5,296.5,297.5,298.5,299.5,300.5,301.5,302.5,303.5,304.5,305.5,306.5,307.5,308.5,309.5,310.5,311.5,312.5,313.5,314.5,315.5,316.5,317.5,318.5,319.5,320.5,321.5,322.5,323.5,324.5,325.5,326.5,327.5,328.5,329.5,330.5,331.5,332.5,333.5,334.5,335.5,336.5,337.5,338.5,339.5,340.5,341.5,342.5,343.5,344.5,345.5,346.5,347.5,348.5,349.5,350.5,351.5,352.5,353.5,354.5,355.5,356.5,357.5,358.5,359.5,360.5,361.5,362.5,363.5,364.5,365.5,366.5,367.5,368.5,369.5,370.5,371.5,372.5,373.5,374.5,375.5,376.5,377.5,378.5,379.5,380.5,381.5,382.5,383.5,384.5,385.5,386.5,387.5,388.5,389.5,390.5,391.5,392.5,393.5,394.5,395.5,396.5,397.5,398.5,399.5,400.5,401.5,402.5,403.5,404.5,405.5,406.5,407.5,408.5,409.5,410.5,411.5,412.5,413.5,414.5,415.5,416.5,417.5,418.5,419.5,420.5,421.5,422.5,423.5,424.5,425.5,426.5,427.5,428.5,429.5,430.5,431.5,432.5,433.5,434.5,435.5,436.5,437.5,438.5,439.5,440.5,441.5,442.5,443.5,444.5,445.5,446.5,447.5,448.5,449.5,450.5,451.5,452.5,453.5,454.5,455.5,456.5,457.5,458.5,459.5,460.5,461.5,462.5,463.5,464.5,465.5,466.5,467.5,468.5,469.5,470.5,471.5,472.5,473.5,474.5,475.5,476.5,477.5,478.5,479.5,480.5,481.5,482.5,483.5,484.5,485.5,486.5,487.5,488.5,489.5,490.5,491.5,492.5,493.5,494.5,495.5,496.5,497.5,498.5,499.5,
(1 42341.215),(2 106031.77),(3 187498.2),(4 334413.94),(5 457536),(6 561103.1),(7 713420.8),(8 842559.7),(9 950493.3),(10 1118661),(11 1261395.5),(12 1364443.3),(13 1545466.6),(14 1663956.9),(15 1747325),(16 1891197),(17 2008959.9),(18 2084653.4),(19 2213228),(20 2299776.3),(21 2344918),(22 2431261.3),(23 2500110.5),(24 2567575),(25 2704037.5),(26 2781727.3),(27 2810967),(28 2885865.3),(29 2856628.3),(30 2842329.3),(31 2891229),(32 2926582),(33 2945759.3),(34 3024022.3),(35 3100941.3),(36 3157066.8),(37 3291659),(38 3426352.3),(39 3548850),(40 3728788.3),(41 3888046),(42 4045450),(43 4263612.5),(44 4477150.5),(45 4694108.5),(46 4993481),(47 5297154),(48 5588166),(49 5897877.5),(50 6115136),(51 6291810.5),(52 6515204.5),(53 6744616),(54 6957790.5),(55 7210856),(56 7414677.5),(57 7571718.5),(58 7757826.5),(59 7901765.5),(60 8032308.5),(61 8234576),(62 8426380),(63 8574485),(64 8757423),(65 8913925),(66 9027705),(67 9199450),(68 9372607),(69 9490606),(70 9630286),(71 9746984),(72 9794416),(73 9923972),(74 10052617),(75 10154375),(76 10330055),(77 10497743),(78 10651109),(79 10857039),
(1 67.214806),(2 80.69986),(3 86.557236),(4 89.89933),(5 91.91196),(6 94.694374),(7 97.162964),(8 99.849785),(9 99.90612),(10 101.03465),(11 101.66934),(12 102.42662),(13 103.4054),(14 103.71204),(15 104.445755),(16 105.87843),(17 106.51976),(18 108.34359),(19 107.85681),(20 107.7697),(21 107.86556),(22 108.321396),(23 108.820206),(24 109.84998),(25 109.8501),(26 110.31208),(27 111.38373),(28 111.54699),(29 112.01994),(30 113.58098),(31 114.708496),(32 113.28592),(33 113.11209),(34 115.27801),(35 115.722244),(36 115.5524),(37 116.14096),(38 118.44566),(39 118.09217),(40 118.61864),(41 119.17589),(42 119.800385),(43 118.35131),(44 118.13722),(45 117.88373),(46 118.353096),(47 117.536476),(48 119.06346),(49 118.433334),(50 120.06911),(51 120.35877),(52 119.57282),(53 121.169495),(54 121.31403),(55 121.76538),(56 121.95549),(57 121.66059),(58 121.76582),(59 122.550476),(60 122.4469),(61 122.52649),(62 122.13501),(63 120.911476),(64 120.76411),(65 121.26885),(66 121.23315),(67 120.09123),(68 122.66584),(69 121.858),(70 122.34952),(71 122.84856),(72 122.2518),(73 122.35194),(74 122.49909),(75 122.41747),(76 122.34702),(77 123.25236),(78 124.20873),(79 123.65631),
(1 65.75814),(2 78.57148),(3 84.252884),(4 87.62064),(5 92.0503),(6 93.67121),(7 96.64409),(8 99.27322),(9 99.81204),(10 101.383865),(11 102.99201),(12 103.292274),(13 104.01167),(14 104.25399),(15 105.456726),(16 106.2395),(17 106.905045),(18 108.79678),(19 108.26338),(20 107.20771),(21 107.63787),(22 108.03756),(23 109.42829),(24 109.15446),(25 109.72388),(26 109.80611),(27 110.56191),(28 111.05973),(29 111.92113),(30 113.08982),(31 113.41998),(32 112.96449),(33 112.28551),(34 113.8672),(35 114.93139),(36 114.53202),(37 116.039696),(38 115.14215),(39 115.44152),(40 116.82223),(41 116.53395),(42 117.489136),(43 117.62146),(44 116.95177),(45 117.65228),(46 117.49035),(47 116.53823),(48 116.34525),(49 116.87007),(50 117.16836),(51 117.39586),(52 117.56913),(53 118.16933),(54 118.41941),(55 119.37344),(56 119.581314),(57 120.3638),(58 120.79186),(59 120.26781),(60 121.586205),(61 123.073975),(62 122.4255),(63 122.59366),(64 122.607025),(65 122.08121),(66 121.89744),(67 119.91275),(68 120.26721),(69 120.50884),(70 120.54182),(71 119.971085),(72 120.12764),(73 120.75596),(74 121.232666),(75 121.5842),(76 121.402916),(77 123.151886),(78 122.93564),(79 123.48075),
(1 64.36446),(2 77.63981),(3 83.89969),(4 86.09659),(5 89.15708),(6 90.9147),(7 93.92025),(8 96.15371),(9 97.255936),(10 98.65516),(11 99.43795),(12 99.81904),(13 100.37758),(14 100.351585),(15 102.713615),(16 102.97303),(17 103.53555),(18 106.00645),(19 105.42029),(20 105.34294),(21 106.149734),(22 107.793594),(23 108.148285),(24 109.04677),(25 109.318405),(26 110.57099),(27 110.733536),(28 110.81259),(29 109.56943),(30 110.34443),(31 110.26887),(32 111.04658),(33 110.97998),(34 113.31827),(35 114.24925),(36 114.326836),(37 114.37113),(38 116.375435),(39 116.77604),(40 116.08274),(41 115.51076),(42 116.0402),(43 116.700165),(44 116.57081),(45 116.31857),(46 116.24128),(47 116.756905),(48 115.76039),(49 116.09393),(50 116.145874),(51 115.45594),(52 116.787),(53 114.953354),(54 116.04141),(55 116.649254),(56 116.2572),(57 115.48841),(58 115.43331),(59 116.20629),(60 117.10835),(61 117.888855),(62 117.79319),(63 118.22022),(64 117.849205),(65 116.1967),(66 116.20897),(67 117.25276),(68 119.42756),(69 119.86053),(70 119.71109),(71 119.15877),(72 119.19689),(73 119.34911),(74 119.76795),(75 118.520515),(76 116.859215),(77 118.3692),(78 118.534645),(79 117.658646),
(1 64.47797),(2 77.14341),(3 83.03334),(4 85.50318),(5 88.903656),(6 90.218994),(7 92.94782),(8 95.51072),(9 96.664894),(10 98.57664),(11 99.52654),(12 99.82501),(13 101.11826),(14 102.577805),(15 104.03576),(16 104.73629),(17 106.11088),(18 107.23253),(19 107.176956),(20 106.53593),(21 107.446594),(22 108.542534),(23 110.37853),(24 109.15537),(25 108.605316),(26 109.56845),(27 109.95886),(28 111.48041),(29 112.212555),(30 113.40044),(31 113.54901),(32 113.95848),(33 114.18282),(34 114.41625),(35 116.099106),(36 115.42229),(37 114.88545),(38 116.781),(39 117.119415),(40 116.64646),(41 116.67326),(42 116.978584),(43 117.00214),(44 118.136635),(45 117.595535),(46 116.90228),(47 117.95387),(48 118.647385),(49 118.39031),(50 118.46235),(51 119.25878),(52 118.28846),(53 118.86888),(54 118.75723),(55 120.12681),(56 120.52225),(57 120.0721),(58 121.281715),(59 121.32302),(60 121.647224),(61 121.84862),(62 121.57855),(63 121.93113),(64 121.42919),(65 120.26904),(66 119.34321),(67 118.89161),(68 120.798546),(69 120.78365),(70 120.191505),(71 120.20047),(72 120.54177),(73 121.44334),(74 121.87957),(75 122.6753),(76 122.86838),(77 121.98778),(78 122.97188),(79 121.4735),
(1 63.30059),(2 75.92568),(3 82.25468),(4 85.16295),(5 87.51004),(6 90.369675),(7 92.635376),(8 96.35196),(9 96.85315),(10 98.11984),(11 99.87232),(12 100.11834),(13 101.01887),(14 101.00752),(15 102.078964),(16 103.883255),(17 105.39397),(18 107.40578),(19 106.443665),(20 106.27123),(21 106.82673),(22 107.45524),(23 108.239876),(24 107.605995),(25 107.61607),(26 107.33336),(27 108.170784),(28 108.42473),(29 108.48484),(30 108.61852),(31 108.561806),(32 109.5552),(33 108.58204),(34 109.20886),(35 110.35377),(36 110.841835),(37 110.85768),(38 112.99657),(39 111.94974),(40 111.649216),(41 111.759476),(42 111.51175),(43 111.33487),(44 112.737114),(45 112.612),(46 113.057625),(47 113.1301),(48 113.56911),(49 112.9667),(50 114.25145),(51 113.9984),(52 113.67422),(53 115.57534),(54 115.17139),(55 115.55701),(56 116.05738),(57 116.699455),(58 117.19393),(59 117.842285),(60 118.688484),(61 119.12751),(62 119.64523),(63 119.848404),(64 120.923386),(65 120.32298),(66 120.42833),(67 119.74503),(68 121.90004),(69 121.75601),(70 121.28466),(71 121.545715),(72 121.52203),(73 121.06707),(74 121.19753),(75 122.17608),(76 121.72605),(77 121.95411),(78 121.780266),(79 121.98368),
(1 63.87427),(2 76.77968),(3 82.71435),(4 85.88065),(5 88.76838),(6 91.646675),(7 93.83642),(8 96.96632),(9 97.42561),(10 97.89715),(11 97.85075),(12 98.495575),(13 99.41376),(14 99.43931),(15 100.52451),(16 101.36849),(17 102.95432),(18 103.822716),(19 103.58186),(20 103.703125),(21 103.393875),(22 104.66341),(23 105.33074),(24 105.21762),(25 105.91181),(26 106.83329),(27 107.47351),(28 107.27485),(29 107.309944),(30 107.27355),(31 107.950966),(32 109.33974),(33 110.030205),(34 109.56817),(35 110.50052),(36 110.80309),(37 111.70841),(38 112.81536),(39 113.56664),(40 113.425125),(41 114.50159),(42 114.76342),(43 115.26032),(44 115.731514),(45 115.13849),(46 115.59077),(47 115.08556),(48 115.51774),(49 115.33446),(50 116.747536),(51 115.825264),(52 115.73627),(53 117.055534),(54 116.624435),(55 115.83037),(56 117.17999),(57 117.30464),(58 116.84015),(59 116.394966),(60 117.05746),(61 117.66116),(62 116.852486),(63 115.68864),(64 116.1715),(65 116.016975),(66 116.6466),(67 115.80186),(68 118.67432),(69 118.97452),(70 119.43602),(71 120.0745),(72 119.943436),(73 119.848724),(74 119.079285),(75 119.83544),(76 119.54605),(77 118.97168),(78 118.01916),(79 118.1243),
(1 63.98078),(2 76.16501),(3 81.57364),(4 84.026024),(5 86.36325),(6 88.58574),(7 90.769),(8 95.125946),(9 95.779915),(10 98.30308),(11 98.90933),(12 98.47598),(13 98.918274),(14 100.60375),(15 101.8485),(16 101.66368),(17 104.14486),(18 105.58118),(19 107.02404),(20 105.10258),(21 105.52333),(22 106.45233),(23 107.27018),(24 106.32412),(25 106.87515),(26 107.57817),(27 108.25531),(28 108.831924),(29 109.54736),(30 109.4469),(31 109.948715),(32 110.43693),(33 110.96873),(34 111.03245),(35 112.80527),(36 111.94567),(37 111.90647),(38 113.20667),(39 112.81963),(40 113.47293),(41 112.89113),(42 111.928535),(43 113.21401),(44 113.80641),(45 112.92402),(46 113.374756),(47 113.489914),(48 113.8694),(49 113.11898),(50 113.30564),(51 114.04807),(52 114.2232),(53 116.62025),(54 115.89584),(55 116.10428),(56 116.994026),(57 117.35283),(58 117.3482),(59 116.15901),(60 118.90045),(61 118.73221),(62 118.73794),(63 119.41466),(64 118.5008),(65 117.65364),(66 119.23723),(67 118.73488),(68 119.97902),(69 119.431526),(70 119.89917),(71 121.51581),(72 121.89846),(73 122.04975),(74 122.082436),(75 122.42001),(76 122.28506),(77 122.5779),(78 122.4992),(79 121.232185),
(1 61.47768),(2 73.00607),(3 79.958534),(4 82.035675),(5 85.00964),(6 85.639885),(7 88.50167),(8 91.53561),(9 92.38144),(10 94.037964),(11 93.622444),(12 94.38012),(13 95.01598),(14 95.56281),(15 95.87846),(16 95.91049),(17 96.64307),(18 98.63413),(19 98.637405),(20 98.14618),(21 99.00664),(22 98.78225),(23 99.14691),(24 99.44412),(25 99.346794),(26 100.008644),(27 100.45264),(28 100.56318),(29 102.14663),(30 101.59416),(31 101.793686),(32 102.52944),(33 102.54048),(34 104.33526),(35 105.07623),(36 104.52586),(37 103.834656),(38 104.575325),(39 104.73753),(40 106.082924),(41 106.88068),(42 107.05688),(43 105.758865),(44 105.47214),(45 105.14698),(46 105.83708),(47 105.852844),(48 106.00518),(49 106.23715),(50 105.89479),(51 106.308266),(52 106.75652),(53 107.78533),(54 107.450806),(55 107.615974),(56 107.95015),(57 109.301735),(58 109.90034),(59 110.82988),(60 110.55535),(61 111.41579),(62 110.88418),(63 110.96271),(64 112.14658),(65 111.83664),(66 113.06418),(67 113.50501),(68 115.28615),(69 115.07428),(70 114.88378),(71 113.94303),(72 113.96344),(73 114.41843),(74 114.286674),(75 114.91824),(76 113.639626),(77 114.78442),(78 115.631516),(79 114.11924),
(1 62.393562),(2 73.15479),(3 79.08727),(4 82.44225),(5 85.10141),(6 87.18787),(7 89.632675),(8 91.281906),(9 93.36071),(10 94.98611),(11 95.69508),(12 95.584526),(13 96.47761),(14 97.21552),(15 97.69128),(16 98.807335),(17 100.12303),(18 100.8493),(19 101.59369),(20 101.13786),(21 102.06977),(22 101.91474),(23 103.8909),(24 104.057),(25 104.52301),(26 105.574615),(27 105.499084),(28 105.674484),(29 106.08338),(30 104.95393),(31 105.03581),(32 106.55298),(33 107.15207),(34 107.64347),(35 108.41655),(36 109.15356),(37 108.51023),(38 108.65374),(39 108.87704),(40 108.704765),(41 109.05383),(42 109.55902),(43 109.90295),(44 110.15535),(45 110.43433),(46 110.38503),(47 110.30738),(48 109.86663),(49 109.68047),(50 108.694756),(51 109.250565),(52 109.63364),(53 110.40901),(54 110.78929),(55 111.36162),(56 110.974434),(57 110.35574),(58 110.51286),(59 110.63036),(60 111.3715),(61 112.2218),(62 112.39023),(63 111.91738),(64 112.17615),(65 112.64622),(66 113.63517),(67 114.37313),(68 114.8105),(69 116.0504),(70 116.97604),(71 116.6369),(72 116.645065),(73 116.86984),(74 116.94344),(75 117.36575),(76 116.96121),(77 116.205826),(78 116.31458),(79 115.28522),
(1 60.58482),(2 71.682),(3 78.0801),(4 79.9875),(5 82.50577),(6 84.289536),(7 86.70604),(8 87.8661),(9 89.666565),(10 91.38795),(11 92.02431),(12 92.00847),(13 93.297485),(14 94.74507),(15 95.61375),(16 96.64513),(17 97.52024),(18 98.804695),(19 99.54668),(20 97.72037),(21 98.51596),(22 99.338875),(23 100.18269),(24 100.59911),(25 100.68797),(26 102.94473),(27 104.02098),(28 103.676544),(29 105.16834),(30 105.44662),(31 105.14231),(32 106.40824),(33 107.0706),(34 108.321396),(35 107.89076),(36 107.54323),(37 107.57721),(38 108.183846),(39 109.66348),(40 109.49615),(41 111.20439),(42 110.78269),(43 111.95612),(44 111.41488),(45 110.87776),(46 110.47243),(47 110.6743),(48 110.462524),(49 111.05574),(50 111.668045),(51 112.366135),(52 111.95598),(53 112.81657),(54 112.300964),(55 112.1725),(56 111.8339),(57 112.555145),(58 112.50303),(59 114.594086),(60 115.13245),(61 116.60933),(62 115.45187),(63 115.75176),(64 116.695984),(65 116.59007),(66 116.85418),(67 117.80681),(68 118.263054),(69 118.352066),(70 117.36939),(71 117.76579),(72 117.102425),(73 117.746925),(74 118.48582),(75 118.43536),(76 117.96264),(77 117.21204),(78 118.97865),(79 118.51724),
(1 60.30239),(2 71.9972),(3 78.37305),(4 81.45593),(5 83.86447),(6 86.2511),(7 88.972855),(8 91.51194),(9 92.796585),(10 93.59398),(11 94.105),(12 95.60339),(13 96.588776),(14 97.541466),(15 98.97212),(16 99.51722),(17 99.90339),(18 100.66492),(19 100.88322),(20 100.36723),(21 101.24208),(22 101.17093),(23 102.51265),(24 103.10113),(25 103.59251),(26 104.45729),(27 104.769585),(28 104.466),(29 105.33666),(30 105.406525),(31 105.712746),(32 104.81639),(33 105.76796),(34 104.97217),(35 104.99541),(36 105.39598),(37 105.143005),(38 104.40481),(39 105.22492),(40 104.73138),(41 105.28614),(42 105.945694),(43 106.102974),(44 106.14252),(45 104.63594),(46 104.6311),(47 105.00727),(48 104.08614),(49 103.89249),(50 103.931786),(51 105.29482),(52 105.08931),(53 106.86811),(54 106.398636),(55 106.78377),(56 107.91869),(57 107.30572),(58 107.659805),(59 108.59418),(60 108.48732),(61 109.80941),(62 109.07234),(63 110.579025),(64 110.74345),(65 110.236465),(66 110.38924),(67 110.946815),(68 112.4952),(69 111.40143),(70 111.262794),(71 112.99817),(72 112.36278),(73 111.97341),(74 111.9778),(75 112.30598),(76 112.385284),(77 111.29234),(78 112.00562),(79 111.9235),
(1 58.720062),(2 70.96219),(3 75.75662),(4 78.50017),(5 81.655685),(6 83.561386),(7 85.18069),(8 86.46591),(9 88.6613),(10 90.2674),(11 90.89283),(12 91.568886),(13 92.40361),(14 92.51978),(15 94.67434),(16 96.65583),(17 96.78618),(18 97.09719),(19 96.762955),(20 96.17934),(21 97.747604),(22 97.91164),(23 98.91072),(24 98.07421),(25 98.5589),(26 100.52995),(27 101.44975),(28 101.74155),(29 101.681946),(30 102.7616),(31 102.84327),(32 102.43475),(33 103.47928),(34 103.88077),(35 103.263985),(36 103.873505),(37 103.47919),(38 103.51519),(39 103.86532),(40 105.05826),(41 106.84783),(42 105.53273),(43 105.34521),(44 105.13005),(45 105.14519),(46 106.599396),(47 105.49179),(48 104.9824),(49 106.401405),(50 105.281395),(51 105.682686),(52 104.93596),(53 105.23412),(54 104.74341),(55 105.4505),(56 106.920105),(57 106.626175),(58 107.22085),(59 107.91579),(60 107.654884),(61 108.41141),(62 108.660324),(63 109.132195),(64 109.440285),(65 109.87168),(66 110.44271),(67 110.45529),(68 111.14136),(69 110.83189),(70 111.257645),(71 113.22338),(72 113.329346),(73 112.745026),(74 112.75674),(75 113.69331),(76 112.8285),(77 112.23292),(78 112.98059),(79 112.71531),
(1 57.87704),(2 70.064674),(3 75.555115),(4 78.895874),(5 80.09231),(6 82.085976),(7 83.94127),(8 85.9853),(9 87.42615),(10 88.32068),(11 88.49856),(12 90.27559),(13 91.5287),(14 91.62585),(15 93.04373),(16 94.12617),(17 94.12021),(18 94.8941),(19 95.250305),(20 95.63959),(21 96.889305),(22 96.652275),(23 96.980354),(24 96.99869),(25 97.93371),(26 98.74348),(27 99.780716),(28 100.85254),(29 101.545654),(30 102.27064),(31 101.387146),(32 102.269745),(33 102.67976),(34 102.791595),(35 103.26349),(36 103.158745),(37 102.57064),(38 103.77682),(39 104.85793),(40 104.03427),(41 104.59458),(42 104.590225),(43 104.9604),(44 105.65163),(45 105.79671),(46 105.964195),(47 105.83206),(48 104.505325),(49 105.60248),(50 104.73847),(51 106.708824),(52 105.72776),(53 106.39891),(54 107.33718),(55 107.44164),(56 107.68407),(57 107.78332),(58 108.16099),(59 108.53249),(60 108.83773),(61 109.48071),(62 110.15546),(63 110.29438),(64 110.417244),(65 110.581),(66 110.65996),(67 110.46539),(68 110.44641),(69 110.473976),(70 110.383865),(71 110.845024),(72 111.379944),(73 112.00057),(74 111.374214),(75 111.772026),(76 112.48063),(77 111.16126),(78 110.871765),(79 111.12302),
(1 58.997498),(2 70.07488),(3 75.397865),(4 78.74176),(5 81.06201),(6 82.85468),(7 84.86074),(8 87.28522),(9 88.78134),(10 90.11003),(11 89.39296),(12 89.749626),(13 89.99281),(14 91.78844),(15 92.33996),(16 94.80849),(17 94.86307),(18 94.93626),(19 94.64113),(20 93.94731),(21 95.20718),(22 95.1115),(23 95.21514),(24 96.19307),(25 96.66061),(26 97.33434),(27 97.401596),(28 97.396866),(29 98.06113),(30 98.423775),(31 98.239655),(32 99.263306),(33 98.70537),(34 98.77246),(35 100.1024),(36 99.769966),(37 99.30408),(38 99.74792),(39 100.81811),(40 100.43166),(41 101.188354),(42 100.474915),(43 100.635574),(44 100.77573),(45 100.11357),(46 100.67083),(47 99.84249),(48 99.422966),(49 99.84867),(50 100.006584),(51 100.83698),(52 100.44903),(53 100.93284),(54 100.34746),(55 100.71943),(56 100.71038),(57 100.42565),(58 99.7813),(59 102.25577),(60 102.857285),(61 102.20864),(62 102.33561),(63 103.43293),(64 103.340904),(65 103.55545),(66 104.69592),(67 105.03164),(68 105.4583),(69 105.450714),(70 106.64695),(71 106.11564),(72 106.43933),(73 106.8243),(74 107.66711),(75 108.8543),(76 109.06537),(77 109.36876),(78 108.83819),(79 109.227844),
(1 57.903095),(2 69.2861),(3 74.218895),(4 77.10035),(5 79.42205),(6 81.14735),(7 82.81539),(8 84.698845),(9 87.32728),(10 89.59573),(11 90.422775),(12 90.49068),(13 90.945625),(14 91.97575),(15 93.32301),(16 93.90323),(17 94.68199),(18 94.860146),(19 96.151085),(20 95.45624),(21 96.336685),(22 95.40479),(23 96.35204),(24 97.03037),(25 96.58852),(26 98.00866),(27 97.54777),(28 97.98331),(29 98.005104),(30 98.51028),(31 98.38882),(32 98.86722),(33 100.05264),(34 101.51268),(35 102.00009),(36 101.53531),(37 101.51506),(38 101.953735),(39 102.26563),(40 102.94845),(41 104.31325),(42 105.80476),(43 106.31934),(44 107.558464),(45 106.244965),(46 106.0022),(47 106.57846),(48 105.91174),(49 107.1399),(50 106.80873),(51 107.359276),(52 107.504234),(53 108.21273),(54 107.97125),(55 107.641426),(56 108.277985),(57 106.995766),(58 106.999565),(59 107.98209),(60 109.02705),(61 109.30817),(62 108.67457),(63 109.13198),(64 109.63781),(65 109.91883),(66 108.94567),(67 108.74413),(68 109.492775),(69 110.02635),(70 109.976265),(71 110.53254),(72 110.61329),(73 109.96726),(74 110.062744),(75 110.75689),(76 111.26134),(77 111.54524),(78 111.36115),(79 111.889534),
(1 57.632824),(2 69.77904),(3 75.04272),(4 77.69551),(5 81.14336),(6 82.48023),(7 83.688805),(8 85.90636),(9 86.74367),(10 89.00266),(11 89.1051),(12 89.548874),(13 91.37319),(14 91.60001),(15 93.224686),(16 93.871254),(17 93.69539),(18 93.61864),(19 94.52905),(20 94.40419),(21 95.30681),(22 95.7413),(23 95.70956),(24 95.96243),(25 96.33239),(26 97.19906),(27 96.598755),(28 97.64013),(29 98.65658),(30 99.21124),(31 99.232895),(32 99.06734),(33 99.54597),(34 100.499245),(35 100.864586),(36 101.67695),(37 100.80983),(38 101.428955),(39 102.36551),(40 103.159836),(41 103.04853),(42 102.98431),(43 103.18863),(44 102.41726),(45 102.58733),(46 103.51789),(47 103.6574),(48 103.61852),(49 103.85912),(50 104.26918),(51 104.08096),(52 103.85335),(53 103.985825),(54 104.201515),(55 104.741554),(56 104.485306),(57 104.50014),(58 104.906815),(59 105.30897),(60 106.24626),(61 106.38166),(62 105.967155),(63 107.72759),(64 107.1326),(65 106.647224),(66 108.47415),(67 107.84407),(68 108.29381),(69 109.04367),(70 109.23827),(71 109.55387),(72 110.07047),(73 109.55557),(74 110.78185),(75 112.37177),(76 111.92579),(77 112.221794),(78 111.29374),(79 110.86562),
(1 56.609318),(2 68.28102),(3 72.85492),(4 76.00142),(5 78.5313),(6 80.00706),(7 80.85854),(8 82.47454),(9 84.24517),(10 85.16041),(11 85.84128),(12 85.56949),(13 85.49755),(14 86.33571),(15 87.49726),(16 89.18619),(17 89.758934),(18 89.8419),(19 90.66326),(20 90.851654),(21 91.3728),(22 91.320305),(23 92.45767),(24 92.801285),(25 93.2063),(26 93.55508),(27 93.18311),(28 94.48256),(29 95.14142),(30 95.838524),(31 94.95525),(32 95.657524),(33 96.074326),(34 96.75334),(35 96.94229),(36 97.016304),(37 97.476364),(38 97.161964),(39 98.79661),(40 98.04375),(41 97.35809),(42 98.432205),(43 97.38869),(44 96.85623),(45 96.38646),(46 96.69497),(47 97.01052),(48 97.29145),(49 97.53562),(50 97.41399),(51 97.47161),(52 98.05172),(53 98.28492),(54 99.47132),(55 99.86777),(56 99.85824),(57 100.39895),(58 100.33238),(59 100.39133),(60 99.63835),(61 100.99286),(62 101.58318),(63 102.09909),(64 102.74514),(65 102.80374),(66 103.79308),(67 103.232895),(68 103.20194),(69 103.380615),(70 103.54819),(71 103.99291),(72 103.55413),(73 104.222015),(74 105.25958),(75 105.71877),(76 104.140335),(77 103.8399),(78 103.3312),(79 103.76538),
