1.5,2.5,3.5,4.5,5.5,6.5,7.5,8.5,9.5,10.5,11.5,12.5,13.5,14.5,15.5,16.5,17.5,18.5,19.5,20.5,21.5,22.5,23.5,24.5,25.5,26.5,27.5,28.5,29.5,30.5,31.5,32.5,33.5,34.5,35.5,36.5,37.5,38.5,39.5,40.5,41.5,42.5,43.5,44.5,45.5,46.5,47.5,48.5,49.5,50.5,51.5,52.5,53.5,54.5,55.5,56.5,57.5,58.5,59.5,60.5,61.5,62.5,63.5,64.5,65.5,66.5,67.5,68.5,69.5,70.5,71.5,72.5,73.5,74.5,75.5,76.5,77.5,78.5,79.5,80.5,81.5,82.5,83.5,84.5,85.5,86.5,87.5,88.5,89.5,90.5,91.5,92.5,93.5,94.5,95.5,96.5,97.5,98.5,99.5,100.5,101.5,102.5,103.5,104.5,105.5,106.5,107.5,108.5,109.5,110.5,111.5,112.5,113.5,114.5,115.5,116.5,117.5,118.5,119.5,120.5,121.5,122.5,123.5,124.5,125.5,126.5,127.5,128.5,129.5,130.5,131.5,132.5,133.5,134.5,135.5,136.5,137.5,138.5,139.5,140.5,141.5,142.5,143.5,144.5,145.5,146.5,147.5,148.5,149.5,150.5,151.5,152.5,153.5,154.5,155.5,156.5,157.5,158.5,159.5,160.5,161.5,162.5,163.5,164.5,165.5,166.5,167.5,168.5,169.5,170.5,171.5,172.5,173.5,174.5,175.5,176.5,177.5,178.5,179.5,180.5,181.5,182.5,183.5,184.5,185.5,186.5,187.5,188.5,189.5,190.5,191.5,192.5,193.5,194.5,195.5,196.5,197.5,198.5,199.5,200.5,201.5,202.5,203.5,204.5,205.5,206.5,207.5,208.5,209.5,210.5,211.5,212.5,213.5,214.5,215.5,216.5,217.5,218.5,219.5,220.5,221.5,222.5,223.5,224.5,225.5,226.5,227.5,228.5,229.5,230.5,231.5,232.5,233.5,234.5,235.5,236.5,237.5,238.5,239.5,240.5,241.5,242.5,243.5,244.5,245.5,246.5,247.5,248.5,249.5,250.5,251.5,252.5,253.5,254.5,255.5,256.5,257.5,258.5,259.5,260.5,261.5,262.5,263.5,264.5,265.5,266.5,267.5,268.5,269.5,270.5,271.5,272.5,273.5,274.5,275.5,276.5,277.5,278.5,279.5,280.5,281.5,282.5,283.5,284.5,285.5,286.5,287.5,288.5,289.5,290.5,291.5,292.5,293.5,294.5,295.5,296.5,297.5,298.5,299.5,300.5,301.5,302.5,303.5,304.5,305.5,306.5,307.5,308.5,309.5,310.5,311.5,312.5,313.5,314.5,315.5,316.5,317.5,318.5,319.5,320.5,321.5,322.5,323.5,324.5,325.5,326.5,327.5,328.5,329.5,330.5,331.5,332.5,333.5,334.5,335.5,336.5,337.5,338.5,339.5,340.5,341.5,342.5,343.5,344.5,345.5,346.5,347.5,348.5,349.5,350.5,351.5,352.5,353.5,354.5,355.5,356.5,357.5,358.5,359.5,360.5,361.5,362.5,363.5,364.5,365.5,366.5,367.5,368.5,369.5,370.5,371.5,372.5,373.5,374.5,375.5,376.5,377.5,378.5,379.5,380.5,381.5,382.5,383.5,384.5,385.5,386.5,387.5,388.5,389.5,390.5,391.5,392.5,393.5,394.5,395.5,396.5,397.5,398.5,399.5,400.5,401.5,402.5,403.5,404.5,405.5,406.5,407.5,408.5,409.5,410.5,411.5,412.5,413.5,414.5,415.5,416.5,417.5,418.5,419.5,420.5,421.5,422.5,423.5,424.5,425.5,426.5,427.5,428.5,429.5,430.5,431.5,432.5,433.5,434.5,435.5,436.5,437.5,438.5,439.5,440.5,441.5,442.5,443.5,444.5,445.5,446.5,447.5,448.5,449.5,450.5,451.5,452.5,453.5,454.5,455.5,456.5,457.5,458.5,459.5,460.5,461.5,462.5,463.5,464.5,465.5,466.5,467.5,468.5,469.5,470.5,471.5,472.5,473.5,474.5,475.5,476.5,477.5,478.5,479.5,480.5,481.5,482.5,483.5,484.5,485.5,486.5,487.5,488.5,489.5,490.5,491.5,492.5,493.5,494.5,495.5,496.5,497.5,498.5,499.5,
(1 80683.2),(2 142426.64),(3 170870.75),(4 327259.16),(5 462068.13),(6 564329.44),(7 802569.2),(8 1001106.2),(9 1136308),(10 1436710.1),(11 1683298.6),(12 1887292.1),(13 2277041.3),(14 2613894.3),(15 2878750.8),(16 3310506.8),(17 3709327),(18 4005518),(19 4461050),(20 4875692.5),(21 5195545.5),(22 5660862.5),(23 6128000.5),(24 6459972),(25 6909380),(26 7350064),(27 7702360.5),(28 8153977.5),(29 8596518),(30 8994322),(31 9491741),(32 10045294),(33 10469315),(34 10949291),(35 11454373),(36 11871784),(37 12312545),(38 12794285),(39 13180248),(40 13667821),(41 14176733),(42 14564155),(43 15043376),(44 15552733),(45 15966580),(46 16434584),(47 16974210),(48 17413576),(49 17941954),(50 18555270),(51 19055898),(52 19631928),(53 20265432),(54 20737538),(55 21367408),(56 22033968),(57 22535072),(58 23179104),(59 23861638),(60 24410742),(61 25062486),(62 25775890),(63 26413098),(64 27175334),(65 27978966),(66 28623002),(67 29479562),(68 30398568),(69 31113648),(70 32014126),(71 32962982),(72 33769404),(73 34642416),(74 35638630),(75 36481376),(76 37411908),(77 38378950),(78 39251236),(79 40203670),
(1 47.853592),(2 59.899624),(3 66.99317),(4 70.26661),(5 72.32719),(6 73.23257),(7 74.364105),(8 75.691154),(9 76.93447),(10 77.61838),(11 78.997665),(12 80.426254),(13 81.749245),(14 83.55099),(15 83.88418),(16 84.01573),(17 84.6809),(18 86.02687),(19 87.77298),(20 88.57919),(21 89.696884),(22 89.90701),(23 89.45312),(24 89.575714),(25 90.11654),(26 90.89418),(27 91.39675),(28 91.81622),(29 91.787506),(30 92.78599),(31 92.014534),(32 92.19698),(33 92.65664),(34 93.51673),(35 94.346504),(36 94.79723),(37 94.75947),(38 95.614914),(39 94.894875),(40 95.58082),(41 96.13154),(42 95.86193),(43 96.45528),(44 96.164635),(45 97.55878),(46 97.50401),(47 97.70676),(48 97.99873),(49 98.553734),(50 98.9569),(51 99.92826),(52 99.5578),(53 100.41827),(54 100.30576),(55 100.05978),(56 99.55026),(57 100.03931),(58 100.73586),(59 100.87283),(60 101.70215),(61 101.59384),(62 100.92149),(63 102.61637),(64 102.03343),(65 102.42427),(66 103.30687),(67 102.95917),(68 103.51066),(69 103.3206),(70 103.42417),(71 102.551254),(72 102.04452),(73 102.98877),(74 104.29126),(75 105.44789),(76 105.112434),(77 105.05268),(78 104.47976),(79 103.77547),
(1 46.92424),(2 57.963856),(3 64.41614),(4 68.223785),(5 71.157585),(6 72.38427),(7 73.66524),(8 75.01526),(9 76.33959),(10 76.76109),(11 77.62949),(12 79.88883),(13 81.447624),(14 82.23538),(15 82.90913),(16 82.58737),(17 82.735916),(18 85.00342),(19 86.14868),(20 85.95565),(21 87.06239),(22 88.2317),(23 88.9114),(24 89.38494),(25 90.13066),(26 90.85515),(27 90.55488),(28 90.28178),(29 90.33343),(30 90.35321),(31 90.62681),(32 91.118355),(33 91.198555),(34 91.38312),(35 91.86828),(36 93.26501),(37 93.96071),(38 94.06273),(39 93.00612),(40 93.284676),(41 94.061714),(42 94.57971),(43 95.096596),(44 94.61089),(45 95.4499),(46 96.575356),(47 95.85985),(48 96.188225),(49 96.91264),(50 97.003426),(51 97.48463),(52 97.871826),(53 99.56483),(54 99.922295),(55 99.64577),(56 99.86841),(57 99.51913),(58 99.27334),(59 99.28557),(60 99.33388),(61 98.95411),(62 98.8852),(63 99.54707),(64 99.73358),(65 99.178),(66 99.28392),(67 99.84331),(68 100.41468),(69 99.56848),(70 98.991104),(71 98.85871),(72 98.665726),(73 98.371605),(74 98.32288),(75 98.4868),(76 98.952705),(77 99.0506),(78 99.09261),(79 98.89056),
(1 47.84751),(2 58.961193),(3 64.85818),(4 67.947586),(5 70.50078),(6 72.73197),(7 73.77283),(8 75.82645),(9 77.05381),(10 76.903206),(11 78.322174),(12 79.81947),(13 80.58291),(14 82.75543),(15 82.54696),(16 83.34954),(17 83.65166),(18 84.550865),(19 85.87912),(20 87.06095),(21 88.60061),(22 88.85295),(23 88.83765),(24 89.18475),(25 90.25512),(26 91.133835),(27 91.44044),(28 92.234436),(29 92.1899),(30 93.05117),(31 93.20631),(32 93.53023),(33 93.22826),(34 93.61287),(35 93.26004),(36 93.573586),(37 93.53244),(38 93.082245),(39 92.39011),(40 93.30246),(41 93.52278),(42 93.78087),(43 94.25764),(44 94.75657),(45 95.80166),(46 96.43158),(47 96.40705),(48 96.32735),(49 97.157906),(50 97.22605),(51 97.378426),(52 97.55048),(53 98.66309),(54 98.88405),(55 98.33509),(56 98.33741),(57 98.75129),(58 99.27598),(59 98.8547),(60 98.38021),(61 98.32354),(62 98.19264),(63 97.701866),(64 97.88969),(65 98.14966),(66 97.78167),(67 97.85348),(68 97.95205),(69 98.10204),(70 98.14611),(71 97.459526),(72 97.39494),(73 96.675026),(74 96.43952),(75 96.91001),(76 96.96029),(77 97.35964),(78 97.48391),(79 97.92459),
(1 47.65518),(2 58.216537),(3 65.193855),(4 68.66314),(5 70.56478),(6 73.06385),(7 73.59182),(8 75.137405),(9 76.176674),(10 76.99969),(11 78.27354),(12 79.3907),(13 81.09968),(14 81.80481),(15 82.24108),(16 83.093796),(17 84.13512),(18 84.339005),(19 85.31175),(20 85.11341),(21 87.32565),(22 87.82743),(23 88.0198),(24 88.07619),(25 89.98866),(26 90.2772),(27 90.13849),(28 90.25053),(29 90.264694),(30 91.66444),(31 92.00995),(32 93.34611),(33 93.688934),(34 93.09034),(35 93.344795),(36 94.1359),(37 94.641594),(38 95.32677),(39 96.03022),(40 95.53506),(41 96.02408),(42 95.476456),(43 96.108955),(44 96.111336),(45 96.73215),(46 98.06648),(47 97.341675),(48 97.20289),(49 97.5353),(50 97.94268),(51 98.03252),(52 98.250275),(53 97.9891),(54 97.995255),(55 98.321625),(56 98.3057),(57 99.61723),(58 99.17936),(59 99.50062),(60 99.05229),(61 98.64448),(62 98.50177),(63 98.062965),(64 97.98846),(65 97.884995),(66 98.32563),(67 99.032906),(68 99.446976),(69 99.83439),(70 99.860535),(71 100.147835),(72 100.64829),(73 101.06393),(74 101.44679),(75 101.37914),(76 101.29316),(77 101.42265),(78 102.17688),(79 102.91615),
(1 45.853912),(2 55.93051),(3 61.98007),(4 64.36697),(5 66.64472),(6 68.67442),(7 69.485855),(8 70.59751),(9 71.07082),(10 72.03644),(11 72.785095),(12 74.21607),(13 75.6309),(14 76.95695),(15 76.920395),(16 78.096664),(17 77.87335),(18 79.68303),(19 81.26576),(20 81.12452),(21 82.410645),(22 83.719086),(23 83.509636),(24 84.02628),(25 84.440506),(26 85.16882),(27 84.83634),(28 85.17541),(29 85.60724),(30 85.25427),(31 86.01927),(32 86.18627),(33 86.349396),(34 86.546486),(35 87.34255),(36 86.68164),(37 87.9581),(38 87.89541),(39 89.13626),(40 89.14798),(41 89.01706),(42 88.79959),(43 89.06206),(44 88.76393),(45 89.01648),(46 89.32072),(47 90.402855),(48 90.45367),(49 91.8353),(50 91.62258),(51 91.49206),(52 92.392784),(53 92.63414),(54 92.525375),(55 92.87314),(56 93.39273),(57 93.50002),(58 93.170616),(59 93.45981),(60 93.63438),(61 93.52949),(62 93.13129),(63 92.887474),(64 92.606865),(65 93.558655),(66 93.38686),(67 93.26981),(68 93.86522),(69 93.07858),(70 93.16612),(71 92.84652),(72 92.53336),(73 93.16318),(74 92.639854),(75 92.21485),(76 92.46476),(77 92.05306),(78 92.572685),(79 92.772026),
(1 45.801083),(2 56.836365),(3 62.942303),(4 66.098625),(5 68.112045),(6 68.972855),(7 70.55002),(8 71.55353),(9 72.61206),(10 74.0947),(11 74.82883),(12 75.68961),(13 77.68113),(14 78.90727),(15 78.49567),(16 79.83896),(17 80.57651),(18 81.638885),(19 82.922745),(20 83.07075),(21 84.160866),(22 84.91329),(23 85.415764),(24 85.967705),(25 86.33399),(26 87.05949),(27 87.81715),(28 87.68394),(29 87.27042),(30 88.67198),(31 88.8616),(32 89.47613),(33 88.70518),(34 88.906715),(35 88.15331),(36 87.920746),(37 88.75546),(38 89.766335),(39 90.18721),(40 90.51217),(41 91.127686),(42 91.93378),(43 91.87356),(44 91.781166),(45 92.3089),(46 92.67334),(47 93.788506),(48 93.811844),(49 94.02957),(50 95.396385),(51 94.60488),(52 95.016014),(53 94.86789),(54 96.02255),(55 95.842735),(56 96.51246),(57 97.739525),(58 98.59968),(59 97.36004),(60 97.37178),(61 98.02531),(62 98.58225),(63 99.417534),(64 99.005196),(65 98.334625),(66 97.536316),(67 97.565994),(68 97.97823),(69 98.00778),(70 98.34794),(71 96.841644),(72 97.41907),(73 97.32275),(74 97.747406),(75 97.0001),(76 97.00982),(77 98.121025),(78 97.229324),(79 96.8195),
(1 45.58571),(2 55.796535),(3 61.33921),(4 64.40039),(5 67.365295),(6 67.96141),(7 69.65983),(8 71.37411),(9 72.12363),(10 72.99112),(11 75.26049),(12 76.50236),(13 77.310585),(14 78.46286),(15 78.43353),(16 79.74527),(17 80.05003),(18 81.32754),(19 82.73926),(20 82.46014),(21 83.10575),(22 83.48721),(23 83.83494),(24 84.211136),(25 85.546585),(26 86.46582),(27 87.498764),(28 87.144615),(29 86.956276),(30 87.97565),(31 88.71064),(32 89.046555),(33 89.835),(34 89.65578),(35 90.07778),(36 89.73026),(37 90.41969),(38 91.48014),(39 91.75563),(40 91.58398),(41 90.93187),(42 90.620834),(43 90.23567),(44 90.753815),(45 91.34679),(46 91.957504),(47 91.85976),(48 92.6232),(49 92.724236),(50 93.88617),(51 93.56154),(52 93.02109),(53 93.20616),(54 93.38394),(55 93.61593),(56 93.404106),(57 94.18487),(58 93.68881),(59 93.603386),(60 93.89576),(61 94.21915),(62 94.33402),(63 94.4473),(64 94.78984),(65 94.61967),(66 95.07754),(67 95.69399),(68 96.15671),(69 96.00405),(70 96.17832),(71 95.908745),(72 95.93742),(73 95.791664),(74 95.81915),(75 95.83945),(76 96.26449),(77 97.22688),(78 97.24777),(79 96.25718),
(1 44.64234),(2 55.58616),(3 61.138897),(4 64.34087),(5 66.94111),(6 68.120224),(7 69.964775),(8 71.687805),(9 72.36806),(10 72.875854),(11 73.732025),(12 74.99139),(13 76.57441),(14 77.595695),(15 77.57601),(16 78.960464),(17 79.580154),(18 80.4069),(19 81.72972),(20 81.75169),(21 82.902084),(22 84.13378),(23 84.169075),(24 83.94931),(25 84.0551),(26 85.162315),(27 85.97804),(28 86.89076),(29 86.73126),(30 87.047485),(31 86.661156),(32 87.51025),(33 88.06461),(34 88.026115),(35 88.25639),(36 88.49147),(37 88.61985),(38 89.01259),(39 90.16966),(40 90.13813),(41 90.0188),(42 90.521255),(43 89.95542),(44 90.7214),(45 90.416695),(46 90.74047),(47 90.74931),(48 91.17904),(49 91.6942),(50 92.300995),(51 92.946365),(52 92.41245),(53 93.69337),(54 93.762474),(55 93.54991),(56 93.23094),(57 92.92601),(58 94.08968),(59 93.0294),(60 92.81343),(61 93.17146),(62 93.25129),(63 93.20636),(64 94.07391),(65 94.12721),(66 94.08144),(67 94.185486),(68 94.711266),(69 93.904015),(70 94.23717),(71 95.51701),(72 96.01165),(73 96.22377),(74 96.172935),(75 95.83761),(76 95.77557),(77 96.69075),(78 97.37355),(79 96.73886),
(1 44.86631),(2 55.367363),(3 60.5033),(4 63.30503),(5 65.920334),(6 67.062614),(7 69.42881),(8 71.98272),(9 72.51868),(10 73.80202),(11 74.97736),(12 76.296585),(13 76.80919),(14 78.09534),(15 78.30866),(16 79.38701),(17 81.00668),(18 81.72271),(19 82.48814),(20 82.1333),(21 82.110756),(22 83.14171),(23 83.58309),(24 83.73668),(25 84.91061),(26 85.947205),(27 86.64642),(28 87.11176),(29 87.24671),(30 87.93061),(31 87.548706),(32 88.05406),(33 87.97988),(34 88.259056),(35 87.82255),(36 87.89381),(37 88.154976),(38 88.40701),(39 88.15806),(40 87.76326),(41 88.33511),(42 88.95045),(43 89.55175),(44 90.02297),(45 90.216324),(46 91.469215),(47 91.20991),(48 90.7112),(49 91.13588),(50 91.26749),(51 91.81198),(52 91.20792),(53 92.03352),(54 91.96128),(55 92.2362),(56 92.49514),(57 93.259766),(58 93.963615),(59 93.84303),(60 93.9),(61 94.22483),(62 93.95339),(63 94.503365),(64 94.3833),(65 94.10012),(66 94.36136),(67 93.95859),(68 93.756775),(69 94.070984),(70 94.841324),(71 93.83772),(72 93.497986),(73 94.40407),(74 94.42406),(75 94.87263),(76 93.99702),(77 94.569824),(78 95.44682),(79 95.26667),
(1 43.95906),(2 54.299114),(3 59.596767),(4 61.99905),(5 64.15381),(6 64.96684),(7 67.097435),(8 68.99752),(9 70.131424),(10 70.6335),(11 70.80538),(12 71.582596),(13 73.12213),(14 73.77554),(15 74.40685),(16 74.549904),(17 74.87948),(18 76.674675),(19 78.42514),(20 78.21036),(21 78.98664),(22 80.56681),(23 80.59888),(24 80.604805),(25 81.471115),(26 81.7092),(27 82.866844),(28 83.03674),(29 83.31117),(30 83.77269),(31 84.41716),(32 84.82384),(33 84.92517),(34 84.84392),(35 84.85629),(36 85.50613),(37 85.74902),(38 85.02476),(39 85.39012),(40 85.43407),(41 86.035904),(42 85.85363),(43 86.33472),(44 86.68427),(45 87.19543),(46 86.99283),(47 87.287605),(48 87.482376),(49 88.728966),(50 88.810524),(51 88.71281),(52 88.39479),(53 88.8966),(54 88.80177),(55 88.5409),(56 88.20263),(57 88.65206),(58 89.1168),(59 88.28817),(60 88.743706),(61 88.492485),(62 88.678024),(63 88.419495),(64 88.71939),(65 88.26428),(66 88.61138),(67 89.5977),(68 90.17588),(69 90.199295),(70 90.7582),(71 91.4716),(72 90.83984),(73 92.00035),(74 91.03143),(75 90.4011),(76 91.334335),(77 92.55001),(78 92.932556),(79 91.97111),
(1 44.465862),(2 54.43406),(3 60.498432),(4 63.031643),(5 65.24319),(6 67.15065),(7 69.19216),(8 70.28082),(9 70.505455),(10 71.12591),(11 71.84724),(12 73.20276),(13 75.1615),(14 75.12645),(15 75.708725),(16 76.08333),(17 77.15984),(18 77.97971),(19 79.70439),(20 79.37818),(21 79.86209),(22 80.79719),(23 81.56508),(24 81.93103),(25 82.576164),(26 82.753105),(27 83.8784),(28 83.588234),(29 83.75803),(30 84.07453),(31 83.82655),(32 84.79545),(33 84.46125),(34 84.748184),(35 84.200035),(36 84.506485),(37 85.10108),(38 84.6559),(39 84.571625),(40 84.93206),(41 86.50565),(42 87.056595),(43 86.8874),(44 86.07501),(45 86.948944),(46 86.95398),(47 87.97934),(48 88.9667),(49 88.80761),(50 89.92834),(51 90.167305),(52 89.92748),(53 90.49094),(54 91.23464),(55 91.170715),(56 90.39794),(57 89.71537),(58 90.47642),(59 90.325615),(60 90.57931),(61 91.35452),(62 91.31196),(63 91.39293),(64 91.35494),(65 92.23117),(66 91.94609),(67 92.06601),(68 92.31754),(69 92.63264),(70 92.50848),(71 93.35473),(72 93.40356),(73 93.033134),(74 92.36226),(75 93.962),(76 93.92163),(77 94.269806),(78 93.84679),(79 92.91786),
(1 43.032574),(2 52.61916),(3 57.610413),(4 60.78584),(5 62.7929),(6 64.64313),(7 65.84685),(8 67.542656),(9 68.06296),(10 69.15057),(11 69.80655),(12 70.389175),(13 72.07937),(14 73.14116),(15 74.07203),(16 75.26571),(17 75.040215),(18 76.74239),(19 78.34301),(20 78.27896),(21 79.744606),(22 79.42086),(23 80.3673),(24 80.084),(25 81.172806),(26 81.51597),(27 81.99558),(28 82.55095),(29 82.45324),(30 82.17216),(31 82.1065),(32 82.778336),(33 82.97222),(34 83.13619),(35 82.35501),(36 82.1286),(37 82.61605),(38 82.56125),(39 82.47042),(40 82.37671),(41 82.668724),(42 83.03626),(43 83.09821),(44 83.233696),(45 83.27215),(46 83.72265),(47 84.45524),(48 83.4732),(49 84.69331),(50 85.48269),(51 86.13394),(52 86.1314),(53 86.19211),(54 87.05621),(55 87.41015),(56 87.05253),(57 86.53229),(58 86.88784),(59 86.60083),(60 86.38038),(61 86.44372),(62 87.75508),(63 87.751686),(64 88.121155),(65 88.15483),(66 87.18057),(67 87.234825),(68 87.902855),(69 87.993034),(70 87.79206),(71 87.75106),(72 88.21677),(73 88.53823),(74 88.50208),(75 89.32842),(76 88.97814),(77 88.882645),(78 89.084656),(79 89.53723),
(1 43.356083),(2 52.627632),(3 58.253456),(4 61.28277),(5 62.603092),(6 64.19339),(7 65.24501),(8 66.39924),(9 66.55598),(10 67.77303),(11 68.38235),(12 69.54657),(13 69.52168),(14 71.64201),(15 71.68126),(16 72.04659),(17 72.34033),(18 72.98465),(19 73.94598),(20 74.93815),(21 74.864624),(22 75.726204),(23 76.740204),(24 76.65153),(25 77.590225),(26 78.17671),(27 78.99006),(28 79.9348),(29 79.501495),(30 79.913795),(31 79.575485),(32 79.92832),(33 80.80923),(34 80.24277),(35 80.05861),(36 80.85987),(37 81.66332),(38 82.01553),(39 82.5502),(40 82.46575),(41 83.35694),(42 83.92353),(43 83.80534),(44 83.10123),(45 83.42906),(46 83.46955),(47 83.7148),(48 83.91614),(49 84.08524),(50 84.62941),(51 85.036674),(52 85.663574),(53 85.81915),(54 85.65024),(55 85.94756),(56 85.85088),(57 86.710785),(58 86.00052),(59 86.23717),(60 86.178764),(61 86.55079),(62 86.76622),(63 87.58843),(64 88.05422),(65 88.59254),(66 88.85538),(67 89.02093),(68 89.377495),(69 88.817726),(70 88.89756),(71 89.26596),(72 89.49017),(73 89.444046),(74 88.43528),(75 89.57063),(76 89.70336),(77 90.375),(78 90.43139),(79 90.263824),
(1 42.492226),(2 51.638237),(3 56.689564),(4 59.292347),(5 61.218647),(6 63.052715),(7 64.28667),(8 66.31202),(9 66.425705),(10 67.43299),(11 68.49543),(12 68.90221),(13 70.25948),(14 71.06859),(15 71.974236),(16 73.17789),(17 73.79318),(18 74.747986),(19 76.218124),(20 76.90197),(21 77.28242),(22 78.55379),(23 80.01161),(24 79.397446),(25 80.31498),(26 80.73856),(27 81.172104),(28 81.70027),(29 81.64045),(30 82.26107),(31 82.97126),(32 83.208534),(33 83.909706),(34 84.53973),(35 84.15022),(36 84.3042),(37 85.48726),(38 85.38811),(39 86.058876),(40 85.983246),(41 85.930435),(42 85.97027),(43 86.57708),(44 86.14264),(45 86.1758),(46 86.619705),(47 87.94723),(48 88.160484),(49 87.62812),(50 88.288925),(51 89.078705),(52 88.47533),(53 89.32311),(54 89.40992),(55 89.1863),(56 89.66725),(57 88.510475),(58 88.81479),(59 88.37209),(60 87.34045),(61 87.548454),(62 87.595406),(63 87.67125),(64 87.909065),(65 87.94835),(66 87.9607),(67 88.68711),(68 89.06816),(69 89.136536),(70 88.867836),(71 89.46831),(72 89.08517),(73 89.794586),(74 89.277176),(75 89.53776),(76 89.55627),(77 90.66309),(78 90.95687),(79 91.14903),
(1 42.7721),(2 52.7717),(3 57.193977),(4 60.769115),(5 63.243767),(6 64.32911),(7 65.54431),(8 67.314095),(9 67.84742),(10 69.76278),(11 70.97815),(12 72.22296),(13 73.10219),(14 74.09206),(15 74.99044),(16 75.70914),(17 76.2106),(18 76.4899),(19 78.58037),(20 79.0141),(21 78.89287),(22 79.77029),(23 80.06554),(24 80.81059),(25 81.140526),(26 81.706215),(27 81.42155),(28 81.4502),(29 81.57844),(30 81.44157),(31 81.52235),(32 81.04771),(33 81.09462),(34 81.001854),(35 80.94649),(36 80.81918),(37 81.13777),(38 81.38206),(39 81.082924),(40 82.19511),(41 83.2592),(42 84.159515),(43 84.665634),(44 84.715294),(45 85.12211),(46 84.6556),(47 84.564644),(48 85.2435),(49 85.85147),(50 86.24619),(51 87.54392),(52 86.50687),(53 86.70666),(54 87.41509),(55 88.142555),(56 88.1402),(57 88.89885),(58 88.93793),(59 89.44916),(60 89.10908),(61 89.411575),(62 89.337494),(63 90.09981),(64 89.69481),(65 90.138535),(66 90.4831),(67 90.585014),(68 92.35029),(69 91.54118),(70 91.50974),(71 90.92188),(72 91.138794),(73 91.60183),(74 91.339386),(75 92.24512),(76 92.33886),(77 92.88308),(78 92.55275),(79 92.0882),
(1 41.79763),(2 51.518993),(3 56.519604),(4 60.100464),(5 61.785816),(6 63.256298),(7 64.808876),(8 66.2481),(9 67.39225),(10 67.972206),(11 68.72661),(12 69.867966),(13 72.20539),(14 72.00035),(15 73.248535),(16 72.62536),(17 74.129616),(18 74.478905),(19 75.99016),(20 76.44562),(21 77.17542),(22 77.983894),(23 80.06601),(24 80.35433),(25 81.323425),(26 81.529305),(27 81.73629),(28 81.45065),(29 81.30583),(30 81.54276),(31 82.15552),(32 81.304955),(33 82.30752),(34 82.64528),(35 82.752335),(36 83.06341),(37 83.802414),(38 84.662544),(39 84.87686),(40 84.46734),(41 84.834465),(42 84.721054),(43 84.6093),(44 86.20914),(45 86.41665),(46 86.084694),(47 85.70939),(48 85.681076),(49 86.05415),(50 86.86003),(51 86.33847),(52 87.18083),(53 87.38657),(54 88.14717),(55 87.46142),(56 87.85983),(57 88.223236),(58 88.37897),(59 88.53197),(60 88.177444),(61 89.0541),(62 89.41768),(63 88.64697),(64 89.507706),(65 89.56255),(66 89.40792),(67 88.85083),(68 89.58514),(69 88.90126),(70 89.12872),(71 88.93423),(72 89.89904),(73 90.43219),(74 90.003426),(75 90.547806),(76 90.573494),(77 91.15077),(78 91.70389),(79 91.42459),
(1 41.330376),(2 50.440525),(3 54.86512),(4 57.778942),(5 60.39607),(6 61.49546),(7 63.192112),(8 64.15546),(9 64.4163),(10 64.842865),(11 65.88565),(12 66.22863),(13 67.99592),(14 68.47354),(15 69.19524),(16 69.87867),(17 70.28916),(18 71.54416),(19 72.44521),(20 72.69802),(21 72.78673),(22 74.243195),(23 75.59001),(24 74.90876),(25 74.88578),(26 74.81616),(27 75.80535),(28 76.11272),(29 75.40873),(30 76.27916),(31 76.61322),(32 77.03794),(33 77.77904),(34 78.46781),(35 78.179016),(36 77.836365),(37 78.572075),(38 79.36551),(39 79.377014),(40 79.71177),(41 80.03889),(42 80.71018),(43 80.236046),(44 81.37653),(45 82.35549),(46 82.486664),(47 82.157745),(48 82.517876),(49 82.76445),(50 83.408066),(51 84.298775),(52 84.626495),(53 85.45521),(54 86.43406),(55 85.90866),(56 85.762535),(57 86.0833),(58 86.204765),(59 86.4067),(60 85.75234),(61 86.46421),(62 86.210526),(63 86.85138),(64 86.78001),(65 87.42975),(66 87.692444),(67 88.22047),(68 88.79634),(69 88.819176),(70 88.102394),(71 88.76339),(72 88.08475),(73 88.27765),(74 88.87359),(75 89.211754),(76 88.92977),(77 89.2114),(78 89.244965),(79 88.38084),
(1 41.60372),(2 50.134247),(3 55.248657),(4 58.276005),(5 60.195934),(6 61.166153),(7 63.07028),(8 64.32616),(9 65.13417),(10 66.70076),(11 67.20011),(12 68.095055),(13 69.56669),(14 70.688515),(15 71.40594),(16 71.641396),(17 72.601555),(18 73.319664),(19 74.43472),(20 75.02271),(21 75.73897),(22 76.90936),(23 77.21352),(24 77.71784),(25 77.82994),(26 78.76749),(27 78.855064),(28 78.437584),(29 78.27313),(30 78.033646),(31 78.58416),(32 78.93722),(33 78.58067),(34 78.25248),(35 78.095345),(36 78.09069),(37 79.34812),(38 80.32402),(39 80.31328),(40 80.1414),(41 81.249596),(42 81.21988),(43 81.484856),(44 82.208496),(45 82.49936),(46 82.31464),(47 82.830505),(48 82.57477),(49 83.75324),(50 83.8767),(51 84.11442),(52 83.4745),(53 85.0523),(54 85.71447),(55 86.3655),(56 86.13552),(57 86.18346),(58 86.293015),(59 86.23291),(60 85.91092),(61 86.38393),(62 87.302475),(63 87.45003),(64 87.64018),(65 88.17901),(66 87.5682),(67 87.94219),(68 88.051056),(69 87.48188),(70 88.373375),(71 88.41741),(72 88.287704),(73 89.28511),(74 89.454865),(75 88.854675),(76 88.1557),(77 89.04994),(78 88.704575),(79 88.788704),
