1.5,2.5,3.5,4.5,5.5,6.5,7.5,8.5,9.5,10.5,11.5,12.5,13.5,14.5,15.5,16.5,17.5,18.5,19.5,20.5,21.5,22.5,23.5,24.5,25.5,26.5,27.5,28.5,29.5,30.5,31.5,32.5,33.5,34.5,35.5,36.5,37.5,38.5,39.5,40.5,41.5,42.5,43.5,44.5,45.5,46.5,47.5,48.5,49.5,50.5,51.5,52.5,53.5,54.5,55.5,56.5,57.5,58.5,59.5,60.5,61.5,62.5,63.5,64.5,65.5,66.5,67.5,68.5,69.5,70.5,71.5,72.5,73.5,74.5,75.5,76.5,77.5,78.5,79.5,80.5,81.5,82.5,83.5,84.5,85.5,86.5,87.5,88.5,89.5,90.5,91.5,92.5,93.5,94.5,95.5,96.5,97.5,98.5,99.5,100.5,101.5,102.5,103.5,104.5,105.5,106.5,107.5,108.5,109.5,110.5,111.5,112.5,113.5,114.5,115.5,116.5,117.5,118.5,119.5,120.5,121.5,122.5,123.5,124.5,125.5,126.5,127.5,128.5,129.5,130.5,131.5,132.5,133.5,134.5,135.5,136.5,137.5,138.5,139.5,140.5,141.5,142.5,143.5,144.5,145.5,146.5,147.5,148.5,149.5,150.5,151.5,152.5,153.5,154.5,155.5,156.5,157.5,158.5,159.5,160.5,161.5,162.5,163.5,164.5,165.5,166.5,167.5,168.5,169.5,170.5,171.5,172.5,173.5,174.5,175.5,176.5,177.5,178.5,179.5,180.5,181.5,182.5,183.5,184.5,185.5,186.5,187.5,188.5,189.5,190.5,191.5,192.5,193.5,194.5,195.5,196.5,197.5,198.5,199.5,200.5,201.5,202.5,203.5,204.5,205.5,206.5,207.5,208.5,209.5,210.5,211.5,212.5,213.5,214.5,215.5,216.5,217.5,218.5,219.5,220.5,221.5,222.5,223.5,224.5,225.5,226.5,227.5,228.5,229.5,230.5,231.5,232.5,233.5,234.5,235.5,236.5,237.5,238.5,239.5,240.5,241.5,242.5,243.5,244.5,245.5,246.5,247.5,248.5,249.5,250.5,251.5,252.5,253.5,254.5,255.5,256.5,257.5,258.5,259.5,260.5,261.5,262.5,263.5,264.5,265.5,266.5,267.5,268.5,269.5,270.5,271.5,272.5,273.5,274.5,275.5,276.5,277.5,278.5,279.5,280.5,281.5,282.5,283.5,284.5,285.5,286.5,287.5,288.5,289.5,290.5,291.5,292.5,293.5,294.5,295.5,296.5,297.5,298.5,299.5,300.5,301.5,302.5,303.5,304.5,305.5,306.5,307.5,308.5,309.5,310.5,311.5,312.5,313.5,314.5,315.5,316.5,317.5,318.5,319.5,320.5,321.5,322.5,323.5,324.5,325.5,326.5,327.5,328.5,329.5,330.5,331.5,332.5,333.5,334.5,335.5,336.5,337.5,338.5,339.5,340.5,341.5,342.5,343.5,344.5,345.5,346.5,347.5,348.5,349.5,350.5,351.5,352.5,353.5,354.5,355.5,356.5,357.5,358.5,359.5,360.5,361.5,362.5,363.5,364.5,365.5,366.5,367.5,368.5,369.5,370.5,371.5,372.5,373.5,374.5,375.5,376.5,377.5,378.5,379.5,380.5,381.5,382.5,383.5,384.5,385.5,386.5,387.5,388.5,389.5,390.5,391.5,392.5,393.5,394.5,395.5,396.5,397.5,398.5,399.5,400.5,401.5,402.5,403.5,404.5,405.5,406.5,407.5,408.5,409.5,410.5,411.5,412.5,413.5,414.5,415.5,416.5,417.5,418.5,419.5,420.5,421.5,422.5,423.5,424.5,425.5,426.5,427.5,428.5,429.5,430.5,431.5,432.5,433.5,434.5,435.5,436.5,437.5,438.5,439.5,440.5,441.5,442.5,443.5,444.5,445.5,446.5,447.5,448.5,449.5,450.5,451.5,452.5,453.5,454.5,455.5,456.5,457.5,458.5,459.5,460.5,461.5,462.5,463.5,464.5,465.5,466.5,467.5,468.5,469.5,470.5,471.5,472.5,473.5,474.5,475.5,476.5,477.5,478.5,479.5,480.5,481.5,482.5,483.5,484.5,485.5,486.5,487.5,488.5,489.5,490.5,491.5,492.5,493.5,494.5,495.5,496.5,497.5,498.5,499.5,
(1 23605.787),(2 72787.46),(3 162424.63),(4 289664.94),(5 452663.16),(6 635920.56),(7 831765),(8 1088119.9),(9 1371996.1),(10 1714618.6),(11 2062223.5),(12 2444639.8),(13 2802780.8),(14 3227706.8),(15 3670809),(16 4189693),(17 4757907),(18 5318257.5),(19 5873426),(20 6503410.5),(21 7090739.5),(22 7637389.5),(23 8151447.5),(24 8665360),(25 9156417),(26 9587495),(27 9960185),(28 10324380),(29 10672530),(30 10960183),(31 11265160),(32 11529933),(33 11744993),(34 11944572),(35 12163400),(36 12321011),(37 12514629),(38 12665331),(39 12855416),(40 13009523),(41 13168099),(42 13277316),(43 13436917),(44 13563517),(45 13756460),(46 13935985),(47 14153251),(48 14459723),(49 14873275),(50 15348220),(51 15828349),(52 16304764),(53 16786882),(54 17324678),(55 17852662),(56 18331030),(57 18710896),(58 19002200),(59 19190656),(60 19282264),(61 19313226),(62 19288280),(63 19220580),(64 19160142),(65 19140144),(66 19253634),(67 19404546),(68 19646074),(69 19851960),(70 20003564),(71 20071152),(72 20097362),(73 20210848),(74 20377510),(75 20528328),(76 20646752),(77 20785226),(78 21035666),(79 21373644),
(1 25.837425),(2 30.957851),(3 32.99779),(4 34.480076),(5 36.29929),(6 37.767063),(7 38.57699),(8 39.560825),(9 40.28522),(10 40.2049),(11 40.670406),(12 40.30381),(13 41.14688),(14 41.45306),(15 41.37797),(16 41.580975),(17 41.51873),(18 42.118046),(19 42.50792),(20 42.669254),(21 43.0005),(22 42.924583),(23 43.16411),(24 43.20934),(25 43.47668),(26 44.497143),(27 43.781384),(28 43.534035),(29 44.143936),(30 44.40816),(31 44.26807),(32 44.808735),(33 44.63522),(34 44.427906),(35 44.935036),(36 44.965645),(37 45.06998),(38 46.364594),(39 45.642197),(40 45.95192),(41 45.933365),(42 46.84349),(43 46.26939),(44 46.69129),(45 46.328194),(46 46.263924),(47 45.6806),(48 45.396843),(49 46.311005),(50 45.856804),(51 45.74348),(52 45.865818),(53 47.46114),(54 48.040054),(55 48.668488),(56 48.627926),(57 48.666904),(58 49.028423),(59 49.65831),(60 49.893383),(61 50.47599),(62 51.168343),(63 51.17354),(64 51.930614),(65 52.103657),(66 53.326023),(67 53.36971),(68 54.397923),(69 55.461784),(70 55.251053),(71 55.547962),(72 55.93025),(73 55.700565),(74 55.317047),(75 54.86517),(76 55.04705),(77 54.464073),(78 55.129135),(79 54.733006),
(1 25.66069),(2 30.34647),(3 32.851055),(4 35.06677),(5 36.56879),(6 37.842445),(7 39.035606),(8 40.024826),(9 40.618362),(10 40.486187),(11 41.03347),(12 41.092182),(13 41.796635),(14 42.004364),(15 41.865597),(16 42.870003),(17 42.977245),(18 43.494667),(19 43.660294),(20 43.53896),(21 43.686497),(22 43.87414),(23 44.214825),(24 43.899075),(25 44.228985),(26 45.114178),(27 44.86337),(28 44.54767),(29 44.90778),(30 45.29972),(31 45.002777),(32 44.812515),(33 44.749275),(34 44.874794),(35 44.889645),(36 44.962097),(37 44.95941),(38 45.902714),(39 45.85958),(40 45.706833),(41 46.30466),(42 47.054573),(43 46.656815),(44 46.501297),(45 46.238255),(46 46.453476),(47 46.02071),(48 45.20309),(49 46.46595),(50 46.460308),(51 45.498512),(52 46.15885),(53 46.827457),(54 48.085056),(55 49.065243),(56 49.26478),(57 49.657024),(58 50.25687),(59 50.25508),(60 50.29275),(61 51.16583),(62 51.474335),(63 51.976955),(64 52.040337),(65 52.350414),(66 53.555855),(67 54.131577),(68 54.480076),(69 55.463837),(70 54.953873),(71 54.98538),(72 55.56558),(73 55.83205),(74 55.296997),(75 54.885437),(76 54.665623),(77 54.653725),(78 54.517197),(79 54.4254),
(1 25.137564),(2 29.439083),(3 32.07406),(4 34.057316),(5 35.378098),(6 37.195824),(7 37.404327),(8 38.497906),(9 39.13981),(10 39.166096),(11 39.529434),(12 39.699055),(13 40.536747),(14 40.845734),(15 40.659405),(16 41.595634),(17 42.291496),(18 42.53093),(19 42.252716),(20 42.095837),(21 42.204834),(22 42.207996),(23 42.512444),(24 42.668762),(25 42.983704),(26 44.146515),(27 43.573917),(28 43.318577),(29 43.611153),(30 43.831383),(31 44.232822),(32 44.49091),(33 44.162327),(34 44.0695),(35 44.33837),(36 45.11089),(37 45.0626),(38 45.565933),(39 45.180817),(40 44.85581),(41 45.066376),(42 45.655216),(43 45.09407),(44 45.386436),(45 45.33215),(46 45.050518),(47 45.058514),(48 44.258602),(49 44.7798),(50 45.01867),(51 44.47462),(52 44.891407),(53 45.992966),(54 46.8497),(55 48.168205),(56 47.9408),(57 48.501278),(58 48.78527),(59 48.88643),(60 48.78562),(61 49.432644),(62 49.92576),(63 50.32602),(64 51.13491),(65 51.571144),(66 52.220974),(67 53.21252),(68 53.25079),(69 54.02426),(70 54.07972),(71 54.152355),(72 54.30586),(73 54.55225),(74 54.079315),(75 53.879246),(76 53.646317),(77 53.702003),(78 53.285706),(79 53.656235),
(1 24.977266),(2 29.53454),(3 31.991707),(4 34.075783),(5 35.339397),(6 36.81608),(7 37.323635),(8 38.877335),(9 39.10551),(10 39.677383),(11 39.97016),(12 39.711308),(13 40.202576),(14 40.810146),(15 40.669025),(16 41.07527),(17 41.372383),(18 41.984596),(19 41.554916),(20 41.58938),(21 42.25181),(22 42.48983),(23 43.07955),(24 42.31046),(25 42.615093),(26 43.403046),(27 42.982616),(28 43.03294),(29 43.173973),(30 43.387695),(31 43.20543),(32 43.67328),(33 43.680893),(34 43.693428),(35 43.67906),(36 43.96991),(37 44.133606),(38 44.340237),(39 43.911743),(40 44.511997),(41 45.02228),(42 45.589428),(43 45.327732),(44 45.636166),(45 45.290695),(46 44.97116),(47 45.371487),(48 44.875977),(49 45.237667),(50 45.146698),(51 44.77913),(52 45.07512),(53 45.7659),(54 46.95541),(55 48.065334),(56 47.81591),(57 48.38828),(58 48.509617),(59 48.540287),(60 48.998875),(61 49.5217),(62 50.569828),(63 49.906273),(64 50.309402),(65 50.86957),(66 51.59324),(67 52.270603),(68 52.457493),(69 53.632828),(70 53.740196),(71 53.90355),(72 54.57031),(73 54.618744),(74 54.159817),(75 53.79208),(76 53.43225),(77 53.49696),(78 53.131336),(79 53.596245),
(1 24.75023),(2 29.053062),(3 31.627432),(4 33.058945),(5 34.1702),(6 35.514835),(7 36.55724),(8 37.318935),(9 37.96025),(10 38.51189),(11 38.649464),(12 38.835472),(13 39.13007),(14 40.223106),(15 39.92713),(16 40.011784),(17 40.0966),(18 40.67032),(19 40.52316),(20 40.62447),(21 41.28799),(22 41.39521),(23 41.443737),(24 40.728905),(25 41.33958),(26 42.07587),(27 41.54312),(28 41.680805),(29 41.921227),(30 42.620705),(31 42.37666),(32 42.5096),(33 42.909218),(34 42.779934),(35 42.673172),(36 42.488415),(37 43.33418),(38 43.72599),(39 43.753353),(40 44.021526),(41 44.309963),(42 44.585392),(43 44.423595),(44 44.433407),(45 44.5753),(46 44.370068),(47 44.75117),(48 44.753265),(49 45.311596),(50 45.250237),(51 44.875195),(52 44.91671),(53 45.646618),(54 46.168427),(55 46.924274),(56 47.22337),(57 47.80751),(58 47.999615),(59 48.32759),(60 48.236935),(61 49.152615),(62 49.830463),(63 49.50336),(64 50.411823),(65 50.864933),(66 51.424896),(67 52.163506),(68 52.434925),(69 53.493763),(70 53.372726),(71 53.67856),(72 53.458797),(73 53.318306),(74 53.64335),(75 52.94923),(76 52.443882),(77 52.540493),(78 52.920544),(79 52.410946),
(1 24.692207),(2 29.455631),(3 31.63811),(4 33.401752),(5 34.523033),(6 36.203903),(7 36.825817),(8 37.688282),(9 38.403023),(10 38.575317),(11 38.529217),(12 38.356693),(13 38.95699),(14 39.836983),(15 39.614162),(16 39.98444),(17 39.958508),(18 40.899395),(19 40.90555),(20 40.772526),(21 41.72025),(22 41.880573),(23 41.469883),(24 41.44358),(25 41.80405),(26 42.553925),(27 41.72497),(28 42.05501),(29 42.084614),(30 43.154465),(31 42.265812),(32 43.019817),(33 43.25933),(34 43.020264),(35 43.15801),(36 42.592175),(37 43.14212),(38 43.821964),(39 43.78545),(40 44.074383),(41 44.124744),(42 44.085575),(43 44.007343),(44 44.128696),(45 43.797024),(46 43.468277),(47 43.12368),(48 43.25285),(49 43.48913),(50 43.494152),(51 43.43742),(52 43.130844),(53 44.366276),(54 45.703033),(55 46.435337),(56 46.506104),(57 46.593884),(58 47.03305),(59 47.720486),(60 47.503563),(61 48.592224),(62 48.99661),(63 48.70745),(64 49.702347),(65 50.420273),(66 51.111935),(67 51.8678),(68 52.544678),(69 53.401653),(70 53.549633),(71 53.35214),(72 54.12328),(73 53.44088),(74 53.345592),(75 52.66759),(76 52.56649),(77 52.75113),(78 52.929237),(79 52.40355),
(1 24.734093),(2 29.464907),(3 31.834074),(4 33.459023),(5 34.453365),(6 36.38803),(7 37.29692),(8 37.81146),(9 38.21333),(10 38.583855),(11 38.699844),(12 38.014637),(13 38.99423),(14 39.70233),(15 39.702362),(16 39.92658),(17 40.192158),(18 40.97521),(19 40.657276),(20 40.71003),(21 41.288727),(22 41.337),(23 41.91706),(24 41.64742),(25 41.288475),(26 41.961845),(27 42.0158),(28 42.201553),(29 41.904167),(30 42.226597),(31 41.92632),(32 42.752754),(33 42.90796),(34 42.91478),(35 42.741123),(36 42.79808),(37 43.313183),(38 43.566765),(39 43.27538),(40 44.049423),(41 43.701237),(42 44.79531),(43 44.643837),(44 44.44016),(45 44.13406),(46 44.09628),(47 43.48577),(48 43.67611),(49 43.921734),(50 43.874447),(51 43.461075),(52 43.749912),(53 45.17222),(54 45.613186),(55 46.560238),(56 46.60769),(57 47.45614),(58 47.80799),(59 47.511745),(60 47.508675),(61 48.453384),(62 49.40703),(63 48.993168),(64 49.00207),(65 49.515762),(66 50.392628),(67 50.726616),(68 51.16842),(69 51.952106),(70 52.261696),(71 52.54586),(72 52.97354),(73 52.9214),(74 53.003117),(75 52.827812),(76 52.57162),(77 52.63983),(78 51.79483),(79 51.915676),
(1 24.418472),(2 28.68948),(3 30.984528),(4 32.67901),(5 33.716408),(6 34.9767),(7 35.875465),(8 36.66338),(9 37.625484),(10 37.778282),(11 37.939056),(12 37.149265),(13 38.37813),(14 38.6128),(15 38.7605),(16 39.17013),(17 39.467464),(18 39.862827),(19 40.12076),(20 40.440563),(21 40.796604),(22 40.85127),(23 41.105938),(24 40.882896),(25 41.051815),(26 41.8763),(27 41.82916),(28 41.78896),(29 41.94172),(30 42.168324),(31 42.10769),(32 42.716187),(33 42.669975),(34 42.476078),(35 42.317425),(36 42.062138),(37 42.596012),(38 42.69655),(39 42.811962),(40 42.86043),(41 43.125237),(42 43.985573),(43 43.748695),(44 43.56753),(45 43.16713),(46 43.426357),(47 42.996212),(48 42.48234),(49 42.866966),(50 43.043003),(51 43.245724),(52 43.194035),(53 44.62568),(54 44.95179),(55 45.731472),(56 46.25052),(57 46.618164),(58 46.94217),(59 46.774986),(60 47.42397),(61 48.052406),(62 48.911186),(63 48.725723),(64 49.021526),(65 49.414547),(66 49.985703),(67 50.548298),(68 51.24957),(69 52.06996),(70 52.29469),(71 52.509556),(72 52.885094),(73 52.61241),(74 52.435177),(75 51.57261),(76 51.100296),(77 51.30727),(78 51.178528),(79 50.929966),
(1 23.861835),(2 28.155586),(3 30.363295),(4 32.256954),(5 33.382565),(6 34.534782),(7 35.45326),(8 36.15002),(9 36.481842),(10 37.120213),(11 36.997696),(12 36.57297),(13 37.479893),(14 38.11109),(15 38.09342),(16 38.496773),(17 38.740517),(18 38.95133),(19 39.195877),(20 39.595356),(21 39.963734),(22 39.656265),(23 39.868393),(24 39.56758),(25 40.17403),(26 40.73487),(27 40.203327),(28 40.466373),(29 40.42303),(30 40.848927),(31 40.87488),(32 41.382256),(33 41.258686),(34 41.531837),(35 41.40578),(36 41.09969),(37 41.68261),(38 42.005802),(39 41.982155),(40 42.317688),(41 42.682606),(42 43.52698),(43 43.21542),(44 43.132755),(45 42.599197),(46 42.596233),(47 42.13987),(48 42.42845),(49 42.164646),(50 42.716663),(51 42.53854),(52 42.331562),(53 43.51871),(54 43.772316),(55 44.126083),(56 44.76001),(57 45.423122),(58 45.624794),(59 45.764435),(60 46.041927),(61 46.52737),(62 47.28045),(63 47.550713),(64 48.7396),(65 48.695976),(66 48.920086),(67 49.89038),(68 51.01719),(69 51.328587),(70 51.492752),(71 51.57818),(72 51.793602),(73 52.134293),(74 51.78196),(75 51.52146),(76 51.411526),(77 51.26149),(78 51.46529),(79 51.38122),
(1 23.34589),(2 27.458555),(3 30.081327),(4 31.547678),(5 33.143024),(6 34.55228),(7 35.53475),(8 35.77972),(9 36.12569),(10 36.541607),(11 36.457516),(12 35.978226),(13 36.805115),(14 37.66091),(15 37.256),(16 37.754047),(17 38.03884),(18 38.606533),(19 38.66853),(20 38.990944),(21 39.693195),(22 39.869728),(23 40.1458),(24 39.391106),(25 40.182556),(26 40.766506),(27 39.980343),(28 40.063766),(29 40.212345),(30 40.325165),(31 40.500786),(32 40.694515),(33 40.473362),(34 40.607845),(35 40.647495),(36 40.419666),(37 41.132214),(38 41.707382),(39 41.95807),(40 42.313026),(41 42.373745),(42 42.738594),(43 42.29269),(44 42.428528),(45 41.687874),(46 41.766678),(47 41.86155),(48 41.852722),(49 41.897434),(50 42.377552),(51 42.016712),(52 42.019283),(53 42.78813),(54 43.39029),(55 43.967445),(56 44.423954),(57 44.949986),(58 44.812195),(59 45.32398),(60 45.669556),(61 46.64232),(62 47.142067),(63 47.145164),(64 47.714325),(65 48.10986),(66 48.230747),(67 48.491684),(68 49.210888),(69 49.66084),(70 49.533245),(71 49.70915),(72 49.60574),(73 49.485867),(74 49.629784),(75 49.484207),(76 49.708153),(77 49.560234),(78 49.749226),(79 49.351486),
(1 23.245863),(2 27.619553),(3 30.07191),(4 31.66358),(5 33.010384),(6 34.604733),(7 35.65054),(8 35.923416),(9 36.620876),(10 36.98774),(11 37.31039),(12 37.214146),(13 38.394924),(14 38.87957),(15 38.477005),(16 38.863785),(17 39.042244),(18 39.399612),(19 39.89188),(20 39.455235),(21 40.170742),(22 40.187405),(23 39.881264),(24 39.554035),(25 39.826973),(26 40.445236),(27 40.00853),(28 40.09731),(29 40.673286),(30 40.798893),(31 40.48186),(32 40.44136),(33 40.445095),(34 40.42578),(35 39.960686),(36 40.046616),(37 40.769993),(38 41.589607),(39 41.319977),(40 41.770977),(41 41.945377),(42 42.580162),(43 42.66312),(44 42.464134),(45 42.257523),(46 42.172157),(47 42.002533),(48 42.22146),(49 42.24032),(50 42.55218),(51 42.349598),(52 42.543556),(53 43.71119),(54 44.027565),(55 44.605434),(56 45.026264),(57 45.59207),(58 46.02914),(59 45.88215),(60 46.59806),(61 47.424854),(62 47.987118),(63 47.76745),(64 48.01285),(65 48.37975),(66 48.338753),(67 48.68297),(68 49.32341),(69 49.851505),(70 49.798164),(71 49.65326),(72 49.828304),(73 50.030922),(74 50.04119),(75 49.44079),(76 49.614048),(77 49.473663),(78 49.536816),(79 48.485596),
(1 23.349203),(2 27.741625),(3 29.947151),(4 31.442268),(5 32.452785),(6 34.091316),(7 34.465942),(8 35.103394),(9 35.920853),(10 36.3807),(11 36.15447),(12 36.174076),(13 37.186264),(14 37.631268),(15 37.476982),(16 37.691177),(17 38.52251),(18 38.296963),(19 38.611816),(20 38.280968),(21 38.797577),(22 38.80961),(23 38.781395),(24 38.77903),(25 39.430954),(26 39.738068),(27 39.401665),(28 39.519985),(29 40.029865),(30 40.115128),(31 39.857586),(32 40.08768),(33 40.45033),(34 40.022106),(35 39.725548),(36 39.974144),(37 40.43204),(38 40.868267),(39 41.098873),(40 41.09723),(41 41.367165),(42 41.81812),(43 41.805573),(44 41.39769),(45 41.711376),(46 41.419632),(47 41.46548),(48 41.02015),(49 41.577633),(50 41.432728),(51 41.648052),(52 41.82638),(53 42.901806),(54 43.333103),(55 43.657017),(56 44.226814),(57 44.257507),(58 44.993786),(59 45.365826),(60 45.213238),(61 46.072826),(62 46.737843),(63 46.746998),(64 47.318226),(65 47.408493),(66 48.076206),(67 48.587738),(68 49.034695),(69 49.59144),(70 49.40496),(71 49.496178),(72 50.383587),(73 49.813416),(74 49.954166),(75 49.642887),(76 50.015644),(77 49.668198),(78 49.836834),(79 49.33483),
(1 23.23526),(2 27.720314),(3 30.031044),(4 31.337431),(5 32.49294),(6 33.792454),(7 34.94836),(8 35.422092),(9 36.294792),(10 37.012115),(11 36.937653),(12 37.033794),(13 37.94207),(14 38.18235),(15 37.752617),(16 37.980743),(17 38.508812),(18 38.73683),(19 38.470062),(20 38.457375),(21 38.72917),(22 39.029385),(23 39.14111),(24 39.05099),(25 39.47217),(26 39.957554),(27 40.03274),(28 40.096123),(29 39.9522),(30 40.26722),(31 40.047817),(32 40.299934),(33 40.51091),(34 40.50953),(35 40.110226),(36 40.550667),(37 40.83935),(38 41.48148),(39 41.295013),(40 41.487877),(41 41.490776),(42 41.609222),(43 41.236195),(44 41.30528),(45 41.42145),(46 41.712666),(47 41.996967),(48 41.765675),(49 41.679226),(50 41.88418),(51 41.8528),(52 41.95358),(53 42.90772),(54 42.843307),(55 43.430084),(56 44.13735),(57 44.130604),(58 44.790546),(59 44.599934),(60 44.73602),(61 45.318584),(62 45.772976),(63 45.331146),(64 46.00149),(65 46.24104),(66 47.012833),(67 47.32374),(68 47.722733),(69 48.12088),(70 48.066425),(71 47.940678),(72 48.214657),(73 47.8256),(74 48.034275),(75 47.728592),(76 47.59363),(77 47.28048),(78 47.970142),(79 47.47767),
(1 22.638208),(2 26.969553),(3 29.235716),(4 30.81127),(5 31.777418),(6 33.277344),(7 34.12847),(8 34.491497),(9 35.278214),(10 35.96364),(11 36.033302),(12 36.177464),(13 37.01824),(14 37.059395),(15 37.12635),(16 37.92567),(17 37.858307),(18 38.173363),(19 38.076836),(20 38.245842),(21 39.189213),(22 39.09876),(23 38.823986),(24 38.79219),(25 38.95981),(26 39.473618),(27 39.326946),(28 39.5125),(29 39.49756),(30 40.07994),(31 40.053032),(32 40.14957),(33 39.897327),(34 39.690323),(35 39.254044),(36 39.179077),(37 39.811546),(38 40.15052),(39 40.445255),(40 40.583374),(41 40.836155),(42 41.075966),(43 40.438866),(44 40.34894),(45 40.120564),(46 40.655575),(47 40.709064),(48 40.501682),(49 40.46341),(50 40.84068),(51 41.010025),(52 40.95896),(53 42.42559),(54 42.373207),(55 42.982433),(56 43.287037),(57 43.61679),(58 43.78564),(59 44.40879),(60 44.60386),(61 45.11752),(62 45.71756),(63 45.654404),(64 46.04433),(65 46.324596),(66 46.944878),(67 47.644966),(68 48.197372),(69 48.76164),(70 48.87085),(71 48.82689),(72 49.56068),(73 49.373295),(74 49.47571),(75 49.184696),(76 48.52082),(77 48.453587),(78 48.42297),(79 47.66165),
(1 22.342535),(2 26.341076),(3 28.474932),(4 30.138805),(5 30.92083),(6 32.727085),(7 33.267384),(8 33.577396),(9 34.18955),(10 34.750877),(11 34.924923),(12 34.840096),(13 35.84881),(14 35.60239),(15 35.75921),(16 36.168175),(17 36.436333),(18 37.04163),(19 36.566338),(20 36.677876),(21 37.45391),(22 37.388016),(23 37.141674),(24 37.565376),(25 38.13805),(26 38.4058),(27 38.227856),(28 38.591698),(29 38.68098),(30 39.23275),(31 39.700146),(32 40.031597),(33 40.122593),(34 39.887768),(35 39.785713),(36 39.758663),(37 40.207108),(38 40.554398),(39 40.218815),(40 40.383545),(41 40.68865),(42 41.42512),(43 41.052498),(44 40.851963),(45 40.598297),(46 40.459663),(47 40.61661),(48 40.439964),(49 40.622017),(50 40.690987),(51 40.374672),(52 40.8311),(53 42.093964),(54 42.44662),(55 43.109043),(56 43.879322),(57 44.313225),(58 44.284344),(59 44.160156),(60 44.66707),(61 45.467243),(62 46.675064),(63 46.83545),(64 47.141968),(65 47.469574),(66 48.451263),(67 48.93099),(68 49.73798),(69 50.182903),(70 50.194927),(71 50.157864),(72 50.93788),(73 50.548203),(74 50.53512),(75 49.524696),(76 49.214222),(77 48.7642),(78 49.186043),(79 48.63516),
(1 22.435442),(2 26.428),(3 28.645548),(4 30.277493),(5 31.327925),(6 32.545662),(7 33.018143),(8 34.097343),(9 34.59391),(10 35.098698),(11 35.276527),(12 35.665302),(13 36.662537),(14 36.905975),(15 36.84052),(16 37.12562),(17 37.443752),(18 37.739666),(19 37.81325),(20 38.106842),(21 38.277145),(22 37.963108),(23 38.192375),(24 38.152657),(25 38.53393),(26 38.799793),(27 38.671688),(28 38.674156),(29 39.050903),(30 39.162483),(31 38.8312),(32 39.784927),(33 39.76321),(34 39.70506),(35 39.52426),(36 39.36991),(37 39.826565),(38 39.793945),(39 40.27984),(40 40.367123),(41 40.724686),(42 41.216248),(43 41.207993),(44 40.802944),(45 40.667786),(46 40.778156),(47 41.02633),(48 40.13482),(49 40.63852),(50 40.510292),(51 40.19968),(52 40.42443),(53 41.46783),(54 41.612106),(55 42.23847),(56 42.945503),(57 43.222355),(58 43.23468),(59 43.81009),(60 44.068073),(61 44.84158),(62 45.690792),(63 45.710278),(64 45.933594),(65 46.59469),(66 46.859463),(67 47.160706),(68 48.76072),(69 48.647915),(70 49.131756),(71 49.662292),(72 50.097473),(73 50.03811),(74 49.771637),(75 49.37361),(76 49.27461),(77 48.483707),(78 48.546333),(79 47.90806),
(1 22.344282),(2 26.866566),(3 28.758963),(4 29.843044),(5 30.95625),(6 32.23948),(7 32.913788),(8 34.064533),(9 34.38664),(10 34.713764),(11 35.10319),(12 35.43533),(13 36.45636),(14 36.489796),(15 36.585224),(16 37.117886),(17 37.18857),(18 37.33643),(19 37.27023),(20 37.450787),(21 37.917717),(22 38.032932),(23 37.59465),(24 37.284424),(25 38.008823),(26 38.687546),(27 38.536083),(28 38.298023),(29 38.38729),(30 39.38011),(31 39.012352),(32 39.138435),(33 38.965546),(34 39.017128),(35 38.68582),(36 38.971943),(37 39.834927),(38 40.02792),(39 39.59436),(40 40.01324),(41 40.14397),(42 40.450764),(43 40.733303),(44 40.55578),(45 40.03418),(46 40.595394),(47 40.698772),(48 40.101772),(49 40.24765),(50 40.751793),(51 40.171215),(52 40.443924),(53 41.423893),(54 41.792645),(55 42.10475),(56 42.436848),(57 42.950016),(58 43.151146),(59 43.238243),(60 43.636864),(61 44.180893),(62 44.64295),(63 44.27356),(64 44.98178),(65 45.638977),(66 46.150787),(67 46.35718),(68 47.110672),(69 47.376335),(70 47.49184),(71 47.668865),(72 47.73046),(73 48.029865),(74 47.955883),(75 47.58207),(76 47.47779),(77 46.84637),(78 46.431858),(79 45.97916),
(1 21.802849),(2 26.16841),(3 28.04186),(4 29.416855),(5 31.000044),(6 31.727821),(7 32.897133),(8 32.989094),(9 33.639416),(10 34.00551),(11 34.49949),(12 34.37673),(13 34.85508),(14 35.345253),(15 35.382862),(16 35.872414),(17 35.946953),(18 36.51705),(19 37.14672),(20 37.095192),(21 37.310314),(22 37.246452),(23 36.932674),(24 36.83891),(25 37.21),(26 37.981018),(27 37.943043),(28 37.48827),(29 37.85024),(30 38.630062),(31 38.661083),(32 38.225628),(33 38.40858),(34 38.543686),(35 37.83468),(36 37.99014),(37 38.54988),(38 38.948498),(39 38.771843),(40 39.40581),(41 39.622856),(42 39.801674),(43 40.150837),(44 39.80162),(45 39.878677),(46 39.907837),(47 40.05472),(48 39.338943),(49 40.138454),(50 40.106243),(51 39.78475),(52 40.157917),(53 40.906948),(54 41.314873),(55 41.602264),(56 41.849903),(57 42.17732),(58 42.739666),(59 42.946087),(60 43.212242),(61 44.18017),(62 44.688057),(63 44.11849),(64 44.66797),(65 44.979813),(66 45.285873),(67 45.82),(68 46.695385),(69 47.37144),(70 47.237854),(71 47.3655),(72 47.53995),(73 47.52086),(74 47.3046),(75 47.37917),(76 47.33347),(77 46.946194),(78 47.218277),(79 46.78848),
