1.5,2.5,3.5,4.5,5.5,6.5,7.5,8.5,9.5,10.5,11.5,12.5,13.5,14.5,15.5,16.5,17.5,18.5,19.5,20.5,21.5,22.5,23.5,24.5,25.5,26.5,27.5,28.5,29.5,30.5,31.5,32.5,33.5,34.5,35.5,36.5,37.5,38.5,39.5,40.5,41.5,42.5,43.5,44.5,45.5,46.5,47.5,48.5,49.5,50.5,51.5,52.5,53.5,54.5,55.5,56.5,57.5,58.5,59.5,60.5,61.5,62.5,63.5,64.5,65.5,66.5,67.5,68.5,69.5,70.5,71.5,72.5,73.5,74.5,75.5,76.5,77.5,78.5,79.5,80.5,81.5,82.5,83.5,84.5,85.5,86.5,87.5,88.5,89.5,90.5,91.5,92.5,93.5,94.5,95.5,96.5,97.5,98.5,99.5,100.5,101.5,102.5,103.5,104.5,105.5,106.5,107.5,108.5,109.5,110.5,111.5,112.5,113.5,114.5,115.5,116.5,117.5,118.5,119.5,120.5,121.5,122.5,123.5,124.5,125.5,126.5,127.5,128.5,129.5,130.5,131.5,132.5,133.5,134.5,135.5,136.5,137.5,138.5,139.5,140.5,141.5,142.5,143.5,144.5,145.5,146.5,147.5,148.5,149.5,150.5,151.5,152.5,153.5,154.5,155.5,156.5,157.5,158.5,159.5,160.5,161.5,162.5,163.5,164.5,165.5,166.5,167.5,168.5,169.5,170.5,171.5,172.5,173.5,174.5,175.5,176.5,177.5,178.5,179.5,180.5,181.5,182.5,183.5,184.5,185.5,186.5,187.5,188.5,189.5,190.5,191.5,192.5,193.5,194.5,195.5,196.5,197.5,198.5,199.5,200.5,201.5,202.5,203.5,204.5,205.5,206.5,207.5,208.5,209.5,210.5,211.5,212.5,213.5,214.5,215.5,216.5,217.5,218.5,219.5,220.5,221.5,222.5,223.5,224.5,225.5,226.5,227.5,228.5,229.5,230.5,231.5,232.5,233.5,234.5,235.5,236.5,237.5,238.5,239.5,240.5,241.5,242.5,243.5,244.5,245.5,246.5,247.5,248.5,249.5,250.5,251.5,252.5,253.5,254.5,255.5,256.5,257.5,258.5,259.5,260.5,261.5,262.5,263.5,264.5,265.5,266.5,267.5,268.5,269.5,270.5,271.5,272.5,273.5,274.5,275.5,276.5,277.5,278.5,279.5,280.5,281.5,282.5,283.5,284.5,285.5,286.5,287.5,288.5,289.5,290.5,291.5,292.5,293.5,294.5,295.5,296.5,297.5,298.5,299.5,300.5,301.5,302.5,303.5,304.5,305.5,306.5,307.5,308.5,309.5,310.5,311.5,312.5,313.5,314.5,315.5,316.5,317.5,318.5,319.5,320.5,321.5,322.5,323.5,324.5,325.5,326.5,327.5,328.5,329.5,330.5,331.5,332.5,333.5,334.5,335.5,336.5,337.5,338.5,339.5,340.5,341.5,342.5,343.5,344.5,345.5,346.5,347.5,348.5,349.5,350.5,351.5,352.5,353.5,354.5,355.5,356.5,357.5,358.5,359.5,360.5,361.5,362.5,363.5,364.5,365.5,366.5,367.5,368.5,369.5,370.5,371.5,372.5,373.5,374.5,375.5,376.5,377.5,378.5,379.5,380.5,381.5,382.5,383.5,384.5,385.5,386.5,387.5,388.5,389.5,390.5,391.5,392.5,393.5,394.5,395.5,396.5,397.5,398.5,399.5,400.5,401.5,402.5,403.5,404.5,405.5,406.5,407.5,408.5,409.5,410.5,411.5,412.5,413.5,414.5,415.5,416.5,417.5,418.5,419.5,420.5,421.5,422.5,423.5,424.5,425.5,426.5,427.5,428.5,429.5,430.5,431.5,432.5,433.5,434.5,435.5,436.5,437.5,438.5,439.5,440.5,441.5,442.5,443.5,444.5,445.5,446.5,447.5,448.5,449.5,450.5,451.5,452.5,453.5,454.5,455.5,456.5,457.5,458.5,459.5,460.5,461.5,462.5,463.5,464.5,465.5,466.5,467.5,468.5,469.5,470.5,471.5,472.5,473.5,474.5,475.5,476.5,477.5,478.5,479.5,480.5,481.5,482.5,483.5,484.5,485.5,486.5,487.5,488.5,489.5,490.5,491.5,492.5,493.5,494.5,495.5,496.5,497.5,498.5,499.5,
(1 169254.83),(2 463810),(3 793416.5),(4 1202980.1),(5 1608182.4),(6 1952046.6),(7 2324070.3),(8 2698090.8),(9 2980483.8),(10 3275501.8),(11 3561113.3),(12 3661250.3),(13 3694328.3),(14 3741347.3),(15 3764650.3),(16 3737022.8),(17 3633175.3),(18 3565280.3),(19 3613369.3),(20 3590779.3),(21 3555647),(22 3601955.3),(23 3725123.8),(24 3764456),(25 3757916.8),(26 3974414),(27 4404733),(28 4807266.5),(29 5313965.5),(30 6221090),(31 7017115.5),(32 7441190),(33 8296191.5),(34 9248479),(35 9921252),(36 10229265),(37 10864444),(38 11471333),(39 12285363),(40 12906000),(41 13272815),(42 13745216),(43 14366565),(44 14823520),(45 15255299),(46 15536581),(47 15815309),(48 16133863),(49 16187720),(50 16302328),(51 16563779),(52 16467932),(53 16451052),(54 16368004),(55 16093925),(56 16009619),(57 15957296),(58 15663072),(59 15474136),(60 15442187),(61 15341469),(62 15102357),(63 14836495),(64 14571216),(65 14340851),(66 14031439),(67 13701924),(68 13408855),(69 13290828),(70 13283196),(71 13130261),(72 13072416),(73 13400485),(74 13393333),(75 13190360),(76 13655515),(77 14685699),(78 15888173),(79 17221778),
(1 16.616278),(2 18.976244),(3 19.614616),(4 19.789738),(5 20.097565),(6 20.128542),(7 20.379143),(8 20.519943),(9 20.758774),(10 20.806211),(11 20.62864),(12 20.905478),(13 20.754515),(14 20.779099),(15 20.827597),(16 20.88909),(17 21.029947),(18 20.689362),(19 21.212564),(20 21.059225),(21 21.380323),(22 21.046658),(23 21.056093),(24 20.940006),(25 21.044003),(26 21.22907),(27 21.129763),(28 20.69835),(29 20.74388),(30 20.623318),(31 20.633482),(32 20.58669),(33 20.711412),(34 20.948996),(35 20.53025),(36 20.842133),(37 20.932524),(38 21.106812),(39 21.401196),(40 21.667953),(41 21.780493),(42 21.410858),(43 21.248037),(44 21.212332),(45 21.444746),(46 21.326197),(47 21.272053),(48 21.48636),(49 21.534998),(50 21.309042),(51 21.157047),(52 21.038485),(53 21.240452),(54 21.294657),(55 21.463232),(56 21.477226),(57 20.996729),(58 20.910406),(59 20.840567),(60 21.099974),(61 21.084974),(62 20.814522),(63 20.769762),(64 20.770142),(65 20.91615),(66 20.871593),(67 20.822721),(68 20.939342),(69 21.04833),(70 21.162922),(71 21.55369),(72 21.44293),(73 21.637136),(74 21.676165),(75 21.464886),(76 21.340197),(77 21.243843),(78 21.500145),(79 21.36518),
(1 16.551214),(2 18.677868),(3 19.273352),(4 19.713348),(5 20.078552),(6 20.125576),(7 20.143913),(8 20.654186),(9 20.703466),(10 20.706287),(11 20.97766),(12 20.917807),(13 20.817062),(14 20.96894),(15 21.018642),(16 20.707241),(17 20.8863),(18 20.872906),(19 20.7754),(20 20.608135),(21 20.869816),(22 20.837076),(23 20.670591),(24 20.71667),(25 20.795603),(26 20.569004),(27 20.654108),(28 20.62571),(29 20.87385),(30 20.846619),(31 20.662287),(32 20.58274),(33 20.728115),(34 20.820902),(35 20.796011),(36 20.479708),(37 20.802141),(38 20.885294),(39 21.110067),(40 21.170204),(41 21.43975),(42 21.301727),(43 21.226784),(44 21.176458),(45 21.2723),(46 21.210606),(47 20.8589),(48 21.180674),(49 21.269684),(50 20.995296),(51 20.916323),(52 21.018608),(53 21.082987),(54 20.724781),(55 21.071259),(56 21.217312),(57 21.092976),(58 20.805534),(59 21.041553),(60 20.951925),(61 21.026026),(62 21.047596),(63 20.55237),(64 20.814394),(65 20.848797),(66 20.692955),(67 20.775728),(68 20.561005),(69 20.638756),(70 20.666708),(71 21.166927),(72 20.963335),(73 21.043886),(74 20.939884),(75 21.017466),(76 21.102299),(77 21.177675),(78 20.945635),(79 21.256565),
(1 16.407372),(2 18.262495),(3 19.541424),(4 19.692892),(5 19.733788),(6 19.719103),(7 20.035559),(8 20.143019),(9 20.556515),(10 20.807106),(11 20.851557),(12 20.935131),(13 21.00337),(14 20.969275),(15 20.713484),(16 20.681717),(17 20.814335),(18 20.971247),(19 20.770346),(20 20.878729),(21 20.792728),(22 20.56651),(23 20.548302),(24 20.530704),(25 20.569311),(26 20.439074),(27 20.552128),(28 20.677696),(29 20.530788),(30 20.407259),(31 20.56889),(32 20.496475),(33 20.42013),(34 20.42918),(35 20.667593),(36 20.595469),(37 20.792711),(38 20.989405),(39 20.83438),(40 21.208422),(41 21.569212),(42 21.33677),(43 21.227285),(44 21.089666),(45 21.100142),(46 20.845293),(47 20.736046),(48 20.9263),(49 20.69189),(50 20.885313),(51 20.946922),(52 20.687202),(53 21.047655),(54 20.85604),(55 20.992277),(56 21.19329),(57 21.061415),(58 20.765116),(59 20.85454),(60 20.605953),(61 20.690878),(62 21.043081),(63 20.80509),(64 20.656055),(65 20.667555),(66 20.756332),(67 20.795927),(68 20.659266),(69 20.78138),(70 20.64667),(71 20.774986),(72 20.917023),(73 21.100313),(74 21.094568),(75 20.992767),(76 20.84043),(77 20.743216),(78 20.765985),(79 21.237474),
(1 16.332085),(2 18.288841),(3 19.318283),(4 19.39109),(5 19.528896),(6 19.697897),(7 19.9409),(8 20.219528),(9 20.284853),(10 20.000698),(11 20.068722),(12 20.271278),(13 20.490753),(14 20.376831),(15 20.037924),(16 20.156204),(17 20.522453),(18 20.583101),(19 20.392445),(20 20.424929),(21 20.688532),(22 20.341688),(23 20.474834),(24 20.369453),(25 20.531866),(26 20.147556),(27 20.405647),(28 20.424477),(29 20.290813),(30 19.857813),(31 19.99016),(32 20.114466),(33 20.32064),(34 20.282076),(35 20.39147),(36 20.27482),(37 20.263157),(38 20.556805),(39 20.639902),(40 21.200884),(41 21.0261),(42 20.946924),(43 21.057348),(44 21.131735),(45 21.313007),(46 21.059055),(47 21.014982),(48 21.233349),(49 21.225567),(50 20.935722),(51 20.849691),(52 20.936892),(53 20.846766),(54 20.584042),(55 21.047054),(56 20.72559),(57 20.77818),(58 20.585127),(59 20.713566),(60 20.71151),(61 20.888422),(62 20.779636),(63 20.549955),(64 20.349943),(65 20.607574),(66 20.469927),(67 20.536234),(68 20.579756),(69 20.781958),(70 20.707056),(71 20.903078),(72 20.927477),(73 21.01577),(74 20.936106),(75 21.008392),(76 20.951334),(77 20.605324),(78 20.786022),(79 20.86887),
(1 16.340605),(2 18.141884),(3 19.127304),(4 19.468155),(5 19.63862),(6 19.493567),(7 19.93953),(8 19.867023),(9 19.858189),(10 19.90353),(11 20.175886),(12 20.352787),(13 20.442413),(14 20.414577),(15 20.53528),(16 20.697752),(17 20.893219),(18 20.409067),(19 20.318419),(20 20.495996),(21 20.32318),(22 20.177423),(23 20.049416),(24 20.108358),(25 20.190369),(26 19.998293),(27 20.100067),(28 19.97163),(29 20.184841),(30 20.14466),(31 20.06947),(32 19.786879),(33 20.248123),(34 20.22483),(35 20.27976),(36 20.262753),(37 20.328371),(38 20.437193),(39 20.59002),(40 20.768126),(41 21.004644),(42 20.807556),(43 20.737047),(44 20.66414),(45 20.503565),(46 20.540903),(47 20.407671),(48 20.861471),(49 20.688236),(50 20.777689),(51 20.358585),(52 20.482746),(53 20.593847),(54 20.333038),(55 20.669758),(56 20.896599),(57 21.102488),(58 20.695868),(59 20.868355),(60 20.767357),(61 20.911236),(62 20.929138),(63 20.667583),(64 20.606825),(65 20.96552),(66 20.755777),(67 20.638794),(68 20.53143),(69 20.804867),(70 20.821098),(71 20.786797),(72 21.038616),(73 20.990936),(74 20.95587),(75 20.630491),(76 20.507164),(77 20.52563),(78 20.519714),(79 20.6761),
(1 16.396748),(2 18.388733),(3 19.093977),(4 19.585957),(5 19.726507),(6 19.484838),(7 19.706434),(8 19.812603),(9 19.942532),(10 20.052788),(11 20.375305),(12 20.410725),(13 20.483812),(14 20.176727),(15 20.060698),(16 19.945301),(17 20.541054),(18 20.054733),(19 20.285538),(20 20.208775),(21 20.395441),(22 19.889877),(23 19.876678),(24 20.0771),(25 19.86152),(26 19.804457),(27 19.811655),(28 19.876347),(29 20.291069),(30 19.88831),(31 19.839828),(32 19.610151),(33 19.885237),(34 20.132002),(35 20.337385),(36 20.1875),(37 20.476563),(38 20.315212),(39 20.688496),(40 20.862217),(41 21.02021),(42 20.788418),(43 20.933605),(44 20.672918),(45 21.075668),(46 20.844376),(47 20.63359),(48 20.941338),(49 20.682789),(50 20.750814),(51 20.450573),(52 20.476908),(53 20.459944),(54 20.488626),(55 20.38912),(56 20.55341),(57 20.732235),(58 20.411194),(59 20.493872),(60 20.523123),(61 20.572344),(62 20.45764),(63 20.485525),(64 20.368273),(65 20.578712),(66 20.3892),(67 20.54537),(68 20.559656),(69 20.563763),(70 20.494238),(71 20.375536),(72 20.563253),(73 20.605896),(74 20.736847),(75 20.523804),(76 20.49784),(77 20.775293),(78 20.681889),(79 20.502737),
(1 16.375055),(2 18.278645),(3 19.17823),(4 19.503815),(5 19.513147),(6 19.594707),(7 19.95458),(8 20.04663),(9 20.56515),(10 20.188885),(11 20.275747),(12 20.162165),(13 20.176996),(14 20.231209),(15 20.15633),(16 20.09726),(17 20.259266),(18 20.06548),(19 20.384695),(20 20.168596),(21 20.47438),(22 20.304901),(23 20.186134),(24 20.025738),(25 20.028082),(26 20.026484),(27 20.030825),(28 20.126728),(29 20.308832),(30 19.8065),(31 19.68621),(32 19.752079),(33 19.9133),(34 19.93482),(35 19.873268),(36 19.813251),(37 20.103682),(38 20.170767),(39 20.197243),(40 20.532995),(41 20.720087),(42 20.727938),(43 20.659092),(44 20.53515),(45 20.636662),(46 20.53461),(47 20.590092),(48 20.977467),(49 20.67007),(50 20.43695),(51 20.397434),(52 20.354914),(53 20.358946),(54 20.238935),(55 20.26054),(56 20.539806),(57 20.283281),(58 20.154095),(59 20.063396),(60 20.085655),(61 20.340567),(62 20.467009),(63 20.319973),(64 20.362993),(65 20.312124),(66 20.212614),(67 20.129251),(68 20.321304),(69 20.414661),(70 20.251331),(71 20.50813),(72 20.660849),(73 20.405575),(74 20.528997),(75 20.465187),(76 20.456753),(77 20.351542),(78 20.563375),(79 20.643353),
(1 16.28237),(2 18.101027),(3 18.816813),(4 19.21046),(5 19.41291),(6 19.770704),(7 20.000628),(8 20.094172),(9 20.09681),(10 19.942675),(11 20.247553),(12 20.090525),(13 20.36493),(14 20.141935),(15 20.231638),(16 20.48046),(17 20.481792),(18 20.432407),(19 20.131845),(20 20.173954),(21 20.48153),(22 20.282377),(23 20.06902),(24 20.229921),(25 20.625412),(26 20.401436),(27 20.354937),(28 20.457273),(29 20.273348),(30 20.190517),(31 20.162655),(32 20.073801),(33 20.330582),(34 20.356009),(35 20.39607),(36 20.318048),(37 20.497297),(38 20.547703),(39 20.791468),(40 20.944149),(41 20.903969),(42 20.820639),(43 20.812763),(44 20.632093),(45 20.757431),(46 20.679987),(47 20.71512),(48 20.77888),(49 20.682928),(50 20.686605),(51 20.418182),(52 20.335785),(53 20.28571),(54 20.461006),(55 20.537552),(56 20.530762),(57 20.583271),(58 20.32435),(59 20.50932),(60 20.633984),(61 20.918415),(62 20.985415),(63 20.517197),(64 20.287056),(65 20.606134),(66 20.111902),(67 20.551497),(68 20.368822),(69 20.229876),(70 20.424513),(71 20.401545),(72 20.640429),(73 20.75506),(74 20.474731),(75 20.489841),(76 20.81765),(77 20.86112),(78 20.83397),(79 20.896168),
(1 15.97013),(2 18.03057),(3 18.95484),(4 19.19572),(5 19.1851),(6 19.041529),(7 19.273907),(8 19.472046),(9 19.937922),(10 19.981503),(11 20.035456),(12 19.71414),(13 19.947226),(14 19.955973),(15 19.893475),(16 19.955654),(17 19.75883),(18 19.686367),(19 20.193796),(20 19.862467),(21 20.394247),(22 19.931564),(23 19.851662),(24 19.818668),(25 20.144638),(26 19.975567),(27 20.017004),(28 19.846863),(29 20.076208),(30 20.143131),(31 20.094734),(32 19.765547),(33 19.914427),(34 19.78755),(35 19.820133),(36 19.735912),(37 20.171446),(38 20.209332),(39 20.348995),(40 20.636776),(41 20.737436),(42 20.577158),(43 20.572336),(44 20.275648),(45 20.576862),(46 20.209278),(47 20.534412),(48 20.58773),(49 20.516066),(50 20.66229),(51 20.471987),(52 20.084425),(53 20.116024),(54 20.119202),(55 20.52268),(56 20.454798),(57 20.531288),(58 20.276638),(59 20.269865),(60 20.244173),(61 20.37982),(62 20.567152),(63 20.10024),(64 20.274357),(65 20.540953),(66 20.108747),(67 20.33608),(68 20.03937),(69 20.157183),(70 20.3024),(71 20.467321),(72 20.538847),(73 20.433968),(74 20.333624),(75 20.055891),(76 20.192726),(77 20.614393),(78 20.536724),(79 20.596676),
(1 16.015732),(2 18.084755),(3 18.781637),(4 18.984863),(5 19.188858),(6 19.161388),(7 19.564837),(8 19.94626),(9 19.979425),(10 19.911037),(11 20.000404),(12 19.936329),(13 19.943151),(14 20.075487),(15 20.122099),(16 20.199545),(17 20.429888),(18 20.117178),(19 20.270037),(20 20.009375),(21 20.221382),(22 19.969131),(23 19.849285),(24 19.88329),(25 19.825953),(26 19.780823),(27 19.812319),(28 20.066036),(29 19.752598),(30 19.606527),(31 19.820202),(32 19.63944),(33 20.176058),(34 20.083366),(35 20.04545),(36 19.999596),(37 20.420418),(38 20.554049),(39 20.625965),(40 20.934294),(41 20.92224),(42 20.9636),(43 20.770878),(44 20.627104),(45 20.854115),(46 20.875994),(47 20.726534),(48 20.645924),(49 20.614801),(50 20.665924),(51 20.471346),(52 20.638266),(53 20.63131),(54 20.346876),(55 20.451727),(56 20.607784),(57 20.51373),(58 20.446716),(59 20.323877),(60 20.311451),(61 20.488998),(62 20.521723),(63 20.10926),(64 20.212511),(65 20.142931),(66 20.11474),(67 20.120058),(68 19.894457),(69 20.30001),(70 20.358313),(71 20.342993),(72 20.51003),(73 20.584589),(74 20.758057),(75 20.948578),(76 20.483576),(77 20.75405),(78 20.582228),(79 20.756533),
(1 16.005064),(2 18.359312),(3 19.124794),(4 19.434185),(5 19.500656),(6 19.614212),(7 19.587225),(8 19.926222),(9 20.38002),(10 20.322697),(11 20.49949),(12 20.458416),(13 20.493767),(14 20.445303),(15 20.360245),(16 20.316433),(17 20.43601),(18 20.336573),(19 20.447798),(20 20.386927),(21 20.616165),(22 20.177319),(23 20.312485),(24 20.012245),(25 19.89121),(26 20.037817),(27 20.113092),(28 20.106106),(29 20.294844),(30 19.878927),(31 19.919455),(32 20.017036),(33 20.43227),(34 20.135561),(35 20.4278),(36 20.383629),(37 20.655182),(38 20.643684),(39 20.9611),(40 21.059278),(41 21.175882),(42 21.0601),(43 20.94795),(44 20.694206),(45 20.6889),(46 20.63803),(47 20.69357),(48 20.810366),(49 21.025896),(50 21.216835),(51 20.982153),(52 20.793297),(53 20.826927),(54 20.563276),(55 20.685913),(56 20.603128),(57 20.573017),(58 20.473965),(59 20.441854),(60 20.283953),(61 20.37133),(62 20.504238),(63 20.471954),(64 20.408878),(65 20.386835),(66 20.315586),(67 20.234903),(68 19.927896),(69 20.125193),(70 20.350725),(71 20.44142),(72 20.56762),(73 20.645805),(74 20.60822),(75 20.250618),(76 20.241686),(77 20.583557),(78 20.57166),(79 20.84924),
(1 15.470782),(2 17.462046),(3 18.49351),(4 18.501982),(5 18.527426),(6 18.70774),(7 18.73767),(8 19.0941),(9 19.336172),(10 19.124289),(11 19.297369),(12 19.136494),(13 19.294252),(14 19.563608),(15 19.365105),(16 19.544373),(17 19.639393),(18 19.404154),(19 19.160816),(20 19.215982),(21 19.441284),(22 19.055882),(23 19.204996),(24 19.276226),(25 19.40927),(26 19.097681),(27 19.336273),(28 19.345924),(29 19.544811),(30 19.449402),(31 19.471045),(32 19.249067),(33 19.473461),(34 19.449589),(35 19.78771),(36 19.75123),(37 19.565123),(38 19.535559),(39 19.575872),(40 20.0485),(41 20.268658),(42 19.90381),(43 19.990723),(44 19.882687),(45 19.972448),(46 19.886612),(47 20.032175),(48 19.84551),(49 19.93817),(50 19.873163),(51 19.72451),(52 19.534239),(53 19.688028),(54 19.49827),(55 19.574207),(56 19.427732),(57 19.413237),(58 19.492607),(59 19.581686),(60 19.637043),(61 19.71019),(62 19.476004),(63 19.49669),(64 19.709478),(65 19.799166),(66 19.48317),(67 19.421362),(68 19.38974),(69 19.185791),(70 19.17993),(71 19.569748),(72 19.603516),(73 19.487429),(74 19.362555),(75 19.283098),(76 19.442911),(77 19.73901),(78 19.730087),(79 19.902618),
(1 16.117096),(2 18.158287),(3 18.845427),(4 19.108318),(5 19.471966),(6 19.631968),(7 19.902578),(8 19.814754),(9 19.968058),(10 20.250656),(11 20.156097),(12 20.010685),(13 20.49422),(14 20.398),(15 20.190289),(16 20.27597),(17 20.137543),(18 20.035683),(19 20.270475),(20 20.237236),(21 20.3903),(22 20.290125),(23 20.288172),(24 20.319857),(25 20.077843),(26 19.743345),(27 19.769693),(28 19.87966),(29 20.02753),(30 19.934336),(31 19.797922),(32 19.668056),(33 19.811956),(34 19.805918),(35 19.762228),(36 19.723373),(37 20.009409),(38 19.999039),(39 20.19838),(40 20.19692),(41 20.687998),(42 20.40858),(43 20.346),(44 20.261938),(45 20.471224),(46 20.464354),(47 20.744377),(48 20.690765),(49 20.742804),(50 20.521177),(51 20.416504),(52 20.45779),(53 20.272207),(54 20.104536),(55 20.329172),(56 20.155228),(57 20.410713),(58 20.174866),(59 20.198065),(60 20.09668),(61 20.323893),(62 20.127108),(63 19.810616),(64 19.821949),(65 19.957207),(66 20.031849),(67 20.034994),(68 19.770508),(69 20.03098),(70 19.99071),(71 20.353632),(72 20.25678),(73 20.450367),(74 20.265778),(75 20.11682),(76 20.02135),(77 20.132914),(78 20.434488),(79 20.570261),
(1 15.888272),(2 17.913834),(3 18.508152),(4 19.200426),(5 19.176739),(6 19.172281),(7 19.390978),(8 19.542492),(9 19.672949),(10 19.886522),(11 19.68049),(12 19.985283),(13 20.280476),(14 20.215452),(15 19.654202),(16 20.005022),(17 20.039976),(18 19.749985),(19 19.835314),(20 19.8695),(21 19.850723),(22 19.88068),(23 19.530762),(24 19.610653),(25 19.519836),(26 19.750439),(27 19.447811),(28 19.531828),(29 19.67034),(30 19.56744),(31 19.676958),(32 19.57449),(33 19.593388),(34 19.502972),(35 19.644863),(36 19.565363),(37 19.692097),(38 19.932615),(39 19.823946),(40 19.96913),(41 20.328371),(42 20.277014),(43 19.831892),(44 19.742378),(45 19.839846),(46 19.702047),(47 19.735952),(48 19.890528),(49 20.1826),(50 19.793394),(51 19.839294),(52 19.736845),(53 19.845211),(54 19.598108),(55 19.957033),(56 19.787056),(57 19.91245),(58 19.671295),(59 19.729895),(60 19.721497),(61 19.903887),(62 20.038742),(63 19.920292),(64 20.161098),(65 20.17423),(66 19.92876),(67 19.924202),(68 19.922228),(69 19.869379),(70 19.966408),(71 20.549067),(72 20.206905),(73 20.189249),(74 20.193571),(75 20.094511),(76 20.048983),(77 20.017014),(78 20.064884),(79 20.282381),
(1 15.7806835),(2 17.573902),(3 18.462263),(4 18.956715),(5 18.893019),(6 18.567097),(7 18.869339),(8 19.125757),(9 19.230944),(10 19.233295),(11 19.530903),(12 19.276108),(13 19.570879),(14 19.556505),(15 19.480846),(16 19.439722),(17 19.534496),(18 19.34573),(19 19.506903),(20 19.607492),(21 19.674486),(22 19.462597),(23 19.167952),(24 19.28855),(25 19.33771),(26 19.08455),(27 19.022268),(28 19.506626),(29 19.744213),(30 19.614473),(31 19.501125),(32 19.305208),(33 19.701424),(34 19.595133),(35 19.537073),(36 19.678524),(37 19.911745),(38 19.782703),(39 20.159616),(40 20.040268),(41 20.240076),(42 19.928368),(43 20.19647),(44 19.995943),(45 20.123476),(46 20.06469),(47 20.103348),(48 19.987242),(49 20.260223),(50 20.211891),(51 19.832054),(52 20.071955),(53 20.128626),(54 20.137035),(55 20.148935),(56 20.48126),(57 20.25658),(58 20.151226),(59 20.137794),(60 20.184822),(61 20.002851),(62 19.877714),(63 19.80262),(64 19.868357),(65 20.335562),(66 19.9277),(67 19.887314),(68 19.68465),(69 19.701187),(70 19.956179),(71 19.897322),(72 19.696991),(73 19.855783),(74 19.916994),(75 20.001879),(76 20.071697),(77 19.962004),(78 20.034637),(79 20.188353),
(1 15.87678),(2 17.830736),(3 18.763126),(4 18.901045),(5 19.064388),(6 19.016651),(7 19.263935),(8 19.608717),(9 19.76553),(10 19.704052),(11 19.732172),(12 19.817017),(13 19.798523),(14 19.858995),(15 19.548426),(16 19.900724),(17 20.054424),(18 19.907),(19 19.920609),(20 19.891842),(21 20.288279),(22 20.027756),(23 19.838133),(24 19.632051),(25 19.755241),(26 19.668856),(27 19.697401),(28 19.68039),(29 19.331108),(30 19.638878),(31 19.3841),(32 19.62141),(33 19.67286),(34 19.57583),(35 19.688023),(36 19.733915),(37 20.027924),(38 19.987139),(39 20.153193),(40 20.415527),(41 20.533974),(42 20.469027),(43 20.364418),(44 20.285395),(45 20.391367),(46 20.094433),(47 20.748564),(48 20.473581),(49 20.57865),(50 20.160496),(51 19.881527),(52 19.933626),(53 19.915497),(54 19.807695),(55 20.051477),(56 20.03798),(57 19.931395),(58 19.893341),(59 19.874626),(60 19.847359),(61 19.96032),(62 20.119595),(63 19.285782),(64 19.617342),(65 19.836872),(66 19.52379),(67 19.50957),(68 19.817427),(69 19.973442),(70 19.98759),(71 20.307135),(72 20.266275),(73 20.467787),(74 20.059004),(75 20.27515),(76 19.953754),(77 20.090578),(78 20.36885),(79 20.307716),
(1 15.673877),(2 17.14887),(3 18.02402),(4 18.461578),(5 18.76923),(6 18.874022),(7 19.338781),(8 19.533182),(9 19.414026),(10 19.457237),(11 19.496033),(12 19.333323),(13 19.508108),(14 19.627975),(15 19.309458),(16 19.516214),(17 19.887972),(18 19.697886),(19 19.556746),(20 19.310377),(21 19.603241),(22 19.379234),(23 19.285654),(24 19.350142),(25 19.290611),(26 19.31877),(27 19.288042),(28 19.488289),(29 19.356585),(30 19.409725),(31 18.927143),(32 19.20832),(33 19.335361),(34 19.33328),(35 19.439383),(36 19.581852),(37 19.656227),(38 20.057272),(39 19.778048),(40 19.819454),(41 19.964611),(42 20.084887),(43 19.92733),(44 19.818779),(45 19.794712),(46 19.593044),(47 19.69838),(48 19.843983),(49 19.7708),(50 19.924532),(51 19.527756),(52 19.682549),(53 19.705587),(54 19.458899),(55 19.599268),(56 19.449896),(57 19.348251),(58 19.444725),(59 19.625233),(60 19.682457),(61 19.907688),(62 19.705572),(63 19.421513),(64 19.496796),(65 19.830414),(66 19.890453),(67 19.68168),(68 19.68736),(69 19.74444),(70 19.676945),(71 19.847685),(72 19.761337),(73 19.655924),(74 19.647785),(75 19.49523),(76 19.700726),(77 19.788387),(78 19.712435),(79 19.879503),
(1 15.436188),(2 17.418915),(3 18.205746),(4 18.5392),(5 18.55675),(6 18.666203),(7 18.852882),(8 19.09189),(9 19.370132),(10 19.398424),(11 19.326721),(12 19.428146),(13 19.50225),(14 19.649227),(15 19.56083),(16 19.734316),(17 19.813654),(18 19.87317),(19 19.704802),(20 19.600159),(21 19.578438),(22 19.426338),(23 19.321949),(24 19.222147),(25 19.344748),(26 19.402037),(27 19.421127),(28 19.46536),(29 19.5034),(30 19.356447),(31 19.642467),(32 19.344395),(33 19.63537),(34 19.465506),(35 19.573658),(36 19.828526),(37 20.121105),(38 20.063828),(39 19.970472),(40 20.097994),(41 20.11647),(42 20.082676),(43 20.160883),(44 19.974388),(45 19.84434),(46 19.802061),(47 19.791748),(48 19.903767),(49 19.969925),(50 19.95379),(51 19.653273),(52 19.66025),(53 19.79809),(54 19.533054),(55 19.882078),(56 19.854965),(57 19.797714),(58 19.73055),(59 20.019634),(60 19.911995),(61 19.867813),(62 20.003925),(63 19.626286),(64 19.454144),(65 19.87657),(66 19.520102),(67 19.569921),(68 19.534662),(69 19.436108),(70 19.51117),(71 19.526186),(72 19.673838),(73 19.751171),(74 19.510902),(75 19.451551),(76 19.528553),(77 19.837486),(78 19.607101),(79 19.787025),
