1.5,2.5,3.5,4.5,5.5,6.5,7.5,8.5,9.5,10.5,11.5,12.5,13.5,14.5,15.5,16.5,17.5,18.5,19.5,20.5,21.5,22.5,23.5,24.5,25.5,26.5,27.5,28.5,29.5,30.5,31.5,32.5,33.5,34.5,35.5,36.5,37.5,38.5,39.5,40.5,41.5,42.5,43.5,44.5,45.5,46.5,47.5,48.5,49.5,50.5,51.5,52.5,53.5,54.5,55.5,56.5,57.5,58.5,59.5,60.5,61.5,62.5,63.5,64.5,65.5,66.5,67.5,68.5,69.5,70.5,71.5,72.5,73.5,74.5,75.5,76.5,77.5,78.5,79.5,80.5,81.5,82.5,83.5,84.5,85.5,86.5,87.5,88.5,89.5,90.5,91.5,92.5,93.5,94.5,95.5,96.5,97.5,98.5,99.5,100.5,101.5,102.5,103.5,104.5,105.5,106.5,107.5,108.5,109.5,110.5,111.5,112.5,113.5,114.5,115.5,116.5,117.5,118.5,119.5,120.5,121.5,122.5,123.5,124.5,125.5,126.5,127.5,128.5,129.5,130.5,131.5,132.5,133.5,134.5,135.5,136.5,137.5,138.5,139.5,140.5,141.5,142.5,143.5,144.5,145.5,146.5,147.5,148.5,149.5,150.5,151.5,152.5,153.5,154.5,155.5,156.5,157.5,158.5,159.5,160.5,161.5,162.5,163.5,164.5,165.5,166.5,167.5,168.5,169.5,170.5,171.5,172.5,173.5,174.5,175.5,176.5,177.5,178.5,179.5,180.5,181.5,182.5,183.5,184.5,185.5,186.5,187.5,188.5,189.5,190.5,191.5,192.5,193.5,194.5,195.5,196.5,197.5,198.5,199.5,200.5,201.5,202.5,203.5,204.5,205.5,206.5,207.5,208.5,209.5,210.5,211.5,212.5,213.5,214.5,215.5,216.5,217.5,218.5,219.5,220.5,221.5,222.5,223.5,224.5,225.5,226.5,227.5,228.5,229.5,230.5,231.5,232.5,233.5,234.5,235.5,236.5,237.5,238.5,239.5,240.5,241.5,242.5,243.5,244.5,245.5,246.5,247.5,248.5,249.5,250.5,251.5,252.5,253.5,254.5,255.5,256.5,257.5,258.5,259.5,260.5,261.5,262.5,263.5,264.5,265.5,266.5,267.5,268.5,269.5,270.5,271.5,272.5,273.5,274.5,275.5,276.5,277.5,278.5,279.5,280.5,281.5,282.5,283.5,284.5,285.5,286.5,287.5,288.5,289.5,290.5,291.5,292.5,293.5,294.5,295.5,296.5,297.5,298.5,299.5,300.5,301.5,302.5,303.5,304.5,305.5,306.5,307.5,308.5,309.5,310.5,311.5,312.5,313.5,314.5,315.5,316.5,317.5,318.5,319.5,320.5,321.5,322.5,323.5,324.5,325.5,326.5,327.5,328.5,329.5,330.5,331.5,332.5,333.5,334.5,335.5,336.5,337.5,338.5,339.5,340.5,341.5,342.5,343.5,344.5,345.5,346.5,347.5,348.5,349.5,350.5,351.5,352.5,353.5,354.5,355.5,356.5,357.5,358.5,359.5,360.5,361.5,362.5,363.5,364.5,365.5,366.5,367.5,368.5,369.5,370.5,371.5,372.5,373.5,374.5,375.5,376.5,377.5,378.5,379.5,380.5,381.5,382.5,383.5,384.5,385.5,386.5,387.5,388.5,389.5,390.5,391.5,392.5,393.5,394.5,395.5,396.5,397.5,398.5,399.5,400.5,401.5,402.5,403.5,404.5,405.5,406.5,407.5,408.5,409.5,410.5,411.5,412.5,413.5,414.5,415.5,416.5,417.5,418.5,419.5,420.5,421.5,422.5,423.5,424.5,425.5,426.5,427.5,428.5,429.5,430.5,431.5,432.5,433.5,434.5,435.5,436.5,437.5,438.5,439.5,440.5,441.5,442.5,443.5,444.5,445.5,446.5,447.5,448.5,449.5,450.5,451.5,452.5,453.5,454.5,455.5,456.5,457.5,458.5,459.5,460.5,461.5,462.5,463.5,464.5,465.5,466.5,467.5,468.5,469.5,470.5,471.5,472.5,473.5,474.5,475.5,476.5,477.5,478.5,479.5,480.5,481.5,482.5,483.5,484.5,485.5,486.5,487.5,488.5,489.5,490.5,491.5,492.5,493.5,494.5,495.5,496.5,497.5,498.5,499.5,
(1 593453.94),(2 950048.44),(3 998595.7),(4 2030403),(5 2780571.8),(6 3026946.3),(7 4125187.3),(8 4949871),(9 5065904.5),(10 6050705.5),(11 6645439.5),(12 6639856),(13 7521234.5),(14 8094774.5),(15 8071955.5),(16 8886381),(17 9493634),(18 9443013),(19 10290120),(20 10894497),(21 10880333),(22 11806005),(23 12433465),(24 12400719),(25 13332564),(26 14006139),(27 14051208),(28 14959291),(29 15575796),(30 15611368),(31 16392444),(32 17196360),(33 17445462),(34 18408126),(35 19522938),(36 19887472),(37 20989826),(38 22327468),(39 22576120),(40 23577866),(41 24712608),(42 24951878),(43 25735282),(44 26581290),(45 26631234),(46 27188072),(47 27940566),(48 27846744),(49 28315498),(50 28921614),(51 28706810),(52 29054448),(53 29653334),(54 29394182),(55 29797208),(56 30334018),(57 30028634),(58 30318678),(59 30733766),(60 30384646),(61 30454838),(62 30928976),(63 30641046),(64 30661050),(65 31272346),(66 31088202),(67 31307088),(68 32161750),(69 32166554),(70 32366256),(71 33169702),(72 33171994),(73 33487926),(74 34427744),(75 34730188),(76 35134624),(77 36400444),(78 37262580),(79 38032268),
(1 109.63351),(2 120.59925),(3 130.18562),(4 134.79646),(5 136.95782),(6 142.24548),(7 143.10097),(8 145.9691),(9 148.59128),(10 148.51862),(11 151.23047),(12 152.10936),(13 152.82063),(14 155.45406),(15 155.9817),(16 156.7162),(17 158.37508),(18 159.15244),(19 157.58862),(20 156.715),(21 157.44241),(22 159.22087),(23 159.11111),(24 159.77911),(25 158.95709),(26 159.62003),(27 158.89934),(28 158.25543),(29 158.09563),(30 157.99527),(31 160.91298),(32 160.83917),(33 160.19052),(34 160.93639),(35 161.09685),(36 159.85452),(37 161.1665),(38 160.75734),(39 159.80559),(40 160.00652),(41 159.36801),(42 158.7227),(43 160.6489),(44 162.26184),(45 162.40521),(46 164.81061),(47 166.60222),(48 169.10768),(49 170.47572),(50 170.23218),(51 170.43037),(52 170.3874),(53 171.26988),(54 171.56136),(55 170.66779),(56 172.25673),(57 173.54018),(58 174.60556),(59 175.35115),(60 176.69206),(61 175.72455),(62 176.3572),(63 176.03911),(64 174.85298),(65 176.75179),(66 176.78526),(67 173.2434),(68 174.50725),(69 173.70732),(70 172.47575),(71 172.92348),(72 174.95453),(73 176.19928),(74 176.10379),(75 175.47783),(76 174.14116),(77 173.51752),(78 174.3972),(79 174.50731),
(1 110.39753),(2 121.95061),(3 130.76936),(4 136.97821),(5 143.02608),(6 146.49535),(7 149.65625),(8 151.22804),(9 152.62105),(10 153.94678),(11 152.98312),(12 153.63942),(13 155.00989),(14 154.74893),(15 156.2018),(16 157.32362),(17 158.42928),(18 159.4484),(19 158.66586),(20 158.95804),(21 161.74176),(22 160.49512),(23 164.25021),(24 163.90382),(25 164.58514),(26 165.64555),(27 166.4013),(28 165.42006),(29 164.51997),(30 165.21687),(31 166.39882),(32 168.33058),(33 167.14221),(34 167.57791),(35 165.95248),(36 166.03535),(37 165.5243),(38 165.02615),(39 164.33171),(40 163.77534),(41 165.35304),(42 166.95561),(43 168.55824),(44 168.96404),(45 170.56284),(46 171.78445),(47 172.09628),(48 177.0071),(49 176.6959),(50 176.53178),(51 178.23764),(52 176.92043),(53 177.79218),(54 177.51639),(55 177.74953),(56 179.5752),(57 178.724),(58 178.92824),(59 177.70393),(60 177.54477),(61 177.07385),(62 175.95856),(63 177.96959),(64 175.80647),(65 177.18379),(66 178.60266),(67 178.30605),(68 177.69191),(69 178.23141),(70 178.51848),(71 178.2642),(72 179.84517),(73 179.76213),(74 182.04109),(75 181.49199),(76 180.18379),(77 179.46097),(78 181.98648),(79 182.02141),
(1 110.467316),(2 120.81774),(3 130.2489),(4 134.26515),(5 138.1301),(6 142.82317),(7 143.92046),(8 147.5812),(9 149.03891),(10 148.37177),(11 148.22922),(12 151.29039),(13 151.89745),(14 153.89029),(15 153.62912),(16 155.59796),(17 157.27661),(18 157.10146),(19 158.1388),(20 159.64798),(21 159.12076),(22 159.3655),(23 161.82396),(24 162.88109),(25 161.90158),(26 160.75331),(27 161.95729),(28 162.01189),(29 161.11913),(30 161.79831),(31 163.54977),(32 165.58516),(33 165.02524),(34 163.85304),(35 166.4604),(36 166.55188),(37 167.6567),(38 165.30653),(39 164.45802),(40 164.16066),(41 162.79265),(42 161.20218),(43 163.42496),(44 163.87622),(45 164.69113),(46 164.0444),(47 164.09975),(48 166.81473),(49 167.15761),(50 169.80486),(51 169.57698),(52 169.35905),(53 172.60152),(54 170.52359),(55 170.93518),(56 174.23553),(57 174.89076),(58 173.33835),(59 174.74313),(60 172.88124),(61 173.29247),(62 174.74806),(63 175.01552),(64 174.0445),(65 173.73346),(66 173.60927),(67 174.4805),(68 174.29478),(69 174.41444),(70 174.80196),(71 173.67342),(72 172.06665),(73 171.95323),(74 172.65361),(75 170.84639),(76 170.98332),(77 170.2533),(78 170.63228),(79 171.23138),
(1 110.77635),(2 123.50515),(3 132.47276),(4 135.89644),(5 139.1278),(6 144.42859),(7 148.73412),(8 152.93906),(9 152.83482),(10 154.21375),(11 154.3701),(12 156.05345),(13 155.89075),(14 158.47507),(15 157.6351),(16 159.961),(17 161.04924),(18 160.60982),(19 160.03743),(20 158.95927),(21 160.32103),(22 160.60355),(23 163.30997),(24 163.76132),(25 162.67621),(26 161.50891),(27 162.88399),(28 161.01263),(29 162.14713),(30 161.29408),(31 161.79068),(32 163.04059),(33 161.67554),(34 162.75677),(35 163.74667),(36 163.35161),(37 161.74905),(38 164.13991),(39 164.12955),(40 163.63603),(41 164.22264),(42 166.2071),(43 166.03426),(44 166.0751),(45 166.89523),(46 168.24483),(47 167.72475),(48 170.82076),(49 173.41156),(50 174.0022),(51 172.248),(52 171.8981),(53 172.98608),(54 174.96806),(55 175.29395),(56 175.7999),(57 176.41675),(58 175.36513),(59 177.93518),(60 176.36829),(61 176.92455),(62 176.19962),(63 178.83998),(64 177.6692),(65 178.4899),(66 177.30391),(67 174.78078),(68 175.755),(69 175.1563),(70 173.6085),(71 173.48256),(72 172.78435),(73 173.33257),(74 173.81949),(75 174.34038),(76 174.8526),(77 173.5517),(78 173.05327),(79 172.72055),
(1 110.3755),(2 123.62763),(3 130.83145),(4 136.1122),(5 138.08264),(6 145.99808),(7 147.91583),(8 150.04758),(9 150.96289),(10 149.82133),(11 152.39137),(12 153.89528),(13 154.99109),(14 156.56267),(15 156.39026),(16 158.77597),(17 159.7383),(18 160.52423),(19 158.35605),(20 161.17903),(21 159.49219),(22 160.88092),(23 163.08662),(24 161.67783),(25 162.2896),(26 161.33748),(27 162.18192),(28 162.40413),(29 162.08638),(30 163.20027),(31 161.74368),(32 163.02716),(33 162.08966),(34 162.92139),(35 162.73439),(36 161.61012),(37 160.82057),(38 160.9954),(39 161.05394),(40 161.17502),(41 163.21107),(42 163.67621),(43 162.72296),(44 163.5794),(45 162.9206),(46 166.7583),(47 166.30675),(48 167.7695),(49 169.20088),(50 170.02916),(51 172.62903),(52 172.32591),(53 175.57318),(54 176.19472),(55 175.6647),(56 176.18001),(57 177.50664),(58 177.05908),(59 176.22256),(60 175.24004),(61 176.45506),(62 176.30098),(63 175.95927),(64 177.34616),(65 176.53537),(66 174.19801),(67 175.02098),(68 174.52444),(69 174.6362),(70 174.46887),(71 172.72473),(72 173.0358),(73 172.99548),(74 173.73727),(75 173.89912),(76 174.40929),(77 173.95872),(78 174.20155),(79 173.58827),
(1 107.6),(2 117.66977),(3 127.26309),(4 132.89606),(5 137.07866),(6 140.84488),(7 143.81496),(8 148.62845),(9 148.78998),(10 150.4416),(11 152.3516),(12 154.73026),(13 156.16808),(14 157.02849),(15 157.59781),(16 159.17967),(17 159.72185),(18 160.28163),(19 160.48221),(20 162.0476),(21 164.13907),(22 163.42183),(23 163.86899),(24 163.50801),(25 163.76244),(26 163.076),(27 164.51268),(28 166.07292),(29 166.0666),(30 166.8149),(31 166.20767),(32 167.50165),(33 166.2157),(34 166.51506),(35 165.21843),(36 163.91736),(37 164.18164),(38 163.62405),(39 162.4121),(40 161.50313),(41 161.03271),(42 163.65814),(43 164.79877),(44 165.85483),(45 166.2846),(46 166.54152),(47 166.88284),(48 168.94038),(49 169.57913),(50 169.04544),(51 169.89758),(52 170.11575),(53 173.37206),(54 172.53221),(55 172.82573),(56 172.89526),(57 171.26764),(58 174.74974),(59 174.65594),(60 170.5265),(61 171.45833),(62 172.50995),(63 173.99612),(64 175.033),(65 175.25792),(66 174.5263),(67 170.28667),(68 170.21782),(69 169.08705),(70 170.76334),(71 168.92421),(72 170.17256),(73 169.15825),(74 168.94049),(75 171.54483),(76 170.44032),(77 172.20976),(78 170.71928),(79 171.2184),
(1 107.68273),(2 120.36728),(3 130.51239),(4 135.60077),(5 140.83011),(6 145.07475),(7 149.17332),(8 152.75137),(9 155.26411),(10 155.83777),(11 156.35411),(12 157.7923),(13 159.06004),(14 159.35687),(15 159.8953),(16 162.4256),(17 162.65428),(18 164.10406),(19 162.71828),(20 163.79008),(21 164.82358),(22 164.02728),(23 166.13112),(24 168.8868),(25 167.52206),(26 165.7619),(27 167.41742),(28 166.1431),(29 165.10004),(30 165.27293),(31 164.74202),(32 163.3309),(33 162.30748),(34 161.95834),(35 162.59564),(36 163.12451),(37 162.12169),(38 163.46547),(39 161.49065),(40 161.67303),(41 163.9915),(42 163.50505),(43 164.1192),(44 165.52354),(45 165.74928),(46 166.56671),(47 168.62453),(48 168.77594),(49 170.22745),(50 171.4724),(51 171.07831),(52 171.40947),(53 174.59035),(54 174.81268),(55 175.5172),(56 177.73375),(57 178.54353),(58 177.73927),(59 176.9025),(60 175.76788),(61 176.06801),(62 176.50311),(63 178.64507),(64 177.95966),(65 177.70045),(66 177.91165),(67 176.13525),(68 175.35243),(69 178.1337),(70 177.83995),(71 175.36406),(72 176.15453),(73 175.29623),(74 174.5974),(75 176.5273),(76 177.34564),(77 175.6637),(78 177.12714),(79 178.52142),
(1 106.9126),(2 117.71084),(3 126.84755),(4 133.89882),(5 138.03583),(6 142.87068),(7 145.34003),(8 148.32315),(9 149.83992),(10 150.64267),(11 151.93053),(12 154.01938),(13 153.54771),(14 156.08508),(15 157.39284),(16 158.12425),(17 161.28296),(18 160.28563),(19 160.20453),(20 159.74806),(21 162.3595),(22 162.97911),(23 165.64018),(24 164.97072),(25 164.2578),(26 163.21452),(27 163.16328),(28 163.33067),(29 162.52817),(30 161.1327),(31 160.62383),(32 160.5691),(33 162.4908),(34 160.86226),(35 159.21562),(36 159.2416),(37 158.55309),(38 159.17487),(39 157.27509),(40 157.40833),(41 159.80258),(42 159.84753),(43 160.4089),(44 163.08447),(45 162.03651),(46 166.08643),(47 164.97603),(48 166.93683),(49 167.99123),(50 167.79152),(51 170.40598),(52 169.90831),(53 173.24408),(54 173.23482),(55 173.64735),(56 173.74232),(57 175.46724),(58 175.70726),(59 176.78076),(60 176.87819),(61 177.2877),(62 177.69069),(63 178.5898),(64 177.62135),(65 176.7827),(66 176.76483),(67 174.66016),(68 175.6503),(69 177.13962),(70 175.98032),(71 176.22107),(72 175.18535),(73 174.36871),(74 173.33049),(75 174.18712),(76 174.0629),(77 175.51392),(78 175.45735),(79 174.79819),
(1 109.11372),(2 119.80455),(3 129.66414),(4 135.94733),(5 139.94768),(6 145.46144),(7 149.8034),(8 153.7797),(9 156.46088),(10 157.20537),(11 160.76869),(12 161.93184),(13 162.94484),(14 163.79283),(15 165.41531),(16 166.94043),(17 167.06448),(18 168.07256),(19 168.08177),(20 167.6021),(21 168.0573),(22 167.39429),(23 168.43524),(24 169.5446),(25 169.70216),(26 169.5144),(27 169.70912),(28 169.16338),(29 168.46611),(30 168.99153),(31 170.00082),(32 169.68758),(33 168.1468),(34 168.39357),(35 165.27406),(36 162.58653),(37 161.76785),(38 163.67012),(39 161.84398),(40 162.96649),(41 162.32814),(42 161.21748),(43 162.40616),(44 164.23123),(45 165.1827),(46 165.40118),(47 167.79677),(48 168.23402),(49 169.06343),(50 168.89249),(51 169.14603),(52 169.66133),(53 172.64867),(54 173.11172),(55 175.45526),(56 177.78064),(57 178.27065),(58 177.81255),(59 180.78416),(60 179.96425),(61 181.99678),(62 183.0543),(63 183.2002),(64 184.90585),(65 184.44873),(66 182.07295),(67 181.05371),(68 180.91425),(69 181.07706),(70 180.3188),(71 179.90202),(72 179.16951),(73 180.01756),(74 177.62978),(75 180.5114),(76 181.03642),(77 179.14961),(78 180.60915),(79 179.32535),
(1 104.667854),(2 118.76999),(3 125.68191),(4 132.58026),(5 136.3535),(6 140.41322),(7 144.6607),(8 148.61058),(9 149.01901),(10 150.23251),(11 155.46158),(12 156.66534),(13 157.3146),(14 158.17108),(15 158.26584),(16 159.51117),(17 161.12447),(18 160.74426),(19 159.91014),(20 160.96294),(21 161.81569),(22 162.34142),(23 163.70494),(24 163.82524),(25 162.77328),(26 163.59952),(27 162.18054),(28 162.91022),(29 162.0524),(30 161.80782),(31 160.94028),(32 159.76788),(33 158.63504),(34 159.21774),(35 156.73029),(36 155.47147),(37 153.93192),(38 154.09016),(39 153.04544),(40 153.70067),(41 153.34068),(42 154.00453),(43 155.67262),(44 153.94841),(45 155.70369),(46 157.06189),(47 156.80525),(48 157.91281),(49 157.3808),(50 156.95882),(51 158.4841),(52 158.3655),(53 161.3746),(54 159.99094),(55 160.87451),(56 162.96915),(57 164.22089),(58 162.40257),(59 163.7918),(60 164.42146),(61 165.33377),(62 166.42181),(63 167.5464),(64 167.88177),(65 167.04225),(66 166.05923),(67 167.06459),(68 169.44977),(69 169.2149),(70 168.97719),(71 169.2799),(72 168.79742),(73 169.6059),(74 168.81163),(75 169.2624),(76 169.165),(77 168.8531),(78 167.66533),(79 168.78607),
(1 105.275314),(2 117.408714),(3 123.97525),(4 131.85443),(5 135.2898),(6 140.18562),(7 143.2334),(8 147.02373),(9 147.20544),(10 147.85126),(11 148.99089),(12 150.69055),(13 151.11612),(14 151.67316),(15 152.17253),(16 154.75519),(17 156.2985),(18 156.08339),(19 157.13065),(20 157.30688),(21 157.65926),(22 158.20892),(23 159.27045),(24 158.85858),(25 159.3249),(26 159.79187),(27 158.10953),(28 158.70224),(29 157.80399),(30 159.41412),(31 159.21371),(32 158.77351),(33 159.20146),(34 158.43497),(35 159.4126),(36 157.14311),(37 155.53821),(38 156.93033),(39 152.99745),(40 154.07202),(41 154.96695),(42 157.46092),(43 156.45044),(44 157.93271),(45 158.91333),(46 158.01347),(47 159.24794),(48 160.9052),(49 161.65526),(50 162.63211),(51 163.64012),(52 163.87863),(53 165.64935),(54 165.38171),(55 167.52739),(56 168.29507),(57 168.68361),(58 168.59981),(59 167.9109),(60 169.18593),(61 170.88126),(62 170.26033),(63 170.01155),(64 171.0495),(65 171.13167),(66 171.01918),(67 169.41614),(68 168.94324),(69 168.2219),(70 167.74158),(71 168.44965),(72 167.98262),(73 169.23991),(74 169.87845),(75 171.54083),(76 170.70763),(77 169.86143),(78 171.21306),(79 169.85033),
(1 106.52041),(2 119.488495),(3 125.94035),(4 132.06123),(5 134.74394),(6 139.43517),(7 141.73416),(8 144.5362),(9 145.33289),(10 148.68883),(11 150.58575),(12 150.97636),(13 151.10837),(14 150.34692),(15 151.60176),(16 152.09717),(17 154.43729),(18 154.92123),(19 152.22536),(20 153.81454),(21 155.51419),(22 155.83116),(23 155.98372),(24 154.88681),(25 155.48552),(26 156.05241),(27 156.0592),(28 157.99417),(29 158.52458),(30 158.09074),(31 156.81773),(32 156.59937),(33 156.21848),(34 158.176),(35 158.12338),(36 156.58975),(37 155.92465),(38 157.56328),(39 157.42395),(40 155.75484),(41 156.88033),(42 156.78069),(43 157.33527),(44 156.3663),(45 156.35995),(46 156.62444),(47 157.9646),(48 160.40334),(49 162.02727),(50 163.1429),(51 161.62856),(52 161.49857),(53 163.59927),(54 165.64503),(55 166.0348),(56 168.91957),(57 168.61815),(58 169.07227),(59 170.0531),(60 169.43027),(61 170.97745),(62 171.53143),(63 174.00336),(64 175.47227),(65 176.66055),(66 176.85492),(67 174.20613),(68 176.83904),(69 177.13303),(70 175.54213),(71 175.05226),(72 173.8376),(73 174.83572),(74 175.74371),(75 175.31567),(76 175.72589),(77 176.43771),(78 175.1798),(79 175.47218),
(1 104.41238),(2 117.825806),(3 126.84333),(4 132.70877),(5 135.2513),(6 138.35936),(7 140.5165),(8 144.23082),(9 145.79552),(10 144.9248),(11 147.19691),(12 148.1543),(13 148.7169),(14 150.89546),(15 151.2043),(16 149.29489),(17 151.01506),(18 149.7589),(19 150.23944),(20 149.25487),(21 152.84564),(22 151.29187),(23 152.99965),(24 153.21802),(25 152.55309),(26 154.21776),(27 153.91258),(28 154.79474),(29 152.89008),(30 153.65585),(31 151.95724),(32 152.3078),(33 152.38162),(34 152.29024),(35 153.9177),(36 152.06602),(37 151.37984),(38 150.04414),(39 149.90173),(40 150.70659),(41 149.66806),(42 151.81879),(43 152.52295),(44 151.37465),(45 152.7295),(46 153.67073),(47 154.00206),(48 156.1201),(49 159.41998),(50 160.54048),(51 159.87062),(52 160.46008),(53 160.95471),(54 162.4334),(55 163.45164),(56 165.76933),(57 167.55293),(58 166.96242),(59 166.2992),(60 166.61014),(61 167.49658),(62 167.72484),(63 167.79109),(64 168.29607),(65 168.72505),(66 168.44466),(67 165.71236),(68 167.41724),(69 167.56235),(70 166.29033),(71 166.78188),(72 168.2428),(73 168.57161),(74 167.9746),(75 168.15654),(76 169.34422),(77 169.86395),(78 170.5624),(79 168.32695),
(1 104.84046),(2 116.70177),(3 125.47848),(4 130.98103),(5 134.768),(6 139.04584),(7 140.56548),(8 144.07344),(9 143.55301),(10 144.07819),(11 147.46896),(12 148.56488),(13 150.03117),(14 149.89218),(15 152.01073),(16 152.99034),(17 153.85411),(18 154.35612),(19 154.19662),(20 153.97418),(21 154.12566),(22 154.14592),(23 155.20229),(24 155.5936),(25 154.43472),(26 154.96246),(27 155.5746),(28 153.62978),(29 153.64331),(30 154.0763),(31 153.01424),(32 154.42372),(33 152.44772),(34 154.27942),(35 153.43367),(36 153.75652),(37 152.31317),(38 151.92723),(39 151.52232),(40 151.30666),(41 152.23747),(42 153.37923),(43 153.87889),(44 152.94788),(45 155.09662),(46 155.44392),(47 154.5619),(48 156.26323),(49 157.46605),(50 159.85234),(51 158.85074),(52 161.87529),(53 159.97765),(54 163.70326),(55 163.4094),(56 164.07123),(57 165.60612),(58 165.34157),(59 164.711),(60 164.47462),(61 163.6076),(62 162.43512),(63 165.16663),(64 165.66582),(65 165.11264),(66 166.8603),(67 165.44841),(68 166.52454),(69 167.90335),(70 166.7988),(71 167.99484),(72 168.25574),(73 167.85245),(74 166.91359),(75 168.88994),(76 167.53755),(77 167.94562),(78 167.51561),(79 166.74191),
(1 101.034325),(2 114.02066),(3 121.92468),(4 127.62255),(5 129.99478),(6 133.19807),(7 135.22707),(8 138.24596),(9 139.74532),(10 141.32237),(11 142.739),(12 143.8431),(13 144.16698),(14 144.68552),(15 146.61703),(16 147.86589),(17 149.92241),(18 151.32272),(19 151.27191),(20 151.47331),(21 151.93877),(22 152.34543),(23 152.44531),(24 154.63678),(25 154.90428),(26 154.35019),(27 154.85214),(28 154.59584),(29 153.01923),(30 153.94931),(31 153.5816),(32 154.58838),(33 153.35228),(34 151.93654),(35 150.89598),(36 151.44849),(37 149.45056),(38 148.71524),(39 148.84785),(40 148.89934),(41 148.28105),(42 148.21063),(43 148.90877),(44 149.35333),(45 150.3635),(46 150.16318),(47 150.1295),(48 151.35567),(49 154.50186),(50 155.8134),(51 155.26942),(52 155.93965),(53 157.99356),(54 158.47314),(55 160.13623),(56 161.56418),(57 160.6662),(58 160.81999),(59 163.25645),(60 162.80348),(61 163.87555),(62 163.13596),(63 164.66983),(64 165.21829),(65 166.57053),(66 164.82101),(67 164.77269),(68 164.95012),(69 166.91856),(70 166.16083),(71 165.07668),(72 166.67383),(73 166.37077),(74 164.31223),(75 163.27579),(76 163.39107),(77 163.61626),(78 163.92792),(79 163.46892),
(1 104.10961),(2 114.88198),(3 122.86512),(4 129.12035),(5 132.82552),(6 137.63222),(7 140.24629),(8 143.11493),(9 143.14952),(10 143.76933),(11 145.24208),(12 148.18565),(13 149.86955),(14 149.78973),(15 150.7893),(16 151.77582),(17 155.19536),(18 154.71896),(19 155.0136),(20 155.06763),(21 154.32936),(22 155.08076),(23 155.63979),(24 154.84027),(25 154.73802),(26 153.93057),(27 154.9164),(28 156.07314),(29 153.70955),(30 156.24617),(31 156.26862),(32 157.12431),(33 154.25896),(34 154.303),(35 154.57056),(36 152.95987),(37 151.4624),(38 150.81834),(39 150.62035),(40 150.1018),(41 151.31355),(42 151.81615),(43 151.53072),(44 154.01048),(45 153.75047),(46 153.79689),(47 154.12001),(48 155.2303),(49 157.87381),(50 159.03195),(51 155.71169),(52 156.951),(53 159.33833),(54 161.79025),(55 162.45737),(56 163.18999),(57 163.15773),(58 164.24712),(59 167.42426),(60 165.6551),(61 165.70227),(62 166.81583),(63 166.05133),(64 167.75589),(65 168.29948),(66 167.35158),(67 166.6405),(68 169.0465),(69 169.56302),(70 168.8481),(71 168.67958),(72 168.44412),(73 169.64903),(74 167.87297),(75 167.74918),(76 168.7788),(77 166.21686),(78 168.35852),(79 168.99509),
(1 103.64229),(2 115.00682),(3 123.82974),(4 128.91444),(5 131.94795),(6 134.67682),(7 137.43411),(8 139.5524),(9 141.35052),(10 141.27934),(11 143.46628),(12 144.91888),(13 145.55743),(14 145.93518),(15 149.00105),(16 149.62224),(17 149.76634),(18 150.15755),(19 150.74861),(20 151.35693),(21 152.44926),(22 150.6728),(23 152.78162),(24 152.62544),(25 153.98341),(26 154.76006),(27 154.15195),(28 153.50682),(29 153.83972),(30 155.00171),(31 155.48999),(32 156.84956),(33 154.17505),(34 155.49088),(35 153.01006),(36 150.80406),(37 149.07898),(38 151.26312),(39 150.91164),(40 150.15976),(41 147.9304),(42 146.26321),(43 147.20963),(44 148.65741),(45 147.39708),(46 150.27339),(47 151.29535),(48 151.82391),(49 154.49007),(50 155.52779),(51 154.41591),(52 154.85127),(53 155.45815),(54 157.01115),(55 156.85045),(56 157.21457),(57 158.34117),(58 160.39267),(59 159.74242),(60 159.21146),(61 157.89037),(62 160.07774),(63 160.98457),(64 162.50487),(65 161.54156),(66 160.72296),(67 161.18071),(68 160.52045),(69 162.01172),(70 162.26271),(71 161.20673),(72 163.2615),(73 164.3459),(74 165.95059),(75 164.72752),(76 163.97076),(77 164.08752),(78 162.51056),(79 162.9342),
(1 101.83167),(2 114.68058),(3 123.231285),(4 129.73761),(5 133.50346),(6 134.70598),(7 138.61296),(8 141.3895),(9 142.60999),(10 144.16817),(11 146.39235),(12 146.07703),(13 146.78282),(14 146.8696),(15 149.15216),(16 150.11723),(17 151.26714),(18 150.42929),(19 149.62982),(20 149.90018),(21 149.13513),(22 149.45395),(23 150.46199),(24 151.05342),(25 149.63963),(26 150.82144),(27 150.44182),(28 149.98517),(29 149.2371),(30 150.20416),(31 151.40227),(32 152.52365),(33 151.38338),(34 151.86559),(35 151.32333),(36 149.62737),(37 149.51001),(38 150.62543),(39 151.70763),(40 149.53265),(41 150.30276),(42 147.92865),(43 149.85797),(44 150.18002),(45 150.64821),(46 151.02211),(47 152.06735),(48 153.05148),(49 154.77716),(50 154.06238),(51 154.65985),(52 154.70377),(53 156.97272),(54 157.99692),(55 158.64143),(56 158.52408),(57 158.83163),(58 159.59439),(59 161.38335),(60 159.5629),(61 159.55849),(62 158.18669),(63 161.78531),(64 163.11497),(65 164.00043),(66 161.81941),(67 163.75328),(68 163.7742),(69 165.66653),(70 165.67062),(71 166.36201),(72 166.90346),(73 167.90446),(74 169.73125),(75 168.53462),(76 168.27545),(77 167.97012),(78 168.83606),(79 168.3284),
