1.5,2.5,3.5,4.5,5.5,6.5,7.5,8.5,9.5,10.5,11.5,12.5,13.5,14.5,15.5,16.5,17.5,18.5,19.5,20.5,21.5,22.5,23.5,24.5,25.5,26.5,27.5,28.5,29.5,30.5,31.5,32.5,33.5,34.5,35.5,36.5,37.5,38.5,39.5,40.5,41.5,42.5,43.5,44.5,45.5,46.5,47.5,48.5,49.5,50.5,51.5,52.5,53.5,54.5,55.5,56.5,57.5,58.5,59.5,60.5,61.5,62.5,63.5,64.5,65.5,66.5,67.5,68.5,69.5,70.5,71.5,72.5,73.5,74.5,75.5,76.5,77.5,78.5,79.5,80.5,81.5,82.5,83.5,84.5,85.5,86.5,87.5,88.5,89.5,90.5,91.5,92.5,93.5,94.5,95.5,96.5,97.5,98.5,99.5,100.5,101.5,102.5,103.5,104.5,105.5,106.5,107.5,108.5,109.5,110.5,111.5,112.5,113.5,114.5,115.5,116.5,117.5,118.5,119.5,120.5,121.5,122.5,123.5,124.5,125.5,126.5,127.5,128.5,129.5,130.5,131.5,132.5,133.5,134.5,135.5,136.5,137.5,138.5,139.5,140.5,141.5,142.5,143.5,144.5,145.5,146.5,147.5,148.5,149.5,150.5,151.5,152.5,153.5,154.5,155.5,156.5,157.5,158.5,159.5,160.5,161.5,162.5,163.5,164.5,165.5,166.5,167.5,168.5,169.5,170.5,171.5,172.5,173.5,174.5,175.5,176.5,177.5,178.5,179.5,180.5,181.5,182.5,183.5,184.5,185.5,186.5,187.5,188.5,189.5,190.5,191.5,192.5,193.5,194.5,195.5,196.5,197.5,198.5,199.5,200.5,201.5,202.5,203.5,204.5,205.5,206.5,207.5,208.5,209.5,210.5,211.5,212.5,213.5,214.5,215.5,216.5,217.5,218.5,219.5,220.5,221.5,222.5,223.5,224.5,225.5,226.5,227.5,228.5,229.5,230.5,231.5,232.5,233.5,234.5,235.5,236.5,237.5,238.5,239.5,240.5,241.5,242.5,243.5,244.5,245.5,246.5,247.5,248.5,249.5,250.5,251.5,252.5,253.5,254.5,255.5,256.5,257.5,258.5,259.5,260.5,261.5,262.5,263.5,264.5,265.5,266.5,267.5,268.5,269.5,270.5,271.5,272.5,273.5,274.5,275.5,276.5,277.5,278.5,279.5,280.5,281.5,282.5,283.5,284.5,285.5,286.5,287.5,288.5,289.5,290.5,291.5,292.5,293.5,294.5,295.5,296.5,297.5,298.5,299.5,300.5,301.5,302.5,303.5,304.5,305.5,306.5,307.5,308.5,309.5,310.5,311.5,312.5,313.5,314.5,315.5,316.5,317.5,318.5,319.5,320.5,321.5,322.5,323.5,324.5,325.5,326.5,327.5,328.5,329.5,330.5,331.5,332.5,333.5,334.5,335.5,336.5,337.5,338.5,339.5,340.5,341.5,342.5,343.5,344.5,345.5,346.5,347.5,348.5,349.5,350.5,351.5,352.5,353.5,354.5,355.5,356.5,357.5,358.5,359.5,360.5,361.5,362.5,363.5,364.5,365.5,366.5,367.5,368.5,369.5,370.5,371.5,372.5,373.5,374.5,375.5,376.5,377.5,378.5,379.5,380.5,381.5,382.5,383.5,384.5,385.5,386.5,387.5,388.5,389.5,390.5,391.5,392.5,393.5,394.5,395.5,396.5,397.5,398.5,399.5,400.5,401.5,402.5,403.5,404.5,405.5,406.5,407.5,408.5,409.5,410.5,411.5,412.5,413.5,414.5,415.5,416.5,417.5,418.5,419.5,420.5,421.5,422.5,423.5,424.5,425.5,426.5,427.5,428.5,429.5,430.5,431.5,432.5,433.5,434.5,435.5,436.5,437.5,438.5,439.5,440.5,441.5,442.5,443.5,444.5,445.5,446.5,447.5,448.5,449.5,450.5,451.5,452.5,453.5,454.5,455.5,456.5,457.5,458.5,459.5,460.5,461.5,462.5,463.5,464.5,465.5,466.5,467.5,468.5,469.5,470.5,471.5,472.5,473.5,474.5,475.5,476.5,477.5,478.5,479.5,480.5,481.5,482.5,483.5,484.5,485.5,486.5,487.5,488.5,489.5,490.5,491.5,492.5,493.5,494.5,495.5,496.5,497.5,498.5,499.5,
(1 53551.7),(2 179695.52),(3 358648.25),(4 562285.25),(5 791010.2),(6 1000508.94),(7 1229753.6),(8 1440713.6),(9 1611287.4),(10 1760649),(11 1854072),(12 1950039),(13 2033855.9),(14 2105444.8),(15 2284217),(16 2653960.5),(17 3008713.3),(18 3378676.8),(19 3762382),(20 4158821),(21 4512551.5),(22 4802816),(23 5059641.5),(24 5284879.5),(25 5526219.5),(26 5736603.5),(27 6001191.5),(28 6223210.5),(29 6451521.5),(30 6710024.5),(31 7036650.5),(32 7398201.5),(33 7798350.5),(34 8242756),(35 8694999),(36 9192993),(37 9688970),(38 10215493),(39 10688216),(40 11115823),(41 11556985),(42 12027191),(43 12494609),(44 12833445),(45 13158324),(46 13446283),(47 13671059),(48 13906087),(49 14185849),(50 14506573),(51 14795493),(52 15082093),(53 15429695),(54 15697668),(55 16003416),(56 16320860),(57 16677840),(58 16946464),(59 17139166),(60 17281418),(61 17424518),(62 17524648),(63 17624480),(64 17714786),(65 17891592),(66 18145606),(67 18416818),(68 18809938),(69 19169236),(70 19478564),(71 19742354),(72 19944274),(73 20124260),(74 20217728),(75 20385674),(76 20476494),(77 20554824),(78 20582712),(79 20565698),
(1 181.41548),(2 225.10999),(3 255.3437),(4 274.60132),(5 290.30093),(6 301.50113),(7 313.86887),(8 333.34274),(9 345.26712),(10 357.5057),(11 366.1663),(12 375.81125),(13 381.27625),(14 384.84335),(15 392.78543),(16 404.953),(17 412.14594),(18 416.28522),(19 419.4084),(20 421.16525),(21 429.58334),(22 433.50183),(23 440.9216),(24 443.87988),(25 449.3806),(26 455.0972),(27 458.33594),(28 456.98416),(29 458.21317),(30 457.03546),(31 455.52203),(32 457.26953),(33 457.17935),(34 457.66937),(35 461.755),(36 457.95282),(37 458.36002),(38 458.62146),(39 453.3784),(40 450.03354),(41 449.321),(42 451.55533),(43 445.68555),(44 443.80862),(45 439.17892),(46 432.69452),(47 428.28885),(48 420.64056),(49 424.7875),(50 425.48315),(51 427.475),(52 426.7264),(53 424.45688),(54 424.7142),(55 424.63858),(56 423.34055),(57 423.68066),(58 419.56445),(59 417.6866),(60 419.0673),(61 419.43692),(62 419.8745),(63 423.319),(64 422.1541),(65 420.58032),(66 422.02505),(67 417.32288),(68 417.3796),(69 412.9311),(70 411.0734),(71 414.2843),(72 411.93134),(73 410.6513),(74 413.256),(75 415.42184),(76 417.42102),(77 422.37277),(78 423.2777),(79 424.3713),
(1 182.44162),(2 230.70308),(3 263.30945),(4 280.89728),(5 296.41147),(6 307.19727),(7 318.4046),(8 340.3811),(9 352.98776),(10 367.07608),(11 377.50293),(12 384.0818),(13 393.1351),(14 396.13535),(15 405.40616),(16 415.68552),(17 428.00015),(18 434.13025),(19 439.5036),(20 445.61417),(21 454.98322),(22 462.00772),(23 468.7368),(24 477.81235),(25 480.7811),(26 487.76465),(27 490.56546),(28 492.60995),(29 496.58762),(30 494.1721),(31 492.49667),(32 489.69046),(33 491.80072),(34 496.6063),(35 498.55447),(36 496.1139),(37 494.31598),(38 500.2481),(39 497.05893),(40 496.17902),(41 493.1146),(42 494.6034),(43 483.27856),(44 479.5023),(45 473.99008),(46 469.69012),(47 465.45697),(48 459.1726),(49 459.5632),(50 459.96255),(51 458.77353),(52 455.0791),(53 449.81998),(54 443.29572),(55 440.04843),(56 439.80115),(57 437.37006),(58 438.51065),(59 438.83444),(60 437.1724),(61 437.82666),(62 435.74084),(63 437.40372),(64 434.97382),(65 431.5023),(66 431.3777),(67 428.37564),(68 427.18506),(69 422.7216),(70 423.13123),(71 426.66327),(72 423.04324),(73 420.3401),(74 422.06204),(75 419.37866),(76 420.19806),(77 424.05493),(78 426.71954),(79 426.29318),
(1 180.58781),(2 228.83362),(3 259.9463),(4 279.85468),(5 296.9297),(6 305.72406),(7 318.4264),(8 340.53308),(9 351.10635),(10 364.4713),(11 377.27866),(12 384.61197),(13 393.8791),(14 395.8632),(15 406.94418),(16 422.37677),(17 431.3194),(18 439.98843),(19 448.5878),(20 454.8593),(21 460.74045),(22 470.91742),(23 477.15256),(24 483.252),(25 491.56955),(26 494.5306),(27 501.98306),(28 507.11642),(29 511.75592),(30 514.87),(31 515.0434),(32 516.9288),(33 517.0328),(34 521.71533),(35 524.65967),(36 520.5189),(37 519.63873),(38 523.1763),(39 521.0076),(40 519.7656),(41 515.1921),(42 510.1254),(43 503.07526),(44 494.58282),(45 486.36594),(46 480.737),(47 477.1564),(48 469.30103),(49 465.79208),(50 467.4882),(51 463.989),(52 454.62912),(53 453.40747),(54 444.65),(55 442.8162),(56 434.69342),(57 433.54364),(58 433.54892),(59 433.33646),(60 430.98972),(61 430.5468),(62 430.55472),(63 433.3124),(64 424.9873),(65 422.64886),(66 420.94794),(67 418.14853),(68 422.78818),(69 419.23),(70 422.44522),(71 422.57367),(72 422.01035),(73 418.1753),(74 418.86728),(75 417.32376),(76 416.88065),(77 422.92883),(78 423.69443),(79 421.84357),
(1 176.8824),(2 225.96933),(3 254.2348),(4 273.03015),(5 289.12195),(6 302.16046),(7 316.2883),(8 340.38904),(9 352.64258),(10 362.07),(11 377.19492),(12 386.65988),(13 398.39633),(14 401.33286),(15 408.3077),(16 422.3241),(17 430.9977),(18 437.66284),(19 446.90387),(20 450.9482),(21 456.41916),(22 467.2174),(23 475.77863),(24 484.15558),(25 491.00745),(26 496.5246),(27 501.36),(28 507.53702),(29 507.3591),(30 507.06384),(31 502.35846),(32 500.83115),(33 505.12912),(34 504.582),(35 506.35236),(36 504.8662),(37 502.5717),(38 500.8469),(39 494.2994),(40 492.81564),(41 486.2495),(42 482.4094),(43 478.25497),(44 472.03024),(45 467.49313),(46 460.11957),(47 454.9316),(48 449.91455),(49 451.04367),(50 448.65988),(51 447.3842),(52 440.40598),(53 441.25742),(54 432.25534),(55 433.72028),(56 428.72366),(57 424.27963),(58 425.2044),(59 421.66434),(60 415.94687),(61 414.07086),(62 411.99182),(63 409.91122),(64 406.83014),(65 404.46368),(66 401.65033),(67 398.37793),(68 405.8863),(69 401.81638),(70 401.98132),(71 399.1411),(72 397.35596),(73 397.98932),(74 395.7902),(75 396.2694),(76 395.65268),(77 396.54153),(78 398.1675),(79 400.46793),
(1 176.87593),(2 225.74828),(3 258.38873),(4 276.22745),(5 293.14468),(6 305.31052),(7 316.63058),(8 339.52078),(9 353.2972),(10 365.98553),(11 378.24945),(12 390.32236),(13 403.72296),(14 408.7626),(15 419.63257),(16 434.47122),(17 442.5565),(18 455.4637),(19 464.33975),(20 469.45676),(21 477.72443),(22 482.44855),(23 491.4081),(24 495.2453),(25 503.94815),(26 513.86395),(27 518.08386),(28 515.6084),(29 515.4653),(30 514.73486),(31 511.83768),(32 508.80307),(33 508.68533),(34 512.0809),(35 511.73044),(36 512.8708),(37 510.06802),(38 509.13458),(39 503.3433),(40 499.9829),(41 493.1031),(42 491.1084),(43 484.53326),(44 479.0693),(45 472.6175),(46 464.60596),(47 458.67432),(48 454.23706),(49 454.91895),(50 451.062),(51 449.23145),(52 447.38028),(53 445.96658),(54 440.63794),(55 438.31268),(56 436.30945),(57 431.55026),(58 429.53668),(59 421.988),(60 418.2485),(61 413.4457),(62 409.01843),(63 409.39932),(64 407.1675),(65 411.76932),(66 415.46573),(67 412.87106),(68 422.9037),(69 420.29587),(70 418.27548),(71 420.5308),(72 417.4376),(73 418.5585),(74 413.6637),(75 412.9414),(76 418.07355),(77 417.1026),(78 416.6557),(79 417.455),
(1 169.62384),(2 219.3234),(3 245.81491),(4 265.1036),(5 278.88455),(6 290.40466),(7 301.46292),(8 321.88675),(9 330.16888),(10 345.28598),(11 357.85046),(12 368.95044),(13 378.17526),(14 384.99808),(15 394.24084),(16 408.99063),(17 420.06082),(18 429.24454),(19 439.49023),(20 446.44763),(21 453.65045),(22 457.81342),(23 463.8904),(24 466.8816),(25 473.88855),(26 480.58395),(27 487.45856),(28 487.67368),(29 489.58398),(30 483.92813),(31 480.54626),(32 479.84805),(33 480.23367),(34 481.51315),(35 477.95728),(36 475.70258),(37 474.5443),(38 471.0159),(39 463.5672),(40 459.4177),(41 453.57773),(42 453.732),(43 452.05515),(44 445.54895),(45 440.60706),(46 436.4432),(47 430.44156),(48 426.16132),(49 425.81223),(50 422.44986),(51 422.37558),(52 419.1752),(53 418.97684),(54 413.74362),(55 411.54092),(56 408.10236),(57 405.7699),(58 405.63004),(59 401.6977),(60 401.6736),(61 402.32355),(62 399.61002),(63 400.504),(64 400.0469),(65 403.1911),(66 405.30484),(67 403.432),(68 408.5459),(69 406.73904),(70 404.76657),(71 405.75925),(72 405.7029),(73 407.81876),(74 404.63318),(75 406.0945),(76 405.27512),(77 405.8896),(78 405.72287),(79 407.11716),
(1 168.4159),(2 216.13298),(3 243.82108),(4 260.15088),(5 274.0727),(6 285.81552),(7 298.55386),(8 314.52228),(9 327.73297),(10 342.3371),(11 350.0818),(12 361.9388),(13 368.5733),(14 370.86346),(15 378.83356),(16 388.19327),(17 395.26123),(18 403.19012),(19 409.04315),(20 413.61313),(21 418.70996),(22 421.25513),(23 427.83316),(24 432.68146),(25 437.91586),(26 446.25714),(27 450.38922),(28 451.3028),(29 455.08228),(30 454.53867),(31 451.92587),(32 452.0965),(33 452.83417),(34 452.52945),(35 452.10287),(36 450.93182),(37 447.13306),(38 448.67072),(39 448.30176),(40 442.23505),(41 439.521),(42 437.10272),(43 436.5799),(44 433.24585),(45 432.0573),(46 424.44745),(47 422.8173),(48 421.43613),(49 422.52792),(50 420.26343),(51 418.8213),(52 419.31158),(53 421.93402),(54 419.7832),(55 417.4301),(56 420.36783),(57 418.22797),(58 418.55225),(59 416.8043),(60 415.5521),(61 412.81787),(62 414.3129),(63 415.7602),(64 411.31372),(65 412.44482),(66 408.2403),(67 406.13068),(68 409.26212),(69 405.04904),(70 401.9887),(71 404.05307),(72 405.85565),(73 408.10782),(74 406.9616),(75 408.83344),(76 404.63934),(77 404.1917),(78 407.28458),(79 406.506),
(1 168.43134),(2 209.55466),(3 236.74986),(4 252.43513),(5 264.3475),(6 277.19275),(7 287.40573),(8 303.4855),(9 313.47644),(10 325.8186),(11 333.99936),(12 343.86588),(13 352.5013),(14 352.81836),(15 362.58682),(16 374.865),(17 384.67877),(18 393.60593),(19 402.89905),(20 409.75085),(21 416.32556),(22 417.30374),(23 427.78815),(24 433.18076),(25 436.25983),(26 441.79968),(27 444.7611),(28 446.01123),(29 449.762),(30 448.67133),(31 448.445),(32 449.83606),(33 449.77283),(34 451.58676),(35 452.81723),(36 453.11502),(37 451.51364),(38 451.60492),(39 447.88098),(40 443.0835),(41 440.25058),(42 433.50482),(43 430.7106),(44 425.46027),(45 420.11023),(46 412.9844),(47 410.0286),(48 408.04324),(49 407.6025),(50 405.00833),(51 399.93283),(52 395.7561),(53 399.62622),(54 400.19235),(55 399.3697),(56 397.10565),(57 395.69366),(58 397.3357),(59 392.1116),(60 389.99936),(61 386.57602),(62 390.46967),(63 391.74106),(64 392.28412),(65 394.75552),(66 392.58865),(67 392.31277),(68 397.43814),(69 392.9262),(70 391.52414),(71 392.558),(72 389.31076),(73 391.6662),(74 392.749),(75 394.47592),(76 396.2139),(77 394.83957),(78 398.63007),(79 400.77478),
(1 164.35039),(2 207.89267),(3 234.89468),(4 252.97057),(5 263.1328),(6 277.4874),(7 289.95663),(8 307.26785),(9 317.89288),(10 331.01996),(11 339.99255),(12 347.28998),(13 355.3993),(14 356.4244),(15 363.37448),(16 376.5112),(17 381.4961),(18 386.4016),(19 396.55096),(20 401.13474),(21 409.42963),(22 415.23),(23 425.34885),(24 427.23846),(25 428.85596),(26 435.98172),(27 440.52118),(28 441.8239),(29 438.87476),(30 434.70132),(31 434.76135),(32 436.2012),(33 438.33374),(34 436.61652),(35 436.35397),(36 434.84357),(37 432.50473),(38 434.03033),(39 429.02768),(40 422.5878),(41 419.43655),(42 416.15878),(43 413.93198),(44 411.39218),(45 409.97232),(46 402.15958),(47 401.0239),(48 399.09085),(49 398.53268),(50 395.22668),(51 398.00748),(52 391.56155),(53 391.02725),(54 390.87122),(55 389.34195),(56 388.21173),(57 388.34897),(58 388.28412),(59 385.14355),(60 385.22488),(61 382.0503),(62 382.15176),(63 381.79065),(64 380.6828),(65 380.2456),(66 380.89615),(67 378.5231),(68 379.61282),(69 376.17978),(70 378.79437),(71 378.18845),(72 378.36884),(73 380.98257),(74 383.50726),(75 386.4638),(76 388.18274),(77 389.14014),(78 389.51154),(79 384.905),
(1 163.42883),(2 205.34204),(3 232.74522),(4 250.85124),(5 263.35266),(6 273.77148),(7 285.85703),(8 302.7269),(9 315.12643),(10 325.01025),(11 334.52988),(12 340.43686),(13 349.74115),(14 354.5806),(15 361.4548),(16 370.20377),(17 373.60687),(18 380.79047),(19 390.91577),(20 396.06332),(21 400.7034),(22 404.87677),(23 413.14514),(24 415.77927),(25 421.48724),(26 428.3208),(27 434.09912),(28 439.3654),(29 438.4091),(30 437.1945),(31 439.48282),(32 440.30722),(33 443.67783),(34 444.24594),(35 445.1201),(36 444.69125),(37 448.08264),(38 446.57758),(39 437.95895),(40 433.40118),(41 426.06128),(42 420.7783),(43 420.5386),(44 418.41556),(45 416.45505),(46 406.5746),(47 402.06607),(48 399.56662),(49 394.87997),(50 393.88736),(51 393.4064),(52 391.08264),(53 389.4487),(54 386.90717),(55 383.63034),(56 385.0782),(57 383.53607),(58 383.21973),(59 379.295),(60 378.41125),(61 375.73596),(62 372.90027),(63 374.35742),(64 372.28998),(65 374.60468),(66 376.68964),(67 373.6777),(68 377.51962),(69 378.51807),(70 381.7863),(71 379.75427),(72 376.1708),(73 377.40857),(74 380.02045),(75 383.56586),(76 386.20416),(77 385.3482),(78 389.75027),(79 389.2513),
(1 160.37515),(2 205.42047),(3 230.80066),(4 247.24489),(5 258.3003),(6 269.04285),(7 275.657),(8 289.33887),(9 301.16382),(10 307.72617),(11 316.22348),(12 324.1403),(13 331.63034),(14 335.35773),(15 339.60498),(16 348.89746),(17 354.755),(18 362.9308),(19 369.20236),(20 375.6541),(21 381.42188),(22 385.83472),(23 394.0684),(24 400.63406),(25 406.69135),(26 417.40515),(27 419.5335),(28 426.22534),(29 429.07373),(30 431.35254),(31 434.22144),(32 435.20435),(33 438.82306),(34 445.30768),(35 445.32214),(36 444.94113),(37 444.58685),(38 444.4795),(39 437.532),(40 431.81848),(41 427.45486),(42 420.69238),(43 419.7263),(44 415.97696),(45 409.3642),(46 405.34576),(47 400.74432),(48 400.88962),(49 398.14044),(50 394.33923),(51 392.42734),(52 387.22583),(53 387.24933),(54 382.87012),(55 379.76337),(56 375.6673),(57 376.45087),(58 375.33795),(59 373.583),(60 370.51373),(61 367.08817),(62 361.3705),(63 359.9888),(64 360.89023),(65 360.92538),(66 357.11136),(67 356.64023),(68 356.6423),(69 355.94397),(70 351.56058),(71 355.56577),(72 355.1096),(73 355.34152),(74 357.91974),(75 360.01367),(76 361.71198),(77 363.79114),(78 366.70453),(79 366.5592),
(1 164.34991),(2 207.41328),(3 232.61166),(4 252.05417),(5 262.50034),(6 271.84506),(7 282.56107),(8 298.23047),(9 308.07477),(10 321.98523),(11 334.86014),(12 343.6261),(13 349.20883),(14 354.17334),(15 360.88144),(16 373.20694),(17 380.19458),(18 389.41113),(19 397.95462),(20 404.3209),(21 411.27673),(22 416.1694),(23 423.2864),(24 429.7819),(25 436.71075),(26 446.5548),(27 452.4824),(28 451.05536),(29 451.69464),(30 454.70377),(31 451.83),(32 450.45648),(33 454.66525),(34 460.7655),(35 457.66617),(36 454.96384),(37 457.21265),(38 453.6891),(39 449.81927),(40 447.103),(41 440.0109),(42 437.20392),(43 435.07675),(44 430.6223),(45 423.56677),(46 416.32617),(47 410.5286),(48 405.1538),(49 403.66608),(50 400.677),(51 398.24915),(52 392.4151),(53 392.17682),(54 387.09085),(55 381.8853),(56 378.91788),(57 380.47644),(58 377.5386),(59 376.22324),(60 370.1424),(61 366.6418),(62 363.5702),(63 365.9254),(64 365.98392),(65 364.54926),(66 362.51263),(67 363.5612),(68 366.7928),(69 365.46704),(70 362.80536),(71 363.19653),(72 362.72232),(73 361.6732),(74 363.5468),(75 364.33765),(76 363.9522),(77 365.4111),(78 369.6843),(79 368.2457),
(1 158.15904),(2 201.83182),(3 231.4306),(4 248.0345),(5 260.2518),(6 268.04636),(7 274.86807),(8 286.2218),(9 294.2914),(10 307.88773),(11 321.91153),(12 330.50006),(13 336.70483),(14 338.14386),(15 343.0997),(16 358.5143),(17 369.2182),(18 381.4186),(19 392.72037),(20 399.59348),(21 404.4309),(22 406.6704),(23 412.9447),(24 417.71783),(25 428.74893),(26 434.13745),(27 448.26843),(28 452.31955),(29 455.8304),(30 453.5212),(31 453.4687),(32 453.2746),(33 457.10757),(34 460.64185),(35 456.3411),(36 453.96005),(37 451.70328),(38 445.01013),(39 437.6355),(40 431.11255),(41 429.1288),(42 425.91803),(43 425.96802),(44 419.82556),(45 412.3004),(46 407.29672),(47 401.246),(48 397.69006),(49 400.3784),(50 398.42725),(51 396.18866),(52 389.29538),(53 383.63028),(54 376.86902),(55 370.9523),(56 370.54678),(57 372.69562),(58 373.8126),(59 371.54218),(60 366.22403),(61 362.53317),(62 360.14993),(63 358.35645),(64 356.57602),(65 358.9203),(66 359.8743),(67 361.18256),(68 361.2282),(69 357.89563),(70 356.92645),(71 355.11826),(72 353.95346),(73 358.16013),(74 359.19177),(75 362.32846),(76 364.5407),(77 369.20175),(78 366.61975),(79 368.28784),
(1 157.92107),(2 201.66646),(3 232.01686),(4 247.66785),(5 258.64584),(6 265.7116),(7 273.37546),(8 291.05783),(9 300.0878),(10 315.05392),(11 328.09433),(12 334.5783),(13 336.73264),(14 336.196),(15 340.2),(16 351.4001),(17 360.5891),(18 370.49316),(19 378.38687),(20 386.39114),(21 393.35287),(22 393.6403),(23 400.32172),(24 406.38782),(25 414.42984),(26 421.08496),(27 433.7609),(28 434.96826),(29 435.19455),(30 435.56775),(31 434.75696),(32 438.90982),(33 444.1771),(34 442.91705),(35 442.77444),(36 438.9865),(37 434.97665),(38 429.88437),(39 426.68607),(40 421.69864),(41 419.88815),(42 417.75867),(43 415.95477),(44 411.49844),(45 404.28),(46 397.31705),(47 388.4216),(48 387.94305),(49 392.03854),(50 386.11832),(51 384.73193),(52 379.00183),(53 373.19797),(54 369.68295),(55 366.36835),(56 363.74393),(57 364.90335),(58 368.7781),(59 365.03574),(60 361.01904),(61 356.06158),(62 351.1255),(63 353.51788),(64 355.1937),(65 356.01587),(66 358.0747),(67 357.8159),(68 359.70306),(69 355.80084),(70 353.4194),(71 351.67468),(72 352.61444),(73 355.67786),(74 355.58038),(75 356.23978),(76 355.26666),(77 361.54364),(78 361.47293),(79 360.20926),
(1 156.99385),(2 199.7817),(3 227.53937),(4 245.2658),(5 255.08444),(6 261.18756),(7 268.2486),(8 284.8312),(9 296.68698),(10 310.05942),(11 322.15393),(12 330.283),(13 330.50204),(14 330.99344),(15 336.15933),(16 344.89633),(17 353.03),(18 364.09003),(19 373.40372),(20 382.1187),(21 383.04706),(22 383.29),(23 393.50262),(24 399.18912),(25 409.00577),(26 415.36478),(27 424.91498),(28 429.62164),(29 427.9507),(30 427.92215),(31 427.95688),(32 430.29724),(33 435.6887),(34 440.13876),(35 444.16312),(36 439.80295),(37 437.49054),(38 431.7442),(39 427.33438),(40 421.45728),(41 418.31256),(42 419.62573),(43 417.11978),(44 411.79114),(45 406.1034),(46 399.80743),(47 396.1585),(48 393.42535),(49 393.8349),(50 389.16626),(51 387.64157),(52 381.67026),(53 377.99738),(54 375.59674),(55 371.25055),(56 373.2226),(57 372.0991),(58 369.8113),(59 367.5047),(60 363.07748),(61 360.08047),(62 356.23083),(63 356.2303),(64 357.1252),(65 357.87363),(66 354.25333),(67 350.04874),(68 349.41733),(69 346.62372),(70 348.58527),(71 349.68155),(72 349.71558),(73 354.15744),(74 356.30334),(75 355.35785),(76 352.46127),(77 356.5492),(78 358.136),(79 362.14606),
(1 155.40753),(2 197.92162),(3 224.58484),(4 240.16489),(5 250.9435),(6 256.85977),(7 264.1791),(8 279.20013),(9 288.21152),(10 304.60205),(11 320.30234),(12 328.69482),(13 336.78036),(14 338.17758),(15 345.71356),(16 353.38715),(17 360.26022),(18 370.28928),(19 383.693),(20 391.89523),(21 397.2924),(22 400.21396),(23 409.72644),(24 415.12814),(25 421.95444),(26 427.71765),(27 435.6069),(28 437.82294),(29 433.97852),(30 436.97824),(31 435.84232),(32 434.398),(33 434.80917),(34 433.74118),(35 433.7504),(36 430.9125),(37 429.43365),(38 424.05048),(39 420.96274),(40 414.17035),(41 414.30103),(42 413.994),(43 410.8536),(44 402.11148),(45 397.2865),(46 388.7512),(47 383.307),(48 380.92496),(49 378.19547),(50 375.34775),(51 373.17285),(52 367.72348),(53 363.1132),(54 359.98328),(55 352.99054),(56 353.02795),(57 352.32465),(58 351.66138),(59 349.819),(60 345.92535),(61 345.53967),(62 341.0355),(63 343.1377),(64 343.12543),(65 345.43256),(66 345.8675),(67 340.9195),(68 344.4759),(69 340.13968),(70 341.46652),(71 344.0629),(72 344.02386),(73 344.39346),(74 344.18228),(75 345.96152),(76 345.9276),(77 351.18832),(78 355.08542),(79 356.3309),
(1 151.8154),(2 192.06744),(3 217.47768),(4 234.41602),(5 243.72746),(6 248.84747),(7 256.11273),(8 273.00708),(9 280.53928),(10 295.29877),(11 306.4946),(12 316.2392),(13 318.78912),(14 321.22318),(15 326.4946),(16 338.3239),(17 346.0663),(18 357.3349),(19 370.20816),(20 374.95996),(21 384.489),(22 385.32407),(23 396.38318),(24 401.67142),(25 407.5958),(26 412.7981),(27 423.31714),(28 423.70856),(29 422.02084),(30 421.72638),(31 422.51846),(32 418.13168),(33 417.38904),(34 420.0009),(35 420.81732),(36 419.28198),(37 420.08823),(38 416.4232),(39 412.22977),(40 404.8435),(41 400.96457),(42 398.38318),(43 393.06125),(44 387.73257),(45 384.4696),(46 376.7063),(47 374.5506),(48 369.88602),(49 370.64438),(50 366.78845),(51 364.73965),(52 362.35522),(53 356.87427),(54 352.11557),(55 350.97617),(56 352.60873),(57 353.79422),(58 352.57144),(59 348.81207),(60 347.8218),(61 345.76285),(62 342.0848),(63 342.3154),(64 344.1582),(65 340.87967),(66 340.3269),(67 337.67896),(68 335.76022),(69 335.60834),(70 335.9731),(71 337.7475),(72 338.00546),(73 335.47516),(74 336.99066),(75 338.61682),(76 339.30334),(77 338.44595),(78 338.98706),(79 339.54404),
(1 149.94278),(2 188.09059),(3 216.02875),(4 233.21394),(5 244.41777),(6 249.52509),(7 254.56061),(8 269.9682),(9 277.35605),(10 289.00903),(11 299.76578),(12 309.55914),(13 314.14578),(14 313.5197),(15 316.81055),(16 323.13727),(17 329.9276),(18 335.2368),(19 348.0195),(20 356.21024),(21 363.61722),(22 365.75824),(23 370.60553),(24 373.4483),(25 380.0506),(26 386.71463),(27 393.8405),(28 394.6718),(29 397.6313),(30 397.48416),(31 402.06445),(32 398.50558),(33 399.3588),(34 401.15854),(35 400.942),(36 404.23083),(37 403.98563),(38 405.7963),(39 402.14157),(40 397.54187),(41 391.4265),(42 390.43192),(43 389.991),(44 388.984),(45 386.6319),(46 378.56274),(47 376.78),(48 377.49817),(49 379.20535),(50 377.71155),(51 375.45325),(52 372.0313),(53 366.28494),(54 362.33093),(55 357.10474),(56 355.33862),(57 353.72577),(58 354.36398),(59 347.666),(60 347.0815),(61 341.70737),(62 338.61945),(63 340.32346),(64 338.48996),(65 339.93765),(66 337.49298),(67 339.1592),(68 339.59576),(69 337.0039),(70 333.5368),(71 331.59726),(72 331.8511),(73 333.02124),(74 335.41534),(75 339.3561),(76 340.23636),(77 338.66245),(78 338.13306),(79 338.64288),
