1.5,2.5,3.5,4.5,5.5,6.5,7.5,8.5,9.5,10.5,11.5,12.5,13.5,14.5,15.5,16.5,17.5,18.5,19.5,20.5,21.5,22.5,23.5,24.5,25.5,26.5,27.5,28.5,29.5,30.5,31.5,32.5,33.5,34.5,35.5,36.5,37.5,38.5,39.5,40.5,41.5,42.5,43.5,44.5,45.5,46.5,47.5,48.5,49.5,50.5,51.5,52.5,53.5,54.5,55.5,56.5,57.5,58.5,59.5,60.5,61.5,62.5,63.5,64.5,65.5,66.5,67.5,68.5,69.5,70.5,71.5,72.5,73.5,74.5,75.5,76.5,77.5,78.5,79.5,80.5,81.5,82.5,83.5,84.5,85.5,86.5,87.5,88.5,89.5,90.5,91.5,92.5,93.5,94.5,95.5,96.5,97.5,98.5,99.5,100.5,101.5,102.5,103.5,104.5,105.5,106.5,107.5,108.5,109.5,110.5,111.5,112.5,113.5,114.5,115.5,116.5,117.5,118.5,119.5,120.5,121.5,122.5,123.5,124.5,125.5,126.5,127.5,128.5,129.5,130.5,131.5,132.5,133.5,134.5,135.5,136.5,137.5,138.5,139.5,140.5,141.5,142.5,143.5,144.5,145.5,146.5,147.5,148.5,149.5,150.5,151.5,152.5,153.5,154.5,155.5,156.5,157.5,158.5,159.5,160.5,161.5,162.5,163.5,164.5,165.5,166.5,167.5,168.5,169.5,170.5,171.5,172.5,173.5,174.5,175.5,176.5,177.5,178.5,179.5,180.5,181.5,182.5,183.5,184.5,185.5,186.5,187.5,188.5,189.5,190.5,191.5,192.5,193.5,194.5,195.5,196.5,197.5,198.5,199.5,200.5,201.5,202.5,203.5,204.5,205.5,206.5,207.5,208.5,209.5,210.5,211.5,212.5,213.5,214.5,215.5,216.5,217.5,218.5,219.5,220.5,221.5,222.5,223.5,224.5,225.5,226.5,227.5,228.5,229.5,230.5,231.5,232.5,233.5,234.5,235.5,236.5,237.5,238.5,239.5,240.5,241.5,242.5,243.5,244.5,245.5,246.5,247.5,248.5,249.5,250.5,251.5,252.5,253.5,254.5,255.5,256.5,257.5,258.5,259.5,260.5,261.5,262.5,263.5,264.5,265.5,266.5,267.5,268.5,269.5,270.5,271.5,272.5,273.5,274.5,275.5,276.5,277.5,278.5,279.5,280.5,281.5,282.5,283.5,284.5,285.5,286.5,287.5,288.5,289.5,290.5,291.5,292.5,293.5,294.5,295.5,296.5,297.5,298.5,299.5,300.5,301.5,302.5,303.5,304.5,305.5,306.5,307.5,308.5,309.5,310.5,311.5,312.5,313.5,314.5,315.5,316.5,317.5,318.5,319.5,320.5,321.5,322.5,323.5,324.5,325.5,326.5,327.5,328.5,329.5,330.5,331.5,332.5,333.5,334.5,335.5,336.5,337.5,338.5,339.5,340.5,341.5,342.5,343.5,344.5,345.5,346.5,347.5,348.5,349.5,350.5,351.5,352.5,353.5,354.5,355.5,356.5,357.5,358.5,359.5,360.5,361.5,362.5,363.5,364.5,365.5,366.5,367.5,368.5,369.5,370.5,371.5,372.5,373.5,374.5,375.5,376.5,377.5,378.5,379.5,380.5,381.5,382.5,383.5,384.5,385.5,386.5,387.5,388.5,389.5,390.5,391.5,392.5,393.5,394.5,395.5,396.5,397.5,398.5,399.5,400.5,401.5,402.5,403.5,404.5,405.5,406.5,407.5,408.5,409.5,410.5,411.5,412.5,413.5,414.5,415.5,416.5,417.5,418.5,419.5,420.5,421.5,422.5,423.5,424.5,425.5,426.5,427.5,428.5,429.5,430.5,431.5,432.5,433.5,434.5,435.5,436.5,437.5,438.5,439.5,440.5,441.5,442.5,443.5,444.5,445.5,446.5,447.5,448.5,449.5,450.5,451.5,452.5,453.5,454.5,455.5,456.5,457.5,458.5,459.5,460.5,461.5,462.5,463.5,464.5,465.5,466.5,467.5,468.5,469.5,470.5,471.5,472.5,473.5,474.5,475.5,476.5,477.5,478.5,479.5,480.5,481.5,482.5,483.5,484.5,485.5,486.5,487.5,488.5,489.5,490.5,491.5,492.5,493.5,494.5,495.5,496.5,497.5,498.5,499.5,
(1 88144.18),(2 308513),(3 689130.25),(4 1203762.8),(5 1868418.4),(6 2669820.5),(7 3606745),(8 4688546.5),(9 5933285.5),(10 7275392),(11 8762200),(12 10375569),(13 12136365),(14 13960424),(15 15881539),(16 17828814),(17 19785106),(18 21798664),(19 23862830),(20 25932278),(21 28030930),(22 30172610),(23 32368448),(24 34553460),(25 36735156),(26 38917084),(27 41096840),(28 43351650),(29 45674516),(30 47965236),(31 50346508),(32 52743840),(33 55261630),(34 57751790),(35 60299316),(36 62935460),(37 65705716),(38 68621780),(39 71686970),(40 74789050),(41 78087200),(42 81526216),(43 85256776),(44 89271850),(45 93489150),(46 97820030),(47 102430760),(48 107355096),(49 112512490),(50 117558616),(51 122864280),(52 128178296),(53 133492936),(54 138916380),(55 144401230),(56 150159280),(57 156289490),(58 162548880),(59 168815090),(60 175454740),(61 182059710),(62 188474240),(63 195209840),(64 202094670),(65 209052240),(66 216186110),(67 223221390),(68 230142320),(69 236450130),(70 242968770),(71 248935760),(72 254723970),(73 260590930),(74 266666690),(75 272770600),(76 279272300),(77 285785300),(78 292492200),(79 298787940),
(1 61.18032),(2 73.01322),(3 79.19112),(4 81.71991),(5 84.36883),(6 86.052086),(7 87.5629),(8 87.45009),(9 88.53485),(10 89.63384),(11 90.26043),(12 91.212),(13 91.99372),(14 92.67908),(15 93.64284),(16 95.44375),(17 95.92837),(18 96.23241),(19 98.07337),(20 98.182556),(21 100.204834),(22 101.53424),(23 102.0336),(24 103.514534),(25 104.22028),(26 107.8587),(27 109.717865),(28 111.290436),(29 112.91091),(30 114.77031),(31 116.379974),(32 117.011116),(33 117.3401),(34 119.659065),(35 119.77482),(36 122.03742),(37 123.67421),(38 123.43384),(39 124.77525),(40 124.666435),(41 125.86715),(42 126.45399),(43 127.95168),(44 128.40297),(45 128.85512),(46 129.14969),(47 129.80803),(48 130.65228),(49 130.05435),(50 129.86243),(51 129.46703),(52 129.75359),(53 129.32114),(54 129.5423),(55 129.10783),(56 129.30936),(57 129.77571),(58 128.82072),(59 129.2753),(60 128.48666),(61 129.56651),(62 128.78535),(63 129.46611),(64 129.62546),(65 129.36247),(66 130.32375),(67 129.84544),(68 129.34865),(69 130.95515),(70 130.51633),(71 128.93552),(72 130.11768),(73 131.16093),(74 131.47649),(75 131.63235),(76 131.36516),(77 130.3277),(78 130.17699),(79 129.74835),
(1 59.48783),(2 72.76227),(3 78.617355),(4 82.8429),(5 85.71231),(6 86.884995),(7 88.31603),(8 89.254776),(9 90.17847),(10 90.648186),(11 92.238976),(12 92.70463),(13 94.827644),(14 94.59971),(15 95.8004),(16 95.85222),(17 98.645134),(18 98.86516),(19 99.972206),(20 100.688545),(21 101.28694),(22 102.30403),(23 104.5421),(24 105.23702),(25 105.32248),(26 107.43695),(27 108.697876),(28 111.12769),(29 112.072716),(30 114.179596),(31 114.632706),(32 114.86257),(33 115.49232),(34 116.23072),(35 118.144325),(36 119.97655),(37 121.187546),(38 119.99755),(39 122.699234),(40 122.851456),(41 122.47411),(42 123.74137),(43 125.83396),(44 126.01613),(45 127.591034),(46 127.237915),(47 127.51077),(48 129.0912),(49 128.38457),(50 128.47495),(51 127.68723),(52 129.17426),(53 130.01009),(54 130.44786),(55 130.90453),(56 130.10667),(57 130.52725),(58 131.51315),(59 132.60905),(60 132.79831),(61 133.51968),(62 133.87311),(63 133.54936),(64 133.80959),(65 132.2413),(66 131.22452),(67 130.15382),(68 129.81328),(69 129.56544),(70 128.47421),(71 128.75616),(72 129.56065),(73 130.9364),(74 130.09697),(75 129.39565),(76 131.11192),(77 130.31271),(78 129.25386),(79 130.02347),
(1 60.116962),(2 73.19126),(3 78.92491),(4 83.15489),(5 85.87905),(6 88.7625),(7 89.3375),(8 89.85672),(9 92.24193),(10 93.04874),(11 93.408676),(12 94.14656),(13 95.74272),(14 95.77836),(15 97.24039),(16 97.798195),(17 100.22377),(18 100.51855),(19 102.27904),(20 102.30059),(21 102.21762),(22 102.874435),(23 104.72438),(24 105.47152),(25 106.52577),(26 109.92145),(27 112.225586),(28 113.51742),(29 114.585396),(30 117.225845),(31 117.99267),(32 120.22987),(33 121.59531),(34 123.694496),(35 125.56078),(36 127.08078),(37 128.09694),(38 127.690254),(39 129.49496),(40 130.29454),(41 130.41019),(42 131.78796),(43 134.12233),(44 133.66206),(45 133.50346),(46 134.82506),(47 134.90768),(48 135.87093),(49 133.94756),(50 133.87477),(51 134.16066),(52 133.86562),(53 134.64278),(54 135.55508),(55 134.88106),(56 133.72754),(57 134.37029),(58 136.39706),(59 136.98792),(60 137.53888),(61 137.63449),(62 136.99538),(63 136.92195),(64 137.08153),(65 137.9008),(66 137.65074),(67 137.61913),(68 136.26306),(69 137.33682),(70 137.75742),(71 137.45569),(72 136.58531),(73 137.5284),(74 137.39229),(75 137.00305),(76 137.46587),(77 137.94528),(78 137.8559),(79 137.86679),
(1 58.450737),(2 70.13101),(3 75.1778),(4 80.45633),(5 83.05134),(6 85.77201),(7 85.644684),(8 86.474754),(9 87.85972),(10 87.503136),(11 88.076294),(12 88.71223),(13 90.29814),(14 90.548035),(15 91.15847),(16 92.672516),(17 95.24302),(18 95.74753),(19 97.97984),(20 98.2748),(21 98.87974),(22 98.972046),(23 100.610756),(24 100.54683),(25 101.94038),(26 104.14449),(27 107.87733),(28 108.257744),(29 109.95237),(30 111.646614),(31 112.156906),(32 113.851074),(33 114.54899),(34 116.4912),(35 116.56092),(36 118.50111),(37 120.03165),(38 120.971924),(39 122.194435),(40 123.38648),(41 124.40666),(42 126.377304),(43 128.83177),(44 129.01978),(45 127.710846),(46 127.9198),(47 129.82637),(48 129.22665),(49 128.51797),(50 129.81892),(51 130.62926),(52 129.97314),(53 130.53891),(54 129.58308),(55 129.84497),(56 130.37483),(57 130.8379),(58 131.58446),(59 131.97255),(60 132.15034),(61 132.58372),(62 132.96654),(63 132.20738),(64 131.0396),(65 131.50862),(66 130.28426),(67 130.63217),(68 129.7282),(69 128.58551),(70 129.39647),(71 128.66911),(72 128.12314),(73 129.55647),(74 129.79387),(75 129.3464),(76 130.38736),(77 130.14656),(78 130.61409),(79 129.88596),
(1 58.241516),(2 68.89655),(3 75.24879),(4 79.11061),(5 81.38814),(6 82.85681),(7 83.59479),(8 83.23529),(9 85.531395),(10 85.31487),(11 85.81116),(12 86.933266),(13 88.365585),(14 89.5308),(15 90.26267),(16 90.12636),(17 92.69635),(18 94.08572),(19 95.53052),(20 97.60574),(21 98.37736),(22 98.99355),(23 99.76877),(24 101.58182),(25 101.99421),(26 105.29941),(27 107.69316),(28 109.67016),(29 111.226234),(30 113.06259),(31 114.7347),(32 116.41237),(33 117.55824),(34 119.4327),(35 120.19221),(36 122.27239),(37 122.64844),(38 123.79498),(39 124.48734),(40 125.62157),(41 125.51039),(42 126.32276),(43 129.12967),(44 129.8096),(45 129.20837),(46 129.61218),(47 131.95174),(48 131.3874),(49 131.00076),(50 131.2425),(51 131.37),(52 132.28981),(53 131.7812),(54 131.32776),(55 131.54773),(56 131.2355),(57 131.47443),(58 131.71346),(59 133.35133),(60 132.8819),(61 132.26323),(62 131.86337),(63 132.33838),(64 132.16687),(65 131.67586),(66 131.82047),(67 131.89796),(68 130.19437),(69 130.30055),(70 130.41801),(71 130.52425),(72 129.23721),(73 129.90157),(74 131.08751),(75 129.7102),(76 129.77695),(77 131.01955),(78 130.16212),(79 130.69513),
(1 56.51439),(2 67.49907),(3 71.99225),(4 75.9101),(5 79.00662),(6 80.70492),(7 81.67353),(8 81.643036),(9 84.16063),(10 83.45615),(11 83.409004),(12 83.922),(13 85.89669),(14 86.968956),(15 87.40446),(16 88.77225),(17 89.12409),(18 90.98116),(19 91.706535),(20 94.923065),(21 94.76562),(22 95.71032),(23 97.6083),(24 97.98671),(25 99.58536),(26 102.859795),(27 104.35151),(28 107.38396),(29 109.73751),(30 109.65763),(31 111.21907),(32 113.968315),(33 114.80336),(34 116.218315),(35 116.23416),(36 119.26386),(37 120.27901),(38 121.065575),(39 122.08577),(40 122.96359),(41 123.846405),(42 124.549484),(43 126.8802),(44 127.0052),(45 126.68271),(46 126.81759),(47 128.39865),(48 127.78977),(49 126.99986),(50 125.9088),(51 127.04166),(52 127.09584),(53 126.957634),(54 127.121086),(55 126.43717),(56 126.00563),(57 126.11593),(58 125.95654),(59 129.03369),(60 127.87818),(61 127.38827),(62 127.35326),(63 128.5984),(64 127.32006),(65 127.539246),(66 127.60388),(67 125.75832),(68 125.83811),(69 126.24945),(70 126.417564),(71 126.55558),(72 126.2014),(73 128.27513),(74 127.547676),(75 128.23207),(76 127.567055),(77 128.74963),(78 128.43465),(79 129.94337),
(1 56.54078),(2 68.74175),(3 74.37248),(4 77.32447),(5 80.36537),(6 81.27206),(7 82.015495),(8 82.96391),(9 84.80865),(10 83.70767),(11 83.24722),(12 85.23393),(13 86.40471),(14 87.64328),(15 88.142715),(16 90.08317),(17 90.917114),(18 92.31494),(19 92.715004),(20 94.19746),(21 94.04608),(22 95.49391),(23 95.88288),(24 97.639336),(25 99.53201),(26 101.2752),(27 102.28544),(28 105.01299),(29 105.8796),(30 106.4391),(31 107.85989),(32 109.55756),(33 110.0547),(34 110.281),(35 111.03617),(36 112.89808),(37 114.42813),(38 115.197556),(39 116.38281),(40 117.83592),(41 118.89368),(42 119.308716),(43 122.15464),(44 123.24568),(45 122.27415),(46 123.74958),(47 125.66542),(48 124.72041),(49 125.33275),(50 125.25011),(51 125.48353),(52 125.46706),(53 126.63711),(54 126.4334),(55 127.1237),(56 127.1022),(57 128.38263),(58 128.41681),(59 129.52333),(60 128.1834),(61 127.770195),(62 128.29959),(63 128.63225),(64 129.30049),(65 128.81569),(66 128.98317),(67 127.27562),(68 126.75989),(69 126.031494),(70 126.18376),(71 126.27731),(72 126.19234),(73 126.36875),(74 125.67189),(75 126.559074),(76 126.17702),(77 126.02936),(78 125.646904),(79 124.37945),
(1 55.765656),(2 66.824486),(3 72.94878),(4 75.69639),(5 78.00235),(6 79.62752),(7 81.15951),(8 82.21503),(9 84.80873),(10 84.4735),(11 84.448746),(12 85.4674),(13 87.449936),(14 87.712524),(15 88.56827),(16 88.81013),(17 89.04795),(18 90.7751),(19 90.95821),(20 92.84482),(21 94.27697),(22 96.46088),(23 97.162125),(24 98.40267),(25 99.996025),(26 101.726776),(27 102.403824),(28 105.06819),(29 107.21164),(30 108.15089),(31 109.51032),(32 110.482635),(33 112.22025),(34 113.37875),(35 113.65693),(36 115.64643),(37 117.03992),(38 117.9261),(39 119.80896),(40 120.78542),(41 122.04707),(42 121.93757),(43 124.11197),(44 124.579765),(45 124.10482),(46 125.929855),(47 125.717094),(48 126.0993),(49 125.25205),(50 124.834496),(51 125.70171),(52 126.702576),(53 126.17155),(54 125.25469),(55 125.22632),(56 125.453735),(57 125.92635),(58 126.69601),(59 127.33577),(60 127.04668),(61 126.437996),(62 126.48145),(63 126.944984),(64 126.11518),(65 125.90908),(66 126.726166),(67 125.34252),(68 123.419044),(69 122.11725),(70 122.00495),(71 121.6744),(72 121.729515),(73 122.0122),(74 122.875854),(75 123.961105),(76 124.496925),(77 125.22314),(78 125.16367),(79 124.00843),
(1 53.968838),(2 65.02558),(3 69.768745),(4 73.8892),(5 75.95659),(6 76.36816),(7 76.79234),(8 78.67727),(9 80.24303),(10 81.07349),(11 81.56085),(12 82.3232),(13 84.84954),(14 85.64418),(15 87.09313),(16 87.09766),(17 88.3508),(18 90.08079),(19 90.9627),(20 91.823166),(21 92.34971),(22 94.03571),(23 95.42716),(24 95.528824),(25 96.39281),(26 98.58927),(27 100.2795),(28 102.65505),(29 103.46146),(30 105.68793),(31 106.454346),(32 106.78859),(33 108.71553),(34 109.7027),(35 109.63831),(36 112.11585),(37 113.053345),(38 114.28829),(39 115.748886),(40 117.611916),(41 119.30263),(42 120.2719),(43 122.39627),(44 124.04183),(45 123.91105),(46 125.00154),(47 123.57559),(48 124.61391),(49 124.201805),(50 125.16565),(51 125.31363),(52 126.79034),(53 126.50036),(54 126.66817),(55 128.1513),(56 127.90417),(57 127.93676),(58 128.0952),(59 127.380646),(60 125.531364),(61 126.585464),(62 125.85349),(63 125.533585),(64 126.07373),(65 127.08902),(66 125.58924),(67 124.77246),(68 124.067825),(69 123.58655),(70 123.192726),(71 123.66941),(72 124.45545),(73 125.49031),(74 124.87772),(75 124.73947),(76 124.446625),(77 124.51912),(78 124.141685),(79 124.48626),
(1 54.06626),(2 64.50921),(3 70.17541),(4 73.447365),(5 75.84358),(6 76.95138),(7 77.76577),(8 78.46066),(9 79.89475),(10 80.30525),(11 81.25827),(12 81.55041),(13 83.01893),(14 83.73641),(15 84.86657),(16 84.793915),(17 85.374176),(18 87.32874),(19 89.13504),(20 89.343506),(21 89.98558),(22 91.208626),(23 92.98688),(24 93.98422),(25 95.03378),(26 96.311104),(27 98.79976),(28 101.23352),(29 103.36102),(30 105.13607),(31 106.44166),(32 106.6617),(33 108.22617),(34 108.81441),(35 109.77262),(36 111.55237),(37 111.64456),(38 113.76099),(39 114.63792),(40 116.1493),(41 117.04525),(42 118.03174),(43 119.95497),(44 120.80754),(45 120.47366),(46 122.059616),(47 120.85998),(48 121.07349),(49 120.31628),(50 119.988716),(51 120.18214),(52 120.52429),(53 119.73616),(54 120.21571),(55 121.61646),(56 120.552734),(57 121.0191),(58 121.73914),(59 122.48204),(60 122.0763),(61 121.187965),(62 121.7323),(63 122.15616),(64 122.31167),(65 122.19822),(66 122.4366),(67 121.251915),(68 121.29318),(69 119.33299),(70 119.65413),(71 120.11163),(72 119.286514),(73 121.54778),(74 122.0962),(75 123.47629),(76 122.68337),(77 123.54854),(78 124.045906),(79 123.74658),
(1 53.31435),(2 64.60003),(3 70.2847),(4 72.32124),(5 75.0383),(6 77.071075),(7 78.89937),(8 79.12656),(9 80.29416),(10 80.37744),(11 80.786865),(12 81.6286),(13 83.90287),(14 84.52998),(15 85.742805),(16 86.862144),(17 87.55629),(18 89.97264),(19 90.68527),(20 91.8791),(21 92.78351),(22 94.58017),(23 95.19485),(24 96.77124),(25 97.526505),(26 97.471375),(27 98.38747),(28 101.352585),(29 102.38657),(30 103.51443),(31 103.85165),(32 104.295364),(33 105.03243),(34 106.30824),(35 106.76972),(36 108.08228),(37 109.948586),(38 111.26075),(39 111.31508),(40 112.340195),(41 113.663925),(42 114.62462),(43 114.88235),(44 115.41351),(45 116.43897),(46 116.98182),(47 115.397705),(48 116.35512),(49 116.284225),(50 116.00717),(51 116.75608),(52 116.58367),(53 115.56624),(54 115.68118),(55 116.802666),(56 115.78136),(57 115.88092),(58 116.257484),(59 116.860794),(60 115.96345),(61 116.99615),(62 116.532364),(63 116.33438),(64 117.09815),(65 116.11514),(66 116.33066),(67 116.76857),(68 116.57426),(69 115.62039),(70 115.634155),(71 115.87091),(72 116.24077),(73 117.05353),(74 117.21321),(75 117.07445),(76 116.753426),(77 117.68187),(78 118.06688),(79 117.72207),
(1 52.956528),(2 63.722614),(3 69.370705),(4 71.55155),(5 75.22183),(6 76.42877),(7 76.97523),(8 78.1337),(9 79.77957),(10 80.505035),(11 80.1601),(12 81.11445),(13 82.42381),(14 83.27654),(15 84.66572),(16 85.35457),(17 86.388405),(18 88.20323),(19 89.67265),(20 89.88151),(21 89.13772),(22 90.74022),(23 91.28118),(24 92.63956),(25 94.26371),(26 95.15191),(27 97.41276),(28 99.89518),(29 101.189445),(30 103.48497),(31 104.75489),(32 105.247314),(33 107.440506),(34 108.22853),(35 108.75793),(36 111.08473),(37 112.707954),(38 114.75414),(39 116.27013),(40 117.227615),(41 117.57918),(42 119.2443),(43 120.52813),(44 120.93174),(45 121.3235),(46 121.72878),(47 121.358826),(48 122.38325),(49 122.54546),(50 121.80713),(51 122.7545),(52 123.88244),(53 124.20297),(54 122.76878),(55 122.972176),(56 123.50029),(57 123.551765),(58 124.08779),(59 124.210495),(60 123.560905),(61 123.66324),(62 124.00568),(63 124.42967),(64 123.89187),(65 123.05909),(66 122.96509),(67 122.322),(68 122.501945),(69 121.69206),(70 121.507904),(71 122.18782),(72 121.490746),(73 121.8012),(74 121.65334),(75 121.935646),(76 122.04722),(77 122.09977),(78 121.905556),(79 122.09334),
(1 52.694313),(2 63.547115),(3 69.03861),(4 71.2197),(5 74.18966),(6 75.672165),(7 76.965485),(8 78.79516),(9 79.11081),(10 79.86306),(11 80.55385),(12 81.11392),(13 82.589714),(14 82.96243),(15 84.01666),(16 85.22825),(17 86.34128),(18 87.0667),(19 87.604034),(20 88.543465),(21 89.55111),(22 91.118614),(23 92.91751),(24 93.30032),(25 93.91499),(26 95.490875),(27 96.76863),(28 98.19011),(29 100.56075),(30 101.23132),(31 101.47336),(32 101.886154),(33 103.179375),(34 103.37241),(35 104.3162),(36 106.42108),(37 106.40559),(38 107.67367),(39 109.643364),(40 109.87496),(41 109.89394),(42 110.14069),(43 111.91583),(44 112.224174),(45 112.88246),(46 111.387505),(47 110.63366),(48 112.182274),(49 111.21848),(50 110.07002),(51 111.58369),(52 112.008766),(53 111.79455),(54 112.4113),(55 112.597916),(56 112.794334),(57 113.689995),(58 113.65251),(59 114.54916),(60 114.49207),(61 114.40264),(62 114.38939),(63 115.280205),(64 114.03718),(65 113.783646),(66 113.98526),(67 114.08368),(68 113.757454),(69 112.900604),(70 112.79001),(71 113.61145),(72 113.82538),(73 114.490234),(74 114.062805),(75 114.12391),(76 114.32356),(77 114.43624),(78 114.075874),(79 113.65965),
(1 51.609764),(2 62.41858),(3 66.79444),(4 69.78875),(5 71.58847),(6 73.11483),(7 74.98706),(8 75.17281),(9 76.66411),(10 76.91537),(11 77.3513),(12 77.510216),(13 78.78037),(14 79.28269),(15 79.40538),(16 80.59102),(17 83.18127),(18 83.72493),(19 83.9769),(20 85.60505),(21 86.25627),(22 87.09321),(23 88.08964),(24 88.43769),(25 89.06566),(26 90.54463),(27 92.05133),(28 93.008514),(29 94.945015),(30 95.5578),(31 97.37702),(32 97.420616),(33 98.52864),(34 98.55123),(35 99.987686),(36 100.967224),(37 101.63462),(38 102.5006),(39 103.888695),(40 105.800064),(41 107.160065),(42 107.73688),(43 110.12558),(44 110.40745),(45 109.9449),(46 109.36652),(47 111.23544),(48 111.80474),(49 111.16299),(50 111.70461),(51 111.556366),(52 111.5705),(53 112.98745),(54 113.412895),(55 113.771545),(56 114.1535),(57 113.43864),(58 115.15961),(59 114.40262),(60 114.82239),(61 114.75564),(62 114.661026),(63 114.8619),(64 114.276985),(65 114.0011),(66 113.27225),(67 113.56486),(68 111.64082),(69 112.11473),(70 111.53374),(71 110.60064),(72 110.662575),(73 111.350975),(74 111.294716),(75 111.92275),(76 110.48297),(77 111.555084),(78 111.66027),(79 110.44565),
(1 52.354176),(2 62.854725),(3 67.23495),(4 70.715126),(5 72.819466),(6 74.44306),(7 76.17257),(8 77.607185),(9 78.05938),(10 78.47874),(11 78.99187),(12 78.92499),(13 80.57771),(14 81.27479),(15 81.49913),(16 81.43811),(17 83.30218),(18 83.75911),(19 84.44719),(20 85.27129),(21 86.33793),(22 87.66374),(23 88.56892),(24 89.67933),(25 89.692726),(26 91.44393),(27 93.750626),(28 94.75625),(29 95.18631),(30 97.50332),(31 98.47485),(32 98.67652),(33 100.42672),(34 100.85823),(35 102.738884),(36 103.570564),(37 104.580666),(38 105.13373),(39 106.41227),(40 108.29423),(41 108.791435),(42 109.103264),(43 111.01578),(44 111.25492),(45 110.93108),(46 111.28886),(47 112.29274),(48 112.92686),(49 112.282906),(50 112.0683),(51 111.90457),(52 111.48677),(53 112.080795),(54 113.211),(55 111.85933),(56 111.89029),(57 111.915955),(58 113.58185),(59 112.95852),(60 113.63778),(61 114.68438),(62 114.551056),(63 114.51529),(64 116.27225),(65 115.60353),(66 114.80289),(67 115.01388),(68 114.02761),(69 113.57341),(70 114.13867),(71 113.519844),(72 113.783875),(73 115.79762),(74 116.17501),(75 116.66137),(76 116.64905),(77 116.92555),(78 118.14008),(79 117.33708),
(1 51.233677),(2 61.650623),(3 66.54529),(4 69.60543),(5 71.92905),(6 73.48193),(7 75.10482),(8 75.49471),(9 76.6384),(10 76.94743),(11 78.33237),(12 78.41303),(13 79.92),(14 79.57987),(15 80.85104),(16 80.38465),(17 81.762535),(18 82.433975),(19 83.180244),(20 84.32136),(21 84.33753),(22 85.753525),(23 86.33273),(24 87.36657),(25 87.260124),(26 88.96734),(27 90.76022),(28 91.46544),(29 93.181435),(30 95.71495),(31 95.803024),(32 95.95788),(33 97.50678),(34 97.68315),(35 98.593864),(36 99.67314),(37 101.87368),(38 104.4546),(39 106.6536),(40 107.89437),(41 107.81602),(42 109.06464),(43 110.216736),(44 111.855644),(45 112.96024),(46 113.01118),(47 113.67173),(48 113.67646),(49 113.744736),(50 114.387566),(51 114.39343),(52 114.160164),(53 115.11351),(54 114.8592),(55 114.698586),(56 113.63953),(57 114.735504),(58 115.53317),(59 116.17262),(60 115.35166),(61 114.89557),(62 114.842384),(63 115.488365),(64 115.6933),(65 114.45844),(66 114.64085),(67 115.43352),(68 114.55187),(69 114.74915),(70 114.83687),(71 114.27505),(72 113.3769),(73 112.47868),(74 113.51484),(75 114.15288),(76 114.437904),(77 114.686325),(78 113.63034),(79 113.84217),
(1 51.86021),(2 62.302807),(3 67.418495),(4 70.75628),(5 71.78792),(6 74.17104),(7 75.110374),(8 76.20458),(9 76.1961),(10 76.58598),(11 79.41689),(12 78.69201),(13 80.50939),(14 81.62155),(15 83.05955),(16 83.504845),(17 83.74792),(18 85.0546),(19 85.6766),(20 87.83696),(21 87.49315),(22 89.16391),(23 88.31407),(24 89.33176),(25 89.16841),(26 92.008446),(27 93.89387),(28 95.17259),(29 96.48285),(30 97.09914),(31 97.88554),(32 98.19423),(33 100.05124),(34 100.89747),(35 102.30014),(36 103.38648),(37 103.9405),(38 106.59944),(39 108.51545),(40 109.25443),(41 109.012924),(42 109.926216),(43 112.40233),(44 112.559715),(45 113.17149),(46 114.66802),(47 115.15771),(48 113.92456),(49 113.379654),(50 113.88979),(51 114.7128),(52 115.04264),(53 115.50977),(54 115.07214),(55 114.77952),(56 115.269516),(57 115.05591),(58 115.73761),(59 116.303764),(60 115.178444),(61 115.70011),(62 115.89303),(63 117.895065),(64 116.19139),(65 115.1261),(66 115.68799),(67 115.08394),(68 114.441185),(69 113.63929),(70 114.334114),(71 114.82776),(72 114.89157),(73 114.91339),(74 114.39358),(75 115.006546),(76 114.98509),(77 115.08997),(78 115.35044),(79 115.75696),
(1 50.30782),(2 59.796124),(3 64.05156),(4 67.22159),(5 68.91748),(6 70.11056),(7 71.24658),(8 72.45479),(9 72.06479),(10 73.79791),(11 75.02974),(12 75.60954),(13 76.860535),(14 77.30611),(15 79.21236),(16 79.83372),(17 80.90465),(18 81.52824),(19 81.747696),(20 82.4765),(21 83.51056),(22 85.41655),(23 85.16288),(24 86.63962),(25 86.367584),(26 87.941376),(27 89.91003),(28 90.787605),(29 91.43418),(30 93.719734),(31 94.65922),(32 94.21142),(33 95.736336),(34 97.12765),(35 98.562454),(36 99.55919),(37 100.63297),(38 102.91222),(39 103.80899),(40 105.472084),(41 105.34441),(42 105.87505),(43 106.04831),(44 107.23757),(45 107.20011),(46 107.1755),(47 107.20526),(48 107.23988),(49 107.183784),(50 106.907745),(51 107.842155),(52 108.83246),(53 108.6274),(54 109.1745),(55 108.86016),(56 108.28196),(57 108.438866),(58 109.709114),(59 110.48661),(60 109.83693),(61 111.07822),(62 111.06283),(63 111.85041),(64 111.6229),(65 112.01187),(66 112.871086),(67 112.47006),(68 111.25997),(69 111.90065),(70 111.69754),(71 112.0073),(72 112.72857),(73 113.35349),(74 113.071075),(75 112.38996),(76 112.479195),(77 113.37079),(78 113.14102),(79 114.07446),
