1.5,2.5,3.5,4.5,5.5,6.5,7.5,8.5,9.5,10.5,11.5,12.5,13.5,14.5,15.5,16.5,17.5,18.5,19.5,20.5,21.5,22.5,23.5,24.5,25.5,26.5,27.5,28.5,29.5,30.5,31.5,32.5,33.5,34.5,35.5,36.5,37.5,38.5,39.5,40.5,41.5,42.5,43.5,44.5,45.5,46.5,47.5,48.5,49.5,50.5,51.5,52.5,53.5,54.5,55.5,56.5,57.5,58.5,59.5,60.5,61.5,62.5,63.5,64.5,65.5,66.5,67.5,68.5,69.5,70.5,71.5,72.5,73.5,74.5,75.5,76.5,77.5,78.5,79.5,80.5,81.5,82.5,83.5,84.5,85.5,86.5,87.5,88.5,89.5,90.5,91.5,92.5,93.5,94.5,95.5,96.5,97.5,98.5,99.5,100.5,101.5,102.5,103.5,104.5,105.5,106.5,107.5,108.5,109.5,110.5,111.5,112.5,113.5,114.5,115.5,116.5,117.5,118.5,119.5,120.5,121.5,122.5,123.5,124.5,125.5,126.5,127.5,128.5,129.5,130.5,131.5,132.5,133.5,134.5,135.5,136.5,137.5,138.5,139.5,140.5,141.5,142.5,143.5,144.5,145.5,146.5,147.5,148.5,149.5,150.5,151.5,152.5,153.5,154.5,155.5,156.5,157.5,158.5,159.5,160.5,161.5,162.5,163.5,164.5,165.5,166.5,167.5,168.5,169.5,170.5,171.5,172.5,173.5,174.5,175.5,176.5,177.5,178.5,179.5,180.5,181.5,182.5,183.5,184.5,185.5,186.5,187.5,188.5,189.5,190.5,191.5,192.5,193.5,194.5,195.5,196.5,197.5,198.5,199.5,200.5,201.5,202.5,203.5,204.5,205.5,206.5,207.5,208.5,209.5,210.5,211.5,212.5,213.5,214.5,215.5,216.5,217.5,218.5,219.5,220.5,221.5,222.5,223.5,224.5,225.5,226.5,227.5,228.5,229.5,230.5,231.5,232.5,233.5,234.5,235.5,236.5,237.5,238.5,239.5,240.5,241.5,242.5,243.5,244.5,245.5,246.5,247.5,248.5,249.5,250.5,251.5,252.5,253.5,254.5,255.5,256.5,257.5,258.5,259.5,260.5,261.5,262.5,263.5,264.5,265.5,266.5,267.5,268.5,269.5,270.5,271.5,272.5,273.5,274.5,275.5,276.5,277.5,278.5,279.5,280.5,281.5,282.5,283.5,284.5,285.5,286.5,287.5,288.5,289.5,290.5,291.5,292.5,293.5,294.5,295.5,296.5,297.5,298.5,299.5,300.5,301.5,302.5,303.5,304.5,305.5,306.5,307.5,308.5,309.5,310.5,311.5,312.5,313.5,314.5,315.5,316.5,317.5,318.5,319.5,320.5,321.5,322.5,323.5,324.5,325.5,326.5,327.5,328.5,329.5,330.5,331.5,332.5,333.5,334.5,335.5,336.5,337.5,338.5,339.5,340.5,341.5,342.5,343.5,344.5,345.5,346.5,347.5,348.5,349.5,350.5,351.5,352.5,353.5,354.5,355.5,356.5,357.5,358.5,359.5,360.5,361.5,362.5,363.5,364.5,365.5,366.5,367.5,368.5,369.5,370.5,371.5,372.5,373.5,374.5,375.5,376.5,377.5,378.5,379.5,380.5,381.5,382.5,383.5,384.5,385.5,386.5,387.5,388.5,389.5,390.5,391.5,392.5,393.5,394.5,395.5,396.5,397.5,398.5,399.5,400.5,401.5,402.5,403.5,404.5,405.5,406.5,407.5,408.5,409.5,410.5,411.5,412.5,413.5,414.5,415.5,416.5,417.5,418.5,419.5,420.5,421.5,422.5,423.5,424.5,425.5,426.5,427.5,428.5,429.5,430.5,431.5,432.5,433.5,434.5,435.5,436.5,437.5,438.5,439.5,440.5,441.5,442.5,443.5,444.5,445.5,446.5,447.5,448.5,449.5,450.5,451.5,452.5,453.5,454.5,455.5,456.5,457.5,458.5,459.5,460.5,461.5,462.5,463.5,464.5,465.5,466.5,467.5,468.5,469.5,470.5,471.5,472.5,473.5,474.5,475.5,476.5,477.5,478.5,479.5,480.5,481.5,482.5,483.5,484.5,485.5,486.5,487.5,488.5,489.5,490.5,491.5,492.5,493.5,494.5,495.5,496.5,497.5,498.5,499.5,
(1 104311.1),(2 363182.25),(3 747010),(4 1212910.9),(5 1734508.4),(6 2279816.3),(7 2838491.8),(8 3425482.8),(9 3996716.8),(10 4560220.5),(11 5004389.5),(12 5398804.5),(13 5851177.5),(14 6421761.5),(15 6962084.5),(16 7644797.5),(17 8363402.5),(18 9093172),(19 9909956),(20 10789461),(21 11480489),(22 12240003),(23 13182911),(24 13992868),(25 14850648),(26 15664239),(27 16439163),(28 17264180),(29 18094420),(30 18875762),(31 19744838),(32 20711004),(33 21555930),(34 22503784),(35 23348682),(36 24184150),(37 24992848),(38 25768776),(39 26603608),(40 27575834),(41 28585590),(42 29479770),(43 30558648),(44 31695030),(45 32593352),(46 33603060),(47 34656484),(48 35564990),(49 36408068),(50 37170664),(51 37997092),(52 38653236),(53 39268140),(54 39724270),(55 40187150),(56 40815516),(57 41293836),(58 41689176),(59 41900790),(60 41744350),(61 41494210),(62 41086100),(63 40648896),(64 40306412),(65 40020330),(66 39850116),(67 39796400),(68 39678852),(69 39453924),(70 39405580),(71 39417876),(72 39443444),(73 39663148),(74 40195212),(75 40917884),(76 41783732),(77 42864136),(78 43763584),(79 44736836),
(1 66.84691),(2 79.62169),(3 85.149216),(4 88.01997),(5 92.25711),(6 93.990776),(7 95.765274),(8 97.47172),(9 99.09018),(10 99.84231),(11 100.627815),(12 101.86921),(13 104.43232),(14 105.09964),(15 103.7726),(16 104.702194),(17 105.66625),(18 106.27937),(19 105.887924),(20 107.118515),(21 107.41588),(22 107.61375),(23 108.830765),(24 110.216675),(25 111.5225),(26 111.399414),(27 109.82507),(28 109.22762),(29 110.02334),(30 109.33576),(31 110.031235),(32 109.805374),(33 110.57327),(34 112.36668),(35 113.31812),(36 112.9311),(37 113.55485),(38 113.9881),(39 112.19976),(40 113.11675),(41 112.93918),(42 112.366714),(43 113.271484),(44 112.6365),(45 113.54664),(46 113.2935),(47 113.4276),(48 113.47235),(49 113.90151),(50 114.83762),(51 113.788315),(52 114.37864),(53 115.595085),(54 115.32836),(55 115.457726),(56 116.3003),(57 116.26259),(58 116.4347),(59 116.54031),(60 116.67241),(61 117.00014),(62 118.478874),(63 117.543976),(64 119.04914),(65 120.344),(66 119.1937),(67 120.301315),(68 121.594025),(69 120.6718),(70 121.716125),(71 121.46995),(72 121.65831),(73 122.64486),(74 121.53237),(75 120.0004),(76 120.3447),(77 120.09169),(78 119.21006),(79 119.93629),
(1 68.23709),(2 79.98021),(3 84.06972),(4 89.8625),(5 92.56015),(6 94.69291),(7 96.85519),(8 98.57367),(9 99.98225),(10 101.26193),(11 100.72969),(12 102.031265),(13 104.0712),(14 103.01087),(15 102.251076),(16 102.56572),(17 103.80997),(18 103.98242),(19 105.1556),(20 105.14938),(21 107.32089),(22 107.20485),(23 107.78173),(24 108.57357),(25 109.401184),(26 109.102165),(27 107.143875),(28 108.45263),(29 108.37496),(30 108.1785),(31 109.062004),(32 110.04812),(33 109.61688),(34 110.067566),(35 111.99102),(36 110.66581),(37 112.26491),(38 112.67971),(39 111.268074),(40 111.567),(41 110.54674),(42 111.51872),(43 112.343414),(44 111.60393),(45 111.94212),(46 111.61809),(47 111.2915),(48 110.89814),(49 112.37986),(50 112.40085),(51 110.35733),(52 110.556496),(53 112.19931),(54 113.19734),(55 113.36365),(56 113.77704),(57 114.252464),(58 113.72505),(59 113.16882),(60 113.79782),(61 115.15225),(62 115.80973),(63 115.32387),(64 116.79579),(65 118.570694),(66 118.841255),(67 119.64844),(68 121.85448),(69 123.07198),(70 123.69702),(71 122.562836),(72 122.90312),(73 123.96054),(74 123.02088),(75 121.15651),(76 120.38731),(77 121.21859),(78 120.87618),(79 120.372284),
(1 68.48524),(2 80.16168),(3 85.0374),(4 89.879234),(5 91.88366),(6 95.31557),(7 97.74435),(8 100.34971),(9 101.852615),(10 102.103165),(11 102.456535),(12 103.73357),(13 105.63157),(14 106.062515),(15 105.669395),(16 106.67935),(17 106.15953),(18 106.67819),(19 108.152084),(20 110.019905),(21 110.07733),(22 109.830696),(23 109.97738),(24 112.08805),(25 112.82219),(26 113.814186),(27 111.38156),(28 112.22348),(29 111.74854),(30 111.81689),(31 111.92004),(32 111.90419),(33 111.66838),(34 111.89297),(35 113.63344),(36 114.113106),(37 115.8459),(38 115.78488),(39 114.08664),(40 114.97256),(41 114.168465),(42 114.36874),(43 114.496315),(44 114.39142),(45 114.43938),(46 115.067215),(47 114.233376),(48 114.9738),(49 115.091675),(50 115.677185),(51 114.07971),(52 115.2366),(53 116.85463),(54 116.899536),(55 117.66157),(56 116.52891),(57 116.11389),(58 117.22452),(59 117.247215),(60 118.06861),(61 118.1631),(62 118.136635),(63 118.56587),(64 119.89478),(65 120.95975),(66 120.517815),(67 120.729515),(68 122.7957),(69 122.4325),(70 123.2088),(71 123.412544),(72 124.460976),(73 125.44773),(74 124.647354),(75 123.66593),(76 122.916336),(77 122.585205),(78 122.53995),(79 122.57697),
(1 65.3282),(2 76.82438),(3 81.37001),(4 86.18879),(5 89.1158),(6 91.888954),(7 94.17848),(8 96.05624),(9 98.03421),(10 98.325775),(11 98.25535),(12 100.53641),(13 100.10482),(14 101.513374),(15 100.9093),(16 102.62317),(17 103.1249),(18 103.247444),(19 104.77985),(20 105.27951),(21 106.25329),(22 106.138916),(23 107.71019),(24 108.02927),(25 108.53187),(26 108.82944),(27 106.76338),(28 107.83463),(29 108.1002),(30 108.09518),(31 109.17558),(32 109.90123),(33 110.2059),(34 111.008545),(35 112.0318),(36 112.738144),(37 112.68415),(38 113.99005),(39 111.9141),(40 112.819244),(41 112.18125),(42 111.83403),(43 111.21478),(44 110.8167),(45 110.28062),(46 110.37298),(47 110.79999),(48 110.70116),(49 110.41973),(50 111.00573),(51 110.64534),(52 111.686325),(53 112.57279),(54 112.55415),(55 113.29644),(56 112.51711),(57 112.656425),(58 112.686035),(59 111.4215),(60 113.02856),(61 113.75744),(62 115.91471),(63 113.95033),(64 115.02236),(65 114.855705),(66 115.911804),(67 117.3841),(68 117.972084),(69 116.93219),(70 117.50516),(71 118.24808),(72 117.946526),(73 119.08725),(74 117.11364),(75 116.76729),(76 115.42279),(77 116.8467),(78 115.90537),(79 115.97433),
(1 66.075455),(2 77.3721),(3 81.97426),(4 86.50179),(5 88.42067),(6 91.5654),(7 93.42051),(8 94.84401),(9 97.60572),(10 98.2465),(11 98.736725),(12 100.24287),(13 101.680275),(14 102.93531),(15 102.130585),(16 102.207855),(17 102.40813),(18 104.07232),(19 104.63307),(20 104.725655),(21 106.079865),(22 106.33452),(23 106.43969),(24 108.44758),(25 109.41018),(26 109.828865),(27 107.97715),(28 109.288055),(29 109.95893),(30 109.98436),(31 111.03066),(32 110.601395),(33 111.08715),(34 111.987724),(35 112.27675),(36 112.11993),(37 111.67649),(38 112.226585),(39 110.70755),(40 109.76131),(41 110.46975),(42 110.81112),(43 109.89679),(44 109.65739),(45 110.777374),(46 109.67557),(47 110.509285),(48 110.5506),(49 110.750015),(50 112.862854),(51 111.44963),(52 110.213326),(53 111.83407),(54 112.20884),(55 112.302895),(56 112.00823),(57 112.37496),(58 112.95196),(59 113.72399),(60 114.46913),(61 115.35962),(62 115.860565),(63 114.38871),(64 115.83085),(65 117.41537),(66 118.55047),(67 119.98706),(68 120.60601),(69 120.0265),(70 119.40193),(71 119.706985),(72 120.33756),(73 121.74442),(74 120.96674),(75 120.43402),(76 120.69147),(77 120.90513),(78 119.68468),(79 119.40778),
(1 63.893406),(2 76.02994),(3 80.90133),(4 86.01064),(5 88.32264),(6 90.401474),(7 92.28545),(8 93.65903),(9 95.483635),(10 96.484505),(11 95.69899),(12 96.97265),(13 98.08133),(14 99.8732),(15 98.7606),(16 99.16073),(17 99.88086),(18 100.62725),(19 102.64524),(20 102.89031),(21 103.16657),(22 102.76577),(23 102.429054),(24 104.581406),(25 104.266594),(26 105.02383),(27 103.48738),(28 105.310234),(29 106.116936),(30 105.527954),(31 106.74352),(32 106.58361),(33 106.909904),(34 107.04295),(35 107.203636),(36 107.93123),(37 107.98565),(38 109.86329),(39 108.07334),(40 108.7652),(41 109.13013),(42 109.3203),(43 109.041084),(44 108.88221),(45 109.91497),(46 108.7828),(47 108.288345),(48 109.51323),(49 109.68146),(50 111.50404),(51 110.459015),(52 110.343765),(53 111.48312),(54 112.37752),(55 112.00161),(56 111.19971),(57 111.64863),(58 111.375046),(59 112.587425),(60 113.58748),(61 113.751755),(62 113.4359),(63 113.12354),(64 113.49446),(65 114.36935),(66 116.05545),(67 116.18414),(68 117.23028),(69 117.22916),(70 117.77872),(71 117.107414),(72 117.62331),(73 118.10612),(74 116.99169),(75 115.225),(76 115.11609),(77 114.65474),(78 115.27927),(79 114.43801),
(1 64.01577),(2 74.99193),(3 80.43405),(4 84.12234),(5 86.99581),(6 90.445694),(7 92.66699),(8 94.688545),(9 95.29904),(10 95.97423),(11 95.61502),(12 97.50677),(13 98.13592),(14 99.91837),(15 98.98908),(16 100.18982),(17 101.90017),(18 102.792755),(19 103.29362),(20 104.299675),(21 104.716034),(22 105.612564),(23 105.62571),(24 106.91559),(25 107.50853),(26 107.85975),(27 106.32487),(28 106.01416),(29 106.67118),(30 106.92497),(31 107.401535),(32 107.87091),(33 107.73406),(34 109.30463),(35 110.07841),(36 111.28786),(37 109.79143),(38 111.411064),(39 109.75507),(40 109.843155),(41 109.69152),(42 110.23998),(43 110.98931),(44 110.68451),(45 109.39499),(46 110.12568),(47 109.05955),(48 110.049194),(49 109.08356),(50 110.601814),(51 108.95863),(52 108.37764),(53 110.18941),(54 110.78626),(55 110.26574),(56 109.52157),(57 110.1036),(58 109.90044),(59 110.38115),(60 111.1951),(61 111.00454),(62 111.956154),(63 110.778496),(64 110.74287),(65 112.14531),(66 113.38478),(67 114.46984),(68 115.52179),(69 116.60393),(70 115.95368),(71 117.06492),(72 116.773994),(73 116.288445),(74 115.15298),(75 113.30756),(76 114.05794),(77 114.20021),(78 113.88747),(79 113.06347),
(1 64.735344),(2 76.80589),(3 81.30678),(4 86.04702),(5 89.14476),(6 92.380066),(7 93.384445),(8 95.592995),(9 95.326515),(10 96.75623),(11 97.43508),(12 98.49793),(13 99.97829),(14 101.08979),(15 101.67539),(16 101.94711),(17 102.96422),(18 103.5935),(19 104.75039),(20 105.84174),(21 106.227135),(22 106.51118),(23 106.86902),(24 108.13051),(25 109.31041),(26 109.723015),(27 108.25649),(28 108.95132),(29 109.23768),(30 109.62695),(31 110.77306),(32 110.52967),(33 111.11744),(34 111.86613),(35 111.55622),(36 112.729576),(37 111.90743),(38 112.77655),(39 110.76108),(40 111.02726),(41 110.620026),(42 110.656746),(43 109.894104),(44 109.42408),(45 109.09692),(46 108.84153),(47 108.68498),(48 108.93508),(49 110.85829),(50 111.61392),(51 110.20232),(52 110.83296),(53 111.26728),(54 111.87529),(55 110.97947),(56 111.49687),(57 112.03045),(58 111.88484),(59 111.76661),(60 113.76428),(61 113.782135),(62 114.34883),(63 113.34426),(64 113.68127),(65 115.48085),(66 116.204384),(67 116.68886),(68 119.34202),(69 119.42404),(70 119.16466),(71 119.768875),(72 120.32145),(73 120.23561),(74 119.77836),(75 117.391495),(76 119.34156),(77 118.60889),(78 118.80545),(79 118.8102),
(1 63.826607),(2 74.99339),(3 81.05046),(4 83.99743),(5 87.18556),(6 90.81536),(7 91.55667),(8 93.93906),(9 95.55834),(10 96.3676),(11 97.94881),(12 100.00813),(13 100.42237),(14 101.610176),(15 100.5802),(16 101.31485),(17 102.00368),(18 102.05518),(19 102.98093),(20 103.609924),(21 104.7846),(22 105.97616),(23 106.727455),(24 107.23244),(25 107.42457),(26 108.12544),(27 106.82196),(28 107.44841),(29 107.462776),(30 106.90296),(31 105.857574),(32 106.63453),(33 106.18256),(34 106.92501),(35 106.785355),(36 108.08568),(37 108.49784),(38 109.331474),(39 106.21246),(40 107.111885),(41 107.57092),(42 107.05037),(43 107.64118),(44 107.895515),(45 107.47173),(46 107.521576),(47 107.41049),(48 108.19666),(49 108.40337),(50 108.36748),(51 107.677284),(52 108.14862),(53 107.291466),(54 108.25271),(55 108.94395),(56 107.69515),(57 109.51654),(58 109.01548),(59 109.380226),(60 111.125755),(61 111.30141),(62 112.04202),(63 110.91965),(64 112.252106),(65 114.42603),(66 115.89995),(67 117.219734),(68 117.7558),(69 118.23384),(70 118.4929),(71 119.30718),(72 119.43846),(73 120.40972),(74 120.39258),(75 118.63206),(76 118.46886),(77 118.75816),(78 117.90505),(79 117.06507),
(1 63.288475),(2 75.93014),(3 81.38676),(4 85.87449),(5 87.77601),(6 89.986496),(7 91.58895),(8 92.735725),(9 94.49049),(10 95.17814),(11 95.72796),(12 97.72839),(13 98.452835),(14 99.93959),(15 99.43016),(16 100.10798),(17 102.07585),(18 102.215614),(19 103.06977),(20 102.58185),(21 104.13611),(22 103.99128),(23 104.13022),(24 106.44765),(25 105.70311),(26 107.000626),(27 105.93736),(28 105.11096),(29 106.17076),(30 106.53945),(31 106.48451),(32 107.13354),(33 107.421104),(34 107.12192),(35 107.63965),(36 109.55732),(37 109.106255),(38 109.74823),(39 107.4534),(40 107.793495),(41 107.70299),(42 107.6628),(43 108.14856),(44 108.45184),(45 108.85339),(46 107.943825),(47 107.97012),(48 108.33484),(49 109.048676),(50 109.78655),(51 109.44653),(52 109.88708),(53 110.228134),(54 109.94465),(55 109.94219),(56 110.8424),(57 110.004005),(58 110.64369),(59 110.72454),(60 112.24664),(61 112.682495),(62 114.29348),(63 113.0075),(64 114.377),(65 114.96349),(66 115.680885),(67 116.10737),(68 117.63717),(69 118.55968),(70 117.679115),(71 118.00942),(72 117.581604),(73 118.371956),(74 118.01702),(75 116.15344),(76 116.43485),(77 116.544365),(78 116.47401),(79 115.385544),
(1 61.971577),(2 73.49987),(3 78.864494),(4 84.81527),(5 86.57024),(6 89.048546),(7 90.135544),(8 91.38745),(9 93.41763),(10 94.578964),(11 95.64208),(12 96.42159),(13 97.1056),(14 97.09005),(15 98.175766),(16 99.01526),(17 100.10934),(18 99.85572),(19 100.21098),(20 102.3746),(21 101.42735),(22 102.35528),(23 102.988205),(24 104.58595),(25 104.74332),(26 105.03147),(27 102.63753),(28 104.36952),(29 104.31034),(30 104.231544),(31 104.96685),(32 104.945274),(33 105.49852),(34 105.21164),(35 105.257416),(36 105.927055),(37 106.11698),(38 106.69832),(39 105.77232),(40 106.596756),(41 105.983154),(42 105.94952),(43 106.46617),(44 105.61053),(45 106.85195),(46 106.39928),(47 106.58878),(48 107.295105),(49 107.82065),(50 108.55459),(51 106.24015),(52 107.1504),(53 108.53974),(54 107.483444),(55 107.5021),(56 108.79037),(57 107.9476),(58 108.45422),(59 109.17368),(60 109.67924),(61 109.79053),(62 110.845566),(63 110.09823),(64 111.062485),(65 113.14223),(66 112.86961),(67 114.38714),(68 116.03382),(69 115.48532),(70 115.77637),(71 114.945145),(72 115.180824),(73 116.08926),(74 116.2506),(75 115.049225),(76 116.6807),(77 115.895386),(78 115.70653),(79 114.37558),
(1 61.677677),(2 72.4444),(3 78.42987),(4 83.2326),(5 85.08107),(6 86.93702),(7 88.42184),(8 90.31005),(9 91.19035),(10 92.533),(11 92.519905),(12 95.63067),(13 96.840805),(14 96.75028),(15 95.73456),(16 97.35551),(17 98.085686),(18 97.82644),(19 97.84324),(20 98.06824),(21 99.1387),(22 99.50552),(23 99.625435),(24 101.67052),(25 103.121124),(26 103.468864),(27 101.67334),(28 102.61241),(29 103.559586),(30 104.65369),(31 104.43794),(32 103.948555),(33 104.43059),(34 104.600586),(35 105.63286),(36 105.48128),(37 105.48235),(38 105.639626),(39 104.32528),(40 104.76243),(41 104.26934),(42 104.07737),(43 104.05896),(44 103.242035),(45 104.82624),(46 104.27125),(47 104.714),(48 105.10472),(49 106.222725),(50 105.99776),(51 104.18742),(52 105.37991),(53 106.138275),(54 106.52338),(55 107.41237),(56 106.985374),(57 107.40243),(58 107.50557),(59 108.38957),(60 108.977135),(61 109.57328),(62 110.20275),(63 109.276306),(64 110.57602),(65 112.99076),(66 112.285065),(67 112.86717),(68 115.04134),(69 114.73348),(70 115.952484),(71 114.54717),(72 114.8918),(73 114.84546),(74 114.66997),(75 114.44631),(76 114.80153),(77 115.6535),(78 115.37064),(79 113.94015),
(1 62.279102),(2 72.50894),(3 77.83443),(4 82.241295),(5 85.35721),(6 87.89258),(7 89.00586),(8 90.52365),(9 92.46422),(10 94.06158),(11 93.861946),(12 94.20158),(13 95.6267),(14 96.086685),(15 95.98089),(16 95.68205),(17 97.45339),(18 98.45608),(19 98.61651),(20 98.250656),(21 99.83246),(22 99.425285),(23 100.30801),(24 102.08517),(25 103.18136),(26 103.114334),(27 101.234146),(28 102.49249),(29 103.31629),(30 103.59945),(31 104.05186),(32 104.39209),(33 104.743355),(34 105.633156),(35 104.49217),(36 105.020905),(37 106.68328),(38 107.96134),(39 105.48407),(40 104.514275),(41 105.40719),(42 106.99662),(43 105.97072),(44 105.83154),(45 106.60918),(46 105.7882),(47 105.881065),(48 106.12394),(49 106.24583),(50 107.608025),(51 105.83018),(52 105.84299),(53 108.08204),(54 107.93777),(55 107.13953),(56 107.14583),(57 108.34781),(58 108.49887),(59 108.635826),(60 108.97536),(61 110.54295),(62 111.007416),(63 111.19748),(64 111.224495),(65 112.57457),(66 113.64093),(67 113.64755),(68 114.499435),(69 114.80997),(70 114.65999),(71 114.76323),(72 116.11341),(73 116.15556),(74 116.46118),(75 114.387314),(76 113.75946),(77 114.084496),(78 113.75649),(79 113.81185),
(1 61.493664),(2 71.50003),(3 76.960045),(4 81.97449),(5 85.3726),(6 87.96158),(7 90.486946),(8 91.78838),(9 92.63086),(10 94.045044),(11 93.09273),(12 94.39947),(13 95.483475),(14 96.50815),(15 96.39746),(16 97.002846),(17 98.68298),(18 99.92508),(19 98.808784),(20 98.76904),(21 99.89413),(22 98.54154),(23 98.81454),(24 99.415),(25 100.48116),(26 101.66339),(27 100.72682),(28 101.31698),(29 100.92673),(30 102.67491),(31 103.32679),(32 103.49812),(33 104.18362),(34 104.066216),(35 104.53252),(36 105.71643),(37 106.77905),(38 105.90043),(39 105.10496),(40 105.56752),(41 105.32679),(42 106.86449),(43 106.86807),(44 105.86788),(45 106.59573),(46 106.054756),(47 105.83171),(48 106.1872),(49 106.33619),(50 106.38133),(51 105.66828),(52 106.06053),(53 105.6598),(54 106.681404),(55 107.086334),(56 106.18461),(57 106.889786),(58 107.708046),(59 107.008026),(60 108.79531),(61 108.29843),(62 107.13783),(63 106.2641),(64 106.577324),(65 107.86621),(66 108.93887),(67 110.00331),(68 110.32964),(69 110.906166),(70 111.24468),(71 110.872314),(72 111.57736),(73 112.34192),(74 111.761765),(75 111.19493),(76 111.56944),(77 110.87452),(78 110.84436),(79 111.101685),
(1 61.251537),(2 71.98199),(3 77.3535),(4 82.0814),(5 85.390816),(6 88.16578),(7 90.05826),(8 91.26386),(9 92.8493),(10 94.1172),(11 94.420456),(12 95.69355),(13 96.46543),(14 98.38586),(15 97.39658),(16 98.32677),(17 99.05289),(18 99.214066),(19 99.81587),(20 99.749466),(21 100.19638),(22 98.861496),(23 100.01559),(24 100.82007),(25 101.86765),(26 101.98957),(27 100.88473),(28 101.49346),(29 102.7638),(30 103.18771),(31 104.25304),(32 104.15693),(33 104.38018),(34 104.334595),(35 104.56456),(36 105.98617),(37 106.69024),(38 106.93674),(39 105.317856),(40 105.77542),(41 105.33005),(42 104.45069),(43 105.654106),(44 105.34741),(45 106.683624),(46 106.65441),(47 106.69346),(48 107.10204),(49 107.69863),(50 107.4358),(51 106.84105),(52 106.95111),(53 106.65161),(54 106.53934),(55 107.39848),(56 106.8149),(57 107.45766),(58 108.13445),(59 108.5659),(60 110.155136),(61 108.89546),(62 109.09612),(63 109.91898),(64 109.975204),(65 110.22219),(66 110.94735),(67 112.5864),(68 113.317955),(69 112.33306),(70 113.20695),(71 111.416275),(72 111.59075),(73 111.282326),(74 112.06518),(75 110.906204),(76 111.073784),(77 111.36485),(78 110.26517),(79 110.29446),
(1 59.861572),(2 71.11365),(3 76.8804),(4 81.56404),(5 83.78613),(6 86.7613),(7 88.69977),(8 90.95294),(9 90.81973),(10 92.463165),(11 93.73371),(12 94.068306),(13 95.38092),(14 97.05052),(15 95.79475),(16 96.01224),(17 96.81942),(18 96.473495),(19 97.90564),(20 97.819725),(21 99.814354),(22 98.04376),(23 99.451164),(24 100.795525),(25 101.06924),(26 100.83389),(27 99.184135),(28 100.19328),(29 100.9977),(30 101.388664),(31 102.86822),(32 102.01335),(33 103.46303),(34 104.31418),(35 103.319664),(36 104.510345),(37 105.22466),(38 104.8364),(39 104.33415),(40 103.990875),(41 104.24341),(42 104.58846),(43 104.025604),(44 104.06999),(45 104.67263),(46 103.63944),(47 103.571175),(48 103.76373),(49 104.02636),(50 103.6685),(51 103.95824),(52 104.07775),(53 104.06719),(54 103.74472),(55 103.84512),(56 104.6038),(57 104.947464),(58 105.48398),(59 105.125946),(60 106.00095),(61 105.78296),(62 106.52337),(63 106.21863),(64 107.38515),(65 108.64212),(66 107.7591),(67 109.38281),(68 110.58162),(69 110.211845),(70 110.75708),(71 109.85155),(72 109.569305),(73 109.9801),(74 109.94782),(75 109.67825),(76 110.02199),(77 109.57918),(78 109.587204),(79 109.84512),
(1 58.5577),(2 68.999664),(3 74.53749),(4 79.91678),(5 82.4649),(6 84.6972),(7 86.35197),(8 88.477844),(9 89.05048),(10 90.42835),(11 92.1249),(12 93.69065),(13 94.772514),(14 95.311134),(15 95.03435),(16 95.89722),(17 95.883736),(18 96.11356),(19 98.38283),(20 97.71331),(21 99.67439),(22 99.55178),(23 99.62987),(24 100.18384),(25 101.032936),(26 100.73578),(27 100.035576),(28 100.49026),(29 100.82949),(30 101.340836),(31 102.29173),(32 102.33009),(33 104.23103),(34 102.761925),(35 103.734726),(36 104.51743),(37 104.907005),(38 105.626854),(39 103.09831),(40 104.257935),(41 104.22306),(42 104.972916),(43 105.12654),(44 104.29252),(45 104.901245),(46 104.92717),(47 104.02879),(48 105.25801),(49 105.20894),(50 105.43962),(51 104.97872),(52 104.99209),(53 105.247765),(54 105.50807),(55 106.11599),(56 106.35917),(57 106.40395),(58 108.367966),(59 107.55345),(60 108.751724),(61 109.02849),(62 110.63773),(63 108.96692),(64 109.55929),(65 110.42696),(66 111.03361),(67 111.85573),(68 112.68496),(69 112.642136),(70 112.53506),(71 112.86765),(72 112.412704),(73 112.75686),(74 112.425064),(75 111.46303),(76 111.019554),(77 110.72124),(78 110.63711),(79 110.59401),
(1 58.626816),(2 69.62361),(3 74.68117),(4 79.8517),(5 80.992004),(6 83.53753),(7 86.02733),(8 87.11918),(9 88.203),(10 89.79159),(11 90.38968),(12 90.72983),(13 92.68136),(14 93.51666),(15 93.27184),(16 94.74206),(17 95.54475),(18 95.8029),(19 96.412506),(20 96.488686),(21 97.283356),(22 96.9763),(23 98.25615),(24 100.27205),(25 99.96679),(26 101.032974),(27 99.801056),(28 100.246994),(29 100.87908),(30 101.081184),(31 101.707275),(32 102.37127),(33 104.581085),(34 103.863976),(35 103.40802),(36 104.49008),(37 104.95759),(38 105.46502),(39 103.02753),(40 103.26471),(41 102.879776),(42 103.29648),(43 104.13971),(44 103.805214),(45 103.173935),(46 104.0279),(47 103.278145),(48 104.37812),(49 105.7081),(50 104.75769),(51 103.83015),(52 104.02191),(53 104.052956),(54 104.008064),(55 105.24967),(56 105.0669),(57 105.44282),(58 104.99527),(59 105.5983),(60 105.40052),(61 107.44537),(62 107.25594),(63 106.44594),(64 107.65502),(65 108.89046),(66 109.742645),(67 109.62821),(68 110.866066),(69 110.746185),(70 110.5424),(71 109.977036),(72 110.490685),(73 110.71815),(74 109.64945),(75 109.370186),(76 109.36273),(77 108.646515),(78 108.50837),(79 108.50809),
