1.5,2.5,3.5,4.5,5.5,6.5,7.5,8.5,9.5,10.5,11.5,12.5,13.5,14.5,15.5,16.5,17.5,18.5,19.5,20.5,21.5,22.5,23.5,24.5,25.5,26.5,27.5,28.5,29.5,30.5,31.5,32.5,33.5,34.5,35.5,36.5,37.5,38.5,39.5,40.5,41.5,42.5,43.5,44.5,45.5,46.5,47.5,48.5,49.5,50.5,51.5,52.5,53.5,54.5,55.5,56.5,57.5,58.5,59.5,60.5,61.5,62.5,63.5,64.5,65.5,66.5,67.5,68.5,69.5,70.5,71.5,72.5,73.5,74.5,75.5,76.5,77.5,78.5,79.5,80.5,81.5,82.5,83.5,84.5,85.5,86.5,87.5,88.5,89.5,90.5,91.5,92.5,93.5,94.5,95.5,96.5,97.5,98.5,99.5,100.5,101.5,102.5,103.5,104.5,105.5,106.5,107.5,108.5,109.5,110.5,111.5,112.5,113.5,114.5,115.5,116.5,117.5,118.5,119.5,120.5,121.5,122.5,123.5,124.5,125.5,126.5,127.5,128.5,129.5,130.5,131.5,132.5,133.5,134.5,135.5,136.5,137.5,138.5,139.5,140.5,141.5,142.5,143.5,144.5,145.5,146.5,147.5,148.5,149.5,150.5,151.5,152.5,153.5,154.5,155.5,156.5,157.5,158.5,159.5,160.5,161.5,162.5,163.5,164.5,165.5,166.5,167.5,168.5,169.5,170.5,171.5,172.5,173.5,174.5,175.5,176.5,177.5,178.5,179.5,180.5,181.5,182.5,183.5,184.5,185.5,186.5,187.5,188.5,189.5,190.5,191.5,192.5,193.5,194.5,195.5,196.5,197.5,198.5,199.5,200.5,201.5,202.5,203.5,204.5,205.5,206.5,207.5,208.5,209.5,210.5,211.5,212.5,213.5,214.5,215.5,216.5,217.5,218.5,219.5,220.5,221.5,222.5,223.5,224.5,225.5,226.5,227.5,228.5,229.5,230.5,231.5,232.5,233.5,234.5,235.5,236.5,237.5,238.5,239.5,240.5,241.5,242.5,243.5,244.5,245.5,246.5,247.5,248.5,249.5,250.5,251.5,252.5,253.5,254.5,255.5,256.5,257.5,258.5,259.5,260.5,261.5,262.5,263.5,264.5,265.5,266.5,267.5,268.5,269.5,270.5,271.5,272.5,273.5,274.5,275.5,276.5,277.5,278.5,279.5,280.5,281.5,282.5,283.5,284.5,285.5,286.5,287.5,288.5,289.5,290.5,291.5,292.5,293.5,294.5,295.5,296.5,297.5,298.5,299.5,300.5,301.5,302.5,303.5,304.5,305.5,306.5,307.5,308.5,309.5,310.5,311.5,312.5,313.5,314.5,315.5,316.5,317.5,318.5,319.5,320.5,321.5,322.5,323.5,324.5,325.5,326.5,327.5,328.5,329.5,330.5,331.5,332.5,333.5,334.5,335.5,336.5,337.5,338.5,339.5,340.5,341.5,342.5,343.5,344.5,345.5,346.5,347.5,348.5,349.5,350.5,351.5,352.5,353.5,354.5,355.5,356.5,357.5,358.5,359.5,360.5,361.5,362.5,363.5,364.5,365.5,366.5,367.5,368.5,369.5,370.5,371.5,372.5,373.5,374.5,375.5,376.5,377.5,378.5,379.5,380.5,381.5,382.5,383.5,384.5,385.5,386.5,387.5,388.5,389.5,390.5,391.5,392.5,393.5,394.5,395.5,396.5,397.5,398.5,399.5,400.5,401.5,402.5,403.5,404.5,405.5,406.5,407.5,408.5,409.5,410.5,411.5,412.5,413.5,414.5,415.5,416.5,417.5,418.5,419.5,420.5,421.5,422.5,423.5,424.5,425.5,426.5,427.5,428.5,429.5,430.5,431.5,432.5,433.5,434.5,435.5,436.5,437.5,438.5,439.5,440.5,441.5,442.5,443.5,444.5,445.5,446.5,447.5,448.5,449.5,450.5,451.5,452.5,453.5,454.5,455.5,456.5,457.5,458.5,459.5,460.5,461.5,462.5,463.5,464.5,465.5,466.5,467.5,468.5,469.5,470.5,471.5,472.5,473.5,474.5,475.5,476.5,477.5,478.5,479.5,480.5,481.5,482.5,483.5,484.5,485.5,486.5,487.5,488.5,489.5,490.5,491.5,492.5,493.5,494.5,495.5,496.5,497.5,498.5,499.5,
(1 48267.06),(2 165405.81),(3 347365.97),(4 569806.6),(5 837131.44),(6 1124428.6),(7 1423176.4),(8 1725143.5),(9 2052629.6),(10 2359891.8),(11 2728530.8),(12 3092787.3),(13 3481482.8),(14 3893740.8),(15 4352427.5),(16 4796895),(17 5286959.5),(18 5784850.5),(19 6337949.5),(20 6853946),(21 7327737.5),(22 7815158.5),(23 8235018),(24 8628091),(25 9099600),(26 9464595),(27 9861925),(28 10220423),(29 10605292),(30 10932141),(31 11253272),(32 11508144),(33 11751643),(34 11981581),(35 12190925),(36 12373203),(37 12624000),(38 12825563),(39 13120701),(40 13383477),(41 13767593),(42 14249787),(43 14828133),(44 15379808),(45 16055317),(46 16715811),(47 17538330),(48 18376800),(49 19388250),(50 20327944),(51 21279414),(52 22264630),(53 23363686),(54 24616032),(55 25957806),(56 27192722),(57 28541246),(58 29810296),(59 31077414),(60 32147744),(61 33106266),(62 33900324),(63 34793348),(64 35510948),(65 36268510),(66 36840244),(67 37412188),(68 37800124),(69 38103440),(70 38363120),(71 38636850),(72 38840784),(73 39018052),(74 39219150),(75 39275364),(76 39337710),(77 39376308),(78 39297116),(79 39149340),
(1 32.586178),(2 36.967327),(3 40.537834),(4 43.488503),(5 45.587402),(6 46.574554),(7 48.101166),(8 48.504723),(9 49.41099),(10 50.617413),(11 50.47786),(12 50.84798),(13 51.233578),(14 52.91573),(15 52.858265),(16 53.43359),(17 54.339226),(18 54.843914),(19 55.43342),(20 56.25611),(21 56.198982),(22 55.67878),(23 55.771355),(24 56.343975),(25 57.20329),(26 58.210457),(27 58.378414),(28 58.59713),(29 59.193424),(30 58.871437),(31 59.05099),(32 59.474075),(33 59.497757),(34 59.726627),(35 59.667183),(36 59.252636),(37 58.45671),(38 59.363247),(39 59.555935),(40 59.618694),(41 59.556786),(42 59.447453),(43 59.973133),(44 59.719646),(45 60.501446),(46 60.249565),(47 60.512634),(48 60.51029),(49 60.79463),(50 61.451668),(51 61.22527),(52 60.873535),(53 61.179268),(54 61.07899),(55 60.838177),(56 61.271774),(57 60.292057),(58 61.082848),(59 60.53936),(60 60.35268),(61 60.596138),(62 61.786434),(63 62.00648),(64 62.472015),(65 62.415024),(66 63.22405),(67 63.57949),(68 64.39271),(69 64.65558),(70 64.88883),(71 64.90921),(72 64.807),(73 64.989075),(74 66.07425),(75 65.84544),(76 66.67713),(77 66.825905),(78 67.09909),(79 67.68579),
(1 32.059063),(2 36.55199),(3 39.596077),(4 42.042423),(5 43.86781),(6 45.966183),(7 47.612312),(8 48.70624),(9 49.810253),(10 50.31843),(11 51.19013),(12 51.43201),(13 52.442123),(14 54.366306),(15 54.45632),(16 54.678375),(17 55.16591),(18 55.271317),(19 55.53983),(20 55.423466),(21 56.062126),(22 56.080173),(23 55.96989),(24 56.203724),(25 56.98111),(26 57.672096),(27 58.48611),(28 58.601387),(29 59.563637),(30 59.51298),(31 60.57453),(32 60.593266),(33 61.11378),(34 61.108627),(35 61.38581),(36 61.213093),(37 61.86783),(38 62.40373),(39 62.42747),(40 62.407814),(41 62.289505),(42 61.693653),(43 61.83945),(44 61.29877),(45 61.672318),(46 61.73423),(47 61.164852),(48 61.274345),(49 61.195473),(50 61.427147),(51 61.67317),(52 61.49707),(53 62.04693),(54 62.12099),(55 61.67181),(56 60.9718),(57 60.743294),(58 60.540627),(59 60.25557),(60 59.953224),(61 60.595287),(62 61.64999),(63 62.00734),(64 62.65032),(65 63.185802),(66 63.948936),(67 64.25971),(68 64.85331),(69 65.55095),(70 65.98631),(71 66.699844),(72 66.50059),(73 66.45249),(74 67.24164),(75 67.16917),(76 67.24815),(77 67.332954),(78 67.29012),(79 68.21366),
(1 32.85882),(2 37.20079),(3 40.620937),(4 43.081818),(5 45.061157),(6 47.16711),(7 49.08773),(8 50.735493),(9 50.979477),(10 51.8672),(11 52.57522),(12 52.193466),(13 53.289852),(14 54.661118),(15 54.730682),(16 55.339153),(17 55.59881),(18 55.54967),(19 55.69534),(20 55.4133),(21 55.57244),(22 55.576633),(23 55.260864),(24 55.387115),(25 55.83877),(26 56.519135),(27 56.769966),(28 57.17649),(29 57.876415),(30 57.497707),(31 57.72618),(32 58.001873),(33 58.280567),(34 58.66406),(35 58.9586),(36 58.796627),(37 59.047577),(38 59.46822),(39 59.34838),(40 59.063744),(41 58.768715),(42 58.68442),(43 59.008053),(44 59.415993),(45 59.181553),(46 59.26239),(47 58.690136),(48 59.08953),(49 59.210506),(50 60.450897),(51 60.22796),(52 60.088512),(53 60.54084),(54 60.448853),(55 60.35769),(56 60.296932),(57 60.67326),(58 61.265915),(59 60.77472),(60 60.73679),(61 60.564034),(62 61.6916),(63 62.133076),(64 61.938465),(65 62.8776),(66 62.792557),(67 63.203835),(68 63.31276),(69 63.460155),(70 63.490322),(71 63.006107),(72 62.575283),(73 62.411556),(74 64.12609),(75 63.810062),(76 64.45995),(77 65.1072),(78 65.536),(79 66.06294),
(1 33.030785),(2 37.36954),(3 40.36688),(4 42.900833),(5 44.683357),(6 46.25712),(7 47.146675),(8 48.20851),(9 48.790215),(10 48.97698),(11 49.56069),(12 49.80349),(13 51.270275),(14 52.510174),(15 52.600586),(16 53.233673),(17 53.889244),(18 54.242004),(19 54.120407),(20 54.61915),(21 54.77388),(22 55.77622),(23 55.37228),(24 55.69895),(25 56.443096),(26 58.014767),(27 57.56464),(28 58.071056),(29 58.87636),(30 58.837097),(31 59.159897),(32 59.841507),(33 60.03284),(34 60.079216),(35 60.044594),(36 60.36196),(37 60.5299),(38 61.13709),(39 61.407703),(40 61.183186),(41 61.36201),(42 61.65057),(43 61.79762),(44 61.444897),(45 61.918533),(46 62.06932),(47 61.62827),(48 61.37294),(49 61.844322),(50 62.942337),(51 63.025627),(52 63.286),(53 63.035255),(54 63.468746),(55 63.504837),(56 63.619743),(57 62.682076),(58 62.650288),(59 62.33719),(60 62.751995),(61 62.912144),(62 64.12442),(63 63.84578),(64 64.20983),(65 64.30117),(66 65.2181),(67 65.622696),(68 65.53581),(69 66.13992),(70 66.68645),(71 66.70651),(72 66.72213),(73 66.814255),(74 67.29927),(75 67.51851),(76 67.76622),(77 67.659676),(78 67.52026),(79 68.58548),
(1 31.995329),(2 36.012215),(3 39.12582),(4 41.133316),(5 43.621128),(6 44.624733),(7 46.681553),(8 48.340954),(9 49.52601),(10 49.964485),(11 50.452927),(12 51.09402),(13 51.82143),(14 53.4543),(15 53.36351),(16 53.5872),(17 53.675705),(18 53.818657),(19 54.031654),(20 54.16618),(21 54.800343),(22 54.716587),(23 54.937077),(24 55.048832),(25 55.374218),(26 56.658546),(27 57.096375),(28 57.19851),(29 57.475628),(30 58.0295),(31 58.326378),(32 58.598194),(33 58.892956),(34 59.018078),(35 58.889576),(36 59.109524),(37 59.160355),(38 60.103886),(39 59.644108),(40 59.80093),(41 59.53552),(42 59.270588),(43 59.042053),(44 58.981853),(45 59.38181),(46 59.28686),(47 59.45779),(48 59.419567),(49 59.51228),(50 59.922165),(51 59.563663),(52 59.313343),(53 59.206573),(54 59.627243),(55 59.39857),(56 59.3311),(57 59.21664),(58 59.117584),(59 59.31897),(60 59.451805),(61 59.586258),(62 60.886543),(63 60.890945),(64 61.335373),(65 61.373077),(66 62.451855),(67 62.054703),(68 62.45643),(69 62.88496),(70 62.856678),(71 62.530846),(72 62.994682),(73 63.15098),(74 64.18622),(75 64.52208),(76 64.84306),(77 65.5153),(78 66.02896),(79 66.50675),
(1 31.976332),(2 36.918922),(3 40.26836),(4 42.995167),(5 45.058784),(6 46.156067),(7 48.29066),(8 49.757484),(9 50.50375),(10 51.093754),(11 51.273266),(12 51.61208),(13 51.89656),(14 53.304245),(15 52.810753),(16 53.24207),(17 53.712364),(18 53.99689),(19 54.324516),(20 54.398228),(21 54.586697),(22 55.063225),(23 54.743027),(24 55.042484),(25 55.276794),(26 56.783585),(27 56.321686),(28 56.51542),(29 56.44907),(30 56.893734),(31 56.51511),(32 56.72066),(33 57.19293),(34 57.522793),(35 57.746906),(36 58.03879),(37 58.025707),(38 58.615902),(39 58.91144),(40 59.12681),(41 59.20205),(42 58.982674),(43 59.321926),(44 59.287975),(45 59.35595),(46 58.61559),(47 58.999058),(48 59.129375),(49 59.41664),(50 60.54188),(51 59.910786),(52 60.247498),(53 60.20534),(54 59.93848),(55 59.66342),(56 59.701225),(57 59.623558),(58 58.954597),(59 59.393806),(60 59.6317),(61 60.366405),(62 61.028004),(63 61.219337),(64 61.621582),(65 61.587105),(66 61.871365),(67 62.499203),(68 62.32862),(69 63.04614),(70 63.013466),(71 62.759506),(72 62.92954),(73 63.001045),(74 63.41097),(75 63.514404),(76 64.23068),(77 64.757645),(78 65.52781),(79 65.86025),
(1 31.834074),(2 36.586033),(3 39.262733),(4 41.70832),(5 43.760357),(6 45.126503),(7 47.422646),(8 48.004314),(9 48.70707),(10 49.984142),(11 49.777214),(12 49.83513),(13 50.94511),(14 52.392265),(15 52.7338),(16 52.9972),(17 52.980778),(18 53.5316),(19 54.02415),(20 54.28713),(21 54.568375),(22 53.947514),(23 54.037594),(24 55.079376),(25 55.54515),(26 56.224564),(27 56.529404),(28 56.83714),(29 57.277218),(30 57.61113),(31 57.757603),(32 57.95524),(33 58.171555),(34 58.289047),(35 58.751453),(36 58.96327),(37 58.9139),(38 59.580074),(39 59.656315),(40 59.6225),(41 59.613243),(42 60.09782),(43 60.021183),(44 59.967617),(45 60.346672),(46 60.543667),(47 60.456234),(48 60.162983),(49 60.49736),(50 61.065376),(51 61.381966),(52 61.100952),(53 61.18141),(54 61.328716),(55 60.713295),(56 60.397182),(57 60.184906),(58 59.664215),(59 60.327953),(60 60.110584),(61 60.32075),(62 61.781357),(63 61.38097),(64 62.33725),(65 62.492287),(66 62.816216),(67 63.36315),(68 63.240833),(69 63.52364),(70 63.988575),(71 64.0396),(72 64.32635),(73 64.60963),(74 65.34191),(75 65.28085),(76 65.828545),(77 65.80907),(78 67.27841),(79 67.61773),
(1 31.318838),(2 35.585922),(3 38.871464),(4 41.46822),(5 43.804745),(6 45.79315),(7 47.316055),(8 48.648884),(9 49.741165),(10 50.417194),(11 51.276394),(12 51.5555),(13 52.81111),(14 54.05295),(15 54.634567),(16 54.900517),(17 55.434418),(18 55.33325),(19 54.864796),(20 55.55504),(21 55.506416),(22 55.620975),(23 55.7882),(24 55.65092),(25 56.13706),(26 56.93269),(27 57.015903),(28 57.68235),(29 58.213886),(30 58.78167),(31 59.145027),(32 59.347458),(33 59.72199),(34 59.528755),(35 59.554535),(36 59.180534),(37 59.48926),(38 59.793056),(39 59.90531),(40 60.00216),(41 59.654865),(42 59.520893),(43 59.36306),(44 58.982338),(45 59.12397),(46 59.56748),(47 59.78803),(48 59.75831),(49 60.049118),(50 60.446358),(51 60.855324),(52 60.34077),(53 60.30373),(54 60.477413),(55 59.936),(56 59.796745),(57 59.233475),(58 58.869946),(59 58.867184),(60 58.964752),(61 59.67032),(62 60.941284),(63 61.5747),(64 62.177517),(65 62.520344),(66 62.9707),(67 62.718395),(68 63.346268),(69 63.93493),(70 63.553356),(71 64.01656),(72 63.750874),(73 63.70614),(74 64.68291),(75 64.53439),(76 64.628716),(77 64.96947),(78 65.45979),(79 65.75905),
(1 32.27853),(2 36.66483),(3 39.4086),(4 41.557896),(5 43.640995),(6 45.194412),(7 47.027046),(8 48.51616),(9 49.311874),(10 50.07129),(11 50.307125),(12 50.258064),(13 50.883785),(14 52.191498),(15 52.65337),(16 52.62574),(17 52.93631),(18 53.111916),(19 53.42712),(20 53.47857),(21 53.935833),(22 54.053196),(23 53.95413),(24 54.36322),(25 54.924305),(26 55.870743),(27 56.2675),(28 56.228813),(29 56.44598),(30 56.77753),(31 56.830345),(32 57.29862),(33 57.700245),(34 58.08128),(35 58.083744),(36 57.70453),(37 58.244003),(38 58.782856),(39 58.48837),(40 58.628654),(41 58.744076),(42 58.63321),(43 58.673866),(44 59.02424),(45 58.298504),(46 58.954556),(47 59.1944),(48 58.9627),(49 60.050556),(50 60.75316),(51 60.4687),(52 59.890076),(53 59.762817),(54 59.437862),(55 59.579517),(56 59.431015),(57 58.539837),(58 58.59002),(59 57.906162),(60 58.53726),(61 58.474438),(62 59.036472),(63 59.622684),(64 59.871445),(65 60.253128),(66 61.3894),(67 61.421165),(68 61.371296),(69 61.000347),(70 60.62983),(71 60.87097),(72 61.410492),(73 62.370426),(74 62.68764),(75 63.460846),(76 63.563705),(77 64.64218),(78 65.195496),(79 65.71199),
(1 31.707703),(2 35.5394),(3 38.78947),(4 41.360188),(5 43.59044),(6 45.145725),(7 46.1847),(8 47.559784),(9 47.75858),(10 47.86685),(11 47.91842),(12 48.420033),(13 49.278442),(14 50.10909),(15 50.06113),(16 50.69848),(17 51.41237),(18 52.18304),(19 52.083748),(20 52.023266),(21 52.46313),(22 53.078278),(23 53.109364),(24 52.737385),(25 53.35493),(26 54.41436),(27 54.79039),(28 54.92939),(29 55.6531),(30 56.05654),(31 56.26245),(32 56.264202),(33 56.436554),(34 56.624866),(35 56.659916),(36 56.660755),(37 56.973816),(38 58.185944),(39 58.268246),(40 58.408916),(41 57.934185),(42 58.634502),(43 58.595196),(44 58.438637),(45 58.409035),(46 58.92702),(47 58.778625),(48 58.510513),(49 58.879368),(50 59.57368),(51 59.06734),(52 59.235268),(53 59.06242),(54 59.339573),(55 58.93653),(56 59.360332),(57 58.74359),(58 58.95137),(59 59.11254),(60 59.318672),(61 59.871258),(62 60.395824),(63 60.394073),(64 61.651184),(65 61.749977),(66 62.23748),(67 62.19908),(68 62.783962),(69 63.164093),(70 64.11105),(71 63.96992),(72 64.15249),(73 64.18584),(74 64.720825),(75 64.75509),(76 65.411),(77 66.0586),(78 66.133606),(79 66.41902),
(1 32.205425),(2 36.187874),(3 38.91774),(4 41.964287),(5 44.138527),(6 45.45234),(7 47.25905),(8 48.849167),(9 49.441982),(10 49.98546),(11 51.07454),(12 51.267982),(13 51.961006),(14 53.07165),(15 53.42273),(16 53.17116),(17 53.400948),(18 53.972607),(19 54.051144),(20 54.421333),(21 54.181522),(22 54.76123),(23 54.881226),(24 54.75927),(25 55.259304),(26 56.25218),(27 56.68647),(28 57.057987),(29 57.30439),(30 58.35289),(31 58.73695),(32 59.120808),(33 59.17587),(34 59.373596),(35 59.51779),(36 59.660095),(37 59.98171),(38 60.4886),(39 60.263832),(40 60.71809),(41 60.545357),(42 60.382275),(43 59.74046),(44 59.62451),(45 59.78973),(46 59.99497),(47 59.468285),(48 59.722595),(49 60.13044),(50 60.52648),(51 60.916573),(52 60.34281),(53 60.134937),(54 60.26948),(55 59.78825),(56 59.803665),(57 60.051746),(58 59.93821),(59 59.859245),(60 60.29252),(61 60.114223),(62 61.349625),(63 62.02602),(64 62.550213),(65 62.961803),(66 63.253044),(67 63.379856),(68 63.860184),(69 64.27883),(70 64.79383),(71 64.85157),(72 64.86229),(73 64.66099),(74 65.3487),(75 65.42803),(76 65.25413),(77 65.823166),(78 66.0564),(79 66.86838),
(1 31.541737),(2 35.46244),(3 38.605263),(4 41.06149),(5 43.169556),(6 45.12108),(7 46.63639),(8 47.559277),(9 48.09502),(10 49.360188),(11 49.56863),(12 49.849453),(13 49.963333),(14 51.311855),(15 51.252716),(16 52.10314),(17 52.153004),(18 52.586403),(19 52.76228),(20 53.311253),(21 53.6403),(22 53.364525),(23 52.958748),(24 52.922684),(25 53.78215),(26 54.290867),(27 54.541573),(28 54.84559),(29 54.473026),(30 54.425797),(31 54.71323),(32 54.737133),(33 54.942574),(34 55.250546),(35 55.945885),(36 55.641296),(37 56.177197),(38 56.79929),(39 56.999626),(40 56.922955),(41 56.732788),(42 56.60931),(43 56.777916),(44 57.31012),(45 57.31143),(46 57.261253),(47 56.637283),(48 56.85781),(49 57.03884),(50 57.13563),(51 57.087925),(52 57.11469),(53 57.317215),(54 57.250286),(55 57.44396),(56 57.28613),(57 56.927074),(58 57.145973),(59 56.673794),(60 57.050846),(61 57.001087),(62 58.034443),(63 57.689003),(64 57.816532),(65 58.52896),(66 58.603123),(67 58.76421),(68 59.223698),(69 59.315296),(70 59.411182),(71 59.51897),(72 59.796326),(73 59.737347),(74 60.467583),(75 60.67663),(76 61.247795),(77 61.797302),(78 62.301258),(79 63.114407),
(1 31.818712),(2 35.895935),(3 39.111736),(4 41.002792),(5 43.297375),(6 45.060364),(7 45.97061),(8 47.07728),(9 48.17299),(10 48.542927),(11 48.964092),(12 48.86414),(13 49.86618),(14 50.915592),(15 51.32487),(16 51.19357),(17 51.017445),(18 52.022617),(19 51.95659),(20 52.549942),(21 52.70624),(22 52.288193),(23 52.34795),(24 52.427),(25 52.649963),(26 53.839874),(27 54.299793),(28 54.849316),(29 55.81251),(30 55.68369),(31 56.441933),(32 56.452232),(33 56.59517),(34 56.879646),(35 56.75697),(36 56.691696),(37 56.62045),(38 56.789585),(39 56.731236),(40 57.072186),(41 57.47362),(42 57.92241),(43 58.309917),(44 58.409367),(45 58.749664),(46 59.311855),(47 59.256283),(48 59.052933),(49 58.639652),(50 58.79245),(51 58.85361),(52 58.49237),(53 58.492023),(54 58.653236),(55 58.550217),(56 58.571922),(57 58.126617),(58 58.0696),(59 58.12671),(60 58.38704),(61 58.903954),(62 59.210506),(63 59.06305),(64 59.703968),(65 60.124393),(66 60.26343),(67 60.464767),(68 61.110165),(69 61.797127),(70 61.949368),(71 62.330048),(72 62.768818),(73 63.282444),(74 63.72691),(75 64.214676),(76 64.656525),(77 65.482155),(78 65.86118),(79 66.077934),
(1 31.51316),(2 34.904358),(3 38.133232),(4 40.52328),(5 43.02179),(6 44.685715),(7 46.159897),(8 47.793488),(9 48.896343),(10 49.072178),(11 49.722298),(12 50.45585),(13 50.889782),(14 52.226143),(15 52.245827),(16 52.454094),(17 53.530834),(18 53.631012),(19 53.827534),(20 54.139694),(21 54.42837),(22 54.726856),(23 54.590607),(24 55.20408),(25 54.598812),(26 55.79718),(27 55.714466),(28 55.913013),(29 56.507515),(30 57.138462),(31 57.529064),(32 57.598125),(33 57.583405),(34 57.941174),(35 57.550724),(36 57.768032),(37 58.17853),(38 58.577694),(39 59.176376),(40 58.706497),(41 58.620018),(42 58.353268),(43 58.154877),(44 57.987022),(45 57.96766),(46 57.323376),(47 57.537453),(48 57.27945),(49 57.78546),(50 58.735687),(51 59.012924),(52 58.764923),(53 58.43231),(54 59.05781),(55 59.102516),(56 58.73318),(57 58.697514),(58 58.32289),(59 58.654156),(60 58.185543),(61 58.943268),(62 60.248135),(63 60.796593),(64 61.078915),(65 61.568367),(66 61.943928),(67 62.11131),(68 62.80182),(69 63.17586),(70 63.455505),(71 63.681366),(72 64.035515),(73 64.12764),(74 64.24014),(75 64.30708),(76 64.85484),(77 65.29464),(78 65.28822),(79 65.86079),
(1 31.169157),(2 34.967957),(3 38.392292),(4 40.715614),(5 43.093163),(6 45.05815),(7 46.85294),(8 47.897434),(9 48.45885),(10 49.200775),(11 49.3129),(12 49.81893),(13 49.99746),(14 51.466743),(15 51.42835),(16 51.761093),(17 51.719666),(18 51.771698),(19 51.7085),(20 52.405544),(21 52.36338),(22 52.303326),(23 52.235237),(24 52.70335),(25 52.82839),(26 53.229565),(27 53.33913),(28 53.60398),(29 53.89113),(30 54.097446),(31 54.560097),(32 54.87126),(33 54.876392),(34 55.62347),(35 55.9839),(36 55.765972),(37 56.197018),(38 56.89479),(39 57.050255),(40 56.68683),(41 56.47988),(42 56.50606),(43 56.44523),(44 56.459187),(45 56.722668),(46 56.48595),(47 56.81642),(48 57.2681),(49 56.809208),(50 57.281612),(51 57.270397),(52 57.3382),(53 57.07085),(54 57.428627),(55 57.20545),(56 56.9638),(57 56.782166),(58 56.699524),(59 56.88322),(60 56.620617),(61 56.733112),(62 57.13196),(63 57.561195),(64 57.835922),(65 58.161743),(66 57.99983),(67 58.434856),(68 58.587383),(69 59.282364),(70 59.64491),(71 60.12175),(72 59.643192),(73 60.493732),(74 60.176834),(75 60.577057),(76 61.015594),(77 61.45426),(78 61.636368),(79 61.517574),
(1 31.692167),(2 35.429607),(3 38.888992),(4 41.791737),(5 43.545994),(6 45.317772),(7 47.058697),(8 47.881626),(9 48.844154),(10 49.190872),(11 49.0537),(12 49.17747),(13 49.62777),(14 51.006134),(15 50.564625),(16 51.37104),(17 51.18757),(18 51.566162),(19 51.43466),(20 51.375027),(21 52.136288),(22 52.11298),(23 52.06011),(24 52.490288),(25 52.765594),(26 54.48075),(27 54.83555),(28 54.469463),(29 54.971333),(30 55.572777),(31 55.22009),(32 56.049843),(33 55.90659),(34 56.795986),(35 56.71831),(36 56.73592),(37 56.888218),(38 57.931328),(39 57.482555),(40 57.132328),(41 57.45674),(42 57.583855),(43 57.79544),(44 57.76928),(45 57.663895),(46 58.095196),(47 58.257126),(48 57.952007),(49 57.779568),(50 58.23199),(51 58.04462),(52 57.87216),(53 57.923008),(54 58.06093),(55 58.326668),(56 58.852478),(57 58.78478),(58 58.365044),(59 58.418556),(60 58.542294),(61 59.03191),(62 59.52388),(63 60.089035),(64 60.340744),(65 60.53695),(66 61.12022),(67 61.209274),(68 61.664932),(69 62.088905),(70 62.407707),(71 62.15487),(72 62.450794),(73 63.424267),(74 64.04034),(75 64.09605),(76 64.1628),(77 64.643105),(78 64.79872),(79 64.78224),
(1 30.293638),(2 34.281178),(3 37.483776),(4 40.15167),(5 42.482807),(6 44.454372),(7 45.735363),(8 46.939266),(9 47.761406),(10 48.642254),(11 48.685852),(12 49.188847),(13 49.598297),(14 51.294903),(15 51.554287),(16 51.979057),(17 52.248524),(18 52.740242),(19 52.753494),(20 52.818478),(21 53.09557),(22 53.069736),(23 53.388943),(24 53.435207),(25 53.67917),(26 55.05426),(27 54.718445),(28 55.140335),(29 55.233337),(30 56.048042),(31 56.852455),(32 56.753235),(33 57.64829),(34 57.598763),(35 57.421097),(36 57.590424),(37 58.243465),(38 58.37825),(39 58.44297),(40 57.978725),(41 58.159557),(42 57.64267),(43 58.09933),(44 57.902424),(45 57.68825),(46 57.654385),(47 57.30314),(48 57.616238),(49 57.501965),(50 58.367382),(51 58.419685),(52 58.28712),(53 58.171043),(54 57.98141),(55 58.333904),(56 58.374477),(57 57.99134),(58 57.638718),(59 57.572712),(60 58.113167),(61 58.611584),(62 59.01051),(63 59.36996),(64 60.13791),(65 60.99517),(66 61.149147),(67 61.223495),(68 62.150723),(69 62.73327),(70 62.947914),(71 63.676937),(72 63.383705),(73 63.508965),(74 64.39562),(75 64.28052),(76 64.28424),(77 64.47096),(78 64.362175),(79 64.8005),
(1 30.800056),(2 34.603863),(3 37.014034),(4 40.369102),(5 41.72685),(6 43.95899),(7 45.47568),(8 46.74709),(9 47.781208),(10 48.75611),(11 49.145115),(12 49.27038),(13 49.89724),(14 50.76597),(15 51.36234),(16 51.515034),(17 51.23537),(18 51.454063),(19 51.448208),(20 52.002743),(21 52.291138),(22 52.63817),(23 52.52349),(24 53.21175),(25 53.10113),(26 54.103176),(27 53.884937),(28 54.17769),(29 54.083714),(30 54.427143),(31 54.150166),(32 54.741207),(33 55.214386),(34 55.693012),(35 55.914555),(36 56.059753),(37 56.397926),(38 56.67136),(39 57.010452),(40 57.238834),(41 56.623577),(42 56.641926),(43 56.939415),(44 56.589302),(45 56.44617),(46 57.112186),(47 56.957523),(48 57.30329),(49 57.147675),(50 57.86952),(51 57.60686),(52 57.420933),(53 57.04347),(54 57.219994),(55 56.508347),(56 56.152733),(57 56.592075),(58 56.117695),(59 56.431675),(60 56.472534),(61 56.758698),(62 57.885876),(63 57.85402),(64 58.25809),(65 59.043755),(66 59.132477),(67 59.51482),(68 59.9952),(69 59.812378),(70 59.9729),(71 59.794952),(72 59.90448),(73 59.823456),(74 60.280025),(75 60.85617),(76 61.46779),(77 62.080986),(78 62.294857),(79 62.36893),
