1.5,2.5,3.5,4.5,5.5,6.5,7.5,8.5,9.5,10.5,11.5,12.5,13.5,14.5,15.5,16.5,17.5,18.5,19.5,20.5,21.5,22.5,23.5,24.5,25.5,26.5,27.5,28.5,29.5,30.5,31.5,32.5,33.5,34.5,35.5,36.5,37.5,38.5,39.5,40.5,41.5,42.5,43.5,44.5,45.5,46.5,47.5,48.5,49.5,50.5,51.5,52.5,53.5,54.5,55.5,56.5,57.5,58.5,59.5,60.5,61.5,62.5,63.5,64.5,65.5,66.5,67.5,68.5,69.5,70.5,71.5,72.5,73.5,74.5,75.5,76.5,77.5,78.5,79.5,80.5,81.5,82.5,83.5,84.5,85.5,86.5,87.5,88.5,89.5,90.5,91.5,92.5,93.5,94.5,95.5,96.5,97.5,98.5,99.5,100.5,101.5,102.5,103.5,104.5,105.5,106.5,107.5,108.5,109.5,110.5,111.5,112.5,113.5,114.5,115.5,116.5,117.5,118.5,119.5,120.5,121.5,122.5,123.5,124.5,125.5,126.5,127.5,128.5,129.5,130.5,131.5,132.5,133.5,134.5,135.5,136.5,137.5,138.5,139.5,140.5,141.5,142.5,143.5,144.5,145.5,146.5,147.5,148.5,149.5,150.5,151.5,152.5,153.5,154.5,155.5,156.5,157.5,158.5,159.5,160.5,161.5,162.5,163.5,164.5,165.5,166.5,167.5,168.5,169.5,170.5,171.5,172.5,173.5,174.5,175.5,176.5,177.5,178.5,179.5,180.5,181.5,182.5,183.5,184.5,185.5,186.5,187.5,188.5,189.5,190.5,191.5,192.5,193.5,194.5,195.5,196.5,197.5,198.5,199.5,200.5,201.5,202.5,203.5,204.5,205.5,206.5,207.5,208.5,209.5,210.5,211.5,212.5,213.5,214.5,215.5,216.5,217.5,218.5,219.5,220.5,221.5,222.5,223.5,224.5,225.5,226.5,227.5,228.5,229.5,230.5,231.5,232.5,233.5,234.5,235.5,236.5,237.5,238.5,239.5,240.5,241.5,242.5,243.5,244.5,245.5,246.5,247.5,248.5,249.5,250.5,251.5,252.5,253.5,254.5,255.5,256.5,257.5,258.5,259.5,260.5,261.5,262.5,263.5,264.5,265.5,266.5,267.5,268.5,269.5,270.5,271.5,272.5,273.5,274.5,275.5,276.5,277.5,278.5,279.5,280.5,281.5,282.5,283.5,284.5,285.5,286.5,287.5,288.5,289.5,290.5,291.5,292.5,293.5,294.5,295.5,296.5,297.5,298.5,299.5,300.5,301.5,302.5,303.5,304.5,305.5,306.5,307.5,308.5,309.5,310.5,311.5,312.5,313.5,314.5,315.5,316.5,317.5,318.5,319.5,320.5,321.5,322.5,323.5,324.5,325.5,326.5,327.5,328.5,329.5,330.5,331.5,332.5,333.5,334.5,335.5,336.5,337.5,338.5,339.5,340.5,341.5,342.5,343.5,344.5,345.5,346.5,347.5,348.5,349.5,350.5,351.5,352.5,353.5,354.5,355.5,356.5,357.5,358.5,359.5,360.5,361.5,362.5,363.5,364.5,365.5,366.5,367.5,368.5,369.5,370.5,371.5,372.5,373.5,374.5,375.5,376.5,377.5,378.5,379.5,380.5,381.5,382.5,383.5,384.5,385.5,386.5,387.5,388.5,389.5,390.5,391.5,392.5,393.5,394.5,395.5,396.5,397.5,398.5,399.5,400.5,401.5,402.5,403.5,404.5,405.5,406.5,407.5,408.5,409.5,410.5,411.5,412.5,413.5,414.5,415.5,416.5,417.5,418.5,419.5,420.5,421.5,422.5,423.5,424.5,425.5,426.5,427.5,428.5,429.5,430.5,431.5,432.5,433.5,434.5,435.5,436.5,437.5,438.5,439.5,440.5,441.5,442.5,443.5,444.5,445.5,446.5,447.5,448.5,449.5,450.5,451.5,452.5,453.5,454.5,455.5,456.5,457.5,458.5,459.5,460.5,461.5,462.5,463.5,464.5,465.5,466.5,467.5,468.5,469.5,470.5,471.5,472.5,473.5,474.5,475.5,476.5,477.5,478.5,479.5,480.5,481.5,482.5,483.5,484.5,485.5,486.5,487.5,488.5,489.5,490.5,491.5,492.5,493.5,494.5,495.5,496.5,497.5,498.5,499.5,
(1 109269.15),(2 383907.53),(3 812419.7),(4 1359347),(5 1970322.5),(6 2636647.8),(7 3366642),(8 4084401.8),(9 4827180.5),(10 5552880.5),(11 6342312),(12 6933332),(13 7409336.5),(14 7928782),(15 8496457),(16 9117221),(17 9865192),(18 10594368),(19 11303573),(20 12068972),(21 12849229),(22 13651521),(23 14597667),(24 15400884),(25 16023769),(26 16676320),(27 17383662),(28 17997194),(29 18559574),(30 19045262),(31 19377782),(32 19795622),(33 20242596),(34 20728566),(35 21278952),(36 21812196),(37 22297792),(38 22727438),(39 23234078),(40 23666666),(41 24222712),(42 24793254),(43 25316370),(44 25833392),(45 26323264),(46 26848570),(47 27575280),(48 28378314),(49 29296570),(50 30208170),(51 31179218),(52 32192502),(53 33184182),(54 34155270),(55 35085680),(56 35934600),(57 36866988),(58 37885370),(59 39025500),(60 40341930),(61 41670356),(62 43254480),(63 44903812),(64 46577184),(65 48260268),(66 50230892),(67 52242844),(68 54290036),(69 56427292),(70 58300244),(71 60118092),(72 61972124),(73 63496468),(74 65068396),(75 66395308),(76 67529960),(77 68770570),(78 69903350),(79 70838220),
(1 58.988804),(2 70.00122),(3 75.68564),(4 81.394135),(5 85.91443),(6 87.873024),(7 89.68276),(8 90.90283),(9 91.500114),(10 92.117226),(11 92.65209),(12 93.18868),(13 95.313576),(14 95.36319),(15 94.13161),(16 95.121254),(17 94.741714),(18 94.92287),(19 95.04104),(20 94.43029),(21 95.49554),(22 96.32064),(23 96.89456),(24 97.56167),(25 98.15536),(26 99.02353),(27 98.83656),(28 100.367165),(29 100.65714),(30 101.11217),(31 102.77043),(32 103.19946),(33 102.885735),(34 103.8203),(35 104.06784),(36 104.794365),(37 105.400085),(38 105.39697),(39 104.60747),(40 104.92222),(41 104.5005),(42 104.932106),(43 105.51995),(44 105.84886),(45 106.19959),(46 105.7521),(47 105.6741),(48 105.45821),(49 105.98502),(50 106.76375),(51 105.64662),(52 106.416275),(53 106.75801),(54 107.26446),(55 106.20034),(56 106.00879),(57 105.279564),(58 106.59371),(59 105.360886),(60 105.77045),(61 105.79452),(62 106.35301),(63 106.42376),(64 106.356476),(65 106.05752),(66 106.38048),(67 107.23507),(68 107.60243),(69 107.4319),(70 107.8165),(71 108.44693),(72 109.866455),(73 109.85723),(74 110.05421),(75 109.43094),(76 109.11482),(77 108.50682),(78 108.81997),(79 108.25731),
(1 59.07897),(2 68.96085),(3 75.096664),(4 79.722046),(5 83.71948),(6 85.76787),(7 88.03759),(8 90.6801),(9 91.59228),(10 92.47898),(11 91.48528),(12 92.52535),(13 93.884094),(14 94.64958),(15 93.59663),(16 94.43588),(17 94.24207),(18 93.83624),(19 94.10252),(20 94.53756),(21 94.2485),(22 97.14246),(23 96.57957),(24 96.81908),(25 98.31785),(26 98.43365),(27 98.228096),(28 99.97842),(29 98.69533),(30 99.41849),(31 99.86946),(32 101.93327),(33 101.63023),(34 102.60073),(35 102.51985),(36 103.72516),(37 103.05676),(38 103.496506),(39 102.63057),(40 102.73712),(41 103.58151),(42 103.87201),(43 104.06648),(44 103.567314),(45 104.69421),(46 103.8121),(47 103.45011),(48 104.46063),(49 105.73657),(50 105.648346),(51 105.43825),(52 106.49073),(53 105.93549),(54 105.94027),(55 105.45029),(56 104.8993),(57 105.00887),(58 106.42706),(59 105.95454),(60 105.912125),(61 106.64305),(62 106.297935),(63 105.48534),(64 105.81105),(65 104.768),(66 105.252625),(67 107.10697),(68 106.215675),(69 106.657524),(70 106.264565),(71 105.8046),(72 106.15902),(73 107.477554),(74 107.03867),(75 107.23781),(76 108.22725),(77 107.87848),(78 107.0296),(79 106.300125),
(1 57.847775),(2 67.56486),(3 73.8487),(4 78.57909),(5 82.41217),(6 84.81039),(7 86.94462),(8 88.90007),(9 89.773415),(10 90.65595),(11 91.26497),(12 91.664154),(13 93.68952),(14 93.208954),(15 92.19419),(16 92.89388),(17 93.7359),(18 94.75375),(19 96.0152),(20 95.57756),(21 95.93528),(22 96.69471),(23 95.929405),(24 97.17222),(25 97.43049),(26 97.10981),(27 96.60088),(28 98.291046),(29 98.7031),(30 99.65508),(31 99.88411),(32 100.78681),(33 100.50111),(34 100.61692),(35 101.22953),(36 101.927826),(37 102.163086),(38 102.06303),(39 101.53982),(40 101.55844),(41 102.40286),(42 102.281075),(43 102.362854),(44 103.09963),(45 103.76124),(46 102.81436),(47 104.25454),(48 104.46549),(49 104.45034),(50 105.401024),(51 104.83923),(52 104.63513),(53 104.77997),(54 104.13386),(55 103.40418),(56 103.41625),(57 102.75384),(58 103.34102),(59 104.25354),(60 103.76628),(61 104.26463),(62 104.3467),(63 103.39479),(64 103.63574),(65 103.22181),(66 103.20645),(67 103.82878),(68 102.78072),(69 103.91677),(70 103.96675),(71 105.16899),(72 105.41009),(73 104.74747),(74 105.16408),(75 104.21915),(76 104.27072),(77 104.237175),(78 104.13131),(79 103.62902),
(1 57.606007),(2 67.90635),(3 73.71447),(4 78.667274),(5 81.55534),(6 84.90007),(7 85.53569),(8 85.971565),(9 86.48242),(10 88.880775),(11 89.327736),(12 90.159004),(13 91.454895),(14 90.87278),(15 91.28751),(16 90.78569),(17 92.47287),(18 92.64722),(19 92.60203),(20 93.046844),(21 93.225815),(22 94.57624),(23 94.162506),(24 94.985985),(25 95.95166),(26 96.06609),(27 95.89478),(28 97.14269),(29 97.58891),(30 97.81805),(31 98.66387),(32 98.773605),(33 98.52983),(34 99.279),(35 100.46348),(36 100.13799),(37 99.90016),(38 100.67822),(39 99.62174),(40 99.18778),(41 99.81234),(42 100.422676),(43 102.00343),(44 103.91588),(45 103.63084),(46 103.26006),(47 103.24522),(48 103.29323),(49 103.22528),(50 104.20871),(51 103.75735),(52 104.25364),(53 104.772514),(54 104.653915),(55 103.93575),(56 102.33622),(57 102.07334),(58 102.68553),(59 102.22537),(60 102.84732),(61 103.345146),(62 103.24165),(63 103.29747),(64 102.565346),(65 103.185295),(66 103.11592),(67 102.41691),(68 102.82105),(69 104.01618),(70 104.089195),(71 104.067444),(72 104.58665),(73 106.07767),(74 104.77107),(75 104.27712),(76 104.58246),(77 104.5301),(78 104.636566),(79 103.35145),
(1 58.650364),(2 68.9486),(3 75.109406),(4 80.459526),(5 83.65193),(6 85.59589),(7 87.602905),(8 89.13189),(9 89.26686),(10 88.91102),(11 90.058235),(12 90.734726),(13 92.18606),(14 91.92076),(15 91.71691),(16 91.63285),(17 90.8985),(18 91.11302),(19 92.28735),(20 93.51953),(21 93.742294),(22 94.576675),(23 95.380104),(24 96.38045),(25 96.83056),(26 97.04046),(27 96.65285),(28 97.35606),(29 97.99148),(30 98.32903),(31 98.82799),(32 98.92145),(33 99.93062),(34 99.65357),(35 100.85216),(36 100.36795),(37 100.79554),(38 101.22214),(39 99.86594),(40 100.671814),(41 101.13933),(42 101.96165),(43 101.672325),(44 102.18756),(45 102.441414),(46 101.36641),(47 101.389336),(48 103.30065),(49 103.73271),(50 103.8823),(51 103.53695),(52 103.26115),(53 104.34411),(54 104.1812),(55 103.29142),(56 102.951546),(57 101.91551),(58 103.38748),(59 102.85866),(60 103.42519),(61 103.22476),(62 103.06533),(63 104.05882),(64 102.49973),(65 102.39792),(66 101.623955),(67 101.72712),(68 102.04585),(69 102.562325),(70 102.070755),(71 102.76884),(72 103.03537),(73 104.93215),(74 104.107086),(75 103.32352),(76 103.24132),(77 103.75601),(78 103.34303),(79 103.57127),
(1 57.986862),(2 67.733475),(3 74.04826),(4 79.019394),(5 82.51923),(6 85.84167),(7 88.78525),(8 90.14455),(9 91.37347),(10 90.43467),(11 91.56566),(12 91.761635),(13 92.943634),(14 93.19083),(15 92.56337),(16 93.20136),(17 93.30782),(18 93.4808),(19 94.03032),(20 95.34224),(21 95.87149),(22 95.12498),(23 95.31221),(24 96.68814),(25 95.972435),(26 96.45858),(27 96.117874),(28 96.89038),(29 97.97168),(30 98.27133),(31 98.69654),(32 99.546875),(33 99.22591),(34 99.214584),(35 99.30645),(36 100.096306),(37 100.27643),(38 101.6084),(39 100.15902),(40 101.944786),(41 102.40583),(42 103.39722),(43 102.627884),(44 103.98577),(45 103.443726),(46 103.46249),(47 103.93715),(48 104.224266),(49 104.72682),(50 104.26934),(51 105.239876),(52 105.05892),(53 105.364746),(54 105.53834),(55 105.4181),(56 105.035416),(57 105.20811),(58 104.94752),(59 104.93143),(60 104.37012),(61 104.9158),(62 105.34475),(63 103.93704),(64 104.11306),(65 104.06405),(66 103.92584),(67 104.52005),(68 104.75884),(69 105.24075),(70 106.18667),(71 106.04793),(72 106.24893),(73 105.89947),(74 105.66347),(75 105.296),(76 104.934814),(77 105.89484),(78 105.81335),(79 105.52543),
(1 57.26627),(2 66.89753),(3 72.603),(4 77.66693),(5 81.6832),(6 84.32533),(7 86.01172),(8 89.19745),(9 89.22173),(10 89.436325),(11 89.627),(12 89.11879),(13 90.10026),(14 90.42258),(15 91.25527),(16 91.85349),(17 92.29615),(18 91.882706),(19 91.21943),(20 91.52143),(21 92.677826),(22 92.22536),(23 93.31255),(24 93.73165),(25 95.27711),(26 96.085106),(27 94.81157),(28 96.38782),(29 96.938225),(30 97.37081),(31 97.620605),(32 97.74518),(33 99.29191),(34 99.04798),(35 99.34183),(36 99.666176),(37 99.511986),(38 99.5745),(39 99.23897),(40 100.43881),(41 99.699066),(42 100.53224),(43 100.75711),(44 101.0673),(45 101.0289),(46 100.912094),(47 101.24934),(48 101.08397),(49 101.759735),(50 102.81918),(51 101.64228),(52 102.2633),(53 101.64633),(54 101.86094),(55 101.119606),(56 101.3644),(57 101.85378),(58 102.08164),(59 101.347946),(60 102.21026),(61 102.67949),(62 102.44996),(63 101.52284),(64 101.42629),(65 101.1007),(66 100.75312),(67 101.12196),(68 100.73893),(69 101.14464),(70 101.895996),(71 101.72031),(72 102.462524),(73 104.027245),(74 103.59771),(75 103.7805),(76 104.07258),(77 103.38802),(78 103.18474),(79 102.31626),
(1 58.121677),(2 67.4019),(3 73.3445),(4 78.47325),(5 82.45182),(6 84.70008),(7 86.85737),(8 87.72853),(9 89.09158),(10 90.185356),(11 89.831985),(12 91.90325),(13 91.34601),(14 91.998405),(15 90.66327),(16 90.5323),(17 92.19746),(18 92.21845),(19 92.349205),(20 92.37498),(21 92.5824),(22 92.17637),(23 92.50612),(24 94.61413),(25 94.537506),(26 93.88449),(27 93.66327),(28 95.1962),(29 95.39812),(30 96.38839),(31 97.19151),(32 98.4599),(33 98.386375),(34 98.37707),(35 99.20306),(36 99.10998),(37 98.85687),(38 99.1424),(39 98.41405),(40 99.04526),(41 98.840065),(42 98.4278),(43 99.36126),(44 99.40728),(45 98.97802),(46 98.684685),(47 99.36973),(48 99.96692),(49 100.55018),(50 100.80291),(51 100.5473),(52 100.10851),(53 100.64509),(54 100.71893),(55 99.661),(56 99.262344),(57 99.55352),(58 99.731735),(59 99.89464),(60 101.46553),(61 101.47217),(62 102.2199),(63 101.85704),(64 102.823555),(65 103.18899),(66 103.15477),(67 102.5134),(68 103.06252),(69 103.51268),(70 103.000946),(71 104.09348),(72 104.644295),(73 106.28665),(74 105.80669),(75 104.84677),(76 105.440994),(77 105.658844),(78 105.261444),(79 104.92707),
(1 55.679653),(2 65.32981),(3 70.98892),(4 75.983536),(5 79.914734),(6 81.33477),(7 83.260284),(8 84.33978),(9 85.88925),(10 86.31034),(11 87.35575),(12 88.899155),(13 89.69364),(14 90.76542),(15 89.84976),(16 89.524124),(17 89.212845),(18 90.28227),(19 91.01988),(20 90.96248),(21 90.7487),(22 91.77842),(23 92.24019),(24 93.734726),(25 93.23785),(26 93.909706),(27 93.201485),(28 93.79336),(29 94.028275),(30 94.293365),(31 94.765526),(32 95.802345),(33 95.95269),(34 95.64054),(35 96.573784),(36 96.260635),(37 96.79657),(38 96.91587),(39 96.618904),(40 96.97431),(41 97.644035),(42 98.06976),(43 98.270294),(44 98.40539),(45 97.661285),(46 97.391365),(47 97.85456),(48 98.412476),(49 99.69898),(50 99.48281),(51 98.847305),(52 99.23954),(53 99.93318),(54 99.994194),(55 100.985535),(56 98.789505),(57 99.06906),(58 98.90957),(59 98.5796),(60 99.68605),(61 99.54126),(62 99.90104),(63 99.87919),(64 99.99731),(65 99.82621),(66 100.405754),(67 100.4481),(68 100.3346),(69 100.915085),(70 101.786285),(71 101.190865),(72 102.10536),(73 103.8564),(74 103.29603),(75 104.22272),(76 103.64151),(77 103.46631),(78 103.58134),(79 102.854126),
(1 56.33204),(2 66.6067),(3 71.94001),(4 78.0931),(5 82.951515),(6 85.56763),(7 87.1599),(8 88.68911),(9 88.50053),(10 89.70919),(11 89.74623),(12 90.84844),(13 91.742424),(14 92.61776),(15 91.40763),(16 91.10258),(17 91.75453),(18 90.39377),(19 90.6768),(20 91.275734),(21 92.28885),(22 92.730995),(23 93.81999),(24 93.71428),(25 94.57463),(26 95.46544),(27 96.42146),(28 96.654655),(29 96.74508),(30 97.08963),(31 96.82339),(32 97.73792),(33 98.663734),(34 98.4535),(35 98.39734),(36 99.93737),(37 99.2323),(38 98.81248),(39 98.69714),(40 98.78966),(41 99.36294),(42 100.075134),(43 100.769135),(44 101.41946),(45 100.221275),(46 100.380615),(47 101.20261),(48 101.20012),(49 103.444435),(50 103.122986),(51 103.516426),(52 104.577934),(53 104.22303),(54 104.16367),(55 104.46118),(56 103.851105),(57 103.443),(58 103.56012),(59 103.651596),(60 103.66996),(61 103.20096),(62 103.27678),(63 102.01001),(64 102.24393),(65 103.539215),(66 103.3333),(67 104.28273),(68 103.598404),(69 104.463715),(70 104.92807),(71 104.49993),(72 104.69738),(73 105.77363),(74 104.81154),(75 104.55157),(76 103.57306),(77 103.84707),(78 103.56231),(79 102.92526),
(1 56.109444),(2 65.48228),(3 71.63328),(4 76.65773),(5 80.85452),(6 83.67294),(7 85.257355),(8 86.81091),(9 87.10359),(10 87.31947),(11 88.71149),(12 90.02539),(13 90.73516),(14 90.66853),(15 89.93693),(16 89.7979),(17 89.58255),(18 89.91906),(19 90.318565),(20 91.27352),(21 92.11231),(22 93.043594),(23 93.27539),(24 94.25405),(25 94.85791),(26 95.002815),(27 94.707794),(28 96.28903),(29 96.52215),(30 96.60997),(31 96.311165),(32 97.83282),(33 97.25504),(34 96.89846),(35 97.34151),(36 98.38503),(37 99.31892),(38 99.11515),(39 98.989044),(40 99.24482),(41 100.022354),(42 99.71729),(43 100.3391),(44 101.02749),(45 101.24099),(46 100.443695),(47 100.12768),(48 100.78751),(49 102.001686),(50 102.23444),(51 102.26855),(52 102.49028),(53 102.15514),(54 102.15067),(55 102.20019),(56 102.29663),(57 101.744),(58 102.22662),(59 102.80533),(60 102.56917),(61 102.615456),(62 101.845634),(63 100.58509),(64 101.46807),(65 101.14915),(66 101.18042),(67 101.11054),(68 101.95547),(69 101.817924),(70 102.75887),(71 102.90454),(72 103.157555),(73 103.254425),(74 103.497055),(75 103.510376),(76 102.8632),(77 102.33339),(78 102.19523),(79 101.56688),
(1 55.346497),(2 64.89839),(3 69.98807),(4 75.53993),(5 79.84054),(6 82.04004),(7 82.8654),(8 85.173386),(9 85.67516),(10 85.74267),(11 86.68686),(12 88.00126),(13 89.13781),(14 89.19244),(15 89.126625),(16 89.39228),(17 90.004745),(18 89.669334),(19 90.27973),(20 90.496086),(21 90.90271),(22 91.864334),(23 92.9357),(24 92.98486),(25 93.46067),(26 93.09511),(27 92.98697),(28 94.35079),(29 95.16766),(30 95.27356),(31 94.337074),(32 95.213486),(33 95.966194),(34 96.72374),(35 97.00175),(36 96.74733),(37 97.06353),(38 97.72146),(39 97.02748),(40 96.65243),(41 97.482864),(42 98.27818),(43 97.797485),(44 99.26456),(45 98.085594),(46 98.41244),(47 98.522484),(48 98.43706),(49 98.7179),(50 98.34866),(51 98.00613),(52 98.31552),(53 98.242935),(54 98.041885),(55 98.47252),(56 98.265656),(57 97.99128),(58 97.279564),(59 97.746086),(60 97.38788),(61 98.54717),(62 97.53064),(63 96.75708),(64 97.228676),(65 97.092415),(66 97.54614),(67 97.28315),(68 97.368576),(69 98.22418),(70 99.9532),(71 99.27947),(72 99.55208),(73 100.3549),(74 99.72994),(75 100.54654),(76 99.515625),(77 99.437546),(78 100.24768),(79 99.45027),
(1 55.895084),(2 65.55787),(3 71.34717),(4 76.338715),(5 79.157974),(6 82.60674),(7 84.31626),(8 85.64262),(9 86.5401),(10 87.85418),(11 87.80615),(12 89.1231),(13 90.41536),(14 90.634415),(15 89.47155),(16 89.80505),(17 90.108185),(18 90.422104),(19 91.596954),(20 91.95168),(21 92.03938),(22 92.89151),(23 93.47813),(24 94.404594),(25 94.96022),(26 95.50549),(27 95.13657),(28 96.4247),(29 97.158516),(30 96.980225),(31 96.977325),(32 98.2715),(33 98.98122),(34 98.91889),(35 98.83507),(36 99.38845),(37 99.18815),(38 99.77308),(39 99.82891),(40 99.413956),(41 99.50597),(42 100.12159),(43 100.84569),(44 100.805695),(45 100.91611),(46 100.47707),(47 99.94008),(48 99.749176),(49 101.84295),(50 102.20998),(51 101.840836),(52 101.446075),(53 102.14082),(54 101.98101),(55 101.83648),(56 101.69882),(57 100.74057),(58 100.24457),(59 100.469475),(60 100.91562),(61 101.29322),(62 100.78015),(63 99.387146),(64 100.01217),(65 101.224785),(66 101.34471),(67 100.91943),(68 101.70247),(69 102.13301),(70 102.758484),(71 103.32074),(72 103.60176),(73 104.36952),(74 103.46988),(75 103.65061),(76 102.75992),(77 103.31923),(78 102.71053),(79 102.562485),
(1 54.406128),(2 63.66571),(3 69.64679),(4 74.66395),(5 77.15449),(6 80.16386),(7 82.094955),(8 82.90827),(9 84.968094),(10 85.64497),(11 86.25833),(12 86.532135),(13 87.49976),(14 88.55),(15 87.845825),(16 87.92055),(17 87.87969),(18 88.37841),(19 88.86012),(20 88.93008),(21 90.027596),(22 90.5401),(23 90.57843),(24 91.75214),(25 92.74539),(26 93.70204),(27 94.49132),(28 94.95928),(29 95.43342),(30 95.16944),(31 95.77531),(32 95.99504),(33 97.18133),(34 96.482),(35 96.658875),(36 95.89041),(37 95.958984),(38 96.84957),(39 96.09748),(40 97.51079),(41 96.99303),(42 98.14872),(43 98.097626),(44 98.42885),(45 97.572556),(46 97.70553),(47 97.37435),(48 97.44618),(49 98.99255),(50 99.36181),(51 99.040764),(52 99.38111),(53 99.38313),(54 98.72733),(55 98.279526),(56 98.9381),(57 98.84873),(58 98.93019),(59 98.85617),(60 99.58502),(61 99.665955),(62 100.47399),(63 98.856895),(64 98.92478),(65 99.04028),(66 98.91341),(67 99.11039),(68 99.394806),(69 99.61105),(70 99.84391),(71 100.51639),(72 100.52632),(73 100.46116),(74 100.07038),(75 99.453445),(76 99.5265),(77 99.91962),(78 99.54514),(79 98.82224),
(1 55.299652),(2 65.26893),(3 70.26341),(4 75.99074),(5 78.951355),(6 82.42603),(7 84.55146),(8 85.854034),(9 86.789925),(10 87.78713),(11 88.41577),(12 88.91663),(13 89.22391),(14 89.70429),(15 89.332054),(16 89.87511),(17 89.59198),(18 89.70854),(19 90.081985),(20 90.40683),(21 91.62815),(22 91.6453),(23 91.12201),(24 92.88815),(25 94.0726),(26 95.46038),(27 95.453865),(28 96.22363),(29 96.074814),(30 95.728226),(31 95.48957),(32 96.76942),(33 97.07299),(34 97.04973),(35 96.763756),(36 98.519905),(37 99.15866),(38 98.84923),(39 97.93192),(40 98.735344),(41 99.10787),(42 98.24435),(43 98.539375),(44 98.49507),(45 98.91883),(46 98.792595),(47 98.830605),(48 99.92947),(49 100.45261),(50 100.23636),(51 100.16746),(52 100.17146),(53 100.3596),(54 100.37509),(55 99.50214),(56 100.26216),(57 100.01725),(58 99.26468),(59 99.69347),(60 99.36798),(61 100.32533),(62 100.09688),(63 99.49041),(64 98.96164),(65 99.00668),(66 99.047905),(67 99.0016),(68 99.84264),(69 99.25088),(70 100.06642),(71 100.223206),(72 100.26836),(73 101.68565),(74 101.00427),(75 101.60125),(76 101.15166),(77 101.23257),(78 99.904724),(79 99.316216),
(1 54.56316),(2 64.51383),(3 68.788635),(4 74.18618),(5 76.93578),(6 79.809845),(7 81.58317),(8 82.86729),(9 83.50541),(10 84.64878),(11 84.885925),(12 85.16853),(13 86.4183),(14 87.12805),(15 87.33004),(16 87.357086),(17 87.20866),(18 87.39183),(19 87.18889),(20 88.83429),(21 89.44063),(22 89.54391),(23 89.12695),(24 90.26015),(25 90.45932),(26 90.910484),(27 89.702705),(28 91.8161),(29 92.152336),(30 92.576164),(31 93.41308),(32 94.23706),(33 94.35248),(34 94.22013),(35 95.09822),(36 95.71845),(37 95.763855),(38 95.21371),(39 94.868355),(40 94.85083),(41 96.0752),(42 95.64057),(43 96.46071),(44 96.85407),(45 96.08159),(46 95.63969),(47 96.50118),(48 96.87318),(49 98.21761),(50 97.86051),(51 98.44236),(52 97.78002),(53 97.05586),(54 97.40423),(55 97.43547),(56 96.841354),(57 96.64922),(58 96.44125),(59 97.63291),(60 98.12099),(61 98.822266),(62 98.07469),(63 96.36195),(64 96.55399),(65 97.05034),(66 97.56974),(67 98.199684),(68 97.56729),(69 96.537636),(70 97.884476),(71 96.80976),(72 98.451164),(73 100.219025),(74 99.33121),(75 99.26694),(76 100.005745),(77 100.30466),(78 100.09294),(79 100.30021),
(1 54.262424),(2 64.05194),(3 68.92768),(4 74.4026),(5 77.94525),(6 81.08238),(7 82.70599),(8 83.15884),(9 84.288795),(10 84.811874),(11 86.32394),(12 87.069885),(13 87.16026),(14 87.28771),(15 87.08388),(16 86.48214),(17 86.16825),(18 86.73301),(19 87.07391),(20 87.87196),(21 87.63887),(22 88.33597),(23 88.90999),(24 89.4041),(25 90.30226),(26 90.58536),(27 90.1848),(28 91.51594),(29 92.048744),(30 92.91695),(31 93.124794),(32 93.319145),(33 93.36632),(34 93.2624),(35 93.8356),(36 93.80196),(37 94.4312),(38 94.68898),(39 93.98212),(40 94.52336),(41 95.12215),(42 95.819786),(43 96.281136),(44 96.461365),(45 96.505104),(46 96.06049),(47 96.43226),(48 96.73857),(49 96.48514),(50 98.349556),(51 97.24954),(52 96.927216),(53 96.522964),(54 97.806984),(55 97.069214),(56 97.027855),(57 97.20626),(58 98.20842),(59 97.1481),(60 97.86718),(61 97.84262),(62 97.76996),(63 96.74933),(64 96.24562),(65 96.64364),(66 97.71599),(67 97.43817),(68 97.10134),(69 97.2842),(70 97.75074),(71 98.46329),(72 99.004364),(73 99.67331),(74 99.75137),(75 99.06523),(76 99.20581),(77 100.145004),(78 99.247116),(79 99.12315),
(1 54.97734),(2 64.9692),(3 71.1194),(4 75.89866),(5 79.47167),(6 81.40133),(7 82.70635),(8 84.55411),(9 84.25888),(10 85.22381),(11 87.521355),(12 87.7195),(13 87.98756),(14 88.94563),(15 88.72735),(16 87.69184),(17 88.04849),(18 88.986946),(19 88.58106),(20 88.707245),(21 89.34275),(22 89.15927),(23 89.68894),(24 91.73486),(25 92.49931),(26 92.13012),(27 92.708176),(28 94.01083),(29 94.21079),(30 94.11491),(31 94.37808),(32 95.68209),(33 96.41512),(34 97.553024),(35 97.45183),(36 97.20664),(37 96.84693),(38 98.01611),(39 96.19605),(40 96.66877),(41 96.89153),(42 97.36452),(43 98.46186),(44 98.35944),(45 98.473694),(46 98.25222),(47 98.18253),(48 99.102715),(49 99.593285),(50 99.84614),(51 98.97366),(52 98.63012),(53 98.448006),(54 98.89088),(55 98.28559),(56 97.847664),(57 97.78011),(58 97.95952),(59 98.0615),(60 97.77363),(61 97.70389),(62 97.67856),(63 97.45152),(64 96.94031),(65 96.90758),(66 97.595505),(67 97.33969),(68 97.94457),(69 98.85369),(70 98.19714),(71 99.221436),(72 98.72446),(73 99.23977),(74 98.842865),(75 99.024765),(76 98.94281),(77 99.589905),(78 99.15229),(79 99.01245),
