1.5,2.5,3.5,4.5,5.5,6.5,7.5,8.5,9.5,10.5,11.5,12.5,13.5,14.5,15.5,16.5,17.5,18.5,19.5,20.5,21.5,22.5,23.5,24.5,25.5,26.5,27.5,28.5,29.5,30.5,31.5,32.5,33.5,34.5,35.5,36.5,37.5,38.5,39.5,40.5,41.5,42.5,43.5,44.5,45.5,46.5,47.5,48.5,49.5,50.5,51.5,52.5,53.5,54.5,55.5,56.5,57.5,58.5,59.5,60.5,61.5,62.5,63.5,64.5,65.5,66.5,67.5,68.5,69.5,70.5,71.5,72.5,73.5,74.5,75.5,76.5,77.5,78.5,79.5,80.5,81.5,82.5,83.5,84.5,85.5,86.5,87.5,88.5,89.5,90.5,91.5,92.5,93.5,94.5,95.5,96.5,97.5,98.5,99.5,100.5,101.5,102.5,103.5,104.5,105.5,106.5,107.5,108.5,109.5,110.5,111.5,112.5,113.5,114.5,115.5,116.5,117.5,118.5,119.5,120.5,121.5,122.5,123.5,124.5,125.5,126.5,127.5,128.5,129.5,130.5,131.5,132.5,133.5,134.5,135.5,136.5,137.5,138.5,139.5,140.5,141.5,142.5,143.5,144.5,145.5,146.5,147.5,148.5,149.5,150.5,151.5,152.5,153.5,154.5,155.5,156.5,157.5,158.5,159.5,160.5,161.5,162.5,163.5,164.5,165.5,166.5,167.5,168.5,169.5,170.5,171.5,172.5,173.5,174.5,175.5,176.5,177.5,178.5,179.5,180.5,181.5,182.5,183.5,184.5,185.5,186.5,187.5,188.5,189.5,190.5,191.5,192.5,193.5,194.5,195.5,196.5,197.5,198.5,199.5,200.5,201.5,202.5,203.5,204.5,205.5,206.5,207.5,208.5,209.5,210.5,211.5,212.5,213.5,214.5,215.5,216.5,217.5,218.5,219.5,220.5,221.5,222.5,223.5,224.5,225.5,226.5,227.5,228.5,229.5,230.5,231.5,232.5,233.5,234.5,235.5,236.5,237.5,238.5,239.5,240.5,241.5,242.5,243.5,244.5,245.5,246.5,247.5,248.5,249.5,250.5,251.5,252.5,253.5,254.5,255.5,256.5,257.5,258.5,259.5,260.5,261.5,262.5,263.5,264.5,265.5,266.5,267.5,268.5,269.5,270.5,271.5,272.5,273.5,274.5,275.5,276.5,277.5,278.5,279.5,280.5,281.5,282.5,283.5,284.5,285.5,286.5,287.5,288.5,289.5,290.5,291.5,292.5,293.5,294.5,295.5,296.5,297.5,298.5,299.5,300.5,301.5,302.5,303.5,304.5,305.5,306.5,307.5,308.5,309.5,310.5,311.5,312.5,313.5,314.5,315.5,316.5,317.5,318.5,319.5,320.5,321.5,322.5,323.5,324.5,325.5,326.5,327.5,328.5,329.5,330.5,331.5,332.5,333.5,334.5,335.5,336.5,337.5,338.5,339.5,340.5,341.5,342.5,343.5,344.5,345.5,346.5,347.5,348.5,349.5,350.5,351.5,352.5,353.5,354.5,355.5,356.5,357.5,358.5,359.5,360.5,361.5,362.5,363.5,364.5,365.5,366.5,367.5,368.5,369.5,370.5,371.5,372.5,373.5,374.5,375.5,376.5,377.5,378.5,379.5,380.5,381.5,382.5,383.5,384.5,385.5,386.5,387.5,388.5,389.5,390.5,391.5,392.5,393.5,394.5,395.5,396.5,397.5,398.5,399.5,400.5,401.5,402.5,403.5,404.5,405.5,406.5,407.5,408.5,409.5,410.5,411.5,412.5,413.5,414.5,415.5,416.5,417.5,418.5,419.5,420.5,421.5,422.5,423.5,424.5,425.5,426.5,427.5,428.5,429.5,430.5,431.5,432.5,433.5,434.5,435.5,436.5,437.5,438.5,439.5,440.5,441.5,442.5,443.5,444.5,445.5,446.5,447.5,448.5,449.5,450.5,451.5,452.5,453.5,454.5,455.5,456.5,457.5,458.5,459.5,460.5,461.5,462.5,463.5,464.5,465.5,466.5,467.5,468.5,469.5,470.5,471.5,472.5,473.5,474.5,475.5,476.5,477.5,478.5,479.5,480.5,481.5,482.5,483.5,484.5,485.5,486.5,487.5,488.5,489.5,490.5,491.5,492.5,493.5,494.5,495.5,496.5,497.5,498.5,499.5,
(1 7909.2114),(2 20527.213),(3 39130.13),(4 62116.36),(5 87540.055),(6 115370.9),(7 148986.83),(8 185861.94),(9 228245.55),(10 276815.1),(11 325604.03),(12 371965.34),(13 418002.84),(14 459576.1),(15 495676.47),(16 530067.3),(17 561220.3),(18 583804),(19 605025.75),(20 625412.44),(21 640787.25),(22 652462.56),(23 663093.7),(24 672161.25),(25 684614.5),(26 689317.25),(27 691507.6),(28 699666.3),(29 703005.7),(30 700025.3),(31 706861.7),(32 711982.7),(33 721254.7),(34 730017.7),(35 745534.06),(36 774052.56),(37 812170.8),(38 869063.06),(39 964604.75),(40 1043562.3),(41 1124872.1),(42 1201518.5),(43 1276932.3),(44 1346708.9),(45 1411937.5),(46 1484603.6),(47 1558814.1),(48 1624216),(49 1690280.5),(50 1738061.6),(51 1794267.9),(52 1841576.6),(53 1891714),(54 1940262.4),(55 1989263.6),(56 2019832.4),(57 2056735.1),(58 2069761.6),(59 2091058.5),(60 2092029.6),(61 2090801.5),(62 2080034.9),(63 2077039.6),(64 2069189.4),(65 2070851.4),(66 2063083),(67 2067134.6),(68 2067016),(69 2070673.6),(70 2064389),(71 2070386.6),(72 2078864.4),(73 2105065.5),(74 2142463.8),(75 2199634.8),(76 2245882.8),(77 2294447.5),(78 2342954.3),(79 2403597.8),
(1 69.64343),(2 94.03649),(3 111.31798),(4 121.951035),(5 130.98509),(6 139.29413),(7 147.2282),(8 154.15147),(9 161.7708),(10 168.07559),(11 174.14679),(12 180.18208),(13 186.19427),(14 190.45146),(15 195.45187),(16 200.51366),(17 204.70753),(18 207.9809),(19 211.73796),(20 212.84224),(21 215.63037),(22 217.36865),(23 220.84253),(24 223.66402),(25 226.09392),(26 230.01697),(27 232.48085),(28 233.00597),(29 234.39333),(30 235.25401),(31 237.2407),(32 239.15938),(33 240.84674),(34 243.15355),(35 242.51561),(36 243.03993),(37 244.88258),(38 244.93636),(39 245.17497),(40 243.90974),(41 246.17348),(42 246.41295),(43 247.57414),(44 245.02452),(45 243.62178),(46 243.90881),(47 243.30016),(48 242.48383),(49 240.61728),(50 240.64041),(51 241.48245),(52 241.25124),(53 241.95741),(54 241.73372),(55 242.56813),(56 243.5996),(57 245.17429),(58 247.80289),(59 246.42726),(60 247.87265),(61 247.45148),(62 248.04428),(63 246.9439),(64 244.86464),(65 244.18802),(66 242.16196),(67 241.11357),(68 239.63972),(69 237.39037),(70 235.52434),(71 234.97092),(72 230.76321),(73 228.30875),(74 225.53711),(75 223.76266),(76 221.79253),(77 220.82875),(78 219.44812),(79 217.91563),
(1 68.84728),(2 92.6686),(3 109.31462),(4 121.07535),(5 131.21591),(6 137.4518),(7 146.40804),(8 153.27162),(9 158.68755),(10 165.3227),(11 171.02155),(12 176.49678),(13 182.31912),(14 187.25668),(15 191.75822),(16 195.15762),(17 198.8444),(18 202.10992),(19 204.06456),(20 206.702),(21 210.13834),(22 215.29697),(23 218.4419),(24 220.73361),(25 224.75229),(26 228.96999),(27 231.95409),(28 235.32327),(29 238.04321),(30 241.30829),(31 243.62138),(32 247.78809),(33 249.51392),(34 250.8194),(35 252.67072),(36 254.60172),(37 255.01111),(38 254.6776),(39 256.55084),(40 255.55844),(41 256.92395),(42 255.96953),(43 257.54825),(44 255.2078),(45 253.893),(46 251.9282),(47 251.3784),(48 251.06949),(49 250.02614),(50 247.33597),(51 247.62265),(52 249.27681),(53 249.7991),(54 250.93214),(55 252.1953),(56 253.36087),(57 254.67427),(58 256.05164),(59 254.7996),(60 256.127),(61 255.33395),(62 257.95215),(63 258.31375),(64 256.3281),(65 257.08286),(66 254.69974),(67 252.69933),(68 250.05981),(69 247.03886),(70 243.80177),(71 243.47281),(72 240.40274),(73 239.8943),(74 237.75967),(75 235.58363),(76 233.692),(77 229.61888),(78 227.51106),(79 225.1508),
(1 69.70942),(2 94.21968),(3 111.02067),(4 122.076805),(5 131.31073),(6 137.73235),(7 144.4723),(8 150.9016),(9 156.19952),(10 161.69551),(11 168.62756),(12 174.88818),(13 180.33185),(14 184.33853),(15 189.00647),(16 192.16795),(17 197.01462),(18 200.57976),(19 203.03123),(20 204.73285),(21 206.89182),(22 210.44725),(23 213.6063),(24 214.30522),(25 218.02068),(26 221.35303),(27 225.40271),(28 226.88545),(29 229.43698),(30 230.87814),(31 234.66135),(32 238.26561),(33 240.31462),(34 242.63387),(35 243.66551),(36 244.92412),(37 245.96027),(38 247.1014),(39 250.67496),(40 249.09047),(41 251.00775),(42 249.03932),(43 252.35918),(44 250.33891),(45 249.81181),(46 248.39595),(47 247.36266),(48 246.56172),(49 246.1654),(50 245.09666),(51 246.87192),(52 246.14868),(53 246.4104),(54 247.03654),(55 247.38974),(56 247.8629),(57 249.02953),(58 250.86038),(59 249.96512),(60 250.39337),(61 249.9309),(62 250.49156),(63 251.41556),(64 247.64642),(65 246.96944),(66 244.96307),(67 243.34561),(68 242.13007),(69 239.45032),(70 237.2212),(71 236.1099),(72 233.07964),(73 234.05797),(74 232.56822),(75 230.26926),(76 228.99911),(77 226.83246),(78 225.01355),(79 222.69986),
(1 68.95197),(2 92.387054),(3 109.18599),(4 120.448494),(5 130.28679),(6 137.08182),(7 143.91931),(8 151.71542),(9 156.62468),(10 163.10812),(11 169.5122),(12 176.00217),(13 181.61348),(14 185.27803),(15 189.88521),(16 193.61914),(17 196.1687),(18 198.54143),(19 202.21492),(20 202.51852),(21 204.53726),(22 205.83179),(23 208.42346),(24 209.77708),(25 213.39272),(26 215.11629),(27 218.49771),(28 222.87193),(29 224.38362),(30 225.07504),(31 227.62263),(32 231.24837),(33 233.24245),(34 232.83206),(35 234.53102),(36 235.02939),(37 236.44122),(38 236.63145),(39 239.23225),(40 241.07248),(41 243.18503),(42 240.7699),(43 242.03624),(44 241.85292),(45 241.27455),(46 240.17789),(47 238.61794),(48 238.43642),(49 235.60709),(50 233.45813),(51 233.91145),(52 232.61789),(53 232.12271),(54 231.97112),(55 231.8766),(56 232.6984),(57 233.62836),(58 232.57628),(59 231.20576),(60 231.28217),(61 232.83182),(62 232.86435),(63 233.21536),(64 232.242),(65 232.47792),(66 230.75508),(67 230.56427),(68 230.30037),(69 227.37798),(70 224.81268),(71 223.15346),(72 222.27478),(73 220.8663),(74 219.44725),(75 220.87529),(76 219.8636),(77 218.96288),(78 215.79123),(79 214.5206),
(1 68.63739),(2 91.43342),(3 108.14026),(4 118.1377),(5 126.52007),(6 132.62924),(7 139.3088),(8 144.12206),(9 148.6675),(10 156.08507),(11 161.58014),(12 167.88492),(13 174.27281),(14 176.90636),(15 182.92723),(16 186.0847),(17 190.46837),(18 192.60143),(19 196.25589),(20 196.82399),(21 199.26678),(22 200.85591),(23 205.87566),(24 209.57217),(25 212.10919),(26 214.69264),(27 218.09776),(28 222.25056),(29 224.85545),(30 226.74542),(31 228.9278),(32 229.99629),(33 230.67381),(34 229.91652),(35 231.97874),(36 232.58858),(37 231.42404),(38 232.72885),(39 233.31769),(40 233.43883),(41 234.07039),(42 234.28687),(43 235.60045),(44 233.14603),(45 230.76495),(46 229.39146),(47 226.22879),(48 226.64449),(49 224.03384),(50 222.20659),(51 223.96385),(52 222.0053),(53 222.16756),(54 223.0749),(55 223.18001),(56 223.47525),(57 224.10364),(58 224.20125),(59 223.49979),(60 225.33432),(61 225.93849),(62 226.27792),(63 227.36281),(64 226.31313),(65 224.57387),(66 223.39394),(67 223.12003),(68 221.64809),(69 222.5258),(70 221.82452),(71 221.84464),(72 220.02158),(73 220.64482),(74 217.50337),(75 216.56497),(76 216.5475),(77 214.27762),(78 212.31218),(79 210.16039),
(1 67.1214),(2 90.8165),(3 108.09481),(4 119.14409),(5 127.752815),(6 133.01222),(7 140.05922),(8 143.76021),(9 149.54614),(10 153.49019),(11 160.15146),(12 165.74046),(13 171.36485),(14 174.25784),(15 179.66615),(16 181.39467),(17 186.02036),(18 188.26535),(19 190.13579),(20 191.58737),(21 194.33728),(22 196.64018),(23 200.2869),(24 203.5055),(25 206.52397),(26 208.4509),(27 211.95511),(28 213.38445),(29 214.75018),(30 216.49356),(31 218.44814),(32 220.11172),(33 223.20396),(34 224.4182),(35 226.2454),(36 226.3095),(37 226.66167),(38 228.16527),(39 230.0305),(40 230.78278),(41 231.79485),(42 231.69543),(43 232.39005),(44 231.32082),(45 230.63904),(46 230.20688),(47 229.54414),(48 229.67368),(49 227.49345),(50 226.13728),(51 227.97324),(52 226.37578),(53 226.70609),(54 227.7105),(55 227.23892),(56 228.42319),(57 229.97011),(58 230.75064),(59 227.63467),(60 227.99301),(61 228.33777),(62 228.20216),(63 228.45563),(64 228.4418),(65 226.54036),(66 225.55898),(67 226.58331),(68 225.81415),(69 224.89336),(70 223.95824),(71 223.18024),(72 220.23387),(73 221.13419),(74 219.40335),(75 218.67967),(76 219.43788),(77 218.00644),(78 216.08919),(79 215.44174),
(1 67.29759),(2 91.21315),(3 107.77625),(4 118.58617),(5 127.389984),(6 133.45085),(7 140.38084),(8 146.19684),(9 151.81473),(10 156.403),(11 161.507),(12 166.9729),(13 172.88142),(14 178.18283),(15 180.55962),(16 184.58424),(17 188.59047),(18 191.30676),(19 193.78226),(20 196.35071),(21 200.75961),(22 204.34987),(23 207.4433),(24 211.6596),(25 215.46823),(26 219.05272),(27 222.48584),(28 223.74329),(29 226.12868),(30 227.14856),(31 228.4199),(32 230.52655),(33 233.77063),(34 235.26231),(35 237.22588),(36 239.04228),(37 240.12724),(38 239.85179),(39 240.85992),(40 239.47412),(41 239.54909),(42 238.88663),(43 238.10497),(44 237.24939),(45 235.68452),(46 233.73416),(47 232.18748),(48 230.80104),(49 231.2369),(50 230.48453),(51 231.28308),(52 229.72462),(53 231.68199),(54 232.63014),(55 231.5304),(56 232.96187),(57 232.7973),(58 233.9385),(59 231.73651),(60 230.87851),(61 231.9681),(62 232.82312),(63 232.897),(64 230.8146),(65 229.7187),(66 229.08041),(67 228.24635),(68 227.64995),(69 226.08171),(70 225.44804),(71 223.9501),(72 220.97533),(73 221.77205),(74 220.3409),(75 223.10898),(76 221.80914),(77 220.70694),(78 219.2337),(79 219.8285),
(1 67.02226),(2 91.88197),(3 109.39622),(4 119.757484),(5 128.5849),(6 135.90387),(7 144.02248),(8 150.09758),(9 155.79066),(10 161.77544),(11 167.26027),(12 171.68694),(13 176.77487),(14 180.9676),(15 183.73178),(16 187.02678),(17 189.86696),(18 190.99808),(19 193.40977),(20 195.64195),(21 197.36272),(22 199.88817),(23 202.47015),(24 204.03474),(25 207.13965),(26 210.77722),(27 212.94656),(28 215.25102),(29 217.94667),(30 218.95099),(31 219.72333),(32 222.10251),(33 223.47354),(34 226.01247),(35 228.7638),(36 229.95085),(37 231.7837),(38 233.72932),(39 236.89256),(40 237.05945),(41 239.81288),(42 239.39455),(43 240.52007),(44 238.74931),(45 237.19215),(46 234.36887),(47 232.635),(48 231.71054),(49 231.24077),(50 230.53497),(51 229.9573),(52 228.31325),(53 229.6271),(54 230.49232),(55 229.3977),(56 230.08032),(57 230.70735),(58 229.22177),(59 228.4368),(60 227.26273),(61 226.92505),(62 226.04144),(63 224.91826),(64 223.0371),(65 223.23764),(66 221.45033),(67 220.7956),(68 220.19936),(69 219.37494),(70 219.32802),(71 219.32361),(72 217.26884),(73 215.45456),(74 214.11781),(75 214.68744),(76 213.33641),(77 211.4346),(78 210.48863),(79 209.78462),
(1 66.26055),(2 90.72497),(3 106.00966),(4 115.96031),(5 125.22885),(6 133.25377),(7 139.84476),(8 146.02605),(9 151.82361),(10 158.7028),(11 164.40536),(12 169.47884),(13 174.27452),(14 179.296),(15 183.31712),(16 187.05428),(17 190.92932),(18 194.70125),(19 198.28342),(20 199.52321),(21 201.84912),(22 204.6287),(23 207.00558),(24 208.73804),(25 211.4191),(26 214.1037),(27 217.42647),(28 220.20673),(29 223.18242),(30 223.80792),(31 224.55736),(32 225.72224),(33 227.40869),(34 229.33862),(35 230.92612),(36 231.79562),(37 232.32785),(38 233.08846),(39 235.28693),(40 235.68445),(41 236.96985),(42 236.17702),(43 236.31326),(44 236.11966),(45 234.84735),(46 233.50139),(47 231.96925),(48 231.91724),(49 229.48438),(50 229.36134),(51 229.399),(52 228.73756),(53 231.4771),(54 230.39421),(55 229.28847),(56 229.85168),(57 230.7235),(58 229.92755),(59 228.73279),(60 228.89758),(61 228.80003),(62 227.12846),(63 227.07245),(64 225.58414),(65 225.01242),(66 224.84966),(67 223.76843),(68 222.28606),(69 222.13849),(70 218.19844),(71 219.25905),(72 216.00546),(73 215.45041),(74 213.08221),(75 212.40791),(76 211.06824),(77 208.75072),(78 206.74393),(79 205.13725),
(1 65.8239),(2 89.00196),(3 104.05978),(4 113.32842),(5 122.30054),(6 128.86191),(7 134.23802),(8 140.52502),(9 146.72063),(10 152.67822),(11 158.41666),(12 163.71016),(13 168.63605),(14 173.79964),(15 177.47348),(16 180.0513),(17 185.48918),(18 189.91058),(19 194.21176),(20 195.27852),(21 197.54796),(22 200.37282),(23 204.31964),(24 207.23839),(25 210.61833),(26 213.05023),(27 216.06021),(28 219.53853),(29 221.27658),(30 223.5656),(31 223.18947),(32 224.28972),(33 225.42567),(34 227.84128),(35 229.31906),(36 230.74739),(37 230.58447),(38 231.9951),(39 232.74362),(40 230.73894),(41 230.95879),(42 230.44675),(43 231.30528),(44 232.46767),(45 231.37473),(46 228.95764),(47 227.76456),(48 227.73027),(49 227.42555),(50 226.83788),(51 225.78973),(52 223.62117),(53 222.82578),(54 221.64743),(55 221.42438),(56 222.64899),(57 224.00188),(58 223.33138),(59 220.79616),(60 219.64328),(61 219.69199),(62 219.89429),(63 221.18472),(64 219.44987),(65 218.49042),(66 217.2401),(67 215.46059),(68 215.37555),(69 214.08664),(70 211.26982),(71 210.92784),(72 208.7329),(73 210.25209),(74 208.81433),(75 210.86705),(76 211.85329),(77 209.7341),(78 208.37903),(79 206.05544),
(1 66.30979),(2 89.00544),(3 104.429886),(4 114.784584),(5 123.71395),(6 130.12662),(7 136.69289),(8 143.70502),(9 147.97874),(10 152.10435),(11 158.16557),(12 163.83276),(13 167.4057),(14 172.52693),(15 176.7624),(16 180.63448),(17 185.1195),(18 187.23914),(19 191.14209),(20 193.87906),(21 197.44269),(22 199.45467),(23 203.1429),(24 206.52107),(25 211.23557),(26 214.44254),(27 216.2397),(28 219.33363),(29 220.8091),(30 221.80319),(31 222.65929),(32 222.15274),(33 223.61395),(34 226.1215),(35 227.2016),(36 227.9019),(37 228.10898),(38 229.02676),(39 229.13136),(40 227.74414),(41 227.82608),(42 226.6525),(43 226.61981),(44 225.34819),(45 225.19897),(46 222.34235),(47 220.99625),(48 219.71982),(49 218.58426),(50 217.15349),(51 217.12582),(52 215.0793),(53 215.15872),(54 215.60419),(55 215.20885),(56 216.08554),(57 218.91806),(58 220.14648),(59 219.49527),(60 219.54915),(61 219.95407),(62 222.2667),(63 223.71973),(64 222.30255),(65 222.92236),(66 221.59901),(67 221.41034),(68 220.783),(69 218.19363),(70 216.6181),(71 215.73917),(72 214.09341),(73 213.26608),(74 212.06902),(75 210.96469),(76 212.25076),(77 210.63394),(78 209.94836),(79 209.74548),
(1 66.10091),(2 88.64466),(3 104.13061),(4 113.8479),(5 122.57159),(6 129.36436),(7 136.6214),(8 143.37491),(9 148.93192),(10 153.34285),(11 159.28815),(12 164.77673),(13 169.18747),(14 175.10028),(15 181.95096),(16 184.75746),(17 187.6499),(18 190.94937),(19 194.9763),(20 196.60104),(21 201.36427),(22 203.24751),(23 206.48763),(24 208.3343),(25 210.49232),(26 212.57626),(27 216.83884),(28 216.96565),(29 217.92827),(30 217.18762),(31 217.708),(32 217.71164),(33 218.8899),(34 219.69894),(35 218.48776),(36 219.39134),(37 218.99767),(38 219.10397),(39 221.4472),(40 220.20538),(41 220.11241),(42 218.56078),(43 218.49435),(44 217.50127),(45 217.34691),(46 217.93423),(47 217.54259),(48 215.7038),(49 214.06119),(50 213.44107),(51 213.79526),(52 214.06088),(53 214.08865),(54 213.31177),(55 212.84904),(56 214.60583),(57 213.81781),(58 215.9513),(59 215.8704),(60 217.8641),(61 215.74828),(62 216.63509),(63 218.33325),(64 216.67166),(65 216.38081),(66 216.21289),(67 214.27083),(68 213.98372),(69 210.83167),(70 210.05562),(71 208.65947),(72 205.59224),(73 205.56367),(74 204.94908),(75 206.74448),(76 204.49364),(77 204.93037),(78 206.03198),(79 206.7298),
(1 66.0945),(2 88.36217),(3 104.22534),(4 113.95225),(5 124.74194),(6 131.40715),(7 136.87337),(8 142.1894),(9 148.40047),(10 153.16858),(11 159.19504),(12 166.16888),(13 170.67068),(14 176.99048),(15 180.48657),(16 185.1556),(17 189.03737),(18 192.93826),(19 195.89659),(20 196.92386),(21 201.54),(22 204.20033),(23 207.29979),(24 208.98512),(25 212.09488),(26 214.955),(27 218.2134),(28 220.60992),(29 222.73024),(30 222.75131),(31 224.06665),(32 223.73541),(33 224.81062),(34 224.76157),(35 224.15952),(36 224.19203),(37 223.25282),(38 222.04747),(39 222.5304),(40 222.69489),(41 222.21538),(42 219.8018),(43 220.42035),(44 219.0051),(45 217.56917),(46 216.70956),(47 214.06978),(48 212.41588),(49 211.80208),(50 211.75188),(51 210.7431),(52 210.57457),(53 210.74667),(54 211.51242),(55 210.14615),(56 212.29257),(57 211.33011),(58 213.16042),(59 213.02306),(60 213.56223),(61 213.65604),(62 213.3444),(63 214.54387),(64 212.48941),(65 212.40129),(66 212.15771),(67 211.34445),(68 210.12303),(69 207.22574),(70 205.50867),(71 204.14586),(72 202.22449),(73 202.3362),(74 199.94962),(75 200.47733),(76 199.49596),(77 198.67975),(78 197.81929),(79 197.2736),
(1 64.62),(2 87.23863),(3 102.42439),(4 111.942184),(5 121.773865),(6 127.725655),(7 134.13406),(8 139.26363),(9 144.04668),(10 148.78963),(11 153.96869),(12 160.40877),(13 166.55327),(14 170.67848),(15 175.11739),(16 178.11789),(17 182.0822),(18 185.2413),(19 187.70155),(20 189.10577),(21 192.61066),(22 196.33157),(23 200.57187),(24 203.75713),(25 206.9006),(26 210.93118),(27 214.38881),(28 216.03552),(29 218.27486),(30 220.03209),(31 221.89767),(32 223.88753),(33 224.33145),(34 225.52646),(35 225.31403),(36 225.65979),(37 224.40076),(38 225.91489),(39 226.01064),(40 226.076),(41 225.30151),(42 223.55363),(43 223.36641),(44 220.73619),(45 218.7786),(46 217.49153),(47 214.61514),(48 213.78197),(49 210.32089),(50 208.11465),(51 208.73778),(52 206.4756),(53 205.7481),(54 206.58963),(55 206.29494),(56 206.41246),(57 205.98785),(58 208.21396),(59 209.02248),(60 210.54196),(61 210.34218),(62 210.02687),(63 211.21873),(64 209.50864),(65 207.70244),(66 207.52306),(67 207.85048),(68 208.2252),(69 206.4197),(70 205.11517),(71 204.98584),(72 204.17844),(73 203.87694),(74 202.01546),(75 202.95901),(76 201.78836),(77 200.66423),(78 199.47496),(79 199.23412),
(1 64.55244),(2 86.77353),(3 102.857735),(4 111.95891),(5 120.38693),(6 126.722466),(7 132.79005),(8 138.6281),(9 144.8277),(10 149.07445),(11 154.10773),(12 158.18057),(13 163.9013),(14 166.96875),(15 171.87701),(16 175.93814),(17 178.72371),(18 180.65503),(19 182.09009),(20 184.04172),(21 186.98175),(22 188.71086),(23 193.4499),(24 196.63803),(25 198.84398),(26 202.77632),(27 204.0827),(28 207.38101),(29 209.08322),(30 210.99626),(31 212.21596),(32 214.20094),(33 215.371),(34 217.30255),(35 217.13406),(36 218.29207),(37 217.5093),(38 217.98502),(39 218.96498),(40 217.87787),(41 217.75116),(42 217.5013),(43 218.93733),(44 217.15527),(45 216.0632),(46 214.40092),(47 213.2042),(48 212.64622),(49 211.78778),(50 209.4576),(51 210.67601),(52 209.04686),(53 208.98576),(54 210.99416),(55 211.97978),(56 213.91603),(57 214.70023),(58 215.92424),(59 215.91837),(60 217.73917),(61 218.6322),(62 217.50858),(63 218.52638),(64 215.48346),(65 213.9282),(66 212.30043),(67 211.56784),(68 212.64793),(69 211.27133),(70 210.31503),(71 211.18561),(72 209.09573),(73 208.47597),(74 206.91586),(75 206.1601),(76 204.39221),(77 202.30054),(78 201.25848),(79 198.97643),
(1 64.053825),(2 86.1159),(3 102.95797),(4 113.565094),(5 123.64109),(6 131.29576),(7 138.97443),(8 144.74945),(9 149.63477),(10 154.9174),(11 160.02977),(12 163.80698),(13 168.70847),(14 172.72774),(15 176.72063),(16 180.36076),(17 182.1468),(18 184.53705),(19 185.46344),(20 186.33038),(21 187.5158),(22 188.50626),(23 191.52605),(24 193.51752),(25 194.75035),(26 196.84229),(27 197.47198),(28 200.50256),(29 202.22028),(30 202.87134),(31 203.1313),(32 204.09796),(33 205.04169),(34 205.9577),(35 205.6101),(36 206.1393),(37 205.48247),(38 206.02776),(39 206.32431),(40 207.32425),(41 208.26497),(42 208.55098),(43 209.05884),(44 209.63362),(45 212.30643),(46 212.00317),(47 211.65208),(48 211.23308),(49 209.65915),(50 207.28339),(51 206.38638),(52 206.1555),(53 206.82382),(54 207.0747),(55 206.6139),(56 207.59995),(57 206.28151),(58 207.07765),(59 207.44418),(60 207.46591),(61 206.60498),(62 205.85117),(63 205.73804),(64 203.53847),(65 202.57619),(66 202.28712),(67 200.97092),(68 200.66017),(69 197.37407),(70 196.69226),(71 195.88979),(72 195.17488),(73 196.44032),(74 193.7035),(75 194.0354),(76 193.7195),(77 193.24173),(78 194.18752),(79 192.36362),
(1 64.14681),(2 85.84189),(3 101.72507),(4 112.117676),(5 121.94156),(6 129.36975),(7 137.17818),(8 144.56975),(9 150.32991),(10 155.84557),(11 161.87196),(12 165.95479),(13 173.90332),(14 179.7878),(15 184.7495),(16 189.00046),(17 191.77548),(18 194.18738),(19 197.30142),(20 198.82187),(21 200.49452),(22 202.136),(23 205.04453),(24 207.29297),(25 208.65216),(26 209.52637),(27 210.19717),(28 210.86298),(29 211.9086),(30 212.11841),(31 211.92398),(32 213.21355),(33 214.46152),(34 216.06792),(35 217.03885),(36 216.82019),(37 217.38986),(38 217.7992),(39 218.7334),(40 219.8744),(41 220.98334),(42 220.0387),(43 221.34879),(44 220.56718),(45 217.93343),(46 217.77838),(47 216.66776),(48 216.35805),(49 213.86737),(50 211.20839),(51 210.9014),(52 211.22066),(53 211.28032),(54 210.46637),(55 211.15201),(56 211.95299),(57 211.472),(58 213.61555),(59 211.81981),(60 211.94568),(61 211.37051),(62 211.84491),(63 211.2967),(64 209.62558),(65 207.21072),(66 207.41862),(67 204.60739),(68 203.34367),(69 202.79391),(70 202.65732),(71 202.62575),(72 201.638),(73 202.43063),(74 201.8694),(75 202.09036),(76 203.03114),(77 200.94473),(78 199.34462),(79 199.33482),
