1.5,2.5,3.5,4.5,5.5,6.5,7.5,8.5,9.5,10.5,11.5,12.5,13.5,14.5,15.5,16.5,17.5,18.5,19.5,20.5,21.5,22.5,23.5,24.5,25.5,26.5,27.5,28.5,29.5,30.5,31.5,32.5,33.5,34.5,35.5,36.5,37.5,38.5,39.5,40.5,41.5,42.5,43.5,44.5,45.5,46.5,47.5,48.5,49.5,50.5,51.5,52.5,53.5,54.5,55.5,56.5,57.5,58.5,59.5,60.5,61.5,62.5,63.5,64.5,65.5,66.5,67.5,68.5,69.5,70.5,71.5,72.5,73.5,74.5,75.5,76.5,77.5,78.5,79.5,80.5,81.5,82.5,83.5,84.5,85.5,86.5,87.5,88.5,89.5,90.5,91.5,92.5,93.5,94.5,95.5,96.5,97.5,98.5,99.5,100.5,101.5,102.5,103.5,104.5,105.5,106.5,107.5,108.5,109.5,110.5,111.5,112.5,113.5,114.5,115.5,116.5,117.5,118.5,119.5,120.5,121.5,122.5,123.5,124.5,125.5,126.5,127.5,128.5,129.5,130.5,131.5,132.5,133.5,134.5,135.5,136.5,137.5,138.5,139.5,140.5,141.5,142.5,143.5,144.5,145.5,146.5,147.5,148.5,149.5,150.5,151.5,152.5,153.5,154.5,155.5,156.5,157.5,158.5,159.5,160.5,161.5,162.5,163.5,164.5,165.5,166.5,167.5,168.5,169.5,170.5,171.5,172.5,173.5,174.5,175.5,176.5,177.5,178.5,179.5,180.5,181.5,182.5,183.5,184.5,185.5,186.5,187.5,188.5,189.5,190.5,191.5,192.5,193.5,194.5,195.5,196.5,197.5,198.5,199.5,200.5,201.5,202.5,203.5,204.5,205.5,206.5,207.5,208.5,209.5,210.5,211.5,212.5,213.5,214.5,215.5,216.5,217.5,218.5,219.5,220.5,221.5,222.5,223.5,224.5,225.5,226.5,227.5,228.5,229.5,230.5,231.5,232.5,233.5,234.5,235.5,236.5,237.5,238.5,239.5,240.5,241.5,242.5,243.5,244.5,245.5,246.5,247.5,248.5,249.5,250.5,251.5,252.5,253.5,254.5,255.5,256.5,257.5,258.5,259.5,260.5,261.5,262.5,263.5,264.5,265.5,266.5,267.5,268.5,269.5,270.5,271.5,272.5,273.5,274.5,275.5,276.5,277.5,278.5,279.5,280.5,281.5,282.5,283.5,284.5,285.5,286.5,287.5,288.5,289.5,290.5,291.5,292.5,293.5,294.5,295.5,296.5,297.5,298.5,299.5,300.5,301.5,302.5,303.5,304.5,305.5,306.5,307.5,308.5,309.5,310.5,311.5,312.5,313.5,314.5,315.5,316.5,317.5,318.5,319.5,320.5,321.5,322.5,323.5,324.5,325.5,326.5,327.5,328.5,329.5,330.5,331.5,332.5,333.5,334.5,335.5,336.5,337.5,338.5,339.5,340.5,341.5,342.5,343.5,344.5,345.5,346.5,347.5,348.5,349.5,350.5,351.5,352.5,353.5,354.5,355.5,356.5,357.5,358.5,359.5,360.5,361.5,362.5,363.5,364.5,365.5,366.5,367.5,368.5,369.5,370.5,371.5,372.5,373.5,374.5,375.5,376.5,377.5,378.5,379.5,380.5,381.5,382.5,383.5,384.5,385.5,386.5,387.5,388.5,389.5,390.5,391.5,392.5,393.5,394.5,395.5,396.5,397.5,398.5,399.5,400.5,401.5,402.5,403.5,404.5,405.5,406.5,407.5,408.5,409.5,410.5,411.5,412.5,413.5,414.5,415.5,416.5,417.5,418.5,419.5,420.5,421.5,422.5,423.5,424.5,425.5,426.5,427.5,428.5,429.5,430.5,431.5,432.5,433.5,434.5,435.5,436.5,437.5,438.5,439.5,440.5,441.5,442.5,443.5,444.5,445.5,446.5,447.5,448.5,449.5,450.5,451.5,452.5,453.5,454.5,455.5,456.5,457.5,458.5,459.5,460.5,461.5,462.5,463.5,464.5,465.5,466.5,467.5,468.5,469.5,470.5,471.5,472.5,473.5,474.5,475.5,476.5,477.5,478.5,479.5,480.5,481.5,482.5,483.5,484.5,485.5,486.5,487.5,488.5,489.5,490.5,491.5,492.5,493.5,494.5,495.5,496.5,497.5,498.5,499.5,
(1 104935.51),(2 175442.55),(3 205552.69),(4 389157.25),(5 518066),(6 598334.75),(7 836096.3),(8 1009370.56),(9 1080741),(10 1319049.3),(11 1496890.9),(12 1579188.6),(13 1813158),(14 1979130.4),(15 2036830.4),(16 2283201.8),(17 2466941.8),(18 2511067.3),(19 2743796.3),(20 2934801.8),(21 3003528.8),(22 3268799.3),(23 3550555.3),(24 3663256),(25 4000852),(26 4337561.5),(27 4485941.5),(28 4827280),(29 5172644.5),(30 5379207),(31 5805374.5),(32 6221814),(33 6473874.5),(34 6912728),(35 7358525.5),(36 7632615.5),(37 8058034),(38 8562907),(39 8836453),(40 9284385),(41 9753366),(42 10064820),(43 10560983),(44 11068233),(45 11385749),(46 11880776),(47 12416603),(48 12788739),(49 13326653),(50 13905747),(51 14241513),(52 14761833),(53 15395776),(54 15708163),(55 16224636),(56 16763533),(57 17147816),(58 17770466),(59 18304320),(60 18748846),(61 19333112),(62 19980698),(63 20446110),(64 21063504),(65 21753198),(66 22253898),(67 22945602),(68 23787882),(69 24245792),(70 24848920),(71 25576246),(72 26049024),(73 26666522),(74 27303658),(75 27751546),(76 28349152),(77 29029856),(78 29540118),(79 30155182),
(1 111.34269),(2 141.63911),(3 160.64943),(4 174.15244),(5 180.94203),(6 187.7038),(7 193.89127),(8 199.19215),(9 201.76018),(10 203.50194),(11 203.32678),(12 201.38554),(13 199.06763),(14 196.7379),(15 195.31546),(16 195.68166),(17 196.48755),(18 194.86005),(19 195.82295),(20 194.79524),(21 196.89421),(22 200.11786),(23 201.91338),(24 205.81276),(25 210.45074),(26 213.39323),(27 215.41055),(28 214.3173),(29 213.85191),(30 211.13383),(31 210.80373),(32 208.17393),(33 208.8546),(34 210.92426),(35 215.3048),(36 216.57658),(37 213.24959),(38 214.56566),(39 214.89034),(40 214.04594),(41 214.91425),(42 217.01346),(43 220.61931),(44 219.67674),(45 223.03413),(46 222.28102),(47 222.75774),(48 222.56201),(49 220.61061),(50 219.47443),(51 217.69826),(52 217.29109),(53 218.01436),(54 216.75183),(55 217.778),(56 217.28264),(57 217.78188),(58 218.78345),(59 220.07611),(60 218.58864),(61 217.86786),(62 220.42706),(63 221.32436),(64 222.69446),(65 224.02138),(66 226.92229),(67 228.2138),(68 231.15688),(69 230.50703),(70 230.02847),(71 228.23781),(72 228.82973),(73 229.22128),(74 228.38853),(75 230.81541),(76 230.01625),(77 230.29176),(78 230.51016),(79 228.58015),
(1 106.68049),(2 134.04901),(3 153.64568),(4 165.3868),(5 173.02037),(6 179.8503),(7 186.80237),(8 192.82724),(9 196.48482),(10 197.56592),(11 197.65033),(12 198.21165),(13 195.06406),(14 191.22948),(15 187.74606),(16 187.32062),(17 187.27258),(18 187.0514),(19 185.53503),(20 185.28024),(21 187.05115),(22 190.1986),(23 193.96608),(24 196.88489),(25 200.77518),(26 204.17131),(27 206.92345),(28 204.14995),(29 204.1207),(30 202.75714),(31 205.35895),(32 204.551),(33 204.21417),(34 205.4115),(35 206.0613),(36 205.63326),(37 205.3615),(38 207.02716),(39 206.96329),(40 206.99568),(41 209.23615),(42 213.2865),(43 216.56102),(44 216.27135),(45 217.39795),(46 215.0333),(47 217.06422),(48 217.32367),(49 215.4199),(50 217.41705),(51 217.6351),(52 216.80998),(53 215.59528),(54 213.82643),(55 212.9596),(56 210.71632),(57 210.68173),(58 209.52344),(59 209.32687),(60 207.31953),(61 209.21614),(62 210.81787),(63 212.88847),(64 214.5833),(65 217.69302),(66 218.34637),(67 218.0942),(68 219.96774),(69 220.0584),(70 219.42897),(71 217.84653),(72 218.42615),(73 215.01833),(74 214.3467),(75 215.12457),(76 213.3952),(77 211.3626),(78 210.32433),(79 209.85815),
(1 107.6889),(2 134.9733),(3 154.19704),(4 165.10268),(5 173.80066),(6 181.34676),(7 186.58197),(8 189.4846),(9 195.15286),(10 197.20665),(11 199.22789),(12 197.98155),(13 194.50455),(14 191.54468),(15 187.66269),(16 186.98349),(17 185.1268),(18 184.93271),(19 183.74794),(20 182.559),(21 183.41464),(22 186.27885),(23 188.47018),(24 191.45534),(25 195.0212),(26 194.50308),(27 196.54353),(28 197.15666),(29 197.21513),(30 197.9729),(31 198.36055),(32 197.55824),(33 198.0652),(34 200.53944),(35 201.21591),(36 200.68219),(37 197.86014),(38 197.57372),(39 197.92136),(40 200.02618),(41 203.65862),(42 206.17381),(43 207.86142),(44 206.66582),(45 207.83458),(46 206.34209),(47 206.53314),(48 206.67155),(49 207.41014),(50 207.45815),(51 208.63745),(52 208.96593),(53 209.06816),(54 208.0537),(55 205.77301),(56 204.41861),(57 204.38754),(58 202.59839),(59 201.07707),(60 202.86595),(61 203.11325),(62 205.454),(63 207.32338),(64 209.96605),(65 212.7279),(66 215.97884),(67 216.18874),(68 217.08917),(69 218.27852),(70 218.14885),(71 218.4797),(72 218.03807),(73 215.06004),(74 214.72144),(75 213.54646),(76 211.53029),(77 210.76149),(78 212.43607),(79 212.20714),
(1 107.16377),(2 135.02168),(3 154.77068),(4 166.44527),(5 175.44347),(6 180.74698),(7 187.08188),(8 192.7219),(9 195.355),(10 197.00423),(11 197.58368),(12 197.01448),(13 192.70863),(14 188.31342),(15 185.66035),(16 184.77649),(17 184.29825),(18 183.91032),(19 184.46616),(20 187.38873),(21 190.27567),(22 192.06361),(23 194.0098),(24 196.71611),(25 200.44661),(26 200.32895),(27 202.10593),(28 202.16148),(29 201.8651),(30 200.36084),(31 200.11226),(32 200.15881),(33 197.90659),(34 199.1551),(35 199.48613),(36 199.44754),(37 195.49405),(38 197.4961),(39 196.86328),(40 197.2314),(41 200.26962),(42 203.47655),(43 205.37407),(44 205.47685),(45 206.59654),(46 205.83463),(47 206.62476),(48 210.12672),(49 210.44156),(50 211.04369),(51 210.84886),(52 209.38586),(53 207.60674),(54 206.8212),(55 205.76546),(56 205.85255),(57 205.9587),(58 204.22842),(59 205.60594),(60 207.7736),(61 210.11903),(62 210.06613),(63 212.63887),(64 213.92705),(65 215.23),(66 215.58766),(67 214.82524),(68 214.66344),(69 215.79619),(70 214.80608),(71 215.96814),(72 213.33075),(73 212.26688),(74 210.94716),(75 210.07516),(76 208.69934),(77 209.73921),(78 210.5929),(79 210.84178),
(1 101.46839),(2 127.96657),(3 144.5078),(4 154.399),(5 160.52853),(6 167.85405),(7 174.4625),(8 180.41225),(9 185.468),(10 186.25581),(11 187.60951),(12 186.53024),(13 182.72406),(14 178.17998),(15 174.17131),(16 174.80603),(17 173.77286),(18 175.07985),(19 176.74237),(20 177.13239),(21 176.7646),(22 179.10233),(23 182.21649),(24 181.23126),(25 185.30217),(26 184.89256),(27 183.95695),(28 186.26608),(29 185.95676),(30 185.86433),(31 183.6956),(32 184.41917),(33 185.83621),(34 186.19987),(35 187.50243),(36 185.78006),(37 185.05783),(38 184.9482),(39 187.33072),(40 186.47104),(41 187.21219),(42 189.98619),(43 191.47958),(44 190.1642),(45 192.92628),(46 194.25322),(47 194.12009),(48 195.59619),(49 195.74481),(50 195.82326),(51 195.48454),(52 195.02321),(53 195.60562),(54 195.65678),(55 194.47125),(56 193.23071),(57 194.5187),(58 194.72122),(59 197.31856),(60 196.52739),(61 195.13474),(62 192.56836),(63 194.40396),(64 194.34213),(65 195.88728),(66 197.40561),(67 198.88475),(68 202.59119),(69 202.91467),(70 203.73343),(71 204.26807),(72 202.75903),(73 201.416),(74 200.61314),(75 198.92072),(76 197.58002),(77 197.15912),(78 197.6848),(79 198.38536),
(1 103.67229),(2 130.82645),(3 146.77321),(4 156.50714),(5 164.56561),(6 170.42668),(7 176.50308),(8 183.15117),(9 187.91972),(10 188.5698),(11 188.30974),(12 187.85007),(13 185.11882),(14 181.96106),(15 179.00711),(16 180.25432),(17 179.61705),(18 178.91676),(19 179.54973),(20 179.67993),(21 180.56346),(22 182.5788),(23 184.7057),(24 186.99055),(25 190.34084),(26 188.36014),(27 191.89392),(28 191.91864),(29 190.65953),(30 191.20383),(31 190.59047),(32 190.90187),(33 190.9424),(34 193.412),(35 194.26268),(36 196.41994),(37 192.36577),(38 193.91953),(39 191.69205),(40 190.77791),(41 190.7934),(42 192.30681),(43 193.90967),(44 194.58882),(45 197.29066),(46 198.20216),(47 199.79803),(48 200.99702),(49 202.46977),(50 203.38774),(51 201.65724),(52 202.8025),(53 204.11134),(54 202.2435),(55 200.33492),(56 200.44647),(57 200.97025),(58 200.74466),(59 203.39601),(60 205.682),(61 203.5853),(62 201.645),(63 202.52367),(64 205.34065),(65 204.74677),(66 207.68759),(67 207.79425),(68 210.49974),(69 211.73247),(70 212.9165),(71 212.43013),(72 212.33025),(73 212.36345),(74 212.7075),(75 212.97029),(76 212.82193),(77 213.11835),(78 213.37798),(79 211.12506),
(1 100.443184),(2 127.14658),(3 143.6785),(4 152.16656),(5 158.88252),(6 165.22849),(7 172.42882),(8 178.92024),(9 183.54602),(10 186.76196),(11 187.10764),(12 186.41556),(13 182.56328),(14 177.61946),(15 174.8161),(16 174.58961),(17 172.82304),(18 172.16422),(19 173.16063),(20 174.87729),(21 174.99193),(22 176.49863),(23 179.57672),(24 180.41426),(25 182.32187),(26 182.40631),(27 186.05179),(28 189.34715),(29 190.6171),(30 190.1512),(31 188.00648),(32 189.12509),(33 188.46822),(34 186.97682),(35 187.61269),(36 188.80136),(37 187.92314),(38 186.18208),(39 184.72084),(40 183.77711),(41 183.55167),(42 186.02795),(43 188.34926),(44 189.51984),(45 189.76364),(46 190.5627),(47 191.03445),(48 193.57608),(49 193.45757),(50 194.93254),(51 193.31987),(52 193.65244),(53 193.75984),(54 193.3202),(55 190.74445),(56 190.75067),(57 188.87515),(58 188.05518),(59 188.979),(60 187.81158),(61 187.42325),(62 189.29274),(63 191.71587),(64 193.00626),(65 194.06622),(66 197.88106),(67 199.29579),(68 200.74387),(69 200.77934),(70 199.87881),(71 200.2535),(72 200.47821),(73 199.02818),(74 197.4645),(75 197.18854),(76 195.82849),(77 196.08078),(78 198.28578),(79 196.74133),
(1 100.179535),(2 125.79866),(3 139.6106),(4 149.51468),(5 157.71086),(6 163.56644),(7 167.44058),(8 173.11305),(9 176.56898),(10 178.81836),(11 178.8056),(12 178.31409),(13 174.37921),(14 171.0144),(15 168.30289),(16 170.88678),(17 167.68547),(18 168.15977),(19 169.68971),(20 170.73584),(21 171.72185),(22 173.61095),(23 179.33522),(24 180.69379),(25 182.83586),(26 183.82396),(27 185.50305),(28 185.42235),(29 185.41103),(30 185.09848),(31 184.7113),(32 184.87416),(33 185.5579),(34 184.51836),(35 184.40779),(36 184.05756),(37 182.3547),(38 182.64508),(39 181.89532),(40 182.5158),(41 182.17873),(42 185.96431),(43 186.629),(44 188.72089),(45 190.65224),(46 191.87987),(47 191.60318),(48 194.36905),(49 194.05608),(50 193.87698),(51 193.78899),(52 191.90915),(53 192.631),(54 192.77612),(55 190.15567),(56 189.73454),(57 190.13828),(58 190.64781),(59 190.32956),(60 190.5753),(61 189.44649),(62 188.04752),(63 189.58601),(64 192.02382),(65 190.63718),(66 190.94489),(67 191.19269),(68 194.76643),(69 195.72298),(70 194.86986),(71 196.08435),(72 196.3895),(73 197.15973),(74 197.1441),(75 198.98407),(76 196.08809),(77 195.60858),(78 195.52678),(79 194.32886),
(1 99.77351),(2 126.058975),(3 141.9499),(4 150.80307),(5 157.2644),(6 163.2024),(7 168.103),(8 175.03685),(9 178.8124),(10 180.39478),(11 180.96101),(12 181.45464),(13 177.45876),(14 174.73006),(15 170.88632),(16 172.02458),(17 169.12704),(18 168.78767),(19 170.02145),(20 170.24423),(21 171.59734),(22 173.57384),(23 175.76904),(24 178.49487),(25 181.12227),(26 180.88481),(27 181.59435),(28 183.95331),(29 185.8173),(30 186.52707),(31 186.1901),(32 184.2228),(33 183.88516),(34 181.31696),(35 181.68082),(36 181.10715),(37 179.81056),(38 180.21114),(39 178.53609),(40 178.82283),(41 179.86246),(42 183.80975),(43 185.52252),(44 186.48248),(45 188.00839),(46 188.60515),(47 188.92192),(48 190.8986),(49 191.4518),(50 192.08781),(51 191.34703),(52 194.0417),(53 193.0275),(54 194.45282),(55 191.8235),(56 189.6683),(57 188.5535),(58 188.42918),(59 188.25038),(60 189.78754),(61 188.48105),(62 188.47633),(63 189.60316),(64 190.36534),(65 190.37886),(66 191.76373),(67 193.2075),(68 195.3932),(69 198.13672),(70 197.8252),(71 198.50174),(72 198.84308),(73 196.86205),(74 194.32626),(75 193.23471),(76 195.1489),(77 196.10281),(78 196.23611),(79 195.01987),
(1 98.33332),(2 125.533806),(3 139.6943),(4 149.54837),(5 156.47678),(6 160.9333),(7 165.71478),(8 171.52206),(9 175.28206),(10 178.54803),(11 179.04393),(12 178.37425),(13 174.16766),(14 169.42969),(15 167.18874),(16 166.37961),(17 164.69122),(18 164.30206),(19 164.20741),(20 164.73979),(21 166.48604),(22 170.36162),(23 173.52698),(24 174.6054),(25 177.6389),(26 178.49176),(27 179.19746),(28 179.74504),(29 179.31361),(30 180.22598),(31 180.54063),(32 176.94867),(33 176.67572),(34 176.02739),(35 176.48721),(36 175.39192),(37 175.25148),(38 175.93849),(39 175.36032),(40 174.18832),(41 173.60603),(42 177.38686),(43 178.62605),(44 179.87589),(45 180.76675),(46 182.02963),(47 183.94049),(48 185.44498),(49 186.07732),(50 186.75464),(51 186.4147),(52 186.11049),(53 186.21245),(54 183.12494),(55 181.63376),(56 181.38853),(57 181.58835),(58 181.79672),(59 180.65631),(60 179.64372),(61 180.67255),(62 180.67513),(63 181.20943),(64 182.99756),(65 183.47464),(66 185.75548),(67 184.90948),(68 185.76306),(69 186.02147),(70 187.76463),(71 185.31818),(72 186.06424),(73 186.15622),(74 186.50758),(75 188.00531),(76 186.64264),(77 188.71793),(78 189.06493),(79 188.1928),
(1 97.63456),(2 124.16744),(3 140.07364),(4 148.96947),(5 155.76456),(6 160.12224),(7 164.22954),(8 171.59523),(9 175.70158),(10 180.12187),(11 179.80359),(12 180.57494),(13 177.08513),(14 173.85489),(15 168.66766),(16 166.90779),(17 164.58394),(18 163.42899),(19 163.16647),(20 163.4085),(21 165.24626),(22 168.22676),(23 171.90976),(24 172.7344),(25 174.12662),(26 175.37222),(27 179.23141),(28 182.17204),(29 183.01894),(30 182.64375),(31 181.44582),(32 177.99432),(33 176.18933),(34 174.93777),(35 175.9865),(36 176.79294),(37 177.4932),(38 178.69388),(39 177.72763),(40 177.96114),(41 176.95561),(42 178.21214),(43 179.98003),(44 180.44952),(45 183.38226),(46 184.62091),(47 185.71016),(48 185.9199),(49 186.355),(50 186.27698),(51 187.70006),(52 188.79349),(53 188.37299),(54 190.26216),(55 187.20638),(56 186.19308),(57 185.12778),(58 185.4929),(59 184.90779),(60 185.6828),(61 184.47372),(62 184.58347),(63 185.9917),(64 187.22008),(65 189.16702),(66 189.60066),(67 189.81198),(68 192.09343),(69 191.98239),(70 194.69907),(71 193.17581),(72 194.2009),(73 193.70605),(74 193.42305),(75 192.83836),(76 191.69063),(77 191.39125),(78 191.73947),(79 191.3518),
(1 95.725746),(2 120.204895),(3 134.67029),(4 142.50598),(5 147.91069),(6 152.76712),(7 155.94118),(8 163.16774),(9 166.0691),(10 170.07124),(11 168.68475),(12 168.66896),(13 165.21086),(14 162.07187),(15 158.98544),(16 156.86594),(17 155.4996),(18 154.65979),(19 155.77739),(20 156.82695),(21 160.41846),(22 162.02911),(23 164.68051),(24 165.6131),(25 167.58597),(26 167.55443),(27 168.88507),(28 171.21701),(29 169.86418),(30 170.97041),(31 169.512),(32 168.35968),(33 165.9849),(34 166.1675),(35 166.79105),(36 167.1779),(37 167.17937),(38 167.40735),(39 168.43813),(40 168.20575),(41 169.64978),(42 172.20369),(43 172.02277),(44 172.60535),(45 174.11964),(46 175.71713),(47 176.82185),(48 176.34468),(49 177.58028),(50 178.28052),(51 176.73938),(52 176.76584),(53 176.49278),(54 177.33232),(55 176.15236),(56 176.1043),(57 175.08975),(58 176.63701),(59 176.9456),(60 177.56644),(61 177.41972),(62 177.63057),(63 177.18591),(64 177.96132),(65 177.18355),(66 178.24545),(67 179.66296),(68 181.5258),(69 182.73912),(70 181.54466),(71 181.18483),(72 180.61195),(73 181.11604),(74 181.17279),(75 182.12704),(76 181.3851),(77 182.03714),(78 183.42845),(79 183.12268),
(1 94.65992),(2 119.07826),(3 132.21251),(4 140.3621),(5 147.64355),(6 151.15573),(7 154.16202),(8 161.89276),(9 165.54353),(10 168.7104),(11 168.10771),(12 168.58875),(13 166.11081),(14 161.31464),(15 158.07881),(16 156.75288),(17 154.31136),(18 152.18832),(19 153.82988),(20 154.986),(21 158.01619),(22 159.55986),(23 162.69849),(24 164.17348),(25 165.37791),(26 168.76645),(27 169.63814),(28 173.27084),(29 173.8671),(30 173.51987),(31 173.09288),(32 171.06607),(33 170.97499),(34 171.21281),(35 172.81755),(36 173.91936),(37 173.24942),(38 173.4651),(39 170.73924),(40 170.35167),(41 170.50267),(42 173.50645),(43 172.94484),(44 174.76772),(45 175.8059),(46 177.03853),(47 178.02582),(48 179.63556),(49 179.18549),(50 179.86967),(51 179.87317),(52 181.73405),(53 181.91914),(54 180.25723),(55 178.20119),(56 176.81682),(57 175.82356),(58 174.88571),(59 174.41777),(60 173.84135),(61 175.15474),(62 175.11551),(63 176.4779),(64 176.79752),(65 175.79417),(66 178.82773),(67 178.46756),(68 182.17363),(69 182.87099),(70 184.77869),(71 184.36494),(72 184.20038),(73 184.87038),(74 186.18365),(75 187.0375),(76 188.0695),(77 186.81387),(78 186.11362),(79 185.45125),
(1 94.44743),(2 119.30897),(3 133.39606),(4 141.10793),(5 147.2394),(6 152.06854),(7 156.74455),(8 162.38297),(9 166.14835),(10 169.08029),(11 170.06026),(12 168.38666),(13 166.749),(14 162.21898),(15 158.0659),(16 156.63979),(17 154.32053),(18 153.62903),(19 154.6365),(20 156.58353),(21 156.83737),(22 157.41449),(23 159.6601),(24 161.9363),(25 163.3209),(26 166.19861),(27 168.66415),(28 171.27194),(29 172.68398),(30 171.51593),(31 173.3344),(32 170.60448),(33 170.49268),(34 170.12097),(35 170.5517),(36 170.448),(37 170.43187),(38 170.18767),(39 170.43074),(40 169.29454),(41 168.49814),(42 171.5952),(43 173.66313),(44 173.71782),(45 174.80588),(46 178.92638),(47 177.8411),(48 177.79129),(49 177.9273),(50 177.99117),(51 177.42305),(52 177.94093),(53 177.51155),(54 176.11513),(55 174.9965),(56 174.52997),(57 176.11246),(58 176.93103),(59 178.0995),(60 179.16638),(61 178.81903),(62 179.33838),(63 180.67358),(64 179.9421),(65 179.58691),(66 180.74245),(67 180.33917),(68 183.56845),(69 185.02695),(70 186.0788),(71 185.60123),(72 186.70639),(73 185.24889),(74 187.39651),(75 188.21698),(76 185.90291),(77 185.66891),(78 183.1082),(79 182.81607),
(1 91.75352),(2 115.89459),(3 129.23978),(4 137.21393),(5 144.07808),(6 147.78131),(7 151.64188),(8 158.10863),(9 162.13211),(10 165.12024),(11 165.53777),(12 164.80629),(13 162.42921),(14 158.82199),(15 156.26576),(16 153.72882),(17 153.19896),(18 150.55975),(19 151.46964),(20 151.60818),(21 152.53937),(22 153.57298),(23 157.31407),(24 157.04478),(25 159.47598),(26 162.9289),(27 165.57968),(28 167.96196),(29 166.20032),(30 165.5305),(31 164.23506),(32 163.34834),(33 163.50386),(34 161.88768),(35 162.63647),(36 164.30923),(37 164.69156),(38 165.68187),(39 166.63527),(40 166.03566),(41 166.86293),(42 168.8646),(43 172.21512),(44 171.77248),(45 174.12439),(46 174.72588),(47 174.26938),(48 175.88257),(49 174.94931),(50 175.94151),(51 174.97794),(52 175.52837),(53 176.20569),(54 176.50934),(55 175.47229),(56 173.59718),(57 173.4479),(58 173.40208),(59 173.64224),(60 173.42801),(61 172.07237),(62 172.92957),(63 172.60248),(64 172.68712),(65 174.17365),(66 175.6569),(67 176.86441),(68 179.30054),(69 179.24706),(70 180.36292),(71 180.66959),(72 181.7408),(73 183.80873),(74 183.04773),(75 183.10681),(76 180.87784),(77 180.72252),(78 180.74529),(79 181.41125),
(1 93.01113),(2 117.01876),(3 132.26921),(4 140.19815),(5 146.93233),(6 151.11029),(7 155.01425),(8 161.38013),(9 165.39874),(10 169.25319),(11 170.22253),(12 168.36192),(13 166.04204),(14 161.82645),(15 159.15073),(16 157.03839),(17 156.78333),(18 155.97427),(19 157.65144),(20 159.17719),(21 160.85562),(22 163.07507),(23 165.9447),(24 165.98773),(25 167.11064),(26 168.89821),(27 169.177),(28 170.41881),(29 170.57527),(30 171.21432),(31 170.86905),(32 168.7501),(33 167.83711),(34 166.0001),(35 167.97179),(36 167.73845),(37 168.7046),(38 170.45154),(39 170.23036),(40 169.9718),(41 170.11864),(42 170.08505),(43 170.40276),(44 171.92395),(45 173.85373),(46 175.95888),(47 178.37834),(48 178.8675),(49 178.09308),(50 177.76921),(51 176.53271),(52 177.12772),(53 174.94092),(54 173.99983),(55 172.78963),(56 172.18958),(57 171.96538),(58 173.04651),(59 174.29784),(60 173.98914),(61 173.96172),(62 173.43211),(63 174.75372),(64 174.134),(65 175.32318),(66 176.2314),(67 177.89653),(68 179.86806),(69 181.34476),(70 181.64583),(71 182.27794),(72 182.95898),(73 183.32704),(74 182.39563),(75 182.44907),(76 181.49524),(77 179.69788),(78 178.8231),(79 178.59578),
(1 91.21021),(2 113.82775),(3 127.85167),(4 135.0018),(5 141.70009),(6 145.88182),(7 150.74425),(8 155.53049),(9 161.53416),(10 164.3983),(11 164.17136),(12 162.98018),(13 159.57852),(14 155.71712),(15 152.5408),(16 152.41597),(17 150.58852),(18 148.39746),(19 149.15382),(20 150.24548),(21 152.12128),(22 155.25424),(23 156.59727),(24 159.35722),(25 162.0075),(26 162.7544),(27 165.18407),(28 166.84561),(29 169.09233),(30 169.3287),(31 169.07877),(32 168.17384),(33 167.63464),(34 163.7697),(35 164.24895),(36 163.85663),(37 165.47592),(38 166.31197),(39 166.54019),(40 166.77242),(41 168.02882),(42 169.51389),(43 171.62807),(44 171.894),(45 172.02187),(46 173.68399),(47 172.50829),(48 173.3498),(49 173.10669),(50 172.36073),(51 173.75252),(52 172.7565),(53 171.61499),(54 173.13545),(55 173.79257),(56 173.09059),(57 173.20595),(58 174.13945),(59 173.83513),(60 174.94489),(61 174.20337),(62 172.59042),(63 171.94711),(64 172.54555),(65 174.48906),(66 175.33334),(67 175.80394),(68 175.66362),(69 176.2124),(70 176.51273),(71 176.0186),(72 174.61577),(73 174.5726),(74 173.8038),(75 175.74881),(76 174.52377),(77 175.21927),(78 175.4784),(79 176.1402),
(1 89.84424),(2 111.96084),(3 125.58207),(4 133.43188),(5 139.01851),(6 143.41689),(7 146.96935),(8 151.74167),(9 156.1005),(10 159.77115),(11 160.19418),(12 159.82208),(13 158.02933),(14 154.40219),(15 150.59811),(16 150.64546),(17 149.58331),(18 147.72472),(19 147.23813),(20 147.66588),(21 148.46895),(22 149.83824),(23 153.38168),(24 155.06937),(25 157.25671),(26 161.21683),(27 161.75958),(28 161.93161),(29 162.91574),(30 163.85829),(31 164.97531),(32 162.14748),(33 160.62804),(34 159.18645),(35 160.66902),(36 159.62589),(37 159.08203),(38 158.36284),(39 157.49362),(40 156.91234),(41 157.87051),(42 159.90091),(43 160.92636),(44 162.32552),(45 161.59354),(46 164.41019),(47 164.77707),(48 166.4332),(49 166.77328),(50 166.72765),(51 168.49069),(52 170.15057),(53 171.14615),(54 170.98038),(55 169.92758),(56 170.09698),(57 170.28569),(58 170.97453),(59 168.97533),(60 168.11818),(61 166.91685),(62 166.47711),(63 166.4231),(64 165.28145),(65 165.79979),(66 167.42381),(67 167.27289),(68 168.00095),(69 170.13791),(70 171.8851),(71 172.24844),(72 172.93713),(73 171.61818),(74 169.96677),(75 170.44717),(76 170.40498),(77 171.02426),(78 170.47359),(79 169.50937),
