1.5,2.5,3.5,4.5,5.5,6.5,7.5,8.5,9.5,10.5,11.5,12.5,13.5,14.5,15.5,16.5,17.5,18.5,19.5,20.5,21.5,22.5,23.5,24.5,25.5,26.5,27.5,28.5,29.5,30.5,31.5,32.5,33.5,34.5,35.5,36.5,37.5,38.5,39.5,40.5,41.5,42.5,43.5,44.5,45.5,46.5,47.5,48.5,49.5,50.5,51.5,52.5,53.5,54.5,55.5,56.5,57.5,58.5,59.5,60.5,61.5,62.5,63.5,64.5,65.5,66.5,67.5,68.5,69.5,70.5,71.5,72.5,73.5,74.5,75.5,76.5,77.5,78.5,79.5,80.5,81.5,82.5,83.5,84.5,85.5,86.5,87.5,88.5,89.5,90.5,91.5,92.5,93.5,94.5,95.5,96.5,97.5,98.5,99.5,100.5,101.5,102.5,103.5,104.5,105.5,106.5,107.5,108.5,109.5,110.5,111.5,112.5,113.5,114.5,115.5,116.5,117.5,118.5,119.5,120.5,121.5,122.5,123.5,124.5,125.5,126.5,127.5,128.5,129.5,130.5,131.5,132.5,133.5,134.5,135.5,136.5,137.5,138.5,139.5,140.5,141.5,142.5,143.5,144.5,145.5,146.5,147.5,148.5,149.5,150.5,151.5,152.5,153.5,154.5,155.5,156.5,157.5,158.5,159.5,160.5,161.5,162.5,163.5,164.5,165.5,166.5,167.5,168.5,169.5,170.5,171.5,172.5,173.5,174.5,175.5,176.5,177.5,178.5,179.5,180.5,181.5,182.5,183.5,184.5,185.5,186.5,187.5,188.5,189.5,190.5,191.5,192.5,193.5,194.5,195.5,196.5,197.5,198.5,199.5,200.5,201.5,202.5,203.5,204.5,205.5,206.5,207.5,208.5,209.5,210.5,211.5,212.5,213.5,214.5,215.5,216.5,217.5,218.5,219.5,220.5,221.5,222.5,223.5,224.5,225.5,226.5,227.5,228.5,229.5,230.5,231.5,232.5,233.5,234.5,235.5,236.5,237.5,238.5,239.5,240.5,241.5,242.5,243.5,244.5,245.5,246.5,247.5,248.5,249.5,250.5,251.5,252.5,253.5,254.5,255.5,256.5,257.5,258.5,259.5,260.5,261.5,262.5,263.5,264.5,265.5,266.5,267.5,268.5,269.5,270.5,271.5,272.5,273.5,274.5,275.5,276.5,277.5,278.5,279.5,280.5,281.5,282.5,283.5,284.5,285.5,286.5,287.5,288.5,289.5,290.5,291.5,292.5,293.5,294.5,295.5,296.5,297.5,298.5,299.5,300.5,301.5,302.5,303.5,304.5,305.5,306.5,307.5,308.5,309.5,310.5,311.5,312.5,313.5,314.5,315.5,316.5,317.5,318.5,319.5,320.5,321.5,322.5,323.5,324.5,325.5,326.5,327.5,328.5,329.5,330.5,331.5,332.5,333.5,334.5,335.5,336.5,337.5,338.5,339.5,340.5,341.5,342.5,343.5,344.5,345.5,346.5,347.5,348.5,349.5,350.5,351.5,352.5,353.5,354.5,355.5,356.5,357.5,358.5,359.5,360.5,361.5,362.5,363.5,364.5,365.5,366.5,367.5,368.5,369.5,370.5,371.5,372.5,373.5,374.5,375.5,376.5,377.5,378.5,379.5,380.5,381.5,382.5,383.5,384.5,385.5,386.5,387.5,388.5,389.5,390.5,391.5,392.5,393.5,394.5,395.5,396.5,397.5,398.5,399.5,400.5,401.5,402.5,403.5,404.5,405.5,406.5,407.5,408.5,409.5,410.5,411.5,412.5,413.5,414.5,415.5,416.5,417.5,418.5,419.5,420.5,421.5,422.5,423.5,424.5,425.5,426.5,427.5,428.5,429.5,430.5,431.5,432.5,433.5,434.5,435.5,436.5,437.5,438.5,439.5,440.5,441.5,442.5,443.5,444.5,445.5,446.5,447.5,448.5,449.5,450.5,451.5,452.5,453.5,454.5,455.5,456.5,457.5,458.5,459.5,460.5,461.5,462.5,463.5,464.5,465.5,466.5,467.5,468.5,469.5,470.5,471.5,472.5,473.5,474.5,475.5,476.5,477.5,478.5,479.5,480.5,481.5,482.5,483.5,484.5,485.5,486.5,487.5,488.5,489.5,490.5,491.5,492.5,493.5,494.5,495.5,496.5,497.5,498.5,499.5,
(1 157997.39),(2 509896.34),(3 959434.5),(4 1548864.4),(5 2248060.3),(6 3001210.3),(7 3911723),(8 5004230.5),(9 6214766.5),(10 7556591.5),(11 8916731),(12 10168290),(13 11407123),(14 12653709),(15 13837299),(16 14858169),(17 15757131),(18 16639456),(19 17492446),(20 18321624),(21 19208888),(22 20099256),(23 21036274),(24 21915994),(25 22757178),(26 23585234),(27 24347978),(28 25027144),(29 25616062),(30 26089318),(31 26402534),(32 26618816),(33 26825406),(34 27012558),(35 27275882),(36 27636320),(37 28207578),(38 29174518),(39 30332384),(40 31840200),(41 33642620),(42 35646480),(43 37660428),(44 39804880),(45 41872060),(46 44103396),(47 46176396),(48 48020076),(49 49891668),(50 51754292),(51 53600156),(52 55779188),(53 58058224),(54 60587124),(55 63165536),(56 65784124),(57 68299816),(58 70651080),(59 72657370),(60 74246870),(61 75806344),(62 77342350),(63 78606450),(64 80078216),(65 81393030),(66 82775530),(67 84012664),(68 85002280),(69 85955224),(70 86948424),(71 87937150),(72 88998230),(73 89820510),(74 90413144),(75 90925290),(76 91230040),(77 91425570),(78 91647896),(79 91965720),
(1 245.96823),(2 285.02048),(3 303.94113),(4 319.6964),(5 331.78824),(6 338.55505),(7 351.615),(8 354.65063),(9 359.53674),(10 368.4759),(11 373.91342),(12 386.07394),(13 381.36053),(14 387.07568),(15 389.61008),(16 397.02914),(17 403.50897),(18 402.78027),(19 403.74484),(20 407.0015),(21 410.88004),(22 412.89203),(23 412.2507),(24 414.66827),(25 419.6928),(26 419.11908),(27 422.54593),(28 419.1515),(29 421.84952),(30 422.5629),(31 421.5129),(32 419.7376),(33 415.7341),(34 417.88745),(35 421.94083),(36 423.11887),(37 420.06683),(38 422.96024),(39 423.50354),(40 422.40222),(41 428.22424),(42 430.11676),(43 426.69815),(44 429.04507),(45 434.8162),(46 436.05743),(47 437.10678),(48 439.08832),(49 438.87363),(50 439.90256),(51 443.5644),(52 442.31732),(53 444.74698),(54 440.86835),(55 445.05554),(56 444.5326),(57 451.68704),(58 445.98047),(59 444.50143),(60 440.3744),(61 438.7723),(62 440.25174),(63 434.40488),(64 439.45428),(65 437.08295),(66 439.62766),(67 436.75342),(68 440.0299),(69 443.53436),(70 449.73093),(71 449.02045),(72 459.8023),(73 452.40445),(74 454.01483),(75 455.7295),(76 452.29993),(77 454.2612),(78 448.64587),(79 450.39822),
(1 246.72592),(2 279.90442),(3 304.4288),(4 318.5765),(5 334.45364),(6 342.26968),(7 356.61835),(8 367.04645),(9 370.48663),(10 378.478),(11 381.34625),(12 392.19202),(13 396.67224),(14 400.65967),(15 410.02722),(16 418.26135),(17 420.88785),(18 423.11053),(19 429.47382),(20 426.86902),(21 427.1181),(22 427.41443),(23 429.15552),(24 426.27893),(25 433.09137),(26 435.65094),(27 444.55988),(28 443.4286),(29 445.9395),(30 441.1386),(31 435.25922),(32 434.98267),(33 427.68243),(34 425.4215),(35 424.68134),(36 420.65945),(37 414.69116),(38 415.2814),(39 415.82886),(40 412.85648),(41 414.72568),(42 418.8919),(43 411.4592),(44 412.50397),(45 416.66446),(46 412.58493),(47 417.24942),(48 415.8563),(49 414.5376),(50 421.54892),(51 418.08127),(52 420.02118),(53 422.84216),(54 423.1914),(55 423.2106),(56 423.2057),(57 430.94006),(58 429.2382),(59 433.20224),(60 433.29404),(61 432.68707),(62 439.06656),(63 441.25043),(64 441.8204),(65 443.5699),(66 445.82617),(67 447.1781),(68 446.74768),(69 446.28986),(70 454.20245),(71 454.48148),(72 463.24896),(73 468.26022),(74 468.1646),(75 472.62177),(76 472.8204),(77 474.79843),(78 465.2532),(79 467.094),
(1 240.76344),(2 273.21542),(3 298.2143),(4 311.0904),(5 323.54416),(6 330.49756),(7 343.2913),(8 350.14615),(9 358.08725),(10 359.934),(11 365.8865),(12 377.4066),(13 379.05762),(14 382.7458),(15 389.1585),(16 393.03412),(17 396.97104),(18 402.5057),(19 405.03644),(20 408.79172),(21 405.0922),(22 406.93964),(23 410.11246),(24 410.7396),(25 415.2542),(26 412.755),(27 418.7905),(28 413.65973),(29 416.10828),(30 414.28677),(31 413.30927),(32 410.1661),(33 407.9163),(34 403.5676),(35 404.8995),(36 406.07678),(37 405.24957),(38 406.51328),(39 406.2188),(40 406.42825),(41 409.28897),(42 413.2759),(43 416.1862),(44 415.29575),(45 415.7334),(46 421.03836),(47 422.38098),(48 423.98547),(49 422.5094),(50 423.9445),(51 417.31985),(52 420.3493),(53 422.59418),(54 420.6316),(55 422.99512),(56 422.81458),(57 431.14227),(58 427.7547),(59 429.9411),(60 430.4879),(61 424.9258),(62 425.1435),(63 426.76022),(64 429.62817),(65 428.5219),(66 430.19162),(67 428.89777),(68 430.0055),(69 437.1927),(70 441.4206),(71 446.5817),(72 454.55734),(73 452.59152),(74 459.9988),(75 458.53064),(76 460.80615),(77 461.8068),(78 466.51254),(79 469.9454),
(1 236.95117),(2 271.64355),(3 294.4752),(4 308.37427),(5 317.36093),(6 329.8113),(7 338.58194),(8 345.6952),(9 349.12952),(10 350.45404),(11 359.5638),(12 370.7426),(13 373.26),(14 380.86328),(15 379.5544),(16 384.64435),(17 383.94568),(18 387.8819),(19 389.4465),(20 394.45966),(21 392.98697),(22 395.22064),(23 398.22144),(24 401.94217),(25 407.67813),(26 406.29916),(27 416.07843),(28 406.06906),(29 405.14658),(30 398.58768),(31 398.0254),(32 395.2914),(33 393.33145),(34 385.50565),(35 390.60538),(36 392.64426),(37 389.35153),(38 389.4445),(39 394.14868),(40 392.04874),(41 391.0858),(42 397.99927),(43 396.2598),(44 400.25305),(45 402.97153),(46 401.5541),(47 405.84586),(48 401.45026),(49 398.94055),(50 408.0874),(51 402.3073),(52 405.8523),(53 407.51407),(54 406.15045),(55 407.0814),(56 405.67313),(57 413.8106),(58 412.15012),(59 414.5673),(60 419.0687),(61 422.26563),(62 423.75473),(63 418.9995),(64 420.13272),(65 425.98935),(66 419.46536),(67 421.66162),(68 422.37518),(69 423.26813),(70 429.165),(71 429.26367),(72 442.3152),(73 441.2466),(74 447.87546),(75 452.67737),(76 449.95413),(77 451.35156),(78 444.73703),(79 446.60034),
(1 242.10164),(2 274.39374),(3 295.11328),(4 308.80386),(5 314.92368),(6 331.9886),(7 340.21112),(8 346.68448),(9 354.94727),(10 359.12112),(11 366.7713),(12 376.31506),(13 384.39124),(14 390.87442),(15 392.82556),(16 400.89056),(17 399.03732),(18 401.7947),(19 406.82034),(20 406.71188),(21 415.74246),(22 409.74356),(23 410.1024),(24 409.17734),(25 415.01517),(26 411.40106),(27 419.65848),(28 410.27686),(29 412.28674),(30 413.25723),(31 408.6221),(32 407.67297),(33 405.9118),(34 403.74625),(35 403.62424),(36 401.85364),(37 398.6621),(38 399.99728),(39 399.58316),(40 398.72992),(41 395.94025),(42 403.86053),(43 407.05783),(44 402.69336),(45 404.9509),(46 407.7639),(47 408.84),(48 406.42963),(49 409.39072),(50 412.4295),(51 411.83258),(52 414.6723),(53 417.51437),(54 418.9),(55 423.31735),(56 422.7605),(57 426.67694),(58 433.16748),(59 433.03827),(60 430.9608),(61 424.8903),(62 426.2598),(63 419.57117),(64 420.82407),(65 427.4281),(66 426.47217),(67 427.47714),(68 427.93802),(69 429.61777),(70 439.288),(71 444.7483),(72 454.05048),(73 453.51352),(74 455.2918),(75 454.20334),(76 456.04678),(77 453.48514),(78 454.115),(79 451.40356),
(1 234.81119),(2 267.40576),(3 288.0464),(4 306.73257),(5 316.4947),(6 325.85626),(7 336.57355),(8 340.61703),(9 349.0933),(10 352.96722),(11 352.52353),(12 364.8873),(13 366.59265),(14 375.3188),(15 376.54),(16 380.3269),(17 386.9986),(18 386.30283),(19 395.02414),(20 401.2465),(21 403.92953),(22 409.2325),(23 411.9772),(24 413.8306),(25 413.5788),(26 416.079),(27 423.4377),(28 421.06323),(29 420.20572),(30 415.3083),(31 413.29074),(32 413.77924),(33 406.6213),(34 405.38297),(35 404.05023),(36 404.71432),(37 401.27765),(38 403.23502),(39 403.90897),(40 405.59662),(41 404.66882),(42 399.93848),(43 402.98785),(44 402.2098),(45 403.49066),(46 405.60547),(47 401.5715),(48 401.63144),(49 408.0644),(50 410.04117),(51 410.60773),(52 414.57852),(53 415.08643),(54 414.2698),(55 413.13428),(56 412.0748),(57 420.91837),(58 419.30774),(59 422.21567),(60 425.54193),(61 432.4921),(62 435.05365),(63 441.4371),(64 440.93143),(65 445.31412),(66 447.78177),(67 447.26413),(68 447.96338),(69 450.88052),(70 453.7661),(71 457.90424),(72 468.2425),(73 464.6477),(74 469.6904),(75 468.61447),(76 467.4267),(77 463.53055),(78 460.1693),(79 460.96844),
(1 230.3962),(2 266.45273),(3 288.07895),(4 301.26715),(5 314.07584),(6 325.23257),(7 338.38538),(8 349.31494),(9 353.12524),(10 360.7408),(11 367.8411),(12 375.4709),(13 380.58463),(14 382.78333),(15 389.42096),(16 389.52307),(17 399.17328),(18 398.13672),(19 400.19394),(20 402.23187),(21 405.78586),(22 411.82834),(23 410.94656),(24 411.7937),(25 411.7703),(26 414.79044),(27 421.11572),(28 419.58203),(29 415.68735),(30 419.1329),(31 416.09763),(32 413.5371),(33 406.8172),(34 402.4156),(35 400.9491),(36 400.60226),(37 398.54617),(38 397.69485),(39 396.30792),(40 394.79645),(41 393.5619),(42 394.89566),(43 393.18066),(44 398.17572),(45 403.97226),(46 409.94086),(47 407.2082),(48 410.86795),(49 410.12305),(50 416.18854),(51 417.9132),(52 418.32663),(53 417.77533),(54 419.49768),(55 418.29395),(56 418.38165),(57 429.33554),(58 432.36407),(59 431.924),(60 433.73462),(61 432.8068),(62 438.122),(63 440.6848),(64 442.01077),(65 443.81894),(66 442.5372),(67 444.5607),(68 446.7356),(69 448.21747),(70 452.02078),(71 454.879),(72 465.2544),(73 466.12195),(74 467.04654),(75 470.1238),(76 471.3885),(77 473.4957),(78 474.80945),(79 471.68863),
(1 225.76953),(2 257.89496),(3 281.07587),(4 295.98416),(5 304.1398),(6 318.10318),(7 329.39114),(8 335.31992),(9 337.94202),(10 348.48303),(11 351.27023),(12 363.4527),(13 369.59717),(14 372.43115),(15 377.35355),(16 378.70645),(17 387.45575),(18 388.2173),(19 390.39966),(20 395.04422),(21 396.16165),(22 397.54544),(23 398.5283),(24 400.94672),(25 401.8881),(26 403.03635),(27 406.0479),(28 401.6845),(29 403.6015),(30 403.7299),(31 398.6312),(32 398.9514),(33 399.72488),(34 399.29807),(35 400.6367),(36 400.57086),(37 403.0749),(38 403.81638),(39 402.3092),(40 403.62762),(41 407.1959),(42 408.61267),(43 406.6909),(44 414.23038),(45 418.35693),(46 422.24158),(47 423.3167),(48 423.40265),(49 425.671),(50 430.03574),(51 434.38492),(52 439.02118),(53 443.64645),(54 445.66876),(55 445.30533),(56 445.49695),(57 448.28577),(58 445.7222),(59 447.27795),(60 448.8099),(61 449.64935),(62 452.83304),(63 455.49686),(64 456.6468),(65 454.5797),(66 455.27496),(67 457.2096),(68 458.22397),(69 456.79294),(70 462.6114),(71 466.81378),(72 471.28094),(73 466.2691),(74 466.92712),(75 466.2474),(76 470.58765),(77 470.75244),(78 467.75766),(79 473.06143),
(1 226.21141),(2 263.37744),(3 281.5254),(4 296.7867),(5 306.77267),(6 319.10693),(7 328.35806),(8 335.49045),(9 337.0025),(10 346.2757),(11 351.9543),(12 365.40308),(13 371.03073),(14 378.6974),(15 380.18634),(16 382.9359),(17 389.13315),(18 385.86838),(19 387.05978),(20 394.77356),(21 394.61194),(22 394.22665),(23 395.09152),(24 395.83313),(25 396.04736),(26 398.11166),(27 406.7587),(28 405.5732),(29 402.51276),(30 401.6245),(31 404.15454),(32 403.75397),(33 405.47217),(34 408.32877),(35 406.3216),(36 406.86838),(37 406.217),(38 403.37274),(39 406.42572),(40 408.98813),(41 409.49765),(42 404.36172),(43 401.80222),(44 399.15982),(45 406.56787),(46 407.81958),(47 407.70026),(48 406.69217),(49 404.38165),(50 409.57367),(51 411.9262),(52 416.67343),(53 415.58246),(54 419.13327),(55 414.7823),(56 420.53354),(57 423.2874),(58 422.31595),(59 422.85358),(60 423.0637),(61 423.95282),(62 424.5945),(63 426.50366),(64 425.4361),(65 426.22885),(66 429.97943),(67 425.2206),(68 430.93338),(69 433.80283),(70 436.71936),(71 440.8851),(72 451.41306),(73 451.67844),(74 453.7533),(75 456.11725),(76 454.89557),(77 454.9374),(78 456.94327),(79 462.21735),
(1 226.05386),(2 260.294),(3 282.40814),(4 298.668),(5 306.75336),(6 313.5915),(7 324.33466),(8 332.66812),(9 338.02142),(10 343.98645),(11 350.92865),(12 363.2592),(13 363.97565),(14 367.26),(15 373.57657),(16 374.07394),(17 381.02185),(18 377.6623),(19 378.59998),(20 385.23355),(21 387.21143),(22 390.50317),(23 395.02994),(24 395.30096),(25 396.30112),(26 396.6945),(27 407.17953),(28 401.6692),(29 398.356),(30 397.37973),(31 397.00418),(32 396.49985),(33 393.07138),(34 394.03992),(35 396.99155),(36 397.20755),(37 397.8529),(38 397.8926),(39 396.43005),(40 399.3121),(41 401.27966),(42 402.011),(43 401.3372),(44 400.46933),(45 404.61728),(46 405.1103),(47 401.9767),(48 401.02643),(49 397.69562),(50 398.27237),(51 396.71646),(52 397.10834),(53 405.07483),(54 403.51828),(55 401.47552),(56 401.42645),(57 405.87457),(58 406.70233),(59 404.83755),(60 405.18314),(61 414.91327),(62 412.82852),(63 411.30927),(64 410.9135),(65 411.3542),(66 411.87097),(67 413.93646),(68 419.57568),(69 425.04065),(70 425.03085),(71 428.86255),(72 433.5852),(73 441.3964),(74 440.3443),(75 442.7929),(76 448.3569),(77 450.71503),(78 449.54315),(79 446.36206),
(1 220.44156),(2 250.81528),(3 273.61322),(4 290.8638),(5 300.01144),(6 308.21292),(7 318.25467),(8 325.53067),(9 333.51587),(10 341.61816),(11 348.87253),(12 356.05087),(13 362.814),(14 363.43573),(15 366.74106),(16 374.09775),(17 376.2494),(18 375.83084),(19 376.4892),(20 378.92398),(21 379.12),(22 379.14685),(23 377.89743),(24 377.10693),(25 376.67883),(26 379.91458),(27 380.62302),(28 383.57358),(29 387.57968),(30 379.27072),(31 381.4302),(32 380.50522),(33 377.49258),(34 375.31085),(35 375.87088),(36 374.48245),(37 373.97968),(38 376.46268),(39 375.1551),(40 372.93195),(41 376.84167),(42 379.53812),(43 378.32578),(44 381.05048),(45 385.60388),(46 387.9229),(47 386.996),(48 389.7156),(49 391.83954),(50 393.28046),(51 394.61142),(52 395.63828),(53 399.13208),(54 400.66428),(55 401.34164),(56 398.5461),(57 409.0597),(58 408.83167),(59 405.89804),(60 406.44885),(61 406.53925),(62 406.28625),(63 409.12744),(64 411.343),(65 411.69202),(66 411.48636),(67 411.5962),(68 414.16138),(69 415.8926),(70 415.47165),(71 417.07413),(72 428.70108),(73 428.93826),(74 432.20517),(75 435.6102),(76 439.42776),(77 438.81213),(78 436.43063),(79 438.9827),
(1 225.35628),(2 262.31424),(3 281.2715),(4 302.6909),(5 312.3747),(6 324.09863),(7 334.999),(8 339.41367),(9 345.6919),(10 351.68427),(11 357.48218),(12 366.2083),(13 368.70566),(14 368.56982),(15 372.0825),(16 374.0003),(17 377.85056),(18 382.4009),(19 379.95898),(20 385.72888),(21 390.62875),(22 390.77753),(23 389.34018),(24 393.50723),(25 394.8645),(26 396.83588),(27 402.67114),(28 399.26456),(29 401.19855),(30 401.42926),(31 396.6304),(32 392.90262),(33 388.5463),(34 390.52402),(35 390.00574),(36 389.0256),(37 387.72812),(38 386.75732),(39 386.29593),(40 382.98947),(41 382.15536),(42 386.56476),(43 386.09488),(44 386.21445),(45 386.3794),(46 390.30365),(47 390.94656),(48 394.12067),(49 394.86826),(50 399.8172),(51 402.59158),(52 402.63962),(53 396.05844),(54 398.4234),(55 397.7488),(56 397.8657),(57 403.77444),(58 403.84567),(59 408.8573),(60 408.1462),(61 406.38174),(62 409.1363),(63 407.40158),(64 406.85812),(65 405.88092),(66 406.2353),(67 407.95172),(68 410.69125),(69 411.13605),(70 410.42645),(71 413.8687),(72 427.65533),(73 422.73416),(74 424.9922),(75 429.4477),(76 428.10065),(77 428.87125),(78 429.87918),(79 425.9656),
(1 215.28482),(2 249.78607),(3 270.60913),(4 288.10522),(5 296.40955),(6 308.1995),(7 317.9478),(8 328.17395),(9 332.5379),(10 340.9684),(11 344.5669),(12 355.78784),(13 361.84824),(14 361.55698),(15 366.21014),(16 370.56284),(17 369.9754),(18 369.65588),(19 368.85815),(20 376.76376),(21 379.21088),(22 379.51974),(23 383.0009),(24 384.97534),(25 386.6303),(26 385.64984),(27 389.66434),(28 388.31924),(29 383.97946),(30 383.89255),(31 382.95047),(32 381.9709),(33 383.59106),(34 380.6947),(35 385.6642),(36 387.34094),(37 387.71204),(38 386.47076),(39 386.25177),(40 385.4695),(41 386.28754),(42 392.17868),(43 390.68546),(44 391.28592),(45 393.81735),(46 398.13245),(47 401.27655),(48 399.4092),(49 402.36816),(50 401.63364),(51 406.08032),(52 403.11676),(53 403.82184),(54 404.6307),(55 403.64813),(56 406.27676),(57 415.92822),(58 414.84186),(59 415.3535),(60 417.57715),(61 420.12155),(62 423.5095),(63 422.1908),(64 424.2257),(65 423.56836),(66 426.12164),(67 427.60635),(68 424.0886),(69 425.3131),(70 430.99234),(71 433.7202),(72 440.7872),(73 439.96085),(74 443.01996),(75 443.90063),(76 441.2336),(77 436.5221),(78 434.4327),(79 431.838),
(1 214.63889),(2 244.27153),(3 268.40118),(4 287.20892),(5 297.6948),(6 310.3376),(7 320.42838),(8 330.1503),(9 336.7342),(10 347.1635),(11 354.6652),(12 361.36142),(13 364.86383),(14 367.69556),(15 369.5885),(16 373.54492),(17 377.46667),(18 376.4522),(19 376.74478),(20 379.66302),(21 384.28232),(22 386.54395),(23 388.69562),(24 389.91843),(25 394.38382),(26 399.13776),(27 401.80463),(28 400.40152),(29 406.92294),(30 404.00934),(31 403.24002),(32 400.44244),(33 396.10907),(34 393.7985),(35 391.24823),(36 388.82813),(37 383.94583),(38 378.3357),(39 379.07257),(40 373.41043),(41 374.53717),(42 377.52026),(43 378.66684),(44 373.9679),(45 380.33755),(46 378.739),(47 380.0008),(48 379.55157),(49 386.19125),(50 384.14334),(51 384.12228),(52 382.67224),(53 385.12848),(54 385.06577),(55 385.9783),(56 387.3175),(57 393.15787),(58 392.83746),(59 389.48322),(60 389.9076),(61 392.66995),(62 394.8742),(63 396.89743),(64 398.2311),(65 401.53055),(66 407.04797),(67 410.25122),(68 408.7986),(69 415.1962),(70 420.8175),(71 428.1995),(72 436.65085),(73 436.54572),(74 445.74365),(75 448.0308),(76 448.37772),(77 446.79),(78 446.143),(79 448.42017),
(1 214.1568),(2 245.80785),(3 270.3784),(4 290.25012),(5 304.23065),(6 317.0407),(7 332.39233),(8 338.76514),(9 343.6614),(10 351.16556),(11 358.50165),(12 368.8148),(13 369.9085),(14 372.36398),(15 375.0595),(16 376.79184),(17 377.43018),(18 375.92038),(19 381.8973),(20 384.41666),(21 387.23715),(22 389.39404),(23 393.54297),(24 399.10538),(25 403.26367),(26 402.29605),(27 411.37192),(28 411.71747),(29 410.84415),(30 414.6218),(31 410.50165),(32 406.30075),(33 402.3642),(34 398.47336),(35 395.87918),(36 392.18774),(37 387.7084),(38 380.07657),(39 378.74753),(40 378.38574),(41 376.09845),(42 377.96948),(43 378.51575),(44 380.77454),(45 382.33023),(46 377.04922),(47 387.40103),(48 387.30933),(49 390.00104),(50 393.0652),(51 393.4542),(52 399.7001),(53 398.18234),(54 400.48846),(55 400.5921),(56 401.00504),(57 399.7217),(58 395.89102),(59 395.01663),(60 398.63092),(61 397.98248),(62 400.7192),(63 396.9376),(64 404.695),(65 405.27255),(66 406.34097),(67 408.17096),(68 407.70496),(69 410.9664),(70 414.102),(71 418.7934),(72 422.7064),(73 426.11563),(74 428.47528),(75 430.86252),(76 434.33658),(77 431.17245),(78 432.70892),(79 431.574),
(1 206.75552),(2 241.2431),(3 263.83987),(4 281.4831),(5 292.28152),(6 308.9262),(7 319.242),(8 329.69006),(9 336.4745),(10 340.53577),(11 348.6312),(12 356.72388),(13 355.25876),(14 353.0234),(15 359.6473),(16 357.8477),(17 357.69315),(18 355.89456),(19 357.38287),(20 360.4438),(21 361.19803),(22 366.3801),(23 370.0339),(24 373.40097),(25 374.2784),(26 378.33563),(27 383.228),(28 385.4181),(29 386.41467),(30 383.02826),(31 388.93344),(32 385.0252),(33 380.85773),(34 375.36722),(35 373.28183),(36 372.89368),(37 368.04794),(38 368.46512),(39 363.76633),(40 361.0948),(41 362.43265),(42 367.36017),(43 369.79535),(44 368.24966),(45 372.21512),(46 374.19922),(47 373.99103),(48 372.4692),(49 373.3567),(50 374.04788),(51 376.17285),(52 376.93622),(53 377.6929),(54 378.24817),(55 380.50375),(56 383.3155),(57 391.80728),(58 386.52298),(59 385.8189),(60 383.26138),(61 384.83798),(62 390.76462),(63 390.1558),(64 396.87943),(65 395.65942),(66 398.41284),(67 398.4237),(68 401.08627),(69 403.4295),(70 403.6914),(71 410.3397),(72 418.43893),(73 416.9341),(74 419.98334),(75 418.63992),(76 419.34326),(77 418.34515),(78 414.78714),(79 414.83072),
(1 212.14658),(2 244.11305),(3 266.8502),(4 286.78714),(5 301.38098),(6 313.04352),(7 324.98383),(8 336.37543),(9 347.4294),(10 348.28632),(11 354.5771),(12 358.90665),(13 364.76212),(14 362.47498),(15 359.69635),(16 359.61115),(17 355.47357),(18 361.70047),(19 363.94327),(20 363.6907),(21 369.96136),(22 369.60602),(23 372.7774),(24 381.92184),(25 386.62204),(26 388.92548),(27 388.2147),(28 388.7488),(29 388.2492),(30 386.85263),(31 380.3834),(32 380.79547),(33 376.31265),(34 375.80524),(35 367.53796),(36 364.01007),(37 362.04602),(38 362.73373),(39 363.50845),(40 362.79547),(41 364.47382),(42 373.13736),(43 376.4854),(44 375.38373),(45 378.82797),(46 383.3833),(47 387.32062),(48 389.17374),(49 391.3031),(50 388.079),(51 389.88333),(52 394.13705),(53 393.42575),(54 393.54736),(55 391.25717),(56 390.39566),(57 399.79553),(58 394.417),(59 390.5916),(60 390.98907),(61 390.9349),(62 388.30878),(63 387.06482),(64 388.50397),(65 390.68863),(66 393.81155),(67 396.8467),(68 398.60236),(69 402.8028),(70 402.59793),(71 411.0036),(72 418.81046),(73 422.2182),(74 427.34125),(75 431.48587),(76 428.94308),(77 428.40228),(78 424.9483),(79 423.34866),
(1 205.12991),(2 239.8816),(3 257.41473),(4 276.8236),(5 292.0307),(6 301.09616),(7 314.9943),(8 320.05405),(9 331.48737),(10 334.84592),(11 343.7218),(12 355.60925),(13 358.21494),(14 362.80127),(15 364.3591),(16 362.4528),(17 362.89075),(18 361.23703),(19 364.38937),(20 361.19296),(21 365.17914),(22 365.88766),(23 369.6727),(24 375.03882),(25 375.586),(26 371.7865),(27 378.75665),(28 372.35208),(29 372.44745),(30 372.59384),(31 369.81137),(32 368.2976),(33 364.66962),(34 360.709),(35 359.52203),(36 359.66092),(37 360.47687),(38 361.0033),(39 361.74377),(40 357.65137),(41 361.62735),(42 369.03018),(43 368.79413),(44 368.07214),(45 368.96976),(46 368.37817),(47 371.1532),(48 371.71127),(49 374.10297),(50 377.76337),(51 377.5359),(52 381.42322),(53 385.50754),(54 386.01663),(55 385.81747),(56 385.13245),(57 395.94144),(58 395.6991),(59 396.16226),(60 400.32468),(61 399.77896),(62 404.18344),(63 404.08627),(64 400.0877),(65 406.5917),(66 407.16367),(67 408.71167),(68 408.54492),(69 409.76053),(70 410.3375),(71 414.59036),(72 425.36826),(73 423.72906),(74 425.68228),(75 431.02414),(76 433.25098),(77 435.43213),(78 435.36453),(79 433.10455),
