1.5,2.5,3.5,4.5,5.5,6.5,7.5,8.5,9.5,10.5,11.5,12.5,13.5,14.5,15.5,16.5,17.5,18.5,19.5,20.5,21.5,22.5,23.5,24.5,25.5,26.5,27.5,28.5,29.5,30.5,31.5,32.5,33.5,34.5,35.5,36.5,37.5,38.5,39.5,40.5,41.5,42.5,43.5,44.5,45.5,46.5,47.5,48.5,49.5,50.5,51.5,52.5,53.5,54.5,55.5,56.5,57.5,58.5,59.5,60.5,61.5,62.5,63.5,64.5,65.5,66.5,67.5,68.5,69.5,70.5,71.5,72.5,73.5,74.5,75.5,76.5,77.5,78.5,79.5,80.5,81.5,82.5,83.5,84.5,85.5,86.5,87.5,88.5,89.5,90.5,91.5,92.5,93.5,94.5,95.5,96.5,97.5,98.5,99.5,100.5,101.5,102.5,103.5,104.5,105.5,106.5,107.5,108.5,109.5,110.5,111.5,112.5,113.5,114.5,115.5,116.5,117.5,118.5,119.5,120.5,121.5,122.5,123.5,124.5,125.5,126.5,127.5,128.5,129.5,130.5,131.5,132.5,133.5,134.5,135.5,136.5,137.5,138.5,139.5,140.5,141.5,142.5,143.5,144.5,145.5,146.5,147.5,148.5,149.5,150.5,151.5,152.5,153.5,154.5,155.5,156.5,157.5,158.5,159.5,160.5,161.5,162.5,163.5,164.5,165.5,166.5,167.5,168.5,169.5,170.5,171.5,172.5,173.5,174.5,175.5,176.5,177.5,178.5,179.5,180.5,181.5,182.5,183.5,184.5,185.5,186.5,187.5,188.5,189.5,190.5,191.5,192.5,193.5,194.5,195.5,196.5,197.5,198.5,199.5,200.5,201.5,202.5,203.5,204.5,205.5,206.5,207.5,208.5,209.5,210.5,211.5,212.5,213.5,214.5,215.5,216.5,217.5,218.5,219.5,220.5,221.5,222.5,223.5,224.5,225.5,226.5,227.5,228.5,229.5,230.5,231.5,232.5,233.5,234.5,235.5,236.5,237.5,238.5,239.5,240.5,241.5,242.5,243.5,244.5,245.5,246.5,247.5,248.5,249.5,250.5,251.5,252.5,253.5,254.5,255.5,256.5,257.5,258.5,259.5,260.5,261.5,262.5,263.5,264.5,265.5,266.5,267.5,268.5,269.5,270.5,271.5,272.5,273.5,274.5,275.5,276.5,277.5,278.5,279.5,280.5,281.5,282.5,283.5,284.5,285.5,286.5,287.5,288.5,289.5,290.5,291.5,292.5,293.5,294.5,295.5,296.5,297.5,298.5,299.5,300.5,301.5,302.5,303.5,304.5,305.5,306.5,307.5,308.5,309.5,310.5,311.5,312.5,313.5,314.5,315.5,316.5,317.5,318.5,319.5,320.5,321.5,322.5,323.5,324.5,325.5,326.5,327.5,328.5,329.5,330.5,331.5,332.5,333.5,334.5,335.5,336.5,337.5,338.5,339.5,340.5,341.5,342.5,343.5,344.5,345.5,346.5,347.5,348.5,349.5,350.5,351.5,352.5,353.5,354.5,355.5,356.5,357.5,358.5,359.5,360.5,361.5,362.5,363.5,364.5,365.5,366.5,367.5,368.5,369.5,370.5,371.5,372.5,373.5,374.5,375.5,376.5,377.5,378.5,379.5,380.5,381.5,382.5,383.5,384.5,385.5,386.5,387.5,388.5,389.5,390.5,391.5,392.5,393.5,394.5,395.5,396.5,397.5,398.5,399.5,400.5,401.5,402.5,403.5,404.5,405.5,406.5,407.5,408.5,409.5,410.5,411.5,412.5,413.5,414.5,415.5,416.5,417.5,418.5,419.5,420.5,421.5,422.5,423.5,424.5,425.5,426.5,427.5,428.5,429.5,430.5,431.5,432.5,433.5,434.5,435.5,436.5,437.5,438.5,439.5,440.5,441.5,442.5,443.5,444.5,445.5,446.5,447.5,448.5,449.5,450.5,451.5,452.5,453.5,454.5,455.5,456.5,457.5,458.5,459.5,460.5,461.5,462.5,463.5,464.5,465.5,466.5,467.5,468.5,469.5,470.5,471.5,472.5,473.5,474.5,475.5,476.5,477.5,478.5,479.5,480.5,481.5,482.5,483.5,484.5,485.5,486.5,487.5,488.5,489.5,490.5,491.5,492.5,493.5,494.5,495.5,496.5,497.5,498.5,499.5,
(1 50714.8),(2 188912.58),(3 389820),(4 644531.3),(5 943349.5),(6 1289305.6),(7 1665136.1),(8 2060841.6),(9 2459190),(10 2897510.8),(11 3393296),(12 3926909.8),(13 4474133.5),(14 4991924.5),(15 5472458.5),(16 5936098),(17 6390450.5),(18 6693944),(19 6926936),(20 6974662.5),(21 6959792),(22 6891608),(23 6741290.5),(24 6527664),(25 6298524.5),(26 6045818.5),(27 5763058.5),(28 5452745.5),(29 5185720.5),(30 4958175.5),(31 4777442),(32 4664134.5),(33 4623542),(34 4599437.5),(35 4644130.5),(36 4751613.5),(37 4862176.5),(38 4999293.5),(39 5139464),(40 5300509.5),(41 5565336),(42 5879540),(43 6185776),(44 6544992),(45 6937577.5),(46 7409373.5),(47 7968478.5),(48 8646312),(49 9401096),(50 10199140),(51 11067239),(52 11952756),(53 12926559),(54 13929740),(55 14955845),(56 16066467),(57 17194906),(58 18437250),(59 19697682),(60 20979398),(61 22301586),(62 23564048),(63 24806162),(64 26063280),(65 27341446),(66 28568226),(67 29785578),(68 30904226),(69 31871194),(70 32735974),(71 33582730),(72 34413412),(73 35292976),(74 36160216),(75 37024508),(76 37926444),(77 38800460),(78 39623964),(79 40396490),
(1 124.10247),(2 157.74612),(3 174.71439),(4 186.95058),(5 198.26942),(6 208.46191),(7 212.98027),(8 219.51541),(9 225.42973),(10 229.49544),(11 232.72057),(12 232.6007),(13 234.9015),(14 236.0213),(15 238.31973),(16 241.93431),(17 243.26006),(18 244.52197),(19 246.52515),(20 246.10884),(21 246.60027),(22 246.25113),(23 248.44661),(24 247.30612),(25 249.09651),(26 252.26324),(27 252.1869),(28 253.88744),(29 254.2381),(30 255.60892),(31 255.14127),(32 255.25928),(33 257.92325),(34 258.0605),(35 260.15732),(36 261.60178),(37 261.25525),(38 266.52774),(39 264.5764),(40 266.5365),(41 266.58),(42 269.02374),(43 269.41284),(44 268.67667),(45 271.19608),(46 269.77225),(47 269.1026),(48 269.79126),(49 269.7577),(50 271.19223),(51 272.24332),(52 271.97415),(53 275.12485),(54 275.15277),(55 276.28836),(56 275.03775),(57 275.32907),(58 275.4123),(59 276.461),(60 274.13043),(61 273.07297),(62 275.07623),(63 273.40762),(64 274.24484),(65 274.833),(66 277.00586),(67 279.5949),(68 280.4447),(69 279.15817),(70 278.43103),(71 279.60538),(72 279.52234),(73 279.02203),(74 278.1706),(75 277.716),(76 275.9114),(77 275.6163),(78 275.43326),(79 274.96387),
(1 123.09417),(2 155.78764),(3 173.96579),(4 186.14305),(5 195.12668),(6 200.43327),(7 207.03622),(8 212.64612),(9 218.12979),(10 222.5249),(11 225.43658),(12 226.252),(13 228.65741),(14 231.64899),(15 231.72708),(16 232.46146),(17 233.88834),(18 235.70345),(19 237.28311),(20 240.51263),(21 242.69414),(22 243.96085),(23 246.67374),(24 248.38884),(25 249.78595),(26 250.16307),(27 250.84439),(28 253.5014),(29 254.46611),(30 253.42229),(31 255.91713),(32 256.89972),(33 258.71033),(34 258.93704),(35 260.3107),(36 262.71606),(37 259.81253),(38 263.60013),(39 259.94662),(40 261.90784),(41 263.86438),(42 265.07242),(43 265.66577),(44 267.07233),(45 268.14975),(46 269.39008),(47 267.25223),(48 269.32056),(49 267.10138),(50 270.07065),(51 270.54733),(52 271.13797),(53 273.49673),(54 274.86856),(55 275.2863),(56 277.42953),(57 278.51172),(58 279.9646),(59 279.69324),(60 278.9998),(61 278.86874),(62 282.06308),(63 280.24164),(64 278.86346),(65 278.8851),(66 279.62918),(67 280.66354),(68 280.4747),(69 279.9057),(70 278.73404),(71 280.3614),(72 279.95667),(73 280.04904),(74 278.71274),(75 276.3992),(76 277.40076),(77 276.20273),(78 272.64896),(79 271.89322),
(1 121.86467),(2 154.28143),(3 171.46918),(4 182.46722),(5 192.71797),(6 199.72687),(7 205.28595),(8 210.25305),(9 216.61734),(10 219.94046),(11 222.89151),(12 225.27632),(13 226.98477),(14 228.39458),(15 228.62308),(16 228.24126),(17 231.56421),(18 229.37221),(19 231.95244),(20 234.01056),(21 234.28058),(22 236.17993),(23 239.04672),(24 240.89412),(25 243.92911),(26 246.04395),(27 245.71507),(28 248.15929),(29 249.47624),(30 249.76323),(31 248.82063),(32 250.677),(33 253.44638),(34 254.89384),(35 258.98148),(36 260.68738),(37 262.77567),(38 263.51074),(39 263.42426),(40 264.83524),(41 265.66028),(42 264.22275),(43 264.68372),(44 266.78955),(45 263.76486),(46 263.75565),(47 262.1331),(48 263.5155),(49 261.1615),(50 261.83585),(51 262.01764),(52 261.98895),(53 262.00238),(54 264.06873),(55 263.90625),(56 264.8545),(57 267.36725),(58 266.07883),(59 269.0136),(60 269.85693),(61 269.7829),(62 272.72394),(63 272.22488),(64 272.23138),(65 273.59015),(66 275.9278),(67 277.1673),(68 278.58563),(69 277.8289),(70 279.9224),(71 281.7861),(72 282.33853),(73 281.1116),(74 283.12482),(75 278.60696),(76 279.64563),(77 279.1857),(78 279.83487),(79 280.2311),
(1 117.749016),(2 149.46663),(3 166.3854),(4 177.618),(5 185.90848),(6 192.69656),(7 198.1265),(8 206.12743),(9 212.20503),(10 217.07735),(11 221.41463),(12 223.85364),(13 223.16228),(14 226.4617),(15 228.64989),(16 228.27658),(17 232.533),(18 233.60324),(19 233.3927),(20 235.62949),(21 236.93973),(22 238.63043),(23 238.78539),(24 243.34332),(25 241.26692),(26 244.78934),(27 242.27759),(28 242.58994),(29 243.33133),(30 245.06703),(31 243.2205),(32 243.17525),(33 244.35507),(34 246.29117),(35 246.50642),(36 246.73485),(37 248.79419),(38 253.48108),(39 254.47992),(40 257.783),(41 257.21695),(42 257.55914),(43 258.65567),(44 260.42566),(45 260.32217),(46 262.05737),(47 258.9378),(48 258.938),(49 258.95053),(50 261.1826),(51 260.01144),(52 261.34198),(53 262.0491),(54 260.4291),(55 261.577),(56 260.90555),(57 263.4367),(58 263.48886),(59 263.46832),(60 263.1776),(61 263.79745),(62 264.59973),(63 261.7823),(64 263.12082),(65 262.0243),(66 263.0968),(67 263.12244),(68 265.7297),(69 266.33722),(70 266.684),(71 267.3179),(72 270.30264),(73 269.03998),(74 272.21854),(75 270.47818),(76 269.10904),(77 269.1589),(78 269.6306),(79 269.0394),
(1 116.182625),(2 145.88058),(3 163.27383),(4 173.45656),(5 180.45691),(6 188.00755),(7 193.07092),(8 200.26138),(9 204.22537),(10 207.63348),(11 210.62196),(12 212.14676),(13 213.5364),(14 216.48839),(15 217.39783),(16 216.64955),(17 217.9722),(18 219.05658),(19 220.05841),(20 222.62653),(21 222.34619),(22 224.1229),(23 222.84612),(24 224.37814),(25 227.50522),(26 229.03555),(27 229.58919),(28 232.32718),(29 231.7889),(30 230.08292),(31 232.14145),(32 233.53879),(33 235.5534),(34 235.7847),(35 235.88005),(36 237.17447),(37 240.52332),(38 241.09637),(39 242.17061),(40 243.8141),(41 244.81137),(42 245.19054),(43 246.0067),(44 245.11435),(45 246.16109),(46 244.39786),(47 243.24603),(48 242.21947),(49 243.49469),(50 244.11723),(51 244.3861),(52 243.79883),(53 246.26881),(54 246.8539),(55 247.05347),(56 248.15074),(57 249.86684),(58 251.42142),(59 253.10934),(60 253.87068),(61 254.92952),(62 254.83742),(63 251.57239),(64 251.26492),(65 249.46417),(66 251.20384),(67 249.92892),(68 250.41322),(69 251.01071),(70 250.3508),(71 250.16495),(72 251.17108),(73 251.72444),(74 250.7047),(75 251.21394),(76 252.3343),(77 251.4012),(78 253.47037),(79 253.3309),
(1 115.945404),(2 144.93279),(3 160.67665),(4 171.64427),(5 180.57582),(6 187.87482),(7 193.55551),(8 198.6728),(9 203.9093),(10 206.81602),(11 210.65974),(12 212.0644),(13 213.03125),(14 215.36182),(15 217.41537),(16 218.16814),(17 219.73666),(18 220.35669),(19 221.0938),(20 222.09105),(21 224.46815),(22 227.21236),(23 226.98845),(24 230.49219),(25 232.89041),(26 235.26701),(27 235.30757),(28 239.52255),(29 240.61989),(30 240.34805),(31 240.61761),(32 240.78586),(33 242.66574),(34 245.44638),(35 245.52887),(36 244.54907),(37 245.85011),(38 247.20863),(39 246.67691),(40 248.29747),(41 249.81496),(42 248.75433),(43 251.53275),(44 252.66594),(45 252.72546),(46 253.11002),(47 254.03899),(48 252.85742),(49 252.37128),(50 253.049),(51 251.78403),(52 253.96115),(53 255.28668),(54 257.03308),(55 256.42856),(56 256.77078),(57 257.1152),(58 258.3263),(59 260.19705),(60 260.51132),(61 260.5153),(62 263.40692),(63 260.8002),(64 262.6618),(65 262.6928),(66 263.66205),(67 264.06735),(68 264.40005),(69 264.07004),(70 264.04178),(71 266.1367),(72 263.28946),(73 265.34695),(74 266.92294),(75 266.59302),(76 268.53674),(77 268.01486),(78 268.61053),(79 266.46457),
(1 114.30961),(2 143.30983),(3 158.11996),(4 169.74284),(5 176.99359),(6 182.63559),(7 188.53653),(8 194.08061),(9 200.43268),(10 203.37354),(11 207.73273),(12 208.90724),(13 212.3997),(14 213.52692),(15 214.49774),(16 215.15726),(17 215.19525),(18 216.1921),(19 217.9537),(20 219.75702),(21 219.58578),(22 220.10182),(23 221.91335),(24 224.7562),(25 226.46718),(26 229.5709),(27 229.35733),(28 231.38858),(29 233.55307),(30 234.35875),(31 233.0858),(32 232.86266),(33 234.35197),(34 232.64424),(35 235.62457),(36 236.87431),(37 237.35416),(38 241.29099),(39 239.61342),(40 239.71996),(41 242.43427),(42 243.17815),(43 243.23204),(44 242.60927),(45 244.12657),(46 243.12093),(47 241.09163),(48 241.04367),(49 240.94661),(50 239.9917),(51 240.39651),(52 240.83115),(53 241.07954),(54 240.76773),(55 240.18747),(56 240.8448),(57 242.8755),(58 240.98499),(59 241.99344),(60 244.17216),(61 243.52269),(62 244.16693),(63 243.12839),(64 243.22046),(65 244.27444),(66 244.18385),(67 244.50728),(68 244.38156),(69 244.27429),(70 245.82947),(71 248.64435),(72 248.1017),(73 250.7924),(74 251.25273),(75 247.60158),(76 249.80843),(77 251.44864),(78 250.82098),(79 251.0677),
(1 112.06007),(2 139.94159),(3 157.17128),(4 166.74763),(5 174.31342),(6 181.08359),(7 186.12364),(8 191.78613),(9 195.86617),(10 199.98982),(11 202.78351),(12 204.45708),(13 206.11948),(14 208.6604),(15 210.56342),(16 211.42238),(17 213.1383),(18 212.2477),(19 212.02228),(20 215.64606),(21 216.69444),(22 218.48209),(23 219.10222),(24 220.1151),(25 222.39096),(26 224.7787),(27 225.40973),(28 227.83002),(29 230.39055),(30 230.25735),(31 228.60413),(32 228.9365),(33 229.84555),(34 228.81476),(35 230.83325),(36 230.96126),(37 233.43509),(38 236.72223),(39 235.50809),(40 237.42929),(41 238.08658),(42 239.55504),(43 240.47229),(44 241.79233),(45 239.92087),(46 239.44962),(47 238.78632),(48 238.85916),(49 240.44943),(50 240.5032),(51 240.7604),(52 241.69543),(53 242.24545),(54 243.62038),(55 245.91397),(56 245.75021),(57 244.45157),(58 245.11278),(59 243.42937),(60 243.83762),(61 245.2882),(62 244.4524),(63 242.4419),(64 243.5033),(65 243.086),(66 243.444),(67 241.8034),(68 244.69814),(69 244.2189),(70 243.248),(71 244.55013),(72 243.64484),(73 242.69096),(74 245.87508),(75 242.04193),(76 240.4952),(77 239.1686),(78 240.16077),(79 240.4902),
(1 112.68349),(2 140.21553),(3 154.44797),(4 165.30214),(5 172.83813),(6 178.34914),(7 185.27722),(8 190.04503),(9 197.12552),(10 201.00465),(11 205.18614),(12 207.17245),(13 212.45538),(14 215.12505),(15 215.09554),(16 216.12646),(17 217.61537),(18 216.07588),(19 214.74133),(20 215.3096),(21 217.50537),(22 218.9128),(23 220.63936),(24 221.56444),(25 221.56366),(26 226.05325),(27 227.46112),(28 229.98776),(29 232.8157),(30 235.25645),(31 235.10773),(32 234.71637),(33 235.96321),(34 233.64778),(35 236.24867),(36 238.73347),(37 242.25198),(38 241.83904),(39 239.62726),(40 240.09541),(41 239.94801),(42 238.91557),(43 241.99666),(44 243.02643),(45 241.86575),(46 243.23178),(47 241.4222),(48 240.8013),(49 240.47632),(50 240.1563),(51 238.71436),(52 239.90578),(53 240.61366),(54 239.60564),(55 242.45532),(56 241.94585),(57 243.53705),(58 243.77956),(59 245.03441),(60 246.7554),(61 249.48514),(62 250.90193),(63 249.29126),(64 250.44395),(65 250.45407),(66 252.20207),(67 251.72534),(68 250.23192),(69 252.02725),(70 252.99738),(71 256.45428),(72 256.97302),(73 258.90585),(74 257.7703),(75 256.67923),(76 256.95807),(77 256.61978),(78 257.11145),(79 257.83524),
(1 109.18829),(2 135.44884),(3 149.53421),(4 159.99039),(5 167.68777),(6 174.68672),(7 180.64517),(8 183.71974),(9 188.35324),(10 192.23819),(11 195.45837),(12 197.82112),(13 199.40822),(14 202.49464),(15 200.9521),(16 204.27087),(17 206.41026),(18 204.60649),(19 206.73724),(20 206.00345),(21 207.24937),(22 206.11626),(23 208.35934),(24 210.2634),(25 210.77194),(26 212.45059),(27 211.54927),(28 211.31898),(29 213.12004),(30 212.74728),(31 211.62923),(32 212.663),(33 213.54102),(34 214.43802),(35 216.41685),(36 215.94897),(37 215.41344),(38 216.41333),(39 215.04202),(40 216.1312),(41 218.20357),(42 219.8937),(43 222.52939),(44 225.33621),(45 226.78224),(46 225.05893),(47 225.6059),(48 226.4317),(49 226.68452),(50 225.68977),(51 225.28856),(52 226.15302),(53 226.65654),(54 227.71227),(55 230.01508),(56 229.57816),(57 229.00186),(58 229.44478),(59 228.44904),(60 229.25777),(61 229.89915),(62 231.17674),(63 228.04529),(64 228.90703),(65 229.65688),(66 228.09886),(67 226.57344),(68 225.5563),(69 226.22331),(70 225.87444),(71 227.9283),(72 229.20009),(73 227.59096),(74 228.47624),(75 229.08598),(76 229.40918),(77 230.77802),(78 230.68765),(79 230.32986),
(1 109.75839),(2 136.0964),(3 150.13931),(4 160.36125),(5 167.97095),(6 173.58769),(7 180.12306),(8 184.29381),(9 188.40376),(10 192.28741),(11 194.27531),(12 197.4021),(13 201.42584),(14 203.70908),(15 202.82742),(16 206.79047),(17 208.3628),(18 209.21912),(19 210.5698),(20 211.51234),(21 213.51068),(22 213.82326),(23 214.32277),(24 216.0266),(25 215.69113),(26 219.5666),(27 217.81062),(28 217.87311),(29 221.90561),(30 222.78958),(31 222.22858),(32 223.15376),(33 223.79446),(34 223.1844),(35 224.68298),(36 225.30467),(37 227.46121),(38 229.14378),(39 225.12589),(40 224.5949),(41 224.31223),(42 224.77777),(43 226.90953),(44 227.22914),(45 226.059),(46 226.58034),(47 225.44522),(48 225.42358),(49 226.1902),(50 227.4989),(51 227.58461),(52 228.87506),(53 227.89252),(54 231.93475),(55 232.42625),(56 230.69997),(57 231.5191),(58 230.57545),(59 229.84872),(60 230.80132),(61 231.92471),(62 233.1792),(63 229.55922),(64 229.85814),(65 229.13632),(66 231.86595),(67 230.30588),(68 231.48643),(69 231.68835),(70 232.56126),(71 233.6742),(72 232.63277),(73 232.78873),(74 233.58488),(75 231.51932),(76 231.66594),(77 231.84315),(78 232.72234),(79 230.21591),
(1 106.66165),(2 131.00769),(3 143.3428),(4 153.56985),(5 162.50159),(6 168.60484),(7 173.20924),(8 178.29092),(9 181.77802),(10 186.67438),(11 188.33794),(12 192.60405),(13 194.33873),(14 197.31598),(15 197.2417),(16 199.18735),(17 199.8296),(18 200.3258),(19 201.12233),(20 202.81332),(21 202.60173),(22 203.40886),(23 205.39217),(24 208.17267),(25 209.08272),(26 210.34782),(27 207.1624),(28 207.52),(29 209.13425),(30 209.32439),(31 210.458),(32 212.34549),(33 213.57646),(34 214.90492),(35 214.59009),(36 215.86777),(37 216.0224),(38 218.63078),(39 215.66302),(40 215.3427),(41 214.99478),(42 215.11116),(43 216.38275),(44 218.39014),(45 217.58875),(46 217.32178),(47 216.58527),(48 216.88408),(49 217.43126),(50 219.22049),(51 217.30063),(52 218.1589),(53 218.69821),(54 221.03972),(55 222.4119),(56 221.8991),(57 222.20271),(58 222.39706),(59 223.14996),(60 222.8393),(61 224.69128),(62 227.31741),(63 224.35114),(64 226.45009),(65 227.0216),(66 228.08467),(67 227.37418),(68 228.22061),(69 228.27997),(70 230.3012),(71 230.12444),(72 230.25484),(73 231.7523),(74 232.75798),(75 230.7146),(76 229.73865),(77 229.89131),(78 228.55788),(79 228.9075),
(1 106.37045),(2 131.0551),(3 142.41634),(4 150.39275),(5 157.86299),(6 162.31114),(7 165.46222),(8 172.22078),(9 177.11108),(10 178.9023),(11 182.3064),(12 186.90186),(13 188.8511),(14 190.87164),(15 189.49544),(16 192.4277),(17 193.4962),(18 194.34854),(19 194.8081),(20 195.45792),(21 194.90381),(22 196.6165),(23 198.01933),(24 199.13223),(25 199.07156),(26 201.48207),(27 199.0898),(28 201.39616),(29 202.55066),(30 200.73004),(31 201.87712),(32 200.77997),(33 201.86621),(34 201.57816),(35 202.78885),(36 204.61484),(37 205.52284),(38 204.93481),(39 205.00082),(40 206.72876),(41 207.47916),(42 209.14915),(43 209.96103),(44 210.42892),(45 210.48715),(46 212.68022),(47 211.53616),(48 213.80872),(49 213.49622),(50 216.0092),(51 214.22043),(52 213.83684),(53 212.02644),(54 212.3943),(55 212.4515),(56 212.31142),(57 213.2473),(58 212.05455),(59 214.10367),(60 213.48871),(61 212.94981),(62 213.19095),(63 210.48093),(64 211.31635),(65 210.90305),(66 212.17079),(67 212.79156),(68 212.40854),(69 210.38582),(70 210.69046),(71 211.16768),(72 211.89635),(73 212.03606),(74 212.08243),(75 210.80191),(76 212.26428),(77 212.32768),(78 211.4038),(79 211.22304),
(1 106.09124),(2 132.02419),(3 143.66191),(4 153.4123),(5 161.33339),(6 167.11339),(7 171.90327),(8 177.486),(9 181.91422),(10 184.64279),(11 188.62265),(12 189.06664),(13 191.29475),(14 193.77371),(15 193.62209),(16 193.93996),(17 196.09131),(18 198.82524),(19 198.16893),(20 199.07939),(21 197.5471),(22 199.40588),(23 201.63971),(24 202.16756),(25 203.78577),(26 206.28886),(27 204.54251),(28 206.95572),(29 208.41714),(30 207.24239),(31 209.26198),(32 209.62045),(33 210.15848),(34 210.4769),(35 212.31624),(36 211.84967),(37 211.79686),(38 213.39258),(39 211.38171),(40 210.05904),(41 211.39389),(42 211.24806),(43 211.61577),(44 212.8703),(45 213.0588),(46 213.28357),(47 212.8129),(48 214.5469),(49 213.89647),(50 214.98395),(51 214.02115),(52 214.45807),(53 215.84076),(54 215.13922),(55 215.93474),(56 214.53258),(57 215.25688),(58 214.7587),(59 216.57643),(60 217.1165),(61 217.74014),(62 217.87598),(63 215.97325),(64 216.42052),(65 215.23534),(66 217.20567),(67 216.56615),(68 218.73468),(69 218.82935),(70 219.69106),(71 219.36426),(72 220.05595),(73 220.61293),(74 222.5052),(75 221.2534),(76 221.38496),(77 222.00912),(78 221.13911),(79 222.79861),
(1 104.70246),(2 129.2166),(3 141.39386),(4 150.70908),(5 157.71309),(6 163.33409),(7 167.79083),(8 172.6379),(9 176.60341),(10 179.2798),(11 179.90526),(12 182.629),(13 185.0669),(14 187.46608),(15 188.75223),(16 190.01753),(17 191.80473),(18 193.93169),(19 192.87071),(20 193.89429),(21 194.64319),(22 194.40167),(23 195.32375),(24 196.9501),(25 198.04164),(26 199.36795),(27 197.67712),(28 198.28635),(29 200.17142),(30 202.06374),(31 201.7525),(32 203.9109),(33 204.51509),(34 203.34792),(35 204.7187),(36 204.15382),(37 206.11183),(38 207.00932),(39 204.61566),(40 206.31339),(41 208.3866),(42 207.57588),(43 209.29572),(44 208.96953),(45 209.09099),(46 210.14723),(47 210.47578),(48 210.01187),(49 210.87111),(50 211.56755),(51 212.20377),(52 212.09601),(53 211.58372),(54 212.46938),(55 213.1765),(56 212.16644),(57 213.06926),(58 213.63669),(59 216.0937),(60 215.18805),(61 214.79831),(62 215.95122),(63 214.4863),(64 216.18626),(65 217.6476),(66 218.73927),(67 219.4816),(68 220.20724),(69 218.73811),(70 220.91727),(71 220.8756),(72 222.27489),(73 222.11938),(74 223.10023),(75 222.11833),(76 221.34708),(77 221.97269),(78 220.89272),(79 220.85837),
(1 102.78834),(2 126.508125),(3 139.48398),(4 147.79169),(5 154.79324),(6 160.66452),(7 166.60193),(8 171.7147),(9 174.56969),(10 178.43382),(11 182.05579),(12 185.51552),(13 186.1985),(14 187.08882),(15 187.68463),(16 190.41383),(17 192.27148),(18 191.9534),(19 191.54362),(20 193.14383),(21 193.50073),(22 194.35078),(23 195.3527),(24 197.55388),(25 198.94273),(26 202.54237),(27 200.61098),(28 202.37234),(29 201.3948),(30 201.03445),(31 201.22064),(32 202.62102),(33 203.74716),(34 202.41753),(35 203.25719),(36 203.89148),(37 205.4176),(38 205.4615),(39 202.5007),(40 203.70297),(41 205.06296),(42 206.39421),(43 206.27682),(44 205.69312),(45 205.39204),(46 206.80104),(47 206.95995),(48 208.39217),(49 207.40112),(50 208.86996),(51 207.70384),(52 208.55115),(53 205.56528),(54 205.8971),(55 206.37042),(56 206.53334),(57 206.8869),(58 206.19339),(59 207.86548),(60 208.6232),(61 207.93887),(62 208.24976),(63 208.08714),(64 207.86708),(65 208.43709),(66 209.4492),(67 210.64386),(68 211.40219),(69 212.78413),(70 212.10086),(71 212.1683),(72 212.39201),(73 214.46266),(74 215.16298),(75 214.84961),(76 215.23524),(77 213.98676),(78 213.82895),(79 212.44466),
(1 100.484856),(2 123.91299),(3 134.87982),(4 144.86081),(5 151.5151),(6 156.8629),(7 160.53032),(8 167.43182),(9 172.76065),(10 176.55943),(11 177.5992),(12 181.52965),(13 182.2691),(14 184.8291),(15 184.57368),(16 186.6818),(17 188.40115),(18 189.13159),(19 189.52792),(20 189.51016),(21 190.83337),(22 191.66211),(23 193.093),(24 194.11249),(25 195.56671),(26 198.05653),(27 196.86101),(28 198.0975),(29 198.52774),(30 200.02504),(31 199.52223),(32 200.52637),(33 200.40668),(34 200.09737),(35 200.54204),(36 202.04271),(37 203.49928),(38 204.83795),(39 202.49397),(40 204.67055),(41 203.55484),(42 205.30415),(43 206.13362),(44 206.23903),(45 205.9443),(46 207.9114),(47 208.45413),(48 209.24902),(49 207.3801),(50 207.17993),(51 206.44304),(52 208.3873),(53 208.2583),(54 209.49248),(55 209.43507),(56 210.14348),(57 210.38966),(58 210.07529),(59 210.17563),(60 211.50998),(61 210.86768),(62 211.65019),(63 210.33264),(64 211.12495),(65 212.08612),(66 214.06017),(67 215.56192),(68 213.59023),(69 214.30597),(70 216.03375),(71 216.38605),(72 217.36092),(73 217.0522),(74 219.00204),(75 216.70488),(76 217.20807),(77 216.59543),(78 216.96945),(79 216.11693),
(1 100.658455),(2 126.325745),(3 136.13438),(4 144.96657),(5 151.73044),(6 157.15201),(7 161.01575),(8 167.14908),(9 171.80261),(10 175.01263),(11 177.13431),(12 179.20964),(13 181.99463),(14 185.6455),(15 184.20097),(16 186.47923),(17 186.6036),(18 187.46564),(19 188.28717),(20 191.714),(21 191.38123),(22 190.31973),(23 191.6945),(24 193.56627),(25 195.45306),(26 197.11655),(27 196.09036),(28 196.73468),(29 196.71402),(30 195.67088),(31 196.44064),(32 197.42207),(33 198.81125),(34 199.26031),(35 199.0378),(36 199.65239),(37 200.79973),(38 200.79575),(39 199.16513),(40 200.47076),(41 199.8598),(42 201.59468),(43 202.85246),(44 202.02638),(45 202.88269),(46 204.4071),(47 202.6398),(48 203.34644),(49 202.67014),(50 203.87737),(51 203.06992),(52 203.39651),(53 203.21231),(54 203.09349),(55 203.88725),(56 203.14296),(57 201.77946),(58 201.91217),(59 203.49268),(60 205.1723),(61 204.97737),(62 206.37878),(63 205.28908),(64 206.0263),(65 205.79015),(66 205.77617),(67 206.33852),(68 207.52039),(69 206.55502),(70 207.29117),(71 208.40038),(72 208.01332),(73 209.57893),(74 209.54707),(75 208.12451),(76 208.12784),(77 209.1504),(78 208.8076),(79 209.0727),
