1.5,2.5,3.5,4.5,5.5,6.5,7.5,8.5,9.5,10.5,11.5,12.5,13.5,14.5,15.5,16.5,17.5,18.5,19.5,20.5,21.5,22.5,23.5,24.5,25.5,26.5,27.5,28.5,29.5,30.5,31.5,32.5,33.5,34.5,35.5,36.5,37.5,38.5,39.5,40.5,41.5,42.5,43.5,44.5,45.5,46.5,47.5,48.5,49.5,50.5,51.5,52.5,53.5,54.5,55.5,56.5,57.5,58.5,59.5,60.5,61.5,62.5,63.5,64.5,65.5,66.5,67.5,68.5,69.5,70.5,71.5,72.5,73.5,74.5,75.5,76.5,77.5,78.5,79.5,80.5,81.5,82.5,83.5,84.5,85.5,86.5,87.5,88.5,89.5,90.5,91.5,92.5,93.5,94.5,95.5,96.5,97.5,98.5,99.5,100.5,101.5,102.5,103.5,104.5,105.5,106.5,107.5,108.5,109.5,110.5,111.5,112.5,113.5,114.5,115.5,116.5,117.5,118.5,119.5,120.5,121.5,122.5,123.5,124.5,125.5,126.5,127.5,128.5,129.5,130.5,131.5,132.5,133.5,134.5,135.5,136.5,137.5,138.5,139.5,140.5,141.5,142.5,143.5,144.5,145.5,146.5,147.5,148.5,149.5,150.5,151.5,152.5,153.5,154.5,155.5,156.5,157.5,158.5,159.5,160.5,161.5,162.5,163.5,164.5,165.5,166.5,167.5,168.5,169.5,170.5,171.5,172.5,173.5,174.5,175.5,176.5,177.5,178.5,179.5,180.5,181.5,182.5,183.5,184.5,185.5,186.5,187.5,188.5,189.5,190.5,191.5,192.5,193.5,194.5,195.5,196.5,197.5,198.5,199.5,200.5,201.5,202.5,203.5,204.5,205.5,206.5,207.5,208.5,209.5,210.5,211.5,212.5,213.5,214.5,215.5,216.5,217.5,218.5,219.5,220.5,221.5,222.5,223.5,224.5,225.5,226.5,227.5,228.5,229.5,230.5,231.5,232.5,233.5,234.5,235.5,236.5,237.5,238.5,239.5,240.5,241.5,242.5,243.5,244.5,245.5,246.5,247.5,248.5,249.5,250.5,251.5,252.5,253.5,254.5,255.5,256.5,257.5,258.5,259.5,260.5,261.5,262.5,263.5,264.5,265.5,266.5,267.5,268.5,269.5,270.5,271.5,272.5,273.5,274.5,275.5,276.5,277.5,278.5,279.5,280.5,281.5,282.5,283.5,284.5,285.5,286.5,287.5,288.5,289.5,290.5,291.5,292.5,293.5,294.5,295.5,296.5,297.5,298.5,299.5,300.5,301.5,302.5,303.5,304.5,305.5,306.5,307.5,308.5,309.5,310.5,311.5,312.5,313.5,314.5,315.5,316.5,317.5,318.5,319.5,320.5,321.5,322.5,323.5,324.5,325.5,326.5,327.5,328.5,329.5,330.5,331.5,332.5,333.5,334.5,335.5,336.5,337.5,338.5,339.5,340.5,341.5,342.5,343.5,344.5,345.5,346.5,347.5,348.5,349.5,350.5,351.5,352.5,353.5,354.5,355.5,356.5,357.5,358.5,359.5,360.5,361.5,362.5,363.5,364.5,365.5,366.5,367.5,368.5,369.5,370.5,371.5,372.5,373.5,374.5,375.5,376.5,377.5,378.5,379.5,380.5,381.5,382.5,383.5,384.5,385.5,386.5,387.5,388.5,389.5,390.5,391.5,392.5,393.5,394.5,395.5,396.5,397.5,398.5,399.5,400.5,401.5,402.5,403.5,404.5,405.5,406.5,407.5,408.5,409.5,410.5,411.5,412.5,413.5,414.5,415.5,416.5,417.5,418.5,419.5,420.5,421.5,422.5,423.5,424.5,425.5,426.5,427.5,428.5,429.5,430.5,431.5,432.5,433.5,434.5,435.5,436.5,437.5,438.5,439.5,440.5,441.5,442.5,443.5,444.5,445.5,446.5,447.5,448.5,449.5,450.5,451.5,452.5,453.5,454.5,455.5,456.5,457.5,458.5,459.5,460.5,461.5,462.5,463.5,464.5,465.5,466.5,467.5,468.5,469.5,470.5,471.5,472.5,473.5,474.5,475.5,476.5,477.5,478.5,479.5,480.5,481.5,482.5,483.5,484.5,485.5,486.5,487.5,488.5,489.5,490.5,491.5,492.5,493.5,494.5,495.5,496.5,497.5,498.5,499.5,
(1 92231.03),(2 133166.27),(3 152210.52),(4 295503.75),(5 411003.16),(6 488588.47),(7 673757.5),(8 833573),(9 953753.2),(10 1160393.3),(11 1318830.1),(12 1423221.4),(13 1619100),(14 1771095.4),(15 1889891.5),(16 2081755.6),(17 2249083.3),(18 2379292.3),(19 2578632.5),(20 2745734.8),(21 2885759.3),(22 3125599.8),(23 3323853.3),(24 3514476.3),(25 3818040.8),(26 4032244.3),(27 4270786),(28 4596269),(29 4860846.5),(30 5128688),(31 5502332),(32 5855480),(33 6208414.5),(34 6598030.5),(35 6958573.5),(36 7323210),(37 7756801.5),(38 8152624.5),(39 8594641),(40 9073397),(41 9505825),(42 10001683),(43 10556910),(44 10956949),(45 11471476),(46 11991520),(47 12500183),(48 13077337),(49 13579067),(50 14048900),(51 14619764),(52 15102763),(53 15553901),(54 16040559),(55 16537193),(56 16957738),(57 17491090),(58 18078786),(59 18543018),(60 19078690),(61 19586766),(62 20053918),(63 20617920),(64 21117974),(65 21536784),(66 22034644),(67 22602774),(68 23097546),(69 23563326),(70 24092910),(71 24548032),(72 25067936),(73 25780250),(74 26239174),(75 26860106),(76 27440698),(77 27914864),(78 28454842),(79 28964026),
(1 39.27713),(2 47.751453),(3 51.39801),(4 54.053215),(5 56.615425),(6 58.704937),(7 59.737038),(8 61.569233),(9 62.978203),(10 63.937305),(11 65.18018),(12 67.25644),(13 66.89997),(14 68.50053),(15 70.24295),(16 71.06462),(17 72.05191),(18 72.59681),(19 72.90158),(20 73.816055),(21 73.64373),(22 73.3548),(23 75.150375),(24 74.87896),(25 74.71844),(26 74.75772),(27 74.95546),(28 75.47384),(29 75.220055),(30 76.61938),(31 76.21112),(32 76.390175),(33 76.26463),(34 76.78326),(35 76.93272),(36 77.660225),(37 78.07434),(38 77.85053),(39 78.408165),(40 78.75132),(41 78.98759),(42 78.25422),(43 78.3215),(44 78.53724),(45 78.11022),(46 78.08919),(47 77.50771),(48 77.378235),(49 77.45672),(50 77.230194),(51 77.548416),(52 77.628845),(53 78.372856),(54 77.6363),(55 78.324585),(56 77.93614),(57 78.04288),(58 77.52539),(59 77.5702),(60 77.607),(61 76.95177),(62 77.29085),(63 77.74968),(64 77.32016),(65 76.74639),(66 77.321),(67 76.41762),(68 76.47278),(69 76.06668),(70 75.925674),(71 76.28011),(72 75.70743),(73 75.528145),(74 75.60889),(75 75.62089),(76 75.09565),(77 75.00216),(78 74.932),(79 75.14262),
(1 38.670376),(2 46.74366),(3 50.45974),(4 53.539997),(5 55.945175),(6 58.04956),(7 58.75605),(8 60.59909),(9 62.472652),(10 63.50369),(11 65.062225),(12 66.33936),(13 66.70356),(14 67.81915),(15 69.39866),(16 70.89739),(17 71.374664),(18 71.789185),(19 72.15955),(20 73.48996),(21 73.94081),(22 74.657875),(23 75.53688),(24 75.637695),(25 76.15046),(26 76.03823),(27 76.378716),(28 76.46951),(29 76.41745),(30 76.98863),(31 77.40276),(32 76.87182),(33 76.9267),(34 77.04632),(35 77.78922),(36 77.541115),(37 78.0167),(38 78.01547),(39 78.11894),(40 78.059975),(41 78.43926),(42 78.06699),(43 77.98602),(44 77.37644),(45 77.312195),(46 77.56689),(47 77.57195),(48 76.78503),(49 76.764275),(50 77.28049),(51 77.46366),(52 76.92525),(53 76.86941),(54 76.22252),(55 76.8933),(56 75.4927),(57 76.0956),(58 75.308365),(59 75.794975),(60 75.336655),(61 74.620384),(62 75.1635),(63 74.95203),(64 74.09231),(65 73.12417),(66 73.236206),(67 73.71782),(68 73.08042),(69 73.22293),(70 73.17073),(71 73.04925),(72 73.009605),(73 72.58101),(74 72.59229),(75 73.39023),(76 72.746185),(77 73.40503),(78 73.74979),(79 73.85288),
(1 39.580555),(2 47.69901),(3 51.870396),(4 54.069935),(5 56.42912),(6 58.34687),(7 59.47564),(8 61.562077),(9 63.081303),(10 64.7674),(11 65.81502),(12 67.45713),(13 68.45821),(14 69.586815),(15 71.169136),(16 72.43568),(17 73.05957),(18 74.20726),(19 74.63881),(20 76.03588),(21 75.398094),(22 76.42383),(23 77.33617),(24 76.66125),(25 76.86432),(26 77.49664),(27 78.22532),(28 78.33754),(29 78.20972),(30 78.698975),(31 79.09084),(32 78.47932),(33 78.78894),(34 78.4769),(35 78.76895),(36 78.96886),(37 79.0256),(38 79.01016),(39 79.56429),(40 79.328094),(41 79.80234),(42 79.30203),(43 79.61061),(44 79.486435),(45 79.80713),(46 80.44744),(47 80.502266),(48 79.74808),(49 79.43786),(50 80.11168),(51 80.11627),(52 80.18813),(53 80.35549),(54 80.08561),(55 80.01216),(56 80.41651),(57 80.69092),(58 80.554306),(59 80.06683),(60 79.763275),(61 79.44685),(62 79.4736),(63 79.00851),(64 78.34885),(65 78.309074),(66 78.25536),(67 78.237946),(68 77.326),(69 78.100525),(70 78.27983),(71 77.74949),(72 77.57891),(73 78.36667),(74 77.33776),(75 77.37913),(76 77.10943),(77 77.330605),(78 77.302376),(79 77.3806),
(1 39.15639),(2 46.82591),(3 50.81964),(4 53.61344),(5 55.85062),(6 58.092262),(7 59.437756),(8 61.51616),(9 62.78392),(10 63.91106),(11 64.97263),(12 66.26538),(13 66.30857),(14 68.11815),(15 70.02849),(16 70.697266),(17 71.34169),(18 72.36271),(19 72.252846),(20 73.4121),(21 73.38866),(22 73.83181),(23 74.992096),(24 75.35636),(25 75.96358),(26 75.61877),(27 76.65545),(28 76.53883),(29 77.417816),(30 77.405365),(31 77.26266),(32 77.36421),(33 77.47332),(34 77.33064),(35 77.6044),(36 77.541534),(37 79.009964),(38 78.342735),(39 78.910225),(40 79.422874),(41 78.954155),(42 79.01017),(43 79.19344),(44 79.38397),(45 78.96304),(46 79.42808),(47 78.76268),(48 78.49317),(49 78.16345),(50 77.61962),(51 77.77842),(52 77.71452),(53 76.99982),(54 76.75787),(55 76.80794),(56 76.60024),(57 77.44456),(58 76.90251),(59 76.53268),(60 75.88126),(61 76.354256),(62 76.12301),(63 76.331856),(64 75.8553),(65 75.4623),(66 75.658554),(67 76.01832),(68 75.53679),(69 75.6854),(70 75.33036),(71 74.807556),(72 74.7941),(73 75.51364),(74 75.0254),(75 75.684494),(76 75.370995),(77 75.3436),(78 75.09357),(79 75.531525),
(1 38.67289),(2 46.833435),(3 51.0107),(4 53.791386),(5 55.77369),(6 57.034107),(7 58.580833),(8 60.14754),(9 61.192272),(10 61.8958),(11 62.791737),(12 63.894466),(13 64.80442),(14 66.262276),(15 67.50771),(16 69.08233),(17 68.77814),(18 69.879395),(19 70.489426),(20 71.523895),(21 71.41929),(22 72.40415),(23 73.99359),(24 73.70095),(25 73.27514),(26 73.701645),(27 74.57453),(28 74.86406),(29 75.086105),(30 75.588264),(31 76.34402),(32 75.9349),(33 76.37019),(34 76.84847),(35 76.62771),(36 75.71282),(37 76.45305),(38 76.517235),(39 76.563805),(40 76.53112),(41 76.37298),(42 76.83315),(43 76.93319),(44 76.363594),(45 75.59895),(46 76.117455),(47 75.989815),(48 75.80308),(49 75.781654),(50 75.57289),(51 75.69508),(52 76.09403),(53 76.02232),(54 75.78515),(55 75.80876),(56 75.60812),(57 75.90409),(58 75.86957),(59 75.78779),(60 75.4352),(61 74.57471),(62 74.908615),(63 74.83756),(64 74.916405),(65 74.17963),(66 74.554375),(67 74.13264),(68 74.13642),(69 74.12076),(70 74.28133),(71 74.49382),(72 74.66955),(73 74.353195),(74 73.92101),(75 73.73383),(76 73.60684),(77 73.53088),(78 73.51299),(79 74.30594),
(1 37.909878),(2 45.642326),(3 49.71424),(4 52.1748),(5 54.651825),(6 55.804142),(7 57.282475),(8 58.32669),(9 59.897472),(10 60.89867),(11 61.68288),(12 63.09635),(13 64.29749),(14 65.234474),(15 66.468475),(16 67.19437),(17 67.947464),(18 68.294174),(19 68.07145),(20 69.18286),(21 69.501335),(22 69.716644),(23 69.84107),(24 69.58636),(25 69.83475),(26 70.746086),(27 71.07841),(28 71.53582),(29 71.858734),(30 72.74129),(31 72.369804),(32 72.485245),(33 72.78326),(34 72.98884),(35 72.857605),(36 73.50184),(37 73.79811),(38 73.99471),(39 74.35291),(40 74.68821),(41 74.460075),(42 74.24505),(43 75.363754),(44 74.93182),(45 75.13282),(46 75.53882),(47 75.774216),(48 74.669),(49 74.8017),(50 74.855225),(51 74.878075),(52 75.10669),(53 74.55593),(54 74.32713),(55 74.60891),(56 74.15996),(57 74.747406),(58 73.961296),(59 73.934074),(60 74.08889),(61 73.383545),(62 73.863754),(63 73.59847),(64 72.35896),(65 71.67564),(66 72.33881),(67 72.3682),(68 72.1048),(69 71.36966),(70 71.8632),(71 71.90589),(72 71.61455),(73 71.8201),(74 71.940025),(75 72.10695),(76 71.80548),(77 72.13892),(78 72.17461),(79 72.43803),
(1 38.150978),(2 45.377014),(3 48.798897),(4 51.306995),(5 54.27568),(6 56.099762),(7 57.653057),(8 58.23938),(9 59.94609),(10 61.617054),(11 61.81976),(12 63.201252),(13 64.202065),(14 64.587776),(15 65.90725),(16 67.564415),(17 67.23327),(18 68.248245),(19 67.77767),(20 68.83765),(21 69.41669),(22 69.648285),(23 69.85185),(24 70.09481),(25 70.18253),(26 70.03194),(27 71.10224),(28 70.68966),(29 71.09237),(30 72.455025),(31 71.915764),(32 71.42087),(33 71.55366),(34 71.40913),(35 70.84547),(36 71.37836),(37 71.721725),(38 71.828735),(39 72.15071),(40 72.36348),(41 72.30206),(42 72.471275),(43 73.128265),(44 73.21981),(45 73.55709),(46 74.09817),(47 74.447334),(48 73.75375),(49 73.565155),(50 73.627266),(51 73.27824),(52 73.47548),(53 73.27101),(54 73.42433),(55 73.63443),(56 72.98875),(57 74.01526),(58 73.613594),(59 73.77461),(60 74.018394),(61 73.19186),(62 72.77855),(63 73.040726),(64 72.522125),(65 72.41988),(66 72.11238),(67 71.5135),(68 71.412125),(69 71.541374),(70 71.98987),(71 72.0571),(72 71.67619),(73 71.95998),(74 72.51882),(75 72.46617),(76 72.12911),(77 71.95263),(78 72.016205),(79 72.947136),
(1 38.297073),(2 45.434174),(3 49.760117),(4 52.638607),(5 54.76277),(6 56.234623),(7 58.102833),(8 58.488403),(9 60.37704),(10 61.973335),(11 62.848343),(12 64.07714),(13 64.509766),(14 65.37024),(15 67.4365),(16 68.691025),(17 68.93387),(18 69.68569),(19 70.00817),(20 70.64246),(21 70.893845),(22 71.70856),(23 72.36489),(24 71.5193),(25 71.73344),(26 71.62522),(27 72.34628),(28 72.19379),(29 72.27546),(30 72.87174),(31 72.613716),(32 72.25299),(33 72.071205),(34 72.02107),(35 71.73097),(36 71.798386),(37 71.44867),(38 71.573524),(39 71.86678),(40 72.33501),(41 72.47297),(42 72.13395),(43 72.93837),(44 72.72137),(45 72.86501),(46 72.66391),(47 72.87433),(48 72.50624),(49 71.75669),(50 71.802025),(51 71.54908),(52 71.35285),(53 70.974884),(54 71.13274),(55 71.217735),(56 71.443054),(57 72.09966),(58 71.576324),(59 71.725174),(60 71.88515),(61 71.33146),(62 71.333954),(63 71.10094),(64 70.8733),(65 70.06321),(66 71.04203),(67 69.99825),(68 70.3208),(69 70.21789),(70 69.96257),(71 69.92154),(72 70.07708),(73 70.62161),(74 70.245346),(75 70.25456),(76 70.116875),(77 70.06031),(78 70.1636),(79 70.07045),
(1 37.174713),(2 44.383686),(3 48.587948),(4 50.992294),(5 53.49304),(6 54.93811),(7 56.42035),(8 57.69365),(9 59.739624),(10 61.841255),(11 62.488182),(12 64.20914),(13 65.3617),(14 66.47226),(15 67.52583),(16 69.233055),(17 69.415886),(18 70.43267),(19 71.03323),(20 71.36608),(21 72.050896),(22 72.51316),(23 72.27298),(24 72.41362),(25 71.726845),(26 71.68484),(27 72.30445),(28 72.83452),(29 73.50819),(30 73.90207),(31 74.494125),(32 74.299126),(33 74.53141),(34 73.963066),(35 74.43589),(36 73.512726),(37 74.07516),(38 74.004074),(39 73.97887),(40 73.54865),(41 73.990814),(42 74.63553),(43 74.74811),(44 74.90598),(45 74.84472),(46 74.79166),(47 74.9163),(48 74.557365),(49 74.7779),(50 74.91097),(51 74.948814),(52 74.70483),(53 74.70282),(54 74.770546),(55 75.14279),(56 74.28793),(57 74.32378),(58 74.71213),(59 74.205444),(60 74.25331),(61 73.5344),(62 73.40182),(63 73.22591),(64 72.89231),(65 72.61415),(66 73.17336),(67 72.76904),(68 72.52986),(69 72.098045),(70 72.57494),(71 72.36308),(72 72.00482),(73 72.47199),(74 72.559135),(75 73.04),(76 72.49219),(77 72.31159),(78 73.12454),(79 73.72064),
(1 36.736977),(2 43.59374),(3 47.7396),(4 50.197998),(5 51.972843),(6 53.58454),(7 55.113205),(8 56.336056),(9 57.56077),(10 59.635498),(11 60.875004),(12 61.388515),(13 61.57773),(14 62.666965),(15 64.8948),(16 65.814224),(17 66.200455),(18 66.79472),(19 67.6223),(20 68.41338),(21 68.422035),(22 68.86315),(23 69.163246),(24 70.06904),(25 70.067116),(26 70.60562),(27 71.57977),(28 71.374374),(29 71.77484),(30 72.15573),(31 72.48984),(32 72.13872),(33 72.73213),(34 72.81415),(35 73.28527),(36 73.13361),(37 72.69798),(38 72.77306),(39 72.98657),(40 72.78137),(41 72.45845),(42 72.42322),(43 72.730064),(44 72.36345),(45 72.24922),(46 71.84811),(47 71.98109),(48 70.861435),(49 70.966675),(50 71.09408),(51 71.26287),(52 71.101524),(53 70.77344),(54 70.737755),(55 70.931366),(56 70.88502),(57 70.535286),(58 71.01291),(59 70.69165),(60 70.599365),(61 70.36016),(62 70.236664),(63 70.33625),(64 70.35461),(65 70.58034),(66 70.96115),(67 70.30752),(68 69.53803),(69 69.47396),(70 68.95051),(71 69.06766),(72 69.470764),(73 69.00833),(74 68.48879),(75 68.98013),(76 68.600136),(77 69.13664),(78 69.01089),(79 69.10422),
(1 37.043053),(2 43.939056),(3 47.9829),(4 50.571587),(5 52.64284),(6 53.95587),(7 55.85462),(8 56.52022),(9 57.449837),(10 59.464195),(11 59.96197),(12 60.76955),(13 61.96064),(14 63.115627),(15 64.96688),(16 65.90574),(17 65.75635),(18 67.22781),(19 67.84605),(20 68.93809),(21 68.86322),(22 69.87797),(23 70.1439),(24 70.22936),(25 70.522156),(26 70.339165),(27 71.44846),(28 71.114365),(29 71.157104),(30 71.898186),(31 72.47029),(32 72.55801),(33 72.91588),(34 73.19605),(35 72.88324),(36 72.73869),(37 73.19605),(38 73.57202),(39 73.05231),(40 73.26171),(41 73.23051),(42 72.6303),(43 72.529205),(44 73.25547),(45 72.80833),(46 72.614815),(47 72.18268),(48 71.60495),(49 71.20562),(50 71.7714),(51 70.78569),(52 70.64242),(53 70.17767),(54 70.49669),(55 70.16407),(56 69.87058),(57 70.28027),(58 70.25479),(59 70.35197),(60 70.337585),(61 70.28386),(62 70.65297),(63 70.64126),(64 70.17386),(65 69.83643),(66 69.68285),(67 69.13872),(68 68.8806),(69 69.288925),(70 68.81208),(71 68.091835),(72 68.6041),(73 68.560875),(74 68.29917),(75 68.38518),(76 68.59132),(77 68.62733),(78 68.95185),(79 68.79281),
(1 37.120777),(2 44.264687),(3 48.368397),(4 50.852722),(5 53.25533),(6 54.78795),(7 56.61389),(8 57.540504),(9 59.378494),(10 61.038036),(11 61.73264),(12 62.860016),(13 63.385567),(14 64.42982),(15 65.901146),(16 66.36589),(17 66.6543),(18 67.01796),(19 67.68609),(20 68.45092),(21 68.91497),(22 69.78355),(23 70.19347),(24 70.74973),(25 70.701035),(26 70.7899),(27 72.32951),(28 72.30171),(29 72.07607),(30 72.80483),(31 73.24964),(32 73.40137),(33 72.823524),(34 72.39066),(35 72.45983),(36 72.43344),(37 72.88029),(38 73.02597),(39 73.51364),(40 72.966965),(41 73.20101),(42 73.554146),(43 73.52504),(44 73.51385),(45 73.31888),(46 73.815285),(47 73.69198),(48 72.813835),(49 72.60388),(50 72.76856),(51 73.50079),(52 73.15598),(53 72.98146),(54 72.49317),(55 72.401665),(56 72.10236),(57 72.117096),(58 72.47969),(59 72.01972),(60 72.450455),(61 72.64774),(62 72.10766),(63 72.42118),(64 72.33544),(65 72.147),(66 72.59847),(67 72.47008),(68 72.12381),(69 72.13009),(70 71.979774),(71 72.050674),(72 72.00681),(73 72.13859),(74 72.14468),(75 72.30448),(76 72.57645),(77 72.679955),(78 72.69264),(79 72.648735),
(1 37.036655),(2 44.305096),(3 48.110863),(4 50.31861),(5 52.81985),(6 54.671288),(7 56.66569),(8 57.56024),(9 59.559414),(10 61.49203),(11 61.785633),(12 62.58107),(13 63.559086),(14 64.324135),(15 66.24466),(16 67.49234),(17 67.6037),(18 68.48664),(19 68.77607),(20 69.77887),(21 69.90316),(22 69.93817),(23 70.65199),(24 70.54794),(25 71.03696),(26 71.21027),(27 72.59672),(28 73.068565),(29 72.97867),(30 73.79083),(31 74.04927),(32 73.737854),(33 73.56291),(34 73.65681),(35 73.59486),(36 73.74543),(37 73.618004),(38 73.6074),(39 74.08617),(40 74.582596),(41 73.6625),(42 73.40586),(43 74.14088),(44 73.99963),(45 73.86119),(46 73.37118),(47 74.07411),(48 73.08127),(49 72.74077),(50 73.300644),(51 73.065384),(52 72.778534),(53 72.737335),(54 72.44643),(55 72.606094),(56 71.99192),(57 72.34439),(58 72.48974),(59 72.64423),(60 72.26529),(61 72.1114),(62 71.6314),(63 72.814865),(64 71.95572),(65 72.21469),(66 72.12509),(67 72.216644),(68 71.9935),(69 71.38322),(70 71.54639),(71 71.08777),(72 71.497444),(73 71.27736),(74 71.1582),(75 71.15891),(76 71.04209),(77 70.78755),(78 70.378815),(79 70.68781),
(1 37.084064),(2 44.192577),(3 48.043713),(4 49.892513),(5 52.564125),(6 53.719204),(7 55.542755),(8 56.34046),(9 57.70236),(10 59.999687),(11 60.95978),(12 61.645336),(13 62.496452),(14 63.154377),(15 64.8754),(16 65.37893),(17 65.47694),(18 66.24896),(19 67.55763),(20 68.184494),(21 68.51855),(22 69.433945),(23 69.5095),(24 69.47829),(25 69.37677),(26 69.35342),(27 70.075),(28 70.47595),(29 70.50383),(30 70.93613),(31 71.38784),(32 70.84095),(33 70.38239),(34 70.57265),(35 71.11759),(36 71.07023),(37 71.54884),(38 71.1802),(39 70.97898),(40 71.36288),(41 71.065186),(42 71.423164),(43 71.48062),(44 71.76874),(45 71.58249),(46 71.323074),(47 71.58109),(48 71.90276),(49 71.4047),(50 71.395515),(51 71.11257),(52 70.934326),(53 69.98176),(54 70.20229),(55 70.20575),(56 70.382034),(57 69.91231),(58 70.72998),(59 70.412605),(60 70.25892),(61 71.02179),(62 70.944565),(63 70.592026),(64 70.534195),(65 69.592155),(66 69.28542),(67 69.22939),(68 69.1506),(69 68.67165),(70 69.37613),(71 69.0588),(72 69.38134),(73 69.56955),(74 68.98629),(75 69.674164),(76 69.81175),(77 69.28915),(78 69.391174),(79 69.7364),
(1 36.510223),(2 43.56469),(3 47.309666),(4 49.64195),(5 50.945965),(6 52.29607),(7 53.699203),(8 54.85871),(9 56.4115),(10 58.00994),(11 58.763367),(12 59.535217),(13 60.511314),(14 61.572495),(15 63.095837),(16 64.11866),(17 64.97526),(18 65.026535),(19 65.61169),(20 66.18505),(21 66.243034),(22 67.38689),(23 67.678925),(24 67.306404),(25 67.22405),(26 67.778175),(27 68.78896),(28 68.97923),(29 68.894615),(30 70.11519),(31 69.97647),(32 69.70426),(33 70.00383),(34 70.15237),(35 70.03288),(36 70.83714),(37 70.62789),(38 70.64543),(39 71.037926),(40 71.18428),(41 71.25915),(42 71.22084),(43 71.178474),(44 71.6846),(45 72.137764),(46 71.63188),(47 71.93933),(48 71.55165),(49 71.4968),(50 71.61172),(51 71.63211),(52 71.65211),(53 71.16633),(54 70.9844),(55 71.0475),(56 70.739006),(57 70.437),(58 70.598404),(59 70.51536),(60 70.43993),(61 70.27261),(62 70.31281),(63 71.00385),(64 70.40053),(65 69.88656),(66 69.39235),(67 69.99329),(68 69.96505),(69 69.81756),(70 70.0455),(71 70.12265),(72 69.301414),(73 69.70652),(74 69.44683),(75 70.06834),(76 69.51565),(77 69.072235),(78 69.38866),(79 69.80065),
(1 36.790478),(2 43.599426),(3 47.729023),(4 50.28971),(5 52.032036),(6 53.26101),(7 55.29155),(8 56.493572),(9 58.314747),(10 59.762257),(11 59.90353),(12 60.556957),(13 61.375416),(14 62.58954),(15 63.920937),(16 64.70186),(17 64.8677),(18 65.34718),(19 65.5823),(20 66.53325),(21 66.09789),(22 66.981735),(23 67.22991),(24 67.00203),(25 67.34846),(26 67.409515),(27 68.3926),(28 68.49389),(29 68.25406),(30 69.51829),(31 69.55072),(32 70.14325),(33 70.289085),(34 70.72294),(35 70.947945),(36 70.61589),(37 70.721306),(38 70.60922),(39 71.3608),(40 71.759674),(41 71.824295),(42 72.10473),(43 72.077034),(44 72.20879),(45 72.06932),(46 71.96895),(47 72.508675),(48 72.722694),(49 72.6257),(50 73.14878),(51 73.067245),(52 72.50905),(53 72.128586),(54 71.64248),(55 71.697784),(56 71.3483),(57 71.497475),(58 71.63981),(59 72.20833),(60 72.76983),(61 72.72462),(62 72.608154),(63 72.64793),(64 72.35976),(65 71.67123),(66 71.39114),(67 70.60749),(68 70.64891),(69 70.46046),(70 70.18325),(71 70.56542),(72 69.862144),(73 69.99662),(74 70.0204),(75 70.47925),(76 69.987465),(77 70.10364),(78 70.18665),(79 70.460526),
(1 35.956783),(2 42.88297),(3 46.60624),(4 48.91),(5 51.260372),(6 52.762318),(7 54.57759),(8 55.85729),(9 56.91616),(10 58.37067),(11 58.36319),(12 59.68437),(13 60.69362),(14 61.94684),(15 63.899704),(16 64.0612),(17 64.29038),(18 64.53753),(19 64.9369),(20 66.15731),(21 65.95881),(22 66.416565),(23 66.354195),(24 66.08128),(25 66.239174),(26 65.80021),(27 66.54577),(28 66.276344),(29 66.25883),(30 67.19824),(31 67.42495),(32 67.470825),(33 67.16177),(34 66.706215),(35 67.048355),(36 67.06695),(37 66.88265),(38 66.78548),(39 67.539276),(40 67.394875),(41 67.09964),(42 67.64912),(43 67.907196),(44 68.48806),(45 67.87288),(46 68.12132),(47 68.43606),(48 68.3022),(49 67.994514),(50 67.43978),(51 67.89542),(52 68.05744),(53 67.71929),(54 67.54501),(55 67.91872),(56 67.904144),(57 67.99068),(58 68.530914),(59 68.704796),(60 68.49631),(61 68.78127),(62 68.36786),(63 68.660385),(64 68.48952),(65 67.6026),(66 67.33389),(67 67.21482),(68 66.95704),(69 66.881905),(70 66.91465),(71 67.27232),(72 66.49267),(73 66.97073),(74 66.72369),(75 67.58237),(76 67.07676),(77 66.742584),(78 67.07279),(79 66.86012),
(1 36.839066),(2 43.899525),(3 47.72707),(4 51.18758),(5 52.514076),(6 53.945583),(7 55.24556),(8 57.214268),(9 58.466194),(10 60.046555),(11 60.714012),(12 61.16064),(13 62.270317),(14 63.523075),(15 65.139404),(16 66.3151),(17 66.97083),(18 68.33456),(19 68.83224),(20 69.13386),(21 68.27897),(22 69.37627),(23 69.161575),(24 69.11726),(25 68.972206),(26 68.90363),(27 70.08672),(28 70.03788),(29 69.65864),(30 70.26122),(31 70.52948),(32 70.74293),(33 70.78016),(34 70.92085),(35 71.4092),(36 71.67403),(37 71.43416),(38 71.5689),(39 71.8126),(40 72.45307),(41 72.10221),(42 72.85455),(43 73.097786),(44 72.80832),(45 72.83745),(46 72.41595),(47 72.16793),(48 72.09729),(49 71.60814),(50 72.54781),(51 72.11515),(52 72.28144),(53 71.883),(54 71.67341),(55 71.75463),(56 71.37408),(57 71.73089),(58 71.668724),(59 71.68789),(60 71.418755),(61 71.38851),(62 71.008995),(63 71.149925),(64 70.82792),(65 70.36359),(66 70.15324),(67 70.0544),(68 70.10535),(69 70.1158),(70 70.36533),(71 70.074295),(72 70.20759),(73 69.63877),(74 70.30759),(75 70.73218),(76 70.09948),(77 69.962494),(78 70.25925),(79 70.50363),
