1.5,2.5,3.5,4.5,5.5,6.5,7.5,8.5,9.5,10.5,11.5,12.5,13.5,14.5,15.5,16.5,17.5,18.5,19.5,20.5,21.5,22.5,23.5,24.5,25.5,26.5,27.5,28.5,29.5,30.5,31.5,32.5,33.5,34.5,35.5,36.5,37.5,38.5,39.5,40.5,41.5,42.5,43.5,44.5,45.5,46.5,47.5,48.5,49.5,50.5,51.5,52.5,53.5,54.5,55.5,56.5,57.5,58.5,59.5,60.5,61.5,62.5,63.5,64.5,65.5,66.5,67.5,68.5,69.5,70.5,71.5,72.5,73.5,74.5,75.5,76.5,77.5,78.5,79.5,80.5,81.5,82.5,83.5,84.5,85.5,86.5,87.5,88.5,89.5,90.5,91.5,92.5,93.5,94.5,95.5,96.5,97.5,98.5,99.5,100.5,101.5,102.5,103.5,104.5,105.5,106.5,107.5,108.5,109.5,110.5,111.5,112.5,113.5,114.5,115.5,116.5,117.5,118.5,119.5,120.5,121.5,122.5,123.5,124.5,125.5,126.5,127.5,128.5,129.5,130.5,131.5,132.5,133.5,134.5,135.5,136.5,137.5,138.5,139.5,140.5,141.5,142.5,143.5,144.5,145.5,146.5,147.5,148.5,149.5,150.5,151.5,152.5,153.5,154.5,155.5,156.5,157.5,158.5,159.5,160.5,161.5,162.5,163.5,164.5,165.5,166.5,167.5,168.5,169.5,170.5,171.5,172.5,173.5,174.5,175.5,176.5,177.5,178.5,179.5,180.5,181.5,182.5,183.5,184.5,185.5,186.5,187.5,188.5,189.5,190.5,191.5,192.5,193.5,194.5,195.5,196.5,197.5,198.5,199.5,200.5,201.5,202.5,203.5,204.5,205.5,206.5,207.5,208.5,209.5,210.5,211.5,212.5,213.5,214.5,215.5,216.5,217.5,218.5,219.5,220.5,221.5,222.5,223.5,224.5,225.5,226.5,227.5,228.5,229.5,230.5,231.5,232.5,233.5,234.5,235.5,236.5,237.5,238.5,239.5,240.5,241.5,242.5,243.5,244.5,245.5,246.5,247.5,248.5,249.5,250.5,251.5,252.5,253.5,254.5,255.5,256.5,257.5,258.5,259.5,260.5,261.5,262.5,263.5,264.5,265.5,266.5,267.5,268.5,269.5,270.5,271.5,272.5,273.5,274.5,275.5,276.5,277.5,278.5,279.5,280.5,281.5,282.5,283.5,284.5,285.5,286.5,287.5,288.5,289.5,290.5,291.5,292.5,293.5,294.5,295.5,296.5,297.5,298.5,299.5,300.5,301.5,302.5,303.5,304.5,305.5,306.5,307.5,308.5,309.5,310.5,311.5,312.5,313.5,314.5,315.5,316.5,317.5,318.5,319.5,320.5,321.5,322.5,323.5,324.5,325.5,326.5,327.5,328.5,329.5,330.5,331.5,332.5,333.5,334.5,335.5,336.5,337.5,338.5,339.5,340.5,341.5,342.5,343.5,344.5,345.5,346.5,347.5,348.5,349.5,350.5,351.5,352.5,353.5,354.5,355.5,356.5,357.5,358.5,359.5,360.5,361.5,362.5,363.5,364.5,365.5,366.5,367.5,368.5,369.5,370.5,371.5,372.5,373.5,374.5,375.5,376.5,377.5,378.5,379.5,380.5,381.5,382.5,383.5,384.5,385.5,386.5,387.5,388.5,389.5,390.5,391.5,392.5,393.5,394.5,395.5,396.5,397.5,398.5,399.5,400.5,401.5,402.5,403.5,404.5,405.5,406.5,407.5,408.5,409.5,410.5,411.5,412.5,413.5,414.5,415.5,416.5,417.5,418.5,419.5,420.5,421.5,422.5,423.5,424.5,425.5,426.5,427.5,428.5,429.5,430.5,431.5,432.5,433.5,434.5,435.5,436.5,437.5,438.5,439.5,440.5,441.5,442.5,443.5,444.5,445.5,446.5,447.5,448.5,449.5,450.5,451.5,452.5,453.5,454.5,455.5,456.5,457.5,458.5,459.5,460.5,461.5,462.5,463.5,464.5,465.5,466.5,467.5,468.5,469.5,470.5,471.5,472.5,473.5,474.5,475.5,476.5,477.5,478.5,479.5,480.5,481.5,482.5,483.5,484.5,485.5,486.5,487.5,488.5,489.5,490.5,491.5,492.5,493.5,494.5,495.5,496.5,497.5,498.5,499.5,
(1 271305.6),(2 988509.94),(3 2018035),(4 3240127.3),(5 4566155.5),(6 6079101.5),(7 7703930.5),(8 9274251),(9 10840888),(10 12398589),(11 13962916),(12 15488357),(13 17005116),(14 18319566),(15 19605718),(16 20989766),(17 22470058),(18 24130688),(19 25902058),(20 27781248),(21 29745970),(22 31624896),(23 33395818),(24 35187284),(25 36857424),(26 38460708),(27 40157940),(28 41914016),(29 43404036),(30 45226108),(31 47376012),(32 49628108),(33 52288864),(34 55263890),(35 58038690),(36 60801916),(37 63215628),(38 65465108),(39 67651650),(40 69593890),(41 71061270),(42 72325320),(43 73721050),(44 75208390),(45 77023990),(46 79216696),(47 81553384),(48 84163240),(49 87124220),(50 90020730),(51 92894264),(52 96014250),(53 99244350),(54 102391810),(55 105377304),(56 107946590),(57 110165430),(58 112544490),(59 114955070),(60 117173544),(61 118987910),(62 121481400),(63 124437030),(64 127886490),(65 131899010),(66 136358980),(67 140774510),(68 144821710),(69 149584140),(70 154340220),(71 159023500),(72 163980830),(73 169093520),(74 173113740),(75 177049810),(76 181102540),(77 185352400),(78 190433870),(79 195950020),
(1 197.18352),(2 230.32219),(3 249.42323),(4 265.8909),(5 272.68484),(6 281.74857),(7 286.17407),(8 293.50998),(9 299.52533),(10 302.36826),(11 306.64618),(12 313.02344),(13 320.24612),(14 318.13605),(15 315.76172),(16 324.6241),(17 324.79694),(18 324.8254),(19 326.52692),(20 327.87823),(21 329.04718),(22 330.39005),(23 326.7356),(24 323.38904),(25 325.5277),(26 322.57437),(27 324.0739),(28 325.61148),(29 324.28946),(30 325.31668),(31 325.98828),(32 329.83228),(33 327.13977),(34 329.4264),(35 330.862),(36 331.89688),(37 333.3487),(38 335.99432),(39 333.82742),(40 335.66022),(41 334.8588),(42 334.92947),(43 337.44727),(44 334.5007),(45 342.01492),(46 341.0357),(47 342.13507),(48 341.37482),(49 341.1819),(50 339.5595),(51 338.93668),(52 338.02515),(53 338.79324),(54 339.54694),(55 339.78854),(56 344.45792),(57 347.58542),(58 356.234),(59 354.9335),(60 354.0737),(61 355.93292),(62 353.08884),(63 351.88275),(64 354.35132),(65 349.27475),(66 345.77307),(67 346.51157),(68 345.05164),(69 344.25992),(70 347.29898),(71 346.28592),(72 341.8855),(73 348.63504),(74 343.7083),(75 340.54474),(76 342.30484),(77 338.78622),(78 337.06842),(79 339.28796),
(1 197.41829),(2 229.8348),(3 245.75294),(4 264.99063),(5 271.58032),(6 278.6074),(7 283.0452),(8 293.71268),(9 296.1865),(10 299.1822),(11 303.43497),(12 307.01413),(13 309.62357),(14 310.1033),(15 312.79913),(16 313.30988),(17 314.3571),(18 314.82327),(19 317.31628),(20 319.8985),(21 315.84546),(22 314.3832),(23 311.67618),(24 308.2537),(25 311.63934),(26 308.27542),(27 306.75864),(28 313.18658),(29 314.08542),(30 312.1595),(31 313.35938),(32 315.17422),(33 312.61844),(34 315.26895),(35 319.07034),(36 316.63605),(37 316.53427),(38 317.28827),(39 320.3425),(40 322.0542),(41 322.42484),(42 319.64044),(43 331.95792),(44 333.1767),(45 333.93842),(46 332.79343),(47 333.9384),(48 334.01633),(49 331.59958),(50 334.65326),(51 335.19415),(52 334.65378),(53 337.28864),(54 341.234),(55 342.8253),(56 341.87057),(57 344.15228),(58 344.41568),(59 346.41144),(60 348.12244),(61 345.32828),(62 345.67844),(63 345.54712),(64 340.45392),(65 339.4566),(66 338.87012),(67 341.09778),(68 341.1197),(69 340.643),(70 342.3371),(71 342.1792),(72 342.11533),(73 344.86185),(74 341.13187),(75 341.83868),(76 341.37787),(77 340.5318),(78 338.08716),(79 338.35547),
(1 200.60965),(2 230.70253),(3 249.29349),(4 263.03003),(5 275.41135),(6 279.52142),(7 285.0182),(8 294.7077),(9 300.72934),(10 304.44382),(11 305.20996),(12 310.54547),(13 313.86707),(14 317.9431),(15 317.92905),(16 324.23672),(17 326.49557),(18 326.32098),(19 330.15826),(20 336.01624),(21 331.37585),(22 331.12598),(23 330.79953),(24 329.26495),(25 330.80066),(26 326.36203),(27 322.81357),(28 328.39056),(29 327.82434),(30 326.0057),(31 330.26132),(32 335.07904),(33 333.63263),(34 331.36237),(35 334.158),(36 331.9958),(37 333.56918),(38 333.6397),(39 339.3487),(40 340.8683),(41 340.93362),(42 345.1834),(43 350.9459),(44 348.70938),(45 348.75296),(46 349.94272),(47 348.38257),(48 346.29312),(49 347.3664),(50 346.14734),(51 347.9094),(52 346.89737),(53 353.46362),(54 354.44348),(55 356.354),(56 355.02988),(57 353.24915),(58 358.469),(59 359.74036),(60 362.56656),(61 357.59695),(62 361.24832),(63 365.7787),(64 365.2649),(65 362.78918),(66 358.70877),(67 358.8791),(68 357.16287),(69 357.73743),(70 355.1855),(71 360.14178),(72 357.41342),(73 359.3751),(74 355.9444),(75 355.53595),(76 349.75015),(77 349.8953),(78 348.36798),(79 341.95056),
(1 194.9104),(2 226.48067),(3 248.11362),(4 258.62094),(5 268.52277),(6 270.58847),(7 280.03418),(8 286.08472),(9 293.11505),(10 296.96017),(11 295.13376),(12 295.59268),(13 305.41086),(14 303.517),(15 307.78192),(16 311.40503),(17 310.7689),(18 314.6065),(19 310.61157),(20 311.10822),(21 309.56323),(22 307.547),(23 307.5414),(24 310.03394),(25 311.71802),(26 311.8888),(27 310.5489),(28 317.895),(29 315.05353),(30 315.6812),(31 315.7817),(32 318.52417),(33 316.72174),(34 315.83975),(35 316.24878),(36 313.38638),(37 315.61404),(38 317.91278),(39 316.70157),(40 318.44464),(41 319.87363),(42 324.95047),(43 333.33752),(44 332.52188),(45 332.35706),(46 329.00827),(47 329.50247),(48 329.27646),(49 328.83072),(50 328.23236),(51 329.75873),(52 326.8739),(53 334.02487),(54 335.836),(55 337.00345),(56 341.22867),(57 338.12943),(58 343.72205),(59 339.68918),(60 341.7024),(61 345.63214),(62 345.52335),(63 347.41693),(64 346.26904),(65 343.08414),(66 346.99753),(67 343.95428),(68 340.89505),(69 340.12173),(70 340.39798),(71 338.47263),(72 337.14154),(73 338.8986),(74 336.77194),(75 329.85327),(76 331.76666),(77 332.45773),(78 333.9244),(79 331.12296),
(1 192.18019),(2 227.46822),(3 249.62712),(4 262.62482),(5 272.51468),(6 275.33722),(7 281.8781),(8 282.24738),(9 290.41754),(10 293.1556),(11 294.80362),(12 297.97302),(13 301.8961),(14 304.24057),(15 303.5474),(16 311.66977),(17 313.60117),(18 318.17966),(19 318.6266),(20 319.6193),(21 316.74066),(22 312.90866),(23 312.9776),(24 312.00467),(25 314.1332),(26 317.5204),(27 317.12286),(28 322.40103),(29 322.8998),(30 318.26892),(31 319.61533),(32 321.12616),(33 320.29553),(34 322.1285),(35 322.52545),(36 319.0971),(37 318.69907),(38 325.36105),(39 319.86594),(40 323.6173),(41 322.50076),(42 324.23538),(43 330.1236),(44 330.27194),(45 330.26514),(46 326.3347),(47 330.2477),(48 327.4583),(49 324.87463),(50 326.2751),(51 326.1885),(52 328.05368),(53 334.57425),(54 332.7811),(55 334.44794),(56 333.87134),(57 332.39346),(58 337.1473),(59 334.79993),(60 337.86398),(61 343.58185),(62 343.27536),(63 346.80624),(64 344.52707),(65 346.6891),(66 343.34778),(67 341.3902),(68 340.78778),(69 343.82907),(70 343.7808),(71 341.50552),(72 339.4239),(73 341.24823),(74 338.95355),(75 335.3283),(76 330.86606),(77 331.34637),(78 331.46622),(79 328.96658),
(1 190.04395),(2 229.6386),(3 254.31282),(4 267.05975),(5 275.6433),(6 278.04312),(7 285.1958),(8 289.2842),(9 296.55035),(10 300.7031),(11 301.3276),(12 298.22925),(13 299.12775),(14 300.175),(15 306.186),(16 316.1355),(17 325.14944),(18 330.54974),(19 326.586),(20 323.0799),(21 319.57663),(22 315.10852),(23 313.76773),(24 311.95993),(25 313.81277),(26 315.26498),(27 313.3188),(28 318.85373),(29 319.89444),(30 321.21188),(31 319.02844),(32 314.55438),(33 316.61115),(34 317.10522),(35 318.46182),(36 317.96),(37 319.3772),(38 321.53317),(39 318.9015),(40 321.21365),(41 323.6026),(42 323.12875),(43 335.38577),(44 335.31528),(45 336.77975),(46 335.64243),(47 338.05356),(48 337.94684),(49 338.21265),(50 338.94623),(51 342.87708),(52 343.70306),(53 344.9604),(54 344.94388),(55 344.8049),(56 344.74457),(57 344.2943),(58 345.7382),(59 345.7236),(60 349.22745),(61 349.99817),(62 352.26767),(63 351.10394),(64 348.64124),(65 352.1222),(66 346.6477),(67 347.65765),(68 340.52408),(69 347.05566),(70 342.64703),(71 343.17593),(72 340.10214),(73 342.22098),(74 339.56882),(75 336.93698),(76 329.73758),(77 330.41235),(78 333.63705),(79 328.69046),
(1 190.47136),(2 226.56944),(3 251.31042),(4 266.13242),(5 277.42422),(6 278.67365),(7 288.0881),(8 292.9175),(9 298.08887),(10 300.4248),(11 299.59674),(12 294.84256),(13 300.98874),(14 307.5239),(15 312.22006),(16 325.2161),(17 329.57867),(18 335.54642),(19 329.72),(20 328.38892),(21 320.59662),(22 316.61523),(23 315.88925),(24 317.24432),(25 319.351),(26 322.3155),(27 321.97818),(28 326.4312),(29 328.91174),(30 331.2218),(31 329.3884),(32 327.11227),(33 325.19186),(34 321.9415),(35 322.86594),(36 326.83917),(37 330.4),(38 329.7113),(39 333.94434),(40 333.73175),(41 333.59418),(42 333.58447),(43 337.80417),(44 337.66058),(45 342.80157),(46 342.53558),(47 342.4286),(48 339.0457),(49 339.45035),(50 342.28403),(51 338.61023),(52 339.84964),(53 339.77786),(54 337.6982),(55 341.87134),(56 343.40073),(57 339.8904),(58 341.7765),(59 341.12082),(60 345.0769),(61 343.32877),(62 347.4701),(63 346.88162),(64 348.22864),(65 348.59045),(66 341.3564),(67 343.5115),(68 338.6304),(69 336.28513),(70 331.44275),(71 331.20645),(72 329.92438),(73 330.1001),(74 328.104),(75 328.31088),(76 323.2173),(77 321.92676),(78 321.0846),(79 320.38663),
(1 187.4324),(2 226.80856),(3 252.39746),(4 267.1337),(5 277.14795),(6 281.1769),(7 287.6363),(8 287.94037),(9 291.08267),(10 294.5939),(11 297.78293),(12 294.8807),(13 301.8371),(14 304.0055),(15 313.13666),(16 317.94278),(17 324.86758),(18 329.2182),(19 323.22665),(20 314.9423),(21 307.7921),(22 307.63556),(23 310.33362),(24 309.5415),(25 314.60876),(26 314.30502),(27 316.7154),(28 322.1005),(29 325.6147),(30 324.98813),(31 321.53888),(32 319.7553),(33 315.4561),(34 313.9224),(35 310.60513),(36 313.72034),(37 316.514),(38 321.1555),(39 321.1632),(40 320.6696),(41 320.8817),(42 321.48138),(43 327.49384),(44 323.10587),(45 326.2009),(46 325.97845),(47 325.0075),(48 324.11697),(49 326.70685),(50 329.78067),(51 327.92783),(52 326.50873),(53 326.95844),(54 323.6731),(55 324.81546),(56 326.8054),(57 325.63242),(58 334.88388),(59 335.6558),(60 334.6114),(61 341.33832),(62 342.64206),(63 343.04733),(64 337.7828),(65 334.34467),(66 329.87567),(67 329.7282),(68 328.4189),(69 330.12698),(70 325.54092),(71 324.8256),(72 324.69977),(73 324.73804),(74 323.9247),(75 323.90173),(76 320.50076),(77 317.62482),(78 322.16162),(79 324.61984),
(1 186.0564),(2 227.62354),(3 257.0659),(4 269.23065),(5 280.8939),(6 286.78015),(7 291.21066),(8 289.94324),(9 293.0948),(10 296.7791),(11 298.14462),(12 298.0128),(13 301.79437),(14 306.9896),(15 317.12473),(16 323.99252),(17 324.04517),(18 326.04453),(19 319.38156),(20 309.61295),(21 300.79315),(22 302.81824),(23 301.74576),(24 304.04858),(25 309.47632),(26 312.7723),(27 312.9154),(28 321.24765),(29 321.416),(30 320.76273),(31 315.9095),(32 311.4571),(33 311.87793),(34 307.16803),(35 309.7246),(36 314.58148),(37 320.30176),(38 325.32004),(39 324.04956),(40 329.81427),(41 325.63477),(42 322.328),(43 325.02203),(44 324.83734),(45 323.66138),(46 325.9424),(47 324.88068),(48 320.90137),(49 320.6289),(50 319.19962),(51 319.76328),(52 316.186),(53 315.6903),(54 315.66492),(55 317.53293),(56 317.95178),(57 319.8155),(58 326.39804),(59 326.43387),(60 330.44577),(61 330.17966),(62 330.68607),(63 332.6577),(64 329.80496),(65 329.70584),(66 327.13257),(67 327.48386),(68 326.02948),(69 325.07687),(70 325.63034),(71 325.43008),(72 322.04553),(73 323.97592),(74 318.4215),(75 320.6982),(76 320.2256),(77 321.24945),(78 319.6773),(79 317.75375),
(1 188.21524),(2 229.90933),(3 255.78604),(4 270.04745),(5 277.44388),(6 277.05185),(7 282.51785),(8 284.49792),(9 286.64917),(10 291.20377),(11 293.07617),(12 295.08743),(13 296.79694),(14 300.02765),(15 312.5353),(16 318.586),(17 326.34805),(18 325.30554),(19 317.72183),(20 308.76678),(21 304.50027),(22 303.22845),(23 304.79227),(24 307.3728),(25 308.33792),(26 308.98947),(27 310.66977),(28 313.20984),(29 313.4416),(30 306.89548),(31 301.17892),(32 298.05252),(33 297.66232),(34 296.8983),(35 304.67444),(36 307.59018),(37 308.89664),(38 304.91168),(39 302.77423),(40 304.1985),(41 302.4728),(42 302.12473),(43 310.2074),(44 311.63785),(45 314.3331),(46 312.71738),(47 315.53125),(48 315.62668),(49 314.19797),(50 311.81863),(51 313.0798),(52 313.68768),(53 311.6929),(54 316.21866),(55 315.35315),(56 317.72818),(57 315.36057),(58 320.38086),(59 320.44064),(60 326.30356),(61 325.4663),(62 329.223),(63 327.18594),(64 326.86218),(65 325.64716),(66 324.2816),(67 324.2022),(68 318.61673),(69 317.90015),(70 320.92258),(71 319.5174),(72 316.585),(73 321.81006),(74 317.90863),(75 316.12653),(76 314.6915),(77 317.09402),(78 317.05936),(79 314.09726),
(1 180.40105),(2 219.14444),(3 248.03433),(4 259.07846),(5 266.3483),(6 268.86688),(7 275.00223),(8 277.26578),(9 279.82013),(10 281.3843),(11 281.54614),(12 280.58823),(13 284.04654),(14 293.11154),(15 304.29068),(16 312.72232),(17 318.30368),(18 316.05673),(19 306.84097),(20 297.59918),(21 289.50613),(22 288.9166),(23 290.923),(24 289.72153),(25 294.0708),(26 294.3761),(27 295.87836),(28 301.91318),(29 300.16116),(30 293.83163),(31 287.82535),(32 289.3286),(33 289.0742),(34 295.32788),(35 304.7878),(36 307.2974),(37 304.61798),(38 304.34116),(39 298.29575),(40 298.94754),(41 299.59488),(42 304.8992),(43 312.01242),(44 311.3204),(45 316.81174),(46 313.63562),(47 312.50803),(48 314.06122),(49 315.9625),(50 313.27106),(51 312.6825),(52 309.53802),(53 305.65884),(54 308.10992),(55 309.71515),(56 313.01102),(57 311.08783),(58 319.49472),(59 319.8864),(60 322.1365),(61 322.6338),(62 323.10138),(63 320.79422),(64 318.84717),(65 317.66968),(66 317.4018),(67 313.11053),(68 314.2669),(69 314.352),(70 316.19803),(71 312.49918),(72 313.6463),(73 315.18387),(74 313.32864),(75 309.92175),(76 312.24924),(77 308.63562),(78 310.28305),(79 310.655),
(1 185.2085),(2 224.52255),(3 255.14977),(4 268.4722),(5 277.5004),(6 280.75745),(7 284.1058),(8 281.94174),(9 285.89395),(10 284.94073),(11 286.4649),(12 285.03586),(13 292.187),(14 302.05725),(15 315.85333),(16 321.7531),(17 329.10287),(18 322.9524),(19 312.6794),(20 303.0683),(21 295.85895),(22 295.79742),(23 295.96686),(24 298.78952),(25 303.50244),(26 308.43713),(27 307.98862),(28 312.06165),(29 308.5242),(30 303.36508),(31 295.8333),(32 290.63885),(33 293.352),(34 299.81973),(35 307.01904),(36 310.17862),(37 310.14172),(38 306.68228),(39 302.89432),(40 301.44464),(41 299.63754),(42 301.5435),(43 308.5521),(44 309.6462),(45 315.05774),(46 315.54224),(47 313.95026),(48 316.24292),(49 312.75943),(50 309.45163),(51 308.358),(52 307.00775),(53 309.23697),(54 309.5891),(55 312.2358),(56 315.95114),(57 320.56393),(58 329.07394),(59 331.06848),(60 330.3496),(61 332.38123),(62 329.87473),(63 325.38254),(64 321.27344),(65 320.84717),(66 320.58002),(67 317.21133),(68 318.49033),(69 316.16235),(70 318.73752),(71 316.39487),(72 316.16537),(73 318.17078),(74 315.86505),(75 316.6363),(76 316.49072),(77 314.62125),(78 313.6114),(79 316.78668),
(1 179.99182),(2 219.4176),(3 245.90796),(4 262.35345),(5 272.1011),(6 272.71902),(7 276.03293),(8 275.74408),(9 278.88922),(10 277.17767),(11 279.81818),(12 277.1488),(13 284.93707),(14 295.0708),(15 309.90817),(16 318.45267),(17 320.3369),(18 316.0955),(19 304.72208),(20 295.9523),(21 290.51556),(22 287.78265),(23 293.0844),(24 295.84515),(25 299.32953),(26 297.97586),(27 298.91757),(28 301.37747),(29 297.72437),(30 295.6802),(31 291.36032),(32 285.38086),(33 292.73755),(34 297.32263),(35 299.89658),(36 305.66782),(37 305.09833),(38 304.16153),(39 300.11484),(40 298.4009),(41 297.00842),(42 301.0253),(43 306.0249),(44 303.30286),(45 306.1183),(46 310.70035),(47 308.3056),(48 311.66586),(49 306.88235),(50 304.0818),(51 304.1989),(52 301.08844),(53 302.84164),(54 306.34286),(55 310.84763),(56 317.52103),(57 317.66034),(58 322.37292),(59 320.9262),(60 320.29614),(61 320.7669),(62 321.87473),(63 315.74173),(64 314.46173),(65 313.7093),(66 315.12537),(67 314.6013),(68 315.40854),(69 313.5784),(70 311.90054),(71 311.178),(72 310.40646),(73 311.00635),(74 309.231),(75 305.16452),(76 305.54016),(77 301.91504),(78 301.09235),(79 300.17682),
(1 179.26128),(2 217.95383),(3 243.96451),(4 260.40027),(5 267.42444),(6 270.451),(7 272.40097),(8 274.33783),(9 275.74838),(10 274.37766),(11 275.2422),(12 275.9447),(13 284.04306),(14 292.18735),(15 308.3344),(16 313.12756),(17 312.6851),(18 309.2057),(19 300.62527),(20 294.34918),(21 290.46936),(22 288.43625),(23 289.16736),(24 290.34427),(25 293.9923),(26 293.4836),(27 296.41147),(28 298.47018),(29 299.94485),(30 295.51556),(31 289.72803),(32 287.56186),(33 292.716),(34 295.4234),(35 303.59937),(36 308.83813),(37 309.70712),(38 304.53378),(39 301.46344),(40 299.86932),(41 303.44556),(42 311.30197),(43 319.02896),(44 319.7853),(45 325.70865),(46 326.59952),(47 325.2219),(48 323.70142),(49 319.09528),(50 314.16537),(51 308.40646),(52 310.33725),(53 313.9038),(54 314.55844),(55 322.273),(56 323.7901),(57 323.7074),(58 332.85074),(59 325.8777),(60 330.3668),(61 328.9279),(62 327.2205),(63 325.93585),(64 325.54355),(65 319.9262),(66 323.5199),(67 322.5872),(68 322.91623),(69 321.09732),(70 322.04135),(71 323.7961),(72 323.2735),(73 324.33752),(74 321.50287),(75 319.03864),(76 315.10898),(77 315.3998),(78 311.2844),(79 309.55344),
(1 173.65616),(2 211.69164),(3 234.13893),(4 249.50316),(5 256.7396),(6 255.70876),(7 258.96304),(8 259.95773),(9 258.79874),(10 259.82562),(11 266.61935),(12 270.1387),(13 278.2325),(14 287.03214),(15 294.3557),(16 300.4985),(17 296.3217),(18 292.3397),(19 288.18024),(20 282.98813),(21 281.15268),(22 282.43304),(23 285.1849),(24 283.5821),(25 288.43793),(26 285.15286),(27 288.4093),(28 292.6841),(29 293.26575),(30 291.24255),(31 287.45465),(32 287.23492),(33 288.9186),(34 294.72324),(35 301.53342),(36 305.56775),(37 305.47495),(38 302.78317),(39 298.8839),(40 299.76187),(41 300.49545),(42 303.8503),(43 312.04172),(44 311.92447),(45 316.58844),(46 317.9175),(47 315.4518),(48 311.92212),(49 308.52573),(50 305.85797),(51 305.14044),(52 304.314),(53 308.99283),(54 312.89432),(55 321.51254),(56 325.03326),(57 322.18625),(58 323.63153),(59 316.90717),(60 316.16547),(61 318.30157),(62 315.56757),(63 318.90646),(64 318.63986),(65 319.16016),(66 318.61862),(67 320.2664),(68 314.364),(69 314.27567),(70 313.14566),(71 313.83484),(72 311.1611),(73 312.67563),(74 307.19595),(75 301.85068),(76 299.31946),(77 294.98395),(78 296.51666),(79 293.0441),
(1 170.86989),(2 207.63943),(3 228.58525),(4 241.85214),(5 250.42223),(6 254.34372),(7 259.27734),(8 260.62494),(9 263.37524),(10 267.74658),(11 271.81952),(12 272.79623),(13 276.553),(14 281.4227),(15 289.94742),(16 295.57938),(17 294.3804),(18 294.13736),(19 285.557),(20 277.74146),(21 277.05237),(22 281.54785),(23 280.8832),(24 280.66),(25 282.88046),(26 280.60284),(27 282.8346),(28 289.05615),(29 287.69104),(30 284.8797),(31 282.54395),(32 278.5393),(33 281.96118),(34 286.31436),(35 292.99472),(36 294.8696),(37 295.52274),(38 292.00067),(39 291.53137),(40 294.931),(41 294.78943),(42 296.8973),(43 303.09924),(44 302.74603),(45 303.3958),(46 306.01578),(47 306.0294),(48 305.2657),(49 305.0829),(50 301.5254),(51 301.3449),(52 301.39764),(53 304.37714),(54 307.2794),(55 313.06552),(56 316.01108),(57 314.813),(58 317.07727),(59 315.2035),(60 312.28888),(61 310.74765),(62 312.65887),(63 310.84543),(64 306.96597),(65 305.47266),(66 305.71094),(67 305.21768),(68 304.34042),(69 307.06024),(70 302.93744),(71 299.0458),(72 296.47745),(73 301.30725),(74 300.31738),(75 298.8044),(76 293.1775),(77 289.36008),(78 289.31335),(79 287.92368),
(1 169.28944),(2 205.90292),(3 226.64249),(4 235.0854),(5 243.68365),(6 246.87915),(7 251.72499),(8 255.16724),(9 256.8876),(10 258.10565),(11 256.86945),(12 261.7325),(13 269.13992),(14 272.7086),(15 279.5388),(16 283.57065),(17 280.92764),(18 282.86414),(19 274.52158),(20 268.41284),(21 271.7106),(22 271.80627),(23 274.76074),(24 275.14975),(25 274.88965),(26 275.2332),(27 279.45102),(28 279.43884),(29 278.53833),(30 273.51938),(31 272.56082),(32 272.8645),(33 277.376),(34 278.78732),(35 282.1815),(36 285.94516),(37 282.86435),(38 279.72733),(39 281.92197),(40 282.36273),(41 286.1504),(42 285.89322),(43 295.3413),(44 298.07712),(45 297.7136),(46 297.67297),(47 296.60556),(48 295.21405),(49 294.06555),(50 290.25552),(51 291.33972),(52 296.20358),(53 295.4177),(54 299.56143),(55 303.10352),(56 304.0247),(57 299.8764),(58 302.32745),(59 300.14902),(60 298.55597),(61 301.5493),(62 302.7276),(63 301.16843),(64 300.73465),(65 298.257),(66 298.61316),(67 296.71152),(68 295.72153),(69 297.29184),(70 295.35068),(71 290.61044),(72 291.52084),(73 295.70383),(74 290.42032),(75 286.86407),(76 284.2548),(77 284.9837),(78 286.66965),(79 285.183),
(1 167.43614),(2 198.93593),(3 215.35893),(4 226.30208),(5 233.4819),(6 236.12654),(7 240.48164),(8 245.67166),(9 246.95107),(10 248.86954),(11 251.93481),(12 253.82822),(13 261.08734),(14 267.10095),(15 269.84363),(16 273.06754),(17 273.0696),(18 268.2234),(19 262.90564),(20 259.78394),(21 258.20306),(22 261.02957),(23 262.76694),(24 262.73523),(25 264.73898),(26 264.9708),(27 266.24713),(28 266.1682),(29 265.71402),(30 262.38782),(31 262.46893),(32 266.55634),(33 268.60712),(34 268.2266),(35 271.1078),(36 268.97366),(37 267.74243),(38 266.41833),(39 265.43478),(40 269.2201),(41 274.27988),(42 274.85397),(43 282.7603),(44 281.26407),(45 281.87927),(46 282.33075),(47 282.68765),(48 279.3406),(49 278.50345),(50 279.7863),(51 277.43546),(52 278.72916),(53 284.23102),(54 285.78427),(55 283.98758),(56 288.62213),(57 285.59653),(58 287.46948),(59 286.0977),(60 285.67157),(61 289.405),(62 292.44073),(63 293.47208),(64 290.03552),(65 292.54153),(66 289.54135),(67 287.6711),(68 284.63876),(69 284.3858),(70 282.24106),(71 280.7186),(72 279.41226),(73 284.4936),(74 281.59738),(75 278.2612),(76 278.61646),(77 281.44748),(78 279.14172),(79 277.2829),
