1.5,2.5,3.5,4.5,5.5,6.5,7.5,8.5,9.5,10.5,11.5,12.5,13.5,14.5,15.5,16.5,17.5,18.5,19.5,20.5,21.5,22.5,23.5,24.5,25.5,26.5,27.5,28.5,29.5,30.5,31.5,32.5,33.5,34.5,35.5,36.5,37.5,38.5,39.5,40.5,41.5,42.5,43.5,44.5,45.5,46.5,47.5,48.5,49.5,50.5,51.5,52.5,53.5,54.5,55.5,56.5,57.5,58.5,59.5,60.5,61.5,62.5,63.5,64.5,65.5,66.5,67.5,68.5,69.5,70.5,71.5,72.5,73.5,74.5,75.5,76.5,77.5,78.5,79.5,80.5,81.5,82.5,83.5,84.5,85.5,86.5,87.5,88.5,89.5,90.5,91.5,92.5,93.5,94.5,95.5,96.5,97.5,98.5,99.5,100.5,101.5,102.5,103.5,104.5,105.5,106.5,107.5,108.5,109.5,110.5,111.5,112.5,113.5,114.5,115.5,116.5,117.5,118.5,119.5,120.5,121.5,122.5,123.5,124.5,125.5,126.5,127.5,128.5,129.5,130.5,131.5,132.5,133.5,134.5,135.5,136.5,137.5,138.5,139.5,140.5,141.5,142.5,143.5,144.5,145.5,146.5,147.5,148.5,149.5,150.5,151.5,152.5,153.5,154.5,155.5,156.5,157.5,158.5,159.5,160.5,161.5,162.5,163.5,164.5,165.5,166.5,167.5,168.5,169.5,170.5,171.5,172.5,173.5,174.5,175.5,176.5,177.5,178.5,179.5,180.5,181.5,182.5,183.5,184.5,185.5,186.5,187.5,188.5,189.5,190.5,191.5,192.5,193.5,194.5,195.5,196.5,197.5,198.5,199.5,200.5,201.5,202.5,203.5,204.5,205.5,206.5,207.5,208.5,209.5,210.5,211.5,212.5,213.5,214.5,215.5,216.5,217.5,218.5,219.5,220.5,221.5,222.5,223.5,224.5,225.5,226.5,227.5,228.5,229.5,230.5,231.5,232.5,233.5,234.5,235.5,236.5,237.5,238.5,239.5,240.5,241.5,242.5,243.5,244.5,245.5,246.5,247.5,248.5,249.5,250.5,251.5,252.5,253.5,254.5,255.5,256.5,257.5,258.5,259.5,260.5,261.5,262.5,263.5,264.5,265.5,266.5,267.5,268.5,269.5,270.5,271.5,272.5,273.5,274.5,275.5,276.5,277.5,278.5,279.5,280.5,281.5,282.5,283.5,284.5,285.5,286.5,287.5,288.5,289.5,290.5,291.5,292.5,293.5,294.5,295.5,296.5,297.5,298.5,299.5,300.5,301.5,302.5,303.5,304.5,305.5,306.5,307.5,308.5,309.5,310.5,311.5,312.5,313.5,314.5,315.5,316.5,317.5,318.5,319.5,320.5,321.5,322.5,323.5,324.5,325.5,326.5,327.5,328.5,329.5,330.5,331.5,332.5,333.5,334.5,335.5,336.5,337.5,338.5,339.5,340.5,341.5,342.5,343.5,344.5,345.5,346.5,347.5,348.5,349.5,350.5,351.5,352.5,353.5,354.5,355.5,356.5,357.5,358.5,359.5,360.5,361.5,362.5,363.5,364.5,365.5,366.5,367.5,368.5,369.5,370.5,371.5,372.5,373.5,374.5,375.5,376.5,377.5,378.5,379.5,380.5,381.5,382.5,383.5,384.5,385.5,386.5,387.5,388.5,389.5,390.5,391.5,392.5,393.5,394.5,395.5,396.5,397.5,398.5,399.5,400.5,401.5,402.5,403.5,404.5,405.5,406.5,407.5,408.5,409.5,410.5,411.5,412.5,413.5,414.5,415.5,416.5,417.5,418.5,419.5,420.5,421.5,422.5,423.5,424.5,425.5,426.5,427.5,428.5,429.5,430.5,431.5,432.5,433.5,434.5,435.5,436.5,437.5,438.5,439.5,440.5,441.5,442.5,443.5,444.5,445.5,446.5,447.5,448.5,449.5,450.5,451.5,452.5,453.5,454.5,455.5,456.5,457.5,458.5,459.5,460.5,461.5,462.5,463.5,464.5,465.5,466.5,467.5,468.5,469.5,470.5,471.5,472.5,473.5,474.5,475.5,476.5,477.5,478.5,479.5,480.5,481.5,482.5,483.5,484.5,485.5,486.5,487.5,488.5,489.5,490.5,491.5,492.5,493.5,494.5,495.5,496.5,497.5,498.5,499.5,
(1 31577.56),(2 47572.86),(3 58328.64),(4 110161.22),(5 149026.02),(6 174675.19),(7 241281.38),(8 297693.03),(9 344730.13),(10 426928.6),(11 495482.28),(12 567280.8),(13 662810.2),(14 740127.2),(15 831265.25),(16 928117.5),(17 1007545.7),(18 1143032.1),(19 1254520.1),(20 1345451.8),(21 1467095.6),(22 1597746.4),(23 1727754.5),(24 1886726.4),(25 2055133.6),(26 2222643.5),(27 2432060.3),(28 2636892.3),(29 2832701.3),(30 3044328.8),(31 3248636.8),(32 3410607.3),(33 3681268.8),(34 3837748),(35 3977270.8),(36 4237085.5),(37 4408317.5),(38 4631761.5),(39 4975415.5),(40 5185850.5),(41 5419974),(42 5722201.5),(43 5950447.5),(44 6220891.5),(45 6501831.5),(46 6733910.5),(47 6964206.5),(48 7321298.5),(49 7512088),(50 7722821.5),(51 7960646),(52 8117040.5),(53 8308958.5),(54 8520387),(55 8703454),(56 8933671),(57 9157791),(58 9387371),(59 9604835),(60 9781641),(61 9879796),(62 10027742),(63 10253393),(64 10327740),(65 10415947),(66 10529657),(67 10560283),(68 10652621),(69 10706289),(70 10717385),(71 10778785),(72 10850616),(73 10856787),(74 10911179),(75 11004309),(76 11003497),(77 11064451),(78 11193989),(79 11180291),
(1 82.079185),(2 105.671646),(3 124.27556),(4 133.92146),(5 140.73363),(6 145.81947),(7 148.25807),(8 150.16222),(9 151.48949),(10 151.50075),(11 153.75911),(12 155.3679),(13 157.75864),(14 159.79869),(15 161.23553),(16 161.4806),(17 161.98262),(18 161.73056),(19 160.92706),(20 160.77261),(21 163.03175),(22 164.2795),(23 166.28261),(24 166.74864),(25 167.4085),(26 167.88272),(27 171.51501),(28 170.02867),(29 172.09445),(30 171.83833),(31 172.02995),(32 170.93755),(33 172.45363),(34 171.82448),(35 171.52205),(36 170.93362),(37 171.45982),(38 170.68332),(39 169.88928),(40 169.69084),(41 169.33377),(42 170.35484),(43 171.92659),(44 172.56087),(45 171.22066),(46 171.54726),(47 170.1017),(48 172.02196),(49 172.41025),(50 171.07602),(51 170.56006),(52 167.78679),(53 167.17902),(54 166.62083),(55 166.30841),(56 166.45647),(57 167.5783),(58 167.48553),(59 168.7206),(60 168.21811),(61 169.5045),(62 169.89485),(63 171.15945),(64 168.8053),(65 170.64667),(66 172.64188),(67 173.78369),(68 175.23398),(69 176.21573),(70 177.64047),(71 178.19727),(72 179.98807),(73 180.14993),(74 181.22983),(75 181.34033),(76 182.20624),(77 183.09116),(78 186.51532),(79 187.60057),
(1 80.255035),(2 102.210365),(3 119.85795),(4 129.08275),(5 134.96973),(6 139.64613),(7 142.52246),(8 145.8397),(9 147.24161),(10 148.69643),(11 149.26434),(12 150.83586),(13 152.3056),(14 154.77617),(15 154.18661),(16 153.03043),(17 153.88943),(18 156.97656),(19 158.0715),(20 157.7463),(21 160.20929),(22 158.77203),(23 158.58469),(24 159.45975),(25 159.12898),(26 159.0239),(27 160.42041),(28 160.5394),(29 160.77486),(30 160.09076),(31 161.66374),(32 159.71208),(33 161.00941),(34 161.3156),(35 160.67332),(36 160.93396),(37 161.18709),(38 160.96925),(39 159.32597),(40 159.32826),(41 159.2843),(42 160.7931),(43 159.88734),(44 162.51582),(45 161.58302),(46 161.8291),(47 162.10312),(48 163.71844),(49 163.45335),(50 162.72202),(51 160.94502),(52 161.33145),(53 161.3429),(54 160.57533),(55 160.75812),(56 161.27817),(57 161.48697),(58 161.71545),(59 161.74182),(60 161.01674),(61 160.67117),(62 161.96729),(63 163.30502),(64 163.62439),(65 163.63582),(66 164.23872),(67 167.04407),(68 169.14372),(69 169.64934),(70 170.78894),(71 171.5766),(72 173.47324),(73 174.0311),(74 175.26312),(75 176.33253),(76 177.37393),(77 178.28267),(78 180.2988),(79 180.25453),
(1 80.512505),(2 102.782646),(3 120.82385),(4 129.7977),(5 137.62985),(6 143.55847),(7 147.30556),(8 150.29144),(9 151.40662),(10 152.33856),(11 153.37466),(12 156.37997),(13 157.80438),(14 158.03036),(15 159.55426),(16 159.38559),(17 160.0102),(18 161.03148),(19 161.36118),(20 161.17377),(21 163.64368),(22 163.90068),(23 164.48969),(24 165.91502),(25 165.62346),(26 165.17444),(27 165.3638),(28 166.42493),(29 165.62025),(30 166.53859),(31 166.24007),(32 165.19247),(33 164.9825),(34 164.16173),(35 163.15295),(36 162.77026),(37 163.79527),(38 162.53404),(39 161.82545),(40 161.0779),(41 162.31546),(42 163.0891),(43 162.35548),(44 162.47238),(45 162.12827),(46 162.65884),(47 164.59142),(48 166.22925),(49 166.23242),(50 164.71646),(51 165.4813),(52 165.38434),(53 167.91412),(54 168.12447),(55 167.85555),(56 167.93687),(57 168.2943),(58 167.89201),(59 168.31277),(60 167.99612),(61 168.34445),(62 167.71452),(63 168.82457),(64 169.27644),(65 169.73666),(66 170.03706),(67 170.30708),(68 171.86662),(69 171.40489),(70 171.89145),(71 173.39264),(72 173.80467),(73 174.26926),(74 173.61478),(75 174.83327),(76 175.46663),(77 175.68602),(78 176.97903),(79 178.17903),
(1 80.99677),(2 102.60504),(3 120.32269),(4 128.99127),(5 136.76538),(6 142.93874),(7 146.2477),(8 149.31145),(9 149.80789),(10 149.51868),(11 151.20042),(12 152.67152),(13 153.66537),(14 155.07587),(15 155.33699),(16 155.53117),(17 155.49742),(18 156.07129),(19 157.07262),(20 155.60083),(21 157.63852),(22 158.85478),(23 159.73087),(24 159.80347),(25 159.39642),(26 161.12524),(27 162.46303),(28 163.60292),(29 164.40495),(30 163.81563),(31 164.35587),(32 163.49113),(33 165.10257),(34 164.90347),(35 164.7773),(36 163.59253),(37 163.12834),(38 163.04688),(39 163.36133),(40 163.54868),(41 163.21161),(42 163.22864),(43 163.12856),(44 162.87508),(45 161.89363),(46 161.65944),(47 163.13637),(48 165.5706),(49 165.24452),(50 165.9864),(51 163.83296),(52 164.37845),(53 166.5026),(54 164.88895),(55 162.97464),(56 162.19385),(57 161.46696),(58 161.73778),(59 161.57513),(60 162.1399),(61 162.37991),(62 162.16841),(63 162.92523),(64 163.35486),(65 165.03276),(66 166.69728),(67 166.43407),(68 167.77188),(69 167.03337),(70 167.49081),(71 169.09578),(72 167.53052),(73 167.73248),(74 166.69908),(75 166.93481),(76 166.77263),(77 167.28603),(78 168.88164),(79 171.67792),
(1 78.63889),(2 100.574905),(3 118.02772),(4 125.25996),(5 133.96774),(6 139.71779),(7 142.0941),(8 144.77115),(9 146.21939),(10 145.34871),(11 146.86705),(12 149.2201),(13 151.14003),(14 152.8403),(15 152.66309),(16 152.2663),(17 152.367),(18 151.62682),(19 151.13971),(20 152.29956),(21 152.62851),(22 155.09279),(23 155.75264),(24 154.4246),(25 156.42014),(26 157.40697),(27 157.98454),(28 158.07956),(29 156.4691),(30 156.79001),(31 156.56035),(32 157.03342),(33 156.22916),(34 156.55373),(35 157.34103),(36 157.69582),(37 156.95847),(38 157.84247),(39 158.33865),(40 158.372),(41 158.39592),(42 158.94543),(43 157.51752),(44 156.07542),(45 156.8035),(46 159.01462),(47 160.54243),(48 161.25374),(49 161.47552),(50 161.6417),(51 160.16478),(52 160.29546),(53 162.19159),(54 162.63275),(55 162.0333),(56 160.67546),(57 160.2725),(58 159.76727),(59 159.98582),(60 158.9896),(61 159.65305),(62 159.52748),(63 159.44121),(64 159.92632),(65 161.02177),(66 162.07925),(67 161.8268),(68 161.8007),(69 161.89285),(70 163.45026),(71 165.31708),(72 165.59775),(73 165.44742),(74 164.55792),(75 163.6474),(76 164.38638),(77 163.90816),(78 164.05553),(79 163.20515),
(1 78.607605),(2 101.186775),(3 118.00985),(4 125.81984),(5 132.38556),(6 138.04988),(7 140.68353),(8 143.0381),(9 144.7523),(10 144.38318),(11 144.72401),(12 146.62866),(13 147.3755),(14 149.4972),(15 149.48506),(16 151.04478),(17 151.89497),(18 152.92577),(19 152.6628),(20 152.8417),(21 152.41647),(22 154.96904),(23 155.31766),(24 153.97212),(25 154.20166),(26 153.55165),(27 155.28891),(28 155.1985),(29 155.82353),(30 156.56013),(31 157.3925),(32 157.44086),(33 159.1273),(34 156.95358),(35 157.99506),(36 158.7786),(37 157.8767),(38 158.42413),(39 158.47066),(40 158.69897),(41 158.82191),(42 157.32648),(43 157.51102),(44 154.97685),(45 155.09128),(46 157.82083),(47 158.70692),(48 159.32297),(49 160.70827),(50 161.20628),(51 159.0801),(52 158.56088),(53 158.09065),(54 158.91757),(55 158.35515),(56 157.95984),(57 158.07771),(58 155.95818),(59 156.12204),(60 154.9543),(61 155.12616),(62 154.3783),(63 156.35034),(64 156.31686),(65 155.91785),(66 156.56633),(67 156.21448),(68 156.80058),(69 157.28351),(70 158.75471),(71 159.84091),(72 160.60129),(73 160.93999),(74 160.05644),(75 161.66028),(76 162.22653),(77 161.97618),(78 162.35976),(79 164.33588),
(1 76.91835),(2 98.05017),(3 114.34395),(4 123.8384),(5 130.76494),(6 136.14836),(7 139.13596),(8 141.76013),(9 143.31902),(10 144.58194),(11 145.06335),(12 148.55672),(13 148.60568),(14 149.12622),(15 151.10104),(16 150.63097),(17 152.08002),(18 152.92397),(19 154.18147),(20 153.89748),(21 153.26361),(22 156.65205),(23 156.08038),(24 155.0263),(25 154.39064),(26 155.62714),(27 156.37358),(28 155.7916),(29 156.84642),(30 158.19434),(31 159.64368),(32 159.38614),(33 160.45595),(34 157.87115),(35 158.5763),(36 159.54147),(37 158.47641),(38 158.86282),(39 157.6616),(40 157.453),(41 155.2592),(42 154.9252),(43 155.6132),(44 155.39397),(45 155.72649),(46 156.61383),(47 157.75064),(48 158.60728),(49 158.81647),(50 158.10822),(51 156.69885),(52 156.6396),(53 156.34332),(54 157.27211),(55 156.14458),(56 156.085),(57 155.55559),(58 154.84583),(59 152.32414),(60 151.76706),(61 152.53256),(62 154.98648),(63 154.92542),(64 154.86577),(65 155.28854),(66 155.21811),(67 154.66548),(68 154.6689),(69 154.72232),(70 155.37286),(71 156.85878),(72 157.51651),(73 159.44713),(74 157.58249),(75 159.62212),(76 161.55835),(77 162.19815),(78 162.26196),(79 163.8236),
(1 76.93087),(2 97.65651),(3 114.20173),(4 122.6992),(5 129.8971),(6 135.28345),(7 137.24815),(8 140.34317),(9 142.07077),(10 143.47606),(11 143.79625),(12 145.59235),(13 147.07947),(14 148.48703),(15 147.17656),(16 148.31631),(17 149.79393),(18 151.99612),(19 152.8714),(20 152.60403),(21 153.21931),(22 154.48457),(23 154.04272),(24 153.22995),(25 153.14871),(26 154.8398),(27 155.89986),(28 156.36432),(29 157.19081),(30 158.8415),(31 159.28978),(32 158.49484),(33 158.91626),(34 157.89165),(35 157.48924),(36 156.72794),(37 155.75511),(38 156.37112),(39 155.20042),(40 154.64835),(41 154.36899),(42 153.8931),(43 152.28093),(44 151.7936),(45 150.83334),(46 152.35684),(47 152.73026),(48 152.98328),(49 152.797),(50 150.99883),(51 151.67244),(52 151.37524),(53 152.40155),(54 152.03165),(55 152.97226),(56 152.44838),(57 151.52074),(58 150.93279),(59 150.58022),(60 151.3177),(61 152.5872),(62 153.91444),(63 154.3985),(64 154.44037),(65 155.34265),(66 156.04497),(67 156.1334),(68 155.63571),(69 155.62164),(70 156.37721),(71 157.69135),(72 157.15579),(73 157.46327),(74 156.82422),(75 157.57048),(76 157.10344),(77 157.13483),(78 158.11057),(79 157.81807),
(1 75.348854),(2 95.864296),(3 113.764),(4 122.61634),(5 130.09839),(6 135.31248),(7 137.90042),(8 140.68217),(9 143.33792),(10 142.6711),(11 144.04306),(12 144.0121),(13 144.39845),(14 145.41191),(15 147.77022),(16 149.18007),(17 149.80035),(18 151.05971),(19 150.59569),(20 150.2928),(21 150.20917),(22 150.77173),(23 151.10214),(24 151.94887),(25 150.89896),(26 151.12898),(27 151.96182),(28 151.37662),(29 150.12689),(30 150.15591),(31 150.06184),(32 149.71582),(33 149.82655),(34 149.368),(35 149.60396),(36 149.55672),(37 148.38023),(38 149.20906),(39 147.97546),(40 148.61751),(41 148.3254),(42 149.24202),(43 147.78093),(44 147.77342),(45 148.9595),(46 149.43198),(47 150.47014),(48 152.81235),(49 151.71922),(50 149.78696),(51 149.8162),(52 149.95532),(53 150.32266),(54 150.70012),(55 150.69493),(56 151.85083),(57 150.27563),(58 151.91658),(59 151.03271),(60 150.50363),(61 152.16582),(62 153.8591),(63 153.19728),(64 154.41331),(65 156.15157),(66 158.21445),(67 157.33574),(68 157.49728),(69 156.28188),(70 155.61566),(71 156.24516),(72 156.98866),(73 156.31998),(74 156.21541),(75 158.41354),(76 158.24805),(77 158.88687),(78 161.2819),(79 160.68962),
(1 73.99016),(2 94.89188),(3 112.07949),(4 120.30611),(5 126.771904),(6 132.54349),(7 135.92612),(8 138.66628),(9 140.7271),(10 140.97308),(11 141.54033),(12 141.83559),(13 142.95712),(14 142.91881),(15 143.17416),(16 143.93997),(17 145.76538),(18 147.99458),(19 148.19417),(20 148.28047),(21 149.80846),(22 149.90353),(23 149.75288),(24 149.63066),(25 149.12453),(26 150.66609),(27 151.24733),(28 151.64622),(29 150.86761),(30 150.59274),(31 149.27295),(32 149.229),(33 149.4121),(34 147.90517),(35 147.2659),(36 146.48961),(37 146.79938),(38 148.5242),(39 148.94537),(40 147.86647),(41 148.9212),(42 149.99239),(43 150.47012),(44 151.82425),(45 152.59953),(46 152.99661),(47 151.4939),(48 153.04266),(49 153.83702),(50 153.06667),(51 152.75586),(52 152.75136),(53 152.69342),(54 152.91609),(55 153.63335),(56 153.07552),(57 151.80063),(58 151.1262),(59 150.23953),(60 149.32472),(61 151.45387),(62 152.06862),(63 151.25542),(64 150.6032),(65 150.60924),(66 150.24573),(67 150.95404),(68 150.81868),(69 150.22235),(70 151.39777),(71 151.70676),(72 154.28453),(73 153.30807),(74 153.72112),(75 154.59927),(76 154.45264),(77 154.6412),(78 157.37193),(79 156.41316),
(1 75.14461),(2 95.07019),(3 111.34225),(4 120.10299),(5 125.801384),(6 132.52739),(7 135.16776),(8 137.10864),(9 137.88516),(10 138.68396),(11 140.50806),(12 142.67546),(13 142.44539),(14 143.66635),(15 145.79185),(16 144.68257),(17 145.4852),(18 147.73956),(19 147.86691),(20 148.91026),(21 148.84004),(22 150.1735),(23 150.1748),(24 151.33601),(25 151.12462),(26 151.4188),(27 151.74297),(28 151.83519),(29 152.97032),(30 152.77519),(31 152.9512),(32 152.9427),(33 151.0675),(34 150.21176),(35 150.42592),(36 150.18492),(37 150.66736),(38 149.36081),(39 148.62202),(40 148.46315),(41 147.80035),(42 149.55536),(43 148.42163),(44 150.17961),(45 148.92072),(46 150.38867),(47 150.3327),(48 152.28958),(49 153.45741),(50 153.41129),(51 153.33177),(52 154.11292),(53 154.4026),(54 153.1911),(55 152.83691),(56 151.38774),(57 150.66684),(58 150.81488),(59 150.60886),(60 151.49394),(61 151.34921),(62 151.04907),(63 150.58614),(64 151.35193),(65 149.37567),(66 150.03659),(67 151.38484),(68 151.5994),(69 151.69057),(70 152.49588),(71 153.34561),(72 152.38533),(73 153.20163),(74 153.56502),(75 155.51924),(76 155.01619),(77 155.49219),(78 155.779),(79 154.56201),
(1 74.07309),(2 93.532234),(3 109.7184),(4 117.53492),(5 123.42492),(6 129.40143),(7 132.36874),(8 135.19275),(9 136.83295),(10 138.13045),(11 140.45404),(12 142.75577),(13 144.70059),(14 144.43942),(15 145.73654),(16 147.2447),(17 147.33531),(18 148.23709),(19 147.612),(20 146.28867),(21 145.67763),(22 146.87317),(23 146.18042),(24 146.09494),(25 145.5798),(26 146.86195),(27 147.52641),(28 147.96353),(29 148.6951),(30 149.4078),(31 148.19388),(32 148.00632),(33 148.71521),(34 147.93011),(35 148.2864),(36 147.83386),(37 147.20648),(38 147.88005),(39 146.92882),(40 146.20805),(41 146.12883),(42 146.09286),(43 145.54994),(44 146.10126),(45 144.74391),(46 146.30463),(47 147.07675),(48 148.16603),(49 148.11948),(50 149.25052),(51 148.60626),(52 149.56291),(53 150.82549),(54 151.80403),(55 152.23528),(56 151.8271),(57 151.44968),(58 150.6509),(59 148.51009),(60 148.36792),(61 147.27985),(62 148.19809),(63 148.21349),(64 147.07494),(65 146.25113),(66 146.46745),(67 146.48184),(68 146.12994),(69 147.77296),(70 148.72737),(71 150.35313),(72 151.72456),(73 152.74811),(74 152.80606),(75 154.35855),(76 155.59155),(77 155.03514),(78 156.07191),(79 155.71008),
(1 73.55588),(2 92.69139),(3 107.954926),(4 114.7572),(5 122.3115),(6 127.49015),(7 131.89491),(8 134.53555),(9 135.49225),(10 136.96672),(11 138.2843),(12 140.95506),(13 140.01578),(14 141.3045),(15 139.55681),(16 139.8035),(17 140.26096),(18 141.26427),(19 140.92873),(20 140.86732),(21 142.20929),(22 142.2034),(23 142.93478),(24 143.44252),(25 142.6661),(26 143.07536),(27 143.86375),(28 144.82646),(29 144.89209),(30 144.79556),(31 146.1384),(32 147.51564),(33 147.31812),(34 146.96205),(35 146.47609),(36 146.15956),(37 146.93497),(38 147.1869),(39 145.74571),(40 145.53322),(41 144.97104),(42 144.8663),(43 143.88611),(44 143.46823),(45 142.83025),(46 144.24455),(47 145.66766),(48 146.10722),(49 145.6235),(50 145.33737),(51 143.66821),(52 144.54166),(53 146.14572),(54 146.88525),(55 147.03091),(56 147.04321),(57 146.39871),(58 146.0194),(59 145.53745),(60 143.6228),(61 143.51877),(62 146.01997),(63 145.72621),(64 144.1747),(65 143.63066),(66 144.2256),(67 144.30931),(68 144.12561),(69 145.04343),(70 145.59843),(71 146.79446),(72 148.32066),(73 149.35817),(74 149.09846),(75 148.86777),(76 150.32098),(77 150.02515),(78 152.15984),(79 152.8402),
(1 73.44522),(2 93.46196),(3 110.97872),(4 119.370766),(5 126.22181),(6 132.24532),(7 135.93567),(8 137.60045),(9 138.40923),(10 139.86559),(11 140.75748),(12 144.1845),(13 144.86989),(14 145.71738),(15 144.82509),(16 145.01262),(17 146.57364),(18 147.5967),(19 147.32118),(20 147.01659),(21 148.00462),(22 149.36896),(23 148.64607),(24 149.53986),(25 149.94127),(26 150.15602),(27 151.58784),(28 151.3157),(29 150.47565),(30 150.43082),(31 150.31122),(32 150.62971),(33 151.34816),(34 150.3471),(35 150.06812),(36 150.20653),(37 149.51549),(38 148.59319),(39 147.83943),(40 147.80655),(41 147.83002),(42 148.54053),(43 147.85347),(44 149.5666),(45 149.83153),(46 149.53932),(47 150.50165),(48 149.11292),(49 150.58945),(50 150.7022),(51 150.93256),(52 151.36671),(53 151.18806),(54 152.05106),(55 150.02794),(56 150.39172),(57 150.05946),(58 149.82468),(59 149.49835),(60 149.08684),(61 148.78937),(62 151.64676),(63 150.06682),(64 148.05472),(65 147.95941),(66 148.39783),(67 147.59206),(68 148.08325),(69 148.14442),(70 150.44202),(71 150.88173),(72 151.55176),(73 150.92719),(74 151.84837),(75 151.9868),(76 152.15514),(77 154.00345),(78 155.2393),(79 156.47737),
(1 71.99853),(2 90.35339),(3 107.04256),(4 114.98288),(5 121.507324),(6 125.65777),(7 129.28867),(8 130.7334),(9 130.88657),(10 132.31876),(11 132.59262),(12 133.37376),(13 135.26634),(14 133.91087),(15 135.33658),(16 133.77551),(17 136.01553),(18 136.3026),(19 136.94951),(20 136.96832),(21 136.99527),(22 136.95746),(23 138.22539),(24 137.65146),(25 138.72179),(26 139.52585),(27 140.33838),(28 140.28384),(29 139.34135),(30 139.93637),(31 140.01204),(32 139.87762),(33 138.56163),(34 138.31537),(35 138.34024),(36 138.04831),(37 137.63008),(38 136.67697),(39 137.5451),(40 138.63742),(41 140.38411),(42 141.62407),(43 141.233),(44 141.03334),(45 141.42206),(46 141.96623),(47 141.64227),(48 141.40053),(49 139.68486),(50 140.62366),(51 140.225),(52 139.88397),(53 140.51817),(54 140.69756),(55 141.1141),(56 141.17221),(57 140.50027),(58 139.6187),(59 139.57349),(60 137.67513),(61 138.21118),(62 139.20822),(63 139.50684),(64 139.513),(65 140.08624),(66 141.29698),(67 140.77449),(68 140.78131),(69 139.80989),(70 141.8836),(71 142.85233),(72 145.27805),(73 144.85756),(74 144.91512),(75 145.54526),(76 146.48863),(77 146.95793),(78 146.6241),(79 145.71579),
(1 71.544365),(2 91.05621),(3 106.0726),(4 113.19977),(5 118.36744),(6 122.301445),(7 125.39019),(8 127.970634),(9 128.33434),(10 129.84303),(11 131.7389),(12 133.66185),(13 135.97034),(14 136.42155),(15 136.78357),(16 138.06097),(17 139.09619),(18 140.54407),(19 140.41048),(20 139.73756),(21 141.54836),(22 141.16443),(23 141.09119),(24 140.33243),(25 139.87386),(26 140.44669),(27 140.80397),(28 141.21713),(29 139.30594),(30 139.91632),(31 140.54903),(32 139.92354),(33 140.307),(34 140.23563),(35 140.33156),(36 140.87877),(37 141.85062),(38 141.24988),(39 139.55867),(40 139.63582),(41 140.38661),(42 138.8187),(43 138.11186),(44 138.44481),(45 138.50565),(46 138.10822),(47 136.964),(48 138.44206),(49 137.01813),(50 137.11981),(51 138.23291),(52 137.57278),(53 137.03456),(54 137.25093),(55 138.00723),(56 138.36993),(57 137.65279),(58 136.91336),(59 138.24344),(60 137.85933),(61 138.46724),(62 139.67436),(63 141.40466),(64 142.46936),(65 142.92612),(66 144.23326),(67 144.48062),(68 144.98355),(69 144.00456),(70 144.24455),(71 144.70462),(72 144.8482),(73 145.45139),(74 144.50848),(75 145.07564),(76 146.2781),(77 146.79156),(78 147.29318),(79 147.37251),
(1 70.76538),(2 89.50117),(3 103.97193),(4 110.45118),(5 115.74113),(6 120.75457),(7 123.51716),(8 126.234344),(9 126.546555),(10 128.18141),(11 130.02065),(12 131.31891),(13 133.12196),(14 134.07188),(15 136.27893),(16 137.1463),(17 137.69595),(18 138.44846),(19 138.04672),(20 137.43909),(21 138.38745),(22 138.54292),(23 139.23952),(24 139.19281),(25 137.86165),(26 137.976),(27 138.3789),(28 138.83084),(29 138.66121),(30 139.89745),(31 139.43265),(32 139.23167),(33 140.08109),(34 139.48361),(35 140.10173),(36 140.59201),(37 140.55981),(38 140.91191),(39 140.0599),(40 140.30133),(41 139.86462),(42 140.54622),(43 140.80939),(44 141.10817),(45 140.14961),(46 140.94016),(47 141.84721),(48 143.13113),(49 142.88629),(50 141.53642),(51 141.82239),(52 141.6953),(53 141.32164),(54 140.59685),(55 142.0328),(56 142.59668),(57 142.63113),(58 140.81967),(59 141.21066),(60 141.26448),(61 141.66444),(62 142.99963),(63 145.28326),(64 144.76645),(65 143.03535),(66 143.5698),(67 143.22717),(68 144.97072),(69 144.10942),(70 145.12358),(71 144.97108),(72 146.47235),(73 147.40651),(74 149.66054),(75 148.98454),(76 149.21829),(77 148.78824),(78 149.59082),(79 149.94348),
